step,pop,on_fat,fat_stock,age_mean
76000,1165,0.5614,9790.3,690
77000,1464,0.5246,11049.1,581
78000,1793,0.5298,10326.5,483
79000,2386,0.5029,13412.5,431
80000,3355,0.4638,16460.2,394
81000,4355,0.4434,17418.9,348
82000,4405,0.4847,20343.8,381
83000,4874,0.4795,24668.6,443
84000,5654,0.4747,25203.9,415
85000,5234,0.4947,27013.8,462
86000,5051,0.4843,27998.6,477
87000,5080,0.4909,29303.2,487
88000,4835,0.4982,26856.0,494
89000,4454,0.5058,25734.8,507
90000,3783,0.5414,20263.9,506
91000,2748,0.5684,17775.4,572
92000,1940,0.6201,16918.3,751
93000,1668,0.5971,14947.3,823
94000,1237,0.6184,12675.6,970
95000,1004,0.6235,11469.4,1020
96000,961,0.5432,11908.4,866
97000,1164,0.5095,13551.0,819
98000,1701,0.5132,16575.7,711
99000,1994,0.5186,16194.0,610
100000,2343,0.5186,18116.8,524
101000,3042,0.4750,22102.3,496
102000,3596,0.5050,28284.9,555
103000,3928,0.4766,30454.4,587
104000,4033,0.4969,31444.9,588
105000,4346,0.4772,32377.8,563
106000,4331,0.4759,32523.9,593
107000,4381,0.4962,32787.4,587
108000,4166,0.4990,32202.6,609
109000,3915,0.5068,29216.2,558
110000,3249,0.5085,27760.8,606
111000,2687,0.5408,24620.4,630
112000,2009,0.5759,19349.4,686
113000,1383,0.5785,15840.7,864
114000,1146,0.5908,14156.6,884
115000,960,0.5969,12591.3,992
116000,942,0.5658,12515.3,995
117000,1213,0.5507,14445.5,822
118000,1544,0.5181,16645.5,741
119000,2157,0.5267,19545.5,618
120000,2818,0.5028,21723.7,539
121000,3207,0.4889,25273.0,553
122000,3774,0.5053,29529.7,545
123000,4032,0.4980,34190.5,582
124000,3982,0.5048,35383.6,650
125000,4079,0.5038,35097.3,645
126000,4398,0.5045,35165.9,630
127000,4140,0.4937,33417.9,619
128000,3981,0.5004,32137.7,580
129000,3669,0.4871,30749.1,575
130000,3062,0.5487,27213.3,680
131000,2611,0.5335,22873.0,653
132000,1936,0.5775,18817.9,706
133000,1482,0.6390,13990.7,815
134000,961,0.6452,10413.9,977
135000,839,0.5888,9676.3,1031
136000,949,0.6249,9553.5,854
137000,1194,0.5444,11168.3,722
138000,1471,0.5493,14654.3,737
139000,1982,0.5267,18012.6,622
140000,2562,0.4926,21309.0,546
141000,3260,0.5107,23281.9,559
142000,3724,0.5126,24923.0,548
143000,4129,0.5171,27042.6,559
144000,4750,0.5429,28491.9,569
145000,4877,0.4991,28795.0,552
146000,6273,0.4215,23848.0,367
147000,5552,0.4591,22329.8,338
148000,4968,0.4700,21465.4,385
149000,4150,0.4831,15524.8,319
150000,3694,0.5168,18264.8,406
151000,2821,0.5434,15657.4,506
152000,2163,0.5959,13394.5,570
153000,1758,0.6297,9988.7,582
154000,1113,0.6325,8360.8,764
155000,907,0.6097,9157.7,946
156000,1005,0.5323,8776.7,734
157000,1288,0.5093,9032.1,620
158000,1935,0.5147,8628.8,412
159000,2395,0.5065,11778.0,426
160000,2902,0.5003,15385.5,423
161000,3604,0.4883,19023.4,419
162000,4970,0.4588,19200.3,356
163000,4949,0.5173,23752.8,412
164000,5791,0.4649,24967.5,406
165000,6118,0.4614,24543.4,376
166000,5672,0.4714,25158.9,396
167000,5684,0.4949,25887.7,431
168000,4678,0.5081,22945.3,450
169000,4271,0.5196,22834.4,497
170000,3967,0.4994,19107.7,433
171000,2910,0.5718,16072.6,519
172000,2271,0.5531,13396.2,516
173000,1386,0.5772,9735.1,638
174000,1059,0.5949,7252.1,754
175000,915,0.6022,6582.8,736
176000,986,0.5375,7885.3,708
177000,1451,0.5424,8196.9,512
178000,1664,0.5024,8976.1,498
179000,2279,0.5401,12178.6,452
180000,3040,0.5125,14130.0,420
181000,3889,0.4757,17813.4,384
182000,4428,0.5002,20517.9,402
183000,4572,0.5287,22462.4,442
184000,4934,0.4876,25251.2,459
185000,5594,0.5027,28873.0,482
186000,5904,0.4804,26863.8,417
187000,5620,0.5009,26357.9,412
188000,5052,0.5016,24560.2,450
189000,4342,0.5166,21492.8,445
190000,3673,0.5516,19375.3,476
191000,3170,0.5703,16497.6,482
192000,2224,0.6223,12435.9,582
193000,1624,0.6213,8640.4,579
194000,1045,0.6737,6905.4,755
195000,1016,0.6594,5909.7,732
196000,943,0.5981,6029.6,722
197000,1442,0.5340,7237.4,473
198000,1907,0.5275,8936.1,411
199000,2476,0.5271,11314.8,408
200000,3009,0.5301,16310.5,454
201000,3514,0.5068,21309.4,473
202000,4248,0.5019,23965.7,479
203000,5366,0.4911,28390.0,442
204000,5697,0.4873,29088.7,443
205000,5695,0.4985,30888.8,466
206000,5565,0.5100,31585.9,507
207000,5203,0.5280,31814.2,532
208000,5377,0.5178,30541.1,530
209000,4621,0.5161,26464.9,508
210000,3933,0.5604,21611.5,509
211000,2907,0.5776,17207.2,569
212000,2294,0.5811,14700.3,573
213000,1592,0.6124,10335.0,658
214000,1169,0.6441,9054.4,810
215000,987,0.6251,8045.2,839
216000,1090,0.5440,8752.5,675
217000,1505,0.5196,9586.2,545
218000,1708,0.5404,11166.3,559
219000,2237,0.5574,14045.3,544
220000,2614,0.5249,17267.6,533
221000,3414,0.5079,20919.3,497
222000,3965,0.5198,23482.3,509
223000,4568,0.5101,27285.6,491
224000,4894,0.4849,30678.5,521
225000,4882,0.4996,30151.8,526
226000,4999,0.5051,30917.7,536
227000,5038,0.4913,32417.6,557
228000,4663,0.5008,32011.5,560
229000,4266,0.5295,28317.7,568
230000,3727,0.5189,23498.8,537
231000,2918,0.5644,20185.0,587
232000,2237,0.5990,15046.5,656
233000,1662,0.6462,11477.5,732
234000,1188,0.6423,8516.1,784
235000,1070,0.6065,7289.4,743
236000,1143,0.5477,8043.6,619
237000,1427,0.5074,9390.7,557
238000,1943,0.5059,10242.2,461
239000,2341,0.5250,12900.7,461
240000,3190,0.5088,16918.3,419
241000,3844,0.4802,20239.9,427
242000,4411,0.4976,25370.0,471
243000,5329,0.4894,29912.9,477
244000,5359,0.5021,33129.2,500
245000,5477,0.5194,34600.8,535
246000,5701,0.5006,35874.3,517
247000,5376,0.5247,33820.7,539
248000,5309,0.5331,33089.0,551
249000,4450,0.5229,27795.4,543
250000,4150,0.5549,25166.1,536
251000,2878,0.5796,18880.7,590
252000,2232,0.6246,15065.0,681
253000,1599,0.6410,10954.3,722
254000,1125,0.6622,8761.0,866
255000,1019,0.6094,8065.2,809
256000,1200,0.5392,8398.5,629
257000,1509,0.5302,8447.9,517
258000,1853,0.5229,9683.5,484
259000,2546,0.5196,12445.6,448
260000,3408,0.5067,15807.5,408
261000,4092,0.4976,19945.2,406
262000,4417,0.5001,25157.9,493
263000,5154,0.4942,30018.4,485
264000,5483,0.5021,34200.6,517
265000,5745,0.4968,37159.9,539
266000,5861,0.5214,36533.0,542
267000,5565,0.5125,34971.9,541
268000,5385,0.5348,33133.2,533
269000,4604,0.5430,29145.4,564
270000,3687,0.5603,24506.3,607
271000,2923,0.5919,20114.8,621
272000,2415,0.5731,15000.1,623
273000,1561,0.6381,10640.6,763
274000,1142,0.6208,7859.0,752
275000,1037,0.5786,7114.0,688
276000,1032,0.5601,5843.8,548
277000,1241,0.5270,6807.1,449
278000,1912,0.4942,9579.8,379
279000,2316,0.5142,11067.4,415
280000,2976,0.4976,14509.6,400
281000,3924,0.5031,19940.2,400
282000,4540,0.4998,24733.6,431
283000,5146,0.5035,28693.2,444
284000,5158,0.5132,32463.9,515
285000,5432,0.5092,35227.7,532
286000,5372,0.5367,35705.3,561
287000,5289,0.4984,34371.3,505
288000,5022,0.5335,32931.2,535
289000,4326,0.5509,27293.0,546
290000,3884,0.5463,23001.1,532
291000,3259,0.5336,17598.5,456
292000,2428,0.5762,14608.2,529
293000,1669,0.6237,10564.9,617
294000,1196,0.6263,8064.1,690
295000,1094,0.5439,7504.7,638
296000,1227,0.5697,8504.7,613
297000,1624,0.5216,8459.0,466
298000,2252,0.4956,10060.9,388
299000,2793,0.5070,12629.3,392
300000,3378,0.5009,15037.5,361
