step,pop,on_fat,fat_stock,age_mean
1000,2729,0.9091,35703.8,888
2000,2633,0.9332,38284.5,1875
3000,2581,0.9376,43909.1,2841
4000,1753,0.6081,22542.8,558
5000,1856,0.6482,25403.9,1025
6000,1959,0.6692,28425.7,1420
7000,2196,0.5669,27463.3,789
8000,2278,0.5597,28277.5,894
9000,2236,0.5841,28770.7,991
10000,2381,0.5439,26769.6,754
11000,2140,0.5972,25334.0,799
12000,1809,0.6639,16737.2,886
13000,1417,0.6754,13057.7,996
14000,1200,0.6892,9527.6,910
15000,942,0.6316,8320.3,828
16000,974,0.6540,8264.6,903
17000,1140,0.6421,9926.6,836
18000,1408,0.5930,11311.7,675
19000,1596,0.5996,14882.6,745
20000,2030,0.5143,18691.7,735
21000,2327,0.5075,20459.6,684
22000,2774,0.4910,22512.5,622
23000,2925,0.5405,27720.8,761
24000,3141,0.5450,29989.7,798
25000,3564,0.4515,29897.2,654
26000,3504,0.5074,30822.1,715
27000,3574,0.5084,32175.3,701
28000,3251,0.5109,32207.4,685
29000,3047,0.5215,27296.3,684
30000,2664,0.5882,24366.2,793
31000,2453,0.6050,19666.2,779
32000,1971,0.6093,17394.0,714
33000,1552,0.6469,13803.8,849
34000,1223,0.7392,9941.3,989
35000,931,0.7240,7771.0,1045
36000,913,0.6342,9581.5,995
37000,1002,0.5958,10889.0,927
38000,1341,0.5615,12127.9,675
39000,1449,0.5362,11992.4,660
40000,1707,0.5847,16033.1,728
41000,2146,0.5405,22816.5,738
42000,2432,0.5432,23035.8,760
43000,2637,0.5719,28369.3,815
44000,2879,0.5203,28797.0,797
45000,2946,0.5051,30176.8,776
46000,2977,0.5425,31023.2,753
47000,3115,0.5108,30869.9,741
48000,3086,0.5146,24718.3,655
49000,2837,0.6232,22318.2,749
50000,2568,0.6207,23252.3,832
51000,2192,0.6022,18195.1,783
52000,1671,0.7092,13723.3,847
53000,1547,0.7052,10622.1,927
54000,1103,0.7561,8830.7,1106
55000,871,0.7176,7328.5,1006
56000,866,0.5820,7495.3,766
57000,1087,0.6118,9331.0,717
58000,1353,0.6016,12651.3,771
59000,1722,0.5772,16784.0,756
60000,1940,0.5820,18051.3,761
61000,2331,0.5526,20128.2,709
62000,2967,0.5248,24451.0,681
63000,3209,0.5488,26868.6,785
64000,3451,0.5239,28197.9,713
65000,3665,0.4873,30220.7,647
66000,3838,0.5146,31845.8,688
67000,5049,0.4722,21749.5,383
68000,4871,0.4841,20480.0,357
69000,3987,0.5510,20380.7,421
70000,3268,0.5557,18103.5,466
71000,3078,0.5497,14977.6,440
72000,2088,0.5934,10595.4,493
73000,1497,0.6232,9128.7,632
74000,1119,0.5987,9119.6,777
75000,983,0.5849,9350.1,799
