step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1264.2493,755.69,88.00,1.83,266,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1302.5625,677.07,644.03,0.93,369,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,1.2465,0.37,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1649.9615,757.38,95.54,15.06,424,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,955.0351,367.49,498.83,14.14,252,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,3.3244,1.52,7.80,29.42,1,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1290.1395,566.25,63.05,26.41,458,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,1062.7240,390.21,635.55,23.27,400,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.9337,1.44,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,1086.1600,441.74,88.10,33.46,330,27.92,10.260,5.138,0.3251,219.603,0.00,0.0000
1000,-30,1,3254,1630.2242,644.99,1520.38,29.60,606,27.20,10.103,5.560,0.4805,310.830,0.00,0.0000
1000,-30,2,599,274.9355,88.25,844.86,34.76,82,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,505.1700,198.71,41.40,55.87,81,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1327.0747,540.54,1071.11,30.03,267,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,2146.4546,800.87,11057.22,33.07,764,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,408.1613,178.90,24.35,65.26,31,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,1157.3563,490.21,921.13,35.06,132,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,2469.7620,898.53,15832.21,34.84,909,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1824,378.5853,169.52,31.11,72.11,11,38.85,17.518,2.984,0.2175,429.498,0.00,0.0000
1000,0,1,1740,964.1468,443.09,841.90,40.70,33,38.58,17.318,3.014,0.3685,748.874,0.00,0.0000
1000,0,2,4803,3050.0233,1160.32,15255.46,38.05,928,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3014,866.0419,365.71,51.71,74.60,55,37.73,16.756,3.207,0.2426,419.276,0.00,0.0000
1000,10,1,2709,1727.9776,769.71,1338.71,44.81,137,37.15,16.386,3.346,0.4104,699.023,0.00,0.0000
1000,10,2,3722,2578.4049,1074.25,9754.18,22.85,774,32.18,13.944,5.047,0.6875,819.885,0.00,0.0000
1000,20,0,3994,828.0273,355.48,62.10,62.26,143,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,2117.6388,833.28,1560.84,36.39,381,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,859.8081,335.76,2055.87,8.26,231,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
1000,30,0,6744,1564.1814,740.95,85.08,37.43,396,26.43,9.892,6.055,0.2481,156.504,0.00,0.0000
1000,30,1,2310,1707.6338,724.51,1004.21,42.41,470,29.31,11.117,4.844,0.5376,357.032,0.00,0.0000
1000,30,2,220,154.7642,44.17,242.93,71.00,45,26.62,9.556,5.569,0.7052,335.901,0.00,0.0000
1000,40,0,6695,1212.6125,555.49,63.82,28.38,294,19.87,6.114,7.799,0.2641,86.650,0.00,0.0000
1000,40,1,1252,791.2734,275.31,492.05,49.77,224,23.75,7.459,5.916,0.6896,224.322,0.00,0.0000
1000,40,2,223,163.3033,35.67,262.08,65.79,61,23.86,7.756,6.108,0.8089,275.454,0.00,0.0000
1000,50,0,5138,399.6929,287.93,13.83,19.39,30,11.20,2.312,10.936,0.1882,26.657,0.00,0.0000
1000,50,1,567,303.4476,113.41,138.70,53.69,57,17.61,4.010,7.475,0.8436,135.741,0.00,0.0000
1000,50,2,11,7.9989,2.89,13.68,35.34,2,19.14,4.263,6.382,0.9458,172.595,0.00,0.0000
1000,60,0,3853,73.8747,72.81,0.77,11.91,1,2.35,0.233,15.057,0.1138,5.121,0.00,0.0000
1000,60,1,2,2.1201,2.19,0.32,20.07,0,9.32,0.587,10.123,0.9626,63.711,0.00,0.0000
1000,70,0,4656,5.0079,6.10,0.16,8.42,0,-5.43,0.001,20.728,0.0813,0.899,0.00,0.0000
1000,80,0,3564,0.0209,0.41,0.06,4.84,0,-11.91,0.000,26.913,0.0684,0.200,0.00,0.0000
2000,-60,0,5295,80.2020,395.59,89.88,-15.57,11,-8.97,0.000,24.032,0.5271,9.971,0.00,0.0000
2000,-60,1,2437,48.0656,300.95,609.45,-19.23,16,-11.27,0.000,26.300,0.9589,11.700,0.00,0.0000
2000,-60,2,2,0.2902,0.40,2.43,-6.37,0,0.29,0.000,15.175,0.9955,29.038,0.00,0.0000
2000,-50,0,7119,377.9928,544.39,95.63,-9.01,89,1.00,0.124,15.923,0.4167,21.527,0.00,0.0000
2000,-50,1,1575,197.3734,228.97,487.35,-2.32,29,0.59,0.108,16.275,0.7846,34.525,0.00,0.0000
2000,-50,2,4,0.6001,0.00,6.64,-2.40,1,5.28,0.039,11.713,0.9537,43.806,0.00,0.0000
2000,-40,0,6341,514.1188,501.06,62.57,2.53,167,12.02,2.270,10.121,0.3732,56.161,0.00,0.0000
2000,-40,1,1738,269.6169,176.68,633.48,8.43,72,10.81,2.025,10.923,0.6895,84.957,0.00,0.0000
2000,-40,2,2,0.4957,0.00,2.36,-7.22,1,13.35,1.702,8.058,0.6994,123.154,0.00,0.0000
2000,-30,0,4325,597.7183,446.59,87.74,12.53,241,20.48,6.084,7.177,0.3975,130.421,0.00,0.0000
