step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,7,1166,10.1,0.0,0.0,0.1,10.0,0.0,1.00,12.4,74,491,29.14,0.36,354,316,496,0.0,1.00,1.00,1.00,3.53,2.05,7.82,34.2
5000,2,400,9.0,0.1,0.0,0.0,8.9,0.0,1.03,14.2,27,485,27.77,0.27,66,245,89,0.0,1.02,1.04,1.03,3.06,3.40,5.79,32.9
5000,1,279,7.5,0.0,0.0,0.0,7.5,0.0,1.00,17.3,35,532,28.42,0.41,156,93,30,0.0,1.00,1.00,1.00,2.59,2.16,5.18,24.4
6000,7,1188,9.7,0.0,0.0,0.0,9.7,0.0,1.00,12.5,62,508,29.74,0.38,369,317,502,0.0,1.00,1.00,1.00,3.39,1.98,7.83,33.9
6000,2,498,9.1,0.0,0.0,0.0,9.0,0.0,1.01,14.2,28,527,29.91,0.33,127,277,94,0.0,1.00,1.01,1.01,3.00,3.14,5.88,30.8
6000,1,215,7.8,0.0,0.0,0.0,7.8,0.0,1.02,16.6,34,580,30.95,0.41,125,65,25,0.0,1.01,1.02,1.02,2.73,2.23,5.47,24.3
7000,7,1171,9.6,0.0,0.0,0.1,9.5,0.0,1.00,12.6,69,510,29.33,0.37,352,347,472,0.0,1.00,1.00,1.00,3.38,1.97,7.81,34.2
7000,2,573,8.8,0.0,0.0,0.1,8.8,0.0,1.00,14.6,32,583,32.74,0.33,165,264,144,0.0,1.00,1.00,1.00,3.03,3.18,5.66,30.9
7000,1,133,7.5,0.0,0.0,0.0,7.5,0.0,1.00,16.3,20,509,27.23,0.39,70,54,9,0.0,1.00,1.00,1.00,2.65,1.96,5.86,23.9
8000,7,1148,9.4,0.0,0.0,0.1,9.3,0.0,1.01,12.7,70,510,29.16,0.35,344,332,472,0.0,1.01,1.01,1.01,3.30,1.90,7.81,34.2
8000,2,705,8.4,0.0,0.0,0.0,8.3,0.0,1.01,15.3,33,574,31.54,0.30,216,311,178,0.0,1.01,1.01,1.01,2.89,3.17,5.31,30.6
8000,1,100,7.3,0.0,0.0,0.0,7.3,0.0,1.00,16.4,16,541,28.40,0.38,67,26,7,0.0,1.00,1.00,1.00,2.57,1.98,5.83,19.7
9000,7,1081,9.0,0.0,0.0,0.0,9.0,0.0,1.00,13.0,61,507,28.74,0.35,344,322,415,0.0,1.00,1.00,1.00,3.19,1.74,7.79,33.3
9000,2,843,7.9,0.1,0.0,0.0,7.8,0.0,1.02,16.3,34,637,34.10,0.31,266,340,237,0.0,1.01,1.02,1.02,2.71,3.10,4.85,31.5
