step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,1526,7.8,0.0,0.0,0.0,7.8,0.0,1.00,17.3,48,312,17.26,0.31,223,595,708,0.0,1.00,1.00,1.00,2.84,1.85,6.13,39.4
5000,3,151,6.1,0.0,0.0,0.0,6.1,0.0,1.00,19.8,6,359,18.72,0.26,77,68,6,0.0,1.00,1.00,1.00,2.34,3.03,3.06,24.7
6000,1,1409,7.9,0.1,0.0,0.1,7.8,0.0,1.02,17.0,47,327,18.03,0.33,177,551,681,0.0,1.02,1.01,1.02,2.86,1.89,6.37,40.2
6000,3,315,6.4,0.0,0.0,0.0,6.3,0.0,1.00,19.6,15,374,19.52,0.28,150,142,23,0.0,1.00,1.00,1.00,2.38,3.14,3.09,26.2
7000,1,1183,7.8,0.0,0.0,0.0,7.8,0.0,1.01,16.7,34,344,18.94,0.33,112,410,661,0.0,1.01,1.01,1.01,2.91,1.85,6.58,42.1
7000,3,527,6.2,0.0,0.0,0.0,6.2,0.0,1.00,19.8,18,410,21.22,0.29,208,276,43,0.0,1.00,1.00,1.00,2.24,3.06,3.07,27.7
8000,1,1728,7.4,0.0,0.0,0.0,7.3,0.0,1.01,17.6,56,392,21.04,0.33,334,697,697,0.0,1.01,1.01,1.01,2.73,2.35,5.32,37.6
9000,1,955,8.7,0.0,0.0,0.1,8.5,0.0,1.01,15.1,38,336,18.95,0.32,86,292,577,0.0,1.01,1.01,1.02,3.06,1.87,7.18,42.7
10000,1,1709,7.5,0.0,0.0,0.0,7.5,0.0,1.00,17.0,59,418,22.53,0.32,316,683,710,0.0,1.00,1.00,1.01,2.72,2.40,5.31,37.7
11000,1,850,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.5,28,347,20.25,0.31,73,231,546,0.0,1.00,1.00,1.00,3.10,1.68,7.83,43.6
12000,1,1707,7.7,0.0,0.0,0.0,7.6,0.0,1.00,16.1,54,419,22.54,0.28,350,662,695,0.0,1.00,1.00,1.00,2.75,2.16,5.84,37.4
13000,1,1025,8.6,0.0,0.0,0.0,8.6,0.0,1.00,13.5,31,342,19.71,0.29,105,340,580,0.0,1.00,1.00,1.01,3.07,1.47,7.92,41.9
14000,1,1092,8.7,0.0,0.0,0.1,8.7,0.0,1.00,13.4,35,344,19.67,0.28,128,381,583,0.0,1.00,1.00,1.00,3.03,1.44,7.94,41.1
15000,1,1145,8.4,0.0,0.0,0.0,8.3,0.0,1.00,13.6,29,344,19.55,0.27,139,420,586,0.0,1.00,1.00,1.00,2.99,1.31,7.95,40.8
16000,1,1130,8.2,0.0,0.0,0.0,8.2,0.0,1.00,13.8,25,351,19.74,0.28,154,406,570,0.0,1.00,1.00,1.00,2.92,1.21,7.96,40.3
17000,1,1138,8.2,0.0,0.0,0.0,8.1,0.0,1.01,13.9,22,357,19.96,0.27,171,399,568,0.0,1.00,1.01,1.01,2.93,1.13,7.95,39.8
17000,6,591,6.1,0.1,0.0,0.0,6.0,0.0,1.03,19.9,18,589,29.59,0.37,157,277,157,0.0,1.01,1.04,1.03,2.32,3.03,3.01,33.8
18000,1,1037,8.2,0.1,0.0,0.0,8.1,0.0,1.02,13.9,22,348,19.51,0.28,147,366,524,0.0,1.02,1.02,1.03,2.94,1.11,7.96,40.3
