step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,2099,1.364,0.039,10.49,50473,48249,633,0,1596,4,1017454.8,10994.0,0.000,0.324,0.000,0.676,398,7.70,1.78,0.02,0.27,0.00,0.20,0.06,0.66,7.62,1.49,0.00,0.00,0.000,0.004,135,0.440,0.228,0.769,0.000,0.002,5687,2884,3,0.713,0.002,0.023,337925,0.064,0.061,0.000,104.93,18426,0,2748.498,0.000,0.000,356844,1.01,15.25,0.000,0.000,0.000,7,7,9,44,16163,0.062,0.00,0.0064,0.061,710,0.052,0.000,0.093,0.000,2.89,2.02,6.61,0.00,0.000,1.00,1.01,1.01,0.052,0.00240,58.66,1.2371,15.14,135862.4,139737.7,0.252,0.1371,104.799,572.351,0.995,0.456,52.0,52.399
120000,2123,1.383,0.040,10.70,50965,48637,753,0,1551,6,1016976.6,11078.5,0.000,0.308,0.000,0.691,429,7.56,1.36,0.01,0.21,0.00,0.02,0.04,0.35,7.51,1.26,0.00,0.00,0.000,0.001,126,0.516,0.199,0.799,0.000,0.002,5205,2675,3,0.829,0.000,0.025,443962,0.057,0.067,0.000,105.27,19692,0,1846.409,0.000,0.000,302963,1.01,15.42,0.000,0.000,0.000,7,7,9,21,16050,0.061,0.00,0.0064,0.065,700,0.046,0.000,0.088,0.000,2.90,2.00,6.48,0.00,0.000,1.00,1.01,1.01,0.046,0.00227,58.32,1.2555,18.54,135773.6,139737.7,0.247,0.1470,105.113,571.325,0.994,0.456,52.5,52.557
130000,2148,1.350,0.037,10.81,51288,48953,758,0,1552,0,1015488.0,11144.3,0.000,0.300,0.000,0.700,423,7.54,1.61,0.02,0.44,0.00,0.09,0.06,0.60,7.45,1.31,0.00,0.00,0.000,0.009,111,0.580,0.203,0.794,0.000,0.002,4905,2436,3,0.948,0.000,0.028,464013,0.057,0.056,0.000,105.48,20397,0,11144.276,0.000,0.000,271963,1.01,15.53,0.000,0.000,0.000,7,7,9,35,16196,0.062,0.00,0.0063,0.062,723,0.042,0.000,0.084,0.000,2.84,1.99,6.35,0.00,0.000,1.00,1.01,1.01,0.042,0.00219,58.12,1.2666,11.26,135855.1,139737.6,0.243,0.1525,105.337,571.822,0.995,0.456,52.8,52.668
140000,2131,1.374,0.039,10.75,51724,49272,780,0,1689,8,1015924.9,11333.2,0.000,0.296,0.000,0.704,418,7.55,1.75,0.05,0.89,0.00,0.06,0.05,0.46,7.44,1.27,0.00,0.00,0.000,0.004,100,0.610,0.200,0.796,0.000,0.004,4937,2265,2,0.982,0.005,0.023,507973,0.056,0.059,0.000,105.78,21141,0,1416.650,0.000,0.000,245176,1.02,15.54,0.000,0.000,0.000,7,7,9,33,16081,0.061,0.00,0.0064,0.061,716,0.038,0.000,0.083,0.000,2.85,1.99,6.28,0.00,0.000,1.00,1.02,1.02,0.038,0.00219,57.82,1.2932,14.58,135801.7,139737.6,0.241,0.1590,105.612,571.690,0.995,0.457,52.5,52.806
150000,2129,1.361,0.038,10.66,51614,49313,793,0,1510,1,1015721.9,11205.7,0.000,0.298,0.000,0.702,398,7.52,1.51,0.04,0.61,0.00,0.00,0.05,0.59,7.43,1.13,0.00,0.00,0.000,0.000,103,0.642,0.191,0.806,0.000,0.003,4781,2157,2,0.967,0.032,0.023,508729,0.056,0.060,0.000,105.83,20870,0,11205.678,0.000,0.000,244201,1.02,15.53,0.000,0.000,0.000,7,7,9,37,16018,0.061,0.00,0.0064,0.066,717,0.038,0.000,0.083,0.000,2.85,1.99,6.26,0.00,0.000,1.01,1.01,1.03,0.038,0.00221,57.77,1.2738,12.71,135835.4,139737.5,0.237,0.1529,105.684,572.328,0.995,0.457,52.5,52.842
160000,2147,1.398,0.038,10.63,51506,49099,771,0,1618,1,1016904.0,11292.9,0.000,0.303,0.000,0.697,423,7.51,1.49,0.03,0.52,0.00,0.00,0.03,0.41,7.45,1.24,0.00,0.00,0.000,0.000,86,0.604,0.211,0.785,0.000,0.004,4802,2039,1,1.000,0.000,0.017,505437,0.058,0.062,0.000,105.88,20949,0,11292.924,0.000,0.000,249753,1.01,15.52,0.000,0.000,0.000,7,7,8,31,16123,0.062,0.00,0.0064,0.069,711,0.038,0.000,0.083,0.000,2.83,1.98,6.27,0.00,0.000,1.00,1.01,1.02,0.038,0.00223,57.72,1.2866,15.97,135739.4,139737.4,0.240,0.1565,105.713,572.929,0.995,0.457,52.8,52.856
170000,2149,1.333,0.038,10.51,51781,49361,778,0,1640,1,1016668.2,11329.1,0.000,0.302,0.000,0.698,414,7.54,1.73,0.03,0.57,0.00,0.06,0.04,0.27,7.47,1.55,0.00,0.00,0.000,0.004,105,0.642,0.211,0.786,0.000,0.002,4609,1810,1,0.998,0.002,0.022,445136,0.061,0.061,0.000,105.87,20758,0,11329.081,0.000,0.000,239943,1.01,15.57,0.000,0.000,0.000,7,7,9,34,16201,0.062,0.00,0.0063,0.058,716,0.037,0.000,0.082,0.000,2.80,1.99,6.24,0.00,0.000,1.01,1.01,1.02,0.037,0.00222,57.72,1.2895,19.93,135877.2,139737.4,0.243,0.1557,105.732,572.826,0.994,0.457,53.1,52.866
180000,2121,1.397,0.038,10.40,51637,49233,798,0,1634,0,1017120.4,11346.4,0.000,0.304,0.000,0.696,405,7.51,1.55,0.03,0.52,0.00,0.04,0.05,0.49,7.43,1.36,0.00,0.00,0.000,0.006,105,0.638,0.181,0.815,0.000,0.004,4658,1843,1,1.000,0.000,0.023,479174,0.060,0.059,0.000,105.89,20570,0,11346.424,0.000,0.000,239123,1.01,15.61,0.000,0.000,0.000,7,7,9,33,15933,0.061,0.00,0.0065,0.065,699,0.036,0.000,0.083,0.000,2.86,1.98,6.23,0.00,0.000,1.01,1.01,1.03,0.036,0.00226,57.72,1.2916,12.08,135775.8,139737.3,0.238,0.1573,105.718,572.970,0.995,0.457,52.0,52.859
190000,2173,1.331,0.038,10.28,52150,49546,808,0,1744,2,1018169.1,11549.0,0.000,0.306,0.000,0.694,424,7.47,1.60,0.02,0.34,0.00,0.00,0.05,0.40,7.40,1.42,0.00,0.00,0.000,0.000,100,0.660,0.194,0.798,0.000,0.008,4828,2135,1,0.999,0.001,0.026,536986,0.057,0.063,0.000,105.91,20542,0,5774.524,0.000,0.000,241284,1.01,15.69,0.000,0.000,0.000,7,7,8,33,16239,0.062,0.00,0.0063,0.067,724,0.036,0.000,0.084,0.000,2.79,1.98,6.19,0.00,0.000,1.00,1.01,1.02,0.036,0.00221,57.69,1.3178,15.99,135846.6,139737.2,0.239,0.1620,105.754,573.448,0.995,0.457,53.2,52.877
200000,2144,1.359,0.038,10.25,51967,49633,734,0,1629,0,1018525.4,11223.1,0.000,0.305,0.000,0.695,405,7.46,1.85,0.02,0.47,0.00,0.00,0.05,0.41,7.39,1.62,0.00,0.00,0.000,0.000,103,0.716,0.203,0.795,0.000,0.002,4764,2126,1,0.990,0.010,0.029,495703,0.059,0.059,0.000,105.93,20045,0,11223.119,0.000,0.000,232159,1.01,15.72,0.000,0.000,0.000,7,7,8,34,16000,0.061,0.00,0.0064,0.060,719,0.035,0.000,0.084,0.000,2.83,1.99,6.16,0.00,0.000,1.00,1.01,1.01,0.035,0.00223,57.67,1.2779,15.20,135828.0,139737.1,0.238,0.1551,105.774,573.550,0.994,0.457,52.8,52.887
210000,2162,1.350,0.036,10.28,52068,49498,790,0,1762,0,1019531.2,11462.1,0.000,0.308,0.000,0.691,408,7.37,1.50,0.01,0.25,0.00,0.00,0.05,0.42,7.31,1.24,0.00,0.00,0.000,0.000,89,0.698,0.204,0.796,0.000,0.000,4694,2121,2,1.000,0.000,0.024,556619,0.059,0.058,0.000,105.92,20135,0,11462.123,0.000,0.000,233877,1.00,15.68,0.000,0.000,0.000,7,7,8,36,15943,0.061,0.00,0.0064,0.068,716,0.035,0.000,0.083,0.000,2.81,1.98,6.19,0.00,0.000,1.00,1.00,1.01,0.035,0.00223,57.68,1.3080,11.49,135853.0,139737.0,0.239,0.1616,105.763,573.313,0.995,0.457,52.9,52.881
220000,2162,1.359,0.038,10.16,52348,49831,794,0,1723,2,1019517.9,11504.9,0.000,0.310,0.000,0.690,424,7.36,1.49,0.01,0.37,0.01,0.26,0.04,0.33,7.30,1.22,0.00,0.00,0.000,0.022,93,0.747,0.206,0.790,0.000,0.004,4818,2191,1,0.947,0.053,0.019,586300,0.058,0.064,0.000,105.94,20507,0,5752.466,0.000,0.000,239238,1.00,15.78,0.000,0.000,0.000,7,7,8,36,15908,0.061,0.00,0.0065,0.068,711,0.036,0.000,0.084,0.000,2.80,1.99,6.13,0.00,0.000,1.00,1.00,1.00,0.036,0.00224,57.66,1.3126,17.98,135807.2,139736.9,0.241,0.1609,105.775,573.354,0.994,0.457,53.0,52.887
230000,2129,1.354,0.039,10.26,51782,49313,831,0,1671,1,1019882.8,11406.0,0.000,0.311,0.000,0.688,410,7.43,1.58,0.03,0.38,0.00,0.06,0.04,0.33,7.37,1.43,0.00,0.00,0.000,0.006,109,0.681,0.203,0.795,0.000,0.002,4605,1912,1,1.000,0.000,0.023,513052,0.060,0.062,0.000,105.96,20266,0,11405.959,0.000,0.000,232122,1.01,15.68,0.000,0.000,0.000,7,7,8,34,15827,0.060,0.00,0.0065,0.063,699,0.034,0.000,0.083,0.000,2.80,2.00,6.18,0.00,0.000,1.00,1.01,1.02,0.034,0.00229,57.63,1.2992,15.38,135852.2,139736.8,0.242,0.1584,105.810,573.847,0.993,0.457,52.4,52.905
240000,2156,1.376,0.037,10.29,51506,49007,813,0,1659,1,1020219.5,11352.9,0.000,0.315,0.000,0.685,417,7.48,1.66,0.04,0.86,0.00,0.12,0.06,0.51,7.38,1.41,0.00,0.00,0.000,0.008,101,0.654,0.205,0.790,0.000,0.005,4609,1857,1,1.000,0.000,0.026,474242,0.060,0.059,0.000,105.98,20042,0,11352.945,0.000,0.000,239250,1.02,15.56,0.000,0.000,0.000,7,7,8,40,16130,0.062,0.00,0.0064,0.065,720,0.035,0.000,0.083,0.000,2.85,1.99,6.24,0.00,0.000,1.01,1.01,1.04,0.035,0.00229,57.62,1.2932,18.73,135788.6,139736.8,0.241,0.1571,105.813,573.788,0.994,0.457,53.1,52.907
250000,2123,1.376,0.038,10.30,51138,48741,831,0,1599,1,1019704.1,11310.5,0.000,0.314,0.000,0.686,393,7.54,1.72,0.04,0.45,0.00,0.07,0.04,0.33,7.46,1.52,0.00,0.00,0.000,0.005,113,0.619,0.192,0.803,0.000,0.005,4686,1821,1,1.000,0.000,0.020,431448,0.062,0.055,0.000,105.92,19732,0,11310.482,0.000,0.000,232466,1.01,15.54,0.000,0.000,0.000,7,7,8,32,16004,0.061,0.00,0.0064,0.063,717,0.034,0.000,0.082,0.000,2.83,2.00,6.25,0.00,0.000,1.01,1.01,1.03,0.034,0.00233,57.69,1.2858,12.85,135828.9,139736.7,0.235,0.1549,105.769,573.423,0.994,0.457,52.5,52.885
260000,2110,1.384,0.038,10.37,50825,48389,905,0,1544,5,1020029.5,11254.6,0.000,0.316,0.000,0.684,424,7.55,1.77,0.02,0.33,0.01,0.15,0.06,0.59,7.47,1.51,0.00,0.00,0.000,0.008,100,0.619,0.204,0.794,0.000,0.002,4663,1832,1,1.000,0.000,0.025,434666,0.060,0.060,0.000,105.93,19526,0,2250.915,0.000,0.000,235899,1.01,15.48,0.000,0.000,0.000,7,7,8,33,15935,0.061,0.00,0.0065,0.065,706,0.035,0.000,0.082,0.000,2.84,2.02,6.27,0.00,0.000,1.00,1.00,1.01,0.035,0.00235,57.67,1.2799,19.30,135817.4,139736.6,0.239,0.1534,105.780,573.485,0.995,0.457,52.3,52.890
270000,2150,1.372,0.036,10.45,50431,48011,864,0,1516,9,1019394.1,11071.0,0.000,0.317,0.000,0.683,424,7.55,1.66,0.03,0.46,0.00,0.04,0.06,0.56,7.45,1.31,0.00,0.00,0.000,0.004,112,0.592,0.203,0.793,0.000,0.004,4631,1917,1,1.000,0.000,0.022,440224,0.060,0.055,0.000,105.91,18678,0,1230.111,0.000,0.000,234473,1.01,15.48,0.000,0.000,0.000,7,7,8,36,16225,0.062,0.00,0.0064,0.073,714,0.034,0.000,0.081,0.000,2.80,2.01,6.27,0.00,0.000,1.01,1.01,1.02,0.034,0.00232,57.69,1.2586,9.14,135818.9,139736.6,0.241,0.1522,105.757,573.348,0.995,0.457,53.0,52.878
280000,2156,1.373,0.036,10.51,49817,47366,943,0,1502,6,1019569.0,11000.9,0.000,0.319,0.000,0.681,425,7.57,1.47,0.04,0.64,0.00,0.06,0.05,0.49,7.48,1.31,0.00,0.00,0.000,0.005,105,0.566,0.200,0.796,0.000,0.004,4458,1804,1,1.000,0.000,0.019,380212,0.062,0.054,0.000,105.88,18541,0,1833.477,0.000,0.000,232311,1.01,15.45,0.000,0.000,0.000,7,7,8,21,16313,0.062,0.00,0.0063,0.058,716,0.034,0.000,0.080,0.000,2.85,2.01,6.29,0.00,0.000,1.01,1.01,1.02,0.034,0.00233,57.72,1.2542,10.55,135810.7,139736.5,0.239,0.1536,105.724,573.386,0.995,0.457,53.3,52.862
290000,2153,1.356,0.035,10.67,49437,46762,956,0,1722,12,1020986.1,11083.5,0.000,0.323,0.000,0.677,419,7.45,1.47,0.02,0.36,0.01,0.29,0.03,0.28,7.39,1.28,0.00,0.00,0.000,0.011,98,0.593,0.198,0.798,0.000,0.004,4563,1712,1,1.000,0.000,0.014,339651,0.066,0.055,0.000,105.93,19064,0,923.623,0.000,0.000,226440,1.01,15.59,0.000,0.000,0.000,7,7,8,31,16044,0.061,0.00,0.0064,0.070,704,0.033,0.000,0.079,0.000,2.83,2.00,6.22,0.00,0.000,1.01,1.01,1.01,0.033,0.00236,57.68,1.2714,15.62,135866.5,139736.5,0.236,0.1623,105.772,573.884,0.996,0.457,53.1,52.886
300000,2101,1.392,0.038,10.66,48696,46040,1062,0,1646,4,1021041.2,10987.7,0.000,0.328,0.000,0.672,428,7.46,1.34,0.02,0.33,0.00,0.17,0.03,0.39,7.41,1.20,0.00,0.00,0.000,0.006,89,0.587,0.190,0.804,0.000,0.006,4272,1714,2,0.947,0.049,0.012,311838,0.066,0.061,0.000,105.89,19176,0,2746.923,0.000,0.000,222496,1.01,15.63,0.000,0.000,0.000,7,7,8,28,15676,0.060,0.00,0.0066,0.062,699,0.032,0.000,0.078,0.000,2.84,2.00,6.20,0.00,0.000,1.01,1.01,1.01,0.032,0.00245,57.72,1.2642,17.37,135822.2,139736.5,0.233,0.1648,105.720,573.272,0.995,0.457,51.9,52.860
310000,2113,1.394,0.036,10.73,48258,45475,1043,0,1728,9,1022775.2,10884.1,0.000,0.330,0.000,0.670,421,7.39,1.60,0.03,0.82,0.00,0.11,0.02,0.19,7.33,1.25,0.00,0.00,0.000,0.011,84,0.678,0.188,0.808,0.000,0.004,4203,1696,2,0.971,0.004,0.013,286836,0.068,0.058,0.000,105.91,19617,0,1209.347,0.000,0.000,216185,1.01,15.74,0.000,0.000,0.000,7,7,8,50,15609,0.060,0.00,0.0066,0.066,700,0.030,0.000,0.076,0.000,2.82,2.00,6.14,0.00,0.000,1.01,1.01,1.02,0.030,0.00244,57.70,1.2576,18.53,135828.6,139736.4,0.230,0.1688,105.738,573.450,0.992,0.457,52.0,52.869
320000,2136,1.361,0.036,10.71,48112,45191,1075,0,1823,15,1023489.6,10945.9,0.000,0.335,0.000,0.665,450,7.50,1.86,0.02,0.42,0.01,0.26,0.05,0.82,7.43,1.27,0.00,0.00,0.000,0.007,83,0.617,0.192,0.806,0.000,0.002,4230,1682,2,0.960,0.000,0.010,276748,0.069,0.056,0.000,105.96,19405,0,729.724,0.000,0.000,220445,1.01,15.66,0.000,0.000,0.000,7,7,8,49,16017,0.061,0.00,0.0065,0.071,703,0.030,0.000,0.077,0.000,2.83,2.00,6.18,0.00,0.000,1.00,1.01,1.01,0.030,0.00244,57.64,1.2692,13.90,135867.1,139736.4,0.234,0.1749,105.791,573.039,0.995,0.457,52.9,52.895
330000,2121,1.377,0.037,10.72,48048,45283,1074,0,1706,7,1022841.7,10836.2,0.000,0.333,0.000,0.667,438,7.41,1.30,0.02,0.43,0.00,0.05,0.02,0.20,7.36,1.19,0.00,0.00,0.000,0.007,89,0.634,0.188,0.808,0.000,0.004,4126,1531,2,0.984,0.001,0.014,290559,0.067,0.059,0.000,105.90,19360,0,1548.026,0.000,0.000,220485,1.01,15.71,0.000,0.000,0.000,7,7,8,26,15707,0.060,0.00,0.0065,0.074,688,0.031,0.000,0.076,0.000,2.83,2.00,6.17,0.00,0.000,1.01,1.01,1.01,0.031,0.00245,57.71,1.2534,16.75,135844.5,139736.3,0.235,0.1692,105.727,573.185,0.993,0.457,52.2,52.864
340000,2140,1.346,0.036,10.74,48050,45183,1069,0,1779,17,1023712.2,10866.7,0.000,0.337,0.000,0.663,416,7.43,1.67,0.02,0.45,0.01,0.17,0.03,0.43,7.38,1.27,0.00,0.00,0.000,0.005,99,0.659,0.190,0.807,0.000,0.003,4148,1545,2,0.979,0.000,0.012,251941,0.068,0.058,0.000,105.91,19460,0,639.217,0.000,0.000,217809,1.01,15.73,0.000,0.000,0.000,7,7,8,48,15904,0.061,0.00,0.0065,0.063,707,0.030,0.000,0.077,0.000,2.82,2.01,6.15,0.00,0.001,1.00,1.01,1.01,0.030,0.00245,57.69,1.2595,18.15,135888.9,139736.2,0.236,0.1725,105.744,573.116,0.995,0.457,52.7,52.872
350000,2121,1.372,0.036,10.74,47910,45024,1105,0,1800,15,1024377.6,10881.8,0.000,0.339,0.000,0.661,427,7.43,1.39,0.03,0.40,0.00,0.02,0.03,0.38,7.37,1.25,0.00,0.00,0.000,0.003,86,0.668,0.195,0.801,0.000,0.004,4194,1530,2,0.979,0.008,0.012,238191,0.070,0.057,0.000,105.97,19867,0,725.456,0.000,0.000,220032,1.01,15.75,0.000,0.000,0.000,7,7,8,35,15761,0.060,0.00,0.0065,0.070,719,0.030,0.000,0.076,0.000,2.84,2.00,6.14,0.00,0.000,1.01,1.01,1.02,0.030,0.00248,57.64,1.2647,16.79,135862.3,139736.1,0.229,0.1764,105.793,573.672,0.995,0.457,52.4,52.896
