step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
130000,1813,1.371,0.052,7.65,36080,33011,812,1,2259,17,848630.4,9019.3,0.005,0.438,0.142,0.416,578,6.22,1.56,0.02,0.46,0.01,0.18,0.01,0.35,6.18,1.32,0.00,0.00,0.001,0.024,47,0.526,0.237,0.760,0.000,0.003,5562,3651,2,0.760,0.000,0.001,9609,0.222,0.055,0.000,85.00,10979,458,530.548,0.000,0.000,340089,1.01,19.57,0.000,0.001,0.000,6,6,7,44,11273,0.043,0.00,0.0076,0.090,806,0.043,0.000,0.120,0.000,2.47,1.80,4.81,0.00,0.000,1.01,1.01,1.01,0.043,0.00260,41.96,1.0506,9.75,2072.9,140227.1,36.885,0.1488,84.841,172.885,0.584,0.000,134595.1,84.847
140000,1784,1.338,0.051,8.14,36612,33661,743,1,2236,29,846870.5,8853.8,0.004,0.437,0.126,0.432,587,6.15,1.65,0.04,1.12,0.01,0.17,0.00,0.12,6.10,0.89,0.00,0.00,0.000,0.010,48,0.627,0.232,0.766,0.000,0.002,5466,3436,2,0.823,0.000,0.001,9369,0.207,0.056,0.000,84.98,11859,403,305.304,0.000,0.000,325785,1.01,19.77,0.000,0.000,0.000,6,6,6,59,10967,0.042,0.00,0.0078,0.092,784,0.041,0.000,0.124,0.000,2.45,1.85,4.58,0.00,0.001,1.01,1.01,1.01,0.041,0.00264,42.10,1.0312,15.79,2245.3,140227.0,36.767,0.1456,84.842,176.048,0.589,0.000,134540.1,84.847
150000,1823,1.304,0.048,9.02,38580,35168,712,0,2661,23,844581.6,9157.7,0.002,0.436,0.066,0.496,543,6.21,1.86,0.02,0.47,0.01,0.18,0.00,0.05,6.18,1.60,0.00,0.00,0.000,0.010,57,0.766,0.238,0.761,0.000,0.001,4911,3184,2,0.940,0.000,0.001,7391,0.164,0.058,0.000,84.99,13906,0,398.161,0.000,0.001,267822,1.01,19.80,0.000,0.001,0.000,6,6,7,36,11316,0.043,0.00,0.0075,0.100,786,0.034,0.000,0.132,0.000,2.47,1.97,4.26,0.00,0.001,1.00,1.01,1.01,0.034,0.00259,42.20,1.0762,18.62,2450.6,140226.9,36.653,0.1606,84.832,189.559,0.603,0.000,134388.5,84.847
160000,1818,1.332,0.049,9.46,40822,37291,726,1,2809,37,843200.4,9703.3,0.000,0.427,0.008,0.565,607,6.27,1.63,0.02,0.56,0.02,0.38,0.00,0.19,6.22,1.44,0.00,0.00,0.002,0.030,64,0.815,0.225,0.772,0.000,0.003,4389,2863,1,0.997,0.003,0.001,7921,0.136,0.061,0.000,85.02,14944,777,262.251,0.000,0.000,191364,1.01,19.82,0.000,0.001,0.000,6,6,7,35,11399,0.043,0.00,0.0075,0.090,787,0.025,0.000,0.134,0.000,2.50,2.07,4.04,0.00,0.000,1.01,1.01,1.02,0.025,0.00259,42.02,1.1490,23.25,2551.3,140226.8,36.805,0.1790,84.830,202.344,0.605,0.000,134215.0,84.847
170000,1810,1.319,0.047,9.68,42306,38777,637,0,2900,16,843615.4,10264.3,0.000,0.419,0.000,0.580,581,6.30,2.20,0.03,0.66,0.00,0.13,0.00,0.00,6.26,1.97,0.00,0.00,0.000,0.008,54,0.812,0.221,0.776,0.000,0.003,4059,2371,1,1.000,0.000,0.000,9480,0.148,0.058,0.000,85.03,16415,0,641.520,0.000,0.000,167576,1.01,19.86,0.000,0.000,0.000,6,6,7,53,11402,0.043,0.00,0.0074,0.091,795,0.022,0.000,0.132,0.000,2.47,2.06,4.02,0.00,0.000,1.01,1.01,1.01,0.022,0.00258,42.08,1.2164,17.37,2583.4,140226.7,36.724,0.1907,84.851,204.585,0.602,0.000,134251.6,84.847
180000,1823,1.297,0.048,9.80,42378,39036,642,2,2685,46,842834.8,10182.2,0.000,0.412,0.000,0.588,572,6.29,2.14,0.02,0.53,0.00,0.07,0.00,0.05,6.27,1.94,0.00,0.00,0.000,0.005,45,0.832,0.221,0.776,0.000,0.003,3969,2148,1,1.000,0.000,0.001,9090,0.130,0.060,0.000,85.03,16609,1104,221.352,0.000,0.000,148143,1.01,19.86,0.001,0.000,0.000,6,6,7,64,11475,0.044,0.00,0.0074,0.092,782,0.020,0.000,0.130,0.000,2.46,2.07,4.01,0.00,0.000,1.01,1.01,1.01,0.020,0.00253,42.21,1.2013,17.41,2632.0,140226.5,36.601,0.1836,84.844,206.961,0.606,0.000,134217.5,84.847
190000,1790,1.338,0.049,9.82,42487,38985,688,0,2847,18,843367.9,10422.3,0.000,0.414,0.000,0.586,584,6.29,2.09,0.02,0.46,0.01,0.33,0.00,0.00,6.25,1.79,0.00,0.00,0.001,0.017,46,0.809,0.206,0.789,0.000,0.006,3788,1888,1,1.000,0.000,0.000,10700,0.122,0.059,0.000,85.05,17163,0,579.018,0.000,0.000,146170,1.01,19.88,0.001,0.000,0.000,6,6,7,64,11256,0.043,0.00,0.0075,0.094,755,0.019,0.000,0.130,0.000,2.50,2.06,4.02,0.00,0.001,1.01,1.01,1.01,0.020,0.00259,42.22,1.2385,18.80,2582.4,140226.4,36.572,0.1963,84.848,206.192,0.607,0.000,134223.8,84.847
200000,1800,1.311,0.047,9.82,42272,39028,633,1,2600,43,843494.1,10171.0,0.000,0.412,0.000,0.588,529,6.30,2.04,0.02,0.45,0.02,0.62,0.00,0.12,6.26,1.73,0.00,0.02,0.001,0.028,52,0.818,0.206,0.790,0.000,0.004,3814,1688,1,1.000,0.000,0.001,11031,0.116,0.060,0.000,85.03,17313,721,236.535,0.000,0.001,146895,1.01,19.85,0.000,0.001,0.001,6,6,7,50,11348,0.043,0.00,0.0075,0.090,773,0.020,0.000,0.128,0.000,2.49,2.08,4.01,0.00,0.001,1.01,1.01,1.01,0.020,0.00257,42.21,1.2012,17.20,2617.4,140226.3,36.602,0.1846,84.849,205.917,0.602,0.000,134244.8,84.847
210000,1796,1.304,0.048,9.84,42250,38835,685,1,2733,45,843165.9,10278.3,0.000,0.408,0.000,0.592,573,6.20,1.75,0.01,0.20,0.01,0.15,0.00,0.00,6.18,1.63,0.00,0.00,0.000,0.009,48,0.824,0.209,0.788,0.000,0.003,3703,1641,1,1.000,0.000,0.000,9440,0.135,0.060,0.000,85.04,16859,551,228.406,0.000,0.000,141142,1.00,19.95,0.000,0.000,0.000,6,6,7,39,11134,0.042,0.00,0.0076,0.092,768,0.019,0.000,0.124,0.000,2.49,2.07,3.98,0.00,0.001,1.00,1.00,1.00,0.019,0.00254,42.33,1.2192,17.79,2602.1,140226.1,36.474,0.1919,84.850,207.646,0.607,0.000,134267.9,84.847
220000,1754,1.327,0.051,9.83,42281,38893,691,2,2737,49,843545.3,10417.7,0.000,0.411,0.000,0.589,581,6.28,1.94,0.03,0.48,0.02,0.53,0.00,0.00,6.23,1.63,0.00,0.00,0.001,0.025,57,0.816,0.197,0.799,0.000,0.004,3578,1588,1,0.989,0.011,0.000,8864,0.147,0.059,0.000,85.04,16902,141,212.606,0.000,0.000,145080,1.01,19.86,0.000,0.001,0.000,6,6,7,46,11022,0.042,0.00,0.0077,0.095,778,0.019,0.000,0.122,0.000,2.48,2.08,4.01,0.00,0.000,1.01,1.01,1.02,0.020,0.00262,42.31,1.2377,18.99,2606.3,140226.0,36.486,0.1964,84.845,207.725,0.605,0.000,134242.3,84.847
230000,1793,1.286,0.047,9.71,42356,38950,678,1,2688,48,844113.9,10362.9,0.000,0.410,0.000,0.590,558,6.26,1.61,0.01,0.19,0.01,0.23,0.00,0.09,6.24,1.49,0.00,0.02,0.000,0.011,55,0.801,0.203,0.794,0.000,0.003,3646,1532,2,0.974,0.003,0.001,12824,0.117,0.056,0.000,85.04,17166,398,215.894,0.000,0.000,143152,1.00,19.86,0.000,0.001,0.001,6,6,7,32,11224,0.043,0.00,0.0075,0.099,771,0.019,0.000,0.121,0.000,2.50,2.08,4.01,0.00,0.001,1.00,1.00,1.00,0.019,0.00256,42.37,1.2320,10.70,2647.5,140225.8,36.428,0.1971,84.851,208.413,0.601,0.000,134276.9,84.847
240000,1790,1.305,0.051,9.66,42883,39348,730,0,2808,25,843462.5,10485.5,0.000,0.407,0.000,0.593,538,6.36,2.77,0.02,0.35,0.01,0.42,0.00,0.05,6.32,2.46,0.00,0.12,0.000,0.008,55,0.834,0.193,0.804,0.000,0.002,3603,1519,2,0.973,0.025,0.001,11750,0.129,0.072,0.000,85.05,17378,0,419.422,0.000,0.000,140700,1.01,19.80,0.000,0.000,0.001,6,6,7,62,11379,0.043,0.00,0.0075,0.087,750,0.019,0.000,0.118,0.000,2.51,2.10,4.03,0.00,0.001,1.01,1.01,1.01,0.019,0.00256,42.45,1.2570,26.69,2675.7,140225.8,36.336,0.2069,84.836,208.706,0.604,0.000,134159.7,84.847
250000,1802,1.290,0.051,9.40,43092,39413,750,0,2917,27,843279.6,10405.1,0.000,0.408,0.000,0.592,553,6.31,1.77,0.02,0.45,0.02,0.65,0.00,0.07,6.27,1.65,0.00,0.00,0.001,0.029,62,0.785,0.200,0.793,0.000,0.007,3493,1275,2,0.987,0.000,0.001,8610,0.123,0.083,0.000,85.04,17358,0,385.375,0.000,0.001,143324,1.01,19.76,0.000,0.000,0.000,6,6,7,36,11374,0.043,0.00,0.0075,0.094,759,0.019,0.000,0.118,0.000,2.56,2.28,4.02,0.00,0.000,1.01,1.01,1.01,0.019,0.00254,42.71,1.2463,23.51,2818.8,140225.7,36.091,0.2062,84.833,215.790,0.615,0.000,134018.8,84.847
260000,1782,1.313,0.051,9.22,43988,40475,678,0,2855,7,842131.2,10480.8,0.000,0.414,0.000,0.586,555,6.57,3.17,0.02,0.41,0.02,0.55,0.00,0.14,6.53,2.86,0.00,0.00,0.001,0.024,70,0.636,0.173,0.823,0.000,0.003,3855,1731,2,0.982,0.003,0.001,7372,0.124,0.098,0.000,85.02,16775,0,1497.259,0.000,0.000,173575,1.01,19.34,0.001,0.000,0.000,6,6,7,64,11708,0.045,0.00,0.0072,0.082,750,0.023,0.000,0.115,0.000,2.75,3.33,4.03,0.00,0.001,1.01,1.01,1.00,0.023,0.00262,44.13,1.2581,24.28,3233.3,140225.6,34.696,0.2096,84.803,240.435,0.643,0.000,133575.3,84.847
270000,1775,1.325,0.049,9.39,44073,40626,600,0,2854,8,840684.9,10818.1,0.000,0.430,0.000,0.569,513,6.79,3.09,0.04,0.76,0.02,0.31,0.01,0.34,6.72,2.77,0.00,0.00,0.001,0.015,64,0.466,0.197,0.801,0.000,0.002,4371,2638,2,0.517,0.465,0.002,4846,0.162,0.093,0.000,85.00,15395,0,1352.266,0.000,0.001,240818,1.01,18.89,0.000,0.000,0.000,6,6,7,56,12044,0.046,0.00,0.0070,0.099,736,0.031,0.000,0.115,0.000,2.95,4.57,4.04,0.00,0.001,1.01,1.01,1.01,0.031,0.00277,46.79,1.2885,20.73,3775.0,140225.7,32.051,0.2068,84.796,285.684,0.670,0.000,133057.9,84.847
280000,1717,1.337,0.046,9.57,44018,40695,608,0,2773,8,839106.8,11426.9,0.000,0.453,0.000,0.547,477,6.89,2.33,0.03,0.56,0.01,0.26,0.00,0.00,6.86,1.95,0.00,0.00,0.000,0.005,48,0.575,0.185,0.811,0.000,0.003,5445,3748,2,0.677,0.000,0.000,6227,0.157,0.063,0.000,85.00,13902,0,1428.358,0.000,0.001,307490,1.01,18.52,0.000,0.001,0.000,6,7,7,47,11838,0.045,0.00,0.0071,0.084,689,0.039,0.000,0.123,0.000,3.13,5.82,4.02,0.00,0.001,1.01,1.01,1.01,0.039,0.00304,49.13,1.3466,15.97,4264.9,140225.7,29.703,0.2041,84.809,321.463,0.695,0.000,132671.4,84.847
290000,1727,1.345,0.044,9.79,43291,40365,505,0,2411,4,837609.3,11610.3,0.000,0.479,0.000,0.521,494,7.16,2.43,0.06,0.94,0.02,0.35,0.01,0.34,7.07,2.02,0.00,0.00,0.001,0.020,62,0.724,0.201,0.796,0.000,0.003,6435,5308,2,0.884,0.000,0.001,11103,0.115,0.055,0.000,84.95,11857,0,2902.578,0.000,0.001,380874,1.02,18.03,0.000,0.000,0.000,6,7,8,55,12360,0.047,0.00,0.0069,0.086,700,0.046,0.000,0.129,0.001,3.32,6.98,4.03,0.00,0.000,1.02,1.02,1.02,0.046,0.00322,51.66,1.3494,20.11,5068.6,140225.7,27.222,0.1876,84.768,360.309,0.724,0.000,131874.1,84.847
300000,1718,1.353,0.042,9.89,41865,39164,540,0,2170,2,836972.4,11606.8,0.000,0.504,0.000,0.495,475,7.25,2.98,0.09,1.41,0.01,0.29,0.00,0.00,7.14,2.01,0.00,0.00,0.001,0.012,56,0.810,0.201,0.797,0.000,0.002,6940,6282,2,0.947,0.024,0.000,5901,0.197,0.051,0.000,84.99,10932,0,5803.388,0.000,0.000,427401,1.02,17.93,0.000,0.000,0.000,7,7,7,62,12449,0.047,0.00,0.0068,0.092,682,0.049,0.000,0.128,0.001,3.36,7.36,4.03,0.00,0.001,1.01,1.03,1.02,0.049,0.00342,52.99,1.3402,13.85,5439.7,140225.6,25.857,0.1799,84.812,386.294,0.726,0.000,131522.0,84.847
310000,1701,1.354,0.044,9.90,41542,38976,533,0,2050,2,836988.3,11595.0,0.000,0.512,0.000,0.487,474,7.20,2.29,0.06,0.97,0.00,0.13,0.00,0.00,7.13,1.96,0.00,0.00,0.000,0.007,56,0.806,0.188,0.808,0.000,0.004,7001,6645,2,0.972,0.000,0.000,6614,0.208,0.057,0.000,84.99,10671,0,5797.496,0.000,0.001,442750,1.02,17.87,0.000,0.000,0.000,7,7,8,58,12246,0.047,0.00,0.0069,0.092,678,0.050,0.000,0.131,0.001,3.40,7.47,4.03,0.00,0.001,1.02,1.02,1.02,0.050,0.00351,53.57,1.3349,15.29,5747.4,140225.7,25.282,0.1750,84.816,402.289,0.737,0.000,131208.1,84.847
320000,1727,1.322,0.042,9.92,42196,39623,507,0,2040,2,837095.2,11737.9,0.000,0.510,0.000,0.489,473,7.11,2.60,0.04,0.59,0.01,0.28,0.00,0.00,7.06,2.37,0.00,0.00,0.001,0.011,60,0.808,0.191,0.804,0.000,0.005,7271,6848,1,1.000,0.000,0.000,6151,0.204,0.055,0.000,85.01,11649,0,5868.948,0.000,0.000,450845,1.01,18.00,0.000,0.000,0.000,6,7,7,61,12283,0.047,0.00,0.0069,0.095,680,0.051,0.000,0.133,0.001,3.39,7.61,4.02,0.00,0.001,1.01,1.01,1.01,0.051,0.00343,53.82,1.3506,22.05,5848.1,140225.7,25.011,0.1759,84.842,408.658,0.736,0.000,131157.3,84.847
330000,1702,1.318,0.042,9.89,41991,39400,564,0,2052,4,837318.7,11876.3,0.000,0.508,0.000,0.492,463,7.07,2.45,0.03,0.55,0.01,0.28,0.02,0.72,6.99,1.95,0.00,0.00,0.000,0.008,48,0.795,0.196,0.804,0.000,0.001,7326,6966,1,1.000,0.000,0.001,7126,0.207,0.052,0.000,85.03,12209,0,2969.083,0.000,0.000,452499,1.01,18.02,0.000,0.000,0.000,6,7,7,57,12025,0.046,0.00,0.0070,0.087,678,0.052,0.000,0.132,0.001,3.39,7.60,4.02,0.00,0.002,1.01,1.01,1.01,0.052,0.00345,53.85,1.3637,12.68,5787.6,140225.8,24.964,0.1767,84.857,408.245,0.730,0.000,131258.8,84.847
340000,1721,1.322,0.042,9.85,41880,39273,512,0,2076,7,837198.4,11608.6,0.000,0.506,0.000,0.494,482,7.19,2.80,0.06,1.13,0.00,0.06,0.01,0.55,7.12,2.25,0.00,0.00,0.000,0.003,59,0.784,0.204,0.793,0.000,0.003,7236,6637,1,1.000,0.000,0.001,6321,0.232,0.051,0.000,85.01,12214,0,1658.371,0.000,0.001,452945,1.02,17.90,0.000,0.000,0.000,6,7,8,52,12381,0.047,0.00,0.0068,0.078,680,0.052,0.000,0.131,0.001,3.39,7.69,4.02,0.00,0.000,1.01,1.02,1.02,0.052,0.00338,53.88,1.3338,11.04,5924.5,140225.9,24.956,0.1729,84.830,409.693,0.734,0.000,131088.8,84.847
350000,1680,1.358,0.045,9.90,41562,39047,523,0,2033,4,837267.4,11598.9,0.000,0.512,0.000,0.487,474,7.08,2.25,0.04,0.78,0.01,0.29,0.00,0.00,7.03,1.92,0.00,0.00,0.000,0.008,53,0.765,0.197,0.798,0.000,0.005,7246,6413,1,1.000,0.000,0.000,6149,0.208,0.056,0.000,85.03,12953,0,2899.732,0.000,0.000,458043,1.02,17.97,0.000,0.000,0.000,6,7,8,47,11890,0.045,0.00,0.0071,0.084,670,0.052,0.000,0.128,0.001,3.33,7.66,4.02,0.00,0.001,1.01,1.02,1.02,0.052,0.00350,53.84,1.3351,19.74,5869.5,140226.3,24.977,0.1740,84.849,409.650,0.734,0.000,131109.0,84.847
