step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,2127,1.334,0.073,2.05,82916,80124,5,0,2836,2,1013833.3,18088.2,0.002,0.432,0.006,0.560,472,6.24,2.10,0.00,0.00,0.00,0.15,0.02,0.58,6.22,1.86,0.00,0.00,0.000,0.022,23,0.912,0.211,0.783,0.000,0.006,31836,31836,1,1.000,0.000,0.002,33675,0.266,0.086,0.000,100.43,7046,0,9044.086,0.000,0.000,2029793,1.00,17.70,0.000,0.000,0.000,6,6,6,64,13270,0.051,0.00,0.0077,0.058,679,0.210,0.000,0.228,0.002,3.16,2.02,7.95,0.00,0.000,1.00,1.00,1.00,0.210,0.00215,60.58,2.0578,20.82,135826.5,140227.4,2.837,0.2475,100.186,63.873,0.904,0.397,98.8,100.187
120000,2105,1.361,0.070,2.62,80934,78396,8,0,2552,1,1012303.9,18188.9,0.002,0.447,0.009,0.542,457,6.93,3.62,0.02,0.89,0.02,0.57,0.08,1.92,6.81,2.68,0.00,0.00,0.000,0.010,32,0.585,0.232,0.761,0.000,0.007,29832,29832,1,1.000,0.000,0.003,54696,0.238,0.082,0.000,100.86,7925,0,18188.912,0.000,0.000,2149733,1.00,16.62,0.001,0.000,0.000,6,7,7,64,14588,0.056,0.00,0.0071,0.051,686,0.216,0.000,0.218,0.002,3.20,2.05,7.97,0.00,0.000,1.00,1.01,1.01,0.216,0.00232,60.27,2.0618,21.11,135819.7,140227.4,2.706,0.2414,100.622,65.274,0.902,0.397,101.7,100.622
130000,2057,1.406,0.067,2.93,75021,73203,15,0,1851,7,1012685.6,17879.0,0.001,0.493,0.017,0.489,507,7.20,3.61,0.02,1.01,0.02,0.58,0.08,1.77,7.07,2.79,0.00,0.00,0.001,0.028,37,0.863,0.224,0.769,0.000,0.008,24238,24238,1,1.000,0.000,0.005,94713,0.215,0.077,0.000,101.78,8841,0,2554.146,0.000,0.001,2510588,1.01,16.06,0.002,0.000,0.000,6,7,7,64,14811,0.056,0.00,0.0070,0.056,666,0.231,0.000,0.186,0.001,3.22,2.06,7.97,0.00,0.000,1.00,1.01,1.01,0.231,0.00273,59.34,2.0055,20.19,135841.1,140227.4,2.725,0.2169,101.564,62.595,0.886,0.397,100.8,101.564
140000,2103,1.414,0.067,2.93,74329,72521,16,0,1746,3,1013524.0,17952.8,0.000,0.500,0.018,0.482,493,7.14,3.19,0.04,1.17,0.02,0.51,0.08,2.03,7.00,2.01,0.00,0.00,0.001,0.032,34,0.882,0.244,0.748,0.000,0.007,23357,23356,1,1.000,0.000,0.003,100384,0.213,0.082,0.000,101.90,9239,0,5984.270,0.000,0.000,2552123,1.01,16.10,0.002,0.000,0.000,7,7,7,64,15009,0.057,0.00,0.0069,0.051,678,0.232,0.000,0.182,0.002,3.22,2.04,7.96,0.00,0.000,1.01,1.01,1.01,0.232,0.00271,59.17,2.0099,27.52,135753.2,140227.3,2.773,0.2132,101.680,61.318,0.891,0.397,102.6,101.680
150000,2051,1.399,0.071,2.96,73686,72031,25,0,1682,1,1013850.4,17775.3,0.000,0.498,0.018,0.484,487,7.20,3.50,0.00,0.03,0.01,0.44,0.11,2.02,7.08,2.37,0.00,0.00,0.000,0.008,33,0.872,0.233,0.763,0.000,0.004,22925,22925,1,1.000,0.000,0.006,99502,0.213,0.083,0.000,101.91,8945,0,17775.311,0.000,0.000,2534516,1.00,16.06,0.001,0.000,0.000,6,7,7,64,14772,0.056,0.00,0.0070,0.057,661,0.231,0.000,0.180,0.002,3.23,2.06,7.97,0.00,0.000,1.00,1.00,1.00,0.231,0.00278,59.21,1.9869,24.69,135795.9,140227.3,2.720,0.2090,101.705,61.615,0.894,0.397,100.4,101.705
160000,2115,1.378,0.068,2.92,73943,72229,18,0,1632,7,1014178.5,17624.0,0.000,0.501,0.018,0.481,484,7.13,2.88,0.01,0.55,0.01,0.30,0.09,1.64,7.02,1.82,0.00,0.00,0.000,0.010,31,0.860,0.245,0.750,0.000,0.005,23368,23368,1,1.000,0.000,0.005,97074,0.216,0.079,0.000,101.93,9032,0,2517.714,0.000,0.000,2567221,1.00,16.06,0.000,0.000,0.000,6,7,7,64,15087,0.058,0.00,0.0068,0.052,709,0.233,0.000,0.181,0.002,3.19,2.04,7.98,0.00,0.000,1.00,1.00,1.00,0.233,0.00270,59.18,1.9704,17.27,135802.2,140227.3,2.723,0.2081,101.727,62.320,0.905,0.397,103.2,101.727
170000,2078,1.395,0.066,2.91,74186,72553,15,0,1655,3,1014027.8,17510.0,0.000,0.499,0.017,0.483,473,7.14,2.75,0.00,0.09,0.00,0.00,0.07,1.65,7.07,2.40,0.00,0.00,0.000,0.000,37,0.860,0.244,0.750,0.000,0.006,23411,23411,1,1.000,0.000,0.003,92445,0.213,0.078,0.000,101.89,9080,0,5836.677,0.000,0.000,2565089,1.00,16.04,0.001,0.000,0.000,6,7,7,64,14831,0.057,0.00,0.0069,0.052,674,0.234,0.000,0.184,0.001,3.20,2.04,7.95,0.00,0.000,1.00,1.00,1.00,0.234,0.00273,59.20,1.9588,18.67,135842.6,140227.4,2.747,0.2070,101.691,61.520,0.899,0.397,101.3,101.691
180000,2103,1.389,0.065,2.91,73842,72289,8,0,1520,5,1013748.5,17436.8,0.000,0.498,0.017,0.485,497,7.15,3.36,0.00,0.02,0.00,0.00,0.13,2.53,7.02,2.27,0.00,0.00,0.000,0.000,30,0.875,0.246,0.748,0.000,0.006,23143,23142,1,1.000,0.000,0.004,91954,0.207,0.075,0.000,101.89,9003,0,3487.361,0.000,0.000,2545258,1.00,16.09,0.003,0.000,0.000,6,7,7,64,15030,0.057,0.00,0.0069,0.049,689,0.233,0.000,0.183,0.001,3.22,2.04,7.97,0.00,0.000,1.00,1.00,1.00,0.233,0.00271,59.15,1.9446,21.18,135834.3,140227.4,2.793,0.2001,101.693,61.199,0.899,0.397,103.0,101.693
190000,2075,1.383,0.067,2.94,74068,72477,12,0,1607,20,1014017.6,17452.0,0.000,0.497,0.017,0.485,486,7.17,2.68,0.00,0.00,0.05,1.06,0.08,1.78,7.04,1.97,0.00,0.00,0.002,0.039,36,0.900,0.226,0.768,0.000,0.006,23434,23434,1,1.000,0.000,0.004,89502,0.193,0.079,0.000,101.92,8806,0,872.601,0.000,0.000,2550455,1.00,15.97,0.001,0.000,0.000,7,7,7,64,14882,0.057,0.00,0.0069,0.059,681,0.233,0.000,0.183,0.002,3.21,2.05,7.97,0.00,0.000,1.00,1.00,1.00,0.233,0.00273,59.15,1.9519,22.70,135857.3,140227.4,2.772,0.2059,101.717,61.062,0.894,0.397,101.4,101.717
200000,2063,1.422,0.070,2.95,72816,71253,29,0,1546,6,1013598.6,17021.4,0.000,0.494,0.018,0.488,466,7.16,2.92,0.00,0.00,0.01,0.33,0.07,1.84,7.08,2.39,0.00,0.00,0.001,0.031,37,0.888,0.239,0.755,0.000,0.005,22447,22447,1,1.000,0.000,0.002,87322,0.187,0.082,0.000,101.92,8250,0,2836.900,0.000,0.001,2494871,1.00,16.01,0.001,0.000,0.000,7,7,7,64,14780,0.056,0.00,0.0069,0.055,667,0.230,0.000,0.181,0.002,3.18,2.04,7.94,0.00,0.000,1.00,1.00,1.00,0.230,0.00275,59.18,1.9010,22.19,135750.6,140227.4,2.738,0.1985,101.713,61.466,0.885,0.397,101.3,101.713
210000,2079,1.392,0.068,2.97,73254,71616,19,0,1603,2,1013591.8,17165.9,0.000,0.497,0.018,0.485,486,7.26,3.42,0.04,1.20,0.02,0.61,0.06,1.63,7.14,2.69,0.00,0.00,0.001,0.027,32,0.938,0.240,0.754,0.000,0.007,22613,22613,1,1.000,0.000,0.004,79166,0.190,0.079,0.000,101.95,8286,0,8582.946,0.000,0.000,2526309,1.01,15.91,0.002,0.000,0.000,7,7,7,64,15090,0.058,0.00,0.0068,0.053,680,0.231,0.000,0.181,0.002,3.21,2.05,7.97,0.00,0.000,1.00,1.01,1.01,0.231,0.00274,59.16,1.9181,22.51,135818.2,140227.4,2.735,0.2010,101.752,61.385,0.897,0.397,102.0,101.752
220000,2078,1.388,0.069,2.95,73745,72209,16,0,1521,7,1014499.4,17454.5,0.000,0.501,0.018,0.481,488,7.16,2.76,0.00,0.00,0.00,0.06,0.09,2.03,7.07,1.81,0.00,0.00,0.000,0.005,33,0.911,0.244,0.754,0.000,0.002,22802,22802,1,1.000,0.000,0.004,80197,0.194,0.080,0.000,102.05,8219,0,2493.504,0.000,0.000,2586628,1.00,15.99,0.001,0.000,0.000,7,7,7,64,14885,0.057,0.00,0.0069,0.047,663,0.234,0.000,0.181,0.001,3.19,2.04,7.96,0.00,0.000,1.00,1.00,1.00,0.234,0.00276,59.10,1.9474,18.98,135813.8,140227.5,2.699,0.2018,101.843,62.004,0.892,0.397,102.2,101.843
230000,2048,1.398,0.069,2.96,73295,71764,13,0,1548,6,1013745.9,17444.3,0.000,0.501,0.018,0.481,476,7.13,2.28,0.00,0.07,0.01,0.29,0.11,2.13,7.02,0.95,0.00,0.00,0.000,0.011,27,0.916,0.232,0.764,0.000,0.004,22647,22647,1,1.000,0.000,0.005,80304,0.190,0.081,0.000,102.00,8454,0,2907.377,0.000,0.000,2560899,1.00,15.98,0.000,0.000,0.000,7,7,7,62,14611,0.056,0.00,0.0071,0.056,668,0.233,0.000,0.180,0.001,3.22,2.04,7.97,0.00,0.000,1.00,1.00,1.00,0.233,0.00281,59.08,1.9475,18.62,135846.4,140227.4,2.758,0.2026,101.800,61.161,0.891,0.397,100.2,101.800
240000,2081,1.382,0.066,2.99,72704,71119,9,0,1543,3,1014094.3,17139.1,0.000,0.498,0.018,0.484,473,7.18,3.02,0.00,0.09,0.02,0.42,0.05,1.53,7.11,2.43,0.00,0.00,0.001,0.027,36,0.917,0.236,0.760,0.000,0.004,22324,22324,1,1.000,0.000,0.002,76672,0.207,0.075,0.000,101.99,8875,0,5713.020,0.000,0.000,2522486,1.00,16.01,0.001,0.000,0.000,7,7,7,64,14933,0.057,0.00,0.0069,0.060,684,0.230,0.000,0.179,0.001,3.21,2.05,7.95,0.00,0.000,1.00,1.00,1.00,0.230,0.00274,59.17,1.9136,18.42,135877.8,140227.4,2.679,0.1992,101.791,61.673,0.909,0.397,101.8,101.791
250000,2070,1.383,0.069,2.95,73712,72112,22,0,1589,4,1014132.4,17337.1,0.000,0.500,0.019,0.481,477,7.20,3.16,0.01,0.40,0.00,0.13,0.12,1.90,7.07,2.44,0.00,0.00,0.000,0.008,33,0.907,0.234,0.758,0.000,0.007,23000,22999,1,1.000,0.000,0.007,77837,0.201,0.080,0.000,101.99,8746,0,4334.269,0.000,0.000,2576548,1.00,15.98,0.002,0.000,0.000,7,7,7,64,14906,0.057,0.00,0.0069,0.063,674,0.234,0.000,0.181,0.001,3.23,2.05,7.98,0.00,0.000,1.00,1.00,1.00,0.234,0.00276,59.12,1.9367,24.86,135837.6,140227.5,2.732,0.2018,101.782,62.102,0.900,0.397,101.2,101.782
260000,2083,1.386,0.067,2.96,72772,71185,27,0,1547,4,1013700.9,16997.5,0.000,0.498,0.018,0.484,473,7.11,2.36,0.01,0.59,0.00,0.18,0.07,1.61,7.03,1.74,0.00,0.00,0.001,0.022,34,0.907,0.242,0.754,0.000,0.004,22287,22287,1,1.000,0.000,0.004,75949,0.199,0.075,0.000,101.97,8834,0,4249.387,0.000,0.000,2537167,1.00,16.03,0.001,0.000,0.000,7,7,7,64,14814,0.057,0.00,0.0069,0.050,664,0.232,0.000,0.179,0.001,3.20,2.05,7.95,0.00,0.000,1.00,1.00,1.00,0.232,0.00274,59.15,1.8961,13.79,135846.3,140227.5,2.725,0.1970,101.769,61.451,0.893,0.397,101.9,101.769
270000,2087,1.410,0.066,2.96,72730,71279,25,0,1422,3,1013504.1,16782.4,0.000,0.495,0.018,0.487,478,7.28,3.69,0.04,1.21,0.01,0.49,0.09,1.91,7.13,2.56,0.00,0.00,0.001,0.023,36,0.912,0.259,0.735,0.000,0.006,22066,22066,1,1.000,0.000,0.004,77024,0.211,0.078,0.000,101.96,8705,0,5594.120,0.000,0.001,2496053,1.01,15.95,0.003,0.000,0.000,7,7,7,64,15188,0.058,0.00,0.0068,0.060,668,0.230,0.000,0.180,0.001,3.21,2.05,7.95,0.00,0.000,1.00,1.01,1.01,0.230,0.00272,59.16,1.8707,22.71,135802.9,140227.6,2.719,0.1912,101.762,61.308,0.892,0.397,102.7,101.762
280000,2093,1.394,0.067,2.97,72757,71266,12,0,1473,2,1014005.6,16850.9,0.000,0.496,0.018,0.486,467,7.10,2.00,0.00,0.00,0.00,0.15,0.04,1.30,7.05,1.28,0.00,0.00,0.000,0.005,25,0.916,0.239,0.755,0.000,0.005,22498,22498,1,1.000,0.000,0.002,79147,0.206,0.078,0.000,101.99,8727,0,8425.475,0.000,0.000,2527336,1.00,16.00,0.000,0.000,0.000,7,7,7,64,14856,0.057,0.00,0.0069,0.054,671,0.232,0.000,0.180,0.001,3.21,2.03,7.96,0.00,0.000,1.00,1.00,1.00,0.232,0.00272,59.13,1.8776,17.57,135816.9,140227.6,2.719,0.1925,101.803,61.382,0.905,0.397,101.8,101.803
290000,2072,1.390,0.066,2.96,73145,71614,20,0,1532,1,1013852.9,17079.4,0.000,0.497,0.018,0.485,480,7.26,3.48,0.00,0.00,0.00,0.13,0.10,2.11,7.15,2.88,0.00,0.00,0.000,0.005,34,0.912,0.242,0.753,0.000,0.005,22654,22653,1,1.000,0.000,0.005,72419,0.203,0.077,0.000,101.99,8832,0,17079.355,0.000,0.000,2532020,1.00,15.94,0.002,0.000,0.000,7,7,7,64,15048,0.057,0.00,0.0068,0.045,677,0.232,0.000,0.180,0.002,3.23,2.05,7.97,0.00,0.000,1.00,1.00,1.00,0.232,0.00275,59.14,1.9084,14.44,135866.9,140227.6,2.716,0.2003,101.790,61.656,0.896,0.397,101.7,101.790
300000,2055,1.393,0.068,2.95,72724,71251,13,0,1477,1,1013383.6,16900.4,0.000,0.496,0.018,0.486,481,7.09,2.69,0.01,0.44,0.00,0.06,0.02,0.75,7.05,2.41,0.00,0.00,0.000,0.008,23,0.918,0.235,0.761,0.000,0.005,22362,22362,1,1.000,0.000,0.001,73370,0.205,0.079,0.000,101.93,8520,0,16900.443,0.000,0.000,2512772,1.00,16.08,0.001,0.000,0.000,7,7,7,64,14574,0.056,0.00,0.0070,0.051,675,0.231,0.000,0.181,0.002,3.21,2.03,7.97,0.00,0.000,1.00,1.00,1.00,0.231,0.00277,59.15,1.8856,25.51,135863.9,140227.6,2.767,0.1940,101.733,61.375,0.894,0.397,100.6,101.733
310000,2052,1.408,0.069,2.98,73269,71834,16,0,1422,3,1013906.4,17121.0,0.000,0.500,0.018,0.483,486,7.34,4.09,0.00,0.07,0.01,0.30,0.20,3.10,7.13,2.73,0.00,0.00,0.000,0.005,36,0.940,0.242,0.749,0.000,0.010,22536,22536,1,1.000,0.000,0.005,81335,0.199,0.080,0.000,102.00,8534,0,5706.998,0.000,0.000,2559344,1.00,15.94,0.003,0.000,0.000,7,7,7,64,15053,0.057,0.00,0.0069,0.056,666,0.233,0.000,0.180,0.002,3.20,2.05,7.94,0.00,0.000,1.00,1.00,1.00,0.233,0.00279,59.09,1.9078,20.57,135805.0,140227.7,2.745,0.1957,101.801,61.300,0.886,0.397,101.4,101.801
320000,2083,1.395,0.069,2.97,72741,71265,10,0,1435,3,1013898.4,16862.7,0.000,0.496,0.018,0.486,491,7.23,3.65,0.01,0.48,0.00,0.00,0.14,2.61,7.08,2.25,0.00,0.00,0.000,0.000,33,0.924,0.243,0.754,0.000,0.003,22309,22309,1,1.000,0.000,0.004,73827,0.216,0.082,0.000,101.98,8686,0,5620.885,0.000,0.000,2523005,1.00,16.00,0.003,0.000,0.000,7,7,7,64,15054,0.057,0.00,0.0069,0.062,672,0.231,0.000,0.180,0.002,3.20,2.04,7.94,0.00,0.000,1.00,1.00,1.00,0.231,0.00273,59.13,1.8801,25.81,135792.3,140227.8,2.730,0.1929,101.790,61.536,0.903,0.397,102.7,101.789
330000,2093,1.385,0.067,2.95,73306,71714,11,0,1571,1,1014118.4,17154.8,0.000,0.497,0.018,0.485,484,7.27,3.56,0.02,0.90,0.00,0.15,0.04,0.98,7.21,3.06,0.00,0.00,0.000,0.004,34,0.903,0.244,0.752,0.000,0.004,22751,22751,1,1.000,0.000,0.005,77115,0.203,0.080,0.000,102.01,8860,0,17154.758,0.000,0.001,2547450,1.00,15.95,0.002,0.000,0.000,7,7,7,64,15224,0.058,0.00,0.0067,0.043,687,0.233,0.000,0.181,0.002,3.20,2.06,7.96,0.00,0.000,1.00,1.01,1.01,0.233,0.00272,59.09,1.9160,31.06,135830.1,140228.0,2.738,0.1995,101.814,61.671,0.897,0.397,102.8,101.814
340000,2073,1.375,0.068,2.97,73724,72171,10,0,1563,10,1014348.4,17351.2,0.000,0.499,0.018,0.483,499,7.22,3.52,0.03,1.10,0.00,0.10,0.14,2.31,7.04,2.04,0.00,0.00,0.000,0.003,35,0.894,0.241,0.754,0.000,0.005,22941,22941,1,1.000,0.000,0.005,77516,0.211,0.078,0.000,102.04,9277,0,1735.118,0.000,0.000,2557136,1.01,16.01,0.002,0.000,0.000,7,7,7,64,14968,0.057,0.00,0.0069,0.056,694,0.233,0.000,0.180,0.002,3.19,2.04,7.95,0.00,0.000,1.01,1.01,1.01,0.233,0.00276,59.09,1.9362,22.93,135866.8,140228.1,2.716,0.2013,101.837,61.796,0.909,0.397,101.9,101.837
350000,2053,1.406,0.069,2.96,73082,71463,13,0,1626,0,1014303.0,17151.1,0.000,0.499,0.018,0.483,473,7.27,3.82,0.03,0.97,0.00,0.18,0.06,1.62,7.18,3.29,0.00,0.00,0.000,0.007,33,0.910,0.235,0.758,0.000,0.006,22751,22751,1,1.000,0.000,0.002,72919,0.222,0.082,0.000,102.02,9347,0,17151.082,0.000,0.000,2554302,1.01,15.97,0.003,0.000,0.000,7,7,7,64,14929,0.057,0.00,0.0069,0.049,666,0.233,0.000,0.180,0.002,3.20,2.04,7.94,0.00,0.000,1.01,1.01,1.01,0.233,0.00279,59.11,1.9168,25.62,135813.4,140228.1,2.712,0.2009,101.817,61.500,0.895,0.397,100.9,101.817
