step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,2138,8.2,0.0,0.0,0.1,8.1,0.0,1.01,17.8,64,367,20.29,0.41,705,695,738,0.0,1.00,1.01,1.01,2.80,2.03,5.65,33.5
6000,1,2164,8.0,0.0,0.0,0.1,7.9,0.0,1.01,17.9,69,357,19.67,0.36,726,692,746,0.0,1.00,1.01,1.01,2.77,2.03,5.71,33.3
7000,1,2177,7.9,0.0,0.0,0.1,7.8,0.0,1.01,17.8,55,350,19.16,0.39,737,695,745,0.0,1.01,1.01,1.01,2.80,2.02,5.82,33.1
8000,1,2122,7.9,0.0,0.0,0.1,7.8,0.0,1.00,17.7,52,362,19.71,0.38,710,699,713,0.0,1.00,1.00,1.00,2.87,2.02,6.07,33.3
9000,1,2084,8.0,0.0,0.0,0.0,7.9,0.0,1.00,17.1,44,358,19.55,0.39,695,688,701,0.0,1.00,1.00,1.01,3.04,2.03,6.60,33.2
10000,1,2093,8.0,0.0,0.0,0.0,7.9,0.0,1.01,16.9,47,338,18.57,0.38,677,696,720,0.0,1.01,1.01,1.01,3.09,2.03,6.83,33.4
11000,1,2034,8.1,0.0,0.0,0.0,8.0,0.0,1.01,16.5,39,342,18.81,0.39,682,670,682,0.0,1.01,1.01,1.01,3.17,2.04,7.14,33.1
12000,1,2039,8.2,0.0,0.0,0.1,8.1,0.0,1.00,16.2,40,345,19.04,0.39,675,665,699,0.0,1.01,1.00,1.00,3.27,2.05,7.40,33.3
13000,1,2059,8.3,0.0,0.0,0.1,8.1,0.0,1.01,16.1,37,326,18.04,0.35,695,681,683,0.0,1.01,1.01,1.02,3.28,2.04,7.61,33.1
14000,1,2014,8.3,0.0,0.0,0.0,8.2,0.0,1.01,16.0,40,328,18.21,0.35,680,679,655,0.0,1.01,1.01,1.01,3.32,2.06,7.61,32.9
15000,1,2022,8.2,0.1,0.0,0.0,8.1,0.0,1.02,16.0,37,327,18.18,0.34,689,651,682,0.0,1.01,1.02,1.02,3.35,2.05,7.63,33.1
16000,1,2014,8.3,0.0,0.0,0.1,8.2,0.0,1.01,16.0,38,316,17.58,0.35,669,662,683,0.0,1.00,1.01,1.01,3.40,2.06,7.73,33.2
17000,1,2012,8.4,0.0,0.0,0.1,8.3,0.0,1.02,15.9,36,326,18.09,0.35,674,677,661,0.0,1.01,1.01,1.02,3.36,2.07,7.78,33.1
18000,1,2019,8.3,0.0,0.0,0.1,8.3,0.0,1.00,15.9,32,336,18.64,0.35,667,670,682,0.0,1.00,1.00,1.00,3.38,2.05,7.84,33.2
19000,1,2013,8.2,0.0,0.0,0.0,8.1,0.0,1.00,16.0,27,323,17.96,0.33,671,669,673,0.0,1.00,1.00,1.00,3.40,2.04,7.81,33.2
20000,1,2002,8.3,0.1,0.0,0.0,8.3,0.0,1.01,15.8,33,327,18.13,0.33,669,679,654,0.0,1.02,1.00,1.02,3.41,2.05,7.88,32.9
21000,1,2025,8.2,0.0,0.0,0.0,8.2,0.0,1.00,15.9,36,324,18.04,0.36,688,672,665,0.0,1.00,1.00,1.00,3.39,2.06,7.87,33.0
22000,1,2014,8.2,0.0,0.0,0.0,8.1,0.0,1.01,15.9,32,323,17.94,0.33,669,663,682,0.0,1.01,1.01,1.01,3.43,2.06,7.91,33.2
23000,1,1991,8.3,0.0,0.0,0.2,8.1,0.0,1.01,15.9,25,332,18.52,0.35,666,664,661,0.0,1.01,1.01,1.01,3.46,2.06,7.94,33.1
24000,1,1978,8.3,0.1,0.0,0.0,8.2,0.0,1.02,15.9,27,327,18.14,0.34,649,670,659,0.0,1.02,1.02,1.02,3.44,2.05,7.97,33.3
25000,1,1991,8.2,0.0,0.0,0.0,8.2,0.0,1.00,15.9,19,328,18.23,0.32,664,678,649,0.0,1.00,1.00,1.00,3.45,2.06,7.94,33.0
26000,1,2000,8.2,0.0,0.0,0.0,8.1,0.0,1.00,15.9,17,316,17.55,0.33,661,671,668,0.0,1.00,1.00,1.00,3.39,2.05,7.94,33.2
27000,1,2021,8.2,0.0,0.0,0.0,8.2,0.0,1.01,15.9,26,324,17.96,0.34,685,666,670,0.0,1.01,1.01,1.01,3.41,2.05,7.93,33.1
28000,1,1976,8.2,0.0,0.0,0.1,8.1,0.0,1.01,15.9,20,333,18.52,0.33,662,653,661,0.0,1.01,1.00,1.01,3.42,2.05,7.95,33.1
29000,1,1991,8.2,0.0,0.0,0.1,8.1,0.0,1.00,15.9,23,318,17.72,0.35,668,659,664,0.0,1.00,1.00,1.00,3.40,2.05,7.93,33.2
30000,1,1975,8.2,0.0,0.0,0.0,8.2,0.0,1.00,15.9,22,342,18.98,0.34,655,660,660,0.0,1.00,1.00,1.00,3.42,2.05,7.95,33.1
31000,1,1992,8.2,0.0,0.0,0.0,8.1,0.0,1.00,15.9,24,312,17.33,0.30,681,661,650,0.0,1.00,1.00,1.00,3.42,2.04,7.96,32.9
32000,1,1990,8.3,0.0,0.0,0.1,8.2,0.0,1.01,15.9,21,317,17.56,0.33,669,665,656,0.0,1.01,1.01,1.02,3.45,2.06,7.95,32.9
33000,1,2010,8.2,0.0,0.0,0.1,8.1,0.0,1.01,15.9,24,322,17.88,0.34,668,660,682,0.0,1.01,1.01,1.01,3.41,2.05,7.95,33.4
34000,1,1982,8.3,0.0,0.0,0.1,8.2,0.0,1.00,15.9,21,316,17.53,0.31,658,666,658,0.0,1.00,1.00,1.00,3.44,2.06,7.98,33.2
35000,1,2038,8.2,0.0,0.0,0.1,8.1,0.0,1.02,15.9,21,316,17.54,0.31,665,701,672,0.0,1.02,1.01,1.02,3.43,2.04,7.96,33.1
36000,1,1986,8.3,0.0,0.0,0.1,8.2,0.0,1.00,15.9,24,328,18.22,0.32,664,653,669,0.0,1.00,1.00,1.00,3.45,2.06,7.97,33.1
37000,1,1970,8.3,0.0,0.0,0.1,8.1,0.0,1.01,15.9,26,328,18.28,0.34,665,648,657,0.0,1.01,1.01,1.02,3.45,2.06,7.96,33.0
38000,1,1963,8.2,0.0,0.0,0.0,8.1,0.0,1.00,15.9,16,345,19.11,0.35,662,650,651,0.0,1.01,1.00,1.00,3.41,2.04,7.97,33.1
39000,1,1977,8.3,0.0,0.0,0.1,8.1,0.0,1.01,15.9,27,335,18.52,0.34,669,658,650,0.0,1.01,1.01,1.01,3.42,2.05,7.95,32.9
