step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,2305,1.255,0.040,7.99,42437,39683,1601,0,1138,0,1080756.6,10280.6,0.001,0.326,0.434,0.239,428,7.09,1.52,0.08,1.01,0.00,0.00,0.00,0.00,7.00,0.83,0.00,0.00,0.000,0.000,48,0.850,0.233,0.766,0.000,0.001,5170,4615,1,1.000,0.000,0.000,15743,0.178,0.062,0.000,109.69,12286,0,10280.569,0.000,0.000,114525,1.02,17.94,0.000,0.000,0.000,7,7,7,43,16332,0.062,0.00,0.0067,0.064,753,0.016,0.000,0.038,0.000,2.46,2.08,4.95,0.00,0.000,1.02,1.03,1.03,0.016,0.00224,54.04,1.1701,12.15,136295.2,140219.5,0.109,0.1421,109.559,504.226,0.997,0.429,55.7,54.779
120000,2256,1.302,0.041,7.99,42228,39521,1639,0,1117,1,1081119.0,10253.6,0.001,0.326,0.435,0.239,474,7.05,1.22,0.07,0.94,0.00,0.08,0.00,0.00,6.98,0.83,0.00,0.00,0.000,0.021,37,0.843,0.212,0.786,0.000,0.002,5143,4464,1,1.000,0.000,0.000,16414,0.168,0.059,0.000,109.70,12403,0,10253.628,0.000,0.000,111060,1.02,17.97,0.000,0.000,0.000,7,7,7,32,15898,0.061,0.00,0.0069,0.056,755,0.015,0.000,0.038,0.000,2.45,2.08,4.94,0.00,0.000,1.02,1.02,1.03,0.015,0.00229,54.03,1.1686,15.65,136232.9,140219.3,0.111,0.1427,109.553,504.565,0.997,0.429,54.4,54.777
130000,2280,1.273,0.042,8.00,42364,39621,1620,0,1099,0,1081741.5,10190.1,0.001,0.326,0.435,0.239,463,7.06,1.31,0.08,1.09,0.00,0.00,0.01,0.30,6.97,0.67,0.00,0.00,0.000,0.000,42,0.858,0.227,0.770,0.000,0.004,5153,4391,1,1.000,0.000,0.001,14241,0.177,0.062,0.000,109.74,12550,0,10190.147,0.000,0.000,114063,1.03,17.97,0.000,0.000,0.000,7,7,7,39,16090,0.061,0.00,0.0068,0.069,761,0.015,0.000,0.038,0.000,2.44,2.08,4.94,0.00,0.000,1.03,1.03,1.03,0.015,0.00226,53.99,1.1605,16.80,136251.1,140219.2,0.110,0.1412,109.597,504.734,0.997,0.428,55.0,54.798
140000,2283,1.280,0.041,8.00,42417,39647,1631,0,1136,1,1081401.0,10287.7,0.001,0.326,0.435,0.238,467,7.10,1.88,0.11,1.64,0.00,0.00,0.01,0.65,6.97,0.75,0.00,0.00,0.000,0.000,46,0.823,0.230,0.767,0.000,0.003,5190,4333,1,1.000,0.000,0.000,16400,0.157,0.058,0.000,109.73,12857,0,10287.664,0.000,0.000,112009,1.03,17.96,0.000,0.000,0.000,7,7,7,48,16204,0.062,0.00,0.0068,0.065,774,0.015,0.000,0.038,0.000,2.42,2.09,4.93,0.00,0.000,1.03,1.04,1.04,0.015,0.00226,54.00,1.1704,12.22,136239.8,140219.0,0.113,0.1420,109.587,504.330,0.996,0.429,55.4,54.794
150000,2263,1.301,0.043,8.00,42170,39513,1604,0,1073,0,1081988.4,10113.7,0.001,0.326,0.435,0.238,433,7.10,2.00,0.11,1.32,0.00,0.02,0.02,1.05,6.96,0.82,0.00,0.00,0.000,0.021,46,0.843,0.224,0.770,0.000,0.006,5237,4310,1,1.000,0.000,0.000,17292,0.161,0.062,0.000,109.75,12557,0,10113.685,0.000,0.000,112668,1.03,17.98,0.000,0.000,0.000,7,7,7,64,16063,0.061,0.00,0.0069,0.069,747,0.015,0.000,0.038,0.000,2.46,2.08,4.94,0.00,0.000,1.03,1.04,1.04,0.015,0.00228,53.99,1.1511,17.99,136201.6,140218.8,0.107,0.1391,109.602,504.556,0.996,0.428,54.6,54.801
160000,2253,1.300,0.043,8.00,42507,39773,1641,0,1103,0,1081453.9,10254.5,0.001,0.326,0.436,0.237,459,7.07,1.61,0.10,1.29,0.00,0.09,0.01,0.55,6.96,0.81,0.00,0.00,0.000,0.021,44,0.828,0.222,0.774,0.000,0.004,5180,4120,1,1.000,0.000,0.000,18627,0.159,0.061,0.000,109.74,12840,0,10254.514,0.000,0.000,113666,1.03,17.97,0.000,0.000,0.000,7,7,7,44,15938,0.061,0.00,0.0069,0.072,751,0.015,0.000,0.038,0.000,2.46,2.10,4.92,0.00,0.000,1.03,1.04,1.03,0.015,0.00229,53.99,1.1669,15.15,136217.1,140218.7,0.112,0.1416,109.602,504.911,0.997,0.428,54.4,54.801
170000,2262,1.289,0.041,8.00,42489,39709,1649,0,1122,0,1081522.6,10256.0,0.001,0.327,0.435,0.238,458,7.03,0.97,0.06,0.72,0.00,0.00,0.00,0.13,6.97,0.64,0.00,0.00,0.000,0.000,40,0.844,0.237,0.761,0.000,0.002,5242,4152,1,1.000,0.000,0.000,16695,0.162,0.060,0.000,109.72,12929,0,10255.995,0.000,0.000,112010,1.02,17.98,0.000,0.000,0.000,7,7,7,30,15900,0.061,0.00,0.0069,0.059,761,0.015,0.000,0.038,0.000,2.45,2.07,4.94,0.00,0.000,1.02,1.02,1.02,0.015,0.00229,54.01,1.1684,17.02,136252.0,140218.5,0.109,0.1425,109.584,504.979,0.996,0.428,54.6,54.792
180000,2270,1.316,0.042,8.00,42427,39749,1576,0,1094,2,1081970.9,10166.2,0.001,0.327,0.434,0.239,450,7.04,1.16,0.06,0.79,0.00,0.04,0.01,0.32,6.97,0.63,0.00,0.00,0.000,0.004,39,0.854,0.221,0.777,0.000,0.002,5081,3946,1,1.000,0.000,0.001,17274,0.162,0.059,0.000,109.75,13083,0,5083.122,0.000,0.000,112075,1.02,18.00,0.000,0.000,0.000,7,7,7,32,15971,0.061,0.00,0.0068,0.068,737,0.015,0.000,0.038,0.000,2.45,2.07,4.93,0.00,0.000,1.02,1.02,1.03,0.015,0.00228,53.98,1.1562,8.97,136176.2,140218.3,0.113,0.1402,109.600,504.918,0.997,0.428,54.7,54.800
190000,2259,1.262,0.042,8.01,42156,39437,1664,0,1066,0,1081291.2,10174.3,0.001,0.326,0.435,0.239,443,7.06,1.56,0.10,1.36,0.00,0.00,0.00,0.04,6.96,0.68,0.00,0.00,0.000,0.000,45,0.841,0.238,0.757,0.000,0.004,5067,3701,1,1.000,0.000,0.000,15853,0.162,0.059,0.000,109.73,12853,0,10174.309,0.000,0.000,108499,1.03,17.99,0.000,0.000,0.000,7,7,7,45,15949,0.061,0.00,0.0069,0.068,756,0.015,0.000,0.038,0.000,2.44,2.08,4.93,0.00,0.000,1.02,1.03,1.04,0.015,0.00228,54.01,1.1595,12.90,136313.0,140218.1,0.108,0.1415,109.598,504.603,0.997,0.429,54.5,54.799
200000,2271,1.286,0.042,8.00,42416,39658,1635,0,1111,0,1080960.9,10260.7,0.001,0.326,0.434,0.240,449,7.07,1.46,0.09,0.99,0.00,0.13,0.00,0.00,6.98,0.83,0.00,0.00,0.000,0.005,45,0.845,0.234,0.765,0.000,0.001,5247,3747,1,1.000,0.000,0.000,17458,0.166,0.058,0.000,109.72,12970,0,10260.735,0.000,0.000,110418,1.03,17.96,0.000,0.000,0.000,7,7,7,43,16063,0.061,0.00,0.0068,0.067,767,0.015,0.000,0.038,0.000,2.44,2.09,4.93,0.00,0.000,1.03,1.03,1.03,0.015,0.00227,54.01,1.1673,10.36,136230.0,140218.0,0.111,0.1414,109.574,504.374,0.996,0.429,55.0,54.787
210000,2271,1.285,0.042,7.99,42407,39664,1639,0,1104,0,1081356.4,10153.1,0.000,0.326,0.435,0.239,441,7.04,1.36,0.09,0.93,0.00,0.00,0.00,0.13,6.95,0.83,0.00,0.00,0.000,0.000,45,0.824,0.234,0.762,0.000,0.004,5108,3715,1,1.000,0.000,0.001,15849,0.170,0.061,0.000,109.74,13015,0,10153.143,0.000,0.000,110436,1.03,18.00,0.000,0.000,0.000,7,7,7,50,15980,0.061,0.00,0.0069,0.073,751,0.015,0.000,0.038,0.000,2.43,2.09,4.92,0.00,0.000,1.02,1.03,1.04,0.015,0.00227,53.99,1.1555,11.16,136232.2,140217.8,0.109,0.1400,109.601,505.130,0.996,0.429,54.9,54.801
220000,2272,1.279,0.042,8.00,42420,39713,1640,0,1066,0,1080472.5,10137.8,0.001,0.324,0.436,0.239,431,7.03,1.33,0.08,1.12,0.00,0.08,0.00,0.10,6.95,0.85,0.00,0.00,0.000,0.021,49,0.788,0.226,0.771,0.000,0.003,5219,3627,1,1.000,0.000,0.000,15783,0.171,0.060,0.000,109.71,13160,0,10137.801,0.000,0.000,110882,1.02,18.03,0.000,0.000,0.000,6,7,7,42,15962,0.061,0.00,0.0068,0.054,759,0.015,0.000,0.038,0.000,2.44,2.09,4.90,0.00,0.000,1.02,1.02,1.03,0.015,0.00225,54.02,1.1533,14.00,136249.0,140217.6,0.109,0.1391,109.577,505.043,0.998,0.428,54.8,54.788
230000,2276,1.263,0.042,8.00,42518,39795,1632,0,1087,0,1080611.4,10176.6,0.001,0.325,0.435,0.239,452,7.05,1.70,0.08,1.12,0.00,0.04,0.02,0.67,6.95,0.83,0.00,0.00,0.000,0.002,39,0.805,0.219,0.776,0.000,0.004,5295,3654,1,1.000,0.000,0.001,16823,0.170,0.065,0.000,109.73,13231,0,10176.590,0.000,0.000,113356,1.02,18.03,0.000,0.000,0.000,6,7,7,46,16045,0.061,0.00,0.0068,0.063,749,0.015,0.000,0.038,0.000,2.45,2.10,4.89,0.00,0.000,1.02,1.02,1.03,0.015,0.00225,54.00,1.1576,12.04,136286.0,140217.5,0.112,0.1400,109.591,504.718,0.998,0.429,54.8,54.796
240000,2290,1.282,0.041,7.99,42317,39531,1680,0,1092,0,1080763.6,10142.6,0.001,0.327,0.435,0.238,441,7.09,1.56,0.13,1.26,0.00,0.04,0.01,0.17,6.95,0.95,0.00,0.00,0.000,0.021,59,0.778,0.241,0.755,0.000,0.004,5166,3421,1,1.000,0.000,0.002,16011,0.175,0.059,0.000,109.76,13352,0,10142.629,0.000,0.000,111242,1.04,17.97,0.000,0.000,0.000,6,7,7,35,16231,0.062,0.00,0.0068,0.055,757,0.015,0.000,0.038,0.000,2.45,2.13,4.89,0.00,0.000,1.04,1.04,1.05,0.015,0.00225,53.97,1.1550,8.15,136225.0,140217.3,0.110,0.1410,109.609,504.898,0.997,0.429,55.4,54.804
250000,2245,1.304,0.044,8.00,42520,39789,1681,0,1095,0,1080800.4,10260.3,0.001,0.326,0.435,0.238,433,7.05,1.47,0.10,1.10,0.00,0.04,0.01,0.26,6.95,0.82,0.00,0.00,0.000,0.002,47,0.833,0.213,0.783,0.000,0.004,5255,3456,1,1.000,0.000,0.001,17686,0.174,0.063,0.000,109.73,13471,0,10260.306,0.000,0.000,112435,1.03,18.02,0.000,0.000,0.000,6,7,7,37,15828,0.060,0.00,0.0069,0.073,736,0.015,0.000,0.037,0.000,2.44,2.08,4.91,0.00,0.000,1.03,1.03,1.04,0.015,0.00229,54.00,1.1688,14.25,136205.0,140217.2,0.112,0.1420,109.588,504.971,0.995,0.428,54.4,54.794
260000,2263,1.279,0.042,8.00,42553,39776,1651,0,1108,0,1080763.2,10243.1,0.001,0.326,0.433,0.241,436,7.06,1.45,0.08,1.10,0.00,0.12,0.00,0.00,6.97,0.69,0.00,0.00,0.000,0.005,43,0.825,0.224,0.773,0.000,0.003,5231,3477,1,0.998,0.002,0.000,14792,0.180,0.059,0.000,109.74,13396,0,10243.075,0.000,0.000,110232,1.03,17.98,0.000,0.000,0.000,7,7,7,40,15983,0.061,0.00,0.0068,0.064,741,0.015,0.000,0.038,0.000,2.45,2.10,4.92,0.00,0.000,1.02,1.03,1.03,0.015,0.00228,53.99,1.1664,16.10,136264.4,140217.0,0.111,0.1418,109.602,504.873,0.997,0.429,54.8,54.801
270000,2293,1.284,0.042,8.00,42380,39682,1589,0,1079,0,1081581.8,10103.0,0.001,0.325,0.435,0.240,445,7.05,1.58,0.10,1.13,0.00,0.08,0.00,0.09,6.95,0.83,0.00,0.00,0.000,0.021,43,0.823,0.225,0.771,0.000,0.003,5232,3538,1,1.000,0.000,0.001,19650,0.155,0.062,0.000,109.74,13283,0,10103.024,0.000,0.001,111261,1.03,18.00,0.000,0.000,0.000,6,7,7,32,16171,0.062,0.00,0.0068,0.065,753,0.015,0.000,0.038,0.000,2.43,2.09,4.91,0.00,0.000,1.02,1.03,1.03,0.015,0.00224,53.99,1.1495,16.73,136212.3,140216.8,0.112,0.1390,109.596,504.867,0.996,0.429,55.2,54.798
280000,2264,1.304,0.042,8.00,42713,39989,1617,0,1136,0,1080481.4,10246.6,0.001,0.326,0.435,0.239,445,7.04,1.40,0.05,0.88,0.00,0.00,0.01,0.46,6.97,0.92,0.00,0.00,0.000,0.000,43,0.779,0.225,0.773,0.000,0.001,5206,3410,1,1.000,0.000,0.001,16702,0.174,0.059,0.000,109.73,13458,0,10246.616,0.000,0.000,111646,1.02,18.02,0.000,0.000,0.000,6,7,7,36,15941,0.061,0.00,0.0068,0.069,744,0.015,0.000,0.038,0.000,2.44,2.10,4.89,0.00,0.000,1.01,1.02,1.02,0.015,0.00227,53.99,1.1673,12.00,136195.1,140216.7,0.110,0.1430,109.590,504.979,0.997,0.429,54.7,54.795
290000,2286,1.276,0.041,8.00,42453,39728,1620,0,1083,0,1080590.8,10146.9,0.001,0.326,0.435,0.239,450,7.04,1.63,0.07,1.09,0.00,0.00,0.01,0.55,6.95,1.02,0.00,0.00,0.000,0.000,49,0.782,0.215,0.782,0.000,0.003,5229,3412,1,1.000,0.000,0.001,16680,0.166,0.057,0.000,109.74,13455,0,10146.932,0.000,0.000,112655,1.02,18.04,0.000,0.000,0.000,6,7,7,43,16096,0.061,0.00,0.0068,0.064,746,0.015,0.000,0.038,0.000,2.45,2.09,4.89,0.00,0.000,1.02,1.02,1.03,0.015,0.00224,53.99,1.1548,12.49,136251.7,140216.5,0.110,0.1399,109.610,504.870,0.997,0.429,55.1,54.805
300000,2263,1.286,0.043,8.00,42408,39708,1592,0,1131,0,1080377.6,10053.0,0.001,0.326,0.435,0.239,447,6.96,1.00,0.05,0.71,0.00,0.00,0.00,0.00,6.91,0.65,0.00,0.00,0.000,0.000,39,0.790,0.217,0.782,0.000,0.001,5330,3414,1,1.000,0.000,0.000,17950,0.172,0.069,0.000,109.76,13252,0,10053.021,0.000,0.000,112528,1.02,18.12,0.000,0.000,0.000,6,7,7,30,15750,0.060,0.00,0.0069,0.066,739,0.015,0.000,0.038,0.000,2.43,2.07,4.87,0.00,0.000,1.01,1.02,1.02,0.015,0.00226,53.97,1.1461,16.73,136223.7,140216.3,0.111,0.1403,109.619,504.401,0.996,0.428,54.5,54.810
310000,2268,1.301,0.043,8.00,42387,39689,1597,0,1096,0,1080118.9,10081.5,0.001,0.325,0.437,0.238,447,7.02,1.36,0.09,0.94,0.00,0.00,0.00,0.23,6.92,0.83,0.00,0.00,0.000,0.000,55,0.775,0.218,0.780,0.000,0.002,5124,3182,1,1.000,0.000,0.000,19023,0.172,0.061,0.000,109.76,13510,0,10081.536,0.000,0.000,112139,1.03,18.09,0.000,0.000,0.000,6,7,7,29,15915,0.061,0.00,0.0069,0.073,765,0.015,0.000,0.038,0.000,2.46,2.09,4.86,0.00,0.000,1.02,1.03,1.03,0.015,0.00225,53.97,1.1483,10.19,136195.5,140216.2,0.112,0.1407,109.612,504.857,0.996,0.429,54.8,54.806
320000,2266,1.288,0.042,8.00,42127,39448,1607,0,1074,0,1081300.1,10002.7,0.001,0.325,0.434,0.240,464,7.13,2.08,0.11,1.42,0.00,0.04,0.04,1.11,6.98,0.75,0.00,0.00,0.000,0.005,47,0.842,0.241,0.756,0.000,0.003,5187,3341,1,1.000,0.000,0.003,17696,0.168,0.058,0.000,109.73,13245,0,10002.720,0.000,0.000,108591,1.03,17.92,0.000,0.000,0.000,7,7,7,64,16150,0.062,0.00,0.0068,0.065,747,0.015,0.000,0.038,0.000,2.49,2.10,4.94,0.00,0.000,1.03,1.03,1.03,0.015,0.00227,54.00,1.1382,9.58,136235.4,140216.0,0.109,0.1379,109.598,505.035,0.997,0.429,54.8,54.799
330000,2260,1.268,0.042,8.00,42444,39660,1637,0,1153,2,1081731.4,10204.8,0.001,0.326,0.436,0.238,459,7.03,0.96,0.06,0.72,0.00,0.00,0.00,0.19,6.97,0.91,0.00,0.00,0.000,0.000,36,0.846,0.223,0.774,0.000,0.004,5297,3478,1,1.000,0.000,0.000,18414,0.175,0.059,0.000,109.73,13597,0,5102.386,0.000,0.000,114019,1.03,17.98,0.000,0.000,0.000,7,7,7,28,15888,0.061,0.00,0.0069,0.069,767,0.015,0.000,0.038,0.000,2.46,2.06,4.95,0.00,0.000,1.02,1.02,1.05,0.015,0.00228,54.00,1.1621,11.67,136293.2,140215.8,0.110,0.1413,109.590,504.780,0.998,0.429,54.6,54.795
340000,2230,1.321,0.044,8.00,42084,39460,1587,0,1067,0,1081191.9,9916.2,0.001,0.326,0.434,0.239,476,7.10,1.80,0.11,1.50,0.00,0.06,0.01,0.30,6.99,0.93,0.00,0.00,0.000,0.016,45,0.830,0.210,0.787,0.000,0.003,5125,3347,1,1.000,0.000,0.000,20481,0.168,0.061,0.000,109.72,13219,0,9916.150,0.000,0.000,111378,1.03,17.95,0.000,0.000,0.000,7,7,7,45,15836,0.060,0.00,0.0069,0.070,737,0.015,0.000,0.038,0.000,2.45,2.10,4.93,0.00,0.000,1.03,1.03,1.04,0.015,0.00231,54.00,1.1271,10.76,136180.9,140215.7,0.111,0.1354,109.578,504.285,0.995,0.429,54.2,54.789
350000,2272,1.280,0.042,8.00,42510,39744,1586,0,1138,0,1080957.5,10115.8,0.001,0.326,0.436,0.238,458,7.01,1.22,0.07,1.05,0.00,0.00,0.00,0.21,6.93,0.68,0.00,0.00,0.000,0.000,43,0.801,0.226,0.771,0.000,0.003,5180,3143,1,1.000,0.000,0.000,19840,0.174,0.066,0.000,109.73,13425,0,10115.793,0.000,0.000,114564,1.03,18.03,0.000,0.000,0.000,6,7,7,44,15925,0.061,0.00,0.0069,0.063,750,0.015,0.000,0.038,0.000,2.44,2.09,4.90,0.00,0.000,1.03,1.03,1.03,0.015,0.00226,54.00,1.1527,14.33,136241.6,140215.5,0.109,0.1406,109.595,504.648,0.996,0.429,54.8,54.797
