step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
10000,2093,1.456,0.074,2.24,89714,84806,19,2,4290,1370,1165788.1,76033.0,0.018,0.354,0.057,0.572,380,7.96,2.73,0.02,0.66,0.02,0.52,0.01,0.25,7.92,2.49,0.00,0.00,0.002,0.039,47,0.656,0.223,0.772,0.000,0.005,51676,48576,1,1.000,0.000,0.001,376106,0.175,0.099,0.000,107.04,19349,18,55.499,1.000,0.000,1600175,1.01,16.91,0.000,0.000,0.000,6,8,9,64,16669,0.064,0.40,0.0070,0.047,720,0.205,0.000,0.202,0.196,3.09,2.03,6.83,0.00,0.000,1.01,1.01,1.01,0.206,0.00283,56.25,11.4325,33.10,135573.6,140227.5,0.149,3.8136,116.790,806.558,0.994,0.406,52.4,58.390
20000,2002,1.444,0.074,2.02,78946,75276,15,0,3746,16,1026821.5,20817.2,0.002,0.335,0.077,0.587,391,8.34,3.50,0.07,1.48,0.01,0.43,0.00,0.00,8.25,2.80,0.00,0.00,0.001,0.039,33,0.921,0.217,0.775,0.000,0.008,22044,22043,1,1.000,0.000,0.000,40452,0.320,0.093,0.000,102.47,7463,0,1301.074,0.000,0.000,1468935,1.01,15.83,0.003,0.000,0.000,8,8,8,64,16694,0.064,0.00,0.0062,0.042,654,0.210,0.000,0.184,0.001,3.41,2.05,7.88,0.00,0.000,1.02,1.00,1.02,0.210,0.00222,61.15,2.3753,18.04,135738.6,140227.6,0.219,0.2938,102.192,533.420,0.994,0.406,50.7,51.096
30000,1975,1.467,0.074,2.00,77322,74166,12,0,3171,2,1016679.8,19867.3,0.001,0.341,0.084,0.574,404,8.22,2.94,0.00,0.00,0.00,0.09,0.05,1.20,8.17,2.68,0.00,0.00,0.000,0.004,22,0.980,0.213,0.781,0.000,0.007,21798,21798,1,1.000,0.000,0.002,35721,0.318,0.094,0.000,101.35,6848,0,9933.646,0.000,0.000,1585263,1.00,15.92,0.001,0.000,0.000,8,8,8,64,16232,0.062,0.00,0.0063,0.047,660,0.224,0.000,0.182,0.001,3.42,2.05,7.95,0.00,0.000,1.00,1.00,1.00,0.224,0.00221,62.27,2.2652,22.90,135743.6,140227.8,0.221,0.2768,101.073,512.372,0.995,0.406,49.8,50.536
40000,1985,1.473,0.077,2.01,77031,73899,8,0,3114,3,1015298.9,19671.2,0.001,0.338,0.085,0.576,401,8.35,3.92,0.00,0.00,0.02,0.64,0.08,2.09,8.25,3.30,0.00,0.00,0.001,0.031,26,0.977,0.236,0.761,0.000,0.003,21573,21573,1,1.000,0.000,0.002,35999,0.324,0.098,0.000,101.23,6676,0,6557.054,0.000,0.000,1556106,1.00,15.87,0.004,0.000,0.000,8,8,8,64,16584,0.063,0.00,0.0062,0.043,655,0.222,0.000,0.181,0.001,3.47,2.07,7.96,0.00,0.000,1.00,1.00,1.00,0.222,0.00219,62.40,2.2445,33.97,135661.0,140228.1,0.210,0.2753,100.946,507.329,0.993,0.406,50.5,50.473
50000,1996,1.423,0.073,2.03,77304,74264,13,0,3016,0,1017169.0,19769.0,0.001,0.348,0.083,0.568,402,8.21,2.69,0.00,0.00,0.02,0.66,0.05,1.37,8.14,2.40,0.00,0.00,0.001,0.034,21,0.977,0.217,0.778,0.000,0.005,22125,22125,1,1.000,0.000,0.002,36272,0.315,0.091,0.000,101.34,6899,0,19769.027,0.000,0.000,1635703,1.00,15.90,0.002,0.000,0.000,8,8,8,64,16381,0.062,0.00,0.0063,0.048,671,0.227,0.000,0.182,0.001,3.43,2.04,7.96,0.00,0.000,1.00,1.00,1.00,0.227,0.00222,62.29,2.2507,21.18,135806.9,140228.4,0.212,0.2740,101.082,507.882,0.996,0.406,50.5,50.541
60000,1935,1.493,0.081,2.14,76144,73288,11,0,2906,4,1021290.3,19497.0,0.001,0.374,0.078,0.547,414,8.18,2.53,0.03,0.84,0.01,0.27,0.00,0.05,8.14,2.48,0.00,0.00,0.001,0.023,19,0.978,0.199,0.793,0.000,0.008,23191,23191,1,1.000,0.000,0.001,35766,0.300,0.099,0.000,101.64,7229,0,4874.262,0.000,0.001,1793456,1.01,15.94,0.001,0.000,0.000,8,8,8,64,15824,0.060,0.00,0.0065,0.052,637,0.231,0.000,0.184,0.001,3.41,2.04,7.95,0.00,0.000,1.01,1.01,1.01,0.231,0.00245,61.99,2.2184,32.82,135652.5,140228.6,0.213,0.2667,101.355,508.030,0.992,0.406,49.1,50.678
70000,2023,1.440,0.075,2.26,75178,72370,14,0,2706,9,1033192.6,19264.7,0.001,0.452,0.064,0.483,412,8.31,3.62,0.02,0.83,0.01,0.28,0.14,2.48,8.14,2.61,0.00,0.00,0.001,0.038,29,0.977,0.234,0.759,0.000,0.006,26305,26305,1,1.000,0.000,0.004,37560,0.266,0.093,0.000,102.48,7763,0,2140.522,0.000,0.000,2371738,1.01,15.89,0.002,0.000,0.000,8,8,8,64,16813,0.064,0.00,0.0063,0.049,682,0.252,0.000,0.193,0.002,3.44,2.06,7.96,0.00,0.000,1.01,1.01,1.01,0.252,0.00275,61.12,2.1906,28.14,135700.4,140228.9,0.239,0.2639,102.225,510.658,0.997,0.406,52.0,51.112
80000,2014,1.439,0.077,2.24,74876,72228,11,0,2646,5,1033743.2,19210.6,0.001,0.463,0.062,0.474,403,8.25,3.51,0.04,1.44,0.04,0.74,0.02,0.82,8.16,3.17,0.00,0.00,0.003,0.051,27,0.972,0.229,0.763,0.000,0.007,26723,26723,1,1.000,0.000,0.000,36218,0.274,0.095,0.000,102.62,7605,0,3842.116,0.000,0.000,2450394,1.01,15.93,0.003,0.000,0.000,8,8,8,64,16616,0.063,0.00,0.0063,0.058,656,0.253,0.000,0.194,0.002,3.40,2.06,7.92,0.00,0.000,1.01,1.01,1.01,0.253,0.00283,60.98,2.1832,30.42,135690.6,140229.1,0.240,0.2612,102.359,514.563,0.996,0.406,51.5,51.180
90000,2016,1.470,0.078,2.24,74869,72167,13,0,2687,0,1032310.5,19066.1,0.001,0.459,0.063,0.477,400,8.30,3.43,0.02,0.58,0.01,0.28,0.05,1.44,8.22,2.99,0.00,0.00,0.001,0.024,28,0.976,0.237,0.755,0.000,0.008,26487,26487,1,1.000,0.000,0.001,36563,0.272,0.098,0.000,102.56,7416,0,19066.137,0.000,0.001,2430274,1.00,15.88,0.002,0.000,0.000,8,8,8,64,16731,0.064,0.00,0.0062,0.063,680,0.254,0.000,0.194,0.002,3.39,2.05,7.96,0.00,0.000,1.00,1.01,1.00,0.254,0.00280,61.04,2.1680,29.27,135604.4,140229.3,0.239,0.2607,102.291,513.895,0.993,0.406,51.5,51.145
100000,1988,1.451,0.074,2.26,74880,72369,9,0,2530,7,1032776.0,18906.0,0.001,0.462,0.063,0.474,413,8.34,3.69,0.06,1.23,0.03,0.69,0.06,1.41,8.20,3.03,0.00,0.00,0.001,0.031,26,0.982,0.228,0.766,0.000,0.006,26784,26784,1,1.000,0.000,0.003,34909,0.268,0.093,0.000,102.58,7348,0,2700.863,0.000,0.000,2460022,1.01,15.87,0.002,0.000,0.000,8,8,8,64,16577,0.063,0.00,0.0063,0.048,653,0.255,0.000,0.194,0.002,3.41,2.06,7.97,0.00,0.001,1.02,1.01,1.02,0.255,0.00285,61.01,2.1453,26.97,135742.5,140229.6,0.251,0.2543,102.336,513.781,0.995,0.406,51.1,51.168
