step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain
10000,0,240,7.62,0.01,0.11,0.03,7.47,0.00,1.00,0.000,0.021,197552.5,21785.1,2,118,2.79,1.00,1.00,3.4043,8.19,42.0,30.3869,15.3817,5462,10.8649
10000,1,470,7.66,0.02,0.00,0.02,7.63,0.00,1.01,0.000,0.042,300179.8,22480.8,2,23,2.76,1.01,1.01,3.4416,2.66,258.4,15.7457,25.3831,5461,22.5030
10000,2,647,9.12,0.04,0.03,0.01,9.03,0.00,1.01,0.000,0.067,407249.8,23711.4,2,54,2.93,1.01,1.01,3.5562,4.76,1347.2,1.3854,35.1100,5461,39.0588
20000,0,249,8.00,0.00,0.00,0.14,7.85,0.00,1.00,0.000,0.023,120524.1,1211.4,1,135,3.04,1.00,1.00,0.1713,3.57,48.5,35.7761,11.9443,5462,10.8660
20000,1,484,8.07,0.00,0.01,0.00,8.05,0.00,1.00,0.000,0.045,253846.3,2076.6,2,12,3.00,1.00,1.00,0.2545,6.50,290.3,15.8075,25.4323,5461,22.5052
20000,2,668,8.29,0.00,0.10,0.07,8.12,0.00,1.00,0.000,0.064,363186.9,3782.6,2,35,2.93,1.00,1.00,0.4356,6.10,1380.5,1.1299,35.2043,5461,39.0627
30000,0,254,7.26,0.00,0.00,0.06,7.20,0.00,1.00,0.000,0.021,122138.2,1226.8,1,145,3.00,1.00,1.00,0.1741,5.98,57.2,35.3226,12.0748,5462,10.8660
30000,1,500,7.39,0.07,0.00,0.03,7.29,0.00,1.02,0.000,0.042,254658.3,2118.2,1,6,2.94,1.03,1.02,0.2593,6.04,298.6,15.0593,25.5350,5461,22.5052
30000,2,685,7.87,0.01,0.00,0.00,7.85,0.00,1.00,0.000,0.062,360589.1,3777.9,1,42,2.94,1.00,1.00,0.4356,2.94,1419.3,1.0495,34.9753,5461,39.0627
40000,0,250,7.02,0.00,0.05,0.00,6.97,0.00,1.00,0.000,0.020,123736.3,1152.9,1,153,2.96,1.00,1.00,0.1652,3.99,74.0,34.9698,12.2135,5462,10.8660
40000,1,500,7.06,0.00,0.03,0.03,7.00,0.00,1.00,0.000,0.041,254916.0,2203.4,1,16,2.98,1.00,1.00,0.2729,3.56,327.8,14.5734,25.5536,5461,22.5052
40000,2,690,7.61,0.00,0.00,0.03,7.58,0.00,1.00,0.000,0.060,359230.7,3840.8,1,45,2.97,1.00,1.00,0.4426,6.85,1436.2,0.9936,34.8216,5461,39.0627
50000,0,255,7.02,0.00,0.00,0.00,7.02,0.00,1.00,0.000,0.021,124479.8,1118.0,1,158,2.98,1.00,1.00,0.1598,3.73,64.0,34.8356,12.2840,5462,10.8660
50000,1,508,7.24,0.00,0.01,0.15,7.09,0.00,1.00,0.000,0.042,255195.8,2300.9,1,13,2.99,1.00,1.00,0.2850,5.59,334.9,14.2940,25.5928,5461,22.5052
50000,2,684,7.66,0.00,0.00,0.00,7.65,0.00,1.00,0.000,0.060,358413.5,3910.1,1,44,2.96,1.00,1.00,0.4510,6.28,1446.3,0.8695,34.7192,5461,39.0627
60000,0,239,7.10,0.00,0.00,0.00,7.10,0.00,1.00,0.000,0.019,124741.5,1121.8,1,136,3.01,1.00,1.00,0.1593,4.82,65.5,34.7653,12.3125,5462,10.8660
