step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,2005,9.0,0.0,0.0,0.0,9.0,0.0,1.01,14.0,98,599,34.29,0.35,684,667,654,0.0,1.00,1.01,1.01,3.17,2.06,7.04,35.8
6000,1,1922,9.1,0.0,0.0,0.0,9.1,0.0,1.00,13.4,85,598,34.30,0.35,653,643,626,0.0,1.00,1.00,1.01,3.19,2.01,7.34,35.9
7000,1,1942,9.2,0.0,0.0,0.0,9.1,0.0,1.01,13.2,97,595,34.11,0.36,661,645,636,0.0,1.00,1.02,1.02,3.20,2.04,7.45,35.9
8000,1,1961,9.2,0.0,0.0,0.0,9.1,0.0,1.01,13.2,97,609,34.86,0.37,670,643,648,0.0,1.00,1.01,1.02,3.25,2.03,7.46,35.9
9000,1,1944,9.1,0.0,0.0,0.0,9.1,0.0,1.00,13.1,78,605,34.59,0.37,666,644,634,0.0,1.00,1.00,1.00,3.19,1.99,7.52,35.8
10000,1,1944,9.1,0.0,0.0,0.0,9.1,0.0,1.00,13.3,81,611,34.92,0.38,660,653,631,0.0,1.00,1.01,1.01,3.15,1.97,7.47,35.8
11000,1,1945,9.2,0.0,0.0,0.0,9.1,0.0,1.01,13.2,90,615,35.21,0.38,672,653,620,0.0,1.00,1.01,1.01,3.15,1.97,7.50,35.6
12000,1,1914,9.2,0.0,0.0,0.0,9.2,0.0,1.01,13.1,87,596,34.19,0.38,663,620,631,0.0,1.00,1.01,1.01,3.19,1.96,7.59,35.8
13000,1,1974,9.1,0.0,0.0,0.0,9.1,0.0,1.00,13.2,100,581,33.16,0.36,697,641,636,0.0,1.00,1.01,1.01,3.16,1.93,7.59,35.6
14000,1,1940,9.0,0.0,0.0,0.0,9.0,0.0,1.00,13.4,101,584,33.24,0.36,675,637,628,0.0,1.00,1.00,1.00,3.16,1.90,7.56,35.6
15000,1,1949,9.0,0.0,0.0,0.0,9.0,0.0,1.00,13.5,100,596,33.95,0.38,673,648,628,0.0,1.00,1.00,1.01,3.15,1.92,7.53,35.8
16000,1,1990,9.0,0.0,0.0,0.0,9.0,0.0,1.00,13.6,93,588,33.43,0.37,680,656,654,0.0,1.00,1.00,1.01,3.16,1.88,7.55,35.8
17000,1,1973,8.8,0.0,0.0,0.0,8.8,0.0,1.00,13.9,98,612,34.57,0.37,681,650,642,0.0,1.00,1.00,1.00,3.14,1.85,7.49,35.8
