step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,1413,1.458,0.045,8.03,25979,23548,686,0,1725,0,728890.4,7085.8,0.000,0.451,0.549,0.000,547,8.17,1.81,0.00,0.00,0.00,0.00,0.01,0.22,8.17,1.80,0.00,0.00,0.000,0.000,54,0.367,0.240,0.754,0.000,0.006,2889,1832,1,1.000,0.000,0.003,57271,0.095,0.143,0.000,72.59,8114,0,7085.780,0.000,0.000,233236,1.00,13.99,0.000,0.000,0.000,6,9,9,26,11551,0.044,0.03,0.0063,0.121,650,0.037,0.000,0.073,0.000,3.15,1.72,7.90,0.00,0.000,1.00,1.00,1.00,0.037,0.00354,41.98,0.8673,11.47,1943.7,139738.0,49.236,0.1594,72.431,194.437,0.432,0.000,134758.7,72.434
120000,1370,1.499,0.052,8.06,26273,23929,643,0,1744,0,728843.0,7021.6,0.000,0.448,0.550,0.001,557,8.10,2.09,0.00,0.11,0.01,0.51,0.00,0.08,8.07,1.93,0.00,0.00,0.000,0.015,66,0.377,0.226,0.772,0.000,0.003,2839,1704,1,1.000,0.000,0.004,47865,0.106,0.186,0.001,72.59,8224,0,7021.604,0.000,0.000,247567,1.00,14.14,0.000,0.000,0.000,6,9,9,47,11091,0.042,0.06,0.0066,0.107,635,0.039,0.000,0.074,0.000,3.13,1.66,7.86,0.00,0.001,1.00,1.00,1.00,0.039,0.00362,42.03,0.8608,18.87,1915.9,139738.1,49.155,0.1578,72.428,193.768,0.429,0.000,134702.4,72.434
130000,1394,1.482,0.051,8.03,26525,24208,600,0,1693,0,728725.7,6956.8,0.000,0.454,0.544,0.002,526,8.21,1.96,0.01,0.29,0.00,0.03,0.01,0.35,8.19,1.88,0.00,0.00,0.000,0.001,67,0.410,0.231,0.766,0.000,0.003,2783,1648,1,1.000,0.000,0.002,42125,0.111,0.208,0.001,72.59,8368,0,6956.774,0.000,0.000,243105,1.00,13.95,0.000,0.000,0.000,6,9,9,27,11449,0.044,0.08,0.0064,0.110,648,0.038,0.000,0.075,0.000,3.12,1.72,7.88,0.00,0.000,1.00,1.00,1.00,0.038,0.00362,41.85,0.8518,22.10,1924.1,139738.1,49.319,0.1558,72.433,193.269,0.434,0.000,134692.0,72.434
140000,1376,1.455,0.056,8.03,26306,24044,591,0,1689,1,728806.6,6938.6,0.000,0.456,0.542,0.002,551,8.30,2.17,0.00,0.03,0.00,0.00,0.01,0.22,8.29,2.13,0.00,0.00,0.000,0.000,60,0.435,0.225,0.772,0.000,0.003,2738,1739,1,0.916,0.084,0.002,54621,0.096,0.268,0.001,72.59,8155,0,6938.577,0.000,0.000,232824,1.00,13.80,0.000,0.000,0.000,6,9,9,43,11414,0.044,0.12,0.0064,0.103,629,0.037,0.000,0.076,0.000,3.13,1.73,7.89,0.00,0.000,1.00,1.00,1.00,0.037,0.00370,41.78,0.8493,16.12,1932.7,139738.2,49.349,0.1561,72.431,192.903,0.436,0.000,134658.2,72.434
150000,1391,1.458,0.047,8.06,26518,24179,571,0,1753,8,729063.8,7066.1,0.000,0.459,0.539,0.002,564,8.25,1.97,0.00,0.05,0.00,0.00,0.03,0.54,8.22,1.96,0.00,0.00,0.000,0.000,59,0.392,0.260,0.738,0.000,0.002,2771,1786,1,1.000,0.000,0.004,44144,0.100,0.148,0.000,72.59,8574,0,883.267,0.000,0.001,238941,1.00,13.97,0.000,0.000,0.000,6,9,10,29,11479,0.044,0.11,0.0064,0.110,636,0.037,0.000,0.076,0.000,3.11,1.69,7.87,0.00,0.000,1.00,1.00,1.00,0.037,0.00369,41.83,0.8652,13.56,1949.5,139738.2,49.317,0.1590,72.444,194.357,0.434,0.000,134758.5,72.434
160000,1397,1.441,0.052,8.06,26599,24259,602,0,1732,1,728542.2,7049.0,0.000,0.453,0.545,0.002,494,8.35,2.58,0.00,0.08,0.01,0.18,0.05,1.72,8.28,2.14,0.00,0.00,0.001,0.024,74,0.374,0.257,0.738,0.000,0.005,2516,1596,1,1.000,0.000,0.004,61335,0.091,0.230,0.001,72.59,8571,0,7049.000,0.000,0.000,226209,1.00,13.89,0.001,0.001,0.000,6,9,10,64,11658,0.044,0.06,0.0063,0.116,641,0.036,0.000,0.073,0.000,3.14,1.73,7.84,0.00,0.000,1.00,1.00,1.00,0.036,0.00363,41.85,0.8655,17.48,1947.2,139738.2,49.340,0.1602,72.427,195.543,0.435,0.000,134690.2,72.434
170000,1405,1.423,0.047,8.05,26507,24226,600,0,1673,0,728598.4,6945.4,0.000,0.448,0.550,0.002,547,8.22,2.42,0.00,0.00,0.03,0.88,0.02,0.77,8.16,2.13,0.00,0.00,0.001,0.025,75,0.376,0.244,0.754,0.000,0.001,2694,1769,1,0.954,0.046,0.002,43254,0.107,0.178,0.000,72.59,8677,0,6945.424,0.000,0.000,233801,1.00,14.12,0.000,0.000,0.000,6,9,10,45,11547,0.044,0.06,0.0064,0.112,643,0.037,0.000,0.073,0.001,3.11,1.70,7.89,0.00,0.000,1.00,1.00,1.00,0.037,0.00353,41.94,0.8515,15.17,1947.3,139738.2,49.245,0.1572,72.444,194.052,0.431,0.000,134787.1,72.434
180000,1383,1.473,0.055,8.02,27620,25352,586,0,1704,0,728343.9,7131.4,0.000,0.459,0.537,0.004,534,8.17,1.89,0.00,0.00,0.02,0.29,0.02,0.63,8.13,1.77,0.00,0.00,0.002,0.025,75,0.403,0.256,0.742,0.000,0.002,2883,1725,1,1.000,0.000,0.004,56221,0.097,0.249,0.001,72.60,8948,0,7131.410,0.000,0.000,261915,1.00,14.07,0.000,0.000,0.000,6,9,10,38,11302,0.043,0.06,0.0065,0.103,637,0.041,0.000,0.077,0.000,3.13,1.71,7.85,0.00,0.000,1.00,1.00,1.00,0.041,0.00363,41.79,0.8752,13.13,1956.2,139738.3,49.397,0.1622,72.417,194.352,0.439,0.000,134615.7,72.434
190000,1381,1.464,0.050,8.05,26927,24788,541,0,1600,0,727853.6,6943.4,0.000,0.457,0.539,0.004,537,8.29,2.57,0.01,0.19,0.05,0.70,0.00,0.00,8.23,2.15,0.00,0.00,0.002,0.028,65,0.349,0.251,0.747,0.000,0.002,2769,1502,2,0.844,0.000,0.000,42394,0.105,0.201,0.001,72.59,8701,0,6943.433,0.000,0.001,241362,1.00,14.00,0.000,0.000,0.000,6,9,10,57,11449,0.044,0.07,0.0064,0.110,639,0.038,0.000,0.074,0.000,3.11,1.74,7.83,0.00,0.001,1.00,1.00,1.00,0.038,0.00365,41.96,0.8527,20.03,1949.4,139738.3,49.222,0.1577,72.444,196.093,0.436,0.000,134720.7,72.434
200000,1345,1.474,0.057,8.09,26911,24701,610,0,1636,0,727155.9,7022.0,0.000,0.464,0.530,0.005,517,8.41,2.16,0.01,0.17,0.04,0.68,0.01,0.31,8.34,1.88,0.00,0.00,0.002,0.031,72,0.216,0.215,0.782,0.000,0.003,2638,1413,3,0.660,0.000,0.003,40334,0.116,0.265,0.001,72.60,8783,0,7021.998,0.000,0.000,239372,1.00,13.85,0.000,0.000,0.000,6,9,10,38,11306,0.043,0.12,0.0065,0.114,614,0.037,0.000,0.073,0.000,3.14,1.71,7.88,0.01,0.001,1.00,1.00,1.00,0.037,0.00382,41.76,0.8635,20.63,1938.4,139738.3,49.373,0.1612,72.428,195.599,0.438,0.000,134658.3,72.434
210000,1400,1.434,0.061,8.07,28032,25765,441,0,1771,2,725721.9,7069.6,0.000,0.480,0.514,0.006,532,8.12,2.28,0.00,0.05,0.04,0.86,0.03,1.06,8.05,1.86,0.00,0.00,0.002,0.026,83,0.177,0.250,0.747,0.000,0.003,2957,1497,2,0.697,0.016,0.002,32721,0.117,0.341,0.002,72.60,9004,0,3534.790,0.000,0.000,273806,1.00,14.28,0.000,0.000,0.000,6,9,10,45,11369,0.043,0.16,0.0064,0.100,640,0.041,0.000,0.079,0.000,3.08,1.64,7.83,0.00,0.000,1.00,1.00,1.00,0.041,0.00372,41.54,0.8705,18.18,1945.2,139738.3,49.549,0.1638,72.423,194.285,0.439,0.000,134552.7,72.434
220000,1402,1.420,0.061,8.12,30043,27778,358,0,1905,4,725771.2,7378.5,0.000,0.484,0.505,0.010,514,8.08,2.37,0.00,0.00,0.07,1.23,0.04,1.17,7.96,1.77,0.00,0.00,0.005,0.058,91,0.225,0.243,0.753,0.000,0.004,3317,1697,2,0.702,0.011,0.003,35428,0.119,0.332,0.002,72.60,9519,0,1844.616,0.000,0.001,300506,1.00,14.32,0.000,0.000,0.000,6,9,9,52,11324,0.043,0.18,0.0065,0.093,654,0.044,0.000,0.085,0.000,3.09,1.65,7.82,0.00,0.000,1.00,1.00,1.00,0.044,0.00370,41.51,0.9084,20.32,1965.9,139738.4,49.555,0.1703,72.434,195.729,0.434,0.000,134558.5,72.434
230000,1415,1.453,0.049,8.06,30668,28280,357,0,2018,1,725425.1,7598.9,0.000,0.475,0.518,0.008,532,7.85,1.85,0.00,0.03,0.05,0.60,0.03,0.56,7.77,1.75,0.00,0.00,0.003,0.041,86,0.329,0.253,0.741,0.000,0.006,3300,1934,3,0.602,0.000,0.005,32714,0.111,0.226,0.001,72.60,9462,0,7598.916,0.000,0.000,283740,1.00,14.55,0.000,0.000,0.000,6,8,9,26,11103,0.042,0.15,0.0066,0.107,649,0.042,0.000,0.088,0.000,3.04,1.60,7.80,0.00,0.000,1.00,1.00,1.00,0.042,0.00354,41.67,0.9320,17.16,1987.2,139738.4,49.419,0.1724,72.445,198.447,0.438,0.000,134667.6,72.434
240000,1398,1.434,0.049,8.08,29743,27268,452,0,2040,0,725631.9,7637.5,0.000,0.464,0.533,0.004,515,7.79,1.68,0.00,0.00,0.03,0.39,0.02,0.32,7.75,1.60,0.00,0.00,0.003,0.042,77,0.300,0.239,0.757,0.001,0.004,3156,1921,3,0.474,0.073,0.006,36274,0.107,0.199,0.001,72.61,9172,0,7637.457,0.000,0.001,246895,1.00,14.64,0.000,0.000,0.000,6,7,9,23,10897,0.042,0.07,0.0067,0.104,643,0.037,0.000,0.087,0.000,3.06,1.57,7.85,0.00,0.000,1.00,1.00,1.00,0.037,0.00352,41.81,0.9355,25.28,1972.0,139738.6,49.351,0.1709,72.441,198.509,0.436,0.000,134734.4,72.434
250000,1398,1.422,0.049,8.04,30249,27744,479,0,2026,0,726361.8,7744.8,0.000,0.465,0.531,0.004,513,8.01,1.86,0.00,0.00,0.02,0.42,0.01,0.20,7.98,1.77,0.00,0.00,0.001,0.022,59,0.391,0.244,0.754,0.000,0.002,3304,1918,3,0.654,0.000,0.001,31629,0.129,0.225,0.001,72.61,9506,0,7744.833,0.000,0.000,255415,1.00,14.24,0.000,0.000,0.000,6,9,9,33,11192,0.043,0.12,0.0065,0.108,651,0.039,0.000,0.089,0.000,3.08,1.59,7.87,0.00,0.000,1.00,1.00,1.00,0.039,0.00352,41.78,0.9470,10.11,1985.3,139738.6,49.340,0.1740,72.435,198.389,0.441,0.000,134744.0,72.434
260000,1401,1.400,0.054,8.12,29910,27471,398,0,2038,1,724450.1,7591.9,0.000,0.474,0.522,0.004,538,7.92,1.73,0.00,0.00,0.04,0.54,0.01,0.28,7.86,1.61,0.00,0.00,0.003,0.033,78,0.368,0.238,0.761,0.000,0.001,3236,1811,1,0.629,0.371,0.004,29505,0.122,0.272,0.001,72.60,9373,0,7591.873,0.000,0.000,263230,1.00,14.41,0.000,0.000,0.000,6,8,9,29,11093,0.042,0.14,0.0066,0.108,647,0.039,0.000,0.089,0.000,3.08,1.59,7.88,0.00,0.000,1.00,1.00,1.00,0.039,0.00356,41.60,0.9298,25.62,1972.5,139738.7,49.492,0.1690,72.429,196.273,0.441,0.000,134692.7,72.434
270000,1428,1.413,0.050,8.08,29808,27249,445,0,2087,0,725179.1,7684.1,0.000,0.480,0.517,0.004,497,7.71,1.61,0.00,0.00,0.02,0.22,0.00,0.00,7.70,1.60,0.00,0.00,0.002,0.023,68,0.347,0.262,0.736,0.000,0.002,3319,1892,2,0.661,0.000,0.000,30774,0.118,0.239,0.001,72.61,9430,0,7684.071,0.000,0.000,278017,1.00,14.77,0.000,0.000,0.000,6,7,9,27,11014,0.042,0.16,0.0066,0.104,667,0.041,0.000,0.090,0.001,3.05,1.50,7.83,0.00,0.000,1.00,1.00,1.00,0.041,0.00352,41.55,0.9390,17.60,1952.3,139738.7,49.515,0.1714,72.438,195.305,0.434,0.000,134731.2,72.434
280000,1434,1.380,0.050,8.01,30110,27467,428,0,2209,0,723775.6,7651.6,0.000,0.486,0.510,0.004,514,7.64,2.24,0.00,0.00,0.01,0.31,0.02,0.39,7.60,2.16,0.00,0.00,0.001,0.016,65,0.372,0.248,0.751,0.000,0.001,3651,2018,2,0.561,0.003,0.003,31277,0.117,0.230,0.001,72.61,9541,0,7651.581,0.000,0.000,305534,1.00,15.00,0.001,0.000,0.000,6,7,9,64,10950,0.042,0.11,0.0066,0.112,671,0.044,0.000,0.091,0.000,3.02,1.43,7.86,0.00,0.000,1.00,1.00,1.00,0.044,0.00350,41.41,0.9384,19.72,1949.2,139738.7,49.717,0.1730,72.438,193.098,0.436,0.000,134769.5,72.434
290000,1427,1.402,0.046,8.01,30109,27464,421,0,2231,1,723614.1,7716.1,0.000,0.495,0.501,0.004,547,7.88,1.80,0.00,0.00,0.03,0.36,0.00,0.08,7.85,1.75,0.00,0.00,0.003,0.040,70,0.443,0.254,0.743,0.000,0.003,3611,2177,2,0.643,0.000,0.002,27314,0.123,0.184,0.000,72.61,9244,0,7716.075,0.000,0.000,323043,1.00,14.48,0.000,0.000,0.000,6,7,9,32,11249,0.043,0.08,0.0065,0.111,666,0.046,0.000,0.092,0.000,3.08,1.58,7.84,0.00,0.000,1.00,1.00,1.00,0.046,0.00357,41.31,0.9473,12.64,1961.6,139738.8,49.836,0.1764,72.437,193.801,0.434,0.000,134801.3,72.434
300000,1434,1.369,0.045,8.04,29614,26955,445,0,2207,1,723572.9,7636.2,0.000,0.485,0.512,0.003,532,7.81,1.94,0.00,0.00,0.03,0.81,0.00,0.06,7.77,1.66,0.00,0.00,0.002,0.032,64,0.387,0.251,0.747,0.000,0.002,3326,2102,2,0.547,0.000,0.002,28275,0.114,0.173,0.000,72.61,9238,0,7636.202,0.000,0.000,274616,1.00,14.60,0.000,0.000,0.000,6,7,9,47,11199,0.043,0.06,0.0065,0.112,682,0.040,0.000,0.090,0.000,3.04,1.49,7.83,0.00,0.000,1.00,1.00,1.00,0.040,0.00354,41.40,0.9368,20.36,1951.6,139738.8,49.774,0.1724,72.441,195.527,0.441,0.000,134868.4,72.434
310000,1412,1.404,0.049,8.05,29817,27100,446,0,2293,0,722680.3,7737.8,0.000,0.489,0.508,0.003,532,7.78,2.09,0.00,0.03,0.02,0.32,0.04,1.00,7.72,1.77,0.00,0.00,0.001,0.016,62,0.431,0.244,0.754,0.000,0.002,3579,2127,2,0.520,0.000,0.003,29265,0.114,0.198,0.001,72.61,9586,0,7737.809,0.000,0.000,289194,1.00,14.74,0.000,0.000,0.000,6,7,9,43,10983,0.042,0.06,0.0066,0.110,658,0.041,0.000,0.091,0.000,3.03,1.45,7.88,0.00,0.000,1.00,1.00,1.00,0.041,0.00359,41.31,0.9498,21.74,1943.3,139738.9,49.858,0.1758,72.427,192.474,0.434,0.000,134799.2,72.434
320000,1424,1.394,0.047,8.04,29517,26821,437,0,2247,0,723114.2,7673.2,0.000,0.491,0.507,0.002,545,7.80,2.54,0.00,0.00,0.01,0.23,0.04,1.10,7.75,2.35,0.00,0.00,0.002,0.032,62,0.386,0.247,0.749,0.000,0.004,3579,2027,2,0.539,0.000,0.003,27186,0.123,0.193,0.001,72.60,9479,0,7673.200,0.000,0.000,284969,1.00,14.72,0.001,0.000,0.000,6,7,9,64,11109,0.042,0.08,0.0065,0.111,656,0.041,0.000,0.090,0.000,3.04,1.47,7.85,0.00,0.000,1.00,1.00,1.00,0.041,0.00355,41.31,0.9373,16.09,1978.6,139738.9,49.846,0.1705,72.433,193.764,0.437,0.000,134786.9,72.434
330000,1440,1.400,0.047,8.01,29380,26781,427,0,2156,0,723237.6,7489.8,0.000,0.489,0.508,0.003,529,7.67,1.88,0.00,0.00,0.01,0.15,0.00,0.06,7.66,1.86,0.00,0.00,0.000,0.009,74,0.368,0.269,0.728,0.000,0.003,3464,2070,2,0.535,0.000,0.001,29062,0.116,0.187,0.001,72.61,9225,0,7489.767,0.000,0.000,285918,1.00,14.92,0.000,0.000,0.000,6,7,9,33,11042,0.042,0.09,0.0066,0.106,668,0.041,0.000,0.091,0.000,3.01,1.46,7.82,0.00,0.000,1.00,1.00,1.00,0.041,0.00350,41.33,0.9180,12.76,1936.8,139739.0,49.811,0.1693,72.434,195.074,0.437,0.000,134790.7,72.434
340000,1426,1.378,0.046,8.02,29230,26619,475,0,2150,2,723181.6,7575.0,0.000,0.491,0.507,0.002,551,7.64,1.82,0.00,0.00,0.01,0.23,0.01,0.26,7.62,1.75,0.00,0.00,0.001,0.013,69,0.426,0.245,0.752,0.000,0.002,3516,1882,2,0.504,0.000,0.004,31754,0.114,0.164,0.000,72.60,9129,0,3787.498,0.000,0.000,289257,1.00,14.97,0.000,0.000,0.000,6,7,9,42,10897,0.042,0.05,0.0067,0.107,681,0.041,0.000,0.090,0.000,3.01,1.42,7.86,0.00,0.000,1.00,1.00,1.00,0.041,0.00356,41.35,0.9265,15.11,1925.3,139739.0,49.842,0.1688,72.443,194.352,0.428,0.000,134877.8,72.434
350000,1419,1.390,0.045,8.02,29622,27002,385,0,2242,0,720733.9,7562.0,0.000,0.507,0.489,0.003,544,7.70,2.59,0.00,0.00,0.04,0.70,0.01,0.18,7.65,2.43,0.00,0.00,0.003,0.039,70,0.529,0.246,0.750,0.000,0.004,3804,1970,2,0.600,0.000,0.004,29752,0.118,0.140,0.000,72.60,9227,0,7561.998,0.000,0.001,318340,1.00,14.97,0.001,0.000,0.000,6,7,9,64,10930,0.042,0.06,0.0066,0.111,672,0.044,0.000,0.091,0.000,3.01,1.40,7.85,0.00,0.000,1.00,1.00,1.00,0.044,0.00365,41.00,0.9245,20.54,1904.1,139739.1,50.174,0.1677,72.436,190.480,0.432,0.000,134902.9,72.434
