step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
10000,1944,1.481,0.044,8.75,61660,58863,233,0,2103,1801,1147990.5,66311.8,0.018,0.470,0.492,0.021,459,9.13,1.93,0.02,0.44,0.00,0.02,0.01,0.26,9.10,1.79,0.00,0.00,0.000,0.002,81,0.447,0.241,0.754,0.000,0.005,41131,35733,1,1.000,0.000,0.001,293482,0.152,0.057,0.000,104.46,27007,0,36.819,0.000,0.000,1129975,1.00,13.26,0.000,0.001,0.000,7,9,11,32,17748,0.068,0.45,0.0065,0.059,631,0.117,0.000,0.197,0.267,3.15,1.97,7.47,0.00,0.000,1.00,1.01,1.01,0.117,0.00419,58.83,10.1433,13.85,136066.9,140074.5,0.097,3.5117,114.564,830.597,0.997,0.452,52.1,57.277
20000,1996,1.414,0.044,8.74,50056,47612,423,0,1969,11,1042972.6,11954.6,0.000,0.380,0.616,0.003,484,8.61,2.27,0.03,0.64,0.01,0.26,0.00,0.00,8.58,1.97,0.00,0.00,0.000,0.009,108,0.187,0.219,0.780,0.000,0.001,5883,3796,1,0.996,0.004,0.000,15069,0.127,0.061,0.000,104.65,17777,0,1086.786,0.000,0.000,494280,1.01,14.30,0.000,0.000,0.000,6,9,10,47,17195,0.066,0.00,0.0061,0.050,668,0.066,0.000,0.139,0.000,3.10,1.81,7.46,0.00,0.001,1.00,1.01,1.01,0.066,0.00319,59.09,1.3347,16.96,136132.5,140074.5,0.108,0.1389,104.514,515.926,0.997,0.449,52.1,52.257
30000,2025,1.405,0.045,8.80,54065,51235,396,0,2405,26,1041607.4,12254.1,0.000,0.350,0.644,0.006,479,7.96,1.91,0.03,0.66,0.02,0.43,0.01,0.27,7.90,1.68,0.00,0.00,0.001,0.027,107,0.280,0.220,0.775,0.000,0.005,6869,3796,1,0.998,0.002,0.000,21155,0.124,0.061,0.000,104.31,18775,0,471.313,0.000,0.000,589053,1.01,15.09,0.000,0.000,0.000,6,8,10,40,16111,0.061,0.00,0.0065,0.046,669,0.082,0.000,0.139,0.000,3.10,1.88,7.41,0.00,0.001,1.00,1.01,1.01,0.082,0.00270,59.41,1.3738,11.01,136117.4,140074.5,0.118,0.1491,104.158,514.593,0.996,0.449,51.2,52.079
40000,2076,1.344,0.042,9.04,54180,51281,366,0,2482,9,1031120.6,11787.9,0.000,0.365,0.632,0.002,480,7.88,1.75,0.02,0.57,0.00,0.16,0.00,0.00,7.85,1.54,0.00,0.00,0.000,0.005,84,0.326,0.250,0.744,0.000,0.005,7632,4884,1,1.000,0.000,0.000,9195,0.132,0.058,0.000,103.16,17802,0,1309.769,0.000,0.000,734104,1.01,14.83,0.000,0.000,0.000,7,8,10,34,16363,0.062,0.00,0.0063,0.044,694,0.097,0.000,0.139,0.000,3.20,1.97,7.70,0.00,0.000,1.00,1.01,1.01,0.097,0.00257,60.56,1.3258,12.23,136218.7,140074.5,0.128,0.1469,103.019,506.580,0.997,0.449,52.2,51.509
50000,2045,1.357,0.041,9.34,52373,49514,412,0,2478,6,1025601.1,11418.6,0.000,0.386,0.614,0.000,476,7.78,1.60,0.02,0.46,0.00,0.00,0.00,0.07,7.75,1.49,0.00,0.00,0.000,0.000,68,0.347,0.244,0.753,0.000,0.003,7709,5404,1,0.987,0.013,0.000,6135,0.130,0.060,0.000,102.59,17363,0,1903.099,0.000,0.000,797249,1.01,14.84,0.000,0.000,0.000,7,8,9,29,15902,0.061,0.00,0.0065,0.053,676,0.100,0.000,0.135,0.000,3.22,1.95,7.84,0.00,0.000,1.00,1.01,1.01,0.100,0.00270,61.12,1.2878,16.91,136249.6,140074.5,0.127,0.1455,102.449,498.911,0.996,0.448,51.2,51.225
60000,2029,1.376,0.040,10.37,50555,47630,485,0,2456,1,1022472.0,11104.2,0.000,0.389,0.611,0.000,461,7.69,1.32,0.00,0.02,0.00,0.04,0.00,0.07,7.68,1.30,0.00,0.00,0.000,0.002,60,0.391,0.235,0.762,0.000,0.003,6966,4686,1,1.000,0.000,0.000,5170,0.123,0.056,0.000,102.13,17695,0,11104.160,0.000,0.000,667512,1.00,14.89,0.000,0.000,0.000,7,8,9,24,15593,0.059,0.00,0.0066,0.051,688,0.084,0.000,0.124,0.000,3.25,1.99,7.93,0.00,0.000,1.00,1.00,1.00,0.084,0.00277,61.59,1.2566,16.98,136264.9,140074.5,0.120,0.1461,101.987,494.501,0.996,0.448,50.9,50.993
70000,2017,1.344,0.040,10.60,49972,46804,606,0,2574,0,1019781.1,11157.1,0.000,0.392,0.608,0.000,447,7.63,1.35,0.01,0.32,0.00,0.00,0.00,0.00,7.62,1.30,0.00,0.00,0.000,0.000,62,0.459,0.221,0.776,0.000,0.003,6343,4264,1,1.000,0.000,0.000,5574,0.126,0.056,0.000,101.75,18579,0,11157.064,0.000,0.000,568178,1.00,15.01,0.000,0.000,0.000,7,7,9,23,15387,0.059,0.00,0.0066,0.051,667,0.071,0.000,0.116,0.000,3.23,2.01,7.91,0.00,0.000,1.00,1.00,1.01,0.071,0.00280,61.98,1.2693,15.57,136343.5,140074.5,0.108,0.1536,101.607,492.495,0.998,0.447,50.4,50.803
80000,2012,1.375,0.040,10.71,49747,46643,596,0,2513,0,1019982.6,11008.2,0.000,0.393,0.607,0.000,462,7.66,1.66,0.00,0.05,0.00,0.02,0.00,0.13,7.66,1.66,0.00,0.00,0.000,0.002,60,0.467,0.215,0.781,0.000,0.003,6329,4033,1,1.000,0.000,0.000,4796,0.121,0.054,0.000,101.73,19512,0,11008.169,0.000,0.000,546232,1.00,14.94,0.000,0.000,0.000,7,7,9,58,15413,0.059,0.00,0.0066,0.054,675,0.068,0.000,0.114,0.000,3.25,2.00,7.94,0.00,0.000,1.00,1.00,1.00,0.068,0.00281,62.00,1.2494,12.86,136300.8,140074.5,0.110,0.1487,101.582,492.909,0.996,0.447,50.5,50.791
90000,2029,1.347,0.039,10.76,49886,46819,635,0,2415,0,1019776.4,11000.0,0.000,0.392,0.608,0.000,390,7.54,1.43,0.00,0.18,0.00,0.00,0.00,0.00,7.54,1.42,0.00,0.00,0.000,0.000,69,0.555,0.221,0.778,0.000,0.001,6330,3628,1,1.000,0.000,0.000,5626,0.117,0.059,0.000,101.67,19582,0,10999.971,0.000,0.000,541260,1.00,15.17,0.000,0.000,0.000,7,7,9,25,15301,0.058,0.00,0.0067,0.054,685,0.068,0.000,0.113,0.000,3.23,2.03,7.93,0.00,0.000,1.00,1.00,1.00,0.068,0.00278,62.06,1.2483,16.57,136344.4,140074.5,0.103,0.1478,101.530,492.872,0.997,0.447,50.4,50.765
100000,2049,1.320,0.040,10.77,49559,46346,675,0,2518,0,1019424.1,11059.6,0.000,0.398,0.602,0.000,409,7.59,1.53,0.01,0.28,0.00,0.00,0.01,0.31,7.57,1.48,0.00,0.00,0.000,0.000,66,0.503,0.235,0.759,0.000,0.005,6446,3584,1,1.000,0.000,0.000,5746,0.132,0.058,0.000,101.66,20242,0,11059.611,0.000,0.000,561980,1.00,15.09,0.000,0.000,0.000,7,7,9,22,15553,0.059,0.00,0.0066,0.050,671,0.069,0.000,0.111,0.000,3.22,2.02,7.91,0.00,0.000,1.00,1.00,1.01,0.069,0.00277,62.07,1.2566,15.11,136346.6,140074.5,0.108,0.1506,101.513,492.935,0.996,0.447,51.3,50.756
110000,2034,1.357,0.039,10.86,49336,46252,648,0,2451,0,1019868.4,10924.5,0.000,0.399,0.601,0.000,410,7.61,1.56,0.02,0.53,0.00,0.07,0.01,0.27,7.58,1.45,0.00,0.00,0.000,0.004,58,0.509,0.222,0.774,0.000,0.004,6387,3406,1,0.991,0.009,0.000,5288,0.130,0.058,0.000,101.78,20330,0,10924.454,0.000,0.000,543386,1.01,15.03,0.000,0.000,0.000,7,7,9,26,15477,0.059,0.00,0.0066,0.055,680,0.066,0.000,0.111,0.000,3.22,2.02,7.92,0.00,0.000,1.00,1.01,1.01,0.066,0.00282,61.96,1.2402,17.65,136314.3,140074.5,0.102,0.1474,101.627,492.082,0.998,0.447,50.8,50.814
120000,2032,1.373,0.040,10.86,49561,46386,663,0,2514,0,1020204.1,11088.6,0.000,0.404,0.596,0.000,445,7.67,1.56,0.03,0.52,0.00,0.00,0.01,0.21,7.63,1.39,0.00,0.00,0.000,0.000,66,0.450,0.230,0.765,0.000,0.005,6283,3081,1,0.991,0.009,0.001,5269,0.119,0.057,0.000,101.93,20600,0,11088.606,0.000,0.000,541935,1.01,14.92,0.000,0.000,0.000,7,8,8,32,15592,0.059,0.00,0.0066,0.048,696,0.066,0.000,0.111,0.000,3.22,2.04,7.92,0.00,0.000,1.00,1.01,1.02,0.066,0.00288,61.80,1.2578,15.53,136271.7,140074.5,0.103,0.1490,101.780,491.393,0.996,0.447,50.9,50.890
130000,2028,1.368,0.039,10.87,49334,46263,667,0,2408,1,1020049.2,10970.6,0.000,0.403,0.597,0.000,440,7.62,1.31,0.00,0.08,0.01,0.29,0.01,0.32,7.60,1.31,0.00,0.00,0.000,0.019,62,0.496,0.224,0.771,0.000,0.005,6180,2989,1,1.000,0.000,0.001,7388,0.128,0.058,0.000,101.90,20488,0,10970.572,0.000,0.000,542505,1.00,14.97,0.000,0.000,0.000,7,7,9,24,15456,0.059,0.00,0.0066,0.047,681,0.066,0.000,0.111,0.000,3.22,2.03,7.93,0.00,0.000,1.00,1.00,1.00,0.066,0.00288,61.84,1.2440,16.16,136305.4,140074.5,0.103,0.1467,101.758,491.968,0.997,0.447,50.6,50.879
