step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,1840,1.379,0.040,8.22,47226,43947,497,0,2786,0,931685.6,11343.5,0.001,0.353,0.646,0.001,482,8.06,1.75,0.02,0.55,0.00,0.13,0.00,0.05,8.03,1.58,0.00,0.00,0.000,0.007,84,0.773,0.199,0.796,0.000,0.005,4019,3495,2,0.905,0.000,0.001,15123,0.094,0.057,0.000,92.72,8942,0,11343.471,0.000,0.000,299312,1.01,15.85,0.000,0.000,0.000,7,8,8,31,14832,0.057,0.00,0.0063,0.064,681,0.046,0.000,0.111,0.000,3.38,2.02,7.73,0.00,0.001,1.00,1.01,1.01,0.046,0.00269,58.10,1.3322,16.53,10191.1,140075.3,13.016,0.1977,92.518,601.981,0.825,0.000,126393.3,92.528
120000,1836,1.377,0.040,8.21,47348,44040,515,0,2797,2,931216.5,11340.9,0.001,0.352,0.646,0.001,463,8.11,2.57,0.03,0.56,0.00,0.02,0.00,0.00,8.07,2.28,0.00,0.00,0.001,0.023,75,0.748,0.211,0.786,0.000,0.002,3943,3476,2,0.907,0.000,0.000,15177,0.097,0.055,0.000,92.70,9103,0,5670.436,0.000,0.001,298903,1.01,15.83,0.000,0.000,0.000,7,8,8,60,14881,0.057,0.00,0.0063,0.050,673,0.046,0.000,0.110,0.000,3.37,2.03,7.70,0.00,0.000,1.00,1.01,1.01,0.046,0.00268,58.19,1.3326,17.38,10488.4,140075.4,12.953,0.1982,92.500,602.934,0.823,0.000,126104.9,92.528
130000,1836,1.363,0.039,8.22,47260,43922,536,0,2802,0,931822.7,11403.9,0.001,0.350,0.648,0.002,526,8.22,1.92,0.05,0.82,0.02,0.63,0.00,0.09,8.15,1.45,0.00,0.00,0.000,0.019,80,0.771,0.212,0.786,0.000,0.002,3942,3446,2,0.901,0.000,0.001,14694,0.100,0.055,0.000,92.73,9104,0,11403.906,0.000,0.001,293869,1.01,15.60,0.000,0.000,0.000,8,8,9,34,15094,0.058,0.00,0.0062,0.064,677,0.046,0.000,0.109,0.000,3.37,2.05,7.79,0.00,0.001,1.00,1.02,1.02,0.046,0.00267,58.29,1.3418,17.01,10494.0,140075.5,12.822,0.2013,92.532,603.864,0.825,0.000,126140.9,92.528
140000,1814,1.384,0.039,8.49,46800,43587,527,0,2708,0,933247.9,11353.8,0.001,0.344,0.648,0.007,501,8.22,1.61,0.02,0.38,0.00,0.12,0.00,0.07,8.20,1.49,0.00,0.00,0.000,0.008,78,0.625,0.206,0.792,0.000,0.002,3793,3217,1,1.000,0.000,0.001,13600,0.106,0.057,0.000,92.75,9728,0,11353.762,0.000,0.001,281735,1.00,15.21,0.000,0.000,0.000,7,8,9,27,14913,0.057,0.00,0.0063,0.060,657,0.045,0.000,0.107,0.000,3.35,2.02,7.80,0.00,0.000,1.00,1.01,1.01,0.045,0.00268,58.14,1.3320,21.78,10253.7,140075.6,12.951,0.1959,92.551,597.936,0.820,0.000,126369.0,92.528
150000,1808,1.385,0.039,9.11,45701,42598,599,0,2510,0,933817.2,11362.0,0.001,0.330,0.645,0.024,487,8.56,2.24,0.07,1.03,0.00,0.02,0.00,0.11,8.48,1.69,0.00,0.00,0.000,0.001,107,0.367,0.211,0.786,0.000,0.003,3547,2632,1,0.542,0.458,0.002,15875,0.115,0.056,0.000,92.83,11540,0,11361.964,0.000,0.000,246583,1.02,14.26,0.000,0.000,0.000,7,8,9,44,15477,0.059,0.00,0.0061,0.056,652,0.041,0.000,0.099,0.000,3.28,2.01,7.77,0.00,0.001,1.00,1.02,1.03,0.041,0.00262,57.33,1.3310,21.74,9224.7,140075.7,13.686,0.1945,92.632,579.555,0.801,0.000,127405.3,92.528
160000,1780,1.471,0.039,9.62,44218,41426,627,0,2193,4,933788.1,11387.4,0.000,0.312,0.642,0.046,494,8.72,1.92,0.06,0.68,0.01,0.20,0.01,0.21,8.65,1.66,0.00,0.00,0.001,0.021,90,0.590,0.206,0.792,0.000,0.002,3056,2371,2,0.790,0.009,0.001,16629,0.138,0.056,0.000,92.84,13188,0,2846.843,0.000,0.001,199052,1.02,13.39,0.000,0.000,0.000,7,9,9,37,15526,0.059,0.00,0.0061,0.056,652,0.036,0.000,0.089,0.000,3.24,1.98,7.79,0.00,0.001,1.00,1.02,1.04,0.036,0.00258,56.17,1.3238,17.36,8006.5,140075.8,14.833,0.1852,92.639,555.253,0.786,0.000,128508.1,92.528
170000,1772,1.432,0.037,9.84,43093,40448,691,0,1962,2,933412.0,11241.2,0.000,0.303,0.639,0.059,467,8.83,1.64,0.07,0.91,0.00,0.09,0.00,0.00,8.76,1.41,0.00,0.00,0.000,0.007,86,0.678,0.213,0.784,0.000,0.003,2829,2495,2,0.907,0.000,0.000,17880,0.135,0.051,0.000,92.77,13580,0,5620.612,0.000,0.000,172912,1.03,12.91,0.000,0.000,0.000,7,9,10,31,15654,0.060,0.00,0.0060,0.065,646,0.032,0.000,0.085,0.000,3.24,1.98,7.84,0.00,0.001,1.01,1.03,1.05,0.032,0.00255,55.44,1.3064,15.74,7439.3,140075.9,15.636,0.1822,92.596,542.783,0.780,0.000,129183.3,92.528
180000,1755,1.504,0.037,9.84,42962,40363,720,0,1896,4,932664.1,11240.5,0.000,0.302,0.636,0.062,489,8.83,1.99,0.06,0.80,0.02,0.49,0.01,0.24,8.75,1.55,0.00,0.00,0.001,0.016,88,0.684,0.208,0.789,0.000,0.003,2810,2582,2,0.913,0.000,0.001,17461,0.149,0.052,0.000,92.73,14069,0,2810.126,0.000,0.000,166915,1.02,12.96,0.000,0.000,0.000,6,9,9,32,15499,0.059,0.00,0.0061,0.059,641,0.031,0.000,0.084,0.000,3.25,1.93,7.84,0.00,0.000,1.00,1.02,1.03,0.031,0.00256,55.26,1.3041,16.34,7267.3,140076.0,15.854,0.1798,92.535,540.142,0.783,0.000,129251.3,92.528
190000,1770,1.442,0.037,9.87,43094,40395,730,0,1954,0,931694.0,11298.3,0.000,0.302,0.636,0.062,485,8.83,1.80,0.05,0.69,0.00,0.03,0.00,0.00,8.78,1.61,0.00,0.00,0.000,0.006,94,0.702,0.207,0.790,0.000,0.003,2824,2597,2,0.924,0.000,0.000,14414,0.164,0.055,0.000,92.70,14437,0,11298.253,0.000,0.000,174414,1.02,12.91,0.000,0.000,0.000,7,9,9,39,15634,0.060,0.00,0.0060,0.053,661,0.032,0.000,0.085,0.000,3.24,1.93,7.83,0.00,0.000,1.00,1.02,1.03,0.032,0.00254,55.02,1.3152,21.33,7385.1,140076.1,16.117,0.1845,92.525,538.609,0.782,0.000,129213.0,92.528
200000,1774,1.443,0.038,9.88,43271,40747,709,0,1811,2,932283.0,11238.7,0.000,0.298,0.640,0.061,459,8.89,1.90,0.06,0.73,0.00,0.07,0.00,0.00,8.82,1.65,0.00,0.00,0.000,0.009,100,0.666,0.207,0.790,0.000,0.003,2813,2537,2,0.927,0.000,0.000,16815,0.148,0.051,0.000,92.71,15231,0,5619.372,0.000,0.000,164328,1.02,12.86,0.000,0.000,0.000,7,9,10,35,15764,0.060,0.00,0.0060,0.064,658,0.031,0.000,0.085,0.000,3.22,1.93,7.84,0.00,0.000,1.00,1.02,1.03,0.031,0.00251,55.03,1.3028,13.69,7343.0,140076.2,16.094,0.1794,92.531,540.095,0.784,0.000,129241.8,92.528
210000,1801,1.433,0.037,9.89,42825,40347,692,0,1759,2,931839.6,11116.7,0.000,0.299,0.638,0.062,478,8.84,2.31,0.09,1.13,0.01,0.24,0.01,0.40,8.72,1.61,0.00,0.00,0.000,0.005,93,0.701,0.214,0.786,0.000,0.001,2785,2461,2,0.933,0.000,0.001,19936,0.130,0.054,0.000,92.71,15149,0,5558.326,0.000,0.000,160212,1.03,12.93,0.000,0.000,0.000,7,9,9,56,15914,0.061,0.00,0.0059,0.063,666,0.030,0.000,0.084,0.000,3.22,1.94,7.80,0.00,0.001,1.01,1.03,1.05,0.030,0.00248,55.09,1.2889,20.49,7255.6,140076.3,16.040,0.1763,92.536,540.439,0.782,0.000,129315.6,92.528
220000,1767,1.435,0.038,9.88,43165,40593,729,0,1877,1,931815.1,11273.0,0.000,0.298,0.640,0.062,478,8.86,1.74,0.05,0.59,0.00,0.12,0.00,0.14,8.80,1.60,0.00,0.00,0.000,0.010,92,0.727,0.217,0.780,0.000,0.002,2766,2428,2,0.934,0.000,0.001,14874,0.151,0.052,0.000,92.71,15655,0,11273.043,0.000,0.000,160172,1.02,12.83,0.000,0.000,0.000,7,9,9,30,15658,0.060,0.00,0.0060,0.055,650,0.030,0.000,0.084,0.000,3.23,1.95,7.83,0.00,0.001,1.00,1.02,1.03,0.030,0.00252,55.10,1.3089,16.06,7293.9,140076.4,16.031,0.1818,92.527,540.897,0.783,0.000,129305.8,92.528
230000,1785,1.454,0.038,9.89,43167,40801,707,0,1641,5,931912.5,11080.2,0.000,0.299,0.639,0.061,467,8.86,2.24,0.05,0.68,0.00,0.04,0.00,0.02,8.81,1.99,0.00,0.00,0.000,0.006,92,0.718,0.222,0.774,0.000,0.004,2762,2377,2,0.939,0.000,0.001,14514,0.156,0.053,0.000,92.70,15448,0,2216.032,0.000,0.001,159450,1.01,12.85,0.000,0.001,0.000,7,9,9,61,15817,0.060,0.00,0.0059,0.055,668,0.030,0.000,0.085,0.000,3.19,1.93,7.82,0.00,0.000,1.00,1.02,1.02,0.030,0.00251,55.12,1.2810,20.24,7318.9,140076.5,16.022,0.1724,92.521,540.155,0.782,0.000,129230.9,92.528
240000,1736,1.494,0.039,9.92,43103,40752,691,0,1709,2,931474.2,11022.1,0.000,0.299,0.639,0.062,463,8.89,1.83,0.06,0.75,0.01,0.34,0.01,0.24,8.82,1.51,0.00,0.00,0.000,0.013,77,0.711,0.195,0.804,0.000,0.001,2734,2352,2,0.944,0.000,0.001,16215,0.146,0.055,0.000,92.69,15347,0,5511.028,0.000,0.000,164927,1.02,12.75,0.000,0.001,0.000,8,9,9,33,15439,0.059,0.00,0.0061,0.059,642,0.031,0.000,0.086,0.000,3.23,1.90,7.88,0.00,0.000,1.00,1.02,1.03,0.031,0.00258,55.02,1.2753,19.45,7391.5,140076.6,16.126,0.1729,92.520,540.561,0.780,0.000,129143.1,92.528
250000,1762,1.461,0.038,9.90,42817,40351,693,0,1747,1,931975.4,11020.9,0.000,0.297,0.642,0.060,475,8.95,1.60,0.05,0.56,0.01,0.33,0.01,0.21,8.89,1.43,0.00,0.00,0.000,0.011,103,0.722,0.210,0.788,0.000,0.002,2766,2381,2,0.947,0.000,0.001,18363,0.136,0.050,0.000,92.70,15504,0,11020.913,0.000,0.000,159488,1.02,12.68,0.000,0.000,0.000,8,9,10,30,15776,0.060,0.00,0.0059,0.056,653,0.030,0.000,0.085,0.000,3.23,1.98,7.85,0.00,0.000,1.00,1.02,1.03,0.030,0.00254,55.09,1.2763,13.34,7401.6,140076.7,16.049,0.1745,92.531,542.110,0.782,0.000,129166.2,92.528
260000,1759,1.430,0.038,9.91,42978,40434,707,0,1840,0,932271.9,11142.9,0.000,0.298,0.641,0.061,469,8.90,2.12,0.04,0.87,0.02,0.64,0.01,0.24,8.83,1.65,0.00,0.00,0.001,0.016,90,0.724,0.189,0.807,0.000,0.003,2661,2288,2,0.948,0.000,0.001,18390,0.118,0.048,0.000,92.70,15307,0,11142.883,0.000,0.000,158022,1.01,12.75,0.000,0.000,0.000,7,9,9,52,15661,0.060,0.00,0.0060,0.063,655,0.030,0.000,0.085,0.000,3.22,1.93,7.84,0.00,0.001,1.00,1.02,1.02,0.030,0.00254,55.17,1.2938,10.79,7434.8,140076.8,15.963,0.1794,92.531,542.789,0.786,0.000,129193.5,92.528
270000,1759,1.448,0.037,9.89,43059,40564,690,0,1805,0,932541.6,11134.4,0.000,0.298,0.641,0.061,474,8.79,1.85,0.05,0.62,0.00,0.05,0.00,0.02,8.74,1.51,0.00,0.00,0.000,0.007,78,0.731,0.197,0.800,0.000,0.002,2705,2182,2,0.936,0.000,0.001,16129,0.147,0.050,0.000,92.71,15498,0,11134.396,0.000,0.000,159394,1.02,12.86,0.000,0.000,0.000,7,9,9,46,15466,0.059,0.00,0.0061,0.052,652,0.030,0.000,0.086,0.000,3.23,1.94,7.82,0.00,0.000,1.00,1.02,1.03,0.030,0.00255,55.13,1.2919,14.03,7369.0,140076.9,15.998,0.1778,92.533,541.712,0.786,0.000,129237.6,92.528
280000,1776,1.432,0.037,9.88,43048,40535,684,0,1812,5,932110.1,11142.7,0.000,0.299,0.639,0.062,470,8.86,2.10,0.06,0.90,0.01,0.24,0.01,0.23,8.79,1.84,0.00,0.00,0.000,0.008,89,0.683,0.213,0.781,0.000,0.006,2667,2195,2,0.934,0.000,0.001,15149,0.152,0.053,0.000,92.73,15595,0,2228.532,0.000,0.001,160923,1.02,12.86,0.000,0.000,0.000,7,9,9,58,15735,0.060,0.00,0.0060,0.060,656,0.030,0.000,0.085,0.000,3.24,1.96,7.83,0.00,0.001,1.01,1.02,1.03,0.030,0.00253,55.22,1.2926,17.90,7163.5,140077.0,15.898,0.1777,92.549,539.410,0.778,0.000,129445.4,92.528
290000,1770,1.463,0.037,9.87,43128,40554,703,0,1877,0,931726.4,11148.6,0.000,0.299,0.639,0.061,468,8.84,2.17,0.06,0.66,0.00,0.07,0.00,0.00,8.78,1.96,0.00,0.00,0.000,0.006,94,0.707,0.201,0.797,0.000,0.002,2738,2240,2,0.931,0.000,0.000,15594,0.152,0.053,0.000,92.70,15764,0,11148.625,0.000,0.000,162011,1.02,12.91,0.000,0.000,0.000,7,9,9,61,15650,0.060,0.00,0.0060,0.057,660,0.030,0.000,0.085,0.000,3.23,1.98,7.79,0.00,0.000,1.00,1.02,1.04,0.030,0.00253,55.17,1.2957,16.67,7213.2,140077.1,15.968,0.1807,92.519,538.912,0.779,0.000,129350.5,92.528
300000,1770,1.460,0.037,9.87,42934,40436,718,0,1780,0,932454.3,11090.1,0.000,0.297,0.641,0.062,473,8.89,1.84,0.04,0.55,0.01,0.23,0.01,0.17,8.84,1.58,0.00,0.00,0.001,0.013,93,0.707,0.199,0.799,0.000,0.002,2724,2159,2,0.927,0.000,0.001,15890,0.152,0.053,0.000,92.69,15568,0,11090.146,0.000,0.000,157903,1.01,12.81,0.000,0.000,0.000,7,9,9,42,15740,0.060,0.00,0.0060,0.056,655,0.030,0.000,0.083,0.000,3.25,1.96,7.87,0.00,0.001,1.00,1.01,1.02,0.030,0.00252,55.32,1.2861,16.37,7323.6,140077.2,15.830,0.1768,92.518,540.840,0.782,0.000,129245.9,92.528
310000,1772,1.457,0.037,9.87,43170,40683,720,0,1765,0,931938.0,11175.7,0.000,0.301,0.637,0.062,477,8.86,1.81,0.03,0.49,0.01,0.39,0.00,0.05,8.82,1.59,0.00,0.00,0.001,0.014,87,0.721,0.203,0.794,0.000,0.003,2880,2227,2,0.928,0.000,0.001,19423,0.143,0.053,0.000,92.71,15746,0,11175.721,0.000,0.001,165684,1.01,12.84,0.000,0.000,0.000,7,9,9,34,15699,0.060,0.00,0.0060,0.054,644,0.031,0.000,0.085,0.000,3.23,1.95,7.85,0.00,0.000,1.00,1.01,1.01,0.031,0.00253,55.23,1.2942,17.07,7248.0,140077.3,15.902,0.1763,92.537,539.277,0.787,0.000,129328.0,92.528
320000,1754,1.480,0.037,9.90,43025,40527,703,0,1813,2,932542.7,11138.2,0.000,0.299,0.639,0.062,489,8.84,1.55,0.04,0.54,0.00,0.08,0.00,0.05,8.79,1.46,0.00,0.00,0.001,0.012,88,0.725,0.205,0.792,0.000,0.003,2767,2170,2,0.937,0.000,0.001,18239,0.128,0.051,0.000,92.69,15358,0,5569.085,0.000,0.000,161553,1.01,12.81,0.000,0.000,0.000,7,9,9,24,15500,0.059,0.00,0.0060,0.059,654,0.030,0.000,0.084,0.000,3.25,1.97,7.84,0.00,0.000,1.00,1.01,1.03,0.030,0.00255,55.32,1.2912,16.63,7361.2,140077.4,15.827,0.1772,92.515,540.884,0.783,0.000,129197.8,92.528
330000,1765,1.447,0.037,9.91,43093,40630,678,0,1774,5,932280.2,11050.3,0.000,0.298,0.641,0.061,478,8.91,2.13,0.09,1.13,0.00,0.02,0.00,0.05,8.82,1.59,0.00,0.00,0.000,0.002,91,0.727,0.205,0.793,0.000,0.002,2720,2037,2,0.942,0.000,0.001,19849,0.140,0.050,0.000,92.70,15293,0,2210.064,0.000,0.000,159396,1.03,12.77,0.000,0.000,0.000,7,9,9,52,15727,0.060,0.00,0.0060,0.055,641,0.030,0.000,0.084,0.000,3.25,1.98,7.82,0.00,0.000,1.01,1.03,1.04,0.030,0.00252,55.26,1.2798,14.62,7392.0,140077.5,15.882,0.1748,92.529,540.241,0.782,0.000,129203.4,92.528
340000,1784,1.454,0.037,9.88,42819,40354,675,0,1771,2,932424.1,11029.1,0.000,0.299,0.639,0.062,496,8.85,2.24,0.09,0.98,0.00,0.06,0.00,0.00,8.76,1.65,0.00,0.00,0.000,0.007,100,0.693,0.207,0.789,0.000,0.004,2756,2184,2,0.932,0.000,0.000,14710,0.154,0.051,0.000,92.72,15424,0,5514.567,0.000,0.000,158181,1.03,12.94,0.000,0.000,0.000,6,9,9,42,15796,0.060,0.00,0.0060,0.055,659,0.030,0.000,0.085,0.000,3.21,1.96,7.82,0.00,0.000,1.00,1.03,1.04,0.030,0.00251,55.26,1.2786,16.99,7261.5,140077.6,15.859,0.1752,92.539,541.838,0.777,0.000,129306.2,92.528
350000,1763,1.463,0.038,9.89,42916,40440,658,0,1839,5,931907.9,11040.2,0.000,0.302,0.636,0.063,467,8.81,1.68,0.07,0.91,0.01,0.10,0.00,0.02,8.73,1.43,0.00,0.02,0.001,0.019,93,0.736,0.205,0.792,0.000,0.003,2820,2152,2,0.944,0.000,0.001,14861,0.145,0.051,0.000,92.70,15212,0,2208.034,0.000,0.000,166233,1.02,12.83,0.000,0.000,0.001,7,9,9,38,15525,0.059,0.00,0.0061,0.053,646,0.031,0.000,0.085,0.000,3.23,1.97,7.81,0.00,0.001,1.01,1.03,1.04,0.031,0.00255,55.14,1.2809,14.20,7355.4,140077.7,16.002,0.1769,92.520,539.503,0.780,0.000,129217.6,92.528
