step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,1613,1.433,0.041,7.77,31928,30193,791,0,929,6,825691.4,7787.4,0.001,0.384,0.000,0.616,435,8.05,2.04,0.01,0.45,0.03,0.74,0.00,0.14,8.01,1.87,0.00,0.00,0.001,0.031,60,0.615,0.230,0.768,0.000,0.002,2468,2190,1,1.000,0.000,0.002,31783,0.116,0.058,0.000,82.47,8769,0,1297.908,0.000,0.000,144926,1.00,15.80,0.000,0.001,0.000,6,8,9,37,12986,0.050,0.00,0.0064,0.085,643,0.023,0.000,0.062,0.000,3.35,2.05,7.93,0.00,0.000,1.00,1.00,1.00,0.023,0.00300,52.20,0.9114,9.16,2755.0,140222.4,29.165,0.1328,82.338,259.013,0.631,0.000,134218.5,82.346
120000,1602,1.447,0.042,7.85,31755,30020,772,0,974,0,824845.2,7765.6,0.000,0.384,0.000,0.615,459,8.04,1.66,0.00,0.00,0.00,0.00,0.01,0.48,8.02,1.63,0.00,0.00,0.000,0.000,50,0.576,0.225,0.773,0.000,0.002,2522,2354,1,1.000,0.000,0.001,35474,0.112,0.061,0.000,82.48,8798,0,7765.574,0.000,0.000,141042,1.00,15.75,0.000,0.000,0.000,7,8,9,31,12876,0.049,0.00,0.0064,0.095,636,0.023,0.000,0.063,0.000,3.36,2.02,7.93,0.00,0.000,1.00,1.00,1.00,0.023,0.00304,51.99,0.9125,16.57,2734.0,140222.5,29.366,0.1351,82.346,257.556,0.632,0.000,134220.0,82.346
130000,1619,1.400,0.041,7.85,31951,30281,782,0,871,0,825149.8,7719.3,0.000,0.384,0.000,0.615,456,8.10,2.13,0.00,0.12,0.00,0.12,0.01,0.32,8.09,1.98,0.00,0.00,0.000,0.005,56,0.613,0.216,0.783,0.000,0.001,2570,2434,1,1.000,0.000,0.002,33998,0.120,0.058,0.000,82.47,8892,0,7719.346,0.000,0.000,141505,1.00,15.76,0.000,0.000,0.000,7,8,9,42,13119,0.050,0.00,0.0063,0.083,654,0.023,0.000,0.063,0.000,3.37,2.04,7.95,0.00,0.000,1.00,1.00,1.00,0.023,0.00300,52.06,0.9036,13.94,2763.3,140222.7,29.310,0.1318,82.350,259.414,0.636,0.000,134257.8,82.346
140000,1599,1.418,0.042,7.90,31802,30204,746,0,872,4,824859.6,7647.1,0.000,0.383,0.000,0.616,413,8.19,2.29,0.00,0.10,0.06,1.14,0.01,0.32,8.13,2.17,0.00,0.00,0.004,0.065,60,0.625,0.220,0.773,0.000,0.007,2606,2431,1,1.000,0.000,0.001,33610,0.116,0.058,0.000,82.48,8663,0,1911.771,0.000,0.000,138780,1.00,15.69,0.000,0.000,0.000,7,8,9,55,13103,0.050,0.00,0.0063,0.082,658,0.022,0.000,0.061,0.000,3.37,2.05,7.96,0.00,0.000,1.00,1.00,1.00,0.022,0.00303,52.11,0.8957,15.67,2764.5,140222.8,29.257,0.1308,82.344,261.534,0.634,0.000,134241.4,82.346
150000,1627,1.434,0.041,7.84,31885,30272,706,0,879,0,824653.5,7645.7,0.000,0.388,0.000,0.612,440,8.02,1.85,0.00,0.00,0.00,0.17,0.03,0.67,7.99,1.78,0.00,0.00,0.001,0.025,53,0.568,0.243,0.754,0.000,0.004,2554,2326,1,1.000,0.000,0.002,32109,0.123,0.059,0.000,82.48,8673,0,7645.736,0.000,0.000,142920,1.00,15.84,0.000,0.000,0.000,6,8,9,39,13053,0.050,0.00,0.0063,0.084,663,0.023,0.000,0.062,0.000,3.36,2.04,7.91,0.00,0.000,1.00,1.00,1.00,0.023,0.00301,52.05,0.8959,11.06,2746.2,140223.0,29.310,0.1317,82.343,261.222,0.631,0.000,134208.2,82.346
160000,1621,1.405,0.042,7.85,31550,29885,766,0,905,0,824773.6,7684.4,0.000,0.385,0.000,0.615,442,8.06,1.88,0.00,0.00,0.02,0.70,0.01,0.27,8.03,1.70,0.00,0.00,0.002,0.032,51,0.519,0.204,0.795,0.000,0.001,2598,2298,1,1.000,0.000,0.001,32609,0.120,0.064,0.000,82.48,8890,0,7684.429,0.000,0.000,141907,1.00,15.69,0.000,0.000,0.000,6,8,9,47,13069,0.050,0.00,0.0063,0.091,651,0.023,0.000,0.062,0.000,3.32,2.03,7.94,0.00,0.000,1.00,1.00,1.00,0.023,0.00300,52.00,0.9016,11.91,2751.0,140223.0,29.358,0.1329,82.350,259.942,0.630,0.000,134251.9,82.346
170000,1599,1.448,0.043,7.92,31684,30044,741,0,921,3,824471.4,7641.2,0.000,0.389,0.000,0.610,425,8.16,1.89,0.00,0.00,0.01,0.18,0.04,0.87,8.11,1.75,0.00,0.00,0.001,0.019,58,0.582,0.229,0.769,0.000,0.003,2575,2267,1,1.000,0.000,0.004,35329,0.113,0.060,0.000,82.48,9030,0,2547.078,0.000,0.000,142877,1.00,15.59,0.000,0.000,0.000,7,8,9,45,13052,0.050,0.00,0.0064,0.090,643,0.023,0.000,0.063,0.000,3.37,2.05,7.95,0.00,0.000,1.00,1.00,1.00,0.023,0.00311,51.72,0.8958,12.65,2708.2,140223.1,29.635,0.1316,82.344,258.963,0.632,0.000,134236.1,82.346
180000,1598,1.407,0.040,7.90,31666,30021,796,0,850,0,825067.8,7665.4,0.000,0.389,0.000,0.610,435,8.11,1.65,0.00,0.00,0.00,0.05,0.01,0.16,8.11,1.66,0.00,0.00,0.000,0.017,54,0.596,0.217,0.779,0.000,0.004,2532,2205,1,1.000,0.000,0.003,33264,0.108,0.058,0.000,82.48,8926,0,7665.386,0.000,0.000,143720,1.00,15.64,0.000,0.000,0.000,7,8,9,28,12967,0.049,0.00,0.0064,0.088,632,0.023,0.000,0.062,0.000,3.33,2.04,7.95,0.00,0.000,1.00,1.00,1.00,0.023,0.00309,51.87,0.8997,13.44,2733.2,140223.2,29.490,0.1330,82.355,259.338,0.636,0.000,134323.2,82.346
190000,1560,1.461,0.045,7.91,31745,30245,738,0,800,0,824816.1,7568.2,0.000,0.392,0.000,0.607,439,8.20,1.96,0.00,0.00,0.01,0.17,0.01,0.43,8.18,1.97,0.00,0.00,0.001,0.036,50,0.635,0.215,0.781,0.000,0.004,2488,2286,1,1.000,0.000,0.001,34931,0.118,0.061,0.000,82.48,8975,0,7568.160,0.000,0.000,139596,1.00,15.64,0.000,0.000,0.000,7,8,9,36,12793,0.049,0.00,0.0065,0.084,624,0.022,0.000,0.062,0.000,3.34,2.03,7.94,0.00,0.000,1.00,1.00,1.00,0.022,0.00320,51.81,0.8858,14.88,2716.2,140223.2,29.551,0.1287,82.338,258.874,0.627,0.000,134242.4,82.346
200000,1620,1.432,0.041,7.83,31587,29986,706,0,835,0,824311.2,7483.2,0.000,0.390,0.000,0.610,437,8.11,2.01,0.00,0.02,0.01,0.39,0.01,0.21,8.09,1.96,0.00,0.00,0.001,0.031,56,0.557,0.220,0.778,0.000,0.002,2625,2343,1,1.000,0.000,0.002,35936,0.114,0.088,0.000,82.47,9084,0,7483.218,0.000,0.000,140584,1.00,15.70,0.000,0.000,0.000,7,8,9,36,13141,0.050,0.00,0.0063,0.085,649,0.022,0.000,0.062,0.000,3.36,2.05,7.93,0.00,0.000,1.00,1.00,1.00,0.022,0.00305,51.85,0.8752,10.96,2710.0,140223.4,29.512,0.1272,82.347,257.633,0.633,0.000,134256.4,82.346
210000,1598,1.415,0.042,7.88,31551,29996,746,0,831,0,823979.4,7571.2,0.000,0.386,0.000,0.613,426,8.05,1.44,0.00,0.00,0.00,0.11,0.01,0.26,8.03,1.45,0.00,0.00,0.001,0.026,55,0.539,0.228,0.769,0.000,0.003,2488,2090,1,1.000,0.000,0.003,36642,0.118,0.066,0.000,82.48,9391,0,7571.191,0.000,0.000,140344,1.00,15.70,0.000,0.000,0.000,7,8,9,24,12856,0.049,0.00,0.0064,0.089,642,0.022,0.000,0.061,0.000,3.30,2.03,7.94,0.00,0.000,1.00,1.00,1.00,0.023,0.00307,51.91,0.8885,13.73,2721.0,140223.6,29.451,0.1310,82.350,257.238,0.632,0.000,134293.6,82.346
220000,1605,1.414,0.041,7.88,31599,29951,776,0,865,2,824106.4,7667.6,0.000,0.388,0.000,0.611,425,8.09,1.94,0.01,0.50,0.01,0.35,0.00,0.11,8.06,1.85,0.00,0.00,0.002,0.037,54,0.575,0.214,0.784,0.000,0.002,2448,2030,1,1.000,0.000,0.002,36170,0.114,0.071,0.000,82.48,9497,0,3833.776,0.000,0.000,139508,1.00,15.73,0.000,0.000,0.000,7,8,9,43,12992,0.050,0.00,0.0064,0.092,644,0.022,0.000,0.062,0.000,3.34,2.04,7.94,0.00,0.000,1.00,1.00,1.00,0.022,0.00307,51.88,0.8979,9.14,2716.2,140223.8,29.483,0.1316,82.347,257.708,0.631,0.000,134303.5,82.346
230000,1613,1.420,0.041,7.82,31768,30047,782,0,931,3,824133.7,7767.9,0.000,0.385,0.000,0.615,428,8.01,1.88,0.00,0.07,0.00,0.12,0.01,0.42,7.99,1.73,0.00,0.00,0.000,0.014,51,0.580,0.215,0.782,0.000,0.003,2601,2003,1,1.000,0.000,0.001,34698,0.119,0.059,0.000,82.48,9733,0,2589.301,0.000,0.000,143001,1.00,15.81,0.000,0.000,0.000,7,8,9,52,12923,0.049,0.00,0.0064,0.089,636,0.023,0.000,0.062,0.000,3.32,2.03,7.96,0.00,0.000,1.00,1.00,1.00,0.023,0.00301,52.07,0.9106,10.33,2750.3,140223.9,29.291,0.1336,82.341,259.200,0.641,0.000,134254.3,82.346
240000,1613,1.442,0.041,7.87,31795,30159,730,0,906,3,823851.4,7705.5,0.000,0.386,0.000,0.614,439,8.12,1.86,0.00,0.00,0.05,0.97,0.01,0.26,8.06,1.68,0.00,0.00,0.002,0.045,53,0.543,0.211,0.787,0.000,0.002,2551,2125,1,1.000,0.000,0.004,39798,0.106,0.059,0.000,82.48,9741,0,2568.492,0.000,0.001,141360,1.00,15.62,0.000,0.000,0.000,7,8,9,42,13094,0.050,0.00,0.0063,0.092,648,0.023,0.000,0.062,0.000,3.34,2.04,7.93,0.00,0.000,1.00,1.00,1.00,0.023,0.00303,51.93,0.9019,9.18,2704.0,140224.1,29.427,0.1314,82.347,256.982,0.627,0.000,134265.0,82.346
250000,1586,1.435,0.042,7.88,31686,30030,786,0,897,6,823540.7,7761.7,0.000,0.392,0.000,0.608,435,8.35,2.34,0.01,0.33,0.00,0.08,0.01,0.31,8.32,2.35,0.00,0.00,0.000,0.013,66,0.545,0.221,0.776,0.000,0.003,2600,2235,1,1.000,0.000,0.003,36375,0.111,0.060,0.000,82.48,9684,0,1293.612,0.000,0.000,140024,1.01,15.43,0.000,0.000,0.000,7,8,9,42,13237,0.050,0.00,0.0062,0.087,646,0.022,0.000,0.062,0.000,3.37,2.06,7.96,0.00,0.000,1.00,1.00,1.01,0.022,0.00315,51.68,0.9119,16.27,2708.8,140224.2,29.683,0.1350,82.348,255.297,0.630,0.000,134284.9,82.346
260000,1593,1.461,0.042,7.84,31231,29640,743,0,841,0,822976.9,7579.3,0.000,0.389,0.000,0.611,433,8.17,2.36,0.00,0.00,0.01,0.24,0.01,0.14,8.16,2.31,0.00,0.00,0.000,0.014,58,0.527,0.203,0.794,0.000,0.003,2522,2121,1,1.000,0.000,0.003,39159,0.109,0.067,0.000,82.48,9421,0,7579.313,0.000,0.000,138747,1.00,15.63,0.000,0.000,0.000,7,8,9,42,13013,0.050,0.00,0.0063,0.083,639,0.022,0.000,0.062,0.000,3.38,2.05,7.95,0.00,0.000,1.00,1.00,1.00,0.022,0.00312,51.73,0.8882,10.39,2722.0,140224.3,29.636,0.1308,82.339,255.602,0.628,0.000,134221.6,82.346
270000,1589,1.471,0.042,7.86,31479,29846,772,0,865,0,823905.8,7687.5,0.000,0.385,0.000,0.614,440,8.18,1.79,0.00,0.03,0.01,0.17,0.03,0.56,8.14,1.75,0.00,0.00,0.001,0.016,62,0.488,0.202,0.795,0.000,0.003,2547,2066,1,1.000,0.000,0.006,39165,0.110,0.059,0.000,82.48,9552,0,7687.457,0.000,0.000,140266,1.00,15.50,0.000,0.000,0.000,7,8,9,31,13000,0.050,0.00,0.0064,0.087,643,0.023,0.000,0.062,0.000,3.33,2.04,7.93,0.00,0.000,1.00,1.00,1.00,0.023,0.00308,51.91,0.9008,9.11,2671.6,140224.5,29.447,0.1321,82.350,256.311,0.628,0.000,134264.9,82.346
280000,1606,1.418,0.041,7.85,31126,29495,791,0,823,3,823101.1,7524.3,0.000,0.388,0.000,0.611,434,8.26,2.28,0.01,0.35,0.01,0.32,0.00,0.04,8.24,2.26,0.00,0.00,0.002,0.042,63,0.507,0.212,0.783,0.000,0.005,2456,2033,1,1.000,0.000,0.001,42347,0.108,0.054,0.000,82.47,9332,0,2508.104,0.000,0.000,134373,1.00,15.53,0.000,0.000,0.000,7,8,9,50,13265,0.051,0.00,0.0062,0.089,647,0.022,0.000,0.062,0.000,3.37,2.04,7.94,0.00,0.000,1.00,1.00,1.00,0.022,0.00308,51.81,0.8824,12.29,2691.7,140224.6,29.553,0.1296,82.352,254.557,0.632,0.000,134324.7,82.346
290000,1579,1.443,0.041,7.84,31289,29691,776,0,849,0,822853.2,7628.2,0.000,0.388,0.000,0.612,433,8.18,2.00,0.00,0.00,0.01,0.34,0.01,0.14,8.16,1.94,0.00,0.00,0.001,0.019,51,0.491,0.213,0.785,0.000,0.002,2484,2004,1,1.000,0.000,0.001,42437,0.103,0.054,0.000,82.48,9471,0,7628.177,0.000,0.000,137105,1.00,15.57,0.000,0.000,0.000,7,8,9,43,12917,0.049,0.00,0.0064,0.084,644,0.022,0.000,0.063,0.000,3.35,2.04,7.95,0.00,0.000,1.00,1.00,1.00,0.022,0.00314,51.80,0.8959,16.33,2652.5,140224.9,29.560,0.1326,82.349,254.350,0.624,0.000,134357.7,82.346
300000,1619,1.431,0.041,7.88,31495,29822,747,0,886,1,822823.7,7612.4,0.000,0.388,0.000,0.611,411,8.25,2.61,0.01,0.45,0.03,0.96,0.00,0.12,8.20,2.44,0.00,0.00,0.002,0.041,67,0.484,0.236,0.761,0.000,0.003,2528,1984,1,1.000,0.000,0.002,45089,0.103,0.054,0.000,82.47,9473,0,7612.407,0.000,0.000,137430,1.00,15.52,0.000,0.000,0.000,7,8,9,56,13357,0.051,0.00,0.0062,0.086,662,0.022,0.000,0.062,0.000,3.32,2.06,7.91,0.00,0.000,1.00,1.00,1.00,0.022,0.00306,51.75,0.8934,12.81,2688.0,140225.0,29.614,0.1324,82.338,256.346,0.631,0.000,134282.5,82.346
310000,1613,1.423,0.041,7.90,31667,30042,789,0,842,0,823140.8,7662.7,0.000,0.389,0.000,0.610,417,8.07,1.72,0.00,0.00,0.00,0.07,0.01,0.45,8.06,1.70,0.00,0.00,0.000,0.003,57,0.495,0.239,0.759,0.000,0.002,2620,2095,1,1.000,0.000,0.001,39147,0.105,0.061,0.000,82.48,9501,0,7662.688,0.000,0.000,142223,1.00,15.59,0.000,0.000,0.000,7,8,9,40,13020,0.050,0.00,0.0063,0.094,660,0.023,0.000,0.063,0.000,3.33,2.04,7.92,0.00,0.000,1.00,1.00,1.00,0.023,0.00307,51.74,0.8998,16.51,2678.1,140225.1,29.623,0.1331,82.349,256.504,0.633,0.000,134315.1,82.346
320000,1596,1.457,0.042,7.89,31618,29985,757,0,893,2,824179.8,7614.6,0.000,0.390,0.000,0.609,420,8.16,1.86,0.00,0.00,0.00,0.03,0.01,0.22,8.15,1.85,0.00,0.00,0.000,0.002,58,0.435,0.226,0.772,0.000,0.003,2567,2103,1,1.000,0.000,0.002,33691,0.110,0.061,0.000,82.48,9562,0,3807.277,0.000,0.000,145754,1.00,15.38,0.000,0.001,0.000,7,8,9,38,13016,0.050,0.00,0.0063,0.102,645,0.023,0.000,0.064,0.000,3.33,2.03,7.94,0.00,0.000,1.00,1.00,1.00,0.023,0.00310,51.73,0.8915,13.26,2655.5,140225.3,29.630,0.1303,82.343,256.433,0.631,0.000,134291.4,82.346
330000,1599,1.420,0.043,7.91,32113,30424,747,0,939,0,824524.9,7763.2,0.000,0.391,0.000,0.608,411,8.18,1.88,0.00,0.00,0.01,0.29,0.01,0.19,8.16,1.77,0.00,0.00,0.001,0.026,53,0.465,0.231,0.764,0.000,0.005,2576,2064,1,1.000,0.000,0.002,31811,0.119,0.061,0.000,82.48,9861,0,7763.215,0.000,0.000,149975,1.00,15.39,0.000,0.000,0.000,7,8,9,35,13080,0.050,0.00,0.0063,0.093,654,0.024,0.000,0.065,0.000,3.32,2.03,7.94,0.00,0.000,1.00,1.00,1.00,0.024,0.00311,51.62,0.9109,15.78,2656.2,140225.4,29.743,0.1342,82.350,255.849,0.627,0.000,134335.9,82.346
340000,1557,1.440,0.044,7.94,31906,30315,713,0,920,0,823979.1,7644.6,0.000,0.392,0.000,0.607,416,8.16,1.64,0.00,0.00,0.01,0.24,0.01,0.19,8.15,1.65,0.00,0.00,0.001,0.028,50,0.481,0.201,0.795,0.000,0.004,2545,2067,1,1.000,0.000,0.003,34265,0.113,0.071,0.000,82.47,9514,0,7644.642,0.000,0.000,143547,1.00,15.44,0.000,0.000,0.000,7,8,9,34,12707,0.048,0.00,0.0065,0.089,645,0.023,0.000,0.064,0.000,3.32,2.03,7.95,0.00,0.000,1.00,1.00,1.00,0.023,0.00321,51.53,0.8956,16.14,2676.7,140225.5,29.835,0.1311,82.345,255.941,0.632,0.000,134328.8,82.346
350000,1587,1.433,0.042,7.89,31894,30220,729,0,915,0,823134.6,7743.0,0.000,0.395,0.000,0.604,431,8.11,1.83,0.00,0.00,0.01,0.32,0.01,0.30,8.08,1.78,0.00,0.00,0.001,0.022,48,0.435,0.219,0.778,0.000,0.003,2610,2200,1,1.000,0.000,0.003,36430,0.101,0.060,0.000,82.48,9638,0,7742.955,0.000,0.000,147117,1.00,15.49,0.000,0.000,0.000,7,8,9,46,12866,0.049,0.00,0.0064,0.096,643,0.023,0.000,0.064,0.000,3.32,2.04,7.94,0.00,0.000,1.00,1.00,1.00,0.023,0.00317,51.50,0.9085,18.45,2680.0,140225.6,29.866,0.1339,82.345,252.975,0.624,0.000,134321.1,82.346
