step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain
10000,0,723,7.57,0.03,0.00,0.00,7.54,0.00,1.01,0.000,0.063,416430.6,25441.6,1,114,2.73,1.01,1.01,3.7605,6.42,104197.2,0.0000,35.8132,5462,38.8958
10000,1,716,7.70,0.03,0.02,0.00,7.65,0.00,1.02,0.000,0.063,417512.2,24565.1,1,107,2.71,1.01,1.01,3.6301,3.88,31115.4,0.0607,35.9219,5461,38.8886
10000,2,683,7.61,0.02,0.00,0.00,7.59,0.00,1.01,0.000,0.060,406267.0,24416.7,1,84,2.72,1.01,1.01,3.6214,4.63,140.9,1.5390,34.9686,5461,38.8886
20000,0,694,8.27,0.09,0.03,0.00,8.16,0.00,1.03,0.000,0.066,371575.2,4325.7,1,75,2.94,1.02,1.03,0.4915,10.79,104802.5,0.0000,35.9525,5462,35.4926
20000,1,673,8.14,0.03,0.01,0.00,8.10,0.00,1.01,0.000,0.063,370787.7,4307.9,1,85,2.91,1.01,1.01,0.4909,6.05,30822.9,0.0615,35.8895,5461,35.4861
20000,2,677,8.19,0.10,0.03,0.00,8.07,0.00,1.03,0.000,0.064,357698.4,3909.5,1,52,2.94,1.02,1.03,0.4475,5.28,139.6,1.5406,34.7665,5461,35.4861
30000,0,700,8.16,0.08,0.00,0.00,8.08,0.00,1.03,0.000,0.065,367551.9,4482.3,1,65,2.93,1.02,1.03,0.5085,4.10,104874.1,0.0000,35.6102,5462,35.1782
30000,1,677,8.16,0.05,0.04,0.00,8.06,0.00,1.01,0.000,0.063,367285.9,4534.8,1,54,2.94,1.00,1.01,0.5164,6.49,30745.2,0.0646,35.5902,5461,35.1718
30000,2,662,8.14,0.03,0.00,0.00,8.11,0.00,1.01,0.000,0.062,354841.0,4167.6,1,48,2.91,1.01,1.01,0.4743,6.20,137.4,1.6397,34.5037,5461,35.1718
40000,0,689,8.31,0.08,0.01,0.00,8.21,0.00,1.03,0.000,0.065,366877.2,4642.0,1,80,2.94,1.02,1.03,0.5262,5.05,104877.5,0.0000,35.5520,5462,35.1115
40000,1,701,8.18,0.11,0.00,0.00,8.07,0.00,1.05,0.000,0.066,366570.6,4703.8,1,81,2.91,1.03,1.03,0.5343,5.56,30730.2,0.0671,35.5194,5461,35.1051
40000,2,661,8.08,0.08,0.02,0.00,7.98,0.00,1.04,0.000,0.061,354077.1,4397.9,1,46,2.90,1.02,1.03,0.4996,4.01,131.6,1.6529,34.4381,5461,35.1051
50000,0,682,8.09,0.03,0.01,0.00,8.06,0.00,1.01,0.000,0.063,367156.5,4649.8,1,74,2.93,1.01,1.01,0.5293,6.03,104855.7,0.0000,35.5788,5462,35.0952
50000,1,695,8.28,0.10,0.01,0.00,8.17,0.00,1.04,0.000,0.066,366011.2,4779.4,1,67,2.98,1.03,1.03,0.5415,4.82,30761.1,0.0640,35.4783,5461,35.0888
50000,2,673,8.10,0.06,0.04,0.00,8.00,0.00,1.02,0.000,0.063,353833.8,4486.5,1,62,2.90,1.02,1.02,0.5088,5.04,134.8,1.6556,34.4023,5461,35.0888
60000,0,687,8.23,0.05,0.03,0.00,8.16,0.00,1.02,0.000,0.065,365978.1,4551.6,1,61,2.94,1.01,1.02,0.5159,5.10,104764.4,0.0000,35.4608,5462,35.0090
60000,1,674,8.41,0.22,0.01,0.00,8.18,0.00,1.08,0.000,0.065,365138.8,4690.1,1,64,3.01,1.07,1.07,0.5330,3.98,30897.8,0.0662,35.3913,5461,35.0026
60000,2,676,8.15,0.13,0.01,0.00,8.01,0.00,1.05,0.000,0.063,353160.3,4544.8,1,47,2.93,1.03,1.04,0.5155,7.53,136.8,1.7167,34.3431,5461,35.0026
70000,0,714,8.41,0.17,0.03,0.00,8.21,0.00,1.06,0.000,0.069,366566.9,4726.0,1,72,2.97,1.05,1.06,0.5366,5.52,104810.4,0.0000,35.5160,5462,35.0613
70000,1,695,8.16,0.09,0.01,0.00,8.05,0.00,1.03,0.000,0.065,365800.5,4594.8,1,65,2.93,1.01,1.03,0.5218,8.75,30834.7,0.0639,35.4561,5461,35.0549
70000,2,669,8.22,0.15,0.00,0.00,8.07,0.00,1.05,0.000,0.063,353610.8,4444.8,1,67,2.93,1.04,1.05,0.5039,4.87,153.6,1.6867,34.3845,5461,35.0549
80000,0,692,8.32,0.07,0.05,0.00,8.20,0.00,1.03,0.000,0.066,366495.9,4613.8,1,78,2.95,1.02,1.02,0.5236,4.79,104894.4,0.0000,35.5154,5462,35.0693
80000,1,707,8.28,0.08,0.00,0.00,8.21,0.00,1.02,0.000,0.067,366006.9,4545.2,1,82,2.97,1.01,1.02,0.5154,9.13,30731.0,0.0580,35.4725,5461,35.0629
80000,2,675,8.17,0.03,0.03,0.00,8.11,0.00,1.01,0.000,0.063,353647.8,4571.1,1,56,2.94,1.00,1.01,0.5195,11.50,158.9,1.6650,34.3935,5461,35.0629
90000,0,683,8.07,0.05,0.00,0.00,8.03,0.00,1.01,0.000,0.063,366356.7,4573.1,1,75,2.89,1.01,1.01,0.5196,6.94,104875.7,0.0000,35.5014,5462,35.0688
90000,1,682,8.11,0.06,0.03,0.00,8.02,0.00,1.03,0.000,0.063,366045.8,4676.7,1,75,2.93,1.02,1.02,0.5307,6.78,30752.7,0.0593,35.4824,5461,35.0623
90000,2,668,8.17,0.05,0.09,0.00,8.03,0.00,1.01,0.000,0.062,353680.4,4536.7,1,61,2.88,1.00,1.01,0.5154,7.61,137.0,1.6680,34.3990,5461,35.0623
100000,0,696,8.28,0.07,0.06,0.00,8.15,0.00,1.01,0.000,0.066,367112.5,4592.7,1,70,2.97,1.00,1.02,0.5223,6.97,104886.1,0.0000,35.5630,5462,35.1117
100000,1,695,8.15,0.11,0.05,0.02,7.96,0.00,1.05,0.000,0.064,366556.2,4559.4,1,73,2.93,1.03,1.04,0.5182,6.24,30740.7,0.0631,35.5273,5461,35.1052
100000,2,667,8.18,0.13,0.01,0.00,8.03,0.00,1.05,0.000,0.063,353933.8,4511.5,1,53,2.93,1.02,1.04,0.5126,6.22,141.5,1.6271,34.4184,5461,35.1052
110000,0,675,8.11,0.06,0.01,0.00,8.04,0.00,1.03,0.000,0.063,367252.1,4480.3,1,73,2.88,1.02,1.02,0.5085,4.39,104806.3,0.0000,35.6016,5462,35.1322
110000,1,698,8.27,0.08,0.09,0.01,8.09,0.00,1.03,0.000,0.066,366604.7,4585.2,1,68,2.95,1.02,1.02,0.5209,7.00,30773.7,0.0636,35.5304,5461,35.1258
110000,2,678,8.25,0.30,0.01,0.00,7.94,0.00,1.10,0.000,0.064,354122.9,4462.8,1,45,2.94,1.10,1.10,0.5073,6.23,143.4,1.6125,34.4404,5461,35.1258
120000,0,698,8.19,0.09,0.05,0.00,8.06,0.00,1.02,0.000,0.066,367368.8,4545.2,1,69,2.94,1.01,1.03,0.5174,7.78,104856.4,0.0000,35.5910,5462,35.1176
120000,1,688,8.17,0.07,0.00,0.00,8.10,0.00,1.03,0.000,0.064,366257.1,4526.8,1,71,2.92,1.02,1.02,0.5139,4.97,30758.6,0.0629,35.4979,5461,35.1111
120000,2,661,8.26,0.03,0.00,0.00,8.23,0.00,1.01,0.000,0.063,354089.2,4457.4,1,43,2.93,1.00,1.01,0.5068,5.36,143.3,1.6376,34.4325,5461,35.1111
130000,0,696,7.96,0.07,0.02,0.01,7.86,0.00,1.02,0.000,0.063,366575.8,4534.4,1,71,2.94,1.01,1.02,0.5164,4.84,104917.4,0.0000,35.4899,5462,35.0528
130000,1,702,7.97,0.09,0.02,0.00,7.87,0.00,1.03,0.000,0.064,366083.8,4643.5,1,70,2.90,1.02,1.03,0.5286,8.06,30717.6,0.0639,35.4724,5461,35.0463
130000,2,667,7.89,0.03,0.00,0.00,7.86,0.00,1.01,0.000,0.061,353342.0,4395.9,1,51,2.91,1.00,1.01,0.5007,4.67,140.9,1.6591,34.3697,5461,35.0463
140000,0,697,7.76,0.08,0.02,0.00,7.66,0.00,1.03,0.000,0.062,365756.6,4612.2,1,53,2.91,1.02,1.03,0.5274,5.58,104961.5,0.0000,35.3852,5462,34.9359
140000,1,705,7.74,0.18,0.00,0.00,7.56,0.00,1.06,0.000,0.062,365271.7,4624.0,1,61,2.96,1.05,1.06,0.5274,6.99,30706.6,0.0651,35.3455,5461,34.9296
