step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,4,1548,10.8,0.0,0.0,0.0,10.8,0.0,1.00,12.0,111,527,32.52,0.47,470,523,555,0.0,1.00,1.00,1.00,3.46,2.26,7.76,33.1
5000,2,267,9.9,0.0,0.0,0.6,9.3,0.0,1.00,12.2,22,618,35.80,0.54,151,94,22,0.0,1.00,1.00,1.00,3.52,2.18,7.85,24.5
6000,4,1578,10.3,0.0,0.0,0.0,10.2,0.0,1.00,12.3,83,588,35.26,0.49,470,538,570,0.0,1.00,1.00,1.00,3.42,2.13,7.73,33.1
6000,2,249,10.0,0.1,0.0,0.5,9.4,0.0,1.02,12.3,25,602,34.20,0.43,156,75,18,0.0,1.00,1.02,1.02,3.47,2.22,7.77,23.8
7000,4,1624,10.0,0.0,0.0,0.0,9.9,0.0,1.00,12.5,81,541,31.91,0.46,486,553,585,0.0,1.00,1.00,1.00,3.40,2.08,7.72,33.1
7000,2,224,10.0,0.1,0.0,0.5,9.4,0.0,1.00,12.2,18,669,38.13,0.54,148,63,13,0.0,1.00,1.00,1.00,3.48,2.06,7.84,22.9
8000,4,1655,9.9,0.0,0.0,0.0,9.9,0.0,1.00,12.5,71,555,32.51,0.49,496,573,586,0.0,1.00,1.00,1.00,3.39,2.05,7.77,33.0
8000,2,185,9.8,0.0,0.0,0.6,9.2,0.0,1.00,12.4,22,746,42.00,0.58,120,58,7,0.0,1.00,1.00,1.00,3.55,2.23,7.71,23.0
9000,4,1692,9.9,0.0,0.0,0.0,9.9,0.0,1.00,12.5,80,532,31.00,0.47,523,568,601,0.0,1.00,1.00,1.00,3.37,2.04,7.76,32.8
9000,2,148,9.6,0.0,0.0,0.3,9.3,0.0,1.01,12.6,13,741,41.79,0.54,109,39,0,0.0,1.01,1.01,1.00,3.41,2.03,7.66,21.2
10000,4,1732,9.8,0.0,0.0,0.0,9.8,0.0,1.00,12.5,66,532,30.98,0.47,547,578,607,0.0,1.00,1.00,1.00,3.38,2.02,7.79,32.5
10000,2,137,9.7,0.2,0.0,0.2,9.3,0.0,1.05,12.7,14,703,39.32,0.54,97,40,0,0.0,1.02,1.05,1.07,3.42,2.09,7.61,22.6
11000,4,1764,9.9,0.0,0.0,0.1,9.8,0.0,1.00,12.5,76,554,32.21,0.47,549,614,601,0.0,1.00,1.00,1.00,3.40,2.06,7.77,32.5
11000,2,137,9.7,0.0,0.0,0.1,9.6,0.0,1.01,12.6,17,704,39.51,0.54,103,34,0,0.0,1.01,1.01,1.01,3.40,2.27,7.58,21.1
12000,4,1758,9.8,0.0,0.0,0.0,9.8,0.0,1.00,12.6,67,559,32.49,0.49,564,585,609,0.0,1.00,1.00,1.00,3.40,2.02,7.79,32.5
12000,2,104,10.0,0.2,0.0,0.0,9.7,0.0,1.03,12.4,15,665,36.98,0.54,77,27,0,0.0,1.00,1.04,1.04,3.41,2.41,7.57,22.3
13000,4,1737,9.9,0.0,0.0,0.0,9.8,0.0,1.00,12.5,66,553,32.11,0.49,556,580,601,0.0,1.00,1.00,1.00,3.44,2.03,7.82,32.5
13000,2,112,10.2,0.4,0.0,0.1,9.7,0.0,1.06,12.5,15,714,40.26,0.51,78,33,1,0.0,1.00,1.11,1.07,3.56,2.16,7.64,22.4
14000,4,1747,9.7,0.0,0.0,0.0,9.7,0.0,1.00,12.7,64,546,31.64,0.47,569,575,603,0.0,1.00,1.00,1.00,3.36,1.99,7.78,32.4
14000,2,112,9.8,0.0,0.0,0.0,9.7,0.0,1.00,12.4,9,756,43.14,0.47,66,44,2,0.0,1.00,1.00,1.01,3.49,2.00,7.79,24.4
15000,4,1747,9.8,0.0,0.0,0.0,9.8,0.0,1.00,12.6,77,541,31.31,0.46,576,559,612,0.0,1.00,1.00,1.00,3.39,2.05,7.80,32.4
15000,2,116,10.0,0.2,0.0,0.0,9.8,0.0,1.05,12.2,11,760,43.65,0.54,65,50,1,0.0,1.03,1.05,1.06,3.53,2.21,7.79,24.2
16000,4,1744,9.8,0.0,0.0,0.0,9.8,0.0,1.00,12.7,83,555,32.18,0.48,567,594,583,0.0,1.00,1.00,1.00,3.37,2.06,7.78,32.4
16000,2,120,10.0,0.2,0.0,0.1,9.7,0.0,1.02,12.2,9,730,41.90,0.49,63,48,9,0.0,1.02,1.02,1.02,3.53,2.13,7.80,25.1
17000,4,1744,9.7,0.0,0.0,0.0,9.7,0.0,1.00,12.7,84,538,31.22,0.45,562,574,608,0.0,1.00,1.00,1.00,3.38,2.06,7.78,32.5
