step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,2051,1.391,0.044,5.75,58165,55181,208,0,2783,5,1040714.2,13523.8,0.001,0.400,0.526,0.072,480,8.21,2.57,0.14,2.29,0.04,1.12,0.00,0.08,8.02,1.45,0.00,0.00,0.002,0.034,53,0.895,0.218,0.775,0.000,0.007,6197,4279,1,1.000,0.000,0.001,6666,0.149,0.060,0.000,105.57,15158,0,2704.751,0.000,0.000,644006,1.05,14.03,0.001,0.000,0.000,8,8,8,64,16840,0.064,0.00,0.0063,0.069,678,0.078,0.000,0.152,0.000,2.93,1.10,7.93,0.00,0.001,1.04,1.05,1.08,0.078,0.00299,56.59,1.5367,17.62,135723.4,139738.5,1.676,0.1841,105.384,42.211,0.904,0.432,105.4,105.384
120000,2047,1.375,0.044,5.75,57879,54835,257,0,2791,0,1039306.4,13524.9,0.001,0.401,0.522,0.075,457,8.21,2.54,0.06,1.20,0.02,0.51,0.00,0.04,8.13,2.18,0.00,0.00,0.001,0.024,50,0.872,0.219,0.776,0.000,0.005,6169,4025,1,1.000,0.000,0.000,6984,0.148,0.059,0.000,105.52,15323,0,13524.854,0.000,0.000,648935,1.02,14.04,0.000,0.000,0.000,8,8,8,64,16803,0.064,0.00,0.0062,0.068,661,0.078,0.000,0.150,0.000,2.93,1.09,7.97,0.00,0.000,1.01,1.02,1.03,0.078,0.00300,56.62,1.5381,18.12,135758.4,139738.6,1.700,0.1851,105.340,41.724,0.902,0.432,105.2,105.340
130000,2065,1.367,0.043,5.79,58165,54963,244,0,2940,1,1035700.0,13569.4,0.001,0.396,0.533,0.069,511,7.94,1.46,0.06,0.83,0.01,0.44,0.00,0.09,7.86,1.18,0.00,0.00,0.001,0.024,57,0.715,0.219,0.776,0.000,0.004,6217,3711,1,0.996,0.004,0.000,7919,0.149,0.058,0.000,105.33,15553,0,13569.367,0.000,0.000,639337,1.02,14.39,0.000,0.000,0.000,7,8,8,34,16402,0.063,0.00,0.0064,0.068,667,0.078,0.000,0.152,0.000,2.92,1.09,7.97,0.00,0.000,1.01,1.02,1.03,0.078,0.00292,56.79,1.5456,17.57,135775.8,139738.7,1.723,0.1883,105.145,41.568,0.904,0.432,104.5,105.145
140000,2080,1.315,0.046,5.91,58987,55517,294,0,3161,5,1028575.2,13567.4,0.001,0.394,0.550,0.055,494,7.71,2.58,0.13,2.20,0.02,0.32,0.00,0.00,7.57,1.64,0.00,0.00,0.002,0.035,64,0.443,0.221,0.774,0.000,0.005,6493,3936,1,1.000,0.000,0.000,8056,0.148,0.060,0.000,104.98,15637,0,2713.479,0.000,0.000,680932,1.04,14.97,0.001,0.000,0.000,7,8,8,64,16042,0.061,0.00,0.0065,0.055,678,0.082,0.000,0.154,0.000,2.93,1.09,7.96,0.00,0.000,1.04,1.04,1.06,0.082,0.00281,57.13,1.5511,18.37,135825.8,139738.7,1.723,0.1939,104.795,42.346,0.911,0.432,104.2,104.795
150000,2120,1.307,0.045,5.99,59982,56299,286,0,3357,3,1018214.1,13289.1,0.001,0.378,0.586,0.036,483,7.39,1.37,0.04,0.72,0.02,0.43,0.01,0.40,7.31,1.16,0.00,0.00,0.002,0.030,50,0.705,0.216,0.780,0.000,0.005,6454,4918,1,1.000,0.000,0.002,6438,0.142,0.064,0.000,104.45,13996,0,4429.705,0.000,0.000,675609,1.02,15.42,0.000,0.000,0.000,7,7,8,34,15664,0.060,0.00,0.0066,0.064,680,0.084,0.000,0.159,0.000,2.89,1.07,7.96,0.00,0.000,1.01,1.01,1.03,0.084,0.00256,57.73,1.5225,23.58,135818.9,139738.7,1.657,0.1926,104.258,43.383,0.911,0.432,104.7,104.258
160000,2124,1.327,0.045,5.99,60745,56968,286,0,3487,2,1012712.9,13239.7,0.001,0.370,0.602,0.027,494,7.25,1.66,0.10,1.44,0.01,0.17,0.00,0.09,7.14,1.27,0.00,0.00,0.002,0.039,47,0.831,0.215,0.778,0.000,0.007,6637,6131,1,1.000,0.000,0.000,5417,0.153,0.062,0.000,104.18,12932,0,6619.839,0.000,0.000,697091,1.04,15.73,0.000,0.000,0.000,7,7,8,41,15403,0.059,0.00,0.0067,0.069,699,0.088,0.000,0.160,0.000,2.91,1.08,7.95,0.00,0.000,1.04,1.04,1.06,0.088,0.00245,58.00,1.5184,22.98,135776.5,139738.6,1.666,0.1941,103.978,42.358,0.908,0.432,104.0,103.978
170000,2098,1.339,0.047,6.00,60939,57139,289,0,3537,5,1011503.4,13137.9,0.001,0.368,0.608,0.024,469,7.22,1.27,0.05,0.78,0.02,0.42,0.00,0.11,7.14,1.11,0.00,0.00,0.002,0.035,44,0.846,0.201,0.791,0.000,0.008,6608,6562,1,1.000,0.000,0.000,6280,0.148,0.067,0.000,104.07,12728,0,2627.581,0.000,0.000,706906,1.02,15.75,0.000,0.000,0.000,7,7,8,29,15140,0.058,0.00,0.0068,0.076,703,0.089,0.000,0.161,0.000,2.91,1.07,7.97,0.01,0.001,1.02,1.02,1.03,0.090,0.00243,58.09,1.5078,21.60,135761.9,139738.5,1.681,0.1938,103.872,41.904,0.897,0.432,101.9,103.872
180000,2133,1.303,0.045,6.00,61254,57299,333,0,3587,2,1010691.4,13334.0,0.001,0.368,0.608,0.023,496,7.26,1.78,0.09,1.21,0.01,0.16,0.00,0.22,7.16,1.34,0.00,0.00,0.001,0.033,47,0.844,0.221,0.772,0.000,0.007,6756,6704,1,1.000,0.000,0.000,5913,0.162,0.061,0.000,104.04,13322,0,6667.024,0.000,0.000,700461,1.03,15.75,0.000,0.000,0.000,7,7,8,56,15480,0.059,0.00,0.0066,0.070,685,0.089,0.000,0.161,0.000,2.92,1.08,7.94,0.00,0.000,1.02,1.03,1.04,0.089,0.00240,58.09,1.5315,17.98,135815.8,139738.4,1.718,0.1981,103.844,41.711,0.909,0.432,104.1,103.844
190000,2108,1.340,0.047,6.00,60941,57173,293,0,3500,0,1011057.4,13181.7,0.001,0.367,0.609,0.024,482,7.23,1.94,0.10,1.42,0.02,0.47,0.01,0.43,7.09,1.51,0.00,0.00,0.002,0.037,57,0.852,0.217,0.773,0.000,0.009,6535,6444,1,1.000,0.000,0.001,6651,0.148,0.069,0.000,104.05,13567,0,13181.724,0.000,0.000,698228,1.04,15.81,0.000,0.000,0.000,7,7,8,45,15248,0.058,0.00,0.0068,0.070,695,0.089,0.000,0.161,0.000,2.89,1.08,7.93,0.01,0.002,1.03,1.03,1.05,0.089,0.00243,58.07,1.5125,33.92,135734.1,139738.3,1.718,0.1923,103.852,41.466,0.889,0.432,102.6,103.853
200000,2095,1.308,0.045,6.01,60663,57024,291,0,3361,6,1010808.6,12998.5,0.001,0.365,0.611,0.023,456,7.26,1.77,0.07,1.50,0.01,0.25,0.00,0.00,7.18,1.10,0.00,0.00,0.000,0.011,46,0.845,0.228,0.767,0.000,0.005,6593,6507,1,1.000,0.000,0.000,6068,0.157,0.063,0.000,103.99,14015,0,2166.412,0.000,0.000,685525,1.03,15.71,0.000,0.000,0.000,7,7,8,63,15207,0.058,0.00,0.0067,0.072,689,0.088,0.000,0.161,0.000,2.92,1.07,7.97,0.00,0.001,1.02,1.03,1.03,0.088,0.00243,58.17,1.4877,24.16,135848.2,139738.3,1.678,0.1884,103.817,42.166,0.904,0.432,102.5,103.817
210000,2123,1.356,0.045,6.01,60924,57177,313,0,3406,2,1011408.6,13125.7,0.001,0.367,0.608,0.025,485,7.24,1.84,0.08,1.39,0.01,0.22,0.00,0.09,7.15,1.29,0.00,0.00,0.001,0.028,45,0.819,0.226,0.769,0.000,0.005,6560,6468,1,1.000,0.000,0.000,6010,0.155,0.063,0.000,104.04,13852,0,6562.836,0.000,0.000,699468,1.03,15.75,0.000,0.000,0.000,7,7,8,64,15365,0.059,0.00,0.0067,0.054,700,0.089,0.000,0.160,0.000,2.90,1.08,7.94,0.00,0.000,1.02,1.03,1.04,0.089,0.00241,58.08,1.5048,21.79,135716.0,139738.2,1.727,0.1920,103.831,41.422,0.896,0.432,103.5,103.831
220000,2127,1.315,0.045,6.01,60934,57109,310,0,3511,3,1011431.6,13230.6,0.001,0.367,0.609,0.023,485,7.19,1.40,0.08,1.25,0.01,0.28,0.00,0.13,7.09,0.95,0.00,0.00,0.002,0.041,46,0.822,0.213,0.779,0.000,0.008,6595,6478,1,1.000,0.000,0.000,5678,0.158,0.058,0.000,104.03,14298,0,4410.210,0.000,0.000,696308,1.03,15.78,0.000,0.000,0.000,7,7,8,37,15295,0.058,0.00,0.0067,0.070,688,0.089,0.000,0.162,0.000,2.90,1.07,7.96,0.00,0.000,1.03,1.03,1.03,0.089,0.00241,58.09,1.5166,16.33,135800.8,139738.1,1.722,0.1937,103.840,41.602,0.904,0.432,103.7,103.840
230000,2130,1.309,0.044,6.01,60920,57239,300,0,3378,1,1011137.4,13049.4,0.001,0.367,0.609,0.023,466,7.29,2.20,0.17,2.15,0.01,0.15,0.00,0.09,7.10,1.32,0.00,0.00,0.001,0.020,57,0.832,0.230,0.759,0.000,0.011,6435,6269,1,1.000,0.000,0.000,5581,0.141,0.060,0.000,104.03,14441,0,13049.440,0.000,0.000,702076,1.07,15.75,0.000,0.000,0.000,7,7,8,64,15521,0.059,0.00,0.0067,0.062,692,0.089,0.000,0.161,0.000,2.91,1.10,7.94,0.00,0.001,1.06,1.06,1.08,0.089,0.00241,58.11,1.4942,20.75,135815.3,139738.1,1.701,0.1884,103.846,41.874,0.897,0.432,104.2,103.846
240000,2123,1.336,0.045,6.01,60711,56904,293,0,3521,3,1011388.8,13129.5,0.001,0.368,0.608,0.023,458,7.32,2.75,0.13,1.86,0.02,0.63,0.00,0.00,7.16,1.49,0.00,0.00,0.002,0.034,55,0.815,0.242,0.751,0.000,0.007,6610,6410,1,1.000,0.000,0.000,6323,0.152,0.060,0.000,104.00,14442,0,4376.503,0.000,0.000,684961,1.05,15.72,0.001,0.000,0.000,7,7,8,64,15533,0.059,0.00,0.0067,0.067,689,0.087,0.000,0.160,0.000,2.91,1.10,7.93,0.00,0.001,1.03,1.05,1.05,0.087,0.00242,58.12,1.5061,18.04,135758.4,139738.0,1.717,0.1931,103.803,41.947,0.896,0.432,104.2,103.803
250000,2132,1.325,0.044,6.00,60950,57218,295,0,3428,2,1011819.4,13123.0,0.001,0.367,0.608,0.024,472,7.24,1.77,0.10,1.35,0.01,0.19,0.00,0.00,7.14,1.25,0.00,0.00,0.001,0.030,51,0.827,0.228,0.765,0.000,0.006,6653,6506,1,1.000,0.000,0.000,6571,0.163,0.059,0.000,104.05,14760,0,6561.504,0.000,0.000,691128,1.04,15.76,0.000,0.000,0.000,7,7,8,56,15440,0.059,0.00,0.0067,0.059,688,0.088,0.000,0.161,0.000,2.89,1.07,7.97,0.00,0.001,1.03,1.03,1.05,0.088,0.00241,58.09,1.5036,17.67,135781.3,139737.9,1.703,0.1910,103.859,42.126,0.908,0.432,104.3,103.859
260000,2144,1.309,0.044,6.01,61125,57307,304,0,3502,1,1011944.7,13190.3,0.001,0.368,0.607,0.024,468,7.22,1.32,0.08,1.13,0.01,0.32,0.00,0.02,7.12,1.00,0.00,0.00,0.001,0.031,51,0.836,0.224,0.769,0.000,0.007,6582,6492,1,1.000,0.000,0.000,6287,0.146,0.060,0.000,104.10,14560,0,13190.271,0.000,0.000,703552,1.03,15.73,0.000,0.000,0.000,7,7,8,37,15478,0.059,0.00,0.0066,0.059,705,0.089,0.000,0.162,0.000,2.92,1.06,7.96,0.00,0.001,1.03,1.03,1.04,0.089,0.00239,58.04,1.5114,17.13,135801.2,139737.8,1.707,0.1920,103.908,41.982,0.908,0.432,104.2,103.908
270000,2069,1.333,0.045,6.01,60775,57114,291,0,3445,2,1011471.6,13161.5,0.001,0.367,0.608,0.024,472,7.25,1.28,0.02,0.40,0.01,0.35,0.00,0.00,7.21,1.14,0.00,0.00,0.001,0.028,40,0.827,0.200,0.795,0.000,0.005,6568,6433,1,1.000,0.000,0.000,6892,0.152,0.062,0.000,104.05,14442,0,6580.758,0.000,0.000,698018,1.01,15.69,0.000,0.000,0.000,7,7,8,28,14995,0.057,0.00,0.0068,0.064,666,0.089,0.000,0.161,0.000,2.90,1.06,7.97,0.00,0.001,1.01,1.01,1.01,0.089,0.00248,58.07,1.5084,21.99,135834.9,139737.7,1.716,0.1914,103.866,41.645,0.890,0.432,101.2,103.866
280000,2145,1.316,0.043,5.99,60780,56987,282,0,3435,2,1011622.2,13106.1,0.001,0.367,0.609,0.024,473,7.23,1.33,0.08,0.93,0.01,0.36,0.00,0.00,7.13,1.16,0.00,0.00,0.001,0.019,45,0.824,0.227,0.766,0.000,0.007,6591,6433,1,1.000,0.000,0.000,7766,0.140,0.061,0.000,104.06,14159,0,6553.038,0.000,0.000,691179,1.03,15.74,0.000,0.000,0.000,7,7,8,31,15506,0.059,0.00,0.0066,0.068,705,0.088,0.000,0.161,0.000,2.90,1.08,7.97,0.01,0.002,1.03,1.03,1.04,0.088,0.00239,58.08,1.5009,20.36,135788.9,139737.7,1.702,0.1901,103.861,41.765,0.903,0.432,104.4,103.861
290000,2145,1.315,0.044,6.00,60933,57228,276,0,3429,2,1011082.5,13053.7,0.001,0.366,0.609,0.024,469,7.17,1.35,0.07,0.87,0.01,0.37,0.00,0.00,7.09,1.21,0.00,0.00,0.002,0.036,43,0.850,0.225,0.769,0.000,0.006,6598,6481,1,1.000,0.000,0.000,6552,0.162,0.058,0.000,104.05,14512,0,6526.860,0.000,0.000,692297,1.03,15.82,0.000,0.000,0.000,7,7,8,33,15387,0.059,0.00,0.0066,0.061,715,0.088,0.000,0.161,0.000,2.88,1.06,7.95,0.00,0.001,1.02,1.03,1.04,0.088,0.00238,58.08,1.4944,16.67,135788.5,139737.6,1.705,0.1890,103.861,41.856,0.907,0.432,104.8,103.861
300000,2116,1.341,0.045,6.00,60757,57070,282,0,3434,4,1011866.1,13007.9,0.001,0.366,0.610,0.024,475,7.26,1.55,0.07,0.99,0.01,0.26,0.00,0.04,7.17,1.31,0.00,0.00,0.001,0.026,52,0.821,0.213,0.782,0.000,0.005,6450,6295,1,1.000,0.000,0.000,6062,0.156,0.060,0.000,104.04,14761,0,3251.963,0.000,0.000,683155,1.03,15.70,0.000,0.000,0.000,7,7,8,40,15357,0.059,0.00,0.0067,0.066,695,0.087,0.000,0.161,0.000,2.91,1.08,7.96,0.00,0.001,1.02,1.02,1.04,0.087,0.00242,58.11,1.4920,20.07,135759.2,139737.5,1.697,0.1905,103.842,41.925,0.895,0.432,103.6,103.842
310000,2140,1.317,0.044,6.00,60721,56968,309,0,3420,1,1010934.5,13018.1,0.001,0.365,0.610,0.024,477,7.18,1.27,0.03,0.53,0.01,0.17,0.00,0.00,7.14,1.23,0.00,0.00,0.001,0.020,48,0.814,0.221,0.774,0.000,0.006,6541,6346,1,1.000,0.000,0.000,7155,0.159,0.062,0.000,104.00,14466,0,13018.078,0.000,0.000,689930,1.01,15.80,0.000,0.000,0.000,7,7,8,30,15368,0.059,0.00,0.0066,0.053,692,0.088,0.000,0.162,0.000,2.89,1.07,7.94,0.00,0.001,1.01,1.01,1.02,0.088,0.00238,58.13,1.4926,21.74,135779.4,139737.5,1.715,0.1902,103.810,41.653,0.910,0.432,104.5,103.810
320000,2163,1.291,0.043,6.00,60737,57040,296,0,3378,3,1011403.9,13108.2,0.001,0.364,0.611,0.024,483,7.27,1.65,0.10,1.56,0.02,0.42,0.00,0.14,7.15,1.11,0.00,0.00,0.002,0.037,53,0.786,0.235,0.757,0.000,0.008,6463,6261,1,1.000,0.000,0.001,6365,0.156,0.061,0.000,103.97,15094,0,4369.401,0.000,0.000,685895,1.04,15.67,0.000,0.000,0.000,7,7,8,49,15730,0.060,0.00,0.0065,0.066,709,0.088,0.000,0.161,0.000,2.91,1.10,7.95,0.00,0.001,1.04,1.04,1.04,0.088,0.00236,58.15,1.5019,18.39,135822.1,139737.4,1.717,0.1911,103.782,41.831,0.915,0.432,105.2,103.782
330000,2100,1.325,0.044,6.00,60855,57141,290,0,3487,1,1010330.6,13180.1,0.001,0.366,0.610,0.024,484,7.26,1.56,0.07,1.01,0.02,0.53,0.00,0.02,7.17,1.19,0.00,0.00,0.002,0.041,47,0.817,0.212,0.781,0.000,0.006,6623,6465,1,1.000,0.000,0.000,6828,0.152,0.062,0.000,103.98,15422,0,13180.085,0.000,0.000,684369,1.02,15.68,0.000,0.000,0.000,7,7,8,38,15242,0.058,0.00,0.0067,0.061,687,0.087,0.000,0.162,0.000,2.92,1.10,7.95,0.00,0.001,1.02,1.02,1.03,0.087,0.00244,58.14,1.5117,23.78,135821.9,139737.3,1.717,0.1928,103.786,41.920,0.898,0.432,103.0,103.786
340000,2106,1.338,0.044,6.01,60849,57103,314,0,3426,2,1010341.1,13149.3,0.001,0.365,0.610,0.024,495,7.32,2.04,0.07,1.30,0.04,1.36,0.00,0.00,7.21,1.07,0.00,0.00,0.002,0.039,50,0.793,0.216,0.779,0.000,0.006,6430,6261,1,1.000,0.000,0.000,8292,0.139,0.061,0.000,103.94,15633,0,6574.643,0.000,0.000,679223,1.03,15.58,0.001,0.000,0.000,7,7,8,64,15411,0.059,0.00,0.0067,0.062,699,0.087,0.000,0.161,0.000,2.92,1.10,7.97,0.00,0.000,1.02,1.03,1.03,0.087,0.00243,58.16,1.5070,19.55,135784.8,139737.3,1.739,0.1921,103.745,42.020,0.899,0.432,103.5,103.745
350000,2134,1.318,0.045,6.00,60526,56648,316,0,3534,1,1010631.2,13244.8,0.001,0.364,0.612,0.024,464,7.34,1.87,0.10,1.48,0.01,0.29,0.00,0.00,7.23,1.50,0.00,0.00,0.002,0.037,49,0.815,0.221,0.773,0.000,0.007,6240,6026,1,1.000,0.000,0.000,6579,0.157,0.063,0.000,103.95,15557,0,13244.771,0.000,0.000,670062,1.04,15.58,0.000,0.000,0.000,7,7,8,50,15656,0.060,0.00,0.0066,0.066,697,0.086,0.000,0.161,0.000,2.93,1.11,7.98,0.00,0.000,1.03,1.03,1.04,0.086,0.00239,58.17,1.5198,22.47,135772.9,139737.2,1.716,0.1947,103.754,42.119,0.906,0.432,105.0,103.754
