step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
100000,7,7,0,0,0,7,0,1.00,18,0.000,2999,0.77,158.24,0.86,2,1,1,0,1.00,1.00,1.00,3,2,5,29.3
100000,7,7,0,0,0,7,0,1.00,18,0.000,2996,2.70,153.28,1.01,2,2,2,0,1.00,1.00,1.00,2,2,5,51.0
100000,7,7,0,0,0,7,0,1.00,18,0.000,2989,2.09,156.41,2.04,2,2,2,0,1.00,1.00,1.00,3,2,5,48.8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2981,1.08,155.64,0.66,2,1,2,0,1.00,1.00,1.00,2,2,5,30.0
100000,7,7,0,0,0,7,0,1.00,18,0.000,2979,0.54,150.30,0.58,2,2,2,0,1.00,1.00,1.00,2,2,5,47.4
100000,7,7,0,0,0,7,0,1.00,18,0.000,2974,2.09,151.65,1.71,2,2,2,0,1.00,1.00,1.00,3,2,5,62.3
100000,7,7,0,0,0,7,0,1.00,18,0.000,2972,2.12,154.61,0.45,2,2,2,0,1.00,1.00,1.00,4,2,5,50.8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2963,2.20,154.96,0.78,2,2,2,0,1.00,1.00,1.00,2,2,5,49.2
100000,7,7,0,0,0,7,0,1.00,18,0.000,2962,1.57,154.73,1.79,2,0,0,0,1.00,1.00,1.00,2,2,5,9.1
100000,7,7,0,0,0,7,0,1.00,18,0.000,2961,1.33,152.20,2.24,2,1,2,0,1.00,1.00,1.00,2,2,5,35.3
100000,7,7,0,0,0,7,0,1.00,18,0.000,2959,2.01,153.89,0.72,2,1,2,0,1.00,1.00,1.00,2,2,5,34.4
100000,7,7,0,0,0,7,0,1.00,18,0.000,2958,1.29,146.92,2.62,2,0,0,0,1.00,1.00,1.00,3,2,5,22.2
100000,7,7,0,0,0,7,0,1.00,18,0.000,2957,2.58,153.91,0.63,2,0,0,0,1.00,1.00,1.00,2,2,5,8.4
100000,7,7,0,0,0,7,0,1.00,18,0.000,2956,1.95,157.49,1.12,2,2,1,0,1.00,1.00,1.00,3,2,5,56.4
100000,7,7,0,0,0,7,0,1.00,18,0.000,2940,1.53,152.55,1.46,2,0,0,0,1.00,1.00,1.00,2,2,5,24.7
100000,7,7,0,0,0,7,0,1.00,18,0.000,2934,1.26,150.63,2.66,2,0,0,0,1.00,1.00,1.00,2,2,5,20.4
100000,7,7,0,0,0,7,0,1.00,18,0.000,2930,1.74,157.23,2.90,2,1,2,0,1.00,1.00,1.00,2,2,5,35.3
100000,7,7,0,0,0,7,0,1.00,18,0.000,2919,2.08,154.48,0.73,2,1,2,0,1.00,1.00,1.00,2,2,5,33.0
