step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain
110000,1931,1.404,0.038,7.91,44859,42338,483,0,2052,0,1000242.6,11373.4,0.001,0.391,0.001,0.607,456,8.16,1.70,0.00,0.20,0.00,0.00,0.04,0.55,8.11,1.47,0.00,0.00,0.000,0.000,60,0.910,0.211,0.784,0.000,0.005,6148,5889,1,1.000,0.000,0.006,64976,0.124,0.049,0.000,99.18,10164,0,11373.359,0.000,0.000,526524,1.00,15.84,0.000,0.000,0.000,8,8,8,38,15750,0.060,0.00,0.0064,0.055,617,0.069,0.000,0.126,0.000,3.44,2.08,7.93,0.00,0.000,1.00,1.00,1.00,0.069,0.00298,62.56,1.2736,12.65,136474.5,140222.0,2.096,0.1364,99.039,43.929,0.901,0.386,98.8,99.039
120000,1928,1.415,0.036,7.91,45353,42664,477,0,2215,0,1000172.1,11557.6,0.001,0.388,0.001,0.611,447,8.13,1.81,0.00,0.05,0.00,0.00,0.01,0.23,8.12,1.69,0.00,0.00,0.000,0.000,43,0.926,0.224,0.774,0.000,0.002,6145,5825,1,1.000,0.000,0.002,65569,0.121,0.047,0.000,99.16,10429,0,11557.586,0.000,0.000,521915,1.00,15.89,0.000,0.000,0.000,8,8,8,48,15674,0.060,0.00,0.0064,0.063,614,0.069,0.000,0.127,0.000,3.43,2.05,7.96,0.00,0.000,1.00,1.00,1.00,0.069,0.00295,62.59,1.2949,9.00,136485.8,140222.2,2.085,0.1394,99.026,44.252,0.891,0.386,98.4,99.026
130000,1928,1.435,0.038,7.90,45197,42531,497,0,2169,0,1000044.9,11541.9,0.001,0.390,0.001,0.608,473,8.17,2.14,0.00,0.00,0.00,0.00,0.03,0.51,8.14,1.89,0.00,0.00,0.000,0.000,57,0.913,0.231,0.767,0.000,0.003,6068,5688,1,1.000,0.000,0.005,66154,0.122,0.049,0.000,99.18,10718,0,11541.914,0.000,0.000,536405,1.00,15.86,0.000,0.000,0.000,8,8,8,57,15758,0.060,0.00,0.0064,0.061,631,0.070,0.000,0.127,0.000,3.46,2.07,7.95,0.00,0.000,1.00,1.00,1.00,0.070,0.00297,62.55,1.2942,9.96,136425.9,140222.4,2.106,0.1398,99.036,44.415,0.890,0.386,98.9,99.036
140000,1924,1.404,0.037,7.90,44881,42188,515,0,2182,0,1000191.2,11508.8,0.001,0.393,0.001,0.605,469,8.11,1.55,0.00,0.00,0.00,0.00,0.04,0.98,8.07,1.23,0.00,0.00,0.000,0.000,46,0.915,0.223,0.773,0.000,0.004,6099,5763,1,1.000,0.000,0.002,64180,0.124,0.049,0.000,99.20,10770,0,11508.826,0.000,0.000,530969,1.00,15.89,0.000,0.000,0.000,8,8,8,47,15607,0.060,0.00,0.0064,0.055,625,0.069,0.000,0.125,0.000,3.41,2.06,7.96,0.00,0.000,1.00,1.00,1.00,0.069,0.00300,62.54,1.2910,10.45,136499.6,140222.5,2.098,0.1400,99.070,44.349,0.901,0.386,98.1,99.070
150000,1910,1.435,0.038,7.90,45091,42521,449,0,2135,0,999638.8,11452.8,0.001,0.389,0.001,0.609,462,8.15,1.86,0.00,0.00,0.00,0.07,0.01,0.35,8.13,1.85,0.00,0.00,0.001,0.023,46,0.911,0.217,0.779,0.000,0.004,6005,5438,1,1.000,0.000,0.003,59583,0.127,0.050,0.000,99.15,10984,0,11452.758,0.000,0.000,525594,1.00,15.86,0.000,0.000,0.000,8,8,8,58,15561,0.059,0.00,0.0064,0.061,616,0.069,0.000,0.127,0.000,3.45,2.07,7.95,0.00,0.000,1.00,1.00,1.00,0.069,0.00300,62.58,1.2836,13.25,136444.0,140222.7,2.107,0.1380,99.009,44.165,0.890,0.386,97.7,99.009
160000,1930,1.403,0.037,7.87,45137,42421,476,0,2220,0,999889.8,11558.0,0.001,0.391,0.001,0.607,445,8.18,2.09,0.00,0.00,0.00,0.00,0.04,1.13,8.14,1.74,0.00,0.00,0.000,0.000,52,0.904,0.225,0.770,0.000,0.005,6007,5364,1,1.000,0.000,0.003,62111,0.126,0.051,0.000,99.16,10976,0,11558.042,0.000,0.000,524446,1.00,15.85,0.000,0.000,0.000,8,8,8,58,15787,0.060,0.00,0.0064,0.063,637,0.069,0.000,0.125,0.000,3.45,2.08,7.95,0.00,0.000,1.00,1.00,1.00,0.069,0.00298,62.58,1.2970,17.29,136490.9,140222.8,2.100,0.1408,99.028,44.052,0.901,0.386,98.9,99.028
170000,1962,1.393,0.038,7.89,44511,41866,491,0,2122,0,1000812.4,11362.6,0.001,0.399,0.001,0.599,469,8.20,2.32,0.00,0.14,0.00,0.20,0.02,0.34,8.18,2.27,0.00,0.00,0.000,0.020,61,0.903,0.231,0.765,0.000,0.005,6116,5269,1,1.000,0.000,0.004,63942,0.127,0.049,0.000,99.27,11231,0,11362.595,0.000,0.000,543923,1.00,15.86,0.000,0.000,0.000,8,8,8,62,16091,0.061,0.00,0.0062,0.055,630,0.070,0.000,0.126,0.000,3.44,2.09,7.96,0.00,0.000,1.00,1.00,1.00,0.070,0.00298,62.50,1.2733,10.94,136450.7,140223.0,2.074,0.1376,99.125,44.151,0.898,0.386,100.3,99.125
180000,1930,1.383,0.039,7.87,44414,41922,489,0,2035,0,1000095.5,11232.9,0.001,0.396,0.001,0.602,463,8.12,1.56,0.00,0.00,0.00,0.00,0.01,0.25,8.12,1.52,0.00,0.00,0.000,0.000,39,0.903,0.226,0.771,0.000,0.003,6083,5244,1,1.000,0.000,0.002,60643,0.124,0.050,0.000,99.22,11059,0,11232.882,0.000,0.000,532263,1.00,15.89,0.000,0.000,0.000,8,8,8,47,15681,0.060,0.00,0.0064,0.065,626,0.069,0.000,0.126,0.000,3.40,2.06,7.96,0.00,0.000,1.00,1.00,1.00,0.069,0.00301,62.52,1.2583,11.71,136498.9,140223.1,2.104,0.1349,99.089,44.165,0.908,0.386,99.0,99.089
190000,1936,1.377,0.039,7.90,45007,42420,475,0,2106,0,999698.7,11387.9,0.001,0.389,0.001,0.610,445,8.20,2.54,0.00,0.05,0.00,0.00,0.05,0.79,8.15,2.06,0.00,0.00,0.000,0.000,66,0.897,0.222,0.776,0.000,0.002,5933,5191,1,1.000,0.000,0.006,59422,0.125,0.052,0.000,99.12,11091,0,11387.949,0.000,0.001,524495,1.00,15.88,0.000,0.000,0.000,8,8,8,58,15876,0.061,0.00,0.0063,0.061,630,0.069,0.000,0.126,0.000,3.45,2.09,7.93,0.00,0.000,1.00,1.00,1.00,0.069,0.00295,62.60,1.2762,13.55,136496.7,140223.3,2.117,0.1371,98.987,43.756,0.905,0.386,99.3,98.987
200000,1926,1.411,0.038,7.90,44937,42320,484,0,2143,0,1000072.6,11460.2,0.001,0.391,0.001,0.607,458,8.16,2.02,0.00,0.02,0.01,0.38,0.03,0.63,8.12,1.95,0.00,0.00,0.001,0.018,56,0.891,0.219,0.777,0.000,0.004,6139,5400,1,1.000,0.000,0.004,59867,0.125,0.048,0.000,99.18,11212,0,11460.215,0.000,0.001,529468,1.00,15.88,0.000,0.000,0.000,8,8,8,46,15724,0.060,0.00,0.0064,0.060,631,0.069,0.000,0.126,0.000,3.45,2.08,7.95,0.00,0.000,1.00,1.00,1.00,0.069,0.00298,62.59,1.2848,9.76,136476.4,140223.4,2.073,0.1390,99.040,44.028,0.898,0.386,98.7,99.040
210000,1928,1.415,0.037,7.92,44718,42040,526,0,2150,0,1000578.9,11450.9,0.001,0.391,0.001,0.607,460,8.19,2.24,0.00,0.20,0.00,0.00,0.03,0.61,8.15,2.01,0.00,0.00,0.000,0.000,58,0.891,0.218,0.778,0.000,0.004,6129,5376,1,1.000,0.000,0.004,58053,0.129,0.049,0.000,99.19,11105,0,11450.871,0.000,0.001,539624,1.00,15.85,0.000,0.000,0.000,8,8,8,62,15791,0.060,0.00,0.0064,0.061,639,0.071,0.000,0.126,0.000,3.45,2.09,7.94,0.00,0.000,1.00,1.00,1.00,0.071,0.00297,62.60,1.2844,8.12,136477.2,140223.6,2.047,0.1394,99.050,44.524,0.898,0.386,98.7,99.050
220000,1929,1.406,0.037,7.93,45052,42451,471,0,2129,0,1000201.0,11406.4,0.001,0.389,0.001,0.609,446,8.13,1.74,0.00,0.00,0.00,0.00,0.03,0.55,8.11,1.60,0.00,0.00,0.000,0.000,62,0.886,0.219,0.773,0.000,0.007,5917,5293,1,1.000,0.000,0.005,58175,0.126,0.050,0.000,99.18,11125,0,11406.377,0.000,0.000,524149,1.00,15.88,0.000,0.000,0.000,8,8,8,46,15690,0.060,0.00,0.0064,0.060,637,0.069,0.000,0.127,0.000,3.44,2.09,7.96,0.00,0.000,1.00,1.00,1.00,0.069,0.00296,62.60,1.2785,12.31,136486.4,140223.8,2.063,0.1374,99.041,44.725,0.899,0.385,98.2,99.041
230000,1919,1.393,0.038,7.94,45022,42340,483,0,2209,0,999575.8,11539.7,0.001,0.385,0.001,0.613,445,8.09,1.34,0.00,0.05,0.00,0.00,0.00,0.06,8.09,1.34,0.00,0.00,0.000,0.000,57,0.880,0.223,0.775,0.000,0.002,5883,5197,1,1.000,0.000,0.002,60162,0.125,0.052,0.000,99.09,11234,0,11539.739,0.000,0.000,512361,1.00,15.91,0.000,0.000,0.000,8,8,8,36,15530,0.059,0.00,0.0064,0.070,629,0.068,0.000,0.125,0.000,3.43,2.08,7.93,0.00,0.000,1.00,1.00,1.00,0.068,0.00295,62.64,1.2945,17.34,136517.2,140223.9,2.109,0.1399,98.950,43.664,0.898,0.386,98.2,98.950
240000,1944,1.405,0.037,7.93,45036,42503,459,0,2049,0,1000048.9,11294.2,0.001,0.391,0.001,0.607,459,8.04,0.89,0.00,0.00,0.00,0.05,0.00,0.05,8.04,0.90,0.00,0.00,0.000,0.006,47,0.898,0.238,0.760,0.000,0.003,5931,4958,1,1.000,0.000,0.001,57912,0.130,0.051,0.000,99.16,11472,0,11294.229,0.000,0.001,537641,1.00,15.96,0.000,0.000,0.000,8,8,8,22,15633,0.060,0.00,0.0064,0.062,635,0.070,0.000,0.126,0.000,3.45,2.06,7.96,0.00,0.000,1.00,1.00,1.00,0.070,0.00295,62.57,1.2637,10.74,136468.4,140224.1,2.114,0.1348,99.019,43.614,0.889,0.386,98.9,99.019
250000,1939,1.427,0.038,7.92,44650,42065,490,0,2100,0,999898.4,11337.0,0.001,0.393,0.001,0.605,445,8.10,1.78,0.00,0.05,0.00,0.00,0.02,0.54,8.08,1.75,0.00,0.00,0.000,0.000,61,0.895,0.235,0.761,0.000,0.005,6200,4825,1,1.000,0.000,0.003,57790,0.128,0.048,0.000,99.19,11393,0,11337.031,0.000,0.000,540767,1.00,15.95,0.000,0.000,0.000,8,8,8,46,15700,0.060,0.00,0.0064,0.070,630,0.071,0.000,0.125,0.000,3.44,2.08,7.92,0.00,0.000,1.00,1.00,1.00,0.071,0.00297,62.54,1.2706,9.07,136423.2,140224.2,2.105,0.1370,99.049,43.631,0.894,0.386,99.2,99.048
260000,1944,1.380,0.037,7.96,44774,42055,469,0,2245,0,1000207.7,11421.6,0.001,0.395,0.001,0.603,455,8.12,1.96,0.00,0.00,0.00,0.07,0.01,0.41,8.11,1.76,0.00,0.00,0.001,0.023,53,0.916,0.217,0.779,0.000,0.004,6171,4786,1,1.000,0.000,0.001,55949,0.129,0.049,0.000,99.22,11746,0,11421.638,0.000,0.001,552043,1.00,15.94,0.000,0.000,0.000,8,8,8,53,15790,0.060,0.00,0.0063,0.065,622,0.072,0.000,0.126,0.000,3.42,2.05,7.95,0.00,0.000,1.00,1.00,1.00,0.072,0.00297,62.52,1.2824,8.87,136518.9,140224.4,2.105,0.1402,99.086,43.885,0.910,0.386,99.0,99.086
270000,1947,1.389,0.037,7.89,44379,41737,468,0,2171,0,1000181.8,11315.9,0.001,0.400,0.001,0.598,443,8.16,1.69,0.00,0.00,0.00,0.05,0.02,0.38,8.14,1.61,0.00,0.00,0.000,0.006,68,0.892,0.236,0.759,0.000,0.005,6091,4704,1,1.000,0.000,0.003,57388,0.129,0.050,0.000,99.25,12043,0,11315.931,0.000,0.000,548122,1.00,15.86,0.000,0.000,0.000,8,8,8,37,15878,0.061,0.00,0.0063,0.056,640,0.070,0.000,0.125,0.000,3.45,2.07,7.93,0.00,0.000,1.00,1.00,1.00,0.070,0.00301,62.46,1.2700,17.79,136497.9,140224.5,2.133,0.1374,99.109,43.117,0.906,0.386,99.7,99.109
280000,1930,1.391,0.038,7.91,44055,41316,500,0,2256,0,1000477.5,11340.6,0.001,0.403,0.001,0.595,447,8.14,1.68,0.00,0.00,0.00,0.00,0.01,0.27,8.13,1.56,0.00,0.00,0.000,0.000,62,0.886,0.222,0.775,0.000,0.003,6178,4655,1,1.000,0.000,0.002,58639,0.129,0.050,0.000,99.27,11949,0,11340.602,0.000,0.000,557242,1.00,15.90,0.000,0.000,0.000,8,8,8,36,15705,0.060,0.00,0.0064,0.055,620,0.071,0.000,0.125,0.000,3.42,2.07,7.94,0.00,0.000,1.00,1.00,1.00,0.071,0.00306,62.44,1.2734,9.98,136501.4,140224.7,2.128,0.1401,99.129,43.487,0.898,0.386,98.9,99.129
290000,1944,1.420,0.038,7.91,44136,41374,532,0,2216,0,1000692.1,11372.0,0.001,0.402,0.001,0.596,454,8.11,1.61,0.00,0.14,0.00,0.05,0.01,0.20,8.10,1.49,0.00,0.00,0.000,0.001,47,0.894,0.225,0.770,0.000,0.005,6245,4534,1,1.000,0.000,0.003,56874,0.124,0.051,0.000,99.29,11994,0,11372.046,0.000,0.000,553852,1.00,15.90,0.000,0.000,0.000,8,8,8,40,15764,0.060,0.00,0.0064,0.065,636,0.071,0.000,0.126,0.000,3.42,2.07,7.94,0.00,0.000,1.00,1.00,1.00,0.071,0.00303,62.44,1.2775,12.81,136429.6,140224.8,2.110,0.1399,99.142,43.517,0.898,0.386,99.5,99.142
300000,1946,1.388,0.037,7.93,43841,41053,511,0,2275,0,1000805.9,11349.5,0.001,0.408,0.001,0.590,463,8.11,1.53,0.00,0.00,0.00,0.00,0.03,0.70,8.08,1.19,0.00,0.00,0.000,0.000,56,0.916,0.227,0.772,0.000,0.002,6273,4526,1,1.000,0.000,0.004,57890,0.130,0.051,0.000,99.35,12241,0,11349.460,0.000,0.000,566759,1.00,15.89,0.000,0.000,0.000,8,8,8,50,15787,0.060,0.00,0.0064,0.056,627,0.071,0.000,0.125,0.000,3.43,2.06,7.96,0.00,0.000,1.00,1.00,1.00,0.071,0.00307,62.36,1.2776,14.71,136498.5,140225.0,2.126,0.1424,99.217,43.978,0.900,0.386,99.7,99.217
310000,1935,1.377,0.037,7.93,43607,40876,509,0,2233,0,1000768.2,11260.5,0.001,0.410,0.001,0.588,473,8.13,1.71,0.00,0.00,0.00,0.00,0.04,0.78,8.09,1.45,0.00,0.00,0.000,0.000,49,0.914,0.221,0.774,0.000,0.005,6274,4572,1,1.000,0.000,0.003,56581,0.130,0.052,0.000,99.36,12071,0,11260.540,0.000,0.000,567715,1.00,15.90,0.000,0.000,0.000,8,8,8,40,15723,0.060,0.00,0.0064,0.053,631,0.071,0.000,0.124,0.000,3.41,2.07,7.96,0.00,0.000,1.00,1.00,1.00,0.071,0.00310,62.34,1.2680,18.05,136537.1,140225.1,2.143,0.1416,99.219,43.102,0.910,0.386,99.1,99.219
320000,1941,1.414,0.037,7.90,42921,40137,524,0,2254,0,1001257.6,11185.6,0.001,0.422,0.001,0.576,463,8.07,1.30,0.00,0.07,0.00,0.00,0.02,0.52,8.04,1.25,0.00,0.00,0.000,0.000,62,0.872,0.224,0.774,0.000,0.002,6340,4531,1,1.000,0.000,0.003,54529,0.136,0.047,0.000,99.46,11972,0,11185.619,0.000,0.000,602594,1.00,15.88,0.000,0.000,0.000,8,8,8,33,15661,0.060,0.00,0.0064,0.066,625,0.073,0.000,0.125,0.000,3.44,2.06,7.94,0.00,0.000,1.00,1.00,1.00,0.073,0.00317,62.20,1.2586,11.28,136458.9,140225.3,2.186,0.1407,99.309,42.591,0.892,0.386,99.4,99.309
330000,1923,1.391,0.039,7.95,42710,39966,524,0,2238,0,1002292.6,11074.9,0.001,0.430,0.001,0.568,481,8.09,1.40,0.00,0.11,0.00,0.00,0.02,0.51,8.07,1.25,0.00,0.00,0.000,0.000,54,0.904,0.234,0.762,0.000,0.004,6463,4706,1,1.000,0.000,0.002,58218,0.135,0.052,0.000,99.59,11785,0,11074.938,0.000,0.000,628676,1.00,15.93,0.000,0.000,0.000,8,8,8,38,15556,0.059,0.00,0.0065,0.064,631,0.075,0.000,0.124,0.000,3.42,2.06,7.95,0.00,0.000,1.00,1.00,1.00,0.075,0.00325,62.10,1.2478,13.18,136499.0,140225.4,2.149,0.1400,99.457,42.814,0.898,0.386,99.1,99.457
340000,1922,1.412,0.039,7.95,42511,39799,544,0,2169,0,1002384.6,11107.3,0.001,0.429,0.001,0.569,479,8.13,1.55,0.00,0.02,0.00,0.00,0.04,0.76,8.09,1.42,0.00,0.00,0.000,0.000,53,0.904,0.220,0.776,0.000,0.004,6363,4782,1,1.000,0.000,0.004,61484,0.136,0.051,0.000,99.59,11749,0,11107.284,0.000,0.001,619417,1.00,15.86,0.000,0.000,0.000,8,8,8,40,15629,0.060,0.00,0.0064,0.060,620,0.074,0.000,0.125,0.000,3.40,2.06,7.96,0.00,0.000,1.00,1.00,1.00,0.074,0.00326,62.15,1.2509,14.80,136468.7,140225.6,2.099,0.1400,99.445,43.363,0.894,0.386,98.9,99.445
350000,1935,1.419,0.038,8.01,42639,39856,546,0,2224,0,1002526.6,11220.3,0.001,0.428,0.001,0.570,486,8.23,1.80,0.00,0.00,0.00,0.00,0.03,0.56,8.20,1.60,0.00,0.00,0.000,0.000,66,0.876,0.225,0.773,0.000,0.002,6430,4785,1,1.000,0.000,0.004,63220,0.138,0.051,0.000,99.59,12017,0,11220.342,0.000,0.000,617169,1.00,15.73,0.000,0.000,0.000,8,8,8,40,15920,0.061,0.00,0.0063,0.052,630,0.074,0.000,0.124,0.000,3.42,2.08,7.96,0.00,0.000,1.00,1.00,1.00,0.074,0.00323,62.14,1.2642,13.44,136431.8,140225.7,2.113,0.1423,99.440,43.424,0.903,0.386,100.1,99.439
