step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain
40000,1,692,8.37,0.03,0.00,0.02,8.32,0.00,1.01,0.000,0.066,365561.7,3593.3,3,88,2.96,1.00,1.01,0.3981,3.76,35462.1,0.1915,35.3324,5461,16.4708
40000,2,694,8.10,0.05,0.00,0.01,8.04,0.00,1.02,0.000,0.064,365700.3,3582.3,3,65,2.89,1.01,1.02,0.3963,2.55,4908.8,0.0575,35.3259,5461,28.5887
50000,0,683,8.29,0.00,0.00,0.03,8.26,0.00,1.00,0.000,0.065,367252.2,3681.5,3,83,2.90,1.00,1.00,0.4089,2.47,95322.3,0.0000,35.4774,5462,7.9444
50000,1,679,8.20,0.01,0.00,0.01,8.18,0.00,1.00,0.000,0.064,365331.4,3629.5,4,77,2.89,1.00,1.00,0.4048,7.69,35449.2,0.1880,35.2969,5461,16.4541
50000,2,686,8.17,0.01,0.00,0.01,8.15,0.00,1.01,0.000,0.064,364834.4,3641.9,4,50,2.96,1.00,1.01,0.4045,7.05,4886.3,0.0582,35.2708,5461,28.5596
60000,0,686,8.12,0.02,0.00,0.04,8.06,0.00,1.01,0.000,0.064,367021.4,3644.9,3,70,2.94,1.01,1.01,0.4042,2.96,95377.1,0.0000,35.4512,5462,7.9174
60000,1,683,8.12,0.01,0.01,0.07,8.04,0.00,1.00,0.000,0.063,364546.3,3690.7,3,80,2.87,1.00,1.00,0.4100,6.42,35391.9,0.1990,35.2283,5461,16.3983
60000,2,672,7.98,0.04,0.00,0.01,7.93,0.00,1.01,0.000,0.062,361983.8,3650.6,3,64,3.04,1.01,1.01,0.4046,4.65,4912.1,0.0607,34.9957,5461,28.4628
70000,0,700,8.15,0.05,0.00,0.08,8.02,0.00,1.02,0.000,0.065,365213.5,3539.5,3,69,2.96,1.01,1.02,0.3922,6.54,95428.5,0.0000,35.2949,5462,7.8875
70000,1,685,7.96,0.01,0.00,0.02,7.93,0.00,1.00,0.001,0.062,363430.2,3573.6,3,69,2.94,1.00,1.00,0.3967,5.52,35444.3,0.2023,35.1134,5461,16.3362
70000,2,671,8.00,0.00,0.00,0.02,7.99,0.00,1.00,0.000,0.062,360527.4,3575.8,3,51,3.02,1.00,1.00,0.3971,4.08,4915.1,0.0598,34.8554,5461,28.3550
80000,0,702,8.07,0.08,0.00,0.02,7.97,0.00,1.02,0.000,0.065,364348.8,3633.9,3,60,2.95,1.00,1.02,0.4023,3.33,95467.4,0.0000,35.1873,5462,7.8774
80000,1,671,7.95,0.02,0.00,0.01,7.92,0.00,1.01,0.000,0.061,362794.1,3694.8,3,75,2.99,1.00,1.01,0.4130,4.18,35402.9,0.1814,35.0404,5461,16.3153
80000,2,687,8.02,0.06,0.00,0.02,7.93,0.00,1.01,0.000,0.063,361264.8,3626.6,3,57,3.01,1.00,1.02,0.4028,3.40,4860.9,0.0568,34.9240,5461,28.3188
90000,0,703,7.91,0.02,0.00,0.00,7.89,0.00,1.01,0.000,0.063,363651.9,3565.4,3,70,2.95,1.00,1.00,0.3951,3.19,95535.7,0.0000,35.1350,5462,7.8663
90000,1,701,7.91,0.05,0.00,0.01,7.85,0.00,1.01,0.000,0.064,361894.1,3617.1,3,80,2.97,1.00,1.02,0.4031,5.71,35418.1,0.1714,34.9521,5461,16.2924
90000,2,677,7.98,0.02,0.00,0.05,7.90,0.00,1.01,0.000,0.062,361292.8,3591.0,3,52,2.97,1.00,1.01,0.4001,3.37,4821.9,0.0539,34.9045,5461,28.2789
100000,0,704,7.83,0.03,0.00,0.05,7.75,0.00,1.01,0.000,0.063,363351.5,3685.8,3,78,2.91,1.00,1.01,0.4110,4.15,95561.8,0.0000,35.0882,5462,7.8581
100000,1,705,7.65,0.01,0.00,0.03,7.61,0.00,1.00,0.000,0.062,362214.9,3638.7,3,63,2.90,1.00,1.00,0.4081,3.26,35366.1,0.1905,34.9674,5461,16.2755
100000,2,695,7.83,0.01,0.00,0.04,7.77,0.00,1.00,0.000,0.062,360763.8,3636.5,3,58,3.02,1.00,1.00,0.4057,3.72,4884.8,0.0599,34.8359,5461,28.2496
110000,0,695,7.63,0.04,0.01,0.04,7.53,0.00,1.01,0.000,0.061,364466.6,3750.1,3,60,2.87,1.00,1.01,0.4220,4.48,95626.1,0.0000,35.1502,5462,7.8606
110000,1,694,7.65,0.01,0.00,0.05,7.59,0.00,1.00,0.000,0.061,362421.9,3636.1,3,67,2.86,1.00,1.00,0.4102,4.74,35394.3,0.1944,34.9484,5461,16.2805
110000,2,710,7.82,0.01,0.00,0.08,7.73,0.00,1.00,0.000,0.063,361030.2,3610.9,3,50,2.95,1.00,1.00,0.4049,5.92,4841.9,0.0581,34.8321,5461,28.2583
120000,0,716,7.53,0.01,0.00,0.03,7.49,0.00,1.00,0.000,0.061,365435.9,3726.2,3,68,2.87,1.00,1.00,0.4222,7.23,95634.8,0.0000,35.2049,5462,7.8841
120000,1,707,7.56,0.03,0.00,0.03,7.49,0.00,1.01,0.000,0.061,364059.0,3703.8,3,69,2.90,1.00,1.01,0.4211,7.23,35327.1,0.1881,35.0843,5461,16.3293
120000,2,700,7.60,0.01,0.00,0.06,7.53,0.00,1.01,0.000,0.061,362525.0,3652.1,3,58,2.92,1.00,1.00,0.4123,4.09,4811.7,0.0587,34.9800,5461,28.3431
130000,0,735,7.40,0.01,0.01,0.05,7.33,0.00,1.00,0.000,0.062,366629.3,3717.9,3,73,2.84,1.00,1.00,0.4230,4.41,95556.0,0.0000,35.2999,5462,7.9009
130000,1,690,7.65,0.03,0.00,0.08,7.54,0.00,1.01,0.000,0.061,364428.7,3738.0,2,60,2.85,1.00,1.01,0.4243,2.02,35450.8,0.1852,35.0991,5461,16.3640
130000,2,723,7.58,0.04,0.00,0.05,7.49,0.00,1.01,0.000,0.063,364206.4,3692.2,3,49,2.85,1.00,1.01,0.4193,4.83,4848.3,0.0579,35.0820,5461,28.4034
140000,0,697,7.63,0.08,0.00,0.05,7.51,0.00,1.02,0.000,0.061,366811.8,3802.6,2,63,2.83,1.01,1.03,0.4339,7.61,95475.9,0.0000,35.3172,5462,7.9216
140000,1,718,7.60,0.03,0.00,0.05,7.52,0.00,1.01,0.000,0.062,365253.4,3755.9,2,68,2.87,1.00,1.01,0.4276,3.19,35491.2,0.1823,35.1809,5461,16.4068
140000,2,716,7.41,0.05,0.00,0.04,7.30,0.00,1.02,0.000,0.061,366301.2,3779.2,2,47,2.84,1.01,1.02,0.4317,3.78,4834.6,0.0586,35.2781,5461,28.4776
150000,0,699,7.63,0.03,0.00,0.09,7.50,0.00,1.01,0.000,0.060,366808.0,3729.7,2,79,2.82,1.00,1.01,0.4222,2.99,95444.8,0.0000,35.3361,5462,7.9270
150000,1,713,7.43,0.02,0.00,0.03,7.39,0.00,1.01,0.000,0.062,365272.2,3767.1,1,61,2.86,1.01,1.01,0.4290,5.07,35562.8,0.1784,35.1967,5461,16.4181
150000,2,717,7.51,0.07,0.00,0.04,7.41,0.00,1.02,0.000,0.062,366604.8,3712.9,1,45,2.88,1.01,1.02,0.4225,4.65,4827.9,0.0591,35.3012,5461,28.4972
160000,0,720,7.49,0.00,0.00,0.02,7.47,0.00,1.00,0.000,0.062,367108.4,3737.0,1,80,2.88,1.00,1.00,0.4256,3.46,95405.4,0.0000,35.3555,5462,7.9291
160000,1,716,7.49,0.03,0.00,0.02,7.44,0.00,1.01,0.000,0.062,365583.1,3741.5,1,69,2.78,1.00,1.01,0.4257,5.31,35503.4,0.1790,35.2217,5461,16.4225
160000,2,711,7.55,0.05,0.00,0.05,7.45,0.00,1.02,0.000,0.061,366633.1,3818.6,1,49,2.84,1.01,1.02,0.4353,7.20,4830.6,0.0608,35.3017,5461,28.5048
170000,0,718,7.63,0.05,0.00,0.04,7.55,0.00,1.01,0.000,0.063,366997.2,3790.8,1,62,2.83,1.01,1.02,0.4312,5.22,95451.6,0.0000,35.3431,5462,7.9305
170000,1,715,7.52,0.02,0.00,0.03,7.46,0.00,1.01,0.000,0.062,365673.7,3765.9,1,62,2.80,1.01,1.01,0.4286,6.47,35554.7,0.1825,35.2200,5461,16.4254
170000,2,716,7.46,0.04,0.00,0.04,7.39,0.00,1.01,0.000,0.061,366845.8,3776.6,1,60,2.77,1.01,1.01,0.4297,8.24,4871.0,0.0610,35.3105,5461,28.5099
180000,0,715,7.50,0.01,0.00,0.06,7.44,0.00,1.00,0.000,0.061,366834.2,3763.3,1,66,2.87,1.00,1.00,0.4277,3.66,95407.3,0.0000,35.3372,5462,7.9295
180000,1,707,7.62,0.05,0.00,0.02,7.54,0.00,1.02,0.000,0.062,365535.1,3722.5,1,72,2.85,1.01,1.02,0.4228,2.93,35517.8,0.1784,35.2273,5461,16.4233
180000,2,699,7.41,0.04,0.00,0.06,7.31,0.00,1.01,0.000,0.059,366860.1,3865.2,1,59,2.85,1.01,1.01,0.4411,5.49,4850.7,0.0596,35.3206,5461,28.5062
190000,0,717,7.53,0.03,0.00,0.04,7.47,0.00,1.01,0.000,0.062,367326.5,3836.6,1,71,2.78,1.01,1.01,0.4374,6.95,95398.6,0.0000,35.3694,5462,7.9322
190000,1,732,7.50,0.02,0.00,0.07,7.41,0.00,1.01,0.000,0.063,365553.6,3850.8,1,74,2.80,1.01,1.01,0.4395,5.46,35555.4,0.1793,35.2184,5461,16.4289
190000,2,724,7.38,0.02,0.00,0.04,7.33,0.00,1.00,0.000,0.061,366762.8,3866.3,1,44,2.80,1.00,1.01,0.4409,3.58,4892.6,0.0601,35.3212,5461,28.5159
200000,0,714,7.46,0.04,0.00,0.04,7.38,0.00,1.01,0.000,0.061,367363.3,3735.6,1,55,2.85,1.01,1.01,0.4233,3.31,95426.5,0.0000,35.3663,5462,7.9337
200000,1,711,7.50,0.03,0.00,0.08,7.39,0.00,1.01,0.000,0.061,365917.2,3728.5,1,73,2.82,1.00,1.01,0.4246,7.66,35546.8,0.1790,35.2400,5461,16.4320
200000,2,719,7.44,0.00,0.00,0.04,7.39,0.00,1.00,0.000,0.061,366951.2,3763.2,1,47,2.82,1.00,1.00,0.4299,4.22,4854.7,0.0586,35.3246,5461,28.5213
210000,0,718,7.36,0.01,0.00,0.03,7.31,0.00,1.00,0.000,0.061,367239.3,3805.8,1,65,2.82,1.00,1.00,0.4331,3.23,95435.2,0.0000,35.3681,5462,7.9329
210000,1,728,7.40,0.02,0.00,0.07,7.31,0.00,1.00,0.000,0.062,365795.0,3818.5,1,81,2.80,1.00,1.00,0.4357,5.01,35563.9,0.1785,35.2321,5461,16.4302
210000,2,716,7.37,0.02,0.00,0.03,7.33,0.00,1.01,0.000,0.060,366616.9,3842.2,2,42,2.82,1.00,1.00,0.4392,3.25,4853.9,0.0608,35.3218,5461,28.5183
220000,0,736,7.29,0.00,0.00,0.03,7.26,0.00,1.00,0.000,0.061,367401.1,3878.8,1,69,2.78,1.00,1.00,0.4416,3.67,95418.3,0.0000,35.3700,5462,7.9338
220000,1,715,7.44,0.03,0.02,0.05,7.34,0.00,1.01,0.000,0.061,365808.1,3775.8,1,78,2.81,1.00,1.01,0.4298,8.08,35553.3,0.1818,35.2354,5461,16.4321
220000,2,711,7.35,0.00,0.00,0.03,7.32,0.00,1.00,0.000,0.060,366733.7,3854.9,1,43,2.82,1.00,1.00,0.4411,6.24,4835.6,0.0592,35.3350,5461,28.5216
230000,0,721,7.46,0.04,0.00,0.04,7.38,0.00,1.01,0.000,0.061,367574.7,3838.3,1,65,2.80,1.01,1.01,0.4375,6.07,95408.0,0.0000,35.3975,5462,7.9364
230000,1,709,7.38,0.01,0.00,0.04,7.33,0.00,1.00,0.000,0.060,365859.5,3725.9,1,70,2.80,1.00,1.00,0.4236,4.69,35568.4,0.1840,35.2437,5461,16.4376
230000,2,699,7.46,0.03,0.00,0.04,7.38,0.00,1.01,0.000,0.060,366715.6,3846.0,1,44,2.82,1.00,1.01,0.4381,4.61,4875.7,0.0584,35.3229,5461,28.5311
240000,0,715,7.36,0.01,0.01,0.03,7.31,0.00,1.00,0.000,0.060,367393.8,3787.4,1,73,2.83,1.00,1.00,0.4316,6.15,95410.2,0.0000,35.3710,5462,7.9367
240000,1,721,7.46,0.03,0.00,0.07,7.36,0.00,1.01,0.000,0.061,366172.1,3709.9,1,67,2.81,1.01,1.01,0.4226,6.80,35524.4,0.1818,35.2640,5461,16.4381
240000,2,720,7.62,0.09,0.00,0.06,7.46,0.00,1.03,0.000,0.063,366850.1,3859.6,1,60,2.89,1.02,1.03,0.4389,5.78,4854.0,0.0596,35.3417,5461,28.5319
250000,0,702,7.54,0.05,0.00,0.04,7.45,0.00,1.02,0.000,0.060,367101.8,3734.5,1,72,2.77,1.01,1.02,0.4252,4.47,95410.1,0.0000,35.3627,5462,7.9334
250000,1,704,7.55,0.03,0.00,0.04,7.47,0.00,1.01,0.000,0.061,365711.3,3787.6,1,61,2.89,1.01,1.01,0.4308,4.48,35517.4,0.1762,35.2370,5461,16.4313
250000,2,717,7.53,0.03,0.00,0.03,7.48,0.00,1.01,0.000,0.062,366600.8,3792.6,1,45,2.84,1.01,1.01,0.4299,3.90,4901.4,0.0584,35.3206,5461,28.5201
260000,0,693,7.55,0.00,0.01,0.07,7.47,0.00,1.00,0.000,0.060,367178.3,3803.6,1,75,2.86,1.00,1.00,0.4344,7.69,95428.5,0.0000,35.3762,5462,7.9342
260000,1,711,7.52,0.02,0.00,0.06,7.44,0.00,1.01,0.000,0.061,365806.8,3761.8,1,62,2.85,1.00,1.00,0.4280,7.66,35540.8,0.1780,35.2446,5461,16.4330
260000,2,706,7.58,0.03,0.00,0.05,7.50,0.00,1.01,0.000,0.061,366347.4,3692.9,1,47,2.82,1.01,1.01,0.4174,3.95,4848.1,0.0606,35.3141,5461,28.5230
270000,0,712,7.46,0.01,0.00,0.04,7.41,0.00,1.00,0.000,0.060,366819.7,3690.2,1,88,2.78,1.00,1.00,0.4200,2.35,95426.8,0.0000,35.3523,5462,7.9324
270000,1,724,7.46,0.02,0.00,0.05,7.39,0.00,1.01,0.000,0.062,365883.7,3717.9,1,68,2.84,1.01,1.01,0.4225,4.25,35523.7,0.1818,35.2373,5461,16.4293
270000,2,714,7.73,0.07,0.00,0.10,7.56,0.00,1.02,0.000,0.063,366440.7,3666.6,1,61,2.80,1.01,1.02,0.4161,2.55,4868.4,0.0590,35.3195,5461,28.5167
280000,0,714,7.48,0.04,0.00,0.04,7.41,0.00,1.01,0.000,0.061,367129.7,3662.5,1,57,2.81,1.01,1.01,0.4204,3.79,95419.1,0.0000,35.3604,5462,7.9300
280000,1,726,7.52,0.03,0.00,0.07,7.42,0.00,1.01,0.000,0.062,365375.0,3682.3,1,69,2.85,1.01,1.01,0.4197,4.91,35519.2,0.1778,35.2178,5461,16.4242
280000,2,716,7.70,0.05,0.00,0.04,7.61,0.00,1.02,0.000,0.063,366197.7,3660.1,1,47,2.90,1.02,1.02,0.4141,1.85,4872.3,0.0608,35.3003,5461,28.5078
290000,0,735,7.41,0.01,0.02,0.03,7.35,0.00,1.01,0.000,0.062,367289.9,3711.0,1,88,2.81,1.00,1.00,0.4282,8.18,95421.8,0.0000,35.3821,5462,7.9335
290000,1,714,7.42,0.03,0.01,0.03,7.35,0.00,1.01,0.000,0.061,365646.3,3668.9,1,62,2.86,1.00,1.01,0.4195,2.26,35549.6,0.1792,35.2446,5461,16.4316
290000,2,704,7.53,0.02,0.00,0.02,7.49,0.00,1.01,0.000,0.060,366104.4,3707.2,1,60,2.84,1.01,1.01,0.4237,5.18,4895.0,0.0564,35.3016,5461,28.5206
300000,0,705,7.44,0.02,0.01,0.01,7.40,0.00,1.01,0.000,0.060,367084.4,3717.8,1,62,2.83,1.01,1.01,0.4285,4.75,95437.3,0.0000,35.3726,5462,7.9297
300000,1,697,7.43,0.01,0.00,0.04,7.39,0.00,1.01,0.000,0.059,365422.0,3664.3,2,69,2.83,1.00,1.00,0.4220,7.16,35519.7,0.1765,35.2202,5461,16.4236
300000,2,699,7.52,0.03,0.00,0.04,7.44,0.00,1.02,0.000,0.060,366138.5,3609.3,1,44,2.85,1.02,1.02,0.4136,5.45,4865.2,0.0564,35.2962,5461,28.5067
310000,0,712,7.42,0.06,0.00,0.02,7.34,0.00,1.03,0.000,0.060,367154.5,3639.1,2,79,2.87,1.02,1.02,0.4209,5.12,95463.7,0.0000,35.3589,5462,7.9310
310000,1,701,7.34,0.01,0.01,0.02,7.29,0.00,1.01,0.000,0.059,366067.9,3615.1,2,60,2.79,1.01,1.01,0.4174,5.80,35511.6,0.1723,35.2423,5461,16.4265
310000,2,700,7.40,0.02,0.00,0.02,7.37,0.00,1.01,0.000,0.060,366407.5,3633.7,2,41,2.80,1.00,1.01,0.4193,7.60,4853.3,0.0579,35.3054,5461,28.5117
320000,0,707,7.46,0.01,0.00,0.02,7.43,0.00,1.00,0.000,0.060,367278.2,3668.7,2,79,2.83,1.00,1.00,0.4270,6.42,95441.9,0.0000,35.3774,5462,7.9350
320000,1,726,7.49,0.02,0.02,0.05,7.41,0.00,1.01,0.000,0.062,365474.1,3624.1,2,73,2.80,1.00,1.01,0.4193,3.35,35533.3,0.1765,35.2337,5461,16.4346
320000,2,703,7.54,0.03,0.00,0.08,7.44,0.00,1.01,0.000,0.061,366717.5,3656.7,2,65,2.87,1.00,1.01,0.4229,4.13,4891.9,0.0578,35.3509,5461,28.5259
330000,0,720,7.44,0.05,0.00,0.02,7.37,0.00,1.02,0.000,0.061,367108.1,3634.9,2,88,2.83,1.01,1.02,0.4206,3.96,95443.1,0.0000,35.3690,5462,7.9302
330000,1,713,7.44,0.01,0.00,0.01,7.42,0.00,1.00,0.000,0.061,365512.7,3628.1,2,70,2.83,1.00,1.00,0.4197,4.46,35539.8,0.1788,35.2325,5461,16.4247
330000,2,688,7.33,0.00,0.00,0.03,7.30,0.00,1.00,0.000,0.058,366224.6,3576.7,2,58,2.83,1.00,1.00,0.4132,8.33,4861.7,0.0560,35.2970,5461,28.5087
340000,0,722,7.42,0.04,0.01,0.02,7.35,0.00,1.01,0.000,0.061,367019.5,3653.3,2,64,2.77,1.01,1.01,0.4234,4.88,95456.9,0.0000,35.3564,5462,7.9315
340000,1,711,7.51,0.02,0.01,0.03,7.45,0.00,1.00,0.000,0.061,365545.0,3557.6,2,71,2.84,1.00,1.01,0.4117,7.10,35543.5,0.1788,35.2340,5461,16.4273
340000,2,707,7.36,0.00,0.00,0.03,7.34,0.00,1.00,0.000,0.060,366706.5,3659.2,2,56,2.86,1.00,1.00,0.4244,6.17,4888.5,0.0570,35.3217,5461,28.5132
350000,0,698,7.48,0.02,0.00,0.03,7.42,0.00,1.01,0.000,0.060,367031.0,3646.8,2,77,2.87,1.01,1.01,0.4239,5.34,95448.9,0.0000,35.3723,5462,7.9351
350000,1,704,7.39,0.04,0.00,0.03,7.32,0.00,1.03,0.000,0.060,365869.5,3605.8,2,72,2.87,1.02,1.02,0.4195,6.67,35521.5,0.1723,35.2635,5461,16.4349
350000,2,719,7.42,0.01,0.00,0.03,7.38,0.00,1.00,0.000,0.061,367026.7,3632.5,2,47,2.80,1.00,1.00,0.4212,4.79,4891.9,0.0567,35.3359,5461,28.5263
360000,0,698,7.38,0.00,0.00,0.03,7.35,0.00,1.00,0.000,0.059,366993.3,3519.2,1,65,2.83,1.00,1.00,0.4076,7.02,95462.0,0.0000,35.3466,5462,7.9297
360000,1,720,7.59,0.05,0.03,0.04,7.47,0.00,1.02,0.000,0.062,365678.9,3633.2,1,72,2.82,1.01,1.02,0.4232,8.13,35545.9,0.1727,35.2258,5461,16.4237
360000,2,717,7.40,0.03,0.00,0.02,7.35,0.00,1.02,0.000,0.061,366533.7,3640.4,1,43,2.82,1.01,1.01,0.4219,4.70,4898.6,0.0580,35.3173,5461,28.5070
370000,0,723,7.36,0.01,0.01,0.03,7.31,0.00,1.00,0.000,0.061,367144.4,3589.1,1,74,2.81,1.00,1.00,0.4181,6.07,95433.8,0.0000,35.3613,5462,7.9306
370000,1,716,7.38,0.02,0.00,0.03,7.32,0.00,1.01,0.000,0.060,365690.9,3601.2,1,70,2.80,1.01,1.01,0.4207,8.52,35556.5,0.1755,35.2382,5461,16.4256
370000,2,708,7.38,0.02,0.00,0.01,7.35,0.00,1.01,0.000,0.060,366481.0,3611.9,1,60,2.80,1.00,1.01,0.4190,9.07,4891.6,0.0566,35.3134,5461,28.5103
380000,0,708,7.47,0.01,0.00,0.03,7.43,0.00,1.00,0.000,0.060,367231.8,3655.3,1,70,2.87,1.00,1.00,0.4262,6.85,95413.5,0.0000,35.3700,5462,7.9322
380000,1,716,7.30,0.01,0.00,0.01,7.28,0.00,1.00,0.000,0.060,365953.4,3587.5,1,73,2.78,1.00,1.00,0.4169,7.44,35530.3,0.1772,35.2496,5461,16.4289
380000,2,710,7.44,0.03,0.00,0.01,7.40,0.00,1.01,0.000,0.060,366480.6,3563.2,1,46,2.83,1.01,1.01,0.4115,1.56,4894.2,0.0544,35.3138,5461,28.5160
390000,0,722,7.42,0.01,0.01,0.02,7.39,0.00,1.00,0.000,0.061,367208.7,3553.8,1,69,2.81,1.00,1.00,0.4137,4.85,95422.2,0.0000,35.3718,5462,7.9308
390000,1,736,7.39,0.03,0.01,0.01,7.33,0.00,1.01,0.000,0.062,365734.9,3568.2,1,75,2.79,1.01,1.01,0.4131,4.18,35552.6,0.1759,35.2359,5461,16.4259
390000,2,727,7.28,0.03,0.00,0.01,7.25,0.00,1.01,0.000,0.061,366443.6,3566.3,1,55,2.82,1.01,1.01,0.4138,5.95,4887.3,0.0574,35.2971,5461,28.5108
400000,0,713,7.56,0.06,0.03,0.02,7.44,0.00,1.01,0.000,0.061,366654.4,3600.5,1,68,2.87,1.00,1.02,0.4165,4.95,95482.4,0.0000,35.3388,5462,7.9280
400000,1,734,7.49,0.04,0.03,0.02,7.40,0.00,1.01,0.000,0.063,365515.2,3603.5,1,79,2.83,1.01,1.02,0.4179,7.68,35525.4,0.1751,35.2251,5461,16.4201
400000,2,725,7.36,0.02,0.00,0.02,7.31,0.00,1.01,0.000,0.061,366540.2,3620.7,1,46,2.82,1.00,1.01,0.4197,12.24,4835.8,0.0579,35.3061,5461,28.5006
410000,0,711,7.70,0.01,0.02,0.04,7.63,0.00,1.00,0.000,0.063,367070.0,3611.4,2,76,2.90,1.00,1.00,0.4188,6.74,95433.3,0.0000,35.3587,5462,7.9309
410000,1,718,7.40,0.00,0.00,0.03,7.37,0.00,1.00,0.000,0.061,365716.2,3628.7,2,74,2.84,1.00,1.00,0.4223,5.24,35528.6,0.1715,35.2344,5461,16.4261
410000,2,716,7.47,0.05,0.03,0.04,7.35,0.00,1.02,0.000,0.061,366892.1,3632.0,1,46,2.82,1.01,1.01,0.4226,5.81,4892.8,0.0556,35.3192,5461,28.5111
420000,0,729,7.33,0.04,0.01,0.02,7.26,0.00,1.01,0.000,0.061,366947.4,3596.3,1,73,2.82,1.01,1.01,0.4164,3.84,95453.2,0.0000,35.3518,5462,7.9299
420000,1,698,7.42,0.01,0.00,0.04,7.36,0.00,1.01,0.000,0.059,365405.4,3594.1,1,65,2.82,1.00,1.00,0.4156,4.24,35568.1,0.1759,35.2170,5461,16.4241
420000,2,720,7.27,0.00,0.00,0.02,7.25,0.00,1.00,0.000,0.060,366770.4,3571.8,1,48,2.81,1.00,1.00,0.4170,8.44,4901.8,0.0569,35.3206,5461,28.5076
430000,0,731,7.42,0.01,0.00,0.05,7.36,0.00,1.00,0.000,0.062,367126.6,3597.3,2,64,2.85,1.00,1.00,0.4169,5.76,95462.2,0.0000,35.3529,5462,7.9270
430000,1,697,7.52,0.03,0.00,0.04,7.44,0.00,1.01,0.000,0.060,365296.2,3577.8,2,65,2.88,1.01,1.01,0.4136,7.48,35547.5,0.1757,35.2056,5461,16.4180
430000,2,732,7.29,0.01,0.02,0.02,7.24,0.00,1.00,0.000,0.061,366491.5,3608.0,1,55,2.85,1.00,1.00,0.4195,2.94,4850.2,0.0548,35.3038,5461,28.4971
440000,0,732,7.50,0.02,0.02,0.02,7.44,0.00,1.01,0.000,0.063,367097.2,3607.8,1,84,2.86,1.00,1.01,0.4185,6.60,95434.7,0.0000,35.3442,5462,7.9283
440000,1,723,7.42,0.01,0.00,0.03,7.38,0.00,1.00,0.000,0.061,365459.4,3604.0,1,75,2.84,1.00,1.00,0.4174,5.40,35513.2,0.1742,35.2168,5461,16.4207
440000,2,717,7.37,0.01,0.03,0.02,7.31,0.00,1.00,0.000,0.060,366647.9,3620.6,1,63,2.81,1.00,1.00,0.4218,7.28,4891.9,0.0572,35.3163,5461,28.5017
450000,0,722,7.33,0.02,0.00,0.05,7.25,0.00,1.01,0.000,0.060,367211.2,3638.3,1,69,2.85,1.01,1.01,0.4216,3.75,95448.4,0.0000,35.3587,5462,7.9278
450000,1,704,7.45,0.00,0.01,0.02,7.41,0.00,1.00,0.000,0.060,365347.9,3595.3,1,73,2.84,1.00,1.00,0.4139,5.75,35545.8,0.1754,35.2142,5461,16.4196
450000,2,706,7.42,0.04,0.01,0.01,7.36,0.00,1.01,0.000,0.060,366303.8,3642.2,1,56,2.85,1.01,1.01,0.4211,4.69,4863.7,0.0562,35.2895,5461,28.4999
460000,0,721,7.28,0.01,0.02,0.02,7.24,0.00,1.01,0.000,0.060,367327.4,3623.5,1,81,2.84,1.00,1.00,0.4204,7.32,95423.6,0.0000,35.3592,5462,7.9292
