step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,10864,8132,130919,779459,744964,638076,10464,59415,2170,2,234605,5403947,181516.411,68495.305,0.2785,64411.059,0.215,0.291,0.201,0.292,0.646,0.324,829,0.0254,0.7006,0.105,12.5,45.5,83.8,46.25,3.90,4.79,3.90,33.67,7.85,1.020,0.114,0.059,0.059,23.287,0.666,0.0024,135,441,1819,14193,79,0,0.000,5697,3386,2970,4508,730,3713,6421,0.00,1.16,12442,33.5642,66449,9677,540090,2879.0,-0.0,451604,59.524,2630837.750,1.73e-14,0.00093,30.00,233507,129.495,2.309,126.371,0.814,129.496,8636,782,1446,0.4598,0.831,1.014,1.216,1.010,0.907,1.136,37259.782,11481.115,176444.957,37993.628,31488.885,2683.116,684.631,716.498,0.705,0.566,0.558,0.876,0.720,0.640,7784,58343,0.6881,0.6360,0.6281,1.0000,0.0539,0.0447,0.5491,0.7236,0.8492,0.0933,0.0628,0.0194,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,15137,0.9999,0.7882,0.7588,0.9988,0.0539,0.0447,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0366,4.8283,5.0789,0.1215,0.2628,0.2297,0.499,0.655,0.570,0.550,9119,0.1810,0.0102,0.0121,0.00240,0.00157,0.00145,23.62,27.85,27.78,647.2939,0.0193,68.6938,36.7234,22.8007,1081859,1531666,0.5685,0.0045,16744.1,647.2939,21.62
2000,11402,4000,56988,125065,114132,67187,890,23056,2540,0,287080,2651357,40072.977,16145.395,0.2840,11049.704,0.147,0.535,0.137,0.180,0.556,0.323,1210,0.0617,0.6738,0.092,16.1,40.1,79.0,39.44,3.75,8.02,1.62,26.05,7.61,1.070,0.207,0.209,0.218,12.186,0.367,0.0029,114,933,995,20297,65,0,0.000,5759,1398,2567,7437,434,1450,9518,0.00,5.60,13184,14.3373,66454,10105,498231,3259.3,0.0,498942,22.410,2630837.750,9.20e-15,0.00070,25.34,37928,32.145,2.040,29.589,0.515,32.145,4598,2074,4730,0.3064,0.912,1.046,1.282,1.077,0.947,1.117,14670.536,12142.087,17538.863,14604.277,18979.541,2708.209,1426.561,960.921,0.609,0.497,0.559,0.631,0.488,0.512,12481,22233,0.6273,0.4192,0.4929,0.9997,0.0438,0.0486,0.5199,0.8037,0.9089,0.1723,0.0358,0.0162,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6089,0.9991,0.7330,0.6568,0.9983,0.0438,0.0486,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1086,4.8510,4.9313,0.0637,0.1651,0.1510,0.283,0.288,0.260,0.288,2532,0.1067,0.0040,0.0017,0.00257,0.00091,0.00073,27.66,27.42,27.68,5909.7099,0.0393,33.9007,13.0434,9.3667,1091500,1528283,1.0141,0.0466,25619.9,5909.7099,26.00
3000,12923,5014,58614,148954,137573,89632,708,17649,2068,0,267867,3650905,51296.155,17419.746,0.2705,12891.720,0.116,0.671,0.090,0.122,0.619,0.270,1044,0.0622,0.6624,0.095,13.1,38.7,73.2,36.38,3.55,8.15,1.19,23.49,7.61,1.062,0.213,0.281,0.294,17.722,0.326,0.0022,90,397,1107,14780,115,0,0.000,6489,52,1817,11054,326,1986,10611,0.25,6.64,15395,16.7227,66288,11140,465276,3349.6,-0.0,529538,15.731,2630837.750,7.79e-15,0.00166,14.43,42868,37.010,2.328,34.207,0.475,37.010,5767,3231,3925,0.3746,0.909,1.028,1.265,1.087,0.954,1.114,13462.253,13020.757,31128.939,13370.238,19688.699,1819.666,1152.218,1556.142,0.774,0.521,0.534,0.775,0.456,0.481,14319,31945,0.6798,0.3216,0.3991,0.9995,0.0384,0.0579,0.5383,0.9576,0.8898,0.1714,0.0095,0.0159,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4120,0.9991,0.8671,0.7494,0.9981,0.0384,0.0579,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1050,4.8421,4.9617,0.0883,0.1588,0.1366,0.226,0.186,0.246,0.218,1311,0.0649,0.0041,0.0030,0.00232,0.00099,0.00101,22.97,28.12,27.67,17559.6505,0.0409,33.3943,6.1853,9.5457,1086699,1527159,1.3602,0.0927,22848.7,17559.6505,22.38
4000,10828,4985,52832,121974,112301,68344,798,15691,2006,5,228767,3782762,45829.924,15421.557,0.2625,11668.953,0.104,0.718,0.076,0.101,0.642,0.256,1060,0.0683,0.6526,0.081,18.8,41.8,82.6,39.27,4.49,9.00,1.10,24.68,7.43,1.078,0.213,0.394,0.409,29.591,0.367,0.0021,82,375,1811,11325,128,0,0.000,5971,95,1744,8989,188,1843,8797,0.50,5.61,19019,18.5732,66161,11953,439265,1855.9,0.0,550382,14.928,2630837.750,8.14e-15,0.00125,37.93,35355,32.782,2.279,30.147,0.355,32.783,5520,2406,2902,0.3338,0.925,1.042,1.300,1.106,0.953,1.130,13100.664,11196.410,27028.384,13008.226,17462.267,1485.679,1288.229,978.696,0.799,0.543,0.531,0.711,0.437,0.512,16404,32385,0.7536,0.2682,0.4035,0.9989,0.0395,0.0718,0.5234,0.8676,0.8379,0.1830,0.0232,0.0195,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3443,0.9991,0.7805,0.7351,0.9986,0.0395,0.0720,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0775,4.7046,5.1088,0.1318,0.1535,0.1365,0.194,0.198,0.225,0.187,1397,0.0733,0.0048,0.0034,0.00208,0.00085,0.00094,27.41,27.40,27.57,15065.6588,0.0365,30.8039,6.5706,8.3572,1082348,1526169,1.4016,0.1086,22703.7,15065.6588,25.42
5000,12581,5280,58014,148013,138795,88988,1011,13995,1431,5,186889,3758438,52642.189,17261.343,0.2927,13842.198,0.113,0.693,0.084,0.110,0.655,0.255,753,0.0501,0.6386,0.079,16.9,41.0,77.7,38.92,4.01,7.92,1.31,25.68,7.47,1.062,0.185,0.340,0.353,32.896,0.340,0.0018,76,347,3665,9838,467,16,0.560,7042,156,1873,10552,259,2068,10254,0.25,5.39,17710,20.4150,65891,12080,416284,3918.6,-0.0,572322,14.641,2630837.750,1.12e-14,0.00046,12.68,42054,29.610,1.999,27.172,0.440,29.611,5998,2915,3668,0.3563,0.899,1.032,1.275,1.089,0.935,1.120,14302.900,12117.064,33206.779,14192.888,19084.720,1541.408,951.683,926.054,0.800,0.536,0.530,0.731,0.484,0.549,19265,34197,0.6881,0.1965,0.3142,0.9993,0.0456,0.0715,0.5388,0.9278,0.8944,0.1689,0.0247,0.0215,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5536,0.9993,0.7522,0.7034,0.9989,0.0458,0.0715,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0708,4.7057,5.0249,0.1466,0.1730,0.1576,0.231,0.263,0.243,0.254,1097,0.0546,0.0035,0.0026,0.00226,0.00092,0.00101,26.28,27.50,27.51,14134.4673,0.0350,33.6678,6.7681,7.8729,1078086,1524228,0.9102,0.0804,23017.3,14134.4673,23.03
6000,11093,5619,54269,129480,120482,74599,612,14644,1657,21,207462,4042339,48265.667,16589.189,0.2984,12720.640,0.098,0.740,0.070,0.091,0.656,0.257,676,0.0585,0.6358,0.080,16.1,42.1,90.3,39.33,4.76,8.85,1.17,24.56,7.37,1.092,0.211,0.424,0.457,42.091,0.360,0.0019,76,360,8117,9682,1331,23,0.526,6953,238,1305,9550,721,2036,8336,0.50,5.20,16936,19.2721,65546,14104,391276,3093.6,-0.0,600215,15.692,2630837.750,2.67e-14,0.00013,23.20,39027,27.011,1.856,24.830,0.326,27.011,6598,1851,2644,0.2905,0.949,1.052,1.312,1.107,0.966,1.143,11863.387,11071.529,32995.196,11731.675,16259.435,1959.349,919.352,989.848,0.791,0.519,0.556,0.695,0.452,0.525,23395,35030,0.6785,0.2413,0.3524,0.9995,0.0465,0.0732,0.5607,0.9308,0.8730,0.1614,0.0373,0.0333,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3393,0.9996,0.8435,0.8227,0.9992,0.0465,0.0735,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1908,4.7480,5.0857,0.1888,0.1672,0.1468,0.203,0.195,0.246,0.188,1012,0.0425,0.0038,0.0029,0.00218,0.00086,0.00095,24.61,27.07,27.31,13740.5804,0.0417,28.4415,8.5135,7.1785,1075303,1523990,0.4190,0.0248,22997.6,13740.5804,19.40
7000,15098,6272,61089,174574,164313,112477,1008,14320,2170,67,281861,4310060,57690.641,22606.927,0.3160,17039.878,0.114,0.717,0.064,0.106,0.653,0.256,1273,0.0473,0.6345,0.074,12.2,41.2,75.8,38.14,3.22,7.35,1.10,26.47,7.70,1.078,0.172,0.315,0.360,32.070,0.310,0.0017,78,392,15353,14900,3771,28,0.669,8538,713,1320,13065,1496,2399,11203,0.50,5.13,11640,18.8422,65235,13319,363646,5750.6,-0.0,634777,17.182,2630837.750,1.95e-15,0.00067,24.47,50541,39.162,2.179,36.221,0.761,39.164,7919,3012,4167,0.3247,0.914,1.047,1.292,1.097,0.947,1.138,12168.177,15316.243,40741.237,12060.688,21928.594,2617.663,1002.936,1946.451,0.787,0.478,0.547,0.769,0.481,0.582,25014,35316,0.6864,0.3970,0.3429,0.9997,0.0408,0.0634,0.6057,0.8752,0.8554,0.1344,0.0113,0.0153,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4072,0.9997,0.8040,0.7656,0.9991,0.0408,0.0635,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1237,4.5603,5.0284,0.1565,0.1527,0.1421,0.222,0.245,0.230,0.235,1139,0.0520,0.0040,0.0036,0.00213,0.00104,0.00116,27.72,28.44,28.32,14013.7403,0.0498,34.4953,10.5818,6.6004,1076039,1521257,0.2959,0.0109,22391.3,14013.7403,21.78
8000,10526,4961,68102,196505,184597,127150,1253,17030,2241,219,293578,3952690,57720.458,28924.524,0.3488,22525.295,0.128,0.644,0.078,0.150,0.626,0.279,1125,0.0686,0.6451,0.071,14.0,40.8,78.3,36.94,3.79,8.57,1.16,23.42,7.54,1.104,0.206,0.396,0.455,34.692,0.336,0.0019,84,387,16990,14947,5475,26,0.480,6702,663,899,8964,738,1776,8012,0.75,5.60,9818,13.1417,64861,11137,329121,3104.8,-0.0,673012,18.474,2630837.750,1.06e-14,0.00067,7.77,60021,47.534,2.411,44.651,0.472,47.535,6086,1704,2736,0.2685,0.948,1.059,1.326,1.121,0.962,1.154,14246.173,19473.648,35774.531,14117.361,30353.861,3624.270,778.055,1996.904,0.740,0.462,0.548,0.756,0.522,0.621,16710,45586,0.7019,0.2860,0.3374,0.9995,0.0426,0.0491,0.6076,1.0065,0.8977,0.1508,0.0156,0.0176,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,6072,0.9992,0.8623,0.7891,0.9984,0.0426,0.0491,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2465,4.7689,5.1664,0.1687,0.1606,0.1444,0.254,0.156,0.221,0.206,1526,0.0592,0.0028,0.0033,0.00217,0.00128,0.00129,23.83,27.14,27.35,13927.3535,0.0614,45.0584,10.3893,8.0846,1084348,1521438,0.6121,0.0929,22106.2,13927.3535,16.84
9000,10782,4616,53340,141572,132553,87444,788,13498,1639,249,218765,3763522,45744.829,19061.546,0.3370,14454.008,0.099,0.738,0.062,0.101,0.638,0.280,808,0.0531,0.6525,0.062,11.9,40.2,72.3,35.34,3.63,7.41,1.05,23.24,7.62,1.098,0.189,0.393,0.437,29.385,0.329,0.0018,81,392,12013,12645,4936,26,0.450,6226,68,1525,9189,218,1797,8767,0.75,5.57,13668,15.2574,64653,11604,308669,3712.9,-0.0,695388,14.232,2630837.750,4.43e-15,0.00222,30.68,44078,35.200,2.355,32.396,0.449,35.201,5677,2222,2883,0.2907,0.956,1.059,1.319,1.126,0.963,1.149,11774.298,13569.011,28539.527,11694.078,19965.233,2501.802,937.062,1168.675,0.762,0.484,0.563,0.749,0.489,0.574,16801,33654,0.7272,0.4024,0.3657,0.9997,0.0318,0.0557,0.6016,0.9689,0.8545,0.1602,0.0262,0.0210,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2965,0.9992,0.8695,0.7997,0.9982,0.0318,0.0557,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2301,4.4904,4.8883,0.1505,0.1603,0.1478,0.202,0.200,0.225,0.195,1079,0.0697,0.0020,0.0028,0.00220,0.00102,0.00111,25.46,27.66,27.97,14809.7563,0.0459,32.1377,7.5906,6.6419,1088841,1519970,1.2274,0.1693,21383.0,14809.7563,18.95
10000,11571,4966,50829,120901,112306,69323,749,13268,1407,163,199806,3636645,43373.483,16899.180,0.2967,13193.488,0.112,0.745,0.056,0.088,0.632,0.281,850,0.0516,0.6448,0.068,13.9,40.4,73.3,35.92,3.72,7.83,1.04,23.33,7.52,1.098,0.188,0.392,0.430,29.258,0.348,0.0019,77,372,9293,12125,3064,25,0.583,6958,71,1371,10129,195,1904,9472,0.75,6.10,17447,18.3118,64480,12322,296255,2781.2,-0.0,708412,14.035,2630837.750,2.02e-14,0.00151,11.37,38388,34.953,2.409,32.013,0.530,35.015,5743,2609,3219,0.2988,0.935,1.052,1.340,1.126,0.950,1.169,10791.330,11326.138,28668.917,10666.659,17231.394,1928.929,942.287,834.476,0.772,0.472,0.530,0.714,0.420,0.521,20270,31025,0.7190,0.2407,0.2945,0.9997,0.0341,0.0751,0.5898,0.9992,0.8322,0.1651,0.0231,0.0294,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2948,0.9994,0.8843,0.7298,0.9985,0.0341,0.0751,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2062,4.8455,5.2850,0.1467,0.1427,0.1271,0.174,0.168,0.184,0.180,1229,0.0696,0.0025,0.0045,0.00226,0.00096,0.00108,26.91,28.35,28.21,14528.4678,0.0414,28.4078,7.5843,6.4511,1089235,1518067,1.5424,0.1707,21101.7,14528.4678,19.36
