step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,17754,9131,213825,984751,931644,754059,16867,104060,28224,4,581573,11323723,183459.900,92337.115,0.4769,75003.917,0.180,0.407,0.166,0.246,0.658,0.278,15841,0.0695,0.7804,0.104,2.5,16.8,66.7,25.29,2.29,3.51,1.89,17.60,7.58,1.120,0.195,0.033,0.037,12.922,0.630,0.0029,105,422,1922,94162,134,0,0.000,8007,5070,5443,7241,1591,5743,10420,0.00,1.35,9805,32.2137,66488,9803,538964,2862.3,-0.0,455980,60.035,2630837.750,2.37e-14,0.00093,30.00,284066,152.609,2.305,148.326,1.978,152.610,15230,655,1869,0.2574,0.878,1.137,1.322,1.125,0.901,1.156,37091.667,11521.164,188398.254,37744.784,32320.779,15729.142,511.398,1092.657,0.684,0.580,0.541,0.800,0.727,0.639,7554,66639,0.7184,0.6029,0.5811,1.0000,0.0543,0.0488,0.7399,0.6906,0.8243,0.1033,0.0585,0.0247,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,15570,1.0000,0.7130,0.7392,0.9973,0.0543,0.0488,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.9604,4.8595,5.1675,0.1262,0.1517,0.1392,0.297,0.355,0.314,0.311,5705,0.0512,0.0100,0.0118,0.00135,0.00160,0.00148,26.99,27.21,28.35,492.7484,0.0480,69.1314,37.1993,22.8356,1083015,1531957,0.5708,0.0048,16991.4,492.7484,21.62
2000,12892,3280,59387,130796,119110,70448,961,28092,3213,1,254448,2844670,39705.155,17477.772,0.3243,12320.839,0.122,0.536,0.171,0.171,0.552,0.337,1690,0.0559,0.7147,0.082,9.5,34.1,76.4,34.67,3.10,6.04,1.20,24.34,7.43,1.111,0.167,0.153,0.159,9.432,0.344,0.0032,125,852,869,19300,54,0,0.000,6661,1075,3211,8606,675,1409,10808,0.00,6.33,10815,12.0789,66577,10557,496590,3828.0,0.0,503624,20.423,2630837.750,1.08e-14,0.00070,25.34,45078,34.718,2.035,31.724,0.959,34.724,4163,2460,6269,0.3042,0.891,1.065,1.380,1.111,0.911,1.189,14800.058,13328.626,15447.495,14737.930,21840.568,2276.317,514.051,2366.566,0.573,0.527,0.534,0.556,0.543,0.534,12826,23214,0.6846,0.4821,0.5121,0.9997,0.0559,0.0469,0.5272,0.7896,0.9145,0.1845,0.0482,0.0126,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,8796,0.9987,0.6329,0.6521,0.9982,0.0559,0.0469,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0259,4.8206,5.2003,0.0609,0.1272,0.1027,0.212,0.202,0.174,0.192,933,0.0518,0.0016,0.0020,0.00142,0.00100,0.00083,28.43,27.39,27.30,5470.7149,0.0410,36.7826,12.4372,7.9853,1092590,1528127,1.0305,0.0470,26421.7,5470.7149,26.00
3000,13508,5077,58010,160399,148893,101577,812,19456,3790,1,315712,2979522,51713.629,20147.446,0.2913,14400.445,0.129,0.566,0.134,0.172,0.572,0.305,1971,0.0577,0.6743,0.085,14.0,41.1,81.4,37.34,4.05,8.93,1.09,23.27,7.15,1.177,0.208,0.266,0.274,17.075,0.293,0.0023,108,383,910,17634,68,0,0.000,6963,26,2038,11444,315,2195,10998,0.00,5.04,12609,14.6956,66439,13042,460853,2858.8,-0.0,533267,13.968,2630837.750,8.14e-15,0.00168,14.43,52484,37.572,2.203,34.602,0.767,37.572,5914,1789,5805,0.2589,0.920,1.131,1.514,1.119,0.929,1.313,13156.832,14934.229,29339.206,13061.977,23712.891,1256.778,503.962,3986.262,0.683,0.518,0.525,0.769,0.601,0.539,12921,27297,0.7839,0.3422,0.5458,0.9994,0.0603,0.0444,0.5001,0.7995,0.8928,0.1814,0.0378,0.0137,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,6455,0.9986,0.6655,0.6790,0.9981,0.0603,0.0444,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0486,5.2891,5.3166,0.0797,0.1002,0.0800,0.215,0.129,0.114,0.148,395,0.0108,0.0021,0.0036,0.00146,0.00106,0.00085,27.50,27.79,27.25,16647.1920,0.0360,37.1370,5.1493,8.8182,1086275,1526931,1.3393,0.0952,24416.5,16647.1920,22.38
4000,12996,6097,63872,170176,155999,105285,1019,20412,4939,2,397729,4241338,57031.496,25076.197,0.3197,17129.604,0.124,0.638,0.105,0.132,0.614,0.283,1876,0.0652,0.6516,0.107,16.1,43.9,85.2,38.67,4.76,9.07,1.17,23.66,7.32,1.176,0.194,0.333,0.343,28.119,0.364,0.0021,106,395,1764,18376,336,0,0.000,6999,125,2125,10746,292,1838,10866,0.00,5.00,11965,14.7029,66281,12294,432766,2964.1,0.0,558811,17.044,2630837.750,3.89e-15,0.00013,37.93,54675,43.098,2.181,40.222,0.696,43.099,5824,2143,5029,0.3036,0.917,1.102,1.598,1.119,0.934,1.346,15415.524,16300.627,32046.852,15325.766,26788.482,1642.287,979.091,5325.215,0.718,0.581,0.567,0.757,0.549,0.559,14517,31834,0.7988,0.3885,0.4422,0.9989,0.0396,0.0437,0.4805,0.8079,0.9453,0.2084,0.0216,0.0187,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,6714,0.9990,0.6359,0.7520,0.9988,0.0396,0.0437,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0601,5.2418,5.4519,0.1129,0.1026,0.0845,0.293,0.116,0.158,0.147,483,0.0173,0.0039,0.0041,0.00147,0.00081,0.00082,27.47,27.69,27.75,16078.8593,0.0485,42.5157,6.7292,10.3147,1079624,1525542,1.3962,0.1127,23025.8,16078.8593,25.42
5000,16677,6394,64976,156431,142908,90463,992,16726,3802,16,360249,3635697,54865.205,21523.172,0.3000,14768.617,0.155,0.624,0.090,0.130,0.587,0.301,1518,0.0490,0.6392,0.115,14.3,40.2,83.6,37.47,4.00,8.66,1.10,23.72,7.26,1.177,0.201,0.284,0.296,29.617,0.345,0.0019,88,371,3190,16879,649,14,0.413,9206,248,2544,13885,755,2506,13416,0.00,5.38,12941,15.1663,65902,12059,405007,3925.3,-0.0,581554,16.013,2630837.750,2.69e-14,0.00058,12.68,50461,40.897,2.337,37.455,1.104,40.897,6952,3177,6548,0.3285,0.906,1.066,1.693,1.111,0.944,1.361,15190.757,17418.200,26952.786,15057.509,27623.527,1588.277,1226.115,3940.162,0.678,0.569,0.537,0.663,0.537,0.569,15066,31849,0.7108,0.2916,0.3282,0.9986,0.0480,0.0515,0.5002,0.8718,0.9503,0.1883,0.0210,0.0126,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,8337,0.9992,0.8242,0.7521,0.9991,0.0481,0.0516,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0874,4.9407,5.6248,0.1187,0.1099,0.0962,0.219,0.170,0.192,0.155,565,0.0318,0.0032,0.0029,0.00149,0.00108,0.00101,28.52,27.27,27.98,14541.7789,0.0589,43.1272,7.3717,8.6413,1074261,1522216,0.8981,0.0801,22504.9,14541.7789,23.03
6000,13673,6668,60552,152003,138507,90802,649,19512,3437,25,394698,3979346,52584.396,22918.127,0.3047,15401.315,0.148,0.644,0.098,0.110,0.584,0.307,1973,0.0649,0.6456,0.107,15.9,42.2,81.9,37.68,4.55,9.47,0.97,22.70,7.26,1.174,0.209,0.349,0.371,41.224,0.387,0.0020,102,401,6405,19762,961,27,0.406,8583,300,1680,11693,991,2469,10213,0.00,6.11,9987,14.4565,65409,12804,375929,3693.7,-0.0,611881,18.275,2630837.750,1.04e-14,0.00042,23.20,51902,34.184,1.843,31.600,0.741,34.185,7478,2137,4058,0.3263,0.907,1.083,1.636,1.135,0.939,1.369,13334.110,14523.675,31854.286,13180.170,22951.255,2867.241,926.208,3723.362,0.666,0.551,0.530,0.703,0.512,0.556,17080,33018,0.7462,0.2804,0.3138,0.9991,0.0498,0.0518,0.5610,0.8685,0.9163,0.1823,0.0221,0.0148,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,7220,0.9992,0.7513,0.7172,0.9993,0.0498,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2796,5.2042,5.8265,0.1570,0.0952,0.0785,0.227,0.104,0.141,0.136,344,0.0110,0.0039,0.0041,0.00140,0.00097,0.00093,28.37,27.55,27.96,12980.3573,0.0701,36.6111,9.1539,9.1211,1070247,1522674,0.3933,0.0240,22580.2,12980.3573,19.40
7000,13161,6100,57257,130027,116290,72120,650,18041,3225,30,396171,3930240,47191.066,21852.924,0.3203,13921.958,0.142,0.676,0.088,0.094,0.575,0.312,1605,0.0684,0.6446,0.107,15.1,42.1,82.8,36.54,4.71,10.41,0.83,20.59,7.23,1.214,0.224,0.369,0.407,43.980,0.317,0.0020,103,444,13062,19020,2187,27,0.436,8526,607,1191,11363,1117,2318,9726,0.00,7.19,10252,13.8079,64916,13819,349095,3795.9,-0.0,642613,17.502,2630837.750,1.33e-14,0.00002,24.47,42842,38.814,2.178,35.885,0.750,38.814,7424,1847,3890,0.2825,0.931,1.122,1.826,1.158,0.919,1.463,11874.750,13657.511,28794.218,11759.393,20559.414,3372.569,556.033,4002.363,0.661,0.552,0.506,0.659,0.511,0.496,20766,31726,0.7088,0.3266,0.3091,0.9995,0.0572,0.0545,0.5972,0.9375,1.0089,0.1847,0.0334,0.0116,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4422,0.9996,0.8734,0.8708,0.9993,0.0572,0.0545,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3113,5.0742,6.2373,0.1712,0.0961,0.0707,0.197,0.071,0.119,0.099,325,0.0071,0.0038,0.0038,0.00160,0.00081,0.00089,28.23,28.10,27.97,13165.9213,0.0792,32.7427,9.5158,7.9865,1070119,1521739,0.2248,0.0097,21877.3,13165.9213,21.78
8000,13994,5713,57796,160557,147556,101853,908,16377,3390,141,358370,4152208,51284.487,24171.587,0.3109,17207.380,0.147,0.694,0.074,0.085,0.598,0.306,1608,0.0559,0.6439,0.102,17.3,45.5,80.1,38.93,4.39,9.74,0.93,23.87,7.31,1.177,0.216,0.356,0.397,38.855,0.314,0.0018,104,453,19844,18507,5282,29,0.607,8377,624,1066,12304,1544,2063,10387,0.00,6.53,10103,13.0472,64358,12570,324441,3758.8,-0.0,673494,16.826,2630837.750,2.12e-15,0.00008,7.77,51820,44.015,2.292,40.950,0.772,44.015,7078,2752,4164,0.3190,0.943,1.073,1.570,1.167,0.948,1.343,13483.140,15849.435,31240.906,13295.996,23954.964,2643.061,765.840,3555.306,0.682,0.576,0.535,0.714,0.574,0.615,20899,33969,0.7287,0.2362,0.2935,0.9994,0.0442,0.0507,0.6179,0.7771,0.8246,0.1825,0.0350,0.0246,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2519,0.9995,0.7059,0.7528,0.9989,0.0442,0.0507,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4387,5.5380,6.1714,0.1472,0.0995,0.0780,0.224,0.103,0.169,0.140,567,0.0203,0.0029,0.0054,0.00154,0.00109,0.00101,27.42,28.30,27.86,13665.1638,0.0715,37.7813,9.2061,7.6198,1074530,1519115,0.4245,0.0872,20957.6,13665.1638,16.84
9000,9795,5201,41800,109677,101224,67483,394,11970,1241,186,221055,3198420,39811.724,18330.772,0.3332,13727.750,0.178,0.664,0.062,0.096,0.631,0.274,859,0.0584,0.6247,0.102,15.8,43.2,77.4,36.23,5.22,9.61,0.96,20.43,7.31,1.183,0.217,0.431,0.506,42.954,0.358,0.0017,95,478,21520,11749,8001,29,0.458,6255,73,1598,8124,152,2365,7278,0.00,5.96,12707,14.5451,63996,15861,307056,3072.2,0.0,699918,14.679,2630837.750,1.45e-14,0.00554,30.68,35048,29.144,2.085,26.733,0.326,29.144,6109,1200,2486,0.2735,0.941,1.124,1.560,1.161,0.920,1.365,8807.621,11713.015,28147.756,8708.144,16683.575,2327.133,394.946,1880.944,0.737,0.563,0.528,0.750,0.463,0.534,24741,28232,0.7822,0.1253,0.2569,0.9992,0.0487,0.0629,0.6416,0.9825,0.9013,0.2000,0.0382,0.0268,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3813,0.9993,0.8369,0.7597,0.9982,0.0487,0.0629,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4180,5.2619,5.9212,0.1825,0.1109,0.0825,0.249,0.083,0.140,0.142,557,0.0337,0.0031,0.0052,0.00151,0.00086,0.00104,26.56,26.37,27.68,13023.2734,0.0479,25.7307,9.1922,5.4873,1082324,1520135,0.9385,0.1580,21243.5,13023.2734,18.95
10000,12449,5490,47437,133627,124156,85718,472,11417,1297,326,216496,3046900,47271.840,18739.185,0.3397,14142.560,0.180,0.628,0.086,0.107,0.629,0.281,839,0.0414,0.6318,0.103,15.6,44.0,75.3,37.24,4.42,8.58,1.04,23.20,7.20,1.175,0.195,0.373,0.421,30.161,0.320,0.0016,86,444,17926,13274,8103,28,0.585,7333,74,1680,10695,256,2558,9635,0.00,5.52,15137,17.0840,63785,14922,294713,4370.6,-0.0,718994,13.511,2630837.750,7.26e-15,0.00419,11.37,41073,32.112,2.155,29.305,0.652,32.158,6832,2248,3369,0.3237,0.886,1.078,1.617,1.184,0.908,1.335,11945.400,13806.937,30116.329,11870.740,19427.331,2131.522,409.638,2055.465,0.721,0.594,0.542,0.762,0.545,0.570,28938,27271,0.7537,0.1278,0.2380,0.9997,0.0453,0.0615,0.6020,0.7953,0.8040,0.1899,0.0318,0.0245,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4008,0.9990,0.6918,0.6849,0.9986,0.0453,0.0615,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5096,5.4878,6.2192,0.1327,0.1056,0.0799,0.253,0.124,0.158,0.142,464,0.0311,0.0021,0.0038,0.00162,0.00086,0.00102,27.88,27.98,27.93,13941.2434,0.0431,31.6831,8.0235,5.4878,1086685,1517865,1.4501,0.1641,20929.6,13941.2434,19.36
