step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,15948,11721,137605,867966,831291,713409,16952,68128,3682,0,286907,6977094,183516.178,76415.110,0.3125,70812.057,0.226,0.298,0.253,0.222,0.666,0.300,2076,0.0253,0.7250,0.100,6.0,35.9,79.0,36.76,3.00,4.63,2.38,26.76,7.79,1.054,0.141,0.043,0.045,19.748,0.690,0.0023,153,494,2079,27174,94,0,0.000,8183,4815,4143,6990,1083,5709,9156,0.00,0.72,10067,31.9949,66401,9583,539023,2858.4,-0.0,450846,58.543,2631002.543,1.06e-15,0.00093,30.00,253394,135.393,2.305,130.953,2.135,135.394,12801,1035,2112,0.4010,0.832,1.044,1.271,1.047,0.917,1.162,37299.313,12143.687,181914.884,37917.267,34496.084,4403.121,623.062,576.870,0.714,0.581,0.563,0.878,0.725,0.666,7279,51588,0.7749,0.6974,0.6075,0.9998,0.0549,0.0516,0.6266,0.7388,0.8228,0.0904,0.0574,0.0339,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16751,1.0000,0.7909,0.7957,0.9989,0.0549,0.0516,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1475,5.0766,4.9912,0.1266,0.1791,0.1602,0.352,0.390,0.344,0.377,5484,0.0538,0.0091,0.0115,0.00117,0.00165,0.00146,26.59,27.00,27.90,559.6001,0.0218,71.6621,36.0132,22.5300,1078128,1531405,0.5579,0.0062,16725.5,559.6001,21.62
2000,14569,4915,57277,134303,123838,75514,1512,29322,2086,0,222825,3727096,40318.161,16781.975,0.3131,12421.654,0.134,0.557,0.169,0.140,0.631,0.284,1273,0.0428,0.6974,0.082,11.1,35.8,74.1,35.35,2.64,6.72,0.99,24.99,7.76,1.077,0.192,0.183,0.200,11.605,0.393,0.0031,136,1064,1215,21879,83,0,0.000,7321,1185,3213,10171,672,1667,12230,0.00,4.56,10631,11.2809,66427,10096,496155,3336.9,0.0,502673,25.902,2631002.543,4.25e-15,0.00042,25.34,43095,37.094,2.153,33.894,1.047,37.094,5578,3226,5765,0.3143,0.900,1.069,1.275,1.104,0.936,1.131,14651.559,13870.837,16274.845,14618.455,21846.515,2626.350,686.704,1047.268,0.676,0.596,0.599,0.606,0.550,0.554,11821,21850,0.8056,0.5677,0.5182,0.9999,0.0432,0.0478,0.6195,0.8732,0.8738,0.1664,0.0194,0.0182,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,4388,0.9987,0.7123,0.7032,0.9992,0.0432,0.0478,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4272,4.7744,4.7653,0.0698,0.1016,0.0879,0.154,0.154,0.143,0.174,1010,0.0471,0.0034,0.0021,0.00150,0.00094,0.00088,28.69,27.64,27.80,6015.4363,0.0346,36.7345,16.0655,9.8368,1090872,1526916,1.0295,0.0489,25535.3,6015.4363,26.00
3000,12839,6303,56114,154520,143801,97404,1002,21418,1586,0,211685,5062322,50718.736,18199.329,0.2881,14387.291,0.097,0.705,0.089,0.110,0.691,0.233,1126,0.0533,0.6957,0.065,15.2,35.6,77.8,35.92,3.86,8.31,0.79,22.95,7.50,1.078,0.210,0.371,0.400,20.483,0.367,0.0023,105,443,1328,16203,130,0,0.000,6833,28,1534,11277,172,2197,10470,0.25,4.43,11135,13.5022,66277,10595,462787,2825.2,-0.0,533949,17.263,2631002.543,2.60e-14,0.00013,14.43,50925,40.615,2.298,37.676,0.640,40.615,7039,2531,3269,0.3172,0.897,1.069,1.255,1.114,0.933,1.113,12998.984,12442.818,32113.718,12955.734,20036.575,1757.561,951.886,1102.591,0.830,0.532,0.557,0.773,0.478,0.537,13671,28560,0.8062,0.4679,0.4385,0.9996,0.0508,0.0589,0.6106,0.8012,0.8414,0.1636,0.0443,0.0350,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5799,0.9993,0.7308,0.7598,0.9975,0.0508,0.0589,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3976,4.7476,4.8038,0.1103,0.1101,0.0790,0.134,0.178,0.137,0.151,481,0.0136,0.0053,0.0033,0.00149,0.00092,0.00096,28.02,27.63,27.49,17866.6930,0.0417,33.3828,7.5689,9.6945,1084428,1527581,1.3617,0.0983,22487.3,17866.6930,22.38
4000,12399,6530,59112,152409,142353,92243,1054,17611,1407,1,228022,5326653,54100.446,19565.687,0.2791,15587.932,0.086,0.716,0.082,0.116,0.709,0.217,1490,0.0540,0.6733,0.052,14.6,36.8,80.2,36.33,3.88,8.60,0.43,23.42,7.69,1.093,0.215,0.417,0.455,29.237,0.420,0.0018,92,389,2417,14743,254,0,0.000,7005,88,1822,10489,322,1757,10320,0.50,5.11,11995,14.1610,66185,9145,430593,3909.9,-0.0,560198,17.469,2631002.543,9.91e-15,0.00157,37.93,49110,40.399,2.262,37.611,0.525,40.400,6830,2299,3270,0.2768,0.927,1.083,1.256,1.125,0.946,1.131,15354.812,15521.909,29570.442,15231.132,24886.803,1819.881,1208.125,949.749,0.851,0.521,0.572,0.700,0.518,0.600,12034,34024,0.8394,0.3987,0.3889,0.9995,0.0442,0.0669,0.5951,0.8906,0.8554,0.1757,0.0198,0.0218,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5982,0.9989,0.7314,0.6964,0.9986,0.0443,0.0669,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4379,4.7525,4.8493,0.1481,0.0609,0.0504,0.084,0.062,0.084,0.076,527,0.0231,0.0033,0.0033,0.00136,0.00107,0.00115,27.88,27.20,27.41,15891.5371,0.0430,40.6003,8.6962,8.7727,1080207,1525808,1.3906,0.1131,21777.6,15891.5371,25.42
5000,14280,6789,55322,129140,117719,72942,876,17306,1858,16,264716,5644022,48019.100,17602.231,0.2940,12737.667,0.068,0.786,0.062,0.084,0.695,0.223,1377,0.0565,0.6829,0.048,13.8,36.5,76.7,34.75,3.68,8.52,0.47,22.09,7.49,1.095,0.216,0.366,0.415,31.026,0.396,0.0018,94,405,5277,17204,774,17,0.064,8346,170,1880,12230,387,2536,11357,0.75,5.57,12532,15.1417,65962,11119,403685,2401.3,-0.0,584896,16.994,2631002.543,1.59e-15,0.00145,12.68,42852,38.636,2.317,35.598,0.721,38.637,7769,2750,3761,0.2762,0.937,1.086,1.264,1.131,0.949,1.126,12967.094,11956.757,29551.064,12816.001,18389.702,1952.942,1383.404,1528.219,0.853,0.508,0.539,0.711,0.458,0.499,13782,30781,0.8066,0.2893,0.3392,0.9989,0.0365,0.0696,0.6299,0.9043,0.8408,0.1665,0.0299,0.0316,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3091,0.9992,0.7921,0.7517,0.9985,0.0365,0.0697,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4008,4.9550,4.8923,0.1578,0.0651,0.0534,0.093,0.078,0.101,0.075,389,0.0150,0.0050,0.0031,0.00146,0.00094,0.00098,28.64,28.08,28.22,14755.7616,0.0492,31.7070,8.5243,8.4700,1076360,1524302,0.9250,0.0805,21890.0,14755.7616,23.03
6000,15212,7484,58033,148011,135276,89083,895,20823,2314,100,305108,6499494,52657.917,21058.180,0.3195,14964.678,0.070,0.803,0.064,0.063,0.700,0.225,1617,0.0555,0.6820,0.071,12.4,33.8,80.1,34.40,3.68,8.58,0.39,21.75,7.51,1.100,0.228,0.370,0.435,31.675,0.385,0.0020,106,439,10371,21564,2076,22,0.031,9686,348,1540,13324,1472,2869,10871,0.75,5.57,8309,14.4986,65688,11825,376706,4231.6,0.0,617774,20.345,2631002.543,6.37e-15,0.00026,23.20,49543,47.010,2.337,43.691,0.982,47.011,9872,2497,2843,0.2864,0.898,1.088,1.313,1.127,0.924,1.160,13730.682,11345.721,36333.688,13576.866,17712.041,3466.836,1200.393,1426.273,0.824,0.504,0.550,0.729,0.464,0.525,17949,30186,0.7521,0.2589,0.3175,0.9995,0.0441,0.0722,0.6550,0.8587,0.8390,0.1453,0.0342,0.0364,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,3222,0.9998,0.7635,0.7414,0.9986,0.0442,0.0722,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3640,4.8464,4.6552,0.1660,0.0546,0.0474,0.097,0.052,0.088,0.063,456,0.0129,0.0042,0.0034,0.00146,0.00093,0.00098,28.18,27.81,27.96,14364.8777,0.0622,31.7481,12.0004,8.3445,1074477,1523603,0.4463,0.0238,21854.0,14364.8777,19.40
7000,15759,7111,54677,136061,123572,80442,942,20705,2148,213,284486,6667020,47803.824,20078.047,0.3362,14099.527,0.065,0.824,0.044,0.067,0.704,0.223,2178,0.0526,0.6941,0.077,12.9,34.9,73.5,33.06,3.44,8.36,0.41,20.85,7.52,1.107,0.214,0.366,0.432,30.485,0.377,0.0020,109,511,13756,21814,2934,26,0.264,9394,725,1499,13535,1054,2316,12389,1.00,5.96,8213,11.9703,65468,11461,347250,3921.1,-0.0,652565,19.616,2631002.543,5.66e-15,0.00041,24.47,45926,45.676,2.434,42.263,0.979,45.677,8940,2838,3981,0.2740,0.929,1.090,1.315,1.141,0.942,1.148,12654.630,12105.237,31658.230,12562.365,17682.755,3729.633,958.408,1290.478,0.805,0.524,0.562,0.703,0.472,0.553,19972,28189,0.7608,0.2621,0.3103,0.9998,0.0495,0.0727,0.6611,0.8863,0.9225,0.1622,0.0267,0.0238,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2494,0.9998,0.7925,0.8136,0.9985,0.0496,0.0727,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4549,4.7642,4.6227,0.1589,0.0618,0.0535,0.090,0.060,0.086,0.080,381,0.0091,0.0038,0.0033,0.00155,0.00100,0.00108,28.58,27.97,28.13,15165.7672,0.0702,30.7330,12.1749,7.4411,1076236,1521901,0.3465,0.0096,20814.1,15165.7672,21.78
8000,14392,6302,54876,145703,133374,89451,1376,17452,1532,164,244653,6234525,47646.548,20690.644,0.3840,14819.564,0.069,0.817,0.051,0.063,0.712,0.216,1439,0.0524,0.6938,0.072,8.4,34.3,75.5,31.69,3.44,8.24,0.40,19.62,7.67,1.132,0.230,0.371,0.451,28.252,0.364,0.0018,96,518,14727,20296,3994,38,0.313,8392,689,827,12876,1155,1971,11266,0.75,5.65,9505,12.5085,65125,12266,321381,4718.3,-0.0,682680,17.805,2631002.543,5.49e-15,0.00053,7.77,47716,36.956,2.135,34.179,0.642,36.956,8861,2126,3405,0.2112,0.957,1.124,1.335,1.165,0.939,1.165,11518.998,14343.441,30796.709,11415.420,20253.983,3767.718,712.741,1390.622,0.824,0.500,0.550,0.704,0.473,0.614,19325,33902,0.7569,0.3193,0.2911,0.9997,0.0484,0.0753,0.6939,0.9110,0.9294,0.1651,0.0262,0.0306,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2714,0.9999,0.8403,0.8045,0.9983,0.0484,0.0753,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6027,4.8500,4.8658,0.1560,0.0526,0.0473,0.078,0.057,0.065,0.082,479,0.0172,0.0035,0.0045,0.00160,0.00087,0.00115,28.12,27.60,28.39,14996.3395,0.0631,32.1138,11.0582,6.7467,1081563,1521322,0.6738,0.0896,20130.7,14996.3395,16.84
9000,13016,6244,59925,147618,136450,86247,1446,20265,1586,211,240265,6275272,47527.693,21951.891,0.3900,16094.749,0.072,0.800,0.064,0.064,0.715,0.220,1389,0.0534,0.7102,0.076,10.6,33.6,73.3,30.84,3.49,7.45,0.50,19.40,7.72,1.138,0.203,0.411,0.499,26.018,0.381,0.0020,90,445,13635,20228,4473,41,0.327,7495,63,1486,11467,271,2240,10505,1.00,5.00,11487,13.9823,64937,13576,301800,3067.3,-0.0,707021,17.631,2631002.543,1.42e-15,0.00237,30.68,47316,30.931,1.920,28.507,0.504,30.931,8175,1794,3047,0.1982,0.959,1.134,1.355,1.153,0.947,1.209,11183.405,14660.019,31307.430,11046.375,21268.637,3791.579,768.128,1297.435,0.816,0.509,0.529,0.681,0.444,0.562,19941,36306,0.8076,0.3046,0.3252,0.9997,0.0452,0.0768,0.6859,0.9034,0.8819,0.1725,0.0239,0.0261,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2383,0.9999,0.8316,0.8495,0.9981,0.0452,0.0768,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5858,4.9223,4.9613,0.1493,0.0624,0.0587,0.114,0.067,0.080,0.119,550,0.0248,0.0031,0.0033,0.00149,0.00091,0.00130,26.79,27.42,28.27,14770.2070,0.0563,32.9475,11.0029,6.6281,1087076,1520375,1.3067,0.1649,19987.6,14770.2070,18.95
10000,13348,6839,55454,143908,134414,86935,1519,16143,1234,204,193915,6464082,47369.665,20514.911,0.3715,16012.459,0.063,0.809,0.055,0.073,0.747,0.198,1165,0.0426,0.7166,0.066,10.9,30.9,69.0,28.93,3.23,7.96,0.36,17.37,7.70,1.135,0.222,0.449,0.538,23.573,0.410,0.0017,87,452,11636,15230,4702,41,0.362,7425,75,1859,11414,192,2304,10852,1.00,5.09,13596,15.6117,64827,15041,289148,3145.0,-0.0,723920,16.263,2631002.543,2.74e-14,0.00055,11.37,45475,35.990,2.247,33.292,0.451,36.031,8527,1913,2908,0.1859,0.983,1.141,1.305,1.164,0.959,1.166,10892.394,13733.323,30676.782,10834.847,21870.496,2790.772,515.199,1196.481,0.850,0.540,0.538,0.686,0.501,0.592,23139,34058,0.8256,0.2276,0.2916,0.9997,0.0381,0.0747,0.7040,1.0513,0.9018,0.1687,0.0156,0.0298,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3064,0.9995,0.8701,0.8283,0.9978,0.0381,0.0747,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6575,5.0791,4.9458,0.1504,0.0613,0.0548,0.085,0.047,0.069,0.084,419,0.0189,0.0022,0.0031,0.00150,0.00083,0.00127,28.06,27.20,27.86,15487.2170,0.0454,33.2105,10.5213,5.7415,1089866,1519238,1.6598,0.1748,19476.1,15487.2170,19.36
