step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,14258,11993,123661,809007,774139,671341,14005,63153,2221,2,201206,5541353,182656.914,67346.436,0.2050,64768.654,0.230,0.242,0.304,0.224,0.681,0.293,942,0.0166,0.7143,0.101,8.0,42.4,85.3,42.87,3.20,4.38,3.17,32.12,8.03,1.029,0.090,0.046,0.048,24.450,0.740,0.0022,154,502,2092,11335,122,0,0.000,6902,4603,4031,5624,1082,5204,7972,0.00,0.45,11809,34.0575,66122,9429,539691,2783.7,-0.0,463043,57.520,2631075.518,2.23e-14,0.00093,30.00,237751,130.903,2.200,126.919,1.783,130.904,11864,755,1639,0.4495,0.827,1.018,1.240,1.023,0.914,1.126,37607.826,11518.535,177169.609,38171.247,32084.712,1232.095,1107.320,238.367,0.743,0.553,0.539,0.887,0.730,0.652,7096,46249,0.7874,0.6072,0.5670,0.9999,0.0558,0.0501,0.5867,0.6988,0.7452,0.0835,0.0387,0.0226,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16802,0.9999,0.6959,0.7166,0.9989,0.0558,0.0501,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1610,5.4604,5.2567,0.1418,0.2254,0.1953,0.468,0.471,0.512,0.432,5240,0.0541,0.0094,0.0124,0.00120,0.00161,0.00149,26.56,27.96,28.26,603.5854,0.0122,69.5178,35.3606,22.1590,1075757,1531792,0.6675,0.0069,0.0,0.0000,21.62
2000,11114,3671,43140,97929,91868,53983,806,19507,1314,0,148465,1535579,33978.550,13027.723,0.2511,10698.090,0.181,0.348,0.256,0.215,0.545,0.364,747,0.0290,0.6421,0.095,15.3,41.7,80.8,41.79,3.09,7.37,1.80,29.52,7.81,1.043,0.176,0.130,0.133,13.132,0.421,0.0027,144,1169,1426,7779,32,0,0.000,5699,1355,2794,6965,460,1401,9253,0.00,3.57,11191,11.6078,63563,11242,499012,2278.6,-0.0,530651,25.215,2631075.518,2.65e-15,0.00068,25.34,32583,37.044,2.348,34.014,0.683,37.045,3681,2784,4649,0.3721,0.853,1.043,1.220,1.053,0.900,1.120,13381.843,11154.348,13142.059,13311.654,18222.927,898.640,589.965,841.029,0.570,0.494,0.551,0.619,0.523,0.552,13792,17669,0.7467,0.5404,0.5497,1.0000,0.0585,0.0618,0.5195,0.7364,0.8624,0.1545,0.0205,0.0192,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6946,0.9994,0.6449,0.6884,0.9999,0.0585,0.0618,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2452,5.3432,5.3040,0.0643,0.1482,0.1332,0.325,0.255,0.295,0.287,848,0.0527,0.0016,0.0026,0.00137,0.00084,0.00063,27.74,27.33,26.68,2672.0003,0.0193,31.8537,17.6272,7.5873,1091557,1528289,1.4391,0.0598,0.0,0.0000,26.00
3000,11962,4427,58438,159744,149966,100266,1040,18514,2227,2,277489,2580023,51219.414,19571.826,0.2473,15282.603,0.132,0.535,0.201,0.131,0.578,0.303,1200,0.0547,0.6466,0.092,15.3,42.2,85.3,40.80,4.86,8.90,0.94,26.10,7.81,1.052,0.203,0.281,0.292,16.713,0.294,0.0025,99,401,1328,14436,82,0,0.000,6233,40,1677,10245,318,2096,9548,0.00,5.49,11594,13.3413,49232,10900,462612,3642.9,-0.0,576589,15.711,2631075.518,1.81e-14,0.00102,14.43,48072,37.413,2.277,34.507,0.629,37.414,5428,2268,4266,0.3785,0.879,1.042,1.238,1.038,0.929,1.134,14757.608,15044.747,27715.259,14632.644,24154.113,1549.793,1098.740,1640.690,0.678,0.483,0.552,0.766,0.530,0.575,13494,28044,0.7444,0.3599,0.3785,0.9996,0.0458,0.0585,0.5181,0.7620,0.8606,0.1954,0.0301,0.0286,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,8432,0.9993,0.5650,0.7241,0.9989,0.0458,0.0585,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2491,5.5220,5.3159,0.0735,0.1165,0.0894,0.208,0.112,0.194,0.132,371,0.0145,0.0031,0.0037,0.00163,0.00110,0.00098,27.78,27.74,27.36,14337.4434,0.0370,39.2451,6.3692,9.3420,1088351,1527367,2.0365,0.1134,0.0,0.0000,22.38
4000,13670,5069,53969,148318,136921,93356,993,17119,2747,2,295030,2776943,48609.344,19724.083,0.2704,14738.199,0.126,0.556,0.202,0.116,0.580,0.291,1808,0.0557,0.6474,0.083,12.8,40.4,80.8,39.62,4.29,8.81,0.85,25.68,7.56,1.049,0.216,0.272,0.286,21.407,0.342,0.0022,94,396,1922,19917,241,0,0.000,7357,36,1861,11773,714,2076,10880,0.00,5.45,11719,13.7488,35108,11305,434519,3602.0,-0.0,618418,14.962,2631075.518,2.57e-14,0.00039,37.93,47243,36.621,2.262,33.520,0.838,36.622,6056,3155,4459,0.4053,0.868,1.030,1.247,1.040,0.937,1.140,13962.013,12605.110,29289.514,13842.243,20215.786,1612.639,1702.611,1670.634,0.736,0.426,0.519,0.795,0.505,0.547,16626,26678,0.7625,0.3275,0.3397,0.9992,0.0495,0.0697,0.5524,0.8264,0.8272,0.1826,0.0191,0.0299,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5287,0.9990,0.7161,0.7322,0.9984,0.0495,0.0697,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2305,5.6350,5.4391,0.0899,0.1187,0.0896,0.187,0.120,0.190,0.132,428,0.0103,0.0039,0.0040,0.00145,0.00094,0.00081,27.92,28.28,27.81,14263.5424,0.0357,34.5846,6.7184,8.2432,1084631,1525207,2.3089,0.1324,0.0,0.0000,25.42
5000,10523,4673,53125,127344,115822,73359,860,20416,2976,6,324950,3193674,42243.738,18897.081,0.2873,13061.764,0.091,0.632,0.177,0.101,0.571,0.304,2856,0.0822,0.6509,0.070,13.6,42.3,81.7,40.40,5.09,9.47,0.99,24.85,7.62,1.051,0.234,0.329,0.350,27.072,0.417,0.0025,105,407,2771,21242,443,19,0.525,6269,133,1874,8516,999,2201,7323,0.00,6.36,9812,14.4350,26707,13498,407323,2671.2,0.0,660088,18.392,2631075.518,1.65e-14,0.00108,12.68,41308,37.427,2.272,34.694,0.460,37.428,6255,1864,2404,0.4445,0.828,1.029,1.288,1.039,0.946,1.163,12162.927,10977.042,25499.159,12074.555,17731.788,2525.560,1745.586,1564.170,0.691,0.428,0.533,0.704,0.445,0.525,20111,27546,0.7138,0.3773,0.4279,0.9992,0.0465,0.0723,0.5376,0.8972,0.9050,0.1682,0.0267,0.0348,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4827,0.9990,0.7963,0.8067,0.9978,0.0465,0.0723,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1635,5.6521,5.5255,0.1067,0.1350,0.0866,0.166,0.115,0.180,0.085,501,0.0158,0.0049,0.0028,0.00152,0.00088,0.00081,28.85,26.69,26.41,8465.1081,0.0459,30.1896,9.9500,8.4423,1085600,1525674,1.7257,0.0950,0.0,0.0000,23.03
6000,10961,4647,64502,147044,133160,81393,1149,21766,3945,7,368535,3414763,45092.719,19928.137,0.2844,13376.990,0.092,0.666,0.133,0.109,0.537,0.321,1900,0.1014,0.6710,0.066,13.7,38.9,78.1,36.44,4.36,9.53,0.79,21.76,7.44,1.091,0.241,0.299,0.314,23.814,0.452,0.0025,90,374,3819,24158,589,26,0.427,6667,356,1419,9186,544,1680,8737,0.00,7.61,8179,12.6695,21356,12099,372963,2106.1,-0.0,706006,19.078,2631075.518,8.85e-16,0.00052,23.20,46869,39.159,2.286,36.244,0.629,39.160,5299,2378,3284,0.3777,0.924,1.049,1.350,1.093,0.952,1.188,15418.825,13931.854,22247.225,15236.966,20985.518,2584.850,1657.813,2308.484,0.637,0.435,0.498,0.659,0.476,0.538,19831,33213,0.7564,0.3045,0.2951,0.9995,0.0435,0.0685,0.5813,0.9465,0.8864,0.1952,0.0166,0.0249,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4815,0.9991,0.8211,0.7918,0.9992,0.0436,0.0685,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1830,5.4227,5.4106,0.0978,0.1035,0.0882,0.208,0.084,0.188,0.104,318,0.0061,0.0044,0.0035,0.00151,0.00098,0.00099,28.00,27.85,28.02,5444.6304,0.0638,36.7937,10.8523,8.2259,1089460,1523515,0.9774,0.0298,0.0,0.0000,19.40
7000,11837,4453,52817,109041,97418,55176,1048,18401,2338,10,276693,3376549,35892.045,14624.918,0.3065,9323.883,0.060,0.732,0.122,0.087,0.566,0.316,1300,0.0724,0.6700,0.069,11.5,41.3,75.5,36.24,4.00,9.47,0.51,22.26,7.85,1.093,0.233,0.304,0.328,19.149,0.404,0.0024,94,410,5499,22398,859,25,0.607,6841,1091,1402,9344,864,1998,8975,1.03,8.04,10207,16.3031,17186,12761,344881,2679.8,0.0,743119,16.785,2631075.518,2.30e-14,0.00023,24.47,34547,36.709,2.604,33.562,0.543,36.710,6362,2335,3140,0.3614,0.916,1.061,1.346,1.113,0.942,1.167,11664.273,10470.277,18210.557,11534.137,15471.235,2863.671,1042.607,1394.757,0.663,0.438,0.494,0.582,0.446,0.496,23799,28507,0.6965,0.2112,0.2699,0.9993,0.0509,0.0731,0.6296,0.8020,0.8610,0.1747,0.0230,0.0370,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2450,0.9993,0.6865,0.7559,0.9979,0.0509,0.0731,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1735,4.9914,5.2397,0.0901,0.0757,0.0660,0.136,0.065,0.139,0.070,235,0.0058,0.0039,0.0040,0.00160,0.00092,0.00093,28.46,27.82,27.46,4282.8589,0.0651,27.4553,10.2661,6.5194,1092787,1522035,0.8242,0.0143,0.0,0.0000,21.78
8000,10573,3902,55883,110101,98962,53504,714,17136,2243,17,275178,3438301,38032.603,14575.350,0.2718,9901.275,0.051,0.763,0.120,0.065,0.571,0.317,1167,0.0774,0.6647,0.083,12.0,38.6,69.9,34.25,3.45,9.41,0.62,20.77,7.49,1.112,0.237,0.262,0.285,17.323,0.399,0.0023,84,400,7267,18233,1380,25,0.349,6340,790,1098,8685,1057,1462,8054,1.25,9.04,12750,18.2289,14210,13509,320639,2959.0,-0.0,772826,15.999,2631075.518,8.32e-15,0.00008,7.77,35497,33.711,2.397,30.826,0.488,33.712,4973,1935,3665,0.3265,0.930,1.090,1.341,1.118,0.944,1.193,11085.668,13959.747,17597.698,10977.889,19358.292,2122.810,1031.573,1519.691,0.676,0.463,0.501,0.568,0.406,0.488,24648,34835,0.6574,0.1865,0.2623,0.9994,0.0451,0.0639,0.6510,0.8783,0.9569,0.1657,0.0340,0.0232,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2445,0.9992,0.7746,0.8327,0.9990,0.0451,0.0639,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1146,5.3433,5.2910,0.0863,0.0779,0.0698,0.161,0.082,0.140,0.098,471,0.0200,0.0035,0.0042,0.00155,0.00079,0.00095,28.00,26.88,27.39,3060.4639,0.0584,30.8399,9.1516,6.8472,1096986,1520839,1.5095,0.1053,0.0,0.0000,16.84
9000,11499,3980,54563,132296,123646,76725,1008,14189,1137,46,182973,3278910,43245.150,15668.901,0.2935,12312.443,0.065,0.753,0.118,0.064,0.594,0.316,612,0.0526,0.6678,0.082,10.6,39.0,79.2,36.78,3.02,7.54,1.02,25.21,8.00,1.109,0.188,0.206,0.233,15.379,0.368,0.0021,74,386,8285,15528,2965,22,0.675,6203,26,1447,10026,300,1510,9689,0.75,7.36,15105,20.6734,11831,12552,298990,4405.8,-0.0,795327,13.474,2631075.518,2.35e-14,0.00232,30.68,40663,33.028,2.357,30.179,0.492,33.029,4907,2336,4256,0.3193,0.941,1.097,1.308,1.121,0.948,1.183,11926.469,17359.702,19613.124,11813.427,24131.043,1631.763,645.356,1079.339,0.691,0.478,0.546,0.630,0.493,0.602,22929,33091,0.7597,0.1752,0.2451,0.9994,0.0385,0.0742,0.6653,0.7746,0.8667,0.1528,0.0284,0.0324,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4670,0.9987,0.6927,0.7682,0.9987,0.0385,0.0742,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1854,5.0216,5.0431,0.0865,0.1047,0.0928,0.191,0.091,0.128,0.151,504,0.0263,0.0031,0.0044,0.00155,0.00085,0.00112,26.78,27.65,28.46,2482.2370,0.0466,36.6544,7.4763,5.9975,1099649,1518118,2.8069,0.1979,0.0,0.0000,18.95
10000,10348,3887,55620,132804,123592,75828,1356,16195,1246,78,186880,3631087,42107.890,16126.000,0.3049,12565.323,0.044,0.784,0.107,0.064,0.592,0.325,781,0.0602,0.6948,0.087,7.2,35.2,68.7,31.39,3.01,7.77,0.60,20.01,7.86,1.122,0.213,0.221,0.247,14.521,0.386,0.0022,80,391,5574,17325,2448,20,0.364,5658,51,1491,8806,355,1784,8209,1.00,7.89,16914,22.7369,9707,12711,280853,2094.2,-0.0,813844,13.701,2631075.518,1.06e-15,0.00184,11.37,43419,36.179,2.475,33.281,0.423,36.238,5986,1779,2583,0.2961,0.941,1.114,1.325,1.133,0.943,1.219,11669.790,15349.481,20609.905,11560.237,22503.072,2053.915,579.994,926.769,0.668,0.481,0.534,0.601,0.536,0.581,20792,35913,0.7376,0.1913,0.2839,0.9995,0.0385,0.0715,0.6953,0.9386,0.9546,0.1428,0.0290,0.0283,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2959,0.9997,0.8351,0.8561,0.9969,0.0385,0.0715,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2153,5.1039,5.2718,0.0927,0.0828,0.0734,0.141,0.084,0.138,0.076,380,0.0202,0.0024,0.0025,0.00147,0.00089,0.00123,27.98,27.15,27.36,2230.3701,0.0480,34.6528,7.8327,5.8680,1101665,1518241,3.5688,0.2096,0.0,0.0000,19.36
