step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land
1000,14296,11934,120020,796602,762670,662402,14180,61166,1520,1,188330,5423855,181187.310,66485.452,0.2292,63787.084,0.230,0.242,0.294,0.233,0.679,0.299,696,0.0137,0.7122,0.102,8.0,42.3,85.6,42.86,3.28,4.70,3.21,31.67,8.02,1.036,0.095,0.047,0.046,23.796,0.739,0.0022,158,508,2098,8438,97,0,0.000,6925,4653,3874,5769,1055,5365,7876,0.00,0.47,11688,32.7906,66380,9793,540008,2884.0,-0.0,446816,56.735,2631075.518,1.84e-14,0.00093,30.00,234329,135.082,2.331,130.981,1.770,135.083,11896,807,1593,0.4390,0.830,1.023,1.253,1.032,0.913,1.127,37349.355,11430.285,175741.616,37925.767,31307.010,1661.612,711.868,324.888,0.736,0.566,0.545,0.888,0.740,0.640,7507,45245,0.7881,0.6141,0.5550,0.9999,0.0578,0.0511,0.5869,0.6896,0.7711,0.0857,0.0296,0.0265,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17123,1.0000,0.6114,0.7395,0.9989,0.0578,0.0511,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1655,5.4445,5.2881,0.1368,0.2283,0.2003,0.481,0.459,0.504,0.438,4933,0.0545,0.0094,0.0126,0.00119,0.00163,0.00149,26.49,27.93,28.22,519.5478,0.0132,68.5461,35.0515,21.6832,1076369,1531689,0.5238,0.0050,16720.8,519.5478,21.62
2000,10463,3489,45548,105550,98110,59156,846,18348,1871,0,235891,1715209,35221.418,13991.940,0.2427,10413.805,0.202,0.381,0.223,0.194,0.557,0.343,924,0.0361,0.6432,0.090,16.5,42.0,81.2,41.99,3.03,8.34,1.76,28.86,7.72,1.060,0.185,0.146,0.150,13.715,0.397,0.0026,126,1145,1343,9900,77,0,0.000,5426,1180,3361,5922,510,1420,8533,0.00,3.41,11855,11.9539,66363,11372,500035,3728.7,-0.0,499294,24.007,2631075.518,1.47e-14,0.00068,25.34,35343,36.122,2.322,33.241,0.560,36.123,3930,2280,4253,0.3592,0.904,1.040,1.242,1.065,0.944,1.117,14102.573,11080.129,13444.590,14067.803,18122.830,1530.864,1399.048,648.223,0.571,0.531,0.564,0.639,0.531,0.559,14712,21096,0.7533,0.4064,0.4885,1.0000,0.0535,0.0576,0.5370,0.7146,0.8059,0.1370,0.0242,0.0185,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,7205,0.9984,0.5381,0.6326,0.9997,0.0535,0.0576,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2661,5.1779,5.4114,0.0661,0.1713,0.1465,0.268,0.289,0.361,0.218,861,0.0559,0.0014,0.0013,0.00134,0.00104,0.00076,27.82,26.58,26.53,3814.7718,0.0279,32.4838,17.2248,6.7820,1091517,1528483,0.9634,0.0498,27517.0,3814.7718,26.00
3000,13484,5400,54690,148189,139321,92629,870,18026,1648,0,273367,2658980,52917.487,17963.425,0.2601,13519.086,0.144,0.514,0.183,0.160,0.601,0.296,886,0.0411,0.6337,0.081,16.7,45.9,79.6,41.80,3.77,8.63,2.06,27.35,7.84,1.073,0.181,0.299,0.317,18.618,0.332,0.0023,112,411,1316,14277,131,0,0.000,6902,45,2145,11294,327,2579,10578,0.00,3.91,11173,13.4318,66170,11547,465564,3407.0,-0.0,532406,15.795,2631075.518,5.66e-15,0.00102,14.43,44833,38.723,2.199,35.899,0.625,38.724,6277,2810,4397,0.3423,0.895,1.053,1.275,1.102,0.938,1.117,13851.353,13943.392,30952.210,13773.544,21710.818,2438.486,925.448,1080.405,0.708,0.486,0.557,0.765,0.504,0.547,16035,24877,0.7589,0.4080,0.4471,0.9996,0.0485,0.0611,0.5473,0.7187,0.7709,0.1612,0.0269,0.0143,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,6714,0.9988,0.6113,0.6600,0.9985,0.0485,0.0611,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2056,5.2128,5.3247,0.0826,0.1939,0.1679,0.370,0.257,0.463,0.244,404,0.0153,0.0036,0.0022,0.00147,0.00103,0.00083,27.52,27.10,27.26,16773.5221,0.0495,35.8943,6.5254,9.2699,1085736,1526531,1.2490,0.0965,24719.3,16773.5221,22.38
4000,11154,5685,46168,116053,107269,69035,850,16707,1650,5,242819,2943864,45032.141,16149.914,0.2897,11753.324,0.123,0.569,0.172,0.136,0.605,0.293,977,0.0542,0.6411,0.066,18.5,45.8,79.8,40.68,4.36,9.58,1.44,25.30,7.74,1.089,0.208,0.395,0.412,31.489,0.375,0.0021,109,416,2081,16527,264,0,0.000,6442,89,1938,9127,290,1957,8907,0.00,4.54,12898,13.9966,66005,13240,439278,2383.5,-0.0,557929,14.926,2631075.518,1.10e-14,0.00039,37.93,36278,35.053,2.171,32.396,0.485,35.053,5808,2327,3019,0.3489,0.895,1.056,1.309,1.121,0.940,1.143,11620.568,10839.047,27764.071,11523.662,17497.732,2169.606,1052.700,1174.284,0.756,0.447,0.524,0.740,0.495,0.523,19868,22752,0.8101,0.2637,0.3744,0.9994,0.0519,0.0719,0.5405,0.7921,0.9289,0.1703,0.0174,0.0228,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,6959,0.9995,0.7566,0.8196,0.9993,0.0519,0.0720,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1707,5.0099,5.1755,0.1300,0.1878,0.1496,0.275,0.179,0.318,0.219,425,0.0191,0.0036,0.0032,0.00132,0.00084,0.00092,27.59,27.19,27.37,16246.7806,0.0431,29.4238,6.7533,8.1723,1080491,1526208,1.2981,0.1116,22877.3,16246.7806,25.42
5000,12451,5966,54687,130431,121266,74939,805,15840,1241,9,201050,3017532,51517.237,16214.980,0.3076,12349.703,0.151,0.565,0.179,0.105,0.613,0.292,601,0.0459,0.6312,0.068,16.7,42.7,81.0,38.99,4.44,9.83,1.38,23.34,7.65,1.093,0.223,0.400,0.425,36.899,0.390,0.0020,89,371,3886,12570,576,18,0.094,7830,237,2292,9922,537,2493,9421,0.00,4.82,12486,15.7731,65662,13449,413403,3370.8,0.0,581718,15.383,2631075.518,1.43e-14,0.00101,12.68,42447,37.431,2.199,34.610,0.623,37.432,6720,2396,3335,0.3479,0.892,1.053,1.320,1.117,0.943,1.152,13862.671,13517.520,29289.170,13776.023,20801.747,1862.339,890.709,1112.228,0.760,0.465,0.536,0.700,0.497,0.535,22576,30571,0.7749,0.2653,0.3664,0.9989,0.0378,0.0707,0.5620,0.8172,0.8918,0.1679,0.0185,0.0315,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5349,0.9994,0.8014,0.7480,0.9993,0.0378,0.0712,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2334,4.7537,5.1958,0.1513,0.1797,0.1502,0.255,0.193,0.304,0.216,380,0.0254,0.0030,0.0024,0.00143,0.00088,0.00088,28.37,26.73,27.11,14630.3822,0.0362,34.9397,7.2328,8.1505,1074841,1525006,0.8638,0.0803,22279.8,14630.3822,23.03
6000,12488,6320,48263,108511,97926,59550,698,17135,1868,30,293791,3544289,44261.675,16194.331,0.3028,10633.647,0.089,0.661,0.159,0.092,0.606,0.294,940,0.0561,0.6313,0.066,19.0,43.5,79.0,38.07,4.64,10.37,1.23,21.83,7.56,1.125,0.226,0.423,0.464,42.321,0.393,0.0021,100,422,7541,19905,1244,27,0.321,8447,537,1790,10161,887,2628,8973,0.25,5.54,14005,16.8300,65245,15114,387576,2743.9,-0.0,607242,16.614,2631075.518,4.07e-15,0.00002,23.20,36411,37.988,2.327,34.950,0.711,37.990,7807,1838,2843,0.3078,0.917,1.083,1.375,1.141,0.956,1.192,11302.240,11018.944,27161.771,11197.578,16535.973,3002.572,1032.848,1525.264,0.724,0.457,0.537,0.656,0.442,0.529,26626,24785,0.7450,0.2000,0.3571,0.9996,0.0453,0.0716,0.6132,0.8832,0.8570,0.1659,0.0284,0.0287,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4092,0.9996,0.7321,0.7320,0.9993,0.0454,0.0720,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2915,4.8965,5.1382,0.1710,0.1660,0.1382,0.240,0.149,0.290,0.183,316,0.0124,0.0037,0.0035,0.00136,0.00083,0.00081,28.12,27.11,27.16,13543.5353,0.0568,28.1521,9.1280,7.4861,1071198,1524383,0.3919,0.0250,22088.7,13543.5353,19.40
7000,12277,5638,58310,146216,132065,87095,811,17426,2418,51,375697,3723175,48631.656,23323.317,0.3636,14784.532,0.091,0.657,0.176,0.075,0.600,0.293,1309,0.0638,0.6413,0.065,17.0,41.1,77.0,36.10,4.47,9.88,1.01,20.73,7.18,1.143,0.232,0.395,0.442,41.367,0.325,0.0020,88,420,14021,21275,3019,30,0.107,8589,720,1212,10345,1351,2233,8693,0.00,6.08,12596,16.7121,64845,13308,360404,3655.9,-0.0,639656,16.317,2631075.518,3.54e-16,0.00036,24.47,49886,44.744,2.446,41.555,0.742,44.745,7639,1642,2996,0.2870,0.923,1.094,1.460,1.165,0.941,1.196,12929.924,11790.154,32277.830,12726.339,18412.019,5745.604,1025.637,1767.545,0.681,0.484,0.548,0.702,0.491,0.546,28974,34366,0.6831,0.1806,0.2971,0.9995,0.0501,0.0764,0.6473,0.8612,0.9134,0.1673,0.0262,0.0357,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3971,0.9996,0.8170,0.8240,0.9986,0.0501,0.0764,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1911,5.5884,5.5153,0.1749,0.1539,0.1259,0.194,0.160,0.224,0.183,289,0.0073,0.0033,0.0041,0.00150,0.00090,0.00091,28.32,27.56,27.74,12443.7974,0.0726,31.6850,9.5472,6.7702,1073228,1523562,0.2626,0.0117,22537.1,12443.7974,21.78
8000,13182,5648,61154,158867,145339,97044,669,16408,2155,107,337569,3515900,50842.937,23489.375,0.3633,15824.647,0.085,0.640,0.195,0.081,0.597,0.296,1253,0.0565,0.6418,0.056,15.1,41.6,73.2,35.54,3.75,9.39,0.93,21.47,7.12,1.144,0.223,0.358,0.410,33.586,0.326,0.0019,82,406,18390,20122,5482,30,0.510,8582,761,923,11498,1484,2484,9214,0.00,5.00,11737,15.9131,64403,13201,334644,5675.3,-0.0,670576,15.810,2631075.518,9.38e-15,0.00038,7.77,54436,41.819,2.311,38.580,0.929,41.820,7630,1937,3615,0.2839,0.917,1.090,1.476,1.184,0.934,1.169,11785.775,15070.178,33737.071,11703.563,21226.950,5308.304,935.124,1421.300,0.684,0.457,0.546,0.720,0.487,0.553,27542,38766,0.6746,0.2179,0.2482,0.9998,0.0480,0.0755,0.6674,0.8241,0.8747,0.1592,0.0145,0.0278,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2365,0.9997,0.7501,0.7987,0.9988,0.0480,0.0755,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2659,5.0392,5.0720,0.1524,0.1423,0.1158,0.173,0.153,0.179,0.194,448,0.0178,0.0039,0.0037,0.00154,0.00096,0.00102,28.03,27.74,27.98,13372.0191,0.0684,33.3864,9.3459,6.4642,1078691,1521994,0.5353,0.0920,22272.7,13372.0191,16.84
9000,10810,5369,49963,137285,125374,86905,417,14209,1612,244,266902,2965063,45377.954,20823.808,0.3529,14937.192,0.092,0.603,0.230,0.074,0.597,0.298,1116,0.0581,0.6398,0.056,17.1,45.0,77.9,37.28,4.55,9.72,0.90,22.10,7.15,1.157,0.217,0.443,0.505,32.821,0.338,0.0019,91,439,17555,15654,7381,35,0.242,7253,68,1460,9282,463,2665,7682,0.00,4.59,13120,15.9385,64154,13397,314564,3340.8,0.0,695886,14.452,2631075.518,3.89e-15,0.00124,30.68,46676,38.778,2.426,35.673,0.679,38.779,6907,1413,2490,0.2750,0.924,1.113,1.490,1.190,0.941,1.187,10794.369,12838.284,31141.264,10723.069,18450.812,3782.969,778.759,1324.889,0.714,0.438,0.505,0.738,0.524,0.563,26997,33051,0.7465,0.2344,0.3023,0.9998,0.0458,0.0789,0.6367,0.8025,0.8097,0.1639,0.0368,0.0525,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2714,0.9995,0.7356,0.7515,0.9986,0.0458,0.0789,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3234,4.6685,4.9825,0.1554,0.1552,0.1330,0.167,0.157,0.222,0.155,505,0.0275,0.0033,0.0039,0.00150,0.00083,0.00102,27.05,27.41,27.79,13337.2462,0.0539,29.5649,8.7242,5.7273,1085373,1521164,1.0930,0.1663,22381.9,13337.2462,18.95
10000,11848,5895,58367,159619,147055,100595,657,13434,1576,261,255514,3563728,53657.913,21363.038,0.3309,16079.392,0.082,0.642,0.198,0.078,0.626,0.275,1147,0.0572,0.6420,0.047,17.1,41.6,74.7,35.24,4.10,9.74,0.85,20.55,6.96,1.157,0.233,0.428,0.472,28.745,0.367,0.0017,81,384,12225,14146,5135,34,0.165,8044,78,1840,9930,269,2708,8871,0.25,5.34,16284,18.0816,63995,12265,292630,3502.4,-0.0,713475,14.677,2631075.518,2.07e-14,0.00346,11.37,53242,39.811,2.296,36.713,0.801,39.857,6965,1815,3068,0.2546,0.940,1.110,1.477,1.199,0.948,1.185,12766.087,18684.895,30105.598,12674.005,26957.702,2811.874,1133.212,1338.561,0.765,0.464,0.550,0.746,0.494,0.608,21845,36061,0.7987,0.2457,0.2835,0.9996,0.0393,0.0685,0.6163,0.8930,0.8747,0.1659,0.0229,0.0355,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,5529,0.9996,0.7654,0.7823,0.9984,0.0393,0.0685,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3083,5.0577,5.0920,0.1352,0.1579,0.1168,0.130,0.145,0.196,0.141,468,0.0296,0.0019,0.0030,0.00149,0.00116,0.00129,27.61,27.53,27.86,14526.6762,0.0453,40.1295,8.4985,6.1787,1088002,1519405,1.4660,0.1704,21596.7,14526.6762,19.36
