step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1071,25.61,1.38,2.82,1.45,17.59,0.03,1.26,0.008,0.286,597686.1,239271.5,27,41,4.27,1.22,1.35,46.8641,1646.98,73027.5,1.1416,0.9900,5462,23.8372,178,95.2899,557282.8
10000,1,731,27.76,2.48,2.82,1.26,18.95,0.03,1.56,0.016,0.213,328922.3,111571.1,17,42,4.37,1.49,1.69,20.1153,645.15,16167.8,29.1474,1.9268,5461,23.8328,165,56.2562,272053.2
10000,2,272,36.37,1.80,5.53,3.78,26.46,0.02,1.28,0.007,0.116,150583.2,35676.5,7,46,5.85,1.20,1.33,5.3688,38.30,1901.0,61.5274,3.1273,5461,23.8328,259,16.4094,80579.0
20000,0,897,22.91,0.12,6.79,0.28,10.10,0.00,1.03,0.000,0.178,145237.1,61036.5,1,114,3.79,1.02,1.05,6.7803,761.14,90353.2,0.0004,3.7665,5462,9.9587,68,16.0821,107516.1
20000,1,1027,21.63,0.23,6.46,0.26,9.53,0.00,1.06,0.000,0.193,127644.5,50718.7,1,134,3.70,1.03,1.09,4.8698,910.08,18098.5,3.3638,3.7795,5461,9.9569,112,14.2467,89592.2
20000,2,394,21.20,0.21,5.68,0.18,10.24,0.00,1.07,0.000,0.073,64115.1,19773.8,1,127,3.70,1.05,1.08,0.9023,38.06,345.2,8.7874,5.2418,5461,9.9569,129,1.6726,11683.7
30000,0,1696,15.33,0.32,3.85,0.29,5.00,0.01,1.09,0.002,0.184,596981.9,374053.6,18,127,2.60,1.06,1.13,44.3677,1366.22,77250.6,1.6193,0.6926,5462,22.9722,115,104.7791,605993.4
30000,1,1328,17.54,0.38,4.15,0.35,6.16,0.00,1.10,0.001,0.167,309225.1,182559.2,18,201,2.84,1.04,1.16,18.7503,854.12,15100.2,29.7111,2.6172,5461,22.9680,141,45.9441,286858.5
30000,2,465,22.82,0.54,4.86,0.29,9.45,0.00,1.15,0.002,0.081,106954.5,33979.3,12,147,3.59,1.08,1.23,1.3677,27.17,1627.8,64.9308,6.5315,5461,22.9680,307,7.6188,43145.6
40000,0,1017,22.03,0.61,4.23,0.20,10.05,0.00,1.19,0.003,0.176,132887.0,64682.0,2,76,3.62,1.12,1.27,4.5683,603.65,85839.0,0.0000,3.6023,5462,9.3403,55,15.6325,97109.7
