step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,1,3470,28.5,0.2,0.3,0.2,13.5,0.0,1.08,29.0,1154,223,9.65,14.37,2273,1035,162,0.0,1.09,1.08,1.07,3.26,4.43,4.00,22.1,1.978,0.261,11.43
5000,2,97,18.6,0.1,0.1,0.0,15.5,0.0,1.02,20.8,26,164,5.24,13.36,97,0,0,0.0,1.02,1.02,1.04,4.03,2.18,8.49,16.3,1.176,0.358,10.53
6000,1,6983,18.1,0.2,3.3,0.4,5.2,0.0,1.08,32.0,2417,85,2.03,8.04,4110,2352,521,0.0,1.09,1.11,1.07,2.50,3.43,3.19,23.5,1.995,0.223,11.27
6000,2,21,9.4,0.0,0.2,0.0,7.6,0.0,1.00,29.2,21,320,9.27,22.35,21,0,0,0.0,1.00,1.00,1.00,2.52,1.95,5.38,17.4,1.190,0.360,10.52
7000,1,2426,32.5,0.3,6.1,0.6,9.4,0.0,1.11,23.4,1619,117,6.70,10.96,1350,862,214,0.1,1.11,1.15,1.09,3.42,4.60,4.45,24.8,1.997,0.226,10.29
7000,2,104,25.9,0.9,1.0,2.0,21.5,0.0,1.26,14.7,67,82,6.86,5.78,43,32,29,0.0,1.20,1.85,1.20,5.62,7.05,7.35,29.3,1.038,0.292,10.66
8000,1,1006,46.4,0.6,9.4,0.3,12.6,0.0,1.19,24.0,736,121,9.26,13.88,567,369,70,0.1,1.23,1.22,1.17,4.10,5.54,5.14,24.6,1.998,0.192,11.28
8000,2,202,23.7,1.7,1.0,0.0,17.1,0.0,1.30,18.6,133,97,8.92,6.00,117,43,42,0.0,1.22,1.25,1.36,4.51,5.19,7.14,26.0,1.095,0.301,10.63
9000,2,191,24.1,0.8,0.6,0.2,19.4,0.0,1.25,18.0,142,132,8.83,10.23,58,64,69,0.0,1.27,1.31,1.25,4.93,5.12,7.65,31.8,1.101,0.308,10.46
9000,1,131,44.3,0.9,8.9,0.0,11.4,0.0,1.35,34.7,122,127,7.08,20.95,49,59,23,0.1,1.37,1.37,1.33,4.19,5.42,5.35,28.5,2.000,0.184,13.84
9000,57,40,44.5,0.3,0.2,0.0,36.2,0.0,1.10,17.1,31,91,12.01,7.34,5,27,8,0.0,1.26,1.02,1.08,5.50,6.88,6.22,32.9,1.204,0.488,10.82
10000,2,399,23.4,1.3,0.8,0.2,18.1,0.0,1.28,17.1,321,98,6.11,6.99,178,103,118,0.0,1.17,1.32,1.35,4.89,4.92,8.57,30.2,1.083,0.295,10.43
10000,65,108,16.6,0.5,0.9,0.6,12.0,0.0,1.15,15.7,82,84,5.55,3.65,24,53,31,0.3,1.14,1.17,1.14,3.21,3.70,4.87,32.6,1.182,0.428,8.18
11000,2,1140,26.6,2.1,0.7,0.1,19.3,0.0,1.42,15.9,829,116,6.79,10.13,615,368,157,0.0,1.27,1.50,1.51,4.85,4.81,8.49,25.1,1.087,0.297,10.33
11000,65,64,31.8,0.0,0.8,1.3,25.2,0.0,1.00,13.6,48,92,7.21,6.79,18,31,15,0.0,1.00,1.00,1.00,4.58,5.64,5.66,32.1,1.222,0.387,9.00
12000,2,1444,25.1,1.4,0.4,0.1,19.9,0.0,1.27,14.9,913,124,5.89,9.65,743,556,145,0.0,1.14,1.34,1.33,4.95,4.69,9.03,25.2,1.074,0.305,10.29
12000,93,398,29.8,0.0,8.7,0.1,6.1,0.0,1.02,24.1,230,88,2.24,13.14,227,133,38,0.0,1.02,1.03,1.02,3.21,4.14,4.56,23.9,2.000,0.324,10.31
12000,65,37,22.6,0.2,0.0,0.7,18.6,0.0,1.04,14.5,20,103,4.18,7.63,12,24,1,0.0,1.04,1.04,1.04,3.76,4.08,6.22,27.9,1.188,0.456,8.78
13000,2,1035,26.5,1.2,0.4,0.1,21.8,0.0,1.22,13.1,572,124,5.75,9.49,457,442,136,0.0,1.14,1.28,1.25,5.12,5.05,9.12,26.9,1.072,0.310,10.15
13000,93,111,32.2,0.3,9.4,0.5,5.8,0.0,1.04,28.3,66,62,0.60,10.12,64,36,11,0.3,1.00,1.11,1.04,3.41,4.38,4.95,24.2,2.000,0.449,11.68
13000,65,48,19.8,0.0,0.9,1.4,15.3,0.0,1.00,15.5,24,98,3.94,6.49,23,23,2,0.0,1.00,1.00,1.00,3.60,3.58,5.46,23.4,1.198,0.479,8.40
