step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,721,39.96,3.34,4.45,1.68,24.25,0.24,1.79,0.058,0.276,527731.4,192299.3,21,46,4.91,1.83,1.75,37.5936,1000.99,77834.9,0.5779,1.1875,5462,22.8374,338,85.7522,480175.8
10000,1,512,47.59,2.37,4.05,3.07,31.62,0.17,1.52,0.047,0.241,336569.6,112157.8,17,52,5.44,1.65,1.35,20.1730,632.68,15715.3,25.6525,1.9126,5461,22.8332,314,51.1388,280905.0
10000,2,226,52.70,2.26,5.48,2.77,34.29,0.40,1.46,0.093,0.118,150639.8,30124.8,8,65,6.05,1.70,1.11,5.1448,44.28,1478.5,51.4733,3.0083,5461,22.8332,441,19.4346,82681.9
20000,0,873,26.98,4.12,3.74,0.29,13.82,0.77,2.13,0.165,0.218,186181.1,71435.0,3,110,4.39,2.29,1.57,8.1446,1214.27,85985.6,0.0000,3.6268,5462,12.0614,40,24.8504,149601.5
20000,1,809,26.97,3.84,3.54,0.25,14.17,0.66,2.04,0.147,0.204,173615.0,62088.8,3,103,4.35,2.22,1.50,6.8368,764.09,17401.1,4.4472,4.3455,5461,12.0592,103,21.9043,130247.6
20000,2,350,32.03,5.62,5.85,0.58,14.07,1.13,2.48,0.246,0.104,70908.2,15887.2,2,186,4.89,2.70,1.67,0.9451,19.15,845.9,15.2177,5.2521,5461,12.0592,137,3.4725,17460.3
30000,0,1427,18.32,2.91,3.05,0.14,7.44,0.51,1.83,0.118,0.221,537245.5,304726.7,10,125,3.04,1.96,1.39,36.4544,689.40,80197.5,0.5150,1.0033,5462,24.2942,83,88.0738,528755.7
30000,1,1104,19.94,3.20,3.06,0.15,8.28,0.47,1.90,0.120,0.190,363326.6,186265.9,12,169,3.24,2.01,1.41,20.7426,572.73,18512.1,23.6999,2.4811,5461,24.2898,140,55.9940,341832.9
30000,2,551,27.74,5.21,5.29,0.15,10.21,0.96,2.42,0.221,0.128,105680.1,36536.8,8,239,4.05,2.65,1.52,1.8610,97.56,1950.9,53.9556,6.3802,5461,24.2898,171,6.5070,42722.1
40000,0,930,23.04,2.90,4.09,0.53,10.73,0.39,1.83,0.100,0.192,189034.4,80179.7,5,102,3.76,1.95,1.41,6.8115,757.07,86245.2,0.0024,4.3115,5462,13.2188,62,23.1337,147310.1
