step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,1246,19.63,1.03,3.04,1.63,12.42,0.07,1.26,0.025,0.257,495744.0,182139.3,17,34,3.72,1.32,1.22,34.0405,801.48,73606.6,0.9437,1.0860,5462,25.9496,111,81.5012,447002.6
10000,1,987,21.79,1.03,3.80,1.47,13.82,0.06,1.26,0.028,0.229,398790.1,138577.0,13,45,3.80,1.38,1.18,23.5614,860.78,16207.2,20.7315,2.2689,5461,25.9448,87,57.3842,337706.3
10000,2,544,28.70,1.88,7.81,0.21,14.61,0.28,1.49,0.131,0.152,210549.2,52840.5,3,66,4.43,1.81,1.24,5.8040,38.17,1754.2,47.0400,7.1220,5461,25.9448,267,18.5661,100487.6
20000,0,826,24.09,0.59,7.64,0.58,11.48,0.02,1.20,0.008,0.192,178492.0,94338.0,5,51,3.86,1.14,1.26,8.6396,882.32,85674.4,0.0020,4.1451,5462,12.6251,75,23.1509,137612.3
20000,1,761,26.76,0.89,8.56,0.41,11.43,0.01,1.31,0.009,0.187,178816.9,107744.4,5,62,3.93,1.17,1.35,9.1731,1043.59,14858.5,3.2186,4.6543,5461,12.6228,80,22.2567,133175.6
20000,2,424,28.03,0.47,9.31,0.55,11.61,0.00,1.16,0.000,0.105,91149.1,41532.3,4,87,3.98,1.10,1.21,0.8587,24.64,388.2,14.4581,8.0068,5461,12.6228,290,1.8261,12214.5
30000,0,622,30.27,0.78,6.80,0.84,9.66,0.02,1.31,0.014,0.129,415736.9,383224.7,4,63,3.49,1.26,1.41,43.8741,823.77,89454.9,0.0413,0.9027,5462,16.3550,269,80.9350,410329.6
30000,1,732,26.68,0.83,6.23,1.00,9.17,0.02,1.32,0.008,0.144,336113.0,290354.3,3,87,3.44,1.28,1.41,28.5572,1048.83,20587.5,21.9918,2.7948,5461,16.3520,223,59.5837,311314.9
30000,2,265,25.31,0.69,6.34,0.46,9.68,0.00,1.26,0.000,0.052,108430.8,56055.2,2,79,3.54,1.19,1.33,1.0386,12.01,849.8,57.6758,8.6838,5461,16.3520,287,4.1422,22956.0
40000,0,846,22.73,0.79,4.64,0.69,9.85,0.01,1.31,0.007,0.154,191912.5,149332.9,8,98,3.17,1.28,1.34,10.6709,1143.48,89403.1,0.0000,5.0204,5462,12.2801,76,23.1317,141744.4
40000,1,900,20.41,0.65,4.46,0.70,9.35,0.01,1.23,0.008,0.156,187199.0,143729.2,8,42,3.13,1.21,1.25,9.8599,1001.82,15378.4,3.3504,5.5854,5461,12.2778,129,20.2997,131821.1
40000,2,394,19.86,0.27,5.34,0.80,7.03,0.02,1.13,0.008,0.061,88768.4,45500.8,6,86,2.93,1.10,1.15,0.8381,102.19,542.9,14.9270,7.9435,5461,12.2778,297,1.6681,9870.6
50000,0,985,17.82,1.44,3.50,0.59,7.11,0.04,1.53,0.018,0.143,364712.6,323323.8,19,62,2.62,1.49,1.56,33.4184,1145.90,82177.5,0.0094,1.0497,5462,16.3970,97,73.7456,354622.4
50000,1,990,17.92,0.79,3.91,0.93,6.98,0.01,1.31,0.006,0.143,378016.8,316451.1,20,82,2.55,1.28,1.36,31.8525,806.90,17571.5,16.6223,2.8165,5461,16.3939,121,72.0095,349837.6
50000,2,351,18.32,0.40,3.51,0.91,10.43,0.01,1.17,0.006,0.061,100623.0,52804.9,11,79,3.02,1.13,1.16,1.1600,31.14,1330.1,60.8668,7.5385,5461,16.3939,296,4.4102,25761.0
60000,0,823,21.35,0.84,4.74,0.58,8.69,0.00,1.28,0.001,0.140,186006.5,119926.7,7,98,2.96,1.22,1.38,8.9525,677.36,87500.9,0.0000,5.3876,5462,13.1226,86,21.4314,132302.6
