step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,46.15,49,19,5,0,2,2,7.91,6,0.108,2987,0.00,85.26,51.47,576,1,0,2,8.14,2.14,12.75,4,4,7,29.5,0.018,26,1.025,0.576,7
100000,54.30,36,15,12,0,8,3,4.83,0,0.221,2971,2.68,24.35,189.14,576,2,0,3,7.50,1.00,5.42,6,6,6,42.8,7.581,35,1.086,0.478,6
100000,37.53,36,11,10,0,1,4,5.27,2,0.266,2958,0.00,44.26,37.64,576,1,1,4,6.60,3.00,5.67,3,6,5,36.9,0.000,22,1.137,0.513,6
100000,31.84,36,11,4,0,2,3,5.50,2,0.126,2941,0.00,41.00,39.89,576,1,1,3,6.60,3.60,5.83,3,6,5,33.1,0.000,17,1.137,0.513,6
100000,0.69,21,0,0,0,1,0,1.00,28,0.000,2917,0.00,30.44,76.64,639,0,1,0,1.00,1.00,1.00,1,1,1,24.3,2.032,1,0.689,0.515,8
100000,36.08,31,16,0,0,8,0,6.58,8,0.000,2914,3.38,202.94,24.40,582,0,0,0,2.33,8.17,7.92,4,6,6,14.6,131.506,24,0.902,0.576,8
100000,41.73,36,10,10,0,6,4,4.25,0,0.240,2904,0.00,18.22,21.40,576,2,2,4,5.00,2.67,4.67,6,6,6,43.9,0.000,26,1.159,0.509,6
100000,36.18,35,13,2,0,3,1,6.10,4,0.055,2904,0.00,15.14,6.69,576,1,2,1,6.50,4.00,7.38,3,4,6,27.2,0.000,18,1.167,0.540,6
100000,65.15,36,20,11,0,3,3,7.46,0,0.169,2856,0.00,4.11,50.74,576,2,0,5,10.00,3.33,8.25,6,6,6,38.5,0.000,34,1.206,0.560,6
100000,29.73,29,17,0,0,2,0,9.35,12,0.000,2843,0.00,52.47,0.75,582,1,1,0,6.40,10.20,10.40,4,5,5,32.7,7.332,19,0.826,0.622,8
100000,14.38,45,0,2,0,16,0,1.00,8,0.139,2811,3.09,548.02,129.67,639,0,0,0,1.00,1.00,1.00,4,6,8,24.3,71.920,18,0.799,0.585,9
100000,1.40,24,0,0,0,2,0,1.00,26,0.000,2810,1.38,141.22,8.83,639,0,0,0,1.00,1.00,1.00,1,2,1,19.9,7.001,2,0.700,0.596,8
100000,76.47,49,29,0,0,13,0,9.82,0,0.000,2809,0.00,46.54,1.20,576,1,2,0,9.00,9.57,10.36,8,7,7,33.0,0.000,42,1.077,0.496,7
100000,10.98,18,3,1,0,7,0,2.06,10,0.091,2802,0.00,49.68,96.19,639,0,0,0,2.25,2.75,1.70,3,5,4,25.1,50.879,11,0.784,0.644,7
100000,37.27,29,18,0,0,6,0,8.14,14,0.000,2786,3.02,27.88,6.71,582,0,0,0,2.60,10.80,9.33,4,6,5,14.1,15.189,24,0.887,0.479,9
100000,48.05,49,12,1,0,18,0,4.04,0,0.021,2781,0.00,20.00,9.93,576,1,1,0,4.86,4.86,3.21,5,7,7,28.3,0.005,31,1.117,0.533,7
100000,45.55,35,25,0,0,1,0,12.64,6,0.000,2766,0.00,87.50,3.39,639,0,0,0,10.71,10.00,16.62,3,4,7,21.7,0.020,26,0.893,0.615,7
100000,34.75,36,15,1,0,1,1,7.18,2,0.029,2766,0.00,45.99,146.72,576,1,1,1,7.50,5.33,8.10,4,5,6,34.4,0.000,17,1.086,0.478,6
100000,35.93,36,10,5,0,6,2,4.25,0,0.139,2765,0.00,20.68,31.56,576,2,1,2,5.00,2.67,4.67,5,6,6,44.2,0.000,21,1.159,0.509,6
100000,12.54,18,2,0,0,12,0,1.50,6,0.000,2762,2.51,197.78,71.05,639,1,1,0,1.00,1.71,1.75,3,4,7,26.0,62.719,14,0.784,0.644,7
100000,19.49,48,4,0,0,8,0,2.56,12,0.000,2729,0.00,32.59,20.07,576,1,1,0,3.00,2.00,2.67,2,3,5,37.3,0.000,12,1.218,0.438,7
100000,36.92,36,7,7,0,10,3,2.70,4,0.190,2708,0.00,8.26,0.78,576,2,2,3,5.75,1.00,2.25,4,6,6,46.0,0.000,24,1.191,0.523,6
100000,3.04,14,0,0,0,4,0,1.00,24,0.000,2705,0.00,102.22,19.03,582,1,1,0,1.00,1.00,1.00,1,2,2,26.4,1.982,4,0.761,0.562,8
100000,2.52,12,0,0,0,3,0,1.00,28,0.000,2703,1.16,158.76,16.04,281,2,1,0,1.00,1.00,1.00,1,3,1,37.6,12.618,3,0.841,0.518,9
100000,4.36,19,0,0,0,6,0,1.00,20,0.000,2695,0.00,81.67,1.07,639,1,2,0,1.00,1.00,1.00,1,3,3,35.9,0.000,6,0.727,0.546,8
100000,33.39,38,14,0,0,13,0,3.71,4,0.000,2687,0.00,63.87,9.51,639,0,0,0,1.33,6.33,3.58,4,6,6,25.5,0.000,27,0.814,0.645,7
100000,21.94,54,0,0,4,23,0,1.00,0,0.000,2682,0.63,325.22,74.40,645,1,1,0,1.00,1.00,1.00,6,8,8,27.5,109.700,27,0.878,0.458,8
100000,13.68,39,0,0,0,15,0,1.00,10,0.000,2669,0.00,37.94,36.10,645,1,1,0,1.00,1.00,1.00,3,4,5,31.0,0.000,15,0.912,0.448,7
100000,46.71,36,18,0,0,1,0,8.50,2,0.000,2654,0.00,8.88,9.78,576,2,0,0,8.50,6.67,9.60,3,5,6,44.2,0.001,19,1.262,0.562,6
100000,17.53,20,0,0,0,19,0,1.00,12,0.000,2637,2.14,290.46,58.91,582,0,0,0,1.00,1.00,1.00,2,4,6,14.7,87.636,19,0.922,0.491,8
100000,37.35,35,13,2,0,4,1,5.90,4,0.054,2629,0.00,87.22,105.38,576,1,2,1,6.50,3.67,7.12,3,4,6,32.1,21.814,19,1.167,0.540,6
100000,28.74,36,2,10,0,11,5,1.33,0,0.348,2625,0.00,38.84,51.02,576,0,0,5,1.33,1.33,1.33,4,6,6,24.0,0.000,23,1.150,0.486,6
100000,27.82,36,8,4,0,4,1,3.25,4,0.144,2623,0.00,85.41,71.96,576,0,0,1,4.33,1.83,3.50,4,4,6,24.9,21.960,16,1.159,0.509,6
100000,3.43,49,0,2,0,1,0,1.00,20,0.583,2602,0.00,158.07,54.67,576,0,1,0,1.00,1.00,1.00,2,1,3,21.3,0.000,3,1.144,0.455,7
100000,38.12,36,7,11,0,7,3,3.21,0,0.289,2588,0.00,73.04,95.07,576,1,1,3,3.67,1.83,3.67,4,6,6,29.9,20.410,25,1.191,0.514,6
100000,6.11,15,0,0,0,8,0,1.00,16,0.000,2587,1.41,107.18,2.44,620,2,0,0,1.00,1.00,1.00,3,3,5,40.7,25.465,8,0.763,0.423,8
100000,12.79,49,5,0,0,1,0,4.40,18,0.000,2580,0.00,3.10,16.63,576,0,2,0,5.00,4.33,4.00,2,2,6,2.0,0.000,6,1.163,0.528,7
100000,63.65,49,18,23,0,1,5,5.54,0,0.361,2579,0.00,11.23,12.45,576,0,0,5,7.71,1.00,6.71,6,7,7,13.5,0.020,42,1.061,0.519,7
100000,17.39,49,5,2,0,3,1,3.19,12,0.115,2574,0.00,0.10,26.05,576,1,1,1,7.50,1.00,2.83,3,7,2,25.9,0.000,10,1.159,0.483,7
100000,22.57,36,3,7,0,6,1,1.64,2,0.310,2574,0.00,0.05,10.36,576,1,1,1,2.17,1.00,1.70,8,6,6,25.9,0.000,16,1.188,0.579,6
100000,59.01,49,25,3,0,5,1,9.27,2,0.051,2571,0.00,28.79,41.59,576,2,2,1,10.71,3.71,11.67,7,6,7,45.5,0.005,33,1.017,0.429,7
100000,43.29,32,18,0,0,12,0,6.35,6,0.000,2558,3.49,44.24,6.08,582,0,0,0,1.00,9.17,7.43,5,7,6,13.9,29.390,30,0.902,0.576,8
100000,9.26,49,2,3,0,1,2,2.00,14,0.324,2539,0.00,9.21,25.91,576,1,0,2,2.00,2.00,2.00,2,5,2,37.4,0.000,6,1.157,0.583,7
100000,16.07,36,4,5,0,2,3,2.14,2,0.311,2535,0.00,0.91,3.38,576,1,1,3,2.80,2.40,1.75,3,6,6,27.8,0.000,11,1.071,0.463,6
100000,73.73,49,32,7,0,1,2,10.61,0,0.095,2526,0.00,33.71,39.89,576,2,2,2,13.29,4.00,12.57,8,7,7,40.5,0.020,40,1.024,0.447,7
100000,2.91,11,0,0,0,4,0,1.00,22,0.000,2524,0.00,59.84,9.79,642,0,1,0,1.00,1.00,1.00,2,2,3,3.7,0.006,4,0.729,0.580,8
100000,36.21,35,11,7,0,6,0,2.86,0,0.193,2512,0.00,34.50,46.22,643,0,0,2,1.71,2.86,3.43,6,7,7,14.7,25.589,24,1.035,0.499,7
100000,27.21,49,8,0,0,14,0,2.92,6,0.000,2500,0.00,241.84,106.14,639,1,1,0,3.62,3.62,1.80,4,5,8,31.4,110.110,22,0.907,0.586,8
100000,44.04,36,12,10,0,2,3,5.00,4,0.227,2488,0.00,20.93,19.95,641,2,2,3,6.00,1.00,7.25,2,4,6,37.8,0.004,24,1.223,0.463,6
100000,42.43,49,18,3,0,1,1,8.09,6,0.071,2456,0.00,17.40,25.14,576,1,1,1,7.71,3.57,12.38,6,4,7,35.7,0.012,22,1.061,0.519,7
100000,55.44,49,22,6,0,1,2,7.71,4,0.108,2433,0.00,15.29,49.08,576,0,1,2,11.17,3.33,8.17,4,6,6,11.9,0.000,29,1.087,0.571,7
