step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1200.2013,615.79,88.00,1.83,255,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1258.8123,705.97,644.03,0.93,378,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,1.1969,0.00,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1555.4394,707.39,95.54,15.06,405,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,920.1595,324.90,498.83,14.14,294,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,3.2215,1.17,7.80,29.42,0,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1163.6118,469.97,63.05,26.41,363,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,1025.7588,364.22,635.55,23.27,336,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.5431,0.00,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,1049.4275,436.54,88.11,33.46,315,27.92,10.260,5.138,0.3251,219.603,0.00,0.0000
1000,-30,1,3254,1455.9115,441.96,1520.38,29.60,485,27.20,10.103,5.560,0.4805,310.830,0.00,0.0000
1000,-30,2,599,270.6294,93.36,844.86,34.76,97,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,432.4379,158.61,41.41,55.87,54,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1214.6175,370.81,1071.07,30.03,312,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,2267.6551,1113.66,11056.96,33.07,699,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,320.6482,110.60,24.36,65.26,27,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,1031.2825,330.62,921.11,35.06,105,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,2658.7499,1313.36,15830.50,34.84,779,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1824,392.4142,213.91,31.11,72.13,11,38.85,17.518,2.983,0.2176,429.717,0.00,0.0000
1000,0,1,1740,918.7549,422.91,841.89,40.68,26,38.58,17.318,3.015,0.3683,748.644,0.00,0.0000
1000,0,2,4803,3177.6987,1667.89,15251.59,38.05,725,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3015,808.4866,315.10,51.82,74.59,27,37.73,16.756,3.207,0.2426,419.370,0.00,0.0000
1000,10,1,2708,1613.7675,637.30,1338.62,44.81,130,37.15,16.386,3.346,0.4104,699.021,0.00,0.0000
1000,10,2,3722,2594.3716,1200.95,9752.13,22.85,691,32.18,13.944,5.047,0.6875,819.885,0.00,0.0000
1000,20,0,3994,735.8372,264.25,62.09,62.26,123,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,2066.0849,774.71,1560.82,36.39,404,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,898.7208,400.24,2055.87,8.26,263,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
1000,30,0,6744,1260.0357,474.06,85.10,37.43,276,26.43,9.892,6.055,0.2481,156.504,0.00,0.0000
1000,30,1,2310,1383.2003,418.78,1004.22,42.41,342,29.31,11.117,4.844,0.5376,357.032,0.00,0.0000
1000,30,2,220,176.1571,79.30,242.93,71.00,80,26.62,9.556,5.569,0.7052,335.901,0.00,0.0000
