step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs
1000,11483,8114,130145,733342,703676,595503,7694,61318,258,0,188695,4053369,180498.515,76554.183,1.0184,64544.095,0.248,0.272,0.265,0.215,0.608,0.355,539,0.0262,0.6539,0.097,23.8,52.6,91.8,49.26,4.50,6.39,2.84,35.53,7.76,1.088,0.125,0.069,0.070,25.496,0.576,0.0028,130,416,1764,6582,47,0,0.000,5410,3451,3115,4917,815,3790,6878,0.00,0.84,14594,36.4772,66701,9712,541149,3139.4,-0.0,459527,52.190,2631022.778,2.65e-15,0.00093,30.00,219969,88.282,2.441,85.101,0.739,88.285,8673,853,1852,105,0.3424,0.868,1.071,1.326,1.085,0.931,1.170,1.189,37165.921,11971.221,172603.046,37870.057,34300.249,269.258,7720.708,2056.145,2181.389,51.846,0.678,0.558,0.530,0.377,0.872,0.718,0.639,0.153,7184,51707,0.7101,0.6996,0.5559,0.8442,0.9998,0.0542,0.0513,1.0000,0.5163,0.7710,0.7970,0.8770,0.1029,0.0559,0.0297,0.0358,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17108,0.9999,0.8189,0.7707,1.0000,0.9996,0.0542,0.0513,0.9998,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.0049,4.9796,5.0137,5.4681,0.1045,0.1971,0.1614,0.351,0.393,0.407,0.389,8156,0.1608,0.0091,0.0112,0.1472,0.00209,0.00162,0.00147,0.00402,23.42,27.18,27.34,17.86,40.1334,0.0265,71.2672,30.1713,22.0190,1078861,1531781,0.6414,0.0062,1018.7,40.1334,21.62,0,0,0,0,0,0,4129,12010.088,11043.992,0.9810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,502.8,4.308,267
2000,13635,2875,71037,141279,127327,68769,1473,32374,241,0,295706,2929617,34907.520,30757.609,1.0376,11581.683,0.101,0.614,0.135,0.150,0.519,0.356,593,0.0662,0.6698,0.069,14.3,40.3,73.4,35.20,2.10,8.58,0.83,23.70,7.36,1.170,0.212,0.064,0.068,8.488,0.296,0.0038,95,630,1043,15359,42,0,0.000,6387,1186,3269,9180,590,1392,11653,0.00,7.08,14305,15.4738,66796,11378,501615,3644.9,-0.0,520778,22.590,2631022.778,7.96e-15,0.00071,25.34,44975,29.693,2.443,26.493,0.757,29.696,3783,3108,6366,378,0.2854,0.940,1.100,1.532,1.258,0.952,1.210,1.411,13532.425,12071.988,13136.193,13531.624,19397.142,424.244,10660.359,3884.846,4441.860,188.861,0.526,0.494,0.542,0.426,0.528,0.440,0.522,0.292,13892,22212,0.6594,0.4487,0.4199,0.7555,0.9997,0.0376,0.0439,1.0000,0.5817,0.8596,0.8606,0.8815,0.1153,0.0338,0.0261,0.0179,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,3352,0.9996,0.8401,0.7843,1.0000,0.9991,0.0376,0.0439,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.0863,4.8262,4.9253,5.7006,0.0453,0.0823,0.0657,0.080,0.191,0.107,0.128,2043,0.0862,0.0037,0.0039,0.1384,0.00223,0.00101,0.00080,0.00353,27.22,27.86,27.08,29.97,113.2062,0.0668,33.0767,13.8516,8.7384,1093391,1527670,1.2855,0.0530,1783.6,113.2062,26.00,0,0,0,0,0,0,8663,19175.926,17347.769,0.9624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,748.3,6.788,1315
3000,10560,2046,76391,151352,134961,73609,1352,33657,241,0,369980,3006927,36407.598,35082.263,0.9778,12470.997,0.063,0.752,0.100,0.085,0.479,0.374,305,0.1095,0.6756,0.059,13.9,36.0,75.0,29.65,2.22,9.42,0.70,17.31,6.94,1.291,0.243,0.085,0.093,6.343,0.307,0.0042,86,330,784,14804,76,0,0.000,5547,39,2123,8398,274,1085,9201,3.25,13.41,15446,16.7002,66720,13436,468717,2415.6,-0.0,558422,14.913,2631022.778,1.95e-15,0.00162,14.43,53635,27.618,2.451,24.594,0.573,27.620,2942,2693,4606,319,0.2800,0.966,1.191,1.754,1.462,0.961,1.351,1.628,12771.836,14564.087,12098.544,12740.710,23428.894,610.447,10664.147,2757.756,8850.558,338.804,0.446,0.489,0.493,0.434,0.465,0.472,0.519,0.270,16146,28695,0.7602,0.4814,0.4137,0.9027,0.9996,0.0353,0.0470,1.0000,0.6173,0.9884,0.8836,0.9764,0.1135,0.0679,0.0449,0.0230,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,5295,0.9989,0.8584,0.7904,1.0000,0.9988,0.0353,0.0470,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.3091,4.8287,4.9485,5.4675,0.0399,0.0875,0.0711,0.108,0.133,0.131,0.107,1509,0.0673,0.0039,0.0036,0.1098,0.00205,0.00090,0.00096,0.00274,22.88,27.37,27.03,19.99,254.8896,0.1186,36.4375,5.9678,8.9456,1097286,1527598,1.8844,0.1108,2300.7,254.8896,22.38,0,0,0,0,0,0,10069,22611.266,20238.002,0.9442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,798.9,9.767,1789
4000,10231,2119,69039,128682,113050,58625,1018,27832,240,0,310457,2881872,34133.331,28820.810,0.9803,9798.668,0.051,0.826,0.079,0.044,0.467,0.391,234,0.1049,0.6706,0.062,13.2,40.4,79.2,30.64,1.95,9.31,0.51,18.87,6.87,1.354,0.213,0.108,0.120,6.207,0.291,0.0039,84,340,592,13382,77,0,0.000,5329,32,2207,7992,290,1306,8635,5.75,14.14,17984,18.8123,66762,16018,445758,2475.9,0.0,585998,12.218,2631022.778,3.40e-14,0.00123,37.93,46654,24.819,2.446,21.798,0.575,24.822,3014,2810,4091,316,0.2914,0.948,1.301,1.855,1.617,0.953,1.406,1.745,10904.823,14353.743,11448.595,10835.187,21081.056,567.160,8723.015,2105.338,8002.988,190.800,0.401,0.498,0.492,0.347,0.404,0.429,0.505,0.245,21812,26909,0.7048,0.3627,0.4068,0.7750,0.9989,0.0301,0.0523,1.0000,0.6363,0.9674,0.8644,1.0407,0.1027,0.0392,0.0455,0.0201,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3774,0.9976,0.8296,0.7701,1.0000,0.9982,0.0302,0.0524,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.3227,4.8548,4.8334,5.4230,0.0380,0.0533,0.0454,0.055,0.124,0.095,0.079,1119,0.0637,0.0039,0.0029,0.0987,0.00201,0.00069,0.00093,0.00276,26.38,26.54,27.30,27.16,352.1211,0.1294,32.3679,4.8020,7.4158,1099201,1525794,2.0317,0.1298,2645.9,352.1211,25.42,0,0,0,0,0,0,9494,19022.142,16834.354,0.9480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,882.7,9.075,1742
5000,11530,2763,79950,156117,138869,75083,1084,28377,242,0,306105,3074338,41439.458,32480.098,1.0150,13061.872,0.075,0.782,0.104,0.040,0.475,0.389,372,0.0930,0.6685,0.069,13.3,41.9,80.0,30.14,2.19,9.14,0.45,18.36,6.72,1.403,0.220,0.160,0.177,6.804,0.286,0.0036,77,329,584,19950,80,9,0.254,5861,123,2406,9001,524,1892,9114,3.00,11.63,17789,20.2324,66753,17561,423372,2693.9,-0.0,613325,12.486,2631022.778,1.31e-14,0.00049,12.68,56660,28.211,2.456,25.014,0.741,28.214,3998,2293,4962,277,0.2167,0.989,1.353,1.909,1.553,0.973,1.456,1.836,11973.215,17233.089,16197.249,11902.650,25895.011,506.421,7524.766,2710.327,8995.409,187.724,0.414,0.501,0.498,0.377,0.528,0.407,0.505,0.173,25939,33415,0.6265,0.3467,0.3731,0.7924,0.9986,0.0297,0.0561,1.0000,0.5879,1.1102,0.8981,1.0361,0.1011,0.0725,0.0407,0.0248,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,5590,0.9986,0.9058,0.7729,1.0000,0.9982,0.0298,0.0562,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.1992,4.8456,4.9441,5.1922,0.0407,0.0507,0.0450,0.061,0.104,0.121,0.052,952,0.0483,0.0046,0.0026,0.0583,0.00219,0.00073,0.00098,0.00301,25.94,26.41,27.60,26.99,536.5943,0.1199,38.3266,4.7093,7.7772,1100342,1523393,1.4304,0.0927,2768.6,536.5943,23.03,0,0,0,0,0,0,10075,19418.226,17148.489,0.9438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,1012.1,8.103,1398
6000,12869,2766,81112,152919,133768,70760,1047,28448,175,0,342717,3196334,41066.305,33382.137,1.0389,11128.966,0.074,0.799,0.079,0.048,0.469,0.390,380,0.0896,0.6605,0.065,15.2,43.3,79.2,28.76,2.11,10.26,0.39,16.01,6.47,1.494,0.239,0.159,0.170,6.152,0.255,0.0035,78,342,607,22441,77,11,0.195,6763,379,2081,10409,1197,1810,9862,4.75,12.60,19212,21.3792,66763,18935,399387,3515.8,-0.0,642126,12.703,2631022.778,8.85e-16,0.00013,23.20,57360,30.028,2.449,26.541,1.037,30.031,5191,2230,4991,457,0.1879,0.992,1.610,1.951,1.716,0.969,1.464,1.875,10897.095,18282.623,15274.251,10843.463,25475.721,601.835,11060.706,2546.127,8469.534,176.803,0.419,0.468,0.512,0.365,0.441,0.405,0.515,0.266,30416,34316,0.6056,0.2387,0.3065,0.7856,0.9993,0.0277,0.0535,1.0000,0.6613,1.0367,0.8908,1.0461,0.1020,0.0650,0.0431,0.0315,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4608,0.9995,0.9217,0.7661,1.0000,0.9988,0.0277,0.0537,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.0212,4.7486,4.7976,5.0785,0.0366,0.0497,0.0451,0.063,0.091,0.091,0.052,925,0.0428,0.0048,0.0023,0.0518,0.00207,0.00080,0.00102,0.00313,22.94,26.99,27.84,20.47,641.5904,0.1444,36.7530,5.4741,7.2285,1102020,1521305,0.7538,0.0306,2782.6,641.5904,19.40,0,0,0,0,0,0,11301,22253.171,19616.650,0.9361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,1033.2,9.629,1887
7000,14185,2433,84794,162844,139695,77222,828,32300,233,0,438006,3277661,41237.735,38366.148,0.9922,11205.664,0.062,0.841,0.074,0.023,0.443,0.404,357,0.0955,0.6548,0.063,14.1,41.9,71.7,32.09,2.18,8.11,0.40,21.40,6.80,1.340,0.213,0.136,0.148,6.273,0.235,0.0039,80,346,596,28032,52,15,0.442,6858,1050,1861,11274,2221,1968,9996,4.00,12.65,15932,22.4718,66831,19877,379454,3586.4,-0.0,672788,13.614,2631022.778,3.27e-14,0.00032,24.47,63921,32.101,2.453,28.415,1.234,32.105,6030,3059,4865,231,0.3485,0.863,1.103,1.963,1.405,0.950,1.485,1.792,8906.286,15011.901,22208.270,8811.873,20843.831,579.425,13716.818,3173.699,10031.457,238.510,0.435,0.437,0.464,0.340,0.551,0.369,0.455,0.222,38152,29141,0.5523,0.2010,0.3072,0.6509,0.9997,0.0394,0.0538,1.0000,0.5910,0.9660,0.8745,1.0259,0.0897,0.0436,0.0453,0.0380,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3123,0.9995,0.8941,0.7573,1.0000,0.9988,0.0394,0.0538,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,4.7918,4.7649,4.7930,5.7697,0.0383,0.0526,0.0481,0.057,0.074,0.110,0.047,1997,0.0830,0.0060,0.0040,0.0623,0.00202,0.00061,0.00077,0.00343,26.94,26.99,27.30,29.80,631.2794,0.1671,30.0791,7.2022,6.4119,1102983,1519376,0.5883,0.0153,2787.8,631.2794,21.78,0,0,0,0,0,0,16684,27160.484,23765.868,0.9471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,1086.2,9.271,2106
8000,6845,1808,78576,178750,161267,99188,986,27704,154,0,300674,3021597,43713.392,34677.876,1.0157,15590.045,0.056,0.819,0.098,0.027,0.461,0.400,284,0.1606,0.6568,0.059,19.9,45.7,73.8,29.95,2.91,9.44,0.39,17.22,6.46,1.467,0.217,0.193,0.204,6.782,0.290,0.0037,73,332,522,19564,39,16,0.166,3893,675,846,5324,719,858,5268,4.50,13.92,14711,17.3250,66730,17180,351071,2129.4,-0.0,704513,13.364,2631022.778,1.19e-14,0.00194,7.77,66555,28.858,2.436,26.065,0.357,28.861,2845,1073,2747,180,0.1937,0.978,1.458,1.977,1.589,0.966,1.517,1.777,11723.613,19377.167,18572.160,11650.522,28677.630,403.126,9692.701,2412.662,6859.180,123.286,0.459,0.449,0.478,0.342,0.559,0.476,0.596,0.220,34864,39982,0.5734,0.1325,0.2825,0.7778,0.9998,0.0432,0.0497,1.0000,0.6080,0.9955,0.9265,1.0274,0.1557,0.0408,0.0470,0.0508,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4813,0.9982,0.8103,0.7537,1.0000,0.9991,0.0432,0.0497,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.0039,4.6593,4.6527,5.7958,0.0386,0.0548,0.0492,0.078,0.073,0.070,0.080,2205,0.0817,0.0058,0.0041,0.1374,0.00209,0.00092,0.00101,0.00288,24.91,25.87,27.86,22.56,735.8952,0.1145,40.6250,6.4216,6.9429,1107070,1519622,1.0421,0.1092,2698.1,735.8952,16.84,0,0,0,0,0,0,11058,19087.830,16782.755,0.9449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,1281.6,6.450,887
9000,9779,1978,63271,135480,122286,71462,747,18637,63,0,221465,2385173,37168.340,24162.497,1.0498,9631.844,0.065,0.818,0.079,0.037,0.481,0.388,260,0.0814,0.6461,0.062,18.7,46.8,75.5,32.36,2.35,8.19,0.60,21.22,6.45,1.438,0.195,0.213,0.225,5.978,0.235,0.0033,68,334,385,13926,49,22,0.233,4970,52,1153,8574,219,1633,7927,4.25,12.88,18500,20.6187,66723,16789,332596,3405.7,0.0,719342,9.110,2631022.778,2.30e-14,0.00124,30.68,52950,22.947,2.437,19.809,0.701,22.950,3850,1660,3967,302,0.2190,0.953,1.331,1.987,1.541,0.936,1.524,1.745,9761.901,17883.838,12060.064,9711.096,24565.443,463.581,6006.549,1846.527,6562.336,115.240,0.467,0.431,0.522,0.372,0.492,0.500,0.564,0.170,34561,30363,0.6451,0.3051,0.2555,0.7785,0.9997,0.0278,0.0517,1.0000,0.6171,0.7336,0.8128,0.9966,0.1291,0.0348,0.0305,0.0542,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,2734,0.9987,0.7252,0.7282,1.0000,0.9975,0.0278,0.0517,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.2843,4.7207,4.7108,5.7976,0.0324,0.0660,0.0582,0.111,0.087,0.141,0.094,1158,0.0915,0.0040,0.0031,0.1001,0.00221,0.00063,0.00107,0.00281,26.04,28.29,28.56,24.41,817.1442,0.0788,34.6397,4.1112,4.9985,1107837,1517273,1.8662,0.1954,2554.1,817.1442,18.95,0,0,0,0,0,0,7382,14530.653,12825.564,0.9462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,1378.1,7.417,871
10000,7697,2125,70513,150275,135679,79181,581,22578,119,0,250938,2582879,40423.707,28362.414,1.0474,11935.349,0.081,0.781,0.077,0.061,0.476,0.389,265,0.1190,0.6481,0.080,17.2,44.2,73.6,29.66,3.03,9.09,0.49,17.05,6.52,1.432,0.219,0.266,0.276,6.691,0.300,0.0034,75,319,428,14592,35,23,0.136,4383,35,1426,6236,260,1207,6230,4.25,12.54,20827,21.9328,66739,16113,310590,1602.9,-0.0,737317,11.064,2631022.778,1.20e-14,0.00930,11.37,60489,26.982,2.439,24.094,0.448,27.010,3149,1392,2846,310,0.2137,0.976,1.366,1.990,1.601,0.960,1.434,1.801,11031.489,17706.383,15267.970,10985.157,25555.702,550.227,8403.719,2289.814,5536.190,197.342,0.502,0.428,0.491,0.375,0.514,0.476,0.569,0.221,30624,35314,0.7238,0.2863,0.3045,0.7290,0.9998,0.0306,0.0564,1.0000,0.5893,1.0225,0.9275,0.9896,0.1653,0.0594,0.0370,0.0668,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,4512,0.9989,0.8576,0.7624,1.0000,0.9973,0.0306,0.0564,1.0000,0.1000,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,0.5000,5.4454,4.6487,4.6562,5.7823,0.0381,0.0642,0.0563,0.078,0.090,0.161,0.049,1374,0.0744,0.0032,0.0031,0.0672,0.00239,0.00097,0.00110,0.00322,26.51,26.42,27.46,29.20,1047.3299,0.0932,36.9150,5.2325,5.8311,1109408,1516865,2.2722,0.2011,2250.0,1047.3299,19.36,0,0,0,0,0,0,8698,16427.066,14491.470,0.9423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,1379.1,8.804,1212
