run,bodies,share,in_crowns
crown 10,132,0.001091,0
crown 10,132,0.001091,0.030303
crown 10,203,0.0016778,0
crown 10,3349,0.027679,0
crown 10,251,0.0020745,0.41833
crown 10,116,0.00095873,0
crown 10,733,0.0060582,0.098226
crown 10,142,0.0011736,0.12676
crown 10,104,0.00085955,0
crown 10,54,0.00044631,0
crown 10,329,0.0027192,0.006079
crown 10,94,0.0007769,0
crown 10,80,0.0006612,0
crown 10,66,0.00054549,0
crown 10,64,0.00052896,0
crown 10,196,0.0016199,0
crown 10,704,0.0058185,0
crown 10,172,0.0014216,0
crown 10,66,0.00054549,0
crown 10,477,0.0039424,0.014675
crown 10,313,0.0025869,0
crown 10,75,0.00061987,0
crown 10,88,0.00072731,0.011364
crown 10,597,0.0049342,0.27806
crown 10,97,0.0008017,0
crown 10,163,0.0013472,0
crown 10,217,0.0017935,0.2765
crown 10,305,0.0025208,0.2623
crown 10,1124,0.0092898,0.031139
crown 10,148,0.0012232,0.22297
crown 10,163,0.0013472,0.1411
crown 10,85,0.00070252,0
crown 10,55,0.00045457,0.018182
crown 10,61,0.00050416,0
crown 10,657,0.0054301,0.018265
crown 10,215,0.001777,0.0046512
crown 10,538,0.0044465,0.026022
crown 10,155,0.0012811,0.012903
crown 10,100,0.00082649,0
crown 10,574,0.0047441,0
crown 10,314,0.0025952,0
crown 10,95,0.00078517,0
crown 10,92,0.00076037,0.30435
crown 10,107,0.00088435,0.19626
crown 10,366,0.003025,0
crown 10,573,0.0047358,0.08726
crown 10,336,0.002777,0
crown 10,137,0.0011323,0
crown 10,51,0.00042151,0
crown 10,114,0.0009422,0
crown 10,105,0.00086782,0
crown 10,383,0.0031655,0.099217
crown 10,650,0.0053722,0.0061538
crown 10,151,0.001248,0
crown 10,176,0.0014546,0
crown 10,394,0.0032564,0.035533
crown 10,368,0.0030415,0.05163
crown 10,137,0.0011323,0
crown 10,287,0.002372,0.090592
crown 10,443,0.0036614,0
crown 10,294,0.0024299,0.23129
crown 10,416,0.0034382,0.0625
crown 10,217,0.0017935,0.23041
crown 10,538,0.0044465,0
crown 10,834,0.006893,0.074341
crown 10,105,0.00086782,0.31429
crown 10,140,0.0011571,0
crown 10,96,0.00079343,0
crown 10,328,0.0027109,0
crown 10,163,0.0013472,0.25153
crown 10,330,0.0027274,0.039394
crown 10,498,0.0041159,0
crown 10,190,0.0015703,0
crown 10,353,0.0029175,0.11048
crown 10,853,0.00705,0.0046893
crown 10,376,0.0031076,0.031915
crown 10,134,0.0011075,0.26866
crown 10,205,0.0016943,0
crown 10,294,0.0024299,0
crown 10,350,0.0028927,0.19714
crown 10,153,0.0012645,0.4183
crown 10,83,0.00068599,0.43373
crown 10,193,0.0015951,0
crown 10,85,0.00070252,0.22353
crown 10,198,0.0016365,0
crown 10,105,0.00086782,0
crown 10,115,0.00095047,0.31304
crown 10,306,0.0025291,0.098039
crown 10,386,0.0031903,0.031088
crown 10,223,0.0018431,0
crown 10,269,0.0022233,0.21561
crown 10,137,0.0011323,0.30657
crown 10,117,0.000967,0.46154
crown 10,95,0.00078517,0.18947
crown 10,116,0.00095873,0.31034
crown 10,223,0.0018431,0.040359
crown 10,186,0.0015373,0.19355
crown 10,231,0.0019092,0
crown 10,435,0.0035952,0.36552
crown 10,272,0.0022481,0.36397
crown 10,93,0.00076864,0.37634
crown 10,66,0.00054549,0
crown 10,133,0.0010992,0.32331
crown 10,131,0.0010827,0.0076336
crown 10,77,0.0006364,0
crown 10,329,0.0027192,0.3617
crown 10,459,0.0037936,0.30501
crown 10,109,0.00090088,0.44037
crown 10,98,0.00080996,0.28571
crown 10,572,0.0047275,0.092657
crown 10,143,0.0011819,0.44056
crown 10,130,0.0010744,0.15385
crown 10,105,0.00086782,0.066667
crown 10,241,0.0019919,0.058091
crown 10,52,0.00042978,0
crown 10,149,0.0012315,0
crown 10,535,0.0044217,0.3028
crown 10,137,0.0011323,0
crown 10,191,0.0015786,0.29843
crown 10,405,0.0033473,0
crown 10,244,0.0020166,0.098361
crown 10,238,0.0019671,0.0042017
crown 10,425,0.0035126,0.025882
crown 10,233,0.0019257,0
crown 10,74,0.00061161,0
crown 10,51,0.00042151,0.019608
crown 10,198,0.0016365,0.0050505
crown 10,120,0.00099179,0.0083333
crown 10,423,0.0034961,0
crown 10,796,0.0065789,0.0012563
crown 10,120,0.00099179,0.23333
crown 10,481,0.0039754,0.26611
crown 10,106,0.00087608,0
crown 10,337,0.0027853,0.080119
crown 10,114,0.0009422,0.17544
crown 10,88,0.00072731,0
crown 10,65,0.00053722,0
crown 10,90,0.00074384,0
crown 10,75,0.00061987,0
crown 10,141,0.0011654,0.070922
crown 10,171,0.0014133,0.25146
crown 10,158,0.0013059,0.1519
crown 10,154,0.0012728,0
crown 10,285,0.0023555,0.24211
crown 10,60,0.0004959,0
crown 10,460,0.0038019,0.023913
crown 10,140,0.0011571,0.19286
crown 10,112,0.00092567,0.0625
crown 10,61,0.00050416,0
crown 10,68,0.00056202,0
crown 10,100,0.00082649,0.46
crown 10,289,0.0023886,0.11419
crown 10,99,0.00081823,0.14141
crown 10,59,0.00048763,0.52542
crown 10,121,0.0010001,0
crown 10,158,0.0013059,0.025316
crown 10,86,0.00071078,0
crown 10,100,0.00082649,0.19
crown 10,79,0.00065293,0
crown 10,86,0.00071078,0
crown 10,213,0.0017604,0
crown 10,221,0.0018266,0.25339
crown 10,97,0.0008017,0
crown 10,247,0.0020414,0.11741
crown 10,88,0.00072731,0.29545
crown 10,170,0.001405,0.27647
crown 10,414,0.0034217,0.33816
crown 10,292,0.0024134,0.33904
crown 10,161,0.0013307,0
crown 10,161,0.0013307,0.23602
crown 10,111,0.00091741,0.40541
crown 10,311,0.0025704,0.13183
crown 10,59,0.00048763,0
crown 10,350,0.0028927,0
crown 10,120,0.00099179,0.31667
crown 10,58,0.00047937,0
crown 10,96,0.00079343,0.22917
crown 10,91,0.00075211,0
crown 10,259,0.0021406,0.015444
crown 10,54,0.00044631,0.27778
crown 10,162,0.0013389,0
crown 10,119,0.00098353,0
crown 10,279,0.0023059,0
crown 10,114,0.0009422,0.5
crown 10,201,0.0016613,0.21393
crown 10,53,0.00043804,0
crown 10,206,0.0017026,0
crown 10,94,0.0007769,0
crown 10,184,0.0015207,0.27174
crown 10,119,0.00098353,0.016807
crown 10,79,0.00065293,0
crown 10,69,0.00057028,0.31884
crown 10,168,0.0013885,0.16071
crown 10,56,0.00046284,0
crown 10,78,0.00064467,0
crown 10,123,0.0010166,0.13008
crown 10,384,0.0031737,0.27604
crown 10,265,0.0021902,0.29434
crown 10,170,0.001405,0.17059
crown 10,68,0.00056202,0
crown 10,55,0.00045457,0
crown 10,68,0.00056202,0
crown 10,56,0.00046284,0
crown 10,64,0.00052896,0
crown 10,133,0.0010992,0
crown 10,80,0.0006612,0.375
crown 10,59,0.00048763,0.067797
crown 10,67,0.00055375,0
crown 10,97,0.0008017,0
crown 10,68,0.00056202,0
crown 10,94,0.0007769,0
crown 10,72,0.00059508,0.16667
crown 10,127,0.0010496,0.19685
crown 10,119,0.00098353,0.33613
crown 10,149,0.0012315,0
crown 10,90,0.00074384,0
crown 10,131,0.0010827,0.38931
crown 10,73,0.00060334,0
crown 10,129,0.0010662,0
crown 10,206,0.0017026,0
crown 10,533,0.0044052,0
crown 10,126,0.0010414,0.40476
crown 10,116,0.00095873,0
crown 10,160,0.0013224,0
crown 10,444,0.0036696,0
crown 10,217,0.0017935,0
crown 10,51,0.00042151,0.39216
crown 10,195,0.0016117,0
crown 10,65,0.00053722,0
crown 10,201,0.0016613,0
crown 10,87,0.00071905,0
crown 10,69,0.00057028,0
crown 10,112,0.00092567,0.40179
crown 10,64,0.00052896,0
crown 10,289,0.0023886,0
crown 10,68,0.00056202,0
crown 10,78,0.00064467,0
crown 10,109,0.00090088,0
crown 10,58,0.00047937,0
crown 10,63,0.00052069,0
crown 10,219,0.00181,0
crown 10,116,0.00095873,0
crown 10,102,0.00084302,0
crown 10,80,0.0006612,0.3
crown 10,70,0.00057855,0
crown 10,78,0.00064467,0
crown 10,136,0.001124,0.14706
crown 10,57,0.0004711,0
crown 10,71,0.00058681,0.52113
crown 10,97,0.0008017,0
crown 10,59,0.00048763,0
crown 10,67,0.00055375,0
crown 10,69,0.00057028,0.17391
crown 10,123,0.0010166,0
crown 10,111,0.00091741,0.3964
crown 10,96,0.00079343,0
crown 10,97,0.0008017,0
crown 10,62,0.00051243,0
crown 10,54,0.00044631,0
crown 10,183,0.0015125,0
crown 10,268,0.002215,0
crown 10,113,0.00093394,0
crown 10,54,0.00044631,0
crown 10,55,0.00045457,0
crown 10,133,0.0010992,0.022556
crown 10,268,0.002215,0
crown 10,105,0.00086782,0
crown 10,90,0.00074384,0
crown 10,71,0.00058681,0
crown 10,206,0.0017026,0
crown 10,162,0.0013389,0
crown 10,63,0.00052069,0
crown 10,299,0.0024712,0
crown 10,97,0.0008017,0
crown 10,284,0.0023472,0
crown 10,139,0.0011488,0
crown 10,132,0.001091,0
crown 10,93,0.00076864,0
crown 10,168,0.0013885,0
crown 10,85,0.00070252,0
crown 10,65,0.00053722,0
crown 10,316,0.0026117,0
crown 10,118,0.00097526,0
crown 10,201,0.0016613,0
crown 10,111,0.00091741,0
crown 10,179,0.0014794,0
crown 10,70,0.00057855,0
crown 10,178,0.0014712,0
crown 10,99,0.00081823,0.31313
crown 10,80,0.0006612,0.3375
crown 10,78,0.00064467,0
crown 10,106,0.00087608,0.12264
crown 10,70,0.00057855,0.014286
crown 10,68,0.00056202,0
crown 10,116,0.00095873,0
crown 10,87,0.00071905,0
crown 10,138,0.0011406,0
crown 10,55,0.00045457,0
crown 10,58,0.00047937,0
crown 10,50,0.00041325,0
crown 10,115,0.00095047,0
crown 10,51,0.00042151,0
crown 10,59,0.00048763,0
crown 10,156,0.0012893,0
crown 10,452,0.0037358,0
crown 10,116,0.00095873,0
crown 10,58,0.00047937,0
crown 10,89,0.00073558,0
crown 10,56,0.00046284,0
crown 10,117,0.000967,0
crown 10,53,0.00043804,0
crown 10,62,0.00051243,0
crown 10,91,0.00075211,0
crown 10,485,0.0040085,0
crown 10,73,0.00060334,0
crown 10,104,0.00085955,0
crown 10,86,0.00071078,0
crown 10,159,0.0013141,0
crown 10,87,0.00071905,0
crown 10,92,0.00076037,0.31522
crown 10,168,0.0013885,0
crown 10,57,0.0004711,0
crown 10,97,0.0008017,0
crown 10,54,0.00044631,0
crown 10,144,0.0011902,0
crown 10,186,0.0015373,0
crown 10,201,0.0016613,0
crown 10,112,0.00092567,0
crown 10,53,0.00043804,0
crown 10,68,0.00056202,0
crown 10,109,0.00090088,0
crown 10,92,0.00076037,0
crown 10,58,0.00047937,0
crown 10,50,0.00041325,0
crown 10,70,0.00057855,0
crown 10,66,0.00054549,0
crown 10,83,0.00068599,0.21687
crown 10,158,0.0013059,0
crown 10,676,0.0055871,0
crown 10,91,0.00075211,0
crown 10,66,0.00054549,0
crown 10,120,0.00099179,0
crown 10,129,0.0010662,0
crown 10,94,0.0007769,0
crown 10,96,0.00079343,0
crown 10,129,0.0010662,0
crown 10,117,0.000967,0
crown 10,205,0.0016943,0
crown 10,1281,0.010587,0
crown 10,185,0.001529,0
crown 10,60,0.0004959,0
crown 10,332,0.002744,0
crown 10,320,0.0026448,0
crown 10,204,0.001686,0
crown 10,78,0.00064467,0
crown 10,550,0.0045457,0
crown 10,93,0.00076864,0
crown 10,87,0.00071905,0
crown 10,67,0.00055375,0
crown 10,204,0.001686,0
crown 10,72,0.00059508,0
crown 10,86,0.00071078,0
crown 10,88,0.00072731,0
crown 10,72,0.00059508,0
crown 10,55,0.00045457,0
crown 10,316,0.0026117,0
crown 10,166,0.001372,0
crown 10,95,0.00078517,0
crown 10,93,0.00076864,0
crown 10,75,0.00061987,0
crown 10,62,0.00051243,0
crown 10,77,0.0006364,0
crown 10,68,0.00056202,0
crown 10,61,0.00050416,0
crown 10,244,0.0020166,0
crown 10,181,0.001496,0
crown 10,150,0.0012397,0
crown 10,89,0.00073558,0.39326
crown 10,68,0.00056202,0
crown 10,111,0.00091741,0
crown 10,50,0.00041325,0
crown 10,65,0.00053722,0
crown 10,114,0.0009422,0
crown 10,87,0.00071905,0.35632
crown 10,78,0.00064467,0.26923
crown 10,53,0.00043804,0
crown 10,166,0.001372,0
crown 10,144,0.0011902,0
crown 10,156,0.0012893,0
crown 10,95,0.00078517,0
crown 10,233,0.0019257,0.0042918
crown 10,182,0.0015042,0.34615
crown 10,86,0.00071078,0
crown 10,95,0.00078517,0
crown 10,79,0.00065293,0
crown 10,128,0.0010579,0
crown 10,93,0.00076864,0
crown 10,55,0.00045457,0
crown 10,236,0.0019505,0.39831
crown 10,71,0.00058681,0
crown 10,88,0.00072731,0
crown 10,107,0.00088435,0
crown 10,242,0.0020001,0
crown 10,367,0.0030332,0
crown 10,161,0.0013307,0
crown 10,150,0.0012397,0
crown 10,69,0.00057028,0
crown 10,87,0.00071905,0
crown 10,69,0.00057028,0
crown 10,54,0.00044631,0
crown 10,68,0.00056202,0
crown 10,58,0.00047937,0
crown 10,72,0.00059508,0
crown 10,52,0.00042978,0
crown 10,58,0.00047937,0
crown 10,118,0.00097526,0
crown 10,75,0.00061987,0
crown 10,99,0.00081823,0
crown 10,54,0.00044631,0
crown 10,141,0.0011654,0
crown 10,102,0.00084302,0
crown 10,52,0.00042978,0
crown 10,838,0.006926,0
crown 10,74,0.00061161,0
crown 10,137,0.0011323,0.16058
crown 10,64,0.00052896,0
crown 10,151,0.001248,0
crown 10,93,0.00076864,0
crown 10,187,0.0015455,0
crown 10,68,0.00056202,0.33824
crown 10,60,0.0004959,0
crown 10,107,0.00088435,0
crown 10,66,0.00054549,0
crown 10,232,0.0019175,0
crown 10,129,0.0010662,0
crown 10,145,0.0011984,0
crown 10,197,0.0016282,0
crown 10,53,0.00043804,0
crown 10,54,0.00044631,0
crown 10,265,0.0021902,0
crown 10,94,0.0007769,0
crown 10,111,0.00091741,0
crown 10,241,0.0019919,0
crown 10,86,0.00071078,0
crown 10,391,0.0032316,0
crown 10,107,0.00088435,0
crown 10,51,0.00042151,0
crown 10,228,0.0018844,0.24561
crown 10,80,0.0006612,0
crown 10,120,0.00099179,0
crown 10,76,0.00062814,0
crown 10,94,0.0007769,0
crown 10,256,0.0021158,0
crown 10,168,0.0013885,0
crown 10,71,0.00058681,0
crown 10,61,0.00050416,0
crown 10,235,0.0019423,0
crown 10,117,0.000967,0
crown 10,95,0.00078517,0
crown 10,154,0.0012728,0
crown 10,176,0.0014546,0
crown 10,85,0.00070252,0
crown 10,165,0.0013637,0
crown 10,54,0.00044631,0
crown 10,74,0.00061161,0
crown 10,106,0.00087608,0
crown 10,73,0.00060334,0.38356
crown 10,109,0.00090088,0
crown 10,79,0.00065293,0.34177
crown 10,108,0.00089261,0
crown 10,58,0.00047937,0
crown 10,318,0.0026283,0
crown 10,263,0.0021737,0
crown 10,71,0.00058681,0
crown 10,145,0.0011984,0
crown 10,62,0.00051243,0
crown 10,93,0.00076864,0
crown 10,128,0.0010579,0
crown 10,148,0.0012232,0
crown 10,211,0.0017439,0
crown 10,191,0.0015786,0
crown 10,133,0.0010992,0
crown 10,130,0.0010744,0
crown 10,111,0.00091741,0
crown 10,99,0.00081823,0
crown 10,113,0.00093394,0
crown 10,54,0.00044631,0
crown 10,60,0.0004959,0
crown 10,106,0.00087608,0
crown 10,205,0.0016943,0
crown 10,69,0.00057028,0
crown 10,77,0.0006364,0
crown 10,129,0.0010662,0
crown 10,113,0.00093394,0
crown 10,123,0.0010166,0
crown 10,90,0.00074384,0
crown 10,223,0.0018431,0
crown 10,75,0.00061987,0
crown 10,61,0.00050416,0
crown 10,96,0.00079343,0
crown 10,117,0.000967,0
crown 10,78,0.00064467,0.19231
crown 10,275,0.0022729,0
crown 10,142,0.0011736,0
crown 10,60,0.0004959,0
crown 10,67,0.00055375,0
crown 10,136,0.001124,0
crown 10,74,0.00061161,0
crown 10,126,0.0010414,0
crown 10,128,0.0010579,0.0078125
crown 10,369,0.0030498,0
crown 10,51,0.00042151,0
crown 10,80,0.0006612,0
crown 10,134,0.0011075,0
crown 10,159,0.0013141,0
crown 10,113,0.00093394,0
crown 10,97,0.0008017,0
crown 10,53,0.00043804,0
crown 10,104,0.00085955,0
crown 10,112,0.00092567,0
crown 10,213,0.0017604,0
crown 10,183,0.0015125,0
crown 10,171,0.0014133,0
crown 10,88,0.00072731,0
crown 10,152,0.0012563,0
crown 10,54,0.00044631,0
crown 10,51,0.00042151,0
crown 10,50,0.00041325,0
crown 10,83,0.00068599,0
crown 10,65,0.00053722,0
crown 10,91,0.00075211,0
crown 10,261,0.0021571,0
crown 10,218,0.0018018,0
crown 10,59,0.00048763,0
crown 10,70,0.00057855,0.22857
crown 10,796,0.0065789,0
crown 10,91,0.00075211,0
crown 10,83,0.00068599,0
crown 10,149,0.0012315,0
crown 10,157,0.0012976,0
crown 10,84,0.00069426,0
crown 10,127,0.0010496,0
crown 10,193,0.0015951,0
crown 10,88,0.00072731,0
crown 10,63,0.00052069,0
crown 10,70,0.00057855,0
crown 10,133,0.0010992,0
crown 10,61,0.00050416,0
crown 10,78,0.00064467,0
crown 10,108,0.00089261,0
crown 10,268,0.002215,0
crown 10,74,0.00061161,0
crown 10,115,0.00095047,0
crown 10,94,0.0007769,0
crown 10,68,0.00056202,0
crown 10,110,0.00090914,0
crown 10,122,0.0010083,0
crown 10,94,0.0007769,0
crown 10,80,0.0006612,0
crown 10,120,0.00099179,0
crown 10,341,0.0028183,0
crown 10,52,0.00042978,0
crown 10,79,0.00065293,0
crown 10,71,0.00058681,0
crown 10,66,0.00054549,0
crown 10,175,0.0014464,0
crown 10,65,0.00053722,0.015385
crown 10,77,0.0006364,0
crown 10,70,0.00057855,0
crown 10,226,0.0018679,0
crown 10,50,0.00041325,0
crown 10,141,0.0011654,0
crown 10,61,0.00050416,0
crown 10,55,0.00045457,0
crown 10,87,0.00071905,0
crown 10,88,0.00072731,0
crown 10,79,0.00065293,0
crown 10,300,0.0024795,0
crown 10,210,0.0017356,0
crown 10,63,0.00052069,0
crown 10,196,0.0016199,0
crown 10,121,0.0010001,0
crown 10,144,0.0011902,0
crown 10,149,0.0012315,0
crown 10,76,0.00062814,0
crown 10,171,0.0014133,0
crown 10,64,0.00052896,0
crown 10,54,0.00044631,0
crown 10,89,0.00073558,0
crown 10,139,0.0011488,0
crown 10,67,0.00055375,0
crown 10,58,0.00047937,0
crown 10,96,0.00079343,0
crown 10,64,0.00052896,0
crown 10,63,0.00052069,0
crown 10,228,0.0018844,0
crown 10,112,0.00092567,0
crown 10,115,0.00095047,0
crown 10,100,0.00082649,0
crown 10,82,0.00067773,0
crown 10,91,0.00075211,0
crown 10,61,0.00050416,0
crown 10,51,0.00042151,0
crown 10,96,0.00079343,0.020833
crown 10,64,0.00052896,0
crown 10,52,0.00042978,0
crown 10,56,0.00046284,0
crown 10,106,0.00087608,0
crown 10,163,0.0013472,0
crown 10,60,0.0004959,0
crown 10,99,0.00081823,0
crown 10,199,0.0016447,0
crown 10,50,0.00041325,0
crown 10,88,0.00072731,0
crown 10,72,0.00059508,0
crown 10,88,0.00072731,0
crown 10,59,0.00048763,0
crown 10,76,0.00062814,0
crown 10,52,0.00042978,0
crown 10,56,0.00046284,0
crown 10,128,0.0010579,0
crown 10,88,0.00072731,0
crown 10,64,0.00052896,0
crown 11,53,0.0006425,0
crown 11,1012,0.012268,0.0029644
crown 11,1504,0.018233,0.0013298
crown 11,110,0.0013335,0.036364
crown 11,192,0.0023276,0
crown 11,213,0.0025821,0.018779
crown 11,144,0.0017457,0
crown 11,192,0.0023276,0.10938
crown 11,186,0.0022548,0
crown 11,305,0.0036974,0.022951
crown 11,659,0.0079888,0
crown 11,153,0.0018548,0
crown 11,478,0.0057946,0
crown 11,90,0.001091,0
crown 11,111,0.0013456,0
crown 11,127,0.0015396,0.007874
crown 11,445,0.0053946,0
crown 11,153,0.0018548,0
crown 11,316,0.0038308,0.015823
crown 11,620,0.0075161,0
crown 11,108,0.0013092,0.0092593
crown 11,256,0.0031034,0.0039062
crown 11,304,0.0036853,0
crown 11,108,0.0013092,0
crown 11,173,0.0020972,0
crown 11,167,0.0020245,0
crown 11,175,0.0021215,0
crown 11,87,0.0010547,0
crown 11,269,0.003261,0
crown 11,227,0.0027518,0.20264
crown 11,205,0.0024851,0
crown 11,214,0.0025943,0.0093458
crown 11,117,0.0014184,0
crown 11,69,0.00083647,0
crown 11,723,0.0087647,0.062241
crown 11,58,0.00070312,0
crown 11,107,0.0012971,0
crown 11,154,0.0018669,0
crown 11,149,0.0018063,0
crown 11,246,0.0029822,0.22764
crown 11,50,0.00060613,0
crown 11,92,0.0011153,0
crown 11,68,0.00082434,0.67647
crown 11,50,0.00060613,0
crown 11,55,0.00066675,0
crown 11,141,0.0017093,0
crown 11,105,0.0012729,0
crown 11,69,0.00083647,0.014493
crown 11,183,0.0022185,0
crown 11,121,0.0014668,0
crown 11,57,0.00069099,0
crown 11,163,0.001976,0
crown 11,55,0.00066675,0
crown 11,167,0.0020245,0
crown 11,220,0.002667,0
crown 11,62,0.00075161,0
crown 11,53,0.0006425,0
crown 11,196,0.002376,0
crown 11,52,0.00063038,0.11538
crown 11,218,0.0026427,0
crown 11,227,0.0027518,0
crown 11,155,0.001879,0
crown 11,58,0.00070312,0
crown 11,66,0.0008001,0
crown 11,105,0.0012729,0
crown 11,131,0.0015881,0
crown 11,367,0.004449,0
crown 11,107,0.0012971,0.0093458
crown 11,79,0.00095769,0
crown 11,122,0.001479,0
crown 11,354,0.0042914,0
crown 11,245,0.0029701,0
crown 11,455,0.0055158,0
crown 11,52,0.00063038,0
crown 11,63,0.00076373,0
crown 11,91,0.0011032,0.043956
crown 11,159,0.0019275,0
crown 11,138,0.0016729,0
crown 11,84,0.0010183,0
crown 11,124,0.0015032,0
crown 11,109,0.0013214,0
crown 11,130,0.0015759,0
crown 11,69,0.00083647,0
crown 11,51,0.00061826,0
crown 11,202,0.0024488,0
crown 11,316,0.0038308,0.0031646
crown 11,105,0.0012729,0
crown 11,150,0.0018184,0.66667
crown 11,194,0.0023518,0
crown 11,502,0.0060856,0
crown 11,566,0.0068614,0.0035336
crown 11,288,0.0034913,0.013889
crown 11,461,0.0055886,0
crown 11,117,0.0014184,0
crown 11,98,0.001188,0
crown 11,99,0.0012001,0
crown 11,219,0.0026549,0.013699
crown 11,72,0.00087283,0
crown 11,110,0.0013335,0
crown 11,65,0.00078797,0
crown 11,73,0.00088496,0
crown 11,341,0.0041338,0.3695
crown 11,82,0.00099406,0.097561
crown 11,498,0.0060371,0.002008
crown 11,133,0.0016123,0
crown 11,69,0.00083647,0
crown 11,170,0.0020609,0
crown 11,261,0.003164,0
crown 11,199,0.0024124,0
crown 11,97,0.0011759,0
crown 11,92,0.0011153,0
crown 11,53,0.0006425,0
crown 11,1747,0.021178,0
crown 11,225,0.0027276,0.40444
crown 11,201,0.0024367,0
crown 11,182,0.0022063,0.40659
crown 11,754,0.0091405,0.22016
crown 11,375,0.004546,0.0026667
crown 11,141,0.0017093,0.2766
crown 11,506,0.0061341,0
crown 11,125,0.0015153,0
crown 11,84,0.0010183,0
crown 11,171,0.002073,0.093567
crown 11,877,0.010632,0.0057013
crown 11,58,0.00070312,0.43103
crown 11,417,0.0050552,0.0071942
crown 11,66,0.0008001,0
crown 11,128,0.0015517,0.29688
crown 11,326,0.003952,0.11963
crown 11,91,0.0011032,0
crown 11,101,0.0012244,0
crown 11,78,0.00094557,0
crown 11,56,0.00067887,0
crown 11,67,0.00081222,0
crown 11,94,0.0011395,0
crown 11,196,0.002376,0
crown 11,126,0.0015275,0
crown 11,50,0.00060613,0
crown 11,256,0.0031034,0.082031
crown 11,81,0.00098194,0
crown 11,196,0.002376,0
crown 11,58,0.00070312,0
crown 11,76,0.00092132,0
crown 11,113,0.0013699,0
crown 11,263,0.0031883,0.19392
crown 11,320,0.0038793,0.084375
crown 11,344,0.0041702,0.002907
crown 11,347,0.0042066,0
crown 11,470,0.0056977,0.37234
crown 11,50,0.00060613,0
crown 11,114,0.001382,0
crown 11,109,0.0013214,0.33945
crown 11,297,0.0036004,0.003367
crown 11,58,0.00070312,0
crown 11,125,0.0015153,0
crown 11,297,0.0036004,0.49495
crown 11,180,0.0021821,0
crown 11,2907,0.035241,0
crown 11,214,0.0025943,0
crown 11,542,0.0065705,0
crown 11,293,0.0035519,0
crown 11,157,0.0019033,0
crown 11,55,0.00066675,0
crown 11,155,0.001879,0
crown 11,496,0.0060129,0
crown 11,226,0.0027397,0.10177
crown 11,955,0.011577,0
crown 11,193,0.0023397,0
crown 11,170,0.0020609,0.082353
crown 11,290,0.0035156,0
crown 11,580,0.0070312,0
crown 11,332,0.0040247,0.081325
crown 11,104,0.0012608,0
crown 11,61,0.00073948,0
crown 11,81,0.00098194,0
crown 11,76,0.00092132,0
crown 11,230,0.0027882,0.27391
crown 11,549,0.0066554,0
crown 11,354,0.0042914,0.11017
crown 11,109,0.0013214,0
crown 11,185,0.0022427,0
crown 11,133,0.0016123,0
crown 11,78,0.00094557,0
crown 11,54,0.00065462,0
crown 11,83,0.0010062,0
crown 11,255,0.0030913,0
crown 11,168,0.0020366,0
crown 11,181,0.0021942,0
crown 11,51,0.00061826,0
crown 11,302,0.003661,0
crown 11,129,0.0015638,0
crown 11,115,0.0013941,0.27826
crown 11,74,0.00089708,0.51351
crown 11,111,0.0013456,0.099099
crown 11,57,0.00069099,0.035088
crown 11,71,0.00086071,0
crown 11,60,0.00072736,0
crown 11,137,0.0016608,0
crown 11,204,0.002473,0
crown 11,63,0.00076373,0
crown 11,114,0.001382,0
crown 11,641,0.0077706,0
crown 11,67,0.00081222,0
crown 11,251,0.0030428,0.0039841
crown 11,56,0.00067887,0
crown 11,92,0.0011153,0
crown 11,94,0.0011395,0
crown 11,219,0.0026549,0.027397
crown 11,57,0.00069099,0.070175
crown 11,120,0.0014547,0
crown 11,292,0.0035398,0.010274
crown 11,357,0.0043278,0
crown 11,224,0.0027155,0
crown 11,84,0.0010183,0
crown 11,73,0.00088496,0
crown 11,75,0.0009092,0
crown 11,108,0.0013092,0
crown 11,88,0.0010668,0
crown 11,54,0.00065462,0
crown 11,65,0.00078797,0
crown 11,262,0.0031761,0
crown 11,128,0.0015517,0
crown 11,293,0.0035519,0
crown 11,139,0.0016851,0
crown 11,56,0.00067887,0
crown 11,86,0.0010426,0
crown 11,127,0.0015396,0
crown 11,198,0.0024003,0.010101
crown 11,289,0.0035035,0
crown 11,98,0.001188,0.20408
crown 11,285,0.003455,0.0035088
crown 11,55,0.00066675,0
crown 11,50,0.00060613,0
crown 11,95,0.0011517,0
crown 11,79,0.00095769,0
crown 11,100,0.0012123,0
crown 11,100,0.0012123,0
crown 11,63,0.00076373,0
crown 11,55,0.00066675,0
crown 11,86,0.0010426,0
crown 11,63,0.00076373,0
crown 11,66,0.0008001,0
crown 11,59,0.00071524,0
crown 11,256,0.0031034,0
crown 11,79,0.00095769,0
crown 11,192,0.0023276,0
crown 11,116,0.0014062,0
crown 11,65,0.00078797,0
crown 11,52,0.00063038,0
crown 11,79,0.00095769,0
crown 11,76,0.00092132,0
crown 11,150,0.0018184,0
crown 11,223,0.0027034,0
crown 11,113,0.0013699,0
crown 11,89,0.0010789,0
crown 11,167,0.0020245,0
crown 11,87,0.0010547,0
crown 11,449,0.0054431,0
crown 11,77,0.00093345,0
crown 11,1165,0.014123,0
crown 11,60,0.00072736,0
crown 11,88,0.0010668,0
crown 11,77,0.00093345,0
crown 11,385,0.0046672,0
crown 11,51,0.00061826,0
crown 11,53,0.0006425,0
crown 11,53,0.0006425,0
crown 11,54,0.00065462,0
crown 11,93,0.0011274,0
