step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs,leaf_mean,leaf_open,light_intake,leaf_led,open_mean,per_cell,leg_mean,leg_open,leg_led,spike_mean,spiked,sharp_share,sharp_broke
1000,12012,7840,143281,807221,772108,651946,11994,62660,394,0,269286,5122792,183297.579,86001.585,1.0173,68879.603,0.234,0.292,0.256,0.217,0.619,0.329,839,0.0432,0.6873,0.098,11.8,46.5,89.3,43.46,4.09,5.98,2.44,30.96,7.62,1.089,0.144,0.070,0.071,20.251,0.584,0.0025,128,429,1800,12090,78,0,0.000,5947,3399,3097,5516,784,3981,7247,0.00,1.37,12078,34.7322,66711,9816,539338,3329.4,-0.0,466481,56.178,2631002.543,1.27e-14,0.00093,30.00,238957,102.896,2.978,98.937,0.981,102.900,9009,818,2185,0,0.3511,0.860,1.070,1.366,1.080,0.930,1.187,0.000,37365.196,12474.364,178924.004,37956.850,35296.327,0.000,10458.792,3671.108,2992.081,0.000,0.687,0.549,0.526,0.000,0.871,0.698,0.637,0.000,6787,59811,0.6834,0.5289,0.5657,0.0000,0.9999,0.0455,0.0555,0.0000,0.5475,0.8007,0.8092,0.0000,0.1063,0.0715,0.0346,0.0000,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16355,0.9999,0.8551,0.8066,0.0000,0.9989,0.0455,0.0555,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0180,4.9779,4.9754,0.0000,0.1004,0.1901,0.1645,0.336,0.409,0.361,0.376,8585,0.1714,0.0093,0.0113,0.0000,0.00233,0.00164,0.00147,0.00000,23.07,27.71,27.43,0.00,73.1580,0.0298,72.4268,34.1921,21.9859,1082269,1531665,0.6717,0.0070,1727.7,73.1580,21.62,0,0,0,0,0,0,7440,17121.982,15572.096,0.9715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,26.00,1.029,0.00,0.00,0.000,0.06,0.046,0.001,0.001
2000,13106,3295,63918,147910,137239,82367,1625,27664,174,0,201477,2488753,38586.703,28166.200,1.1600,13558.664,0.139,0.524,0.167,0.171,0.535,0.348,276,0.0517,0.6695,0.091,11.5,36.4,76.4,35.60,2.05,5.80,1.08,26.66,7.67,1.151,0.139,0.072,0.076,8.643,0.383,0.0034,107,824,951,12386,55,0,0.000,5564,980,3005,9121,464,1014,11628,0.00,5.18,13053,14.4200,66811,9438,497107,4139.7,-0.0,525408,20.492,2631002.543,1.06e-14,0.00068,25.34,47900,31.290,2.901,27.669,0.720,31.294,3261,3022,6823,0,0.2834,0.907,1.092,1.480,1.227,0.923,1.216,0.000,16101.641,14661.372,12135.247,16020.272,23989.848,0.000,8816.261,1497.990,4293.285,0.000,0.534,0.538,0.533,0.000,0.520,0.584,0.567,0.000,11232,21280,0.6035,0.3838,0.3791,0.0000,0.9997,0.0406,0.0427,0.0000,0.5595,0.9328,0.8684,0.0000,0.1228,0.0374,0.0215,0.0000,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,6308,0.9980,0.7245,0.7274,0.0000,0.9987,0.0406,0.0427,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1559,4.9730,5.0820,0.0000,0.0533,0.1170,0.1047,0.138,0.242,0.153,0.233,2084,0.0991,0.0025,0.0032,0.0000,0.00246,0.00102,0.00074,0.00000,27.17,28.26,27.32,0.00,530.5699,0.0636,40.3419,11.9570,8.5351,1094899,1526562,1.4128,0.0547,2700.9,530.5699,26.00,0,0,0,0,0,0,5314,14607.536,13232.912,0.9719,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,27.86,1.090,0.00,0.00,0.000,0.10,0.071,0.003,0.002
3000,10187,2374,61858,129015,117700,65751,1406,27207,148,0,216420,2807986,35527.123,26969.551,1.0671,12536.210,0.081,0.679,0.114,0.126,0.522,0.362,357,0.0739,0.6775,0.075,16.2,44.1,83.1,37.94,2.71,7.48,0.76,26.98,7.17,1.203,0.179,0.167,0.172,8.379,0.303,0.0037,103,381,746,12455,75,0,0.000,4859,25,1743,8419,586,1967,7634,0.00,8.06,12227,15.7556,66735,14035,463926,1989.6,-0.0,562784,14.218,2631002.543,1.20e-14,0.00229,14.43,42952,28.446,2.985,25.016,0.445,28.450,4403,2340,3444,0,0.3036,0.928,1.132,1.639,1.276,0.947,1.282,0.000,10633.435,13521.175,15707.915,10566.649,21788.768,0.000,7571.781,1049.447,5812.114,0.000,0.540,0.552,0.494,0.000,0.541,0.491,0.511,0.000,13491,26235,0.6863,0.3882,0.3808,0.0000,0.9997,0.0373,0.0483,0.0000,0.5525,0.8195,0.8568,0.0000,0.1021,0.0507,0.0308,0.0000,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4090,0.9994,0.7560,0.8059,0.0000,0.9980,0.0373,0.0483,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.2551,4.7125,4.7846,0.0000,0.0456,0.0711,0.0611,0.094,0.103,0.104,0.141,1242,0.0728,0.0038,0.0034,0.0000,0.00245,0.00083,0.00088,0.00000,22.77,26.92,27.38,0.00,1533.3811,0.0819,32.7424,4.9301,9.2881,1095994,1527394,1.9819,0.1075,2610.1,1533.3811,22.38,0,0,0,0,0,0,5855,14433.341,12920.106,0.9602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,26.27,1.073,0.00,0.00,0.000,0.09,0.084,0.008,0.005
4000,8794,2360,67834,130917,118834,62102,981,28304,100,0,230065,3179093,35454.356,27664.630,1.0834,12086.479,0.084,0.734,0.075,0.107,0.537,0.341,251,0.1004,0.6730,0.075,14.9,37.3,67.6,30.43,2.99,8.72,0.30,18.41,6.60,1.219,0.237,0.259,0.264,7.254,0.330,0.0038,92,359,874,11668,100,0,0.000,4659,28,1801,6965,178,1083,7533,2.75,10.30,13237,13.7278,66737,15041,437653,2150.0,-0.0,597952,14.404,2631002.543,4.78e-15,0.00434,37.93,42285,27.839,2.929,24.580,0.330,27.844,3034,1884,3876,0,0.2573,0.962,1.171,1.620,1.231,0.963,1.335,0.000,12551.963,14137.746,12660.615,12495.069,22385.151,0.000,7656.440,2812.932,5108.778,0.000,0.559,0.515,0.536,0.000,0.453,0.422,0.529,0.000,19236,29481,0.7245,0.2790,0.2928,0.0000,0.9993,0.0287,0.0572,0.0000,0.5606,0.9405,0.9225,0.0000,0.2073,0.0269,0.0316,0.0000,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,3856,0.9989,0.8041,0.8025,0.0000,0.9979,0.0287,0.0572,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1350,4.8572,4.9707,0.0000,0.0441,0.0464,0.0366,0.053,0.049,0.050,0.059,1475,0.0803,0.0035,0.0024,0.0000,0.00235,0.00076,0.00087,0.00000,26.78,26.26,27.43,0.00,2034.9074,0.0790,35.2647,5.8824,8.5217,1099190,1526280,2.1192,0.1290,2144.9,2034.9074,25.42,0,0,0,0,0,0,6011,15578.151,13941.572,0.9483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.93,1.051,0.00,0.00,0.000,0.10,0.107,0.014,0.008
5000,9274,2256,59542,108469,97368,48090,837,23725,141,0,192598,2919098,29012.065,22371.879,1.1146,8955.258,0.058,0.803,0.066,0.073,0.521,0.353,321,0.0940,0.6896,0.050,13.9,38.4,70.7,30.43,2.69,8.98,0.45,18.32,6.81,1.264,0.245,0.211,0.214,6.795,0.306,0.0037,86,358,785,10311,168,17,0.129,4872,87,2392,6795,272,1521,7481,3.25,10.62,14645,16.1196,66713,18325,420261,1798.4,-0.0,625632,11.406,2631002.543,5.13e-15,0.00114,12.68,35637,23.102,2.890,19.834,0.378,23.110,3416,1941,3917,0,0.2406,0.963,1.190,1.739,1.265,0.961,1.413,0.000,9653.901,9868.457,12904.507,9582.267,15480.549,0.000,6921.402,2012.406,4482.812,0.000,0.525,0.521,0.518,0.000,0.504,0.379,0.453,0.000,29997,24828,0.6107,0.2486,0.3210,0.0000,0.9991,0.0281,0.0562,0.0000,0.5722,0.9907,0.9282,0.0000,0.1612,0.0362,0.0271,0.0000,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3912,0.9997,0.7906,0.8214,0.0000,0.9981,0.0281,0.0562,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0379,4.5642,4.7344,0.0000,0.0445,0.0623,0.0439,0.057,0.076,0.061,0.051,1051,0.0559,0.0042,0.0030,0.0000,0.00268,0.00074,0.00075,0.00000,25.31,25.86,26.92,0.00,1749.7331,0.0804,25.4315,4.3977,7.0083,1100213,1525064,1.4984,0.0930,2068.4,1749.7331,23.03,0,0,0,0,0,0,5405,13416.620,11958.259,0.9506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.78,1.057,0.00,0.00,0.000,0.08,0.112,0.019,0.010
6000,9933,2306,65410,129808,117178,63346,1052,24140,216,0,227194,2981196,35793.273,26488.966,1.0927,10973.550,0.058,0.811,0.060,0.071,0.518,0.350,701,0.0944,0.6636,0.063,17.8,45.0,70.6,32.22,3.67,8.76,0.48,19.31,6.67,1.318,0.210,0.254,0.260,6.863,0.279,0.0037,79,342,730,12182,188,15,0.073,5188,296,1953,7684,1501,1905,6527,4.75,10.93,15998,18.8449,66725,19801,397331,1851.9,-0.0,653590,11.220,2631002.543,1.77e-15,0.00043,23.20,43537,25.661,2.853,22.394,0.414,25.665,5167,1375,3391,0,0.1754,0.980,1.240,1.842,1.307,0.960,1.478,0.000,10722.371,13757.185,15202.778,10666.131,20897.915,0.000,8211.857,2228.627,5074.931,0.000,0.501,0.539,0.520,0.000,0.486,0.424,0.540,0.000,36180,27516,0.5173,0.1389,0.2947,0.0000,0.9992,0.0309,0.0588,0.0000,0.5792,0.8626,0.9407,0.0000,0.1670,0.0710,0.0307,0.0000,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,5244,0.9998,0.7854,0.7973,0.0000,0.9986,0.0312,0.0589,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0067,4.7597,5.0461,0.0000,0.0376,0.0569,0.0472,0.063,0.091,0.077,0.076,924,0.0570,0.0040,0.0023,0.0000,0.00245,0.00080,0.00083,0.00000,22.19,26.37,26.82,0.00,1577.7586,0.0855,31.9883,4.8990,6.3207,1100690,1523956,0.7883,0.0299,2149.3,1577.7586,19.40,0,0,0,0,0,0,6711,15515.416,13854.285,0.9483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.33,1.045,0.00,0.00,0.000,0.10,0.128,0.021,0.011
7000,8096,2425,68361,157121,143991,87228,1532,26052,176,0,261291,3116437,39538.891,31620.658,1.1220,13298.225,0.064,0.752,0.115,0.069,0.522,0.360,179,0.1047,0.6463,0.076,19.1,42.6,72.4,30.70,3.50,8.95,0.38,17.87,6.50,1.371,0.209,0.257,0.264,7.232,0.304,0.0035,87,379,632,9919,46,19,0.276,4515,761,1142,6193,876,1160,6060,3.00,10.53,14539,17.9691,66775,20898,372489,2357.6,-0.0,686693,13.494,2631002.543,2.88e-14,0.00065,24.47,52404,33.231,3.330,29.039,0.862,33.236,3606,1011,3479,0,0.1481,0.987,1.280,1.872,1.309,0.955,1.558,0.000,9185.860,16331.156,19443.419,9095.360,24298.336,0.000,10512.225,1440.239,6369.969,0.000,0.511,0.532,0.530,0.000,0.537,0.492,0.604,0.000,40354,31655,0.6093,0.1339,0.2990,0.0000,0.9999,0.0375,0.0590,0.0000,0.5593,0.9296,0.9590,0.0000,0.1818,0.0538,0.0385,0.0000,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,3365,0.9988,0.8283,0.8118,0.0000,0.9991,0.0375,0.0590,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0581,4.8250,5.2527,0.0000,0.0387,0.0497,0.0426,0.049,0.079,0.076,0.055,1771,0.0835,0.0033,0.0037,0.0000,0.00205,0.00063,0.00067,0.00000,26.58,26.86,27.04,0.00,1611.7443,0.1052,33.9485,7.3458,6.1482,1103248,1522476,0.6132,0.0147,2170.1,1611.7443,21.78,0,0,0,0,0,0,7179,18322.433,16351.841,0.9418,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.01,1.035,0.00,0.00,0.000,0.11,0.095,0.017,0.009
8000,10299,2732,68857,153178,141624,83077,1244,20580,144,0,208841,2686870,43219.979,28027.135,1.1371,13184.817,0.065,0.744,0.066,0.124,0.504,0.382,167,0.0698,0.6501,0.069,14.9,43.4,80.7,32.15,2.56,7.58,0.56,21.45,6.72,1.380,0.173,0.190,0.197,7.759,0.288,0.0031,72,340,536,7928,99,22,0.144,5152,720,1450,8129,1157,1012,8130,1.00,9.33,14972,18.5813,66676,21170,349297,3001.9,-0.0,709895,10.480,2631002.543,8.32e-15,0.00037,7.77,53697,29.154,3.078,25.466,0.610,29.158,3531,1595,5173,0,0.1788,0.981,1.265,1.905,1.316,0.953,1.555,0.000,9257.655,21881.275,16830.058,9208.965,30365.772,0.000,7499.946,996.913,6345.459,0.000,0.460,0.494,0.543,0.000,0.549,0.468,0.574,0.000,39835,35337,0.5438,0.1172,0.2692,0.0000,1.0000,0.0280,0.0536,0.0000,0.5269,0.8779,0.9216,0.0000,0.1413,0.0404,0.0253,0.0000,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,3613,0.9993,0.8467,0.7507,0.0000,0.9988,0.0280,0.0536,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0201,4.8469,5.2819,0.0000,0.0432,0.0654,0.0577,0.085,0.125,0.105,0.120,1008,0.0526,0.0039,0.0040,0.0000,0.00227,0.00058,0.00073,0.00000,24.78,26.62,27.32,0.00,1395.0516,0.0890,40.1651,4.7458,5.7346,1104407,1519366,1.0921,0.1063,2390.8,1395.0516,16.84,0,0,0,0,0,0,5972,14842.319,13204.073,0.9527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.72,1.064,0.00,0.00,0.000,0.07,0.077,0.017,0.009
9000,9653,2180,77061,172364,155466,93565,1738,21191,258,0,308214,2990476,43731.792,35456.283,1.0780,14689.579,0.056,0.780,0.058,0.106,0.502,0.381,181,0.0825,0.6491,0.083,16.0,41.9,80.7,31.32,2.61,8.46,0.43,19.81,6.62,1.413,0.193,0.209,0.215,6.897,0.266,0.0031,68,327,514,10236,50,22,0.185,4942,46,1545,8062,406,1597,7650,3.25,11.13,16222,18.6717,66668,18455,330973,4396.1,-0.0,728154,10.665,2631002.543,1.75e-14,0.00122,30.68,63853,33.904,3.235,30.088,0.581,33.908,3475,1750,4428,0,0.2000,0.964,1.291,1.979,1.396,0.934,1.616,0.000,10641.011,21994.313,15408.844,10591.196,32421.332,0.000,8514.978,1193.437,11058.289,0.000,0.458,0.504,0.530,0.000,0.486,0.569,0.565,0.000,39114,38028,0.5883,0.1144,0.3208,0.0000,0.9997,0.0264,0.0488,0.0000,0.5390,0.8913,0.9357,0.0000,0.1496,0.0368,0.0260,0.0000,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,5085,0.9981,0.7882,0.7448,0.0000,0.9984,0.0264,0.0488,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1566,4.8651,4.7761,0.0000,0.0395,0.0482,0.0420,0.092,0.068,0.080,0.087,1113,0.0666,0.0027,0.0030,0.0000,0.00238,0.00052,0.00084,0.00000,25.97,27.28,27.83,0.00,1649.7308,0.0951,43.5900,4.9493,5.7159,1106545,1518176,1.9812,0.1910,2344.7,1649.7308,18.95,0,0,0,0,0,0,12032,20766.704,18199.330,0.9441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.49,1.064,0.00,0.00,0.000,0.10,0.102,0.012,0.006
10000,9846,1810,52055,103262,93846,50513,694,18229,65,0,196099,1979408,28171.976,21663.602,1.0844,8372.795,0.070,0.781,0.040,0.109,0.468,0.398,103,0.0684,0.6409,0.077,15.6,41.3,76.4,33.17,2.59,8.08,0.47,22.04,6.82,1.276,0.176,0.210,0.216,6.386,0.242,0.0036,77,349,496,6694,49,22,0.225,4658,30,1199,8617,235,1549,8062,6.00,13.04,20020,19.6105,66687,19572,322501,2649.5,-0.0,740195,8.796,2631002.543,1.54e-14,0.00050,11.37,36205,20.801,2.884,17.459,0.458,20.804,3198,2398,4250,0,0.2703,0.904,1.139,1.930,1.355,0.920,1.417,0.000,7969.856,12033.763,11225.262,7920.211,17399.298,0.000,6823.136,1237.230,5230.441,0.000,0.459,0.461,0.479,0.000,0.463,0.485,0.514,0.000,44536,23373,0.6290,0.2427,0.3313,0.0000,0.9998,0.0276,0.0615,0.0000,0.5749,0.8639,0.8933,0.0000,0.1541,0.0427,0.0308,0.0000,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3884,0.9985,0.7823,0.7534,0.0000,0.9985,0.0276,0.0615,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0483,5.2707,5.1401,0.0000,0.0378,0.0562,0.0515,0.100,0.091,0.132,0.064,833,0.0584,0.0032,0.0036,0.0000,0.00252,0.00055,0.00079,0.00000,25.48,27.96,28.26,0.00,1456.5482,0.0867,25.7291,3.9521,4.8434,1108321,1516547,2.4193,0.1978,2493.3,1456.5482,19.36,0,0,0,0,0,0,5478,13290.807,11841.693,0.9578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,25.61,1.082,0.00,0.00,0.000,0.12,0.115,0.012,0.006
