step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,pop_crown,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,density_crown,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,intake_crown,kills_land,kills_surface,kills_bottom,kills_crown,blocked_land,blocked_surface,blocked_bottom,blocked_crown,no_room_land,no_room_surface,no_room_bottom,no_room_crown,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,fill_crown,drinking_land,drinking_surface,drinking_bottom,drinking_crown,open_land,open_surface,open_bottom,open_crown,hard_land,hard_surface,hard_bottom,hard_crown,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,breath_crown,inhaling_land,inhaling_surface,inhaling_bottom,inhaling_crown,breed_land,breed_surface,breed_bottom,breed_crown,share_land,share_surface,share_bottom,share_crown,store_land,store_surface,store_bottom,store_crown,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,warm_crown,cool_land,cool_surface,cool_bottom,cool_crown,btemp_land,btemp_surface,btemp_bottom,btemp_crown,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept,water_drunk,water_air,water_sweat,water_dead,water_born,water_spill,born_dry,water_bodies,water_err,seed,seed_set,sprouted,seed_wet,seed_intake,fiber_in,fermented,dung,fiber_bodies,fruit,fruit_intake,climbs,leaf_mean,leaf_open,light_intake,leaf_led,open_mean,per_cell,leg_mean,leg_open,leg_led,spike_mean,spiked,sharp_share,sharp_broke
1000,12512,7543,139575,804433,770070,652960,11898,62880,502,0,239838,5417136,183377.778,84222.549,1.0569,68379.645,0.216,0.304,0.254,0.227,0.624,0.334,538,0.0350,0.6885,0.099,11.6,45.0,84.6,41.74,3.83,6.05,2.44,29.43,7.45,1.109,0.154,0.056,0.057,18.607,0.554,0.0025,136,449,1806,8233,83,0,0.000,5901,3833,3314,5365,845,3939,7728,0.00,1.31,12181,34.8054,66706,9217,539282,3594.0,-0.0,466662,56.982,2631002.543,2.50e-14,0.00092,30.00,238986,103.820,2.988,99.878,0.954,103.824,9239,1152,2121,0,0.3340,0.878,1.070,1.387,1.119,0.945,1.155,0.000,37588.740,12418.880,178834.720,38138.088,34784.614,0.000,10920.862,2920.541,2001.502,0.000,0.689,0.541,0.529,0.000,0.872,0.704,0.651,0.000,6657,56390,0.6877,0.5678,0.6191,0.0000,0.9999,0.0462,0.0490,0.0000,0.5572,0.8161,0.8417,0.0000,0.1028,0.0623,0.0386,0.0000,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16204,0.9997,0.7820,0.7352,0.0000,0.9985,0.0462,0.0490,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0317,4.9014,5.0148,0.0000,0.0919,0.1881,0.1622,0.353,0.418,0.329,0.364,8611,0.1701,0.0091,0.0115,0.0000,0.00237,0.00163,0.00146,0.00000,23.57,26.96,26.98,0.00,66.6863,0.0309,72.2446,34.4191,22.5631,1082886,1531624,0.7242,0.0066,1734.5,66.6863,21.62,0,0,0,0,0,0,6452,15842.904,14358.593,0.9720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,7.23e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,25.53,1.033,0.00,0.00,0.000,0.05,0.042,0.002,0.001
2000,10144,2477,74718,142364,126590,66258,1388,33800,340,0,284798,3155196,33654.286,29988.735,1.0073,12058.366,0.124,0.666,0.100,0.110,0.510,0.349,525,0.1087,0.7065,0.098,11.0,34.6,72.1,31.82,2.18,7.95,0.85,20.84,7.19,1.163,0.242,0.091,0.095,7.937,0.342,0.0040,90,491,880,14338,74,0,0.000,4686,713,2125,7306,396,1016,8732,0.00,8.26,13390,14.1540,66808,10891,498106,2802.4,-0.0,525522,19.841,2631002.543,8.14e-15,0.00005,25.34,45330,29.388,2.914,26.050,0.424,29.391,2465,2285,5394,0,0.2716,0.957,1.127,1.430,1.220,0.952,1.227,0.000,13607.051,12738.498,11388.003,13584.848,20739.801,0.000,10206.280,3006.837,4717.253,0.000,0.492,0.515,0.518,0.000,0.466,0.459,0.481,0.000,11874,27024,0.6399,0.3228,0.3951,0.0000,0.9997,0.0394,0.0425,0.0000,0.5662,0.7730,0.9341,0.0000,0.1583,0.0379,0.0224,0.0000,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,4725,0.9983,0.7376,0.7767,0.0000,0.9982,0.0394,0.0425,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1501,5.1571,4.9736,0.0000,0.0500,0.0701,0.0618,0.136,0.127,0.126,0.119,2393,0.1159,0.0039,0.0044,0.0000,0.00249,0.00085,0.00074,0.00000,26.40,27.94,27.67,0.00,370.7205,0.0759,34.5295,10.9983,8.8426,1095504,1528734,1.5057,0.0544,2849.8,370.7205,26.00,0,0,0,0,0,0,8804,17930.370,15998.447,0.9575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,24.95,1.074,0.00,0.00,0.000,0.06,0.052,0.002,0.001
3000,9146,2288,76827,143516,128483,65331,1358,29638,272,0,261712,3327318,37115.151,27962.782,0.9920,11736.443,0.068,0.774,0.070,0.088,0.516,0.348,619,0.1202,0.6995,0.089,10.1,36.5,67.2,30.56,2.38,8.42,0.43,19.33,6.78,1.213,0.236,0.169,0.177,7.127,0.339,0.0039,80,320,619,14045,57,0,0.000,4596,33,1614,7499,402,1177,7567,1.27,9.62,15040,16.9995,66720,12308,465106,2081.9,-0.0,560172,13.785,2631002.543,1.95e-15,0.00476,14.43,45150,27.468,2.880,24.236,0.353,27.472,3513,2161,3472,0,0.2805,0.963,1.169,1.602,1.306,0.963,1.273,0.000,13463.471,13910.852,13407.925,13375.561,22068.107,0.000,6905.849,2910.828,6409.662,0.000,0.538,0.475,0.530,0.000,0.461,0.419,0.488,0.000,13593,34202,0.6998,0.3075,0.3230,0.0000,0.9994,0.0343,0.0512,0.0000,0.5919,0.9196,0.9466,0.0000,0.1292,0.0327,0.0334,0.0000,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4313,0.9977,0.7888,0.8068,0.0000,0.9972,0.0343,0.0512,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.2763,4.6240,4.9906,0.0000,0.0472,0.0550,0.0458,0.086,0.067,0.071,0.085,1540,0.0823,0.0049,0.0040,0.0000,0.00249,0.00084,0.00092,0.00000,22.62,27.13,26.90,0.00,1590.2272,0.0803,35.8658,5.1312,8.6538,1097189,1528137,2.0248,0.1115,2687.2,1590.2272,22.38,0,0,0,0,0,0,7860,16226.339,14375.631,0.9519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.47e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.72,1.059,0.00,0.00,0.000,0.07,0.085,0.010,0.005
4000,9521,2153,67795,122865,109073,54186,884,24873,198,0,238809,2797778,34117.897,25909.090,1.0645,10020.413,0.062,0.795,0.069,0.074,0.492,0.369,232,0.1025,0.6760,0.072,9.5,38.0,68.7,29.62,2.21,9.39,0.49,17.53,6.60,1.273,0.248,0.173,0.182,6.621,0.314,0.0037,78,329,529,9106,29,0,0.000,4645,57,2273,7191,209,1285,8027,4.50,12.13,16694,17.3622,66774,14990,442112,2204.5,-0.0,589553,11.485,2631002.543,3.59e-14,0.00153,37.93,40462,24.948,2.851,21.693,0.403,24.951,3198,2294,4029,0,0.2742,0.985,1.238,1.739,1.365,0.971,1.372,0.000,11459.421,13022.927,13359.494,11336.773,19442.043,0.000,7277.049,2615.053,5996.575,0.000,0.527,0.440,0.500,0.000,0.449,0.401,0.473,0.000,19198,30340,0.7359,0.3034,0.3033,0.0000,0.9987,0.0347,0.0598,0.0000,0.5931,0.9563,0.9160,0.0000,0.1463,0.0235,0.0285,0.0000,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4330,0.9978,0.7932,0.7722,0.0000,0.9976,0.0348,0.0598,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.2344,4.5783,4.8994,0.0000,0.0448,0.0605,0.0547,0.072,0.101,0.077,0.087,1366,0.0773,0.0043,0.0033,0.0000,0.00227,0.00074,0.00098,0.00000,26.63,26.61,27.22,0.00,1708.8163,0.0829,31.2233,5.0202,6.4645,1099278,1526077,2.1240,0.1308,2488.4,1708.8163,25.42,0,0,0,0,0,0,6313,15888.677,14168.467,0.9526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,1.37e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.54,1.060,0.00,0.00,0.000,0.07,0.096,0.010,0.005
5000,10450,2190,67900,118681,104053,49675,1106,26956,213,0,264319,2665217,32955.481,25291.772,0.9951,8852.149,0.057,0.786,0.057,0.100,0.461,0.388,233,0.1015,0.6730,0.063,9.1,36.4,66.3,29.20,2.74,9.16,0.48,16.83,6.48,1.247,0.245,0.203,0.213,6.346,0.298,0.0040,83,335,492,14098,38,7,0.260,4976,98,2525,7827,360,1531,8559,5.50,13.07,19593,19.1452,66767,16360,423844,2069.6,-0.0,614568,12.055,2631002.543,5.49e-15,0.00023,12.68,38875,25.925,2.947,22.548,0.431,25.929,3638,3064,3748,0,0.3426,0.963,1.126,1.775,1.306,0.969,1.418,0.000,11897.148,12168.493,11745.437,11764.598,18297.594,0.000,7156.575,2453.436,6829.613,0.000,0.487,0.454,0.445,0.000,0.393,0.388,0.466,0.000,27032,27768,0.6059,0.2982,0.3001,0.0000,0.9992,0.0337,0.0526,0.0000,0.5753,0.9539,0.9200,0.0000,0.1683,0.0376,0.0397,0.0000,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3471,0.9984,0.8625,0.8030,0.0000,0.9974,0.0337,0.0526,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1753,4.9301,5.0059,0.0000,0.0412,0.0522,0.0451,0.064,0.088,0.036,0.114,1229,0.0645,0.0037,0.0038,0.0000,0.00245,0.00063,0.00079,0.00000,25.55,26.96,26.89,0.00,1739.2534,0.0943,30.5031,4.7152,7.3401,1101016,1523984,1.5033,0.0947,2320.5,1739.2534,23.03,0,0,0,0,0,0,7334,16439.623,14606.899,0.9520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.15e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,22.83,1.085,0.00,0.00,0.000,0.09,0.103,0.007,0.004
6000,9971,2373,63093,125349,112334,61484,772,25140,153,0,232500,2666825,34918.030,24866.187,1.0621,9432.868,0.080,0.784,0.038,0.097,0.485,0.375,185,0.0933,0.6655,0.064,17.5,40.2,73.4,33.30,3.82,8.21,0.52,20.75,6.56,1.235,0.212,0.262,0.271,6.890,0.278,0.0039,79,350,517,9093,36,13,0.080,5158,288,1726,7957,1256,1891,6824,3.01,10.85,16577,21.0364,66777,18840,404462,2349.8,-0.0,645000,11.972,2631002.543,1.56e-14,0.00023,23.20,42585,25.068,2.896,21.689,0.483,25.072,5166,2008,2797,0,0.2891,0.945,1.114,1.768,1.265,0.962,1.376,0.000,9317.565,9513.330,21136.634,9215.552,13998.713,0.000,8780.910,2143.176,4509.232,0.000,0.537,0.437,0.458,0.000,0.554,0.378,0.504,0.000,35575,27832,0.4981,0.2645,0.2726,0.0000,0.9991,0.0336,0.0537,0.0000,0.5271,0.9515,0.9696,0.0000,0.1603,0.0513,0.0301,0.0000,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2602,0.9991,0.8592,0.8677,0.0000,0.9978,0.0346,0.0542,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.1315,5.4717,5.3845,0.0000,0.0360,0.0598,0.0492,0.060,0.076,0.047,0.110,1276,0.0645,0.0045,0.0039,0.0000,0.00231,0.00078,0.00076,0.00000,22.76,27.57,27.09,0.00,1669.3717,0.0896,23.5535,5.8473,6.1242,1101133,1523512,0.7946,0.0299,2258.1,1669.3717,19.40,0,0,0,0,0,0,6569,15433.319,13748.411,0.9518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.03e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.00,1.059,0.00,0.00,0.000,0.11,0.126,0.011,0.006
7000,8477,2172,70469,134268,120554,63059,740,26992,208,0,266401,2928030,36768.052,28032.498,1.0610,10366.829,0.068,0.800,0.037,0.095,0.488,0.379,204,0.1124,0.6592,0.060,15.1,41.9,76.3,31.86,2.71,8.92,0.48,19.75,6.56,1.366,0.216,0.212,0.215,6.827,0.301,0.0039,75,342,634,12875,39,19,0.093,4504,881,1472,6124,844,1270,6363,4.25,12.10,14257,18.6624,66827,19173,380309,2763.4,-0.0,679662,12.844,2631002.543,3.19e-15,0.00108,24.47,47270,28.761,3.022,25.297,0.442,28.766,3900,1303,3274,0,0.1961,0.976,1.288,1.862,1.341,0.966,1.555,0.000,9453.869,12529.661,20160.928,9369.275,17604.678,0.000,9470.764,2132.167,6062.739,0.000,0.499,0.431,0.512,0.000,0.494,0.392,0.500,0.000,40871,33675,0.5309,0.2894,0.2437,0.0000,0.9994,0.0436,0.0562,0.0000,0.5776,0.9545,1.0064,0.0000,0.1284,0.0513,0.0221,0.0000,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,1996,0.9990,0.7661,0.8514,0.0000,0.9985,0.0438,0.0562,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0434,5.2727,5.1480,0.0000,0.0374,0.0651,0.0577,0.065,0.115,0.099,0.089,1575,0.0682,0.0050,0.0035,0.0000,0.00239,0.00056,0.00061,0.00000,26.72,26.08,26.95,0.00,1593.7783,0.1051,27.3641,6.9298,5.9146,1103940,1521725,0.6144,0.0141,2264.3,1593.7783,21.78,0,0,0,0,0,0,7517,17665.669,15703.279,0.9502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,2.28e-14,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,24.21,1.042,0.00,0.00,0.000,0.09,0.089,0.013,0.008
8000,8189,1809,64764,142718,129799,77276,678,21431,116,0,224250,2497362,37854.307,24988.922,1.0404,10406.677,0.074,0.803,0.037,0.086,0.477,0.383,241,0.1078,0.6684,0.076,16.0,40.9,68.7,30.88,2.62,8.81,0.41,19.03,6.41,1.323,0.213,0.211,0.215,6.374,0.265,0.0035,72,331,425,10049,60,22,0.261,4102,797,866,6526,914,834,6441,5.50,14.16,16282,18.4018,66721,17241,356227,2717.5,-0.0,703604,10.114,2631002.543,8.67e-15,0.00130,7.77,49305,29.762,3.432,25.967,0.363,29.766,3229,1367,3593,0,0.2180,0.982,1.199,1.876,1.260,0.977,1.512,0.000,11289.849,16594.120,14047.999,11201.179,23011.807,0.000,6268.773,1774.209,6539.262,0.000,0.464,0.441,0.512,0.000,0.550,0.476,0.576,0.000,40482,34020,0.5531,0.2003,0.2370,0.0000,0.9996,0.0328,0.0572,0.0000,0.5643,0.9948,0.9085,0.0000,0.1494,0.0393,0.0244,0.0000,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2128,0.9989,0.8755,0.8074,0.0000,0.9980,0.0328,0.0572,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0536,5.2249,5.3147,0.0000,0.0356,0.0582,0.0534,0.080,0.114,0.050,0.112,1171,0.0697,0.0045,0.0040,0.0000,0.00239,0.00072,0.00082,0.00000,23.97,26.52,27.99,0.00,1270.7548,0.0814,34.6922,4.5059,5.6080,1105953,1520097,1.0845,0.1059,2567.2,1270.7548,16.84,0,0,0,0,0,0,6186,14582.244,12950.222,0.9537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,3.39e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.43,1.040,0.00,0.00,0.000,0.09,0.070,0.009,0.006
9000,10932,2120,77159,167036,153174,89136,741,21478,126,0,273991,2882744,44139.872,30997.653,1.0295,13367.517,0.071,0.807,0.034,0.088,0.502,0.366,239,0.0825,0.6577,0.077,14.0,38.5,69.3,29.52,2.07,8.34,0.47,18.63,6.45,1.320,0.224,0.190,0.195,6.130,0.266,0.0033,62,302,440,10762,95,15,0.470,5405,43,1315,9574,346,1401,9185,4.25,12.59,16061,19.0697,66714,16231,330983,4089.8,-0.0,724782,10.017,2631002.543,1.59e-15,0.00497,30.68,59086,31.264,3.228,27.260,0.776,31.268,3414,2320,5198,0,0.2399,0.982,1.201,1.917,1.316,0.969,1.480,0.000,11143.340,20222.794,18270.849,11034.652,28201.888,0.000,7999.893,1981.718,7648.525,0.000,0.503,0.440,0.533,0.000,0.563,0.424,0.570,0.000,34925,40291,0.5769,0.1346,0.2058,0.0000,0.9997,0.0315,0.0423,0.0000,0.5826,0.9236,0.9164,0.0000,0.1375,0.0337,0.0267,0.0000,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,3646,0.9962,0.7650,0.7614,0.0000,0.9975,0.0315,0.0423,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0609,5.2501,5.1946,0.0000,0.0366,0.0596,0.0565,0.100,0.135,0.080,0.109,1092,0.0658,0.0033,0.0027,0.0000,0.00266,0.00068,0.00101,0.00000,26.28,27.46,28.41,0.00,1661.1711,0.0910,39.7513,4.5351,5.4821,1107393,1517191,1.9620,0.1895,2466.6,1661.1711,18.95,0,0,0,0,0,0,7783,17630.136,15651.871,0.9492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,5.42e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.34,1.071,0.00,0.00,0.000,0.10,0.089,0.014,0.008
10000,8687,1544,61569,113341,101592,51140,632,19841,166,0,221404,2387337,28620.046,22441.787,1.0099,8467.004,0.064,0.834,0.027,0.076,0.472,0.384,173,0.0999,0.6828,0.073,15.9,37.5,65.1,29.07,2.46,8.24,0.67,17.70,6.35,1.288,0.218,0.225,0.233,5.673,0.255,0.0035,69,316,398,8741,29,11,0.320,4080,42,1342,7303,264,1274,7149,8.25,15.74,21997,20.7862,66734,18446,320303,2023.8,-0.0,735155,9.024,2631002.543,5.84e-15,0.00013,11.37,40006,22.275,2.979,18.916,0.380,22.279,3095,2078,3514,0,0.2611,0.963,1.151,1.950,1.270,0.953,1.501,0.000,8242.208,13521.341,9442.621,8171.964,19472.466,0.000,5938.569,1364.517,6671.696,0.000,0.466,0.446,0.490,0.000,0.405,0.412,0.493,0.000,38240,33380,0.5574,0.1312,0.2015,0.0000,0.9997,0.0280,0.0391,0.0000,0.5862,0.9246,0.9310,0.0000,0.1612,0.0470,0.0260,0.0000,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2038,0.9988,0.8375,0.8589,0.0000,0.9976,0.0280,0.0391,0.0000,0.1000,0.1000,0.1000,0.0000,0.5000,0.5000,0.5000,0.0000,5.0785,5.1945,5.4813,0.0000,0.0348,0.0745,0.0664,0.159,0.095,0.111,0.115,854,0.0580,0.0026,0.0036,0.0000,0.00266,0.00060,0.00098,0.00000,26.69,27.12,27.65,0.00,1468.3245,0.0815,28.0503,3.6729,5.3511,1109429,1516765,2.4045,0.1946,2578.8,1468.3245,19.36,0,0,0,0,0,0,7535,13974.783,12236.026,0.9571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0,9.82e-15,0.0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.0,0.0,0.000,0,0.00,-0.00,0.0000,0.000,23.02,1.067,0.00,0.00,0.000,0.10,0.091,0.012,0.007
