seed,kind,share,side,cells,born_size,open_block,travel,spikes,legs_out,leg_motor,sharp,plant,kills,water
12,mixed / no tooth / stays / bottom,0.10746562133682896,4,4444444444444444,16.0,1.1323938858363836,0.75,0.031785127844241146,0.4490968801313629,0.05321874987632939,0.006372892415824924,0.5712042579066886,0.17241659028199385,0.9676284306826178
12,mixed / no tooth / roams / shore,0.1037220968778754,4,4444422422222222,16.0,1.0309016134306423,13.5,0.007412808360675659,0.2735447806537854,0.02324095472198251,0.0008669395713570453,0.4695334333975537,0.4145559808997362,0.6615627658281686
12,plant / no tooth / stays / shore,0.07803420850296836,4,4444444444444444,25.0,0.9399180009193676,0.0,0.012921983524471006,1.7441447262154741,0.14137389536944034,0.0,0.7419812362608575,0.07847479353652824,0.6263931513487321
12,plant / no tooth / roams / surface,0.05803093134350933,6,444222442002442000442222444222444444,28.0,1.2056387172037288,24.75,0.01216333622936577,0.8527367506516073,0.08540769732543316,0.0,0.8133822791810447,0.182512688653576,0.9565595134665508
12,plant / no tooth / stays / land,0.05568650188436669,8,4444444444444444444444444444444444444444444444444444444444444444,64.0,0.4752239157668887,0.0,0.039384336803983705,1.0371208691715708,0.11206866764936987,0.0020214076884607864,0.7499878569853201,0.06845681663929973,0.02806699864191942
12,mixed / tooth / roams / shore,0.05496804769527459,6,111111111111444444222222222222222222,36.0,0.5238492372267632,20.0,0.12497133684934648,0.11442329740885118,0.007395164338741816,0.01310430784520989,0.4937493903497925,0.43818409732955993,0.22770006879156157
12,mixed / tooth / stays / land,0.054879816479070295,7,1111111411111144222214422222442222244442224444422,49.0,0.4385424225606016,2.75,0.13803399173174094,0.19200734956361967,0.01730205100282882,0.006139039104692583,0.5669891019684907,0.3259924177998417,0.040652273771244835
12,mixed / tooth / roams / land,0.054262197965640246,6,111111111111444444222222222222222222,36.0,0.41049516134971575,22.5,0.1124274099883856,0.09732868757259001,0.009609066393942314,0.0048189881298030925,0.510023937764771,0.43180327991432904,0.056678281068524974
12,mixed / no tooth / roams / bottom,0.052774871749625016,4,4444444422222222,16.0,1.1497408459000966,13.0,0.0109863864342011,0.1779316933365178,0.019853780209196162,0.000781781046022553,0.5229439173615986,0.35188559797303776,0.960353475041796
12,plant / no tooth / stays / bottom,0.050947225128250374,4,4444444444444444,16.0,1.2022314774651297,0.0,0.0029688273132112814,0.5754576942107867,0.09322590240626939,0.0,0.7523224825992693,0.04799342779014974,0.975012370113805
12,plant / no tooth / roams / bottom,0.03607396296809811,7,4000066400000640000064000004400000444000444444444,21.0,1.4692078849649142,15.5,0.010831586303284416,3.672606568832984,0.4659858071234247,0.0006983828239969088,0.7679442672513445,0.09859900298159359,0.9703004891684137
12,plant / no tooth / roams / shore,0.03535550877900601,7,4444444400044400000440000004000000600000660000266,30.0,1.0756175309235498,16.5,0.017825311942959002,2.439928698752228,0.23771213358203364,0.0016070008356575992,0.7851532899362518,0.1415652020536382,0.7714795008912656
12,flesh / no tooth / roams / shore,0.0331749372928142,4,4444422222222222,16.0,0.9956615329011678,18.5,0.0007598784194528875,0.0182370820668693,0.0016821676156804726,0.0,0.2494807028520731,0.664393924414408,0.5763677811550152
12,mixed / tooth / stays / shore,0.031838864590292046,7,1122211222222222000222000002400000440000044400044,36.0,0.6677494105951164,4.25,0.14766429136975456,0.3388756927949327,0.03353766825709797,0.008590999736139157,0.5337098405827624,0.36525938746865566,0.30997624703087884
13,plant / no tooth / stays / shore,0.1328483506991308,4,4444444444444444,36.0,0.809061238320845,0.0,0.03576145484100376,3.2972670933658437,0.2800726840169349,0.007027370836967572,0.7448443480300522,0.06287772785952239,0.4932439296962308
13,plant / no tooth / stays / bottom,0.1042622685310155,4,4444444444444444,16.0,1.1724413764766586,0.5,0.030032362459546925,3.034692556634304,0.30547483834198713,0.026844271432889116,0.7605829743425259,0.05786396792485357,0.9654368932038835
13,mixed / tooth / roams / land,0.08951033849808346,6,111111144411244422244422222222222222,36.0,0.43308012179239475,18.75,0.2046139927623643,0.5327201447527141,0.041482034691181814,0.01329901744876868,0.48054669713607717,0.4585683828609528,0.06197225572979494
13,mixed / no tooth / roams / shore,0.07720131728121794,4,4442442222242244,16.0,0.9891410830204302,14.75,0.019230769230769232,0.4770979020979021,0.041952990399005484,0.0026094929766580064,0.4711707465302338,0.43182058872412515,0.5879370629370629
13,mixed / no tooth / stays / bottom,0.07695837607299033,4,4444444422242224,20.0,1.1824251396523302,1.0,0.12381620484040687,1.429849175727815,0.12253888708792694,0.1177716119797429,0.5884618217687435,0.16000469640468876,0.9607155384075763
13,mixed / tooth / roams / shore,0.07533876801813962,7,0011111044411144444224444422444422222222226222222,46.0,0.6821941966381205,16.25,0.23414546757434612,1.4032604801146542,0.09301815041904148,0.0403792531056766,0.5074975655530871,0.41150762405794467,0.3174489430311716
13,mixed / no tooth / stays / shore,0.0720050747719052,5,4444444444444444444444444,25.0,0.9177913866182372,1.0,0.021930646672914715,0.7432052483598875,0.08272620431774051,0.0014663575913744745,0.5627946889308828,0.23955201300849827,0.5430178069353327
13,plant / no tooth / roams / surface,0.04982994115424067,8,0000002200000002000000040000000400000004000000040000000400000004,27.0,1.4332225339468694,22.5,0.14382448537378115,6.911700975081256,0.5034492980951721,0.1257420200535676,0.848198219547531,0.149711473480998,0.9677681473456121
13,plant / no tooth / stays / land,0.03959941694110025,8,4444444444444444444444444444444444444444444444444444444444444444,57.0,0.48962434552874323,0.0,0.07770961145194274,1.1697341513292434,0.13130162545082424,0.00045233286791307675,0.7716962414087006,0.054370191524074095,0.019427402862985686
13,plant / no tooth / roams / shore,0.038857096582627,10,2222222444000022444400000044440000000144000000004400000000440000000044000000006200000000620000000662,30.0,1.0991563563302078,17.0,0.05349079541507468,6.368878082667593,0.5313639142768188,0.033858211125973724,0.8216511177817529,0.13485513287301348,0.780826675929142
13,mixed / no tooth / roams / bottom,0.038168763159315444,4,4444442222222224,16.0,1.2557745668058231,12.0,0.15770862800565771,1.327086280056577,0.1076930731270582,0.07796441149846782,0.548154165362446,0.3241170063063571,0.9618104667609618
13,plant / no tooth / roams / bottom,0.03312098472169735,9,444444444644004444600000044600000044600000004600000004600000004600000004600000004,24.0,1.3262897517352905,15.5,0.059494702526487364,7.010594947025265,0.5992035840235043,0.058443894563195396,0.7862918415148342,0.07389537039176826,0.9633251833740831
13,mixed / tooth / stays / land,0.030300167359499003,7,4111111441111144411224444222444422244442224442222,49.0,0.41799236812615126,4.75,0.1732739420935412,1.2289532293986638,0.0751159072582379,0.007004665614619359,0.5306634640095061,0.3910979464219444,0.06369710467706013
14,mixed / tooth / roams / land,0.15851060637882924,6,111111144441244442224422222222222222,25.0,0.5431472977543003,12.25,0.2738343113130166,0.04101205123351631,0.0029225467794611044,0.008208685891357167,0.4338498919733925,0.5009768268019689,0.038235850842324434
14,mixed / no tooth / stays / bottom,0.1192955084160941,4,4444444444444444,16.0,1.153017424762529,1.25,0.008048289738430584,0.4304158283031522,0.042229119352725206,0.00022744900141058425,0.5480812446452238,0.24072414819621285,0.9684775318578136
14,mixed / tooth / stays / land,0.09687259343714683,6,111111114444124444222442222222222222,36.0,0.4527235816765269,4.75,0.19316539335122856,0.05492463349163741,0.005526374467524915,0.004731482207249753,0.5162055326401399,0.3942062980127723,0.053169523022919676
14,mixed / no tooth / stays / shore,0.08828147659195695,7,4444444444444444444444444444444444444444444444444,36.0,0.8298033752052776,0.0,0.04610853064461312,0.2630565310977682,0.036506047404073136,0.007973409609963754,0.6044671305955334,0.1163994135131834,0.4906536762206865
14,plant / no tooth / stays / bottom,0.08146058987668398,4,4444444444444444,16.0,1.1801865137879906,0.0,0.003437691835481891,1.1988950276243093,0.14737097507593064,0.0021168895245351834,0.7384659167407909,0.05148955841682978,0.9748311847759361
14,mixed / tooth / roams / shore,0.07876023883104803,5,1111124442244422222222222,36.0,0.6508070004704906,12.25,0.3626666666666667,0.1464126984126984,0.010000510158162399,0.014425503518609262,0.46287345224908044,0.460903806651051,0.20736507936507936
14,plant / no tooth / stays / shore,0.0621780831508096,8,4444444444444444444444444444444444444444444444444444444444444444,45.0,0.789301277690968,0.0,0.050667524529515846,3.6324593855557343,0.30994973323593866,0.002096927378886473,0.7325720599525737,0.05488083547679716,0.4407270387646775
14,plant / no tooth / roams / surface,0.05743746687069319,6,000242000444000444000442000000000000,21.0,1.3550720727916912,23.75,0.005049625631203204,3.246386905798363,0.36192668474426526,0.0,0.8954485832885285,0.10025208221574664,0.9562946195368275
14,plant / no tooth / stays / land,0.056257313450748594,9,444444444444444444444444444444444444444444444444444444444444444444444444444444444,49.0,0.38210626170776424,0.0,0.12675555555555557,1.1751111111111112,0.1719125988706282,0.003373177526046672,0.7648364778226454,0.06246693193632688,0.042666666666666665
