step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1288.3986,693.02,88.00,1.83,314,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1295.8526,775.55,644.03,0.93,348,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,0.9830,0.25,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1609.4820,663.88,95.53,15.06,438,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,942.3766,332.71,498.83,14.14,311,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,3.9809,4.02,7.80,29.42,0,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1345.8368,548.30,63.05,26.41,465,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,1098.6846,428.80,635.55,23.27,338,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.4431,0.00,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,1001.7912,348.33,88.11,33.46,299,27.92,10.260,5.138,0.3251,219.603,0.00,0.0000
1000,-30,1,3254,1598.0039,613.38,1520.39,29.60,505,27.20,10.103,5.560,0.4805,310.830,0.00,0.0000
1000,-30,2,599,303.4160,99.98,844.86,34.76,150,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,463.0675,177.05,41.41,55.87,49,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1342.7962,519.88,1071.13,30.03,323,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,2208.8444,670.95,11057.20,33.07,1111,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,412.2239,188.24,24.35,65.26,42,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,1083.8684,405.11,921.12,35.06,112,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
