law,rate,pop,size_mean,hard_mean,muscle_mean,digestive_mean,spike_mean,spiked,sharp_share,sharp_broke,leg_mean,leg_open,leg_led,speed_mean,travel_p50,open_mean,kills_share,per_cell,no_room,blocked,lineages,step
spike,0.0,10253.047619047618,27.64,3.3057142857142856,7.502857142857143,16.50190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20895238095238095,4.892857142857143,20.926387684301822,0.4455848817130444,1.0658654957245204,0.5028768275565102,0.5263880414887125,12.333333333333334,40000
spike,0.5,8642.333333333334,30.211904761904762,3.1595238095238094,8.503809523809524,18.244285714285713,0.08,0.09966666666666667,0.010428571428571428,0.005333333333333333,0.0,0.0,0.0,0.21995238095238095,5.833333333333333,20.896190476190476,0.4276961427583112,1.0487142857142857,0.5129852604995959,0.5286302780638517,13.523809523809524,40000
spike,1.0,9815.285714285714,27.623809523809523,2.8695238095238094,7.924761904761905,16.491904761904763,0.08857142857142858,0.11552380952380953,0.018333333333333333,0.01,0.0,0.0,0.0,0.21033333333333334,5.0476190476190474,20.54809523809524,0.43470933149245716,1.0451428571428572,0.5086227491416841,0.5312250598563447,12.761904761904763,40000
spike,2.0,9616.714285714286,28.635238095238094,2.776190476190476,8.153809523809525,17.398095238095237,0.08619047619047619,0.09690476190476191,0.02019047619047619,0.010761904761904762,0.0,0.0,0.0,0.2158095238095238,4.857142857142857,21.2,0.4245516066269412,1.0538095238095238,0.5139567587364609,0.5536717445214838,15.19047619047619,40000
spike,4.0,10283.47619047619,26.20047619047619,2.531904761904762,7.929047619047619,15.581428571428571,0.08952380952380952,0.11271428571428571,0.01138095238095238,0.005952380952380952,0.0,0.0,0.0,0.22176190476190477,5.154761904761905,20.718095238095238,0.4196635691438383,1.049,0.48429985936752623,0.541670906685662,18.666666666666668,40000
spike,8.0,9758.809523809523,31.91047619047619,3.8114285714285714,9.806666666666667,17.854761904761904,0.19285714285714287,0.14695238095238095,0.007523809523809524,0.003904761904761905,0.0,0.0,0.0,0.23395238095238097,4.5476190476190474,22.903809523809525,0.4253416949671106,1.050142857142857,0.49801780209817137,0.574068370803819,14.095238095238095,40000
leg,0.0,10253.047619047618,27.64,3.3057142857142856,7.502857142857143,16.50190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20895238095238095,4.892857142857143,20.926387684301822,0.4455848817130444,1.0658654957245204,0.5028768275565102,0.5263880414887125,12.333333333333334,40000
leg,0.25,10211.52380952381,27.07047619047619,2.131904761904762,7.617619047619048,16.662380952380953,0.10142857142857142,0.07895238095238095,0.0,0.0,0.4614285714285714,0.4542857142857143,0.022857142857142857,0.22295238095238096,4.617619047619048,21.026666666666667,0.435642942830876,1.0525238095238094,0.4898897908417482,0.5403350837709427,23.714285714285715,40000
leg,0.5,9145.0,28.677142857142858,2.0566666666666666,7.799047619047619,17.766666666666666,0.08333333333333333,0.07471428571428572,0.0,0.0,0.8466666666666667,0.8580952380952381,0.05409523809523809,0.2150952380952381,5.535714285714286,22.34857142857143,0.39318127854274837,1.0418095238095237,0.48661741522467944,0.5485014175779668,17.857142857142858,40000
leg,1.0,9519.47619047619,31.50095238095238,3.5038095238095237,8.185238095238095,17.67,0.08666666666666667,0.07676190476190477,0.0,0.0,1.7576190476190476,1.9304761904761905,0.1448095238095238,0.24247619047619048,5.631904761904762,22.717142857142857,0.4231489854287563,1.0518095238095237,0.4930700717986004,0.5505287310454908,12.761904761904763,40000
leg,2.0,8768.809523809523,28.975238095238094,2.294761904761905,6.876666666666667,17.58904761904762,0.09047619047619047,0.08828571428571429,0.0,0.0,1.8966666666666667,2.0014285714285713,0.17295238095238094,0.3129047619047619,6.476190476190476,22.624761904761904,0.42319462654624185,1.0518571428571428,0.4836448903570183,0.5518836408490517,15.952380952380953,40000
leg,4.0,8724.47619047619,30.37952380952381,2.374285714285714,4.567619047619048,19.946190476190477,0.19285714285714287,0.18295238095238095,0.0,0.0,3.0166666666666666,3.144761904761905,0.40485714285714286,0.5040476190476191,4.154761904761905,23.502380952380953,0.38536318854574303,1.045,0.4694135501065198,0.6163294429437847,12.333333333333334,40000
