step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1225.6341,576.70,88.00,1.83,300,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1205.8151,503.45,644.03,0.93,338,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,1.5022,0.00,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1610.9297,657.69,95.54,15.06,487,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,878.9451,249.22,498.83,14.14,280,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,3.5042,0.42,7.80,29.42,3,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1198.4330,492.52,63.06,26.41,394,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,900.7993,216.23,635.55,23.27,292,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,0.8056,1.26,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,986.7910,357.82,88.11,33.46,277,27.92,10.260,5.138,0.3251,219.605,0.00,0.0000
1000,-30,1,3254,1557.0015,599.81,1520.40,29.60,451,27.20,10.103,5.560,0.4805,310.827,0.00,0.0000
1000,-30,2,599,260.5423,80.78,844.86,34.76,91,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,432.1921,155.04,41.40,55.87,66,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1225.2412,360.43,1071.18,30.03,336,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,1892.9300,455.27,11057.42,33.07,640,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,354.0324,105.72,24.35,65.26,14,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,982.8601,270.41,921.13,35.06,92,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,2348.4000,717.25,15832.03,34.84,911,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1824,391.2521,213.82,31.11,72.11,16,38.85,17.518,2.984,0.2175,429.498,0.00,0.0000
1000,0,1,1740,863.8651,313.67,841.90,40.70,38,38.58,17.318,3.014,0.3685,748.874,0.00,0.0000
1000,0,2,4803,2646.8393,719.09,15258.18,38.05,826,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3014,877.0432,379.26,51.73,74.60,67,37.73,16.756,3.207,0.2426,419.276,0.00,0.0000
1000,10,1,2709,1645.3862,573.03,1338.72,44.81,185,37.15,16.386,3.346,0.4104,699.023,0.00,0.0000
1000,10,2,3722,2225.1074,622.65,9755.40,22.85,765,32.18,13.944,5.047,0.6875,819.885,0.00,0.0000
1000,20,0,3994,761.7004,289.72,62.11,62.26,198,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,1906.3721,606.83,1560.84,36.39,361,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,800.0036,243.91,2055.87,8.26,260,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
