name,kinds_held,kinds_at,lean,placed,placed_at,top_kind,travel,banded,off_band,by_wood,by_kills,top_kills,world_band,forms,ways,pop,pop_min,ms_step,err,blocked,tooth,wood_stand,browse_stand,grass_stand,wood_share,browse_share,kills,tear,blocks_kept,gain_per_break,warm_land,btemp_land,open_land,land_temp,temp_day_land,land_drift,death_hunger,death_broken,death_wear,death_thirst,death_suffocation,death_cold,death_wound,pop_land,pop_surface,pop_bottom,pop_cold,pop_mild,pop_hot,flesh_bite,frail,wood_yield,day_temp,lines,top_share,no_room,by_spike,in_spike,by_leg,in_leg,spikes,legs_out,leg_motor,sharp_flesh,land_share,born_med,open_edge,open_all,per_cell,per_cell_edge,seed,run
seed9,1,7.450980392156863,5,1,4.745098039215686,0.14738298039970937,5.75,0,0,0,1,0.6655205788646952,hot,2369,"mixed/tooth/roams/land [hot 82%, wood 18%, kills 50%, 16836 bodies]",9441.764705882353,6516.0,32.19594117647059,4.44e-14,0.4912549019607843,0.26772549019607844,0.607487227207267,0.020454015730586018,0.19365459178021494,0.02658246294203016,0.02658246294203016,0.28294466591999107,0.880955192930447,0.9474490196078431,1.0383411764705883,0.055631372549019606,25.28372549019608,0.5289450980392156,21.57549019607843,21.412352941176472,0.09357254676088995,0.34408300266455477,0.002078358822035725,0.0,0.4516257259242798,0.05490214368476741,0.016063537178937305,0.13124723172542496,4035.2156862745096,1428.0588235294117,3978.4901960784314,312.5098039215686,1707.8431372549019,7421.411764705882,0.4,0.5,3e-05,0.0,1,0.5799305003796769,0.48783506049339687,0,0.0,0,0.0,0.136755578510588,0.0,0.0,0.0,0.4899459875867744,25.0,0.0,0.877335992297894,1.0450204929757096,0.0,9,control
seed10,1,8.27450980392157,6,1,4.647058823529412,0.1486853006584398,4.25,0,0,1,2,0.6424645320970135,hot,2431,"mixed/tooth/roams/land [hot 84%, wood 23%, kills 46%, 12934 bodies]",8860.35294117647,6430.0,31.209235294117647,6e-14,0.5121960784313726,0.29123529411764704,0.6079154536390827,0.017275462501384734,0.17819341974077765,0.029263910663414442,0.029263910663414442,0.25470049030897224,0.883525537225943,0.949813725490196,1.0854450980392156,0.0649843137254902,25.05235294117647,0.5709745098039216,21.57549019607843,21.412352941176472,0.0937929451699206,0.33973761640399136,0.0011767417364425472,0.0,0.46902758691652957,0.06836032851321198,0.01795693144477664,0.10374079498504792,3640.0392156862745,1226.8235294117646,3993.4901960784314,285.96078431372547,1684.8431372549019,6889.549019607844,0.4,0.5,3e-05,0.0,1,0.6281520392234675,0.492039269819165,0,0.0,0,0.0,0.08044302969519906,0.0,0.0,0.0,0.42936379889242576,25.0,0.0,0.9210999873000879,1.0447748500019154,0.0,10,control
seed11,1,7.254901960784314,4,0,4.470588235294118,0.1691253125201812,6.0,0,0,0,2,0.6559205078787956,hot,2597,"mixed/no tooth/roams/shore [hot 62%, wood 0%, kills 42%, 18332 bodies]",8995.098039215687,6355.0,33.07790196078432,3.79e-14,0.49145098039215684,0.2400980392156863,0.6069211033565969,0.023293851777999336,0.19606070676858314,0.027244630067955806,0.027244630067955806,0.2842107819170713,0.8790010004094275,0.9538333333333333,0.9211901960784313,0.06953725490196079,24.778235294117646,0.5624843137254902,21.57549019607843,21.412352941176472,0.08749091901420138,0.34899642458181346,0.001519884121262953,3.0126543533457935e-07,0.4408850937477782,0.04416822420896735,0.018708884799712715,0.14572118727503003,3676.294117647059,1255.8039215686274,4063.0,263.01960784313724,1634.3725490196077,7097.705882352941,0.4,0.5,3e-05,0.0,3,0.422830016248573,0.4708800053343228,0,0.0,0,0.0,0.05537257941010951,0.0,0.0,0.0,0.3630031459596099,16.0,0.0,0.9629844346422478,1.037334032134688,0.0,11,control
seed12,0,7.764705882352941,6,0,4.235294117647059,0.135056452837831,4.75,0,0,0,1,0.6437764317637176,hot,2118,,7831.117647058823,5242.0,27.446862745098038,4.07e-14,0.4523137254901961,0.2897647058823529,0.60863897197297,0.014901730364462169,0.16897627118644068,0.03057920583836107,0.03057920583836107,0.3014026518350503,0.8919044738630908,0.9531862745098039,0.887264705882353,0.07459607843137255,24.992549019607843,0.5243176470588236,21.57549019607843,21.412352941176472,0.0894140621384742,0.34877581187199136,0.001460988208082587,0.0,0.42617954598419683,0.06650692070053872,0.019103491086494662,0.1379732421486958,3069.4117647058824,1462.9411764705883,3298.764705882353,252.86274509803923,1484.686274509804,6093.568627450981,0.4,0.5,3e-05,0.0,1,0.5172943609386459,0.46504697179596904,0,0.0,0,0.0,0.06840159991899145,0.0,0.0,0.0,0.3486785479216242,20.0,0.0,1.0016724409224997,1.0441765265280296,0.0,12,control
seed13,2,7.2745098039215685,5,1,3.7450980392156863,0.1632230032288497,5.75,0,0,1,0,0.43548541327265217,hot,995,"mixed/no tooth/stays/shore [hot 82%, wood 0%, kills 18%, 9887 bodies]; mixed/tooth/roams/land [hot 84%, wood 23%, kills 44%, 12284 bodies]",8757.254901960785,6020.0,24.095980392156864,2.65e-14,0.4428235294117647,0.39115686274509803,0.6078339204608397,0.016035254237288136,0.17306817325800378,0.028906893157332032,0.028906893157332032,0.2670640771754078,0.8793145262870096,0.9481666666666667,1.0650607843137254,0.07699019607843137,24.870980392156863,0.5778313725490196,21.57549019607843,21.412352941176472,0.1029787707013449,0.33791800900970104,0.0019415024602719177,0.0,0.45248557498972064,0.0515759069569893,0.021772785190473393,0.13430622139284376,3682.5686274509803,1783.450980392157,3291.235294117647,260.6470588235294,1445.137254901961,7051.470588235294,0.4,0.5,3e-05,0.0,1,0.7773393500632766,0.4658210783499889,0,0.0,0,0.0,0.17959313836218924,0.0,0.0,0.0,0.5626038081824101,31.0,0.0,0.8551452822464666,1.0579602493738627,0.0,13,control
seed14,0,7.607843137254902,4,0,3.5098039215686274,0.13065708394129777,4.0,0,0,0,2,0.6722795039375999,hot,2267,,8280.235294117647,4056.0,38.65592156862745,3.86e-14,0.4493921568627451,0.2553137254901961,0.6083208153317825,0.01736810900631439,0.17370820870721168,0.030631662073732732,0.030631662073732732,0.2723287926396276,0.8848672007565626,0.9528098039215687,0.9180882352941176,0.08691960784313725,24.7921568627451,0.5606588235294118,21.57549019607843,21.412352941176472,0.08990492015138928,0.3544943735504088,0.0020705213853341336,0.0,0.44716113874152114,0.05060607614331084,0.022214145898618344,0.12345374428080673,3240.8039215686276,1559.5882352941176,3479.843137254902,251.8235294117647,1456.4313725490197,6571.980392156863,0.4,0.5,3e-05,0.0,3,0.44886112314978155,0.46497831971232007,0,0.0,0,0.0,0.09060981345038407,0.0,0.0,0.0,0.40552534156547326,24.0,0.0,0.9633583565114715,1.051210938614842,0.0,14,control
seed9,1,7.705882352941177,5,1,4.647058823529412,0.12585765488991296,4.5,0,0,0,1,0.703891146871327,hot,3084,"mixed/tooth/roams/land [hot 83%, wood 17%, kills 48%, 17149 bodies]",9517.803921568628,7193.0,31.699411764705882,3.63e-14,0.5533921568627451,0.2676862745098039,0.606580790960452,0.02435076991248477,0.20349936856098372,0.027236798987326994,0.027236798987326994,0.25511197207377884,0.8834265420608591,0.9516509803921569,1.084192156862745,0.060856862745098037,25.177647058823528,0.5913941176470588,21.57549019607843,21.412352941176472,0.09093049425033786,0.3553034604815412,0.0012759031833335405,3.453988043674988e-07,0.46345058931944,0.054518783477779116,0.019695676021447884,0.10575524211765389,4354.568627450981,1220.4901960784314,3942.7450980392155,310.54901960784315,1608.1960784313726,7599.058823529412,0.4,0.5,3e-05,0.0,1,0.41067751335792546,0.49373416834601674,0,0.0,0,0.0,0.08379050544949163,0.7637334503693951,0.07622837622233178,0.0032695074352175535,0.4702582108112062,25.0,0.0,0.892613793784092,1.0306794741261185,0.0,9,edge
seed10,1,7.2745098039215685,5,1,4.098039215686274,0.15708679092265138,3.48,0,0,0,0,0.4551802356513989,hot,1603,"mixed/no tooth/stays/bottom [hot 60%, wood 0%, kills 18%, 9495 bodies]",7317.490196078431,5610.0,23.383764705882353,3.15e-14,0.443,0.2649019607843137,0.6087564860972637,0.016867991580813115,0.16646168162180128,0.032383972398168794,0.032383972398168794,0.2824430810544604,0.8938465620115371,0.9551019607843138,0.9056647058823529,0.0769,24.796274509803922,0.5142745098039215,21.57549019607843,21.412352941176472,0.09221771420839875,0.36227385749807084,0.0012858009342618792,0.0,0.4365845138630871,0.060237661995357274,0.019883709483297925,0.11973445622592498,2894.549019607843,1590.6274509803923,2832.3137254901962,220.31372549019608,1440.2549019607843,5656.921568627451,0.4,0.5,3e-05,0.0,1,0.6150525481603911,0.4593880049548164,0,0.0,0,0.0,0.06857250438081998,1.2974757787722118,0.13330773694210968,0.009632645663276231,0.41020405207745,30.0,0.0,0.9813828506166941,1.0540671746447363,0.0,10,edge
seed11,0,6.96078431372549,3,0,3.549019607843137,0.19769884942471236,6.0,0,0,0,1,0.6263689921959198,hot,1740,,8746.666666666666,5663.0,27.233588235294118,4.14e-14,0.4848627450980392,0.23154901960784313,0.6082281156530409,0.01990590007754514,0.1895270632546804,0.02839326494010736,0.02839326494010736,0.2938110412284254,0.8837439311177893,0.9542764705882353,0.8872549019607843,0.07631764705882353,24.750196078431372,0.534321568627451,21.57549019607843,21.412352941176472,0.08305627074522406,0.34783914831710605,0.0017009242429100965,0.0,0.44741395944897594,0.043129554339283616,0.01908118024508836,0.14083523340663595,3250.0392156862745,1769.2549019607843,3727.372549019608,251.15686274509804,1597.5882352941176,6897.921568627451,0.4,0.5,3e-05,0.0,3,0.3577187658716999,0.467437577847065,0,0.0,0,0.0,0.042209993885831805,0.5734422766939025,0.04854561675032606,0.0039243385199830725,0.3141126118614863,16.0,0.0,1.0212121801516363,1.051941930585398,0.0,11,edge
seed12,1,8,4,0,3.9607843137254903,0.1212548999836142,4.75,0,0,0,2,0.664393924414408,hot,2180,"mixed/no tooth/roams/shore [hot 69%, wood 0%, kills 41%, 8229 bodies]",7430.862745098039,5108.0,24.688490196078433,3.52e-14,0.48021568627450983,0.2643333333333333,0.6078328569846018,0.017892987703556,0.16489819430597097,0.0313537711378659,0.0313537711378659,0.2814598524422516,0.8999057933320931,0.9580529411764706,0.8855588235294117,0.07355686274509804,24.8421568627451,0.5065647058823529,21.57549019607843,21.412352941176472,0.09200377810755371,0.3617202541314508,0.0006156962960885468,0.0,0.4428139894381359,0.057935503668276295,0.020695116498911974,0.11621943996713646,3050.5882352941176,1485.0196078431372,2895.2549019607845,239.64705882352942,1362.1568627450981,5829.058823529412,0.4,0.5,3e-05,0.0,2,0.33860521608572597,0.4760667118580274,0,0.0,0,0.0,0.0420862901294478,0.7573011331409053,0.07837368173285515,0.003796677259557044,0.4088760603501519,25.0,0.0,0.9088741062531033,1.0387316388742975,0.0,12,edge
