step,lat,wood_class,cells,grown,grass,wood,temp,bodies,felt,over,under,fill,rain,seed,sprouted
1000,-60,0,5237,1202.3426,589.40,88.00,1.83,262,2.52,0.215,14.848,0.5008,28.032,0.00,0.0000
1000,-60,1,2495,1178.0470,449.43,644.03,0.93,296,0.37,0.101,16.332,0.9432,38.508,0.00,0.0000
1000,-60,2,2,1.7264,2.56,2.51,22.54,0,9.05,0.490,9.940,0.9826,61.702,0.00,0.0000
1000,-50,0,7092,1581.7853,628.46,95.54,15.06,430,11.86,2.200,10.184,0.3831,52.782,0.00,0.0000
1000,-50,1,1601,898.3040,275.52,498.83,14.14,275,10.58,1.967,10.966,0.7454,91.245,0.00,0.0000
1000,-50,2,5,2.8970,0.00,7.80,29.42,1,12.87,1.481,8.306,0.9488,86.788,0.00,0.0000
1000,-40,0,6338,1235.7630,569.00,63.05,26.41,375,21.32,6.386,6.819,0.3172,111.036,0.00,0.0000
1000,-40,1,1741,907.6367,205.51,635.55,23.27,303,19.29,5.709,7.777,0.6257,185.623,0.00,0.0000
1000,-40,2,2,1.2890,2.99,2.39,13.17,0,21.68,5.175,5.171,0.4576,120.834,0.00,0.0000
1000,-30,0,4324,1014.0772,390.80,88.18,33.46,298,27.92,10.260,5.138,0.3251,219.603,0.00,0.0000
1000,-30,1,3254,1524.8825,553.18,1520.40,29.60,486,27.20,10.103,5.560,0.4805,310.830,0.00,0.0000
1000,-30,2,599,245.8686,68.09,844.86,34.76,85,28.97,11.020,4.986,0.5966,435.377,0.00,0.0000
1000,-20,0,1820,431.5108,125.49,41.41,55.87,71,33.35,13.796,4.023,0.2970,341.886,0.00,0.0000
1000,-20,1,2521,1222.9692,405.65,1071.12,30.03,313,32.56,13.429,4.305,0.4403,492.341,0.00,0.0000
1000,-20,2,3878,1963.2929,525.51,11057.38,33.07,770,31.74,13.095,4.630,0.7286,739.804,0.00,0.0000
1000,-10,0,1808,401.6488,149.71,24.36,65.26,38,36.98,16.284,3.358,0.2791,453.839,0.00,0.0000
1000,-10,1,2073,988.7095,274.97,921.12,35.06,99,36.81,16.186,3.393,0.3882,669.096,0.00,0.0000
1000,-10,2,4343,2314.8146,674.44,15832.91,34.84,1055,34.16,14.829,4.250,0.7502,991.709,0.00,0.0000
1000,0,0,1824,385.8561,205.21,31.11,72.11,17,38.85,17.518,2.984,0.2175,429.498,0.00,0.0000
1000,0,1,1740,879.6493,346.22,841.91,40.70,36,38.58,17.318,3.014,0.3685,748.874,0.00,0.0000
1000,0,2,4803,2524.8741,678.16,15258.71,38.05,864,35.21,15.594,4.113,0.6876,1022.555,0.00,0.0000
1000,10,0,3014,846.8261,332.26,51.72,74.60,52,37.73,16.756,3.207,0.2426,419.276,0.00,0.0000
1000,10,1,2713,1682.7555,672.71,1335.95,44.77,178,37.15,16.386,3.345,0.4104,698.980,0.00,0.0000
1000,10,2,3718,2225.4473,671.21,9751.00,22.85,739,32.17,13.941,5.050,0.6878,820.046,0.00,0.0000
1000,20,0,3994,706.9676,245.99,62.11,62.26,159,32.28,13.502,4.650,0.1906,197.678,0.00,0.0000
1000,20,1,3278,1871.1991,530.11,1560.85,36.39,406,32.29,13.454,4.575,0.4621,499.613,0.00,0.0000
1000,20,2,1173,752.8182,223.49,2055.87,8.26,221,29.29,12.121,5.726,0.6682,583.073,0.00,0.0000
1000,30,0,6744,1286.1475,469.37,85.09,37.43,352,26.43,9.892,6.055,0.2481,156.504,0.00,0.0000
1000,30,1,2310,1446.0249,443.07,1004.22,42.41,403,29.31,11.117,4.844,0.5376,357.032,0.00,0.0000
1000,30,2,220,196.1870,97.63,242.93,71.00,49,26.62,9.556,5.569,0.7052,335.901,0.00,0.0000
1000,40,0,6695,1118.3648,545.23,63.83,28.38,239,19.87,6.114,7.799,0.2641,86.650,0.00,0.0000
1000,40,1,1252,779.8831,260.17,492.05,49.77,214,23.75,7.459,5.916,0.6896,224.322,0.00,0.0000
1000,40,2,223,180.3121,86.88,262.08,65.79,55,23.86,7.756,6.108,0.8089,275.454,0.00,0.0000
1000,50,0,5138,432.0409,292.61,13.84,19.39,36,11.20,2.312,10.936,0.1882,26.657,0.00,0.0000
1000,50,1,567,284.4604,107.47,138.70,53.69,60,17.61,4.010,7.475,0.8436,135.741,0.00,0.0000
1000,50,2,11,10.0367,5.71,13.68,35.34,2,19.14,4.263,6.382,0.9458,172.595,0.00,0.0000
1000,60,0,3853,72.7196,70.09,0.77,11.91,0,2.35,0.233,15.057,0.1138,5.121,0.00,0.0000
1000,60,1,2,1.3187,1.12,0.32,20.07,0,9.32,0.587,10.123,0.9626,63.711,0.00,0.0000
1000,70,0,4656,3.9048,4.98,0.16,8.42,0,-5.43,0.001,20.728,0.0813,0.899,0.00,0.0000
1000,80,0,3564,0.0236,0.45,0.06,4.84,0,-11.91,0.000,26.913,0.0684,0.200,0.00,0.0000
2000,-60,0,5295,58.6064,326.39,89.88,-15.57,12,-8.97,0.000,24.032,0.5271,9.971,0.00,0.0000
2000,-60,1,2437,32.7998,181.79,609.45,-19.23,10,-11.27,0.000,26.300,0.9589,11.700,0.00,0.0000
2000,-60,2,2,0.4705,1.51,2.43,-6.37,0,0.29,0.000,15.175,0.9955,29.038,0.00,0.0000
2000,-50,0,7119,315.6759,517.21,95.63,-9.01,36,1.00,0.124,15.923,0.4167,21.527,0.00,0.0000
2000,-50,1,1575,126.0320,142.83,487.35,-2.32,26,0.59,0.108,16.275,0.7846,34.525,0.00,0.0000
2000,-50,2,4,0.0022,0.00,6.64,-2.40,1,5.28,0.039,11.713,0.9537,43.806,0.00,0.0000
2000,-40,0,6341,552.0934,553.24,62.57,2.53,139,12.02,2.270,10.121,0.3732,56.161,0.00,0.0000
2000,-40,1,1738,198.4885,187.55,633.48,8.43,50,10.81,2.025,10.923,0.6895,84.957,0.00,0.0000
2000,-40,2,2,1.3909,2.32,2.36,-7.22,0,13.35,1.702,8.058,0.6994,123.154,0.00,0.0000
2000,-30,0,4325,526.1452,435.02,87.83,12.53,158,20.48,6.084,7.177,0.3975,130.428,0.00,0.0000
2000,-30,1,3248,645.5996,529.33,1519.45,19.54,190,20.56,6.308,7.380,0.5848,188.734,0.00,0.0000
2000,-30,2,604,101.9448,76.64,855.85,24.64,26,23.13,7.485,6.428,0.7661,291.371,0.00,0.0000
2000,-20,0,1822,242.7461,206.19,41.65,14.50,50,28.03,10.382,5.166,0.3601,243.855,0.00,0.0000
2000,-20,1,2515,590.9842,468.71,1073.31,22.64,147,27.62,10.312,5.438,0.5302,345.839,0.00,0.0000
2000,-20,2,3882,731.3936,562.88,11119.57,32.19,210,27.38,10.248,5.605,0.8377,507.170,0.00,0.0000
2000,-10,0,1809,314.6822,317.37,24.36,24.66,14,34.54,14.528,3.760,0.3146,388.075,0.00,0.0000
2000,-10,1,2069,610.5066,587.07,920.53,25.98,34,34.29,14.499,3.881,0.4454,571.740,0.00,0.0000
2000,-10,2,4346,828.7526,618.61,15879.68,40.53,295,32.26,13.425,4.589,0.8056,796.656,0.00,0.0000
2000,0,0,1825,323.7514,364.53,30.88,25.89,7,38.82,17.356,2.899,0.2201,435.169,0.00,0.0000
2000,0,1,1744,660.8617,672.09,844.52,30.14,15,38.52,17.282,3.001,0.3734,742.324,0.00,0.0000
2000,0,2,4798,909.3158,838.95,15265.91,44.58,249,35.94,15.900,3.877,0.6743,982.112,0.00,0.0000
2000,10,0,3018,423.7142,456.10,51.57,24.91,13,40.19,18.284,2.651,0.1967,456.697,0.00,0.0000
2000,10,1,2735,841.6160,818.08,1354.70,33.81,9,39.78,18.153,2.803,0.3476,780.989,0.00,0.0000
2000,10,2,3692,629.8812,499.80,9739.68,57.90,187,35.83,16.130,4.176,0.6060,886.767,0.00,0.0000
2000,20,0,3997,279.5298,300.78,61.93,30.00,42,37.77,16.883,3.354,0.1467,259.228,0.00,0.0000
2000,20,1,3278,654.2342,646.32,1555.60,49.18,22,38.29,17.244,3.245,0.3499,635.806,0.00,0.0000
2000,20,2,1170,200.2239,139.65,2059.36,66.05,60,35.24,15.639,4.219,0.5306,711.008,0.00,0.0000
2000,30,0,6747,631.3604,630.14,85.00,43.10,83,35.06,14.968,3.826,0.1900,255.760,0.00,0.0000
2000,30,1,2301,393.5026,337.91,995.48,42.29,40,37.24,16.027,3.027,0.3659,522.109,0.00,0.0000
2000,30,2,226,99.7274,71.62,250.65,19.24,5,35.14,14.587,3.405,0.5481,628.225,0.00,0.0000
2000,40,0,6690,741.3619,702.95,63.37,43.94,135,31.11,12.075,4.414,0.1967,165.607,0.00,0.0000
2000,40,1,1253,331.1271,264.36,495.32,28.54,73,33.94,13.298,3.231,0.5218,457.785,0.00,0.0000
2000,40,2,227,87.8964,79.69,269.99,16.88,17,33.30,13.140,3.566,0.6600,588.430,0.00,0.0000
2000,50,0,5132,514.4419,393.03,13.43,41.77,71,24.99,8.038,5.644,0.1461,61.269,0.00,0.0000
