step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1355,0.4443,9013.1,115,610,389,356,43,32,12,33337,39464,39154,0,0,0,0.912,0.859,0.659,509,306,189,0.1161,0.2963,0.4556,0.0896
2000,962,0.4179,6808.1,167,276,392,294,32,27,58,33063,35233,40527,0,0,0,0.932,0.857,0.923,241,282,242,0.1934,0.2123,0.5764,0.0662
3000,977,0.4197,7681.5,184,309,281,387,32,34,55,34064,35919,34527,0,0,0,0.893,0.932,0.868,248,249,275,0.1882,0.2159,0.5837,0.0598
4000,1006,0.4155,8168.0,185,452,304,250,39,61,37,30985,35062,33128,0,0,0,0.924,0.910,0.884,390,251,190,0.2333,0.1745,0.6183,0.0508
5000,1143,0.4226,8523.1,191,380,474,289,27,50,40,29508,30806,36847,0,0,0,0.883,0.933,0.933,285,394,259,0.2282,0.1897,0.6211,0.0511
6000,1150,0.4391,9379.4,191,430,311,409,19,17,34,31782,32045,31039,0,0,0,0.883,0.931,0.919,325,262,335,0.2032,0.1934,0.6063,0.0475
7000,1317,0.3872,9830.0,185,464,435,418,50,48,41,32528,33931,30297,0,0,0,0.946,0.923,0.889,409,369,328,0.2044,0.1990,0.6183,0.0505
8000,1415,0.3654,9158.6,170,534,543,338,52,62,53,32264,33492,36280,0,0,0,0.905,0.960,0.891,431,492,284,0.1832,0.2012,0.5842,0.0605
9000,1125,0.3333,7814.5,170,289,323,513,35,49,49,34713,34233,33371,0,0,0,0.945,0.897,0.936,257,257,448,0.2233,0.1820,0.5848,0.0594
10000,944,0.3390,6395.8,172,375,253,316,38,42,54,35108,34745,33143,0,0,0,0.942,0.873,0.910,328,183,259,0.2305,0.1738,0.6241,0.0524
11000,847,0.3932,6028.1,199,423,249,175,34,50,35,33744,35451,35393,0,0,0,0.934,0.873,0.885,361,185,133,0.2217,0.1563,0.6256,0.0516
12000,578,0.3651,4582.8,205,319,162,97,25,41,33,34156,36596,34682,0,0,0,0.917,0.862,0.901,259,106,73,0.2515,0.1461,0.6583,0.0490
13000,428,0.4860,3750.2,243,227,123,78,21,34,33,34712,37037,35346,0,0,0,0.942,0.868,0.824,197,87,44,0.1929,0.1943,0.6324,0.0494
14000,255,0.4157,2331.7,255,201,44,10,3,30,9,34043,37384,35577,0,0,0,0.934,0.947,0.886,164,40,6,0.1570,0.2402,0.6307,0.0443
15000,178,0.4326,1717.3,275,141,25,12,3,16,12,33764,37742,36272,0,0,0,0.972,0.957,0.922,133,21,9,0.1129,0.3234,0.6199,0.0452
16000,130,0.4231,1615.5,334,94,25,11,4,19,8,33462,37895,36697,0,0,0,0.919,0.988,0.746,75,23,6,0.1553,0.2702,0.6459,0.0453
17000,155,0.3742,2214.5,309,111,32,12,8,12,8,32300,37694,36054,0,0,0,0.965,0.971,0.766,102,31,6,0.2506,0.1602,0.6843,0.0450
18000,167,0.4551,2726.1,356,98,59,10,8,20,6,30849,35060,34938,0,0,0,0.882,0.847,0.741,80,42,5,0.2957,0.1611,0.7580,0.0390
19000,412,0.3422,4849.4,193,166,113,133,13,16,22,30239,33239,30916,0,0,0,0.954,0.960,0.825,154,102,85,0.2759,0.1206,0.7490,0.0371
20000,554,0.4278,5859.9,205,207,180,167,28,15,10,28255,32841,31420,0,0,0,0.943,0.898,0.856,179,143,122,0.2889,0.1207,0.7105,0.0378
