step,cause,age,size,n,worn
10000,hunger,0,0,13,0
10000,hunger,0,4,34,0
10000,hunger,0,8,25,0
10000,hunger,0,12,29,0
10000,hunger,0,16,968,1
10000,hunger,0,20,85,0
10000,hunger,0,24,968,0
10000,hunger,0,28,45,0
10000,hunger,0,32,61,0
10000,hunger,0,36,500,0
10000,hunger,0,40,25,0
10000,hunger,0,44,23,0
10000,hunger,0,48,343,1
10000,hunger,0,52,10,0
10000,hunger,0,56,3,0
10000,hunger,0,60,9,0
10000,hunger,0,64,104,0
10000,hunger,0,68,2,0
10000,hunger,0,72,1,0
10000,hunger,0,76,4,0
10000,hunger,0,80,63,0
10000,hunger,0,88,2,0
10000,hunger,0,92,4,0
10000,hunger,0,100,41,0
10000,hunger,0,120,15,0
10000,hunger,0,128,1,0
10000,hunger,0,136,1,0
10000,hunger,0,144,1,0
10000,hunger,0,168,3,0
10000,hunger,50,0,111,0
10000,hunger,50,4,138,1
10000,hunger,50,8,125,1
10000,hunger,50,12,200,0
10000,hunger,50,16,1926,3
10000,hunger,50,20,264,1
10000,hunger,50,24,1934,3
10000,hunger,50,28,130,0
10000,hunger,50,32,187,0
10000,hunger,50,36,1451,5
10000,hunger,50,40,52,1
10000,hunger,50,44,74,0
10000,hunger,50,48,926,5
10000,hunger,50,52,25,1
10000,hunger,50,56,28,1
10000,hunger,50,60,35,0
10000,hunger,50,64,369,3
10000,hunger,50,68,9,0
10000,hunger,50,72,10,1
10000,hunger,50,76,10,0
10000,hunger,50,80,228,3
10000,hunger,50,84,1,0
10000,hunger,50,88,1,0
10000,hunger,50,100,30,0
10000,hunger,50,108,1,0
10000,hunger,50,112,1,0
10000,hunger,50,120,2,0
10000,hunger,100,0,62,0
10000,hunger,100,4,83,0
10000,hunger,100,8,58,1
10000,hunger,100,12,74,0
10000,hunger,100,16,1289,6
10000,hunger,100,20,197,2
10000,hunger,100,24,1337,4
10000,hunger,100,28,109,1
10000,hunger,100,32,127,0
10000,hunger,100,36,1110,4
10000,hunger,100,40,35,0
10000,hunger,100,44,42,2
10000,hunger,100,48,637,7
10000,hunger,100,52,13,0
10000,hunger,100,56,12,0
10000,hunger,100,60,33,1
10000,hunger,100,64,241,2
10000,hunger,100,68,5,0
10000,hunger,100,72,9,0
10000,hunger,100,76,8,0
10000,hunger,100,80,170,5
10000,hunger,100,88,2,0
