step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1072,0.3340,8865.4,108,362,310,400,12,11,16,31576,37741,36649,0,0,0,0.940,0.848,0.766,322,221,223,0.1443,0.2449,0.5477,0.0732
2000,503,0.3638,6628.9,182,104,186,213,8,13,19,31456,34340,38287,0,0,0,0.848,0.855,0.919,78,141,180,0.2593,0.1487,0.6063,0.0570
3000,1095,0.3416,9880.0,161,340,307,448,30,30,45,33166,35718,33940,0,0,0,0.853,0.873,0.862,256,247,317,0.1675,0.2472,0.5630,0.0656
4000,1199,0.3244,7797.4,152,433,365,401,25,38,27,30537,35957,33348,0,0,0,0.933,0.897,0.868,373,289,300,0.2429,0.1794,0.6121,0.0555
5000,1574,0.3704,10645.9,171,573,660,341,34,30,29,31387,32369,35736,0,0,0,0.895,0.928,0.909,449,534,287,0.1846,0.2299,0.5566,0.0613
6000,1282,0.3331,9376.2,174,402,405,475,56,32,47,34048,34520,30885,0,0,0,0.939,0.923,0.931,342,326,394,0.1776,0.2279,0.5872,0.0587
7000,1501,0.3471,7771.7,149,560,426,515,67,50,56,32965,35144,30553,0,0,0,0.967,0.875,0.886,510,319,387,0.2401,0.1946,0.6368,0.0542
8000,1537,0.3559,7090.5,138,449,709,379,38,31,40,30995,34154,34977,0,0,0,0.918,0.916,0.831,368,594,268,0.2257,0.1621,0.5799,0.0534
9000,1243,0.3210,6962.4,145,363,350,530,40,30,41,32811,33658,30096,0,0,0,0.885,0.808,0.879,273,249,420,0.2487,0.1399,0.5898,0.0448
10000,824,0.4260,4584.7,199,360,235,229,40,31,36,34250,35392,30215,0,0,0,0.908,0.832,0.808,295,158,141,0.2954,0.1294,0.6429,0.0421
11000,896,0.3683,5569.2,187,445,279,172,43,38,22,32562,35053,32752,0,0,0,0.897,0.818,0.757,342,197,88,0.2424,0.1408,0.6302,0.0441
12000,694,0.3718,4312.4,182,324,152,218,17,32,38,33060,35167,32124,0,0,0,0.904,0.854,0.768,267,106,121,0.2921,0.1377,0.6406,0.0421
13000,468,0.4615,3570.8,266,262,122,84,19,25,29,34166,36646,33899,0,0,0,0.911,0.844,0.777,216,80,47,0.2117,0.2160,0.6329,0.0454
14000,202,0.4505,1529.0,341,151,41,10,10,18,2,33814,37290,34188,0,0,0,0.889,0.851,0.799,110,30,6,0.1848,0.2154,0.6815,0.0419
15000,240,0.4125,1437.3,190,169,56,15,8,18,8,34262,37680,34673,0,0,0,0.963,0.885,0.965,147,42,14,0.1227,0.3090,0.6497,0.0438
16000,86,0.3140,895.1,296,70,13,3,0,8,3,34152,37785,34944,0,0,0,0.960,0.931,0.353,60,12,1,0.1787,0.2197,0.6838,0.0426
17000,245,0.3633,1932.9,215,204,26,15,2,11,9,32389,36853,33410,0,0,0,0.770,0.761,0.766,124,12,4,0.2799,0.1358,0.7205,0.0394
18000,591,0.3706,3872.4,180,366,139,86,11,31,14,31807,34240,32156,0,0,0,0.851,0.864,0.853,274,95,59,0.2878,0.1424,0.7336,0.0401
19000,843,0.4365,5915.8,233,328,221,294,30,33,38,32327,34817,30423,0,0,0,0.918,0.849,0.829,288,175,196,0.2399,0.1528,0.6815,0.0414
20000,933,0.4062,7857.1,227,463,212,258,43,47,19,30111,35310,30468,0,0,0,0.939,0.869,0.835,401,157,167,0.2742,0.1270,0.6518,0.0431
