step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
7000,10,27,18.4,0.0,0.3,0.0,16.1,0.0,1.00,8.5,6,127,8.65,2.59,7,20,0,0.0,1.00,1.00,1.00,3.81,6.26,3.56,29.0,1.134,0.542,7.04
9000,21,72,34.5,0.2,5.5,0.0,15.9,0.0,1.12,3.2,60,147,12.38,3.60,0,24,48,0.0,1.11,1.09,1.18,3.93,4.71,4.85,42.8,1.577,0.793,5.58
10000,21,16,36.4,0.0,7.9,0.0,15.4,0.0,1.00,2.0,15,93,7.53,8.69,0,9,7,0.0,1.00,1.00,1.00,3.88,4.88,5.25,38.2,1.563,0.726,5.56
11000,33,345,39.4,0.1,10.8,0.0,9.2,0.0,1.01,2.0,254,183,10.89,12.22,125,110,110,0.0,1.00,1.02,1.01,3.56,4.63,4.74,31.0,1.959,0.848,5.19
12000,33,194,39.5,0.1,11.5,0.0,8.2,0.0,1.04,2.5,149,164,8.00,12.53,135,39,20,0.0,1.05,1.00,1.04,3.50,4.54,4.70,19.2,1.985,0.934,5.24
13000,33,258,45.2,0.2,12.6,0.0,9.6,0.0,1.06,1.9,192,251,12.57,17.39,136,73,49,0.1,1.10,1.01,1.07,3.80,4.91,4.92,24.5,1.992,0.933,5.40
14000,33,232,48.0,0.2,11.6,0.0,12.1,0.0,1.06,2.1,191,235,13.85,12.57,185,38,9,0.1,1.08,1.06,1.05,3.95,4.95,5.13,21.8,1.995,0.947,5.56
15000,33,173,57.9,0.1,10.5,0.0,18.2,0.0,1.05,1.6,141,262,20.84,11.23,137,24,12,0.0,1.06,1.00,1.06,4.60,5.43,5.50,16.2,1.990,0.932,5.87
16000,33,77,39.0,0.0,8.4,0.0,11.2,0.0,1.00,2.1,59,379,22.54,9.45,55,13,9,0.0,1.00,1.00,1.00,3.60,4.61,4.44,19.4,1.992,0.950,5.05
17000,33,58,53.8,1.0,12.0,0.5,12.7,0.0,1.25,1.9,44,374,25.23,12.46,39,12,7,0.5,1.30,1.20,1.26,4.33,5.12,5.36,24.3,1.995,0.951,5.71
18000,33,27,44.4,0.3,5.7,0.0,16.0,0.0,1.10,3.1,25,452,35.79,8.64,18,8,1,0.2,1.13,1.01,1.12,3.70,4.67,5.04,25.0,1.994,0.932,5.63
20000,77,279,74.5,0.6,17.1,0.4,18.7,0.0,1.17,2.2,214,233,16.52,22.29,159,71,49,0.1,1.23,1.11,1.17,5.45,6.22,6.34,25.8,1.999,0.900,6.84
