step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
10000,2906,1.354,0.013,12.32,389163,381277,932,15,5561,38148,1742750.4,3077.5,0.750,0.045,0.034,0.088,0.083,318,9.57,7.13,0.33,2.03,0.36,2.54,0.38,1.92,8.50,5.41,0.01,0.17,0.015,0.086,756,0.058,0.625,0.006,0.002,0.368,378907,346258,8,0.409,0.109,0.107,3534690,0.066,0.070,0.000,162.90,173316,123,0.081,0.667,0.002,2907823,1.08,15.18,0.002,0.031,0.005,3,8,17,64,1121,28,0.42,0.0071,0.010,44
20000,3120,1.317,0.015,11.66,429763,419631,1860,18,8040,14177,1602222.4,1626.1,0.840,0.023,0.014,0.064,0.059,245,7.94,6.06,0.15,1.33,0.22,1.44,0.25,2.09,7.32,4.74,0.01,0.13,0.011,0.069,604,0.087,0.685,0.003,0.000,0.311,424081,398484,8,0.513,0.206,0.052,2285001,0.028,0.069,0.000,163.31,203587,284,0.115,0.778,0.000,1534271,1.04,17.40,0.001,0.018,0.003,3,6,13,64,1357,29,0.00,0.0070,0.023,54
30000,2750,1.399,0.021,11.46,417636,407419,1689,666,8232,99818,1611770.6,8941.3,0.824,0.028,0.019,0.069,0.060,300,10.68,10.79,0.84,5.29,0.17,1.43,0.41,2.40,9.26,8.04,0.03,0.31,0.006,0.046,782,0.054,0.697,0.014,0.002,0.287,411323,386247,13,0.219,0.401,0.076,1994225,0.043,0.160,0.000,163.27,181052,231,0.090,0.336,0.008,1876886,1.23,15.82,0.007,0.129,0.014,3,7,20,64,1252,24,0.05,0.0063,0.013,81
40000,2803,1.414,0.023,12.49,370852,359820,1195,1082,8702,236250,1610047.1,17638.1,0.768,0.045,0.032,0.082,0.073,341,9.90,7.48,0.17,1.55,0.24,1.52,0.48,2.36,9.02,6.00,0.00,0.00,0.014,0.081,657,0.042,0.726,0.002,0.000,0.272,363588,336307,11,0.218,0.116,0.082,2245045,0.031,0.139,0.000,163.23,155084,244,0.075,0.538,0.000,3083329,1.04,15.98,0.001,0.017,0.000,4,7,18,64,1324,24,0.08,0.0064,0.008,87
50000,2946,1.358,0.020,12.87,379642,370605,1291,3,7600,2678,1600489.6,278.7,0.735,0.069,0.051,0.077,0.069,270,9.32,7.08,0.09,1.13,0.07,0.83,0.47,2.45,8.68,6.23,0.00,0.00,0.005,0.044,557,0.078,0.723,0.001,0.000,0.276,371608,341517,14,0.198,0.310,0.109,3118208,0.024,0.078,0.000,163.29,178547,17,0.104,1.000,0.000,2180448,1.03,16.51,0.001,0.001,0.000,3,7,18,64,1417,23,0.02,0.0063,0.006,83
60000,2898,1.372,0.022,11.83,395597,385671,1335,13,8626,2497,1600474.1,364.8,0.767,0.058,0.041,0.071,0.063,296,9.36,7.73,0.09,0.99,0.13,1.05,0.15,1.17,8.99,7.38,0.00,0.02,0.009,0.066,591,0.061,0.714,0.000,0.000,0.286,388284,360154,20,0.202,0.076,0.042,2204098,0.025,0.147,0.000,163.30,180652,439,0.146,0.231,0.000,1546184,1.04,16.23,0.000,0.001,0.000,4,7,19,56,1406,31,0.01,0.0061,0.007,80
70000,2944,1.365,0.022,12.07,384289,373707,1672,0,8864,1462,1586901.4,135.4,0.755,0.074,0.054,0.063,0.055,312,8.92,7.27,0.08,1.21,0.32,2.10,0.25,1.67,8.27,6.27,0.01,0.19,0.016,0.091,606,0.100,0.707,0.001,0.000,0.292,376462,350516,21,0.198,0.031,0.059,1554721,0.024,0.103,0.000,163.30,167395,0,0.093,0.000,0.000,1525747,1.02,16.53,0.001,0.000,0.002,3,7,19,64,1394,25,0.01,0.0065,0.015,46
80000,2913,1.372,0.023,11.74,385886,373385,1711,5,10816,2241,1588220.8,196.4,0.756,0.074,0.056,0.061,0.053,357,9.38,8.65,0.12,1.37,0.35,2.57,0.30,1.90,8.62,7.56,0.01,0.17,0.017,0.088,622,0.060,0.709,0.001,0.000,0.290,377914,351909,21,0.203,0.017,0.061,2111459,0.029,0.134,0.000,163.29,155789,20,0.088,1.000,0.000,1718647,1.04,16.45,0.006,0.003,0.002,3,7,18,64,1422,21,0.03,0.0063,0.001,61
90000,2870,1.384,0.029,11.24,379316,367192,1646,31,10490,3066,1589265.6,333.0,0.739,0.080,0.062,0.062,0.057,349,9.40,7.78,0.05,0.66,0.14,1.57,0.57,2.40,8.63,6.79,0.00,0.07,0.008,0.061,643,0.072,0.721,0.000,0.000,0.279,371321,346545,16,0.202,0.120,0.118,2637348,0.029,0.184,0.000,163.29,156784,318,0.109,0.677,0.000,1579584,1.02,16.59,0.001,0.001,0.001,3,7,19,64,1407,22,0.03,0.0064,0.002,74
100000,2756,1.421,0.022,11.30,371657,360897,1438,4,9432,2370,1605861.9,205.2,0.714,0.086,0.071,0.069,0.061,354,10.78,9.94,0.14,1.24,0.09,1.13,0.86,3.19,9.69,8.81,0.00,0.04,0.005,0.053,659,0.074,0.709,0.001,0.000,0.290,363064,338068,15,0.176,0.051,0.143,2497288,0.033,0.089,0.000,163.30,154115,518,0.087,0.750,0.000,1958912,1.05,16.01,0.005,0.008,0.001,4,7,22,64,1367,21,0.01,0.0060,0.005,80
