step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone
10000,25,49,5.3,0.0,0.1,0.0,5.3,0.0,1.00,22.4,11,527,35.15,0.00,49,0,0
10000,14,34,18.3,0.0,0.8,1.6,15.9,0.0,1.00,7.7,20,299,75.89,0.00,0,34,0
10000,34,31,6.1,0.0,0.0,0.0,6.1,0.0,1.00,17.7,8,498,30.62,0.00,30,0,1
10000,41,16,9.8,0.0,0.0,3.0,6.8,0.0,1.00,12.8,7,934,81.83,0.00,16,0,0
10000,4,6,8.0,0.0,0.2,0.0,7.8,0.0,1.00,18.7,3,475,48.45,0.00,0,6,0
11000,1,1204,12.5,1.0,0.2,0.5,10.9,0.0,1.22,12.2,382,221,35.69,0.01,105,1088,11
11000,12,1146,6.7,0.1,0.0,0.3,6.2,0.0,1.05,18.0,318,711,57.53,0.00,1146,0,0
11000,40,145,7.5,0.0,0.0,0.1,7.5,0.0,1.00,15.9,31,210,14.99,0.00,119,21,5
11000,25,59,5.7,0.0,0.1,0.1,5.6,0.0,1.00,22.1,16,722,48.19,0.00,59,0,0
11000,14,44,12.6,0.0,0.4,1.0,11.1,0.0,1.00,9.7,21,257,54.41,0.00,0,44,0
11000,47,39,8.5,0.2,0.8,0.0,7.5,0.1,1.03,16.7,17,132,9.27,0.00,31,2,6
11000,34,30,6.3,0.0,0.0,0.3,6.0,0.0,1.00,17.7,8,424,27.10,0.00,29,0,1
11000,41,23,11.6,0.0,0.6,2.7,8.3,0.0,1.00,13.0,16,766,74.60,0.00,23,0,0
11000,4,9,9.1,0.0,1.6,0.0,7.6,0.0,1.00,18.4,3,452,57.10,0.00,0,9,0
12000,12,1167,6.4,0.1,0.0,0.3,6.0,0.0,1.05,18.4,288,869,68.63,0.00,1165,1,1
12000,1,1154,13.1,0.6,0.7,0.4,11.4,0.0,1.13,12.5,313,229,37.12,0.00,83,1058,13
12000,40,116,8.3,0.0,0.0,0.1,8.2,0.0,1.00,15.4,32,183,12.16,0.00,86,18,12
12000,53,94,8.2,0.3,0.1,0.4,7.4,0.0,1.06,16.4,25,259,18.15,0.00,79,6,9
12000,34,80,7.0,0.0,0.0,0.0,7.0,0.0,1.00,16.6,17,202,13.92,0.00,76,0,4
12000,54,67,17.8,0.1,0.6,0.1,16.9,0.0,1.02,9.6,37,304,73.39,0.00,0,67,0
12000,14,52,10.5,0.0,0.1,0.7,9.7,0.0,1.00,13.0,32,265,38.51,0.00,0,52,0
12000,47,44,5.9,0.0,0.0,0.0,5.9,0.0,1.00,18.7,12,208,13.92,0.00,41,1,2
12000,25,13,4.2,0.0,0.0,0.0,4.2,0.0,1.00,23.7,4,1402,84.21,0.00,13,0,0
12000,41,11,10.8,0.0,0.0,3.2,7.6,0.0,1.00,11.6,10,940,92.74,0.00,11,0,0
12000,4,7,10.7,0.0,2.0,0.0,8.7,0.0,1.00,17.1,2,601,118.69,0.00,0,7,0
13000,1,1199,10.4,0.2,0.4,0.3,9.5,0.0,1.06,14.7,323,214,27.80,0.00,133,1043,23
13000,12,1063,6.3,0.0,0.0,0.3,5.9,0.0,1.02,18.7,241,689,51.36,0.00,1061,0,2
13000,40,204,10.5,0.0,0.2,0.8,9.5,0.0,1.00,14.6,69,166,14.15,0.00,90,102,12
13000,53,77,8.9,0.0,0.0,0.1,8.7,0.0,1.00,14.6,22,240,17.22,0.00,58,12,7
13000,34,72,6.5,0.0,0.0,0.1,6.4,0.0,1.00,17.5,17,335,21.48,0.00,68,0,4
13000,14,20,8.8,0.0,0.1,0.6,8.1,0.0,1.00,14.2,15,359,52.57,0.00,0,20,0
13000,47,17,10.6,0.0,0.7,0.0,9.9,0.0,1.00,10.8,5,112,10.34,0.00,15,0,2
13000,25,15,4.1,0.0,0.0,0.0,4.1,0.0,1.00,23.9,2,1377,78.66,0.00,14,0,1
13000,41,8,8.0,0.0,0.1,4.0,3.9,0.0,1.00,15.0,6,1184,101.72,0.00,8,0,0
14000,1,1033,12.6,0.3,0.4,0.3,11.5,0.0,1.07,13.5,355,261,34.67,0.04,104,920,9
14000,12,1011,6.4,0.1,0.0,0.2,6.1,0.0,1.02,18.6,246,774,60.74,0.00,1009,0,2
14000,40,213,10.4,0.1,0.2,0.3,9.9,0.0,1.02,14.5,77,169,16.09,0.00,118,89,6
14000,53,93,8.9,0.1,0.2,0.1,8.5,0.0,1.01,14.6,21,272,18.98,0.00,82,4,7
14000,34,78,5.8,0.0,0.0,0.1,5.7,0.0,1.00,18.7,18,404,24.02,0.00,77,0,1
14000,16,23,6.5,0.0,0.0,0.0,6.5,0.0,1.00,21.4,5,483,30.87,0.00,23,0,0
14000,25,22,5.3,0.0,0.0,0.0,5.3,0.0,1.00,22.5,5,860,49.95,0.00,22,0,0
14000,47,12,11.9,0.0,1.3,0.0,10.6,0.0,1.00,10.3,5,126,12.07,0.00,9,0,3
15000,12,1249,7.8,0.1,0.1,0.2,7.4,0.0,1.03,17.6,317,686,56.12,0.00,991,255,3
15000,1,1236,10.3,0.2,0.3,0.4,9.4,0.0,1.07,15.0,337,284,36.34,0.01,212,1014,10
15000,40,142,8.1,0.0,0.0,0.0,8.0,0.0,1.01,15.6,35,258,17.23,0.00,114,15,13
15000,25,82,5.6,0.0,0.1,0.0,5.6,0.0,1.00,22.4,19,551,34.73,0.00,82,0,0
15000,53,73,8.0,0.1,0.1,0.2,7.7,0.0,1.02,16.1,19,296,19.65,0.00,65,2,6
15000,34,50,6.2,0.0,0.2,0.0,6.0,0.0,1.00,18.2,16,572,33.41,0.00,50,0,0
15000,16,42,9.8,0.0,0.0,0.0,9.8,0.0,1.00,19.3,14,453,29.88,0.00,39,3,0
15000,41,5,7.6,0.0,0.0,5.0,2.6,0.0,1.00,15.2,3,1032,71.47,0.00,5,0,0
16000,1,1310,10.5,0.5,0.2,0.4,9.3,0.0,1.14,14.9,326,267,31.78,0.00,357,941,12
16000,12,777,5.2,0.0,0.0,0.2,4.9,0.0,1.02,20.4,149,815,53.86,0.00,776,0,1
16000,40,195,7.9,0.0,0.1,0.7,7.1,0.0,1.00,17.3,46,194,19.33,0.00,45,143,7
16000,25,103,6.6,0.0,0.0,0.0,6.5,0.0,1.00,21.6,29,405,26.85,0.00,101,0,2
16000,53,73,8.3,0.1,0.2,0.5,7.5,0.0,1.02,15.7,21,353,23.58,0.00,69,3,1
16000,14,67,17.4,0.0,0.2,4.1,13.1,0.0,1.00,3.8,38,137,25.19,0.00,0,67,0
16000,34,56,7.6,0.0,0.0,0.0,7.5,0.0,1.01,16.1,16,441,29.26,0.00,53,0,3
16000,16,46,6.5,0.0,0.0,0.0,6.5,0.0,1.00,21.0,15,653,44.00,0.00,46,0,0
17000,1,1597,9.8,0.2,0.6,0.3,8.7,0.0,1.05,15.6,419,298,30.11,0.01,409,1172,16
17000,12,833,5.2,0.0,0.0,0.1,5.0,0.0,1.01,20.3,158,756,48.71,0.00,827,3,3
17000,40,131,6.4,0.0,0.1,0.4,5.8,0.0,1.00,19.4,30,349,34.22,0.00,12,117,2
17000,53,48,8.5,0.1,0.0,0.1,8.2,0.0,1.05,15.1,17,344,22.78,0.00,41,2,5
17000,16,44,6.9,0.0,0.0,0.0,6.8,0.0,1.00,20.8,16,609,40.55,0.00,44,0,0
17000,34,41,8.3,0.0,0.6,0.1,7.6,0.0,1.00,14.9,14,319,21.68,0.00,38,0,3
17000,25,29,5.7,0.0,0.0,0.1,5.6,0.0,1.00,21.7,10,675,45.34,0.00,29,0,0
18000,1,1576,9.9,0.2,0.5,0.5,8.7,0.0,1.06,15.5,415,415,45.30,0.00,361,1201,14
18000,12,882,5.1,0.0,0.0,0.2,4.9,0.0,1.01,20.4,161,794,51.12,0.00,870,6,6
18000,40,86,7.2,0.0,0.5,0.8,5.9,0.0,1.00,18.7,23,632,61.26,0.00,6,78,2
18000,25,82,5.0,0.0,0.1,0.0,4.9,0.0,1.00,22.6,20,515,31.94,0.00,82,0,0
18000,53,52,8.6,0.0,0.1,0.4,8.1,0.0,1.02,14.7,18,390,24.51,0.00,46,2,4
18000,16,51,7.5,0.0,0.1,0.0,7.4,0.0,1.00,20.4,16,605,40.50,0.00,49,0,2
18000,34,42,6.4,0.0,0.3,0.0,6.2,0.0,1.00,17.5,14,571,36.78,0.00,42,0,0
18000,82,28,3.2,0.0,0.0,0.0,3.2,0.0,1.00,23.5,5,1049,51.95,0.00,28,0,0
19000,1,1563,10.1,0.3,0.4,0.4,9.0,0.0,1.06,15.9,453,303,33.32,0.00,293,1244,26
19000,12,880,5.4,0.0,0.0,0.2,5.2,0.0,1.01,19.9,180,702,46.78,0.00,876,0,4
19000,40,67,8.2,0.0,0.2,1.0,7.0,0.0,1.00,17.9,27,497,55.77,0.00,6,58,3
19000,25,56,5.3,0.0,0.0,0.0,5.3,0.0,1.00,22.4,14,854,53.59,0.00,56,0,0
19000,34,43,7.4,0.0,0.3,0.0,7.0,0.0,1.01,16.0,13,410,27.84,0.00,41,0,2
19000,53,33,10.1,0.0,0.1,0.2,9.8,0.0,1.01,13.2,13,322,21.02,0.00,27,2,4
19000,16,30,7.2,0.0,0.0,0.0,7.2,0.0,1.00,20.2,8,880,59.88,0.00,30,0,0
20000,1,1596,9.3,0.3,0.3,0.3,8.5,0.0,1.08,15.9,350,263,28.95,0.00,289,1274,33
20000,12,443,6.2,0.0,0.0,0.4,5.8,0.0,1.01,18.6,120,777,57.81,0.00,442,0,1
20000,90,140,7.8,0.0,0.0,0.3,7.4,0.0,1.00,16.1,36,273,18.86,0.00,118,14,8
20000,25,95,5.3,0.0,0.0,0.0,5.3,0.0,1.00,22.2,23,690,44.08,0.00,95,0,0
20000,53,75,8.9,0.0,0.1,0.2,8.6,0.0,1.00,13.9,23,337,23.29,0.00,65,5,5
20000,34,73,7.4,0.0,0.4,0.3,6.7,0.0,1.00,16.4,16,441,28.31,0.00,73,0,0
20000,16,23,6.3,0.0,0.0,0.0,6.3,0.0,1.00,21.0,9,524,31.81,0.00,21,0,2
20000,40,8,6.0,0.0,0.0,0.0,6.0,0.0,1.00,20.0,3,105,8.30,0.00,0,7,1
21000,1,1481,10.2,0.3,0.6,0.2,9.0,0.0,1.08,15.4,381,310,38.52,0.00,305,1156,20
21000,12,513,6.2,0.0,0.0,0.2,6.0,0.0,1.00,18.7,142,707,54.47,0.00,511,0,2
21000,90,149,8.2,0.0,0.3,0.3,7.6,0.0,1.00,15.8,36,162,12.85,0.00,125,10,14
21000,53,68,9.6,0.0,0.0,0.1,9.4,0.0,1.01,13.2,19,282,20.19,0.00,49,10,9
21000,34,31,7.5,0.0,0.7,0.3,6.5,0.0,1.01,15.4,8,851,54.63,0.00,30,0,1
21000,25,25,7.1,0.0,1.1,0.6,5.4,0.0,1.00,21.9,8,920,55.21,0.00,25,0,0
21000,16,23,7.3,0.0,0.0,0.0,7.2,0.0,1.00,20.3,11,472,30.38,0.00,21,0,2
21000,40,17,7.1,0.0,0.0,0.3,6.8,0.0,1.00,18.2,6,279,29.05,0.00,1,15,1
22000,1,1447,10.9,0.4,0.3,0.1,10.0,0.0,1.10,13.7,374,243,27.60,0.00,310,1052,85
22000,12,704,5.6,0.1,0.0,0.2,5.4,0.0,1.02,19.7,148,768,56.00,0.00,701,0,3
22000,90,238,8.3,0.0,0.1,0.2,8.0,0.0,1.00,15.6,51,220,15.90,0.00,156,55,27
22000,53,69,9.8,0.1,0.2,0.2,9.3,0.0,1.02,12.4,21,270,20.87,0.03,52,12,5
22000,25,58,6.0,0.0,0.1,0.0,5.9,0.0,1.00,21.6,14,568,37.29,0.00,56,0,2
22000,34,50,6.9,0.0,0.6,0.0,6.3,0.0,1.00,16.2,13,432,26.87,0.00,46,0,4
22000,16,31,6.8,0.0,0.0,0.0,6.8,0.0,1.00,20.5,10,407,27.31,0.00,29,0,2
22000,40,17,7.6,0.0,0.1,0.2,7.2,0.0,1.00,18.0,5,356,41.92,0.00,0,14,3
22000,105,5,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,665,43.95,0.00,5,0,0
23000,1,1514,10.5,0.3,0.4,0.5,9.3,0.0,1.07,14.3,474,298,34.55,0.00,394,1103,17
23000,12,244,5.7,0.0,0.0,0.1,5.5,0.0,1.01,19.4,76,781,57.58,0.00,243,0,1
23000,90,227,9.4,0.0,0.5,0.3,8.5,0.0,1.01,14.2,63,177,13.52,0.00,165,40,22
23000,53,103,10.1,0.0,0.1,0.4,9.6,0.0,1.00,12.1,27,287,21.32,0.00,85,4,14
23000,25,41,6.1,0.0,0.2,0.0,5.9,0.0,1.00,21.3,11,573,38.02,0.00,38,0,3
23000,16,37,7.0,0.0,0.0,0.0,7.0,0.0,1.00,20.4,12,297,21.19,0.00,37,0,0
23000,34,29,7.3,0.0,1.0,0.0,6.3,0.0,1.00,15.7,8,633,41.19,0.00,29,0,0
23000,107,28,5.6,0.0,0.1,0.0,5.5,0.0,1.00,20.0,11,1068,70.80,0.00,28,0,0
23000,76,22,4.8,0.0,0.1,0.0,4.7,0.0,1.00,21.8,8,928,61.23,0.00,22,0,0
23000,40,20,12.6,0.0,0.0,0.8,11.9,0.0,1.00,15.2,9,396,48.69,0.00,0,20,0
23000,109,5,7.0,0.0,0.0,0.0,7.0,0.0,1.00,16.8,2,1625,135.12,0.00,5,0,0
24000,1,1465,11.4,0.3,0.3,0.5,10.3,0.0,1.06,13.4,453,377,48.43,0.00,387,1062,16
24000,12,286,5.6,0.0,0.0,0.2,5.3,0.0,1.00,19.7,76,778,55.90,0.00,286,0,0
24000,90,230,8.7,0.0,0.1,0.3,8.4,0.0,1.00,15.0,52,170,14.20,0.00,170,40,20
24000,53,105,9.7,0.0,0.1,0.3,9.3,0.0,1.00,13.2,28,262,19.17,0.00,93,0,12
24000,115,76,5.2,0.0,0.1,0.0,5.1,0.0,1.00,20.6,22,979,64.64,0.00,76,0,0
24000,16,61,8.2,0.0,0.0,0.0,8.2,0.0,1.00,19.6,20,274,19.77,0.00,55,0,6
24000,116,60,29.0,1.1,1.2,0.2,26.5,0.0,1.17,3.1,30,232,98.38,0.01,0,59,1
24000,107,30,4.7,0.0,0.0,0.0,4.7,0.0,1.00,21.3,12,835,55.12,0.00,30,0,0
24000,40,27,8.4,0.0,0.7,0.3,7.4,0.0,1.00,17.3,7,226,26.66,0.00,0,26,1
24000,25,20,5.6,0.0,0.1,0.0,5.6,0.0,1.00,21.8,7,997,65.86,0.00,20,0,0
24000,76,11,4.2,0.0,0.0,0.0,4.2,0.0,1.00,21.8,3,1038,65.85,0.00,11,0,0
24000,34,10,6.7,0.0,0.9,0.4,5.4,0.0,1.00,17.0,6,992,63.15,0.00,9,0,1
25000,1,1615,11.5,0.3,0.3,0.5,10.4,0.0,1.08,13.4,449,321,39.80,0.00,403,1178,34
25000,12,198,5.5,0.0,0.0,0.2,5.3,0.0,1.00,19.7,59,750,54.55,0.00,198,0,0
25000,90,158,7.4,0.0,0.0,0.0,7.4,0.0,1.00,16.3,38,210,15.44,0.00,139,9,10
25000,53,143,10.4,0.0,0.4,0.5,9.5,0.0,1.00,12.6,45,316,23.95,0.00,99,17,27
25000,115,54,5.6,0.0,0.0,0.5,5.1,0.0,1.00,20.3,18,1115,72.82,0.00,53,0,1
25000,40,47,11.9,0.0,3.2,1.1,7.6,0.0,1.00,15.1,17,172,20.49,0.00,0,46,1
25000,34,30,5.7,0.0,0.4,0.0,5.3,0.0,1.00,18.7,7,361,21.40,0.00,30,0,0
25000,16,24,7.6,0.0,0.0,0.1,7.5,0.0,1.00,19.9,12,553,42.93,0.00,20,0,4
25000,107,19,4.5,0.0,0.0,0.0,4.5,0.0,1.00,21.3,8,1049,64.64,0.00,19,0,0
25000,25,11,5.1,0.0,0.0,0.0,5.1,0.0,1.00,22.0,2,1162,73.59,0.00,11,0,0
25000,76,10,6.1,0.8,0.7,0.0,4.6,0.0,1.27,19.0,6,295,20.64,0.00,10,0,0
25000,127,10,7.8,0.0,0.0,0.9,6.9,0.0,1.00,16.2,6,152,12.17,0.00,10,0,0
26000,1,1626,11.2,0.2,0.2,0.5,10.2,0.0,1.05,13.4,399,293,38.29,0.00,377,1222,27
26000,90,190,8.2,0.0,0.3,0.3,7.6,0.0,1.00,15.3,47,214,15.44,0.00,154,21,15
26000,53,156,8.4,0.0,0.1,0.2,8.1,0.0,1.01,15.2,37,254,17.81,0.00,126,13,17
26000,12,141,6.5,0.0,0.0,0.1,6.4,0.0,1.00,18.6,54,923,68.42,0.00,141,0,0
26000,34,59,8.0,0.0,1.2,0.0,6.9,0.0,1.00,15.0,15,401,26.73,0.00,56,0,3
26000,115,40,4.8,0.0,0.0,0.0,4.8,0.0,1.00,21.4,14,1013,69.97,0.00,40,0,0
26000,107,35,4.1,0.0,0.0,0.0,4.1,0.0,1.00,22.0,8,830,48.05,0.00,35,0,0
26000,25,19,5.1,0.0,0.0,0.0,5.1,0.0,1.00,22.2,4,435,26.91,0.00,19,0,0
26000,16,15,7.1,0.0,0.0,0.0,7.1,0.0,1.00,19.7,6,453,32.53,0.00,14,0,1
26000,76,7,5.9,0.0,0.0,0.0,5.9,0.0,1.00,18.6,6,472,43.25,0.00,7,0,0
26000,109,6,7.7,0.0,0.0,0.0,7.7,0.0,1.00,15.3,4,556,36.95,0.00,6,0,0
27000,1,1576,12.4,0.5,0.2,0.4,11.2,0.0,1.09,12.4,426,348,45.46,0.00,360,1198,18
27000,134,522,5.5,0.1,0.0,0.0,5.4,0.0,1.05,19.7,124,658,47.96,0.00,522,0,0
27000,12,176,6.5,0.1,0.1,0.2,6.2,0.0,1.02,18.9,61,971,69.13,0.00,176,0,0
27000,90,164,8.1,0.0,0.2,0.0,8.0,0.0,1.00,14.8,34,212,14.68,0.00,137,9,18
27000,53,119,8.8,0.1,0.2,0.2,8.3,0.1,1.02,15.0,26,358,23.69,0.00,102,1,16
27000,34,51,7.3,0.0,1.0,0.0,6.3,0.0,1.00,16.0,11,743,49.45,0.00,51,0,0
27000,16,48,9.3,0.0,0.0,0.1,9.2,0.0,1.00,18.7,22,242,17.84,0.00,45,0,3
27000,107,43,4.8,0.0,0.0,0.0,4.8,0.0,1.00,21.2,13,654,35.20,0.00,43,0,0
27000,115,21,4.2,0.0,0.0,0.0,4.2,0.0,1.00,22.2,6,1587,99.98,0.00,21,0,0
27000,135,21,4.2,0.2,0.0,0.0,4.0,0.0,1.10,21.7,3,1064,66.42,0.00,21,0,0
27000,25,16,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.2,6,894,57.81,0.00,15,0,1
27000,109,8,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.5,5,924,64.78,0.00,8,0,0
27000,76,5,5.2,0.0,0.0,0.0,5.2,0.0,1.00,20.4,4,656,39.15,0.00,5,0,0
28000,1,1534,11.8,0.2,0.1,0.5,10.9,0.0,1.05,13.2,398,350,44.91,0.00,334,1186,14
28000,134,643,5.6,0.1,0.0,0.1,5.4,0.0,1.02,19.8,135,685,50.59,0.00,642,0,1
28000,90,216,8.3,0.0,0.0,0.1,8.2,0.0,1.00,14.7,44,161,11.49,0.00,167,21,28
28000,53,113,7.7,0.0,0.1,0.0,7.6,0.0,1.01,16.4,29,340,22.22,0.00,92,5,16
28000,12,69,6.1,0.2,0.0,0.2,5.8,0.0,1.03,19.2,30,1170,77.90,0.00,69,0,0
28000,107,59,4.7,0.0,0.1,0.0,4.6,0.0,1.00,21.3,19,844,48.66,0.00,59,0,0
28000,16,42,6.7,0.0,0.0,0.1,6.6,0.0,1.00,21.2,13,465,33.39,0.00,42,0,0
28000,34,22,8.0,0.0,1.0,0.0,7.0,0.0,1.00,14.5,5,1053,70.70,0.00,22,0,0
28000,25,20,4.8,0.0,0.0,0.0,4.8,0.0,1.00,22.2,6,776,47.59,0.00,19,0,1
28000,135,11,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,1,632,39.00,0.00,11,0,0
28000,127,8,10.0,0.0,0.0,0.0,10.0,0.0,1.00,12.5,5,316,28.07,0.00,8,0,0
28000,109,7,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.7,4,1332,92.97,0.00,7,0,0
29000,1,1069,9.3,0.3,0.1,0.5,8.4,0.0,1.08,14.8,279,405,43.73,0.00,443,623,3
29000,134,533,6.1,0.0,0.0,0.2,5.9,0.0,1.01,19.1,155,741,55.39,0.00,533,0,0
29000,53,143,8.1,0.2,0.1,0.3,7.5,0.0,1.06,16.4,38,313,20.02,0.00,122,2,19
29000,90,125,8.3,0.0,0.0,0.2,8.1,0.0,1.00,14.9,37,237,16.19,0.00,107,9,9
29000,107,55,5.7,0.0,0.0,0.2,5.4,0.0,1.00,20.2,26,1011,62.41,0.00,55,0,0
29000,34,54,7.6,0.0,0.5,0.2,6.9,0.0,1.00,15.6,17,370,24.79,0.00,53,0,1
29000,16,52,6.3,0.0,0.1,0.0,6.2,0.0,1.00,21.3,15,584,39.29,0.00,52,0,0
29000,144,28,4.6,0.0,0.0,0.0,4.6,0.0,1.00,20.9,8,667,53.08,0.00,27,0,1
29000,12,24,5.2,0.0,0.0,0.0,5.2,0.0,1.00,20.4,12,982,66.10,0.00,24,0,0
29000,25,17,5.3,0.0,0.0,0.0,5.3,0.0,1.00,22.0,10,769,43.61,0.00,17,0,0
29000,135,12,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.3,3,802,51.94,0.00,12,0,0
29000,127,5,10.2,0.0,0.0,0.0,10.2,0.0,1.00,11.6,2,1154,108.77,0.00,5,0,0
30000,1,594,13.9,1.2,0.2,1.1,11.3,0.0,1.35,11.8,196,160,24.87,0.00,2,586,6
30000,134,548,5.9,0.0,0.0,0.2,5.8,0.0,1.00,19.2,145,694,51.77,0.00,548,0,0
30000,90,183,7.8,0.0,0.0,0.1,7.7,0.0,1.00,15.2,42,196,14.88,0.00,138,29,16
30000,53,113,6.9,0.0,0.0,0.0,6.9,0.0,1.00,17.8,20,304,19.37,0.00,91,2,20
30000,34,55,7.5,0.0,0.6,0.3,6.7,0.0,1.00,15.7,19,407,27.44,0.00,50,0,5
30000,16,43,7.5,0.0,0.2,0.0,7.2,0.0,1.07,20.5,18,399,25.43,0.00,40,0,3
30000,107,20,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.6,9,1015,56.81,0.00,20,0,0
30000,25,17,5.6,0.0,0.1,0.0,5.5,0.0,1.00,21.4,5,615,35.16,0.00,17,0,0
30000,135,16,5.2,0.0,0.0,0.0,5.2,0.0,1.00,20.2,3,564,40.76,0.00,16,0,0
30000,144,10,7.7,0.0,0.0,0.0,7.7,0.0,1.00,15.4,5,759,72.99,0.00,10,0,0
30000,152,8,2.8,0.0,0.0,0.0,2.8,0.0,1.00,24.5,3,1402,95.80,0.00,8,0,0
31000,1,617,14.0,0.5,0.7,1.8,11.0,0.0,1.12,12.4,222,224,38.23,0.00,8,607,2
31000,134,489,6.2,0.0,0.0,0.2,6.1,0.0,1.00,18.7,117,729,54.26,0.00,488,0,1
31000,90,107,8.3,0.0,0.3,0.0,8.0,0.0,1.00,15.1,29,207,14.28,0.00,94,9,4
31000,53,95,7.2,0.0,0.0,0.0,7.2,0.0,1.00,17.2,25,373,23.30,0.00,76,3,16
31000,34,49,7.8,0.0,0.4,0.6,6.7,0.0,1.00,16.1,18,536,34.26,0.00,48,0,1
31000,16,38,6.7,0.0,0.4,0.0,6.3,0.0,1.00,20.8,13,599,38.28,0.00,37,0,1
31000,144,27,5.9,0.0,0.0,0.0,5.9,0.0,1.00,18.2,9,449,33.16,0.00,27,0,0
31000,137,22,3.1,0.0,0.0,0.0,3.1,0.0,1.00,23.8,4,558,30.73,0.00,22,0,0
31000,135,20,4.2,0.0,0.3,0.1,3.8,0.0,1.00,21.7,4,516,36.22,0.00,20,0,0
31000,25,18,4.1,0.0,0.0,0.0,4.1,0.0,1.00,22.3,4,627,34.41,0.00,18,0,0
31000,107,18,2.6,0.0,0.0,0.0,2.6,0.0,1.00,24.9,4,455,20.54,0.00,18,0,0
31000,127,8,8.9,0.0,0.0,0.0,8.9,0.0,1.00,13.8,3,262,22.42,0.00,8,0,0
31000,152,7,2.7,0.0,0.0,0.4,2.3,0.0,1.00,24.6,5,915,56.20,0.00,7,0,0
32000,1,535,14.8,1.2,0.2,1.3,12.0,0.0,1.32,11.5,188,284,51.54,0.00,4,531,0
