step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place
100000,6,6,0,0,0,6,0,1.00,20,0.000,2996,0.58,248.13,0.00,915,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2995,1.88,228.85,0.00,882,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2994,2.23,174.72,0.00,882,8,8
100000,64,64,48,0,0,16,0,15.00,0,0.000,2978,5.93,935.42,3.05,1,1,1
100000,9,14,0,0,0,9,0,1.00,18,0.000,2978,2.21,493.64,0.00,1,1,1
100000,64,64,52,9,0,3,4,15.75,0,0.141,2973,3.24,174.96,728.13,1011,1,1
100000,64,64,48,6,0,10,3,15.00,0,0.094,2967,4.94,575.47,517.51,1,1,1
100000,7,7,0,0,0,7,0,1.00,16,0.000,2967,2.03,283.87,0.00,998,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2960,1.24,223.45,0.04,882,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2945,1.99,237.97,0.00,847,8,8
100000,64,64,48,0,0,16,0,15.00,0,0.000,2928,4.86,906.11,3.08,1,1,1
100000,3,3,0,0,0,3,0,1.00,24,0.000,2927,2.01,160.95,0.00,882,8,8
100000,64,64,48,0,0,16,0,15.00,0,0.000,2927,4.01,887.45,4.25,1,1,1
100000,64,64,48,4,0,12,2,15.00,0,0.062,2888,4.74,665.73,270.74,1,1,1
100000,7,7,0,0,0,7,0,1.00,18,0.000,2879,1.91,191.58,0.00,990,8,8
100000,64,64,48,6,0,10,3,15.00,0,0.094,2878,7.03,539.16,394.73,1,1,1
100000,5,5,0,0,0,5,0,1.00,22,0.000,2876,1.23,149.78,0.00,589,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2875,1.59,239.62,0.00,1,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2838,1.94,235.05,0.00,1,8,8
100000,64,64,50,4,0,10,2,15.38,0,0.062,2837,4.38,546.90,333.74,1,1,1
100000,6,6,0,0,0,6,0,1.00,22,0.000,2827,1.87,189.07,0.00,1,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2825,1.14,267.36,0.00,998,8,8
100000,8,8,0,0,0,8,0,1.00,14,0.000,2819,0.90,216.83,0.00,980,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2818,1.85,163.79,0.00,589,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2809,1.90,215.32,0.00,1,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2804,1.63,242.18,0.00,1,8,8
100000,6,7,0,0,0,6,0,1.00,20,0.000,2803,1.58,186.24,0.00,847,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2799,2.22,153.75,0.00,882,8,8
100000,10,10,3,0,0,7,0,2.17,14,0.000,2796,2.85,210.07,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2785,1.98,265.81,0.00,882,8,8
100000,14,14,0,0,0,14,0,1.00,16,0.000,2783,2.55,225.67,0.00,1,8,1
100000,3,3,0,0,0,3,0,1.00,24,0.000,2780,1.45,166.69,0.00,882,8,8
100000,10,10,0,0,0,10,0,1.00,18,0.000,2777,1.45,316.20,0.00,1008,8,8
100000,9,9,0,0,0,9,0,1.00,14,0.000,2777,2.39,215.96,0.00,980,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2771,2.27,219.20,0.00,882,8,8
100000,2,2,0,0,0,2,0,1.00,26,0.000,2763,1.76,110.16,0.00,882,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2718,1.94,152.87,0.00,589,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2714,1.22,161.89,0.00,847,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2712,1.50,200.32,0.00,882,8,8
100000,64,64,48,0,0,16,0,15.00,0,0.000,2708,4.27,830.99,1.63,1,1,1
100000,4,5,0,0,0,4,0,1.00,22,0.000,2705,1.34,144.37,0.00,690,8,8
100000,7,7,0,0,0,7,0,1.00,16,0.000,2704,2.50,288.85,0.00,989,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2701,2.49,201.47,0.00,882,8,8
100000,64,64,48,0,0,16,0,15.00,0,0.000,2700,7.53,812.54,1.78,1,1,1
100000,7,7,0,0,0,7,0,1.00,18,0.000,2700,1.61,238.26,0.00,847,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2696,2.32,244.46,0.00,1,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2688,1.92,143.21,0.00,918,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2680,1.58,205.47,0.00,1,8,8
100000,11,11,0,0,0,11,0,1.00,16,0.000,2679,1.59,222.26,0.00,863,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2679,1.64,202.13,0.00,1,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2675,1.63,210.48,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2673,2.41,162.17,0.00,690,8,8
100000,11,11,0,0,0,11,0,1.00,18,0.000,2669,1.98,369.80,0.00,1008,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2667,1.32,194.04,0.00,882,8,8
100000,64,64,48,4,0,12,2,15.00,0,0.062,2661,3.32,613.89,215.57,1,1,1
100000,3,21,0,0,0,3,0,1.00,24,0.000,2654,0.86,135.31,0.00,789,8,8
100000,64,64,48,6,0,10,3,15.00,0,0.094,2645,7.71,501.63,377.62,1,1,1
100000,3,3,0,0,0,3,0,1.00,24,0.000,2631,1.73,146.32,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2630,2.37,225.59,0.00,882,8,8
100000,11,11,0,0,0,11,0,1.00,16,0.000,2615,2.54,251.64,0.00,863,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2603,2.00,138.27,0.00,1,8,8
100000,9,11,0,0,0,9,0,1.00,18,0.000,2603,2.88,195.23,0.00,1,8,8
100000,9,9,0,0,0,9,0,1.00,14,0.000,2598,2.39,230.68,0.00,882,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2596,1.29,150.20,0.00,589,8,8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2592,1.49,159.09,0.00,690,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2585,1.98,204.70,0.00,882,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2580,1.47,144.81,0.00,882,8,8
100000,14,14,3,0,0,11,0,1.95,10,0.000,2580,2.30,183.59,0.00,882,8,8
100000,4,5,0,0,0,4,0,1.00,22,0.000,2565,1.98,131.79,0.00,589,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2563,1.08,159.34,0.00,990,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2555,1.75,149.65,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2552,1.81,197.34,0.00,1,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2541,1.36,158.54,0.00,882,8,8
100000,8,8,2,0,0,6,0,1.81,16,0.000,2540,1.98,159.98,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2536,1.44,187.49,0.00,882,8,8
100000,9,9,0,0,0,9,0,1.00,16,0.000,2532,2.18,210.85,0.00,1008,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2522,1.23,199.20,0.00,589,8,8
100000,10,10,0,0,0,10,0,1.00,18,0.000,2513,1.47,193.48,0.00,1008,8,8
100000,10,10,0,0,0,10,0,1.00,12,0.000,2509,1.20,375.25,0.00,989,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2507,0.94,198.87,0.00,882,8,8
100000,8,8,0,0,0,8,0,1.00,16,0.000,2501,2.30,194.39,0.00,882,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2488,1.23,182.30,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2482,1.71,200.91,0.00,882,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2482,1.47,161.19,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2481,2.41,140.12,0.00,863,8,8
100000,20,20,0,12,0,8,0,1.00,6,0.600,2478,1.77,213.82,0.00,1,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2473,2.41,205.56,0.00,882,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2468,1.35,168.24,0.00,962,8,8
100000,9,9,0,0,0,9,0,1.00,14,0.000,2465,1.54,174.07,0.00,980,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2462,1.77,145.87,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2461,2.28,151.15,0.00,690,8,8
100000,2,2,0,0,0,2,0,1.00,26,0.000,2456,1.30,97.05,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2456,2.41,158.15,0.00,1,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2440,2.50,145.35,0.00,589,8,8
100000,64,64,48,4,0,12,2,15.00,0,0.062,2436,4.12,548.07,166.43,1,1,1
100000,6,6,0,0,0,6,0,1.00,18,0.000,2430,1.18,147.81,0.00,690,8,8
100000,8,8,0,0,0,8,0,1.00,16,0.000,2423,2.57,184.83,0.00,882,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2421,1.69,128.81,0.00,589,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2418,1.26,143.52,0.00,882,8,8
100000,9,9,0,0,0,9,0,1.00,14,0.000,2418,1.57,153.71,0.00,882,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2417,1.50,125.47,0.00,589,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2416,1.72,136.55,0.00,589,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2413,2.31,183.10,0.17,882,8,8
100000,64,64,49,10,0,5,4,15.19,0,0.156,2412,6.88,234.05,517.62,1011,1,1
100000,6,6,0,0,0,6,0,1.00,20,0.000,2404,2.42,214.93,0.00,882,8,8
100000,64,64,48,6,0,10,3,15.00,0,0.094,2396,5.01,452.85,267.63,1,1,1
100000,64,64,48,0,0,16,0,15.00,0,0.000,2394,3.60,746.21,1.08,1,1,1
100000,64,64,48,0,0,16,0,15.00,0,0.000,2392,3.43,732.39,2.64,1,1,1
100000,3,20,0,0,0,3,0,1.00,24,0.000,2387,1.85,132.43,0.00,789,8,8
100000,21,21,0,1,0,20,0,1.00,6,0.048,2381,2.55,224.58,0.00,882,8,8
100000,64,64,49,10,0,5,4,15.19,0,0.156,2379,5.03,230.91,458.31,1011,1,1
100000,6,6,0,0,0,6,0,1.00,20,0.000,2371,1.32,202.72,0.00,882,8,8
100000,6,6,3,0,0,3,0,2.75,20,0.000,2363,1.66,134.86,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2362,1.20,218.03,0.00,1,1,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2357,2.52,187.98,0.00,882,8,8
100000,7,7,0,0,0,7,0,1.00,20,0.000,2353,2.14,142.15,0.00,990,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2330,1.75,129.43,0.00,882,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2323,2.04,177.08,0.00,882,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2312,1.24,208.23,0.00,882,8,8
100000,8,8,0,0,0,8,0,1.00,18,0.000,2308,2.01,206.66,0.00,1,1,8
100000,12,13,0,3,0,9,0,1.00,6,0.250,2307,0.15,231.51,0.00,998,8,8
100000,13,13,0,0,0,13,0,1.00,8,0.000,2303,1.34,214.00,0.00,882,8,8
100000,5,5,1,0,0,4,0,1.50,20,0.000,2295,2.44,125.65,0.00,882,8,8
100000,64,64,48,0,0,16,0,15.00,0,0.000,2292,3.43,700.29,1.04,1,1,1
100000,7,7,0,0,0,7,0,1.00,18,0.000,2291,1.59,142.63,0.00,990,8,8
100000,64,64,48,0,0,16,0,15.00,0,0.000,2285,3.59,695.31,2.56,1,1,1
100000,4,5,0,0,0,4,0,1.00,22,0.000,2276,1.74,116.25,0.00,589,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2276,2.38,186.78,0.00,882,8,8
100000,8,8,0,0,0,8,0,1.00,16,0.000,2265,2.50,180.51,0.00,990,8,8
100000,4,11,0,0,0,4,0,1.00,20,0.000,2263,2.03,148.45,0.00,1,8,8
