step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place
100000,5,5,0,0,0,5,0,1.00,20,0.000,2992,1.99,180.37,0.00,199,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2976,1.94,205.83,0.00,199,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2969,1.12,170.59,0.00,199,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2969,1.47,167.04,0.00,435,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2965,2.00,209.78,0.00,422,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2957,0.25,207.19,0.00,461,8,8
100000,9,9,0,0,0,9,0,1.00,18,0.000,2954,1.89,249.84,0.00,256,8,8
100000,4,4,1,0,0,3,0,1.60,22,0.000,2942,2.16,174.46,0.00,256,8,8
100000,2,2,0,0,0,2,0,1.00,26,0.000,2936,1.11,114.84,0.00,422,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2933,1.71,206.36,0.00,422,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2927,1.41,216.76,0.00,422,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2917,1.73,189.26,0.00,422,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2917,2.30,204.76,0.00,199,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2909,2.50,267.11,0.00,422,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2909,0.95,185.91,0.00,53,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2896,1.80,168.35,0.00,199,8,8
100000,4,4,0,0,0,4,0,1.00,24,0.000,2891,1.16,190.51,0.00,188,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2873,1.13,198.35,0.00,53,0,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2873,0.60,203.88,0.00,460,8,8
100000,7,7,0,0,0,7,0,1.00,16,0.000,2866,2.22,204.43,0.00,199,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2866,1.52,215.90,0.00,422,8,8
100000,5,5,0,0,0,5,0,1.00,20,0.000,2856,2.06,188.95,0.00,267,8,8
