step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place
100000,6,6,0,0,0,6,0,1.00,22,0.000,2988,2.05,270.77,0.00,88,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2988,2.37,276.55,0.00,88,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2982,1.64,242.61,0.00,88,8,8
100000,7,7,0,0,0,7,0,1.00,18,0.000,2975,2.35,388.09,0.00,129,2,2
100000,5,5,0,0,0,5,0,1.00,22,0.000,2968,1.91,223.77,0.00,172,8,8
100000,12,12,0,0,8,4,0,1.00,14,0.000,2958,1.61,199.07,0.00,172,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2955,1.87,218.44,0.00,172,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2952,1.93,254.38,0.00,172,8,8
100000,13,13,0,0,0,13,0,1.00,14,0.000,2945,3.28,253.50,0.00,178,8,8
100000,21,21,16,0,0,5,0,7.21,4,0.000,2932,3.63,261.87,0.00,172,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2923,1.71,216.57,0.00,172,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2915,1.86,183.51,0.00,88,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2915,1.38,163.34,0.00,172,8,8
100000,4,4,0,0,0,4,0,1.00,22,0.000,2910,1.48,147.60,0.00,172,8,8
100000,12,12,0,0,0,12,0,1.00,14,0.000,2909,3.00,634.88,0.00,129,2,2
100000,4,4,0,0,0,4,0,1.00,22,0.000,2907,1.82,226.22,0.00,170,8,8
100000,9,9,0,0,0,9,0,1.00,16,0.000,2883,2.82,253.47,0.00,129,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2876,2.31,254.61,0.00,172,8,8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2864,2.50,221.14,0.00,178,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2859,1.42,160.34,0.00,172,8,8
100000,7,7,0,0,0,7,0,1.00,20,0.000,2857,1.41,201.01,0.00,172,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2857,1.38,211.07,0.00,172,8,8
100000,6,6,0,0,0,6,0,1.00,20,0.000,2856,1.48,233.56,0.00,88,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2851,1.35,241.88,0.00,172,8,8
100000,6,6,0,0,0,6,0,1.00,18,0.000,2811,2.37,210.58,0.00,178,8,8
100000,9,9,0,0,0,9,0,1.00,18,0.000,2809,1.24,181.18,0.00,172,8,8
100000,10,10,0,0,0,10,0,1.00,18,0.000,2795,0.65,235.00,0.00,172,8,8
100000,5,5,0,0,0,5,0,1.00,22,0.000,2777,1.65,245.55,0.00,172,8,8
100000,3,3,0,0,0,3,0,1.00,24,0.000,2771,2.06,162.78,0.00,172,8,8
100000,6,6,0,0,0,6,0,1.00,22,0.000,2767,2.41,201.67,0.00,88,8,8
100000,10,10,0,2,0,8,0,1.00,14,0.200,2762,2.57,187.46,0.00,88,8,8
