step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
100000,0,261,16.73,3.53,0.95,0.18,12.07,0.23,1.90,0.065,3,2327.4,939.2,18,261
110000,8,4410,13.74,2.68,1.43,0.15,9.48,0.34,1.59,0.100,9,2517412.2,155776.2,24,45
110000,1,2643,31.33,8.86,1.30,0.13,21.04,0.37,3.27,0.110,85,3172823.5,385857.6,11,20
110000,0,272,15.97,3.79,1.52,0.14,10.51,0.41,1.86,0.114,5,2443.6,1029.3,18,271
120000,8,4355,12.70,1.73,0.70,0.08,10.19,0.18,1.44,0.047,10,2696736.5,319560.4,18,22
120000,1,2645,31.62,11.17,1.21,0.57,18.67,0.46,3.79,0.149,80,3130835.8,417251.5,8,11
120000,0,310,17.56,2.81,1.04,0.33,13.39,0.23,1.69,0.055,7,2631.9,1736.6,16,309
130000,8,4632,11.61,1.52,0.77,0.15,9.17,0.18,1.37,0.048,11,2717468.8,322151.2,22,47
130000,1,2377,37.24,14.41,1.37,0.18,21.28,0.49,4.83,0.156,61,3117989.0,493886.9,9,11
130000,0,272,15.89,3.71,0.95,0.15,11.08,0.25,1.97,0.070,4,2971.1,1603.9,22,271
140000,8,4533,11.98,2.01,0.84,0.19,8.94,0.20,1.48,0.058,6,2668611.2,326193.5,29,30
140000,1,2703,30.22,12.60,1.48,0.32,15.82,0.54,4.25,0.175,76,3158164.8,513849.7,10,16
140000,0,336,17.60,5.18,1.24,0.34,10.84,0.38,2.33,0.107,5,2930.5,1629.7,28,335
150000,8,4000,15.83,3.51,1.35,0.22,10.76,0.31,1.79,0.097,8,2674741.5,293032.7,25,30
150000,1,2529,31.18,12.91,1.62,0.22,16.43,0.53,4.53,0.181,51,3114603.2,564864.3,13,32
150000,0,282,20.97,5.29,1.39,0.30,13.99,0.33,2.19,0.099,3,2945.9,1447.8,23,281
160000,8,4370,13.39,2.32,1.14,0.12,9.80,0.27,1.57,0.069,8,2687503.5,381170.9,14,14
160000,1,2886,28.07,10.95,1.37,0.18,15.57,0.51,4.13,0.159,73,3129349.8,650410.5,8,10
160000,0,237,13.84,2.57,0.78,0.12,10.37,0.16,1.68,0.042,4,2670.5,1644.2,15,237
170000,8,4387,12.80,2.41,1.19,0.07,9.13,0.29,1.58,0.075,13,2664201.2,436358.1,19,116
170000,1,2646,28.08,11.54,1.78,0.23,14.53,0.65,4.21,0.207,72,3107912.2,700875.2,10,49
170000,0,263,14.81,2.04,1.25,0.10,11.43,0.24,1.51,0.061,3,2677.3,1403.8,18,263
180000,8,4547,12.14,1.95,1.00,0.06,9.14,0.24,1.47,0.061,9,2668809.8,393297.4,19,92
180000,1,2516,30.78,13.63,1.64,0.26,15.25,0.66,4.83,0.207,57,3070688.0,735837.9,16,28
180000,0,289,13.72,2.85,0.99,0.19,9.70,0.24,1.71,0.069,4,2398.3,1545.7,17,289
190000,8,3978,14.96,3.44,1.52,0.05,9.96,0.38,1.82,0.105,11,2703936.2,508329.0,16,66
190000,1,2417,31.91,14.42,1.99,0.21,15.29,0.69,5.06,0.226,60,3052566.5,725293.7,14,31
190000,0,238,20.24,6.47,2.08,0.10,11.60,0.61,2.57,0.172,13,2427.8,2216.8,13,237
200000,8,4312,12.79,2.22,1.06,0.03,9.48,0.26,1.54,0.065,8,2693533.5,498709.5,14,31
200000,1,2353,31.91,15.60,1.90,0.46,13.95,0.70,5.30,0.240,57,3031614.0,654954.6,14,23
200000,0,250,18.56,4.70,1.51,0.21,12.14,0.41,2.15,0.112,4,2360.5,1708.3,17,250
210000,8,3916,14.96,2.89,1.41,0.01,10.65,0.34,1.70,0.088,11,2788320.8,486140.2,10,48
210000,1,2794,26.82,11.85,1.31,0.19,13.46,0.47,4.29,0.160,75,2977178.0,598414.2,15,39
210000,0,370,14.80,3.16,0.83,0.26,10.55,0.23,1.80,0.068,6,2901.1,2433.9,10,369
220000,8,3774,15.96,3.85,1.80,0.01,10.30,0.46,1.92,0.122,8,2781970.5,552084.4,7,17
220000,1,2445,29.94,13.09,1.43,0.29,15.14,0.49,4.65,0.160,81,3024809.8,576847.2,17,16
220000,0,328,20.13,6.34,1.28,0.04,12.47,0.34,2.56,0.119,10,2548.9,2097.6,9,326
230000,8,4024,13.65,1.98,1.05,0.07,10.54,0.26,1.45,0.068,8,2791838.2,558084.4,9,46
230000,1,2770,26.63,12.16,1.45,0.15,12.87,0.47,4.25,0.161,60,3068865.8,571604.7,15,14
230000,0,373,16.75,3.20,0.91,0.23,12.41,0.25,1.84,0.070,6,2733.1,2091.7,11,373
240000,8,4009,14.92,3.33,1.54,0.01,10.03,0.38,1.79,0.100,10,2773035.8,563345.1,8,88
240000,1,2274,34.35,18.11,1.90,0.14,14.19,0.64,5.97,0.215,58,2962010.0,584334.1,15,28
240000,0,245,17.47,4.79,2.05,0.02,10.61,0.49,2.19,0.135,3,2548.4,2343.4,6,244
250000,8,4077,14.31,2.82,1.40,0.03,10.08,0.36,1.67,0.090,16,2798748.0,545935.3,9,71
250000,1,2261,35.19,17.06,1.90,0.21,16.03,0.70,5.70,0.245,62,3044231.8,631941.2,14,28
250000,0,264,22.54,5.33,1.34,0.55,15.32,0.39,2.36,0.102,4,2577.4,1932.3,12,263
260000,8,4067,13.98,2.93,1.42,0.02,9.61,0.37,1.70,0.094,9,2757623.8,464786.4,8,65
260000,1,2134,35.10,18.69,1.93,0.11,14.37,0.78,6.07,0.278,60,3064115.0,619989.8,14,51
260000,0,324,18.37,5.58,0.98,0.01,11.80,0.31,2.43,0.093,5,2379.7,1241.4,13,324
270000,8,4062,14.30,2.19,1.09,0.02,11.00,0.27,1.51,0.070,11,2773234.8,554744.3,11,165
270000,1,2498,32.38,14.91,1.74,0.16,15.57,0.65,5.16,0.223,56,3057376.5,626362.5,13,63
270000,0,287,17.75,2.98,1.16,0.63,12.98,0.27,1.78,0.070,3,2155.9,1361.8,9,287
280000,8,3961,14.28,2.06,0.95,0.02,11.25,0.25,1.49,0.062,9,2851666.8,557722.2,6,22
280000,1,2808,27.83,12.68,1.40,0.28,13.48,0.50,4.57,0.172,63,3087530.0,620532.8,11,26
280000,0,328,15.63,2.46,0.90,0.16,12.10,0.23,1.62,0.058,4,2226.7,1861.9,6,326
290000,8,3963,14.46,2.02,0.97,0.01,11.46,0.26,1.46,0.065,12,2874332.0,408608.1,6,3
290000,1,2963,26.29,10.14,1.34,0.16,14.65,0.42,3.91,0.147,74,3124371.5,635813.1,15,10
290000,0,372,15.78,3.11,1.00,0.03,11.65,0.24,1.83,0.073,5,2708.7,1932.4,10,372
300000,8,4057,13.52,2.43,1.37,0.04,9.68,0.35,1.56,0.085,13,2811818.2,442987.4,13,25
300000,1,2829,27.80,11.83,1.51,0.21,14.25,0.50,4.41,0.173,60,3101335.0,588565.3,16,14
300000,0,299,15.03,2.97,1.43,0.02,10.61,0.37,1.75,0.087,5,2809.5,2032.1,13,299
310000,8,4533,11.34,1.19,0.73,0.02,9.40,0.17,1.28,0.039,10,2765366.0,400638.1,9,23
310000,1,2754,28.39,12.24,1.42,0.16,14.57,0.50,4.50,0.178,64,3095723.5,603621.3,14,7
310000,0,347,11.70,1.41,0.45,0.05,9.79,0.12,1.38,0.037,5,2570.5,2070.4,10,346
320000,8,4641,11.13,1.09,0.53,0.02,9.49,0.13,1.27,0.031,10,2788246.5,218672.5,17,98
320000,1,2853,25.85,12.55,1.28,0.07,11.95,0.48,4.54,0.179,63,3076341.2,567815.6,14,36
320000,0,352,12.81,2.16,0.85,0.17,9.63,0.21,1.53,0.051,5,1927.2,1315.2,12,352
330000,8,4465,12.04,1.87,1.14,0.11,8.92,0.29,1.42,0.067,11,2687479.0,280839.6,18,32
330000,1,2861,25.99,11.84,1.04,0.26,12.85,0.46,4.37,0.172,80,3107072.2,533798.7,22,11
330000,0,328,14.51,2.63,1.03,0.43,10.42,0.27,1.62,0.067,3,2302.3,1175.7,16,328
340000,8,4542,11.59,1.62,0.94,0.05,8.99,0.20,1.39,0.051,11,2713759.2,382384.1,19,118
340000,1,2579,29.24,13.84,1.40,0.21,13.78,0.54,4.93,0.203,60,3084704.5,592853.3,20,38
340000,0,316,16.06,4.23,1.49,0.31,10.03,0.42,2.04,0.117,7,2348.6,1523.6,15,315
350000,8,4533,11.58,1.16,0.79,0.03,9.60,0.16,1.28,0.041,12,2747649.5,295172.7,19,59
350000,1,2831,28.09,12.03,1.42,0.26,14.38,0.52,4.46,0.191,77,3118672.0,624352.6,18,23
350000,0,340,13.14,1.47,0.29,0.25,11.13,0.10,1.39,0.035,3,2498.2,1208.5,16,339
360000,8,4567,11.80,1.55,0.81,0.03,9.41,0.18,1.35,0.048,11,2762704.5,273201.9,25,110
360000,1,2706,28.39,13.07,1.47,0.32,13.52,0.49,4.69,0.195,73,3128685.8,595427.3,24,44
360000,0,292,13.19,1.24,0.48,0.09,11.38,0.12,1.28,0.038,3,2490.4,1108.7,17,291
370000,8,4698,11.38,1.28,0.47,0.07,9.56,0.11,1.31,0.031,11,2683592.0,222610.1,23,141
370000,1,2945,24.74,10.83,1.02,0.13,12.75,0.40,4.01,0.152,78,3030348.2,493373.6,19,62
370000,0,300,13.59,2.02,0.58,0.07,10.92,0.16,1.55,0.043,4,2198.8,792.5,18,300
380000,8,4860,10.32,1.32,0.68,0.06,8.26,0.17,1.31,0.044,9,2629475.2,217535.4,31,92
380000,1,2814,25.86,11.67,1.20,0.12,12.87,0.43,4.29,0.159,79,3069783.5,474345.7,22,30
380000,0,290,12.24,1.61,0.68,0.08,9.87,0.15,1.40,0.038,6,2092.9,977.4,16,288
390000,8,5228,9.65,1.16,0.66,0.03,7.81,0.17,1.26,0.042,10,2571712.5,221248.7,25,90
390000,1,2998,25.54,11.37,1.64,0.22,12.31,0.46,4.29,0.166,61,3098073.5,579960.4,21,34
390000,0,228,12.94,1.43,0.78,0.07,10.67,0.21,1.35,0.048,5,2219.1,1035.1,16,227
400000,8,4661,11.53,2.29,0.92,0.04,8.28,0.25,1.54,0.069,13,2611036.8,320903.8,28,106
400000,1,2608,28.27,13.15,1.47,0.22,13.44,0.52,4.68,0.192,68,3100861.8,637818.8,19,35
400000,0,250,18.05,5.52,1.87,0.08,10.59,0.47,2.41,0.120,5,2120.3,995.7,26,249
410000,8,4355,12.48,2.24,1.02,0.03,9.19,0.26,1.55,0.064,10,2672209.2,417574.8,13,84
410000,1,2845,27.27,11.61,1.49,0.15,14.03,0.52,4.30,0.186,72,3126180.0,629975.5,17,35
410000,0,273,14.43,2.50,1.09,0.07,10.77,0.25,1.58,0.066,3,2472.8,1197.5,15,272
420000,8,4167,14.33,2.69,1.59,0.03,10.02,0.40,1.60,0.094,8,2748877.0,378387.5,15,56
420000,1,2946,25.64,11.68,1.18,0.17,12.61,0.46,4.34,0.170,68,3111656.2,583269.9,17,34
420000,0,266,16.55,3.00,1.45,0.09,12.00,0.37,1.66,0.098,4,2224.3,1241.7,15,265
430000,8,4335,12.33,2.49,1.29,0.03,8.51,0.31,1.58,0.079,9,2709713.5,531867.8,13,39
430000,1,3103,24.41,10.16,1.47,0.26,12.52,0.46,3.86,0.166,69,3135323.5,588935.1,22,13
430000,0,319,12.44,2.03,0.98,0.04,9.40,0.22,1.49,0.056,5,2290.1,1280.6,12,318
440000,8,4224,12.92,2.97,1.48,0.03,8.44,0.37,1.71,0.093,10,2706561.5,520889.1,14,60
440000,1,2899,26.58,12.02,1.49,0.24,12.83,0.52,4.33,0.191,71,3088590.5,614288.4,19,28
440000,0,284,15.10,3.55,1.09,0.09,10.37,0.31,1.89,0.092,11,1982.5,1420.0,8,283
450000,8,3882,15.21,3.52,1.63,0.08,9.98,0.43,1.80,0.114,10,2694237.8,489805.0,15,128
450000,1,3059,24.33,10.52,1.05,0.32,12.45,0.40,3.90,0.151,71,3107553.2,579541.3,16,46
450000,0,258,16.37,3.28,1.47,0.10,11.52,0.41,1.75,0.109,4,1761.1,1437.3,12,257
460000,8,4257,13.43,2.82,1.27,0.06,9.28,0.34,1.66,0.085,15,2713041.8,526683.0,14,132
460000,1,2867,26.78,11.53,1.57,0.28,13.39,0.45,4.25,0.166,93,3057220.5,549313.9,20,45
460000,0,237,14.43,2.82,1.46,0.29,9.86,0.41,1.62,0.105,4,1778.3,1252.7,8,237
470000,8,4470,12.41,2.06,1.00,0.07,9.27,0.24,1.49,0.062,11,2736611.5,463561.4,14,71
470000,1,2993,24.57,10.05,1.09,0.31,13.12,0.42,3.80,0.157,63,3110561.0,548965.0,16,29
470000,0,261,15.52,3.57,1.50,0.14,10.31,0.33,1.93,0.080,3,1857.4,1203.7,15,261
480000,8,3997,15.16,3.12,1.49,0.07,10.48,0.39,1.71,0.101,12,2816348.2,524247.8,9,176
480000,1,3176,23.03,9.19,1.08,0.50,12.26,0.36,3.51,0.133,77,3121733.5,517721.0,14,66
480000,0,263,14.46,2.17,0.98,0.42,10.88,0.24,1.49,0.076,3,1743.2,1250.5,5,262
490000,8,4174,13.57,2.97,1.52,0.02,9.07,0.39,1.68,0.097,15,2750728.5,596257.4,9,142
490000,1,2735,28.03,12.90,1.15,0.28,13.70,0.42,4.57,0.167,57,3094774.2,537783.6,11,64
490000,0,243,13.10,3.35,1.17,0.03,8.55,0.32,1.83,0.082,5,1572.0,1496.3,6,242
500000,8,4531,11.94,1.64,0.72,0.06,9.52,0.18,1.40,0.049,15,2745613.5,469548.0,8,220
500000,1,3065,23.49,10.88,1.13,0.31,11.17,0.41,3.93,0.151,73,3078496.8,497687.2,15,88
500000,0,239,13.03,2.39,0.71,0.04,9.88,0.19,1.60,0.054,3,1304.6,882.2,8,238
510000,8,5180,9.80,1.07,0.39,0.04,8.31,0.10,1.29,0.025,15,2643555.2,414022.2,13,164
510000,1,3089,22.96,10.09,1.15,0.20,11.53,0.42,3.79,0.153,80,3085901.5,575623.4,14,71
510000,0,302,10.38,1.89,0.25,0.17,8.08,0.07,1.51,0.020,4,1573.9,1106.0,8,302
520000,8,4767,10.79,1.52,0.75,0.04,8.48,0.18,1.38,0.044,13,2642611.0,378722.8,11,114
520000,1,3049,23.63,9.36,1.07,0.18,13.03,0.36,3.60,0.133,69,3097017.2,561925.8,12,45
520000,0,334,12.20,1.12,0.87,0.11,10.10,0.17,1.24,0.039,3,1468.7,987.8,5,333
530000,8,4334,13.46,2.58,0.98,0.04,9.85,0.24,1.61,0.076,13,2722733.0,432051.9,7,191
530000,1,2619,28.46,14.22,1.60,0.20,12.45,0.56,4.87,0.206,71,3071467.2,536648.9,12,107
530000,0,220,14.70,2.90,1.30,0.25,10.25,0.33,1.72,0.091,3,1578.3,1255.4,11,220
540000,8,4861,10.92,2.14,0.81,0.04,7.92,0.20,1.52,0.058,13,2640382.2,420985.7,10,176
540000,1,2855,25.95,12.44,1.21,0.26,12.04,0.44,4.41,0.167,82,3036691.0,558282.8,13,102
540000,0,233,11.19,1.65,0.42,0.09,9.03,0.13,1.45,0.039,4,1668.9,1295.9,10,232
550000,8,3892,15.36,3.98,1.65,0.12,9.61,0.42,1.95,0.115,10,2762212.0,443739.9,6,180
550000,1,2714,29.63,15.15,1.26,0.31,12.90,0.50,5.19,0.180,71,3120278.0,548626.2,16,87
550000,0,246,15.57,3.54,1.44,0.26,10.32,0.34,1.86,0.089,4,1724.5,1504.0,7,246
560000,8,3976,14.76,3.82,1.43,0.07,9.43,0.37,1.87,0.109,11,2743322.0,472952.7,6,253
560000,1,2635,28.32,13.57,1.29,0.26,13.20,0.45,4.65,0.163,69,3088081.2,521395.1,12,140
560000,0,264,13.15,2.18,1.03,0.49,9.45,0.26,1.52,0.068,5,1501.2,1006.5,5,263
570000,8,4369,13.52,2.92,1.12,0.05,9.42,0.28,1.68,0.080,20,2701305.5,426203.6,6,250
570000,1,2633,27.48,12.53,1.44,0.27,13.24,0.49,4.27,0.179,70,3103474.0,520508.3,13,94
570000,0,244,12.20,1.78,0.81,0.14,9.48,0.18,1.47,0.045,3,1552.4,976.5,6,242
580000,8,4133,13.54,2.69,1.11,0.02,9.72,0.27,1.63,0.079,14,2722918.2,474550.1,9,138
580000,1,2684,29.66,14.03,1.47,0.73,13.43,0.47,4.70,0.172,70,3078159.8,500471.5,15,90
580000,0,284,14.22,3.29,1.35,0.16,9.42,0.30,1.79,0.074,3,1540.2,1060.4,8,282
590000,8,4592,11.44,1.34,0.62,0.02,9.46,0.13,1.33,0.034,13,2759372.5,267637.8,9,87
590000,1,2844,26.51,11.92,1.37,0.47,12.76,0.50,4.06,0.174,71,3139844.0,479252.1,15,32
590000,0,375,11.59,1.45,0.39,0.05,9.71,0.10,1.34,0.032,5,1731.3,1136.1,8,375
600000,8,4199,13.40,2.75,1.40,0.03,9.21,0.32,1.65,0.083,10,2754245.0,318504.1,8,119
600000,1,2980,25.13,11.19,1.42,0.23,12.29,0.40,3.86,0.141,81,3144460.0,472935.1,12,50
600000,0,240,16.40,4.25,1.65,0.19,10.30,0.43,2.04,0.117,3,1690.4,1184.4,7,240
610000,8,4171,13.88,3.05,1.37,0.04,9.42,0.33,1.74,0.089,14,2746410.0,475946.2,7,155
610000,1,2727,26.92,12.31,1.41,0.31,12.89,0.50,4.20,0.180,78,3100558.2,508627.1,12,57
610000,0,309,14.00,3.33,1.44,0.14,9.09,0.32,1.86,0.094,4,1734.4,1167.6,8,309
620000,8,4673,11.52,2.06,0.99,0.04,8.43,0.22,1.51,0.059,14,2669605.8,437695.4,8,101
620000,1,2793,26.85,11.29,1.42,0.23,13.91,0.42,3.91,0.148,59,3134577.5,464265.1,12,52
620000,0,258,16.43,4.07,1.23,0.24,10.89,0.24,1.97,0.070,5,1737.9,959.9,8,258
630000,8,4485,12.23,2.57,1.11,0.03,8.53,0.27,1.62,0.069,14,2655686.0,343199.8,6,143
630000,1,2788,26.45,12.52,1.12,0.44,12.37,0.38,4.11,0.132,78,3130543.2,423265.5,10,77
630000,0,287,15.77,4.43,0.81,0.59,9.94,0.18,2.07,0.056,4,1753.8,991.6,7,285
640000,8,4497,11.86,1.30,0.92,0.03,9.61,0.17,1.30,0.046,15,2707903.0,280769.2,5,56
640000,1,2889,25.47,11.56,1.15,0.19,12.56,0.38,3.91,0.130,88,3112581.8,453186.8,12,41
640000,0,311,18.09,4.70,1.08,0.26,12.05,0.27,2.13,0.084,7,1723.4,862.6,10,310
650000,8,4024,14.63,3.47,1.45,0.05,9.66,0.35,1.83,0.093,11,2733068.0,327050.6,7,119
650000,1,2848,25.25,11.99,1.03,0.31,11.93,0.40,3.99,0.136,83,3082849.8,468059.0,10,64
650000,0,229,15.43,3.84,1.09,0.00,10.49,0.24,1.91,0.070,6,1668.1,994.8,9,227
660000,8,4399,12.64,2.90,1.27,0.03,8.45,0.31,1.71,0.081,12,2692253.0,499213.5,10,138
660000,1,2606,30.27,13.96,1.09,0.29,14.94,0.38,4.55,0.127,58,3109431.2,439830.5,16,63
660000,0,246,14.47,3.60,0.90,0.00,9.97,0.22,1.92,0.065,4,1740.8,1194.1,8,242
670000,8,4529,11.76,2.09,0.99,0.05,8.63,0.24,1.50,0.063,16,2729397.0,474888.7,5,72
670000,1,2953,24.76,10.34,1.13,0.13,13.16,0.38,3.80,0.132,64,3098481.5,440997.1,14,27
670000,0,260,12.48,2.57,0.77,0.32,8.82,0.17,1.65,0.042,3,1843.6,1273.6,8,260
680000,8,4503,12.35,2.76,1.35,0.04,8.20,0.32,1.68,0.084,13,2689024.8,509553.3,9,90
680000,1,3030,24.56,10.43,0.99,0.24,12.90,0.32,3.76,0.119,76,3085809.2,479299.0,15,45
680000,0,268,14.05,3.29,1.04,0.37,9.35,0.26,1.70,0.071,4,1687.6,1016.6,12,268
690000,8,4275,12.70,2.43,1.33,0.05,8.89,0.30,1.60,0.079,11,2719867.8,448298.5,6,77
690000,1,2936,25.46,11.19,0.98,0.19,13.11,0.37,3.93,0.126,71,3136214.5,457548.0,14,38
690000,0,275,16.09,3.99,1.01,0.33,10.76,0.20,1.92,0.065,3,2052.8,1054.9,9,272
700000,8,4326,12.88,2.75,1.44,0.03,8.67,0.34,1.66,0.087,13,2712497.2,493614.1,6,105
700000,1,2857,26.78,11.81,1.34,0.39,13.24,0.44,4.16,0.144,86,3087657.2,518347.4,17,27
700000,0,240,16.25,3.97,1.72,0.14,10.42,0.43,1.94,0.112,5,2191.1,1486.2,8,239
710000,8,4335,12.39,2.46,1.23,0.01,8.68,0.29,1.60,0.074,12,2719688.0,556008.4,6,33
710000,1,2777,26.80,13.07,1.50,0.05,12.18,0.57,4.64,0.201,63,3096428.0,581156.2,12,19
710000,0,315,12.67,3.17,0.98,0.09,8.42,0.18,1.82,0.044,5,2211.3,1686.0,6,315
720000,8,4475,12.20,2.81,1.44,0.01,7.93,0.34,1.69,0.087,13,2703285.5,581468.6,5,33
720000,1,2523,29.18,14.21,1.56,0.14,13.26,0.54,4.99,0.183,60,3089025.5,582434.9,17,22
720000,0,252,15.31,3.89,1.02,0.19,10.21,0.27,1.96,0.087,4,2320.1,1502.7,11,252
730000,8,4057,14.56,3.69,1.58,0.05,9.24,0.38,1.90,0.101,15,2709698.0,549863.6,6,145
730000,1,2505,28.73,14.37,1.10,0.27,12.99,0.45,4.97,0.158,70,3130133.2,464938.6,13,71
730000,0,268,16.42,4.37,1.57,0.06,10.42,0.36,2.12,0.093,5,2097.0,1169.3,9,266
740000,8,3732,16.63,5.20,2.52,0.03,8.88,0.61,2.24,0.162,11,2692318.0,550705.4,5,83
740000,1,2841,27.73,13.27,1.20,0.19,13.07,0.45,4.62,0.158,65,3153879.0,429748.9,16,43
740000,0,179,20.40,5.47,1.34,0.12,13.47,0.46,2.43,0.128,2,1982.3,957.3,6,177
750000,8,4111,14.69,3.41,1.64,0.05,9.60,0.40,1.79,0.102,11,2727301.2,570847.9,6,121
750000,1,3034,23.19,9.97,1.21,0.41,11.60,0.40,3.77,0.135,98,3126548.5,467995.8,20,32
750000,0,228,15.33,3.16,1.27,0.08,10.82,0.33,1.80,0.092,11,1884.3,1437.5,8,227
760000,8,4598,11.51,2.04,0.95,0.04,8.49,0.22,1.49,0.058,9,2738211.0,517762.4,8,96
760000,1,3226,23.35,9.76,1.08,0.25,12.25,0.34,3.71,0.116,90,3127261.0,454733.8,20,27
760000,0,303,12.81,1.78,0.83,0.28,9.91,0.23,1.45,0.063,9,1803.9,1362.9,8,302
770000,8,4291,12.47,2.14,1.05,0.02,9.26,0.25,1.52,0.062,8,2741972.5,477953.7,10,77
770000,1,2933,25.48,11.55,0.95,0.19,12.79,0.36,4.22,0.122,67,3123845.0,475283.5,21,72
770000,0,316,13.27,2.24,1.04,0.17,9.82,0.22,1.54,0.051,4,1928.6,1283.5,10,315
780000,8,4930,10.52,1.22,0.45,0.01,8.84,0.10,1.30,0.027,25,2739041.5,474566.9,8,193
780000,1,3118,23.27,9.49,0.84,0.27,12.67,0.32,3.51,0.109,78,3126841.8,471755.1,15,60
780000,0,325,11.62,1.47,0.35,0.17,9.63,0.09,1.41,0.025,4,2012.3,1224.0,7,324
790000,8,4747,10.32,1.21,0.65,0.02,8.43,0.15,1.30,0.036,10,2782080.0,339931.6,7,58
790000,1,3216,22.05,9.14,1.38,0.20,11.33,0.37,3.45,0.124,66,3150658.0,450529.6,16,43
790000,0,359,11.90,2.62,0.55,0.21,8.53,0.17,1.70,0.047,5,1957.5,1188.0,11,359
800000,8,4338,12.14,1.73,0.92,0.04,9.44,0.21,1.39,0.062,10,2803688.5,375695.0,8,20
800000,1,3195,21.67,9.51,0.93,0.20,11.02,0.35,3.61,0.114,68,3103669.2,458975.9,18,24
800000,0,361,15.09,3.09,1.23,0.44,10.33,0.28,1.78,0.083,4,1723.5,1529.3,11,359
810000,8,4321,12.40,2.54,1.27,0.03,8.56,0.30,1.62,0.078,10,2739048.5,499245.0,7,50
810000,1,3099,24.01,10.47,0.85,0.21,12.48,0.29,3.81,0.101,69,3094428.0,440306.8,19,44
810000,0,323,14.68,3.53,1.27,0.15,9.73,0.29,1.89,0.071,4,2006.4,2047.4,11,321
820000,8,4297,12.83,2.55,1.32,0.02,8.95,0.31,1.60,0.076,10,2714816.8,409992.3,5,110
820000,1,3152,22.59,11.09,0.84,0.16,10.49,0.35,4.13,0.135,64,3111841.8,493780.0,16,85
820000,0,326,17.15,4.58,1.83,0.21,10.53,0.52,2.11,0.129,5,1663.1,1287.3,9,325
