step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
80000,8,1525,6.98,0.02,0.06,0.02,6.88,0.00,1.01,0.000,11,802209.4,1343.4,9,80
80000,2,1041,17.73,0.15,0.66,0.16,16.75,0.02,1.04,0.006,21,822040.8,17731.0,5,24
80000,0,50,8.70,0.00,0.02,0.00,8.68,0.00,1.00,0.000,3,543.2,8.8,5,50
90000,8,1621,6.36,0.00,0.08,0.07,6.20,0.00,1.00,0.000,6,809933.4,25.7,10,18
90000,2,994,20.20,0.94,0.47,0.37,18.41,0.02,1.31,0.005,22,818764.2,147.1,7,20
90000,0,50,7.02,0.00,0.10,0.00,6.92,0.00,1.00,0.000,2,535.8,0.0,6,50
100000,8,1607,6.44,0.01,0.17,0.01,6.25,0.00,1.00,0.001,5,811599.1,22.8,13,3
100000,2,1124,16.34,0.65,0.67,0.11,14.91,0.02,1.24,0.004,23,815627.2,653.0,5,5
100000,0,53,9.23,0.15,0.45,0.21,8.42,0.04,1.01,0.019,2,759.5,0.2,8,53
110000,8,1655,6.09,0.01,0.15,0.05,5.89,0.00,1.00,0.001,5,811480.8,6.7,15,17
110000,2,1320,11.82,0.08,0.27,0.28,11.19,0.00,1.03,0.001,26,815273.8,185.6,5,6
110000,0,54,7.41,0.00,0.13,0.02,7.26,0.00,1.00,0.000,3,961.2,0.1,11,54
120000,8,1643,5.89,0.05,0.16,0.01,5.67,0.00,1.02,0.001,8,810059.8,16.8,13,4
120000,2,1141,15.89,0.08,0.17,0.14,15.51,0.00,1.03,0.001,27,814574.5,36.0,8,10
120000,0,67,7.27,0.00,0.00,0.43,6.84,0.00,1.00,0.000,2,904.8,0.6,10,65
130000,8,1669,5.66,0.02,0.23,0.01,5.39,0.00,1.01,0.001,6,816939.0,10.1,14,11
130000,2,1280,12.49,0.44,0.60,0.46,11.00,0.01,1.11,0.002,28,814515.8,94.9,9,10
130000,0,52,9.02,0.23,0.71,0.10,7.98,0.04,1.06,0.019,2,908.8,1.1,9,52
140000,8,1634,6.01,0.01,0.12,0.04,5.84,0.00,1.00,0.000,7,816937.2,18.2,15,21
140000,2,1232,14.08,0.43,0.42,0.52,12.71,0.00,1.12,0.001,24,817736.7,318.7,9,32
140000,0,39,6.59,0.00,0.03,0.00,6.56,0.00,1.00,0.000,2,717.9,0.1,9,39
150000,8,1658,5.96,0.01,0.20,0.03,5.72,0.00,1.01,0.000,6,812383.4,6.1,11,16
150000,2,926,22.10,0.45,1.04,1.19,19.43,0.03,1.09,0.013,21,818464.0,249.0,6,6
150000,0,66,6.74,0.12,0.41,0.00,6.21,0.00,1.09,0.000,2,692.6,0.5,8,66
160000,8,1707,5.61,0.01,0.26,0.04,5.31,0.00,1.00,0.001,6,818554.8,5.5,11,7
160000,2,888,23.98,1.71,2.14,0.91,19.23,0.07,1.47,0.017,20,813682.0,370.4,5,8
160000,0,73,8.10,0.10,0.26,0.00,7.74,0.00,1.05,0.000,2,1051.8,2.0,8,72
170000,8,1683,5.60,0.00,0.26,0.03,5.30,0.00,1.00,0.000,6,817026.8,16.8,12,1
170000,2,1102,16.26,0.47,0.65,0.93,14.21,0.18,1.14,0.058,24,817656.1,306.5,6,3
170000,0,60,7.80,0.20,0.20,0.03,7.37,0.00,1.07,0.000,1,1281.0,3.4,11,60
180000,8,1705,5.94,0.01,0.30,0.03,5.59,0.00,1.01,0.001,6,820001.3,21.3,11,9
180000,2,1021,17.85,0.46,0.18,0.09,17.12,0.01,1.16,0.005,24,814694.2,280.9,6,8
180000,0,56,9.68,0.23,0.38,0.20,8.88,0.02,1.07,0.018,3,1285.8,21.2,7,56
190000,8,1635,6.55,0.07,0.26,0.01,6.21,0.00,1.02,0.001,6,812515.4,45.9,12,89
190000,2,1063,17.19,1.56,0.65,0.32,14.66,0.11,1.44,0.050,25,822946.2,306.2,6,31
190000,0,45,7.18,0.02,0.33,0.00,6.82,0.00,1.01,0.000,2,778.9,1.2,8,45
200000,8,1462,6.61,0.09,0.07,0.01,6.44,0.00,1.04,0.000,7,761908.2,107.2,8,95
200000,2,1283,13.97,0.84,0.07,0.01,13.05,0.01,1.33,0.002,22,875777.0,723.2,4,115
200000,0,56,6.54,0.02,0.11,0.00,6.41,0.00,1.00,0.000,2,332.7,0.1,5,56
210000,8,1569,6.87,0.15,0.18,0.01,6.52,0.00,1.06,0.002,5,765309.5,109.4,9,71
210000,2,1402,11.29,0.39,0.02,0.04,10.85,0.00,1.16,0.001,25,875255.8,348.4,4,46
210000,0,41,7.22,0.00,0.39,0.00,6.83,0.00,1.00,0.000,1,376.6,0.2,7,41
220000,8,1602,6.33,0.10,0.10,0.05,6.08,0.00,1.04,0.001,5,785911.8,200.5,11,44
220000,2,1174,14.34,0.29,0.09,0.17,13.79,0.00,1.12,0.000,25,843179.1,382.2,5,24
220000,0,59,6.95,0.00,0.15,0.00,6.80,0.00,1.00,0.000,4,485.9,0.5,6,59
230000,8,1626,6.18,0.04,0.18,0.00,5.96,0.00,1.01,0.001,5,817565.8,100.4,12,0
230000,2,1184,14.97,0.06,0.05,0.08,14.79,0.00,1.02,0.000,38,816490.8,101.8,3,0
230000,0,49,7.63,0.12,0.55,0.06,6.90,0.00,1.04,0.000,1,814.7,0.1,8,49
240000,8,1689,5.90,0.08,0.26,0.02,5.53,0.01,1.03,0.003,5,819919.8,109.2,11,7
240000,2,1173,14.42,0.04,0.18,0.32,13.88,0.00,1.01,0.000,24,818345.0,16.1,6,4
240000,0,54,8.74,0.00,0.24,0.41,8.09,0.00,1.00,0.000,1,756.3,0.3,9,54
250000,8,1625,5.80,0.04,0.17,0.04,5.54,0.00,1.01,0.001,6,818151.1,93.4,10,0
250000,2,1029,18.56,0.12,0.60,0.45,17.39,0.01,1.04,0.002,24,819388.7,133.6,6,9
250000,0,46,9.24,0.00,1.02,0.00,8.22,0.00,1.00,0.000,1,1311.3,0.4,8,46
260000,8,1648,5.86,0.06,0.18,0.06,5.56,0.01,1.02,0.001,5,819403.4,59.8,12,4
260000,2,1264,12.67,0.18,0.08,0.35,12.06,0.00,1.08,0.002,27,823423.4,155.1,5,4
260000,0,37,7.68,0.00,0.35,0.00,7.32,0.00,1.00,0.000,1,1380.7,0.6,6,37
270000,8,1684,5.48,0.01,0.17,0.05,5.25,0.00,1.01,0.000,6,816229.4,130.0,9,7
270000,2,981,19.33,0.74,0.36,1.21,17.02,0.07,1.21,0.018,28,816339.1,125.2,6,7
270000,0,65,9.78,0.42,0.43,0.00,8.94,0.02,1.15,0.015,2,980.6,2.0,8,63
280000,8,1661,5.52,0.04,0.19,0.06,5.22,0.00,1.02,0.002,5,822186.2,42.9,9,6
280000,2,943,21.06,0.98,0.41,0.58,19.09,0.04,1.29,0.023,25,816927.4,183.6,4,2
280000,0,51,7.90,0.00,0.18,0.86,6.86,0.00,1.00,0.000,3,957.0,0.6,8,51
290000,8,1632,5.65,0.03,0.22,0.02,5.38,0.00,1.01,0.002,5,817794.4,12.0,11,57
290000,2,987,20.11,0.34,0.31,1.17,18.28,0.03,1.16,0.008,26,810025.9,193.9,4,9
290000,0,64,8.95,0.05,0.12,0.16,8.62,0.00,1.02,0.000,2,877.9,1.0,9,64
300000,8,1640,5.44,0.05,0.19,0.03,5.18,0.00,1.01,0.000,5,813889.7,85.1,14,33
300000,2,1303,12.12,0.14,0.26,0.27,11.46,0.00,1.05,0.000,30,813410.8,64.3,7,84
300000,0,44,7.25,0.32,0.66,0.00,6.27,0.07,1.07,0.023,2,729.7,0.1,7,44
310000,8,1637,5.78,0.06,0.27,0.04,5.42,0.00,1.02,0.001,5,807956.9,20.5,15,8
310000,2,1110,15.68,0.41,0.23,0.09,14.96,0.02,1.12,0.005,24,821334.2,162.5,5,6
310000,0,77,6.65,0.00,0.29,0.00,6.36,0.00,1.00,0.000,2,633.8,0.4,10,76
320000,8,1723,5.92,0.07,0.33,0.01,5.52,0.00,1.02,0.001,8,815954.1,34.0,13,11
320000,2,1211,14.29,0.22,0.64,0.10,13.32,0.05,1.05,0.011,27,817492.1,254.8,6,5
320000,0,20,8.65,0.00,0.35,0.00,8.30,0.00,1.00,0.000,1,796.2,0.4,7,18
330000,8,1685,6.27,0.06,0.30,0.03,5.87,0.01,1.02,0.002,6,821634.9,10.2,12,4
330000,2,1289,11.86,0.20,0.16,0.09,11.41,0.01,1.06,0.004,26,816671.9,331.9,5,4
330000,0,40,8.98,0.68,0.12,0.05,8.12,0.03,1.20,0.025,2,959.4,1.0,5,40
340000,8,1655,5.84,0.01,0.25,0.07,5.51,0.00,1.00,0.002,6,816669.6,13.1,14,0
340000,2,1023,17.85,0.46,0.36,0.46,16.57,0.03,1.13,0.004,21,816936.6,207.6,3,2
340000,0,36,8.83,0.00,0.17,0.17,8.50,0.00,1.00,0.000,2,1362.2,0.2,9,35
350000,8,1628,6.87,0.04,0.22,0.04,6.57,0.00,1.01,0.002,11,815378.6,8.0,12,108
350000,2,993,19.14,0.21,0.35,0.19,18.39,0.00,1.05,0.002,23,814483.1,130.4,8,28
350000,0,74,10.36,0.00,0.05,0.74,9.57,0.00,1.00,0.000,2,1335.1,0.0,9,74
360000,8,1616,6.62,0.01,0.15,0.02,6.44,0.00,1.00,0.000,6,785157.6,50.0,9,70
360000,2,1165,15.07,0.11,0.14,0.13,14.68,0.01,1.05,0.004,32,846161.2,183.3,5,18
360000,0,44,9.20,0.07,0.36,0.02,8.75,0.00,1.03,0.000,3,778.4,0.5,4,44
370000,8,1572,6.77,0.04,0.16,0.07,6.51,0.00,1.01,0.000,5,792871.9,14.0,7,34
370000,2,1180,14.04,0.44,0.07,0.25,13.28,0.01,1.13,0.002,24,837328.2,187.7,5,21
370000,0,52,9.40,0.00,0.08,0.54,8.79,0.00,1.00,0.000,3,816.2,1.1,5,52
380000,8,1611,6.54,0.04,0.17,0.05,6.28,0.00,1.02,0.001,8,787878.0,26.4,6,82
380000,2,1202,14.27,0.28,0.11,0.34,13.53,0.01,1.09,0.002,33,845980.7,96.7,4,57
380000,0,45,11.51,0.51,0.29,0.04,10.67,0.00,1.13,0.000,3,682.5,0.5,4,45
390000,8,1563,6.37,0.09,0.14,0.04,6.09,0.00,1.05,0.000,5,805278.9,83.1,6,0
390000,2,1154,14.97,0.45,0.33,0.13,14.06,0.01,1.14,0.003,25,820988.0,403.0,4,0
390000,0,74,8.61,0.00,0.04,0.00,8.57,0.00,1.00,0.000,2,1309.4,0.7,6,74
400000,8,1608,6.34,0.08,0.27,0.06,5.93,0.00,1.03,0.000,5,816694.5,8.1,8,0
400000,2,1156,14.97,0.80,0.20,0.40,13.58,0.01,1.18,0.003,23,813960.1,165.7,3,1
400000,0,42,9.76,0.00,0.14,0.19,9.43,0.00,1.00,0.000,2,1619.0,0.2,5,39
410000,8,1566,6.34,0.08,0.17,0.08,6.01,0.00,1.02,0.001,6,816097.0,21.2,7,0
410000,2,1008,19.50,1.05,0.71,0.69,17.04,0.04,1.17,0.018,18,814156.8,83.2,4,3
410000,0,39,9.82,0.38,0.36,0.33,8.74,0.00,1.21,0.000,1,1729.8,0.5,6,39
420000,8,1716,5.74,0.07,0.12,0.14,5.40,0.00,1.03,0.000,5,815312.8,9.0,8,0
420000,2,1273,12.23,0.15,0.05,0.38,11.65,0.00,1.04,0.002,32,815583.1,151.0,2,0
420000,0,58,8.78,0.93,0.28,0.14,7.43,0.00,1.37,0.000,2,1629.0,1.9,6,58
430000,8,1674,6.01,0.12,0.16,0.14,5.60,0.00,1.05,0.001,8,815164.8,9.6,8,0
430000,2,1093,15.50,0.12,0.47,0.67,14.24,0.03,1.03,0.013,18,811974.0,156.5,3,1
430000,0,35,7.49,0.03,0.69,0.03,6.74,0.11,1.01,0.029,1,1675.0,0.2,6,35
440000,8,1691,6.18,0.14,0.23,0.19,5.62,0.00,1.06,0.001,5,818833.9,12.0,8,2
440000,2,1031,17.51,1.18,0.53,0.33,15.47,0.03,1.34,0.010,21,810589.9,1223.9,6,6
440000,0,27,10.00,0.00,0.00,0.59,9.41,0.00,1.00,0.000,2,1785.3,1.8,5,26
450000,8,1675,6.00,0.09,0.16,0.09,5.66,0.00,1.03,0.001,6,823380.9,15.5,8,15
450000,2,1041,17.47,1.35,0.47,0.13,15.51,0.02,1.39,0.008,27,812249.4,1803.7,6,2
450000,0,36,8.42,0.00,0.08,0.31,8.03,0.00,1.00,0.000,2,1735.7,16.4,5,36
460000,8,1647,6.23,0.11,0.15,0.03,5.93,0.01,1.04,0.002,6,818194.6,16.3,9,6
460000,2,1040,17.41,0.39,0.44,0.38,16.21,0.01,1.10,0.004,22,815718.3,2227.4,3,7
460000,0,52,7.94,0.04,0.27,0.02,7.62,0.00,1.06,0.000,4,1427.7,13.5,5,52
470000,8,1652,6.06,0.12,0.13,0.09,5.72,0.00,1.04,0.000,7,821106.6,25.1,14,0
470000,2,1103,15.71,0.20,0.32,0.17,15.03,0.00,1.06,0.001,26,816209.8,668.7,3,1
470000,0,39,9.51,0.15,1.05,0.15,8.15,0.00,1.07,0.000,2,1343.2,6.5,6,39
480000,8,1654,5.97,0.04,0.05,0.15,5.74,0.00,1.02,0.000,7,816726.1,8.1,9,0
480000,2,1187,14.06,0.12,0.17,0.35,13.42,0.00,1.03,0.000,26,818365.3,304.8,3,2
480000,0,63,7.62,0.00,0.33,0.59,6.70,0.00,1.00,0.000,4,1621.4,2.7,6,60
490000,8,1672,5.73,0.04,0.08,0.07,5.54,0.00,1.02,0.000,6,816876.9,4.0,8,3
490000,2,1089,16.28,0.38,0.17,0.14,15.60,0.02,1.14,0.005,30,818321.0,378.6,5,9
490000,0,47,7.36,0.30,0.11,0.00,6.96,0.00,1.11,0.000,2,1718.1,1.2,5,46
500000,8,1688,5.79,0.02,0.05,0.08,5.64,0.00,1.01,0.000,6,817956.7,2.9,6,0
500000,2,1171,14.92,0.63,0.09,0.51,13.69,0.01,1.23,0.003,26,814828.2,827.4,4,1
500000,0,42,7.90,1.02,0.17,0.00,6.71,0.00,1.41,0.000,3,1665.5,5.5,4,42
510000,8,1677,5.75,0.02,0.08,0.09,5.56,0.00,1.01,0.000,5,816184.6,1.7,7,1
510000,2,1054,18.87,0.42,0.21,0.56,17.68,0.01,1.14,0.002,24,810957.8,263.3,4,3
510000,0,42,8.50,1.36,0.83,0.17,6.14,0.00,1.48,0.000,2,1543.6,2.3,5,42
520000,8,1673,5.63,0.06,0.23,0.08,5.26,0.00,1.02,0.000,6,819989.6,8.4,9,2
520000,2,1099,16.08,1.09,0.20,1.03,13.76,0.01,1.28,0.005,24,812984.5,411.7,6,5
520000,0,49,9.94,0.10,0.35,0.57,8.92,0.00,1.02,0.000,2,1584.7,1.7,7,46
530000,8,1613,6.22,0.06,0.16,0.14,5.85,0.00,1.02,0.000,7,816778.0,4.6,9,0
530000,2,1085,16.95,0.25,0.16,1.14,15.40,0.00,1.05,0.000,24,810996.4,233.8,5,4
530000,0,60,7.05,0.05,0.23,0.50,6.27,0.00,1.02,0.000,2,1484.6,1.9,5,60
540000,8,1702,5.57,0.07,0.13,0.10,5.27,0.00,1.02,0.000,6,817956.6,6.5,11,2
540000,2,931,22.11,1.22,0.36,0.52,20.01,0.01,1.27,0.003,21,809566.2,241.9,5,9
540000,0,44,8.50,0.14,0.02,0.66,7.68,0.00,1.06,0.000,2,1661.5,1.0,7,44
550000,8,1668,5.76,0.03,0.13,0.13,5.48,0.00,1.01,0.001,5,819360.2,72.5,11,1
550000,2,1100,15.75,0.87,0.44,0.87,13.58,0.08,1.29,0.039,26,812545.1,2681.9,6,1
550000,0,54,7.02,0.24,0.00,0.02,6.76,0.00,1.12,0.000,2,1468.5,4.5,7,53
560000,8,1659,5.63,0.12,0.11,0.09,5.31,0.00,1.05,0.001,7,817799.4,167.8,11,6
560000,2,1034,17.88,1.46,0.88,0.93,14.60,0.29,1.27,0.103,22,812322.8,76517.0,5,7
560000,0,66,10.73,0.47,0.38,0.00,9.88,0.11,1.05,0.045,3,1381.6,128.9,7,66
570000,8,1638,5.78,0.10,0.19,0.09,5.40,0.00,1.05,0.000,5,816746.0,55.8,11,6
570000,2,970,18.55,2.38,0.63,0.58,14.96,0.22,1.46,0.097,28,815261.2,74865.4,6,3
570000,0,42,9.60,1.86,0.48,0.43,6.83,0.19,1.39,0.071,2,1148.1,107.7,9,40
580000,8,1648,5.86,0.08,0.21,0.13,5.44,0.00,1.02,0.001,8,818397.4,105.4,8,9
580000,2,1178,14.44,1.15,0.43,0.36,12.50,0.15,1.22,0.056,28,823745.8,49462.2,8,23
580000,0,61,8.51,0.07,0.51,0.07,7.87,0.03,1.00,0.016,2,1023.4,48.0,9,61
590000,8,1593,6.19,0.09,0.19,0.08,5.84,0.01,1.03,0.002,6,809652.5,1133.0,8,41
590000,2,1131,15.27,1.71,0.76,0.37,12.43,0.28,1.35,0.089,25,829897.6,56946.8,7,16
590000,0,59,7.36,0.54,0.41,0.05,6.36,0.05,1.10,0.017,2,601.1,6.4,6,59
600000,8,1663,6.06,0.11,0.23,0.17,5.55,0.01,1.03,0.004,5,814976.1,1966.7,10,6
600000,2,1103,15.50,1.29,0.19,0.61,13.41,0.05,1.30,0.018,24,816659.5,72517.4,5,4
600000,0,57,8.18,0.00,0.49,0.40,7.28,0.00,1.00,0.000,2,917.9,73.2,9,56
610000,8,1670,6.01,0.19,0.16,0.10,5.56,0.00,1.07,0.001,6,816649.6,99.4,10,8
610000,2,1147,14.79,0.81,0.05,1.57,12.37,0.00,1.26,0.001,29,816060.8,3324.5,6,11
610000,0,60,7.17,1.08,0.25,0.20,5.63,0.00,1.59,0.000,3,1294.2,0.9,6,60
620000,8,1615,6.26,0.18,0.13,0.14,5.81,0.00,1.06,0.001,7,813674.3,24.1,11,33
620000,2,1259,12.94,0.43,0.12,0.48,11.91,0.00,1.13,0.000,27,814406.8,278.8,5,22
620000,0,55,7.33,0.51,0.44,0.16,6.22,0.00,1.15,0.000,2,976.5,3.1,8,55
630000,8,1608,6.10,0.18,0.13,0.05,5.73,0.00,1.08,0.001,6,789636.6,111.0,10,41
630000,2,1119,15.95,0.72,0.07,1.03,14.14,0.00,1.22,0.000,22,845674.4,1283.1,8,20
630000,0,40,6.90,0.00,0.80,0.00,6.10,0.00,1.00,0.000,3,425.8,2.1,7,40
640000,8,1630,5.87,0.11,0.11,0.06,5.59,0.00,1.05,0.001,6,809271.5,71.2,9,29
640000,2,1204,13.33,0.34,0.01,0.08,12.90,0.00,1.11,0.000,27,822268.0,249.1,4,29
640000,0,41,9.34,0.76,0.05,0.02,8.51,0.00,1.19,0.000,2,760.9,1.0,6,41
650000,8,1721,5.72,0.03,0.14,0.08,5.48,0.00,1.01,0.001,5,803046.6,124.5,11,9
650000,2,1212,13.29,0.11,0.04,0.11,13.02,0.00,1.03,0.000,27,835232.0,538.0,5,13
650000,0,47,8.79,0.32,0.45,0.19,7.83,0.00,1.16,0.000,2,891.9,2.6,8,47
660000,8,1720,5.44,0.03,0.10,0.10,5.22,0.00,1.02,0.000,5,816801.4,169.3,10,4
660000,2,1261,12.96,0.33,0.22,0.59,11.82,0.00,1.11,0.003,26,819033.1,633.2,4,10
660000,0,40,6.62,0.00,0.03,0.00,6.60,0.00,1.00,0.000,1,932.7,6.0,5,40
670000,8,1712,5.56,0.05,0.06,0.08,5.37,0.00,1.02,0.000,5,812749.1,214.7,7,24
670000,2,1127,14.99,0.37,0.05,0.15,14.43,0.00,1.11,0.001,22,813077.8,274.6,4,11
670000,0,28,8.18,0.57,0.86,0.18,6.57,0.21,1.13,0.036,2,943.0,1.0,4,27
680000,8,1703,5.51,0.03,0.06,0.09,5.33,0.00,1.01,0.000,5,812729.3,345.5,6,39
680000,2,1311,11.74,0.07,0.03,0.38,11.26,0.00,1.03,0.000,25,822010.1,252.7,4,16
680000,0,49,6.76,0.00,0.08,0.29,6.39,0.00,1.00,0.000,3,974.0,0.7,6,48
690000,8,1681,5.73,0.07,0.13,0.08,5.45,0.00,1.02,0.001,7,807597.7,206.5,6,9
690000,2,1194,14.12,0.18,0.08,0.54,13.32,0.00,1.05,0.000,27,827764.9,273.3,4,8
690000,0,60,7.17,0.27,0.02,0.75,6.13,0.00,1.11,0.000,2,939.7,0.7,5,59
700000,8,1694,5.77,0.07,0.05,0.04,5.60,0.00,1.02,0.000,5,815377.7,199.9,6,13
700000,2,1296,12.65,0.18,0.11,0.17,12.19,0.00,1.05,0.000,26,823028.1,102.0,5,11
700000,0,43,7.56,0.28,0.02,0.00,7.26,0.00,1.16,0.000,2,1227.4,0.0,6,43
710000,8,1707,5.46,0.02,0.09,0.05,5.30,0.00,1.01,0.000,5,819080.8,289.6,6,6
710000,2,954,19.88,0.12,0.11,0.61,19.04,0.01,1.03,0.001,19,815001.6,187.0,4,7
710000,0,51,8.63,0.00,0.14,0.06,8.43,0.00,1.00,0.000,1,1222.3,1.0,5,51
720000,8,1693,5.18,0.02,0.09,0.06,5.01,0.00,1.01,0.000,5,814892.4,388.8,6,0
720000,2,1172,15.09,0.29,0.05,0.23,14.51,0.00,1.09,0.000,27,811585.7,106.4,5,19
720000,0,55,7.09,0.07,0.16,0.04,6.82,0.00,1.01,0.000,1,1620.0,0.7,6,55
730000,8,1736,5.24,0.03,0.05,0.07,5.09,0.00,1.01,0.001,5,820088.1,311.4,5,5
730000,2,1162,14.62,0.25,0.39,0.71,13.27,0.00,1.07,0.002,24,814919.7,90.6,4,8
730000,0,42,7.19,0.00,0.19,0.10,6.90,0.00,1.00,0.000,2,1565.5,0.9,5,41
740000,8,1754,5.23,0.05,0.09,0.06,5.03,0.01,1.02,0.003,5,816715.8,326.8,5,7
740000,2,1003,18.98,0.30,1.18,0.27,17.22,0.01,1.12,0.002,21,812299.6,52.3,5,8
740000,0,45,7.36,0.00,0.18,0.36,6.82,0.00,1.00,0.000,1,1232.4,0.0,5,45
750000,8,1719,5.37,0.02,0.09,0.07,5.20,0.00,1.01,0.001,6,817371.1,364.8,6,5
750000,2,1115,15.86,0.12,0.52,0.17,15.05,0.01,1.03,0.004,29,813160.9,372.4,6,20
750000,0,40,7.00,0.00,0.00,0.03,6.97,0.00,1.00,0.000,2,1162.6,5.7,5,39
760000,8,1753,5.23,0.02,0.13,0.15,4.93,0.00,1.00,0.001,6,817997.1,350.4,6,0
760000,2,917,21.70,0.45,0.76,0.64,19.85,0.02,1.17,0.012,23,810283.9,251.6,5,7
760000,0,37,10.89,0.00,1.92,0.16,8.81,0.00,1.00,0.000,2,1223.2,0.8,6,37
770000,8,1730,5.39,0.02,0.12,0.07,5.17,0.01,1.00,0.002,8,822933.4,400.4,5,6
770000,2,949,20.80,0.37,0.64,1.26,18.53,0.09,1.06,0.039,19,813853.1,105.5,4,16
770000,0,52,7.35,0.00,0.00,0.02,7.33,0.00,1.00,0.000,2,1269.3,1.6,5,52
780000,8,1785,5.17,0.03,0.13,0.12,4.89,0.01,1.01,0.002,5,821440.9,260.9,7,26
780000,2,1256,12.52,0.16,0.18,0.44,11.73,0.01,1.08,0.002,29,817833.8,275.2,6,40
780000,0,22,5.64,0.00,0.00,0.00,5.64,0.00,1.00,0.000,1,1078.7,3.0,6,22
790000,8,1637,5.50,0.05,0.06,0.06,5.34,0.00,1.02,0.001,5,788713.8,605.3,8,88
790000,2,1432,10.36,0.16,0.16,0.41,9.62,0.00,1.08,0.000,29,847034.6,1744.1,5,65
790000,0,29,6.97,0.00,0.24,0.14,6.59,0.00,1.00,0.000,2,354.0,7.9,7,29
800000,8,1723,5.41,0.02,0.07,0.06,5.26,0.00,1.01,0.001,6,788880.8,367.9,6,116
800000,2,1382,10.82,0.07,0.08,0.99,9.68,0.01,1.02,0.003,26,849133.4,1557.0,3,67
800000,0,36,6.53,0.00,0.14,0.11,6.28,0.00,1.00,0.000,2,350.6,0.3,6,36
810000,8,1723,5.65,0.02,0.08,0.12,5.44,0.00,1.01,0.001,9,761334.0,272.4,6,188
810000,2,1444,9.30,0.08,0.21,0.17,8.84,0.00,1.02,0.001,34,880583.2,1108.1,5,92
810000,0,28,7.32,0.00,0.00,0.00,7.32,0.00,1.00,0.000,4,288.4,0.3,6,28
820000,8,1648,5.69,0.04,0.06,0.10,5.49,0.00,1.01,0.000,8,764085.5,378.2,6,64
820000,2,1299,12.87,0.32,0.13,0.14,12.28,0.00,1.09,0.000,27,876661.1,1155.7,4,40
820000,0,33,7.24,0.00,0.00,0.55,6.70,0.00,1.00,0.000,2,242.3,1.8,5,33
830000,8,1752,5.23,0.06,0.08,0.13,4.95,0.00,1.02,0.001,5,790565.0,190.0,7,25
830000,2,1243,13.01,0.43,0.42,0.29,11.87,0.02,1.12,0.003,25,845355.6,844.2,6,10
830000,0,36,7.72,0.00,0.00,0.67,7.06,0.00,1.00,0.000,2,370.0,3.9,6,36
840000,8,1718,5.00,0.04,0.03,0.09,4.83,0.00,1.01,0.001,7,816456.7,153.1,7,2
840000,2,1241,12.31,0.27,0.10,0.20,11.73,0.00,1.07,0.001,23,818509.1,592.0,4,8
840000,0,37,11.43,0.68,0.81,0.14,9.81,0.16,1.14,0.027,2,500.3,2.4,5,37
850000,8,1760,5.08,0.04,0.11,0.11,4.82,0.01,1.01,0.002,6,821294.3,230.9,7,25
850000,2,1176,13.66,0.39,0.15,0.17,12.94,0.00,1.12,0.002,25,817579.2,744.3,6,15
