step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
430000,8881,1.692,0.018,11.93,827620,800787,4542,1454,20461,7080780,4435290.0,441488.9,0.461,0.139,0.130,0.124,0.145,173,14.84,19.37,5.56,14.82,0.48,2.08,0.18,1.54,8.62,9.22,0.12,0.64,0.022,0.080,1831,0.054,0.802,0.085,0.003,0.111,791571,685624,47,0.105,0.113,0.038,3951920,0.057,0.142,0.000,649.55,351288,282,0.062,0.511,0.027,161574166,2.56,16.33,0.100,0.196,0.040,4,6,64,64,4714,55,4.20,0.0058,0.011,227
440000,9218,1.653,0.015,11.76,865215,835405,5514,844,23115,6596983,4343906.0,417846.1,0.502,0.134,0.125,0.109,0.129,159,14.19,18.72,4.82,13.82,0.44,1.99,0.18,1.41,8.75,10.02,0.12,0.62,0.019,0.074,2010,0.053,0.795,0.080,0.004,0.122,829570,731128,52,0.070,0.134,0.034,3553643,0.057,0.082,0.000,648.90,378524,228,0.063,0.559,0.024,196792955,2.36,16.78,0.088,0.254,0.039,3,6,57,64,4901,67,4.86,0.0054,0.021,204
450000,9616,1.622,0.014,12.08,909414,877242,5986,1147,24641,6665007,4224922.0,444576.0,0.562,0.119,0.113,0.096,0.111,133,13.10,17.75,4.60,13.52,0.42,1.91,0.14,1.17,7.93,7.80,0.11,0.62,0.021,0.082,2102,0.074,0.795,0.070,0.006,0.129,878700,786487,46,0.118,0.080,0.030,3195099,0.055,0.077,0.000,649.81,392821,274,0.067,0.518,0.024,199271733,2.29,17.10,0.079,0.235,0.034,3,6,49,64,4966,79,3.95,0.0055,0.004,183
460000,9358,1.675,0.015,12.10,944780,910461,5943,2178,26456,6562144,4221348.0,447726.1,0.574,0.116,0.111,0.091,0.107,142,13.98,18.73,5.44,14.36,0.43,1.92,0.14,1.19,7.98,7.79,0.11,0.61,0.020,0.075,1994,0.069,0.799,0.085,0.003,0.113,914466,823393,60,0.080,0.100,0.029,2338972,0.064,0.100,0.000,649.21,406393,305,0.068,0.376,0.024,229122108,2.52,16.91,0.088,0.223,0.037,3,6,57,64,4961,60,4.55,0.0057,0.008,215
470000,9042,1.677,0.014,12.40,865697,831087,5272,6247,23407,6682863,4445054.0,465398.5,0.527,0.114,0.111,0.114,0.134,147,14.53,18.96,5.20,14.30,0.57,2.29,0.20,1.73,8.57,8.69,0.14,0.68,0.026,0.093,2271,0.055,0.807,0.087,0.002,0.104,836373,725692,60,0.087,0.130,0.041,2918594,0.069,0.087,0.000,649.15,387929,381,0.070,0.256,0.022,235926590,2.47,16.43,0.098,0.228,0.045,3,7,62,64,4684,60,4.61,0.0057,0.011,183
480000,9246,1.650,0.014,12.14,897149,862940,5082,3184,25739,7379361,4394554.0,499115.3,0.519,0.118,0.116,0.113,0.134,145,14.13,18.39,5.14,14.16,0.47,1.97,0.14,1.25,8.39,7.80,0.11,0.62,0.024,0.079,2274,0.032,0.820,0.067,0.002,0.111,868119,754311,72,0.105,0.123,0.025,2939995,0.075,0.076,0.000,650.14,388399,440,0.068,0.304,0.022,273675105,2.43,16.38,0.087,0.277,0.036,3,6,57,64,4693,80,3.61,0.0057,0.009,206
490000,9059,1.704,0.013,12.14,912836,874110,5580,4473,28860,6494952,4298421.0,441224.6,0.569,0.110,0.107,0.098,0.116,143,14.84,19.14,5.68,14.74,0.50,2.23,0.12,1.17,8.55,7.96,0.13,0.65,0.022,0.085,2167,0.034,0.789,0.078,0.001,0.132,886124,787933,62,0.100,0.153,0.024,2399728,0.072,0.100,0.000,649.95,396531,411,0.068,0.299,0.022,246580705,2.58,16.02,0.099,0.226,0.042,3,7,62,64,4698,62,3.81,0.0056,0.005,161
500000,9008,1.722,0.015,12.57,888543,848828,6563,3050,30153,6104117,4256910.5,410373.6,0.592,0.110,0.107,0.088,0.104,135,14.94,19.74,6.20,15.41,0.48,2.11,0.14,1.48,8.12,7.80,0.13,0.65,0.022,0.085,2188,0.051,0.795,0.090,0.002,0.113,863320,774264,71,0.108,0.092,0.025,2212653,0.066,0.111,0.000,649.40,379949,533,0.067,0.328,0.020,215942691,2.74,16.39,0.106,0.270,0.040,3,6,64,64,4700,64,4.35,0.0058,0.018,159
510000,8591,1.792,0.015,12.71,788447,754504,4367,6839,23154,6312626,4601093.5,495012.0,0.507,0.113,0.112,0.120,0.147,159,16.34,20.55,6.84,15.88,0.54,2.23,0.10,0.93,8.86,8.37,0.15,0.73,0.021,0.080,2446,0.038,0.787,0.101,0.004,0.109,760056,638746,55,0.103,0.124,0.027,3160118,0.111,0.096,0.000,648.62,350624,363,0.078,0.219,0.024,161604466,2.89,15.66,0.118,0.309,0.049,3,7,64,64,4498,63,5.13,0.0060,0.015,190
520000,7515,1.912,0.018,12.06,759204,709390,3805,25962,21123,6854375,4836209.5,603796.9,0.463,0.135,0.132,0.119,0.151,177,19.43,21.95,8.31,16.80,1.07,3.49,0.31,1.98,9.74,8.83,0.31,1.03,0.028,0.088,2681,0.049,0.763,0.147,0.001,0.089,719568,597734,44,0.085,0.231,0.061,4756023,0.145,0.100,0.000,648.66,326025,201,0.088,0.193,0.048,157867193,3.24,14.19,0.136,0.385,0.089,3,8,64,64,3862,63,5.10,0.0066,0.020,228
530000,8150,1.792,0.016,12.10,793685,749555,3420,21679,18396,7545115,4741698.0,635030.7,0.456,0.138,0.134,0.121,0.150,166,16.97,20.19,6.74,15.85,0.72,2.78,0.20,1.52,9.31,7.91,0.19,0.85,0.025,0.083,2461,0.053,0.783,0.099,0.001,0.116,756906,625224,58,0.122,0.088,0.054,5057086,0.130,0.101,0.000,648.47,343356,182,0.084,0.207,0.030,178689696,2.88,15.04,0.119,0.295,0.056,4,8,64,64,4031,71,5.29,0.0063,0.020,211
540000,7692,1.845,0.020,11.93,859989,796746,3729,38931,21041,7676028,4858548.5,667341.8,0.491,0.138,0.128,0.111,0.132,151,19.18,21.34,7.11,15.98,1.05,4.03,0.40,2.33,10.62,10.39,0.28,1.08,0.030,0.103,2790,0.044,0.745,0.120,0.003,0.132,814959,679967,61,0.074,0.181,0.074,4257585,0.106,0.115,0.000,649.64,380068,134,0.087,0.281,0.052,193571981,2.94,14.14,0.127,0.370,0.075,3,8,64,64,3913,59,4.12,0.0059,0.020,192
550000,7304,1.923,0.021,11.98,866566,810071,3859,32947,20077,8861849,4889971.0,725393.8,0.525,0.125,0.113,0.110,0.127,145,20.09,21.77,8.05,16.63,1.20,4.12,0.27,1.71,10.57,10.13,0.35,1.20,0.031,0.095,2806,0.049,0.725,0.146,0.003,0.126,819522,700565,56,0.137,0.097,0.067,6110242,0.113,0.117,0.000,649.91,383394,122,0.082,0.282,0.060,167384002,3.22,13.75,0.135,0.365,0.092,4,9,64,64,3747,74,3.85,0.0063,0.014,217
560000,7545,1.907,0.018,11.93,846062,783884,4011,36748,21178,7959418,4885291.5,696583.1,0.511,0.123,0.113,0.114,0.138,159,19.72,21.69,8.06,16.92,0.89,3.51,0.44,2.21,10.34,9.16,0.26,1.01,0.025,0.087,2834,0.055,0.747,0.122,0.004,0.126,802613,674822,54,0.098,0.206,0.097,5451556,0.118,0.100,0.000,649.78,370360,126,0.088,0.272,0.047,177176453,3.22,13.87,0.138,0.350,0.072,4,8,64,64,3890,68,3.97,0.0063,0.013,195
570000,7252,1.914,0.020,12.28,831341,778184,3882,28274,21294,7810712,5088068.0,691945.6,0.500,0.129,0.110,0.126,0.136,160,20.85,22.46,8.78,17.09,1.09,3.84,0.33,1.99,10.65,9.69,0.31,1.13,0.031,0.098,2843,0.057,0.734,0.146,0.004,0.116,783336,652884,49,0.095,0.369,0.071,4484915,0.097,0.101,0.000,650.18,373286,117,0.089,0.338,0.042,130588423,3.38,13.39,0.152,0.408,0.084,3,9,64,64,3703,52,3.57,0.0066,0.003,324
580000,7009,2.000,0.022,12.25,769513,717506,3693,31527,17030,8088117,5053496.0,715011.4,0.455,0.140,0.124,0.134,0.148,164,21.72,22.92,8.84,17.28,1.16,3.94,0.31,2.06,11.41,11.18,0.37,1.22,0.029,0.091,2797,0.051,0.756,0.154,0.002,0.088,719773,588442,53,0.141,0.225,0.056,4168557,0.092,0.106,0.000,649.98,347312,109,0.088,0.374,0.049,128950262,3.41,13.15,0.154,0.416,0.102,3,9,64,64,3626,54,3.77,0.0063,0.008,246
590000,7026,2.012,0.022,11.92,723129,678661,3135,26113,15203,7919013,5076301.5,660119.4,0.423,0.154,0.148,0.134,0.141,192,21.46,22.71,8.99,17.27,1.04,3.74,0.30,2.07,11.14,10.85,0.30,1.10,0.028,0.090,2533,0.066,0.752,0.158,0.002,0.088,674451,553787,55,0.074,0.198,0.060,4088991,0.129,0.108,0.000,650.29,309775,121,0.083,0.325,0.044,127957436,3.47,13.12,0.160,0.372,0.080,4,9,64,64,3760,51,3.47,0.0065,0.006,237
600000,7209,1.956,0.019,12.02,739195,697110,3409,22494,15999,8718567,4920646.0,676710.2,0.446,0.144,0.139,0.129,0.142,175,20.55,22.13,8.52,16.93,0.98,3.43,0.29,1.90,10.77,10.04,0.30,1.07,0.027,0.091,2414,0.054,0.756,0.149,0.003,0.091,693706,576562,62,0.113,0.090,0.060,4250060,0.127,0.110,0.000,649.83,319103,136,0.078,0.280,0.038,144120079,3.35,13.57,0.151,0.350,0.085,4,9,64,64,3798,58,3.92,0.0063,0.005,241
610000,7503,1.905,0.021,12.15,760571,716944,3685,22289,17359,7703980,4918159.5,616878.2,0.469,0.132,0.128,0.126,0.145,183,19.51,21.16,7.59,15.95,0.99,3.60,0.51,2.95,10.42,9.24,0.27,1.02,0.030,0.097,2817,0.047,0.751,0.137,0.004,0.107,714430,602735,66,0.103,0.148,0.077,5193024,0.127,0.117,0.000,649.39,317678,131,0.080,0.277,0.041,148604020,3.06,13.91,0.126,0.351,0.075,4,9,64,64,4039,51,4.36,0.0063,0.008,262
620000,7731,1.874,0.020,12.16,808857,757145,3721,25774,21989,7672606,4828300.0,595877.1,0.453,0.143,0.128,0.134,0.142,177,18.60,20.99,7.49,16.34,0.94,3.60,0.37,2.54,9.80,8.32,0.22,0.90,0.028,0.095,2368,0.048,0.782,0.125,0.002,0.091,762468,639193,56,0.085,0.177,0.058,4650531,0.126,0.125,0.000,650.07,335839,125,0.078,0.309,0.038,148021968,3.04,14.30,0.123,0.310,0.066,4,8,64,64,4214,56,3.69,0.0064,0.006,272
630000,7302,1.963,0.024,12.03,772367,716046,3880,31489,21381,7121581,4843904.5,600773.4,0.447,0.139,0.128,0.135,0.150,176,20.29,21.72,8.30,16.92,1.11,3.87,0.39,2.48,10.48,9.73,0.26,1.00,0.036,0.107,2672,0.061,0.744,0.142,0.004,0.109,721456,598339,65,0.122,0.070,0.063,4626937,0.116,0.115,0.000,645.48,333849,120,0.084,0.314,0.048,145607293,3.28,13.58,0.137,0.342,0.075,3,8,64,64,4025,46,8.27,0.0063,0.004,251
640000,6979,1.997,0.022,11.94,765151,710560,3969,32605,18340,8495551,4928540.5,713584.6,0.484,0.125,0.116,0.132,0.143,183,21.67,21.93,8.66,17.20,1.20,4.08,0.35,2.26,11.44,10.27,0.33,1.13,0.033,0.105,2871,0.067,0.721,0.160,0.003,0.116,707539,592230,57,0.117,0.099,0.073,4679623,0.130,0.113,0.000,647.79,328217,124,0.084,0.303,0.060,135210225,3.34,13.00,0.140,0.415,0.087,3,11,64,64,3458,55,5.97,0.0062,0.004,270
650000,6958,2.022,0.022,12.05,764305,713489,3612,31613,15612,8804928,5048681.5,746915.8,0.453,0.134,0.121,0.148,0.144,176,21.74,22.08,8.76,17.30,1.13,3.87,0.49,2.35,11.36,10.19,0.31,1.09,0.035,0.102,2887,0.057,0.743,0.160,0.007,0.090,705415,578137,57,0.071,0.132,0.092,5489024,0.151,0.099,0.000,650.02,329053,122,0.085,0.270,0.059,134249675,3.41,12.81,0.152,0.411,0.085,4,11,64,64,3821,51,3.74,0.0064,0.005,274
660000,7425,1.938,0.020,12.04,751426,710477,3046,22807,14629,8304025,5014372.5,664792.2,0.400,0.156,0.130,0.161,0.152,187,20.11,21.52,8.13,16.84,0.88,3.30,0.38,2.52,10.73,9.72,0.24,0.94,0.028,0.094,2467,0.058,0.763,0.133,0.003,0.101,692913,555943,50,0.133,0.126,0.060,5500999,0.144,0.128,0.000,649.66,330869,134,0.080,0.262,0.037,130422765,3.26,13.56,0.142,0.329,0.069,4,9,64,64,3993,50,4.09,0.0063,0.006,308
670000,8321,1.801,0.017,12.33,770723,736501,3371,7817,22138,6171718,4824352.5,455375.6,0.423,0.145,0.121,0.154,0.156,180,16.56,20.32,6.86,16.17,0.52,2.19,0.20,1.57,8.98,8.08,0.14,0.67,0.024,0.089,1900,0.059,0.804,0.099,0.002,0.096,722529,592539,54,0.109,0.229,0.049,5239698,0.132,0.131,0.000,648.30,337208,225,0.074,0.261,0.024,125728643,2.91,15.57,0.118,0.183,0.047,4,7,64,64,4677,51,5.46,0.0065,0.011,360
680000,8621,1.779,0.018,12.33,806594,770022,5084,1755,29433,5797347,4482038.5,381087.7,0.496,0.121,0.111,0.131,0.141,170,16.03,20.21,6.83,16.14,0.51,2.22,0.32,2.04,8.39,7.73,0.12,0.61,0.025,0.094,1834,0.058,0.791,0.107,0.002,0.101,762884,658286,57,0.083,0.130,0.069,5026949,0.093,0.116,0.000,646.82,351565,176,0.066,0.441,0.022,133330521,2.90,15.90,0.115,0.153,0.045,4,7,64,64,4760,59,6.94,0.0062,0.005,303
690000,8778,1.778,0.018,12.37,819649,780586,5919,1445,31542,5440566,4309320.0,359895.6,0.527,0.114,0.107,0.119,0.133,162,15.62,20.31,6.67,15.88,0.49,2.10,0.18,1.52,8.29,8.24,0.12,0.63,0.022,0.087,1885,0.057,0.781,0.102,0.004,0.114,779042,684639,62,0.103,0.093,0.037,4683798,0.071,0.126,0.000,646.75,365036,242,0.066,0.493,0.024,132372312,2.85,16.40,0.114,0.206,0.041,3,6,64,64,4844,59,7.01,0.0059,0.014,262
700000,8749,1.782,0.016,12.65,801910,764656,5009,2797,29477,5495904,4428043.5,387696.2,0.523,0.113,0.110,0.118,0.136,146,15.78,20.26,6.75,15.77,0.49,2.17,0.14,1.22,8.39,7.68,0.11,0.60,0.024,0.091,2006,0.067,0.792,0.100,0.003,0.106,764605,664049,60,0.080,0.081,0.030,2786720,0.080,0.081,0.000,649.04,365047,455,0.071,0.289,0.023,128902193,2.86,16.19,0.117,0.198,0.040,3,6,64,64,4690,52,4.71,0.0060,0.019,267
710000,9001,1.716,0.017,12.68,884892,842126,5356,1444,35714,5468995,4336501.5,372749.9,0.547,0.112,0.111,0.107,0.122,145,14.75,19.15,6.14,15.16,0.54,2.29,0.12,1.29,7.95,7.11,0.12,0.62,0.028,0.101,2200,0.062,0.780,0.100,0.004,0.117,846198,750884,62,0.058,0.071,0.022,2963596,0.081,0.100,0.000,649.37,407317,267,0.068,0.514,0.025,166420561,2.67,16.50,0.094,0.230,0.042,3,6,60,64,4696,56,4.38,0.0061,0.016,228
720000,8979,1.725,0.017,12.25,900580,855815,5930,2467,36390,5615588,4314877.0,380294.1,0.555,0.112,0.111,0.103,0.119,141,15.04,19.15,5.84,14.78,0.63,2.42,0.19,1.62,8.38,7.58,0.13,0.67,0.030,0.101,2359,0.054,0.767,0.091,0.004,0.138,862622,770926,59,0.058,0.150,0.043,2764606,0.089,0.088,0.000,648.74,415356,312,0.068,0.415,0.026,209339734,2.57,16.20,0.093,0.230,0.045,4,6,59,64,4658,79,5.02,0.0057,0.016,163
730000,9079,1.729,0.019,12.33,896508,853128,5910,1693,35677,5895518,4302550.0,395095.8,0.536,0.115,0.113,0.111,0.125,144,14.66,19.23,6.05,14.93,0.43,1.94,0.14,1.18,8.04,7.45,0.11,0.58,0.021,0.084,1984,0.048,0.793,0.099,0.002,0.107,858696,764837,65,0.079,0.098,0.033,2819372,0.079,0.124,0.000,647.36,404905,342,0.067,0.467,0.022,250603242,2.63,16.79,0.094,0.224,0.037,3,6,58,64,4855,64,6.40,0.0059,0.017,235
740000,9076,1.742,0.018,12.45,874589,833489,5723,1486,33894,5623248,4232425.5,374500.4,0.530,0.119,0.116,0.109,0.127,147,14.66,19.66,6.10,15.13,0.45,2.07,0.18,1.60,7.93,7.69,0.12,0.62,0.021,0.089,1892,0.063,0.786,0.092,0.002,0.120,832749,743653,61,0.057,0.105,0.030,2544136,0.090,0.103,0.000,647.86,396582,403,0.067,0.413,0.020,221247226,2.67,17.03,0.100,0.199,0.041,3,6,63,64,4991,53,5.89,0.0059,0.007,246
750000,9294,1.668,0.016,12.38,879233,838558,5909,1300,33248,5684523,4257707.5,373096.5,0.531,0.119,0.112,0.112,0.127,131,14.32,19.22,5.59,14.55,0.48,2.04,0.11,1.10,8.14,8.33,0.12,0.63,0.021,0.084,1988,0.047,0.793,0.094,0.003,0.110,838286,750345,65,0.063,0.093,0.023,2324837,0.086,0.082,0.000,649.74,402776,313,0.066,0.492,0.028,208715583,2.50,17.06,0.094,0.227,0.040,3,6,58,64,4873,70,4.02,0.0056,0.012,216
760000,9393,1.661,0.017,12.24,927102,883264,5932,1642,36165,6642875,4205058.5,428041.4,0.533,0.116,0.108,0.115,0.129,138,13.70,18.33,4.80,13.50,0.57,2.68,0.11,0.98,8.22,8.58,0.11,0.63,0.026,0.094,2067,0.046,0.787,0.082,0.004,0.126,889087,803780,62,0.069,0.160,0.023,2210700,0.082,0.109,0.000,650.54,424582,367,0.064,0.459,0.029,273140430,2.28,17.20,0.077,0.234,0.035,3,6,53,64,4939,80,3.22,0.0054,0.009,242
770000,9438,1.649,0.015,11.94,926366,881282,6237,1495,37307,5770623,4190537.5,379251.8,0.527,0.120,0.111,0.114,0.128,142,13.59,17.98,4.93,13.49,0.48,2.20,0.08,0.93,8.10,7.65,0.10,0.58,0.024,0.095,1955,0.045,0.782,0.079,0.003,0.136,887950,805519,58,0.072,0.128,0.020,2255430,0.083,0.085,0.000,650.10,416029,303,0.066,0.527,0.022,288691173,2.30,17.12,0.077,0.206,0.032,3,6,51,64,4985,91,3.66,0.0055,0.004,235
780000,9318,1.670,0.017,11.77,926975,880987,6208,2650,37250,5355553,4163541.0,375744.3,0.543,0.109,0.100,0.117,0.131,146,14.17,19.05,5.62,14.40,0.51,2.40,0.15,1.31,7.89,7.49,0.12,0.63,0.023,0.091,1936,0.039,0.782,0.094,0.004,0.120,887805,809590,63,0.094,0.099,0.024,2012292,0.093,0.097,0.000,649.85,410186,266,0.070,0.372,0.024,255365193,2.50,17.13,0.092,0.214,0.038,3,6,58,64,4912,73,3.90,0.0057,0.004,256
790000,9257,1.683,0.016,11.78,881099,838158,6147,3748,33107,5954882,4127021.5,418289.4,0.533,0.111,0.102,0.121,0.133,153,14.24,18.80,5.62,14.17,0.51,2.26,0.13,1.40,7.99,7.95,0.12,0.65,0.025,0.097,2064,0.047,0.765,0.106,0.004,0.125,845606,764616,59,0.078,0.137,0.022,2167321,0.089,0.107,0.000,647.87,389542,219,0.070,0.314,0.030,220337470,2.48,16.89,0.084,0.233,0.040,3,6,56,64,4945,67,5.88,0.0056,0.007,225
800000,9209,1.677,0.017,11.80,846933,806544,6361,3572,30504,6139330,4086562.5,439055.6,0.531,0.112,0.103,0.121,0.133,144,14.02,19.13,5.62,14.64,0.57,2.39,0.10,0.97,7.73,8.13,0.13,0.65,0.029,0.098,1827,0.046,0.781,0.106,0.003,0.111,811704,732921,54,0.079,0.095,0.024,2190920,0.093,0.122,0.000,644.29,369657,217,0.072,0.296,0.029,220248155,2.53,17.32,0.093,0.211,0.045,3,6,60,64,5006,55,9.47,0.0057,0.002,230
810000,9338,1.654,0.015,12.18,869109,826638,6476,2887,32979,6445508,4119550.8,439254.6,0.526,0.113,0.105,0.122,0.135,148,13.75,18.60,5.31,14.03,0.57,2.40,0.10,1.08,7.76,7.80,0.15,0.69,0.027,0.093,1952,0.050,0.782,0.098,0.003,0.117,835367,756227,63,0.072,0.050,0.020,2442301,0.089,0.100,0.000,647.27,393360,205,0.068,0.362,0.029,284827572,2.40,17.30,0.084,0.232,0.048,3,6,56,64,4893,64,6.49,0.0057,0.013,169
820000,9188,1.667,0.016,12.05,886028,843681,6199,2599,33699,6286349,4179184.0,442439.8,0.528,0.114,0.107,0.118,0.132,147,14.08,18.58,5.40,14.24,0.50,2.17,0.13,1.41,8.05,7.80,0.14,0.66,0.024,0.085,2082,0.044,0.779,0.098,0.001,0.122,853860,774024,58,0.076,0.110,0.022,2214576,0.083,0.105,0.000,646.84,395186,297,0.070,0.374,0.026,280840680,2.46,16.99,0.083,0.225,0.045,3,6,56,64,4865,64,6.92,0.0057,0.015,173
830000,9092,1.704,0.015,11.74,868229,826049,6005,3762,32509,6072427,4117098.5,439879.7,0.535,0.115,0.110,0.113,0.127,155,14.15,19.21,5.87,14.84,0.49,2.26,0.10,1.09,7.69,7.51,0.10,0.59,0.026,0.097,1867,0.049,0.766,0.100,0.003,0.132,839256,753244,60,0.110,0.038,0.019,2098841,0.085,0.117,0.000,644.59,380715,226,0.072,0.316,0.024,233382139,2.59,17.13,0.091,0.201,0.034,3,6,58,64,4786,52,9.17,0.0059,0.009,168
840000,9017,1.717,0.013,11.81,917621,873004,6773,3317,34602,6159857,4215508.5,430742.0,0.583,0.102,0.097,0.103,0.115,149,15.17,19.83,6.24,15.26,0.61,2.71,0.14,1.34,8.19,8.21,0.14,0.71,0.029,0.105,2197,0.049,0.750,0.110,0.003,0.137,892188,812464,63,0.138,0.084,0.027,2170507,0.082,0.088,0.000,648.00,402876,312,0.070,0.333,0.028,189608318,2.71,16.59,0.100,0.247,0.045,3,6,64,64,4648,79,5.75,0.0057,0.015,166
850000,8840,1.743,0.014,11.82,868733,830640,5895,5073,27302,7080330,4219244.0,479969.8,0.535,0.110,0.106,0.119,0.130,142,15.58,20.00,6.44,15.65,0.54,2.40,0.18,1.60,8.42,8.37,0.11,0.62,0.030,0.106,1880,0.065,0.754,0.108,0.002,0.136,842239,762452,50,0.103,0.145,0.031,3195069,0.076,0.108,0.000,648.46,386080,370,0.068,0.309,0.026,219288274,2.78,16.22,0.111,0.178,0.037,4,6,64,64,4749,52,5.30,0.0057,0.010,192
860000,9084,1.692,0.015,11.65,880973,842835,6799,2381,28714,6667397,4160522.0,434005.7,0.541,0.110,0.103,0.117,0.129,162,14.45,18.94,5.41,14.53,0.62,2.45,0.20,1.74,8.22,8.32,0.14,0.70,0.031,0.102,2000,0.051,0.776,0.097,0.007,0.120,851564,773753,53,0.091,0.116,0.036,2801312,0.079,0.098,0.000,650.09,384818,280,0.065,0.537,0.034,196047306,2.47,16.70,0.094,0.225,0.044,4,6,59,64,4898,56,3.66,0.0056,0.008,198
870000,9203,1.691,0.013,11.63,874587,833626,7124,2317,31401,6182469,4140477.8,408756.3,0.561,0.103,0.098,0.113,0.125,168,14.42,19.58,6.03,15.42,0.48,2.20,0.18,1.43,7.73,7.55,0.12,0.65,0.023,0.087,1561,0.054,0.786,0.094,0.004,0.116,845025,768018,55,0.067,0.142,0.033,3259946,0.064,0.079,0.000,649.99,373403,295,0.066,0.524,0.025,163379835,2.67,16.91,0.104,0.165,0.037,3,6,64,64,4949,61,3.76,0.0058,0.008,221
880000,9169,1.690,0.013,11.43,887734,846711,6537,2910,31610,6294296,4210534.0,416814.1,0.554,0.102,0.095,0.118,0.131,167,14.91,19.44,5.92,15.19,0.61,2.82,0.15,1.38,8.23,8.04,0.13,0.65,0.028,0.099,1934,0.054,0.758,0.100,0.004,0.138,857477,779511,53,0.072,0.067,0.028,2941212,0.082,0.065,0.000,650.76,379453,341,0.066,0.509,0.030,152247464,2.64,16.53,0.103,0.199,0.041,4,6,64,64,4853,47,3.00,0.0056,0.009,261
890000,9113,1.706,0.013,11.70,913959,871652,7022,1731,33610,6253529,4209704.0,409812.6,0.582,0.098,0.092,0.108,0.119,164,14.72,19.44,5.87,14.98,0.52,2.32,0.16,1.34,8.18,8.07,0.12,0.62,0.029,0.097,1882,0.058,0.764,0.096,0.004,0.136,884747,815058,53,0.081,0.108,0.030,2519174,0.086,0.074,0.000,650.34,387958,240,0.066,0.664,0.029,158129614,2.60,16.58,0.098,0.170,0.040,3,6,61,64,4923,62,3.42,0.0056,0.008,221
900000,9348,1.656,0.015,11.70,890974,851229,6783,2065,30662,6647736,4170919.2,421937.1,0.552,0.102,0.094,0.120,0.132,151,14.00,18.85,5.40,14.36,0.54,2.33,0.19,1.57,7.87,7.96,0.14,0.68,0.026,0.090,1925,0.046,0.787,0.093,0.003,0.116,860446,789206,59,0.096,0.084,0.039,3439709,0.070,0.075,0.000,650.43,381240,330,0.063,0.568,0.030,218810069,2.46,17.02,0.089,0.216,0.042,3,6,58,64,4964,65,3.32,0.0057,0.013,195
910000,9749,1.613,0.015,11.63,932752,889315,7486,1744,33806,7103524,4127851.8,443905.3,0.545,0.105,0.096,0.120,0.134,155,12.66,17.57,4.64,13.52,0.49,2.19,0.14,1.31,7.39,7.19,0.12,0.64,0.025,0.091,1938,0.042,0.798,0.082,0.002,0.117,900756,827077,53,0.119,0.151,0.031,3430526,0.068,0.082,0.000,650.76,406491,328,0.062,0.556,0.027,326250130,2.25,17.67,0.075,0.209,0.038,3,6,48,64,5025,82,3.00,0.0057,0.004,194
920000,9616,1.644,0.014,11.60,933027,886991,7200,2938,36031,6614597,4100708.0,432158.7,0.568,0.102,0.094,0.110,0.125,155,13.48,18.73,5.36,14.59,0.46,2.07,0.20,1.75,7.47,7.49,0.12,0.64,0.021,0.080,1812,0.048,0.785,0.087,0.003,0.124,900911,829643,54,0.106,0.060,0.033,2760869,0.068,0.077,0.000,649.52,404932,343,0.065,0.368,0.024,295444467,2.47,17.41,0.089,0.206,0.039,3,5,56,64,4968,66,4.24,0.0057,0.007,226
930000,9519,1.638,0.014,11.77,915550,873231,6744,1966,33706,6407047,4131801.0,412720.9,0.563,0.102,0.095,0.113,0.127,157,13.38,18.34,4.96,14.10,0.51,2.46,0.17,1.54,7.74,7.74,0.11,0.62,0.024,0.088,1751,0.047,0.795,0.081,0.003,0.121,885515,814137,56,0.065,0.150,0.030,3314703,0.061,0.083,0.000,649.77,403707,277,0.064,0.522,0.023,245223682,2.35,17.30,0.084,0.182,0.034,3,6,56,64,5035,67,3.99,0.0056,0.003,219
940000,9357,1.654,0.013,11.81,909274,865863,7213,2864,33496,5836075,4032612.0,393978.9,0.554,0.108,0.100,0.113,0.125,156,14.12,19.16,5.70,14.79,0.52,2.39,0.14,1.32,7.76,8.01,0.12,0.64,0.027,0.100,1787,0.071,0.766,0.100,0.003,0.131,880117,799212,61,0.178,0.076,0.027,2788570,0.065,0.091,0.000,649.69,401090,335,0.068,0.426,0.024,262471909,2.57,16.99,0.092,0.176,0.037,3,6,60,64,4782,55,4.06,0.0056,0.002,221
