step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
150000,2,609,34.17,11.09,3.22,0.86,19.00,1.02,3.78,0.286,21,795123.6,184865.6,5,1
150000,0,63,13.48,1.41,0.90,0.02,11.14,0.30,1.32,0.063,2,1265.9,298.2,9,60
160000,8,1260,9.77,0.62,0.27,0.11,8.78,0.08,1.17,0.020,8,817249.4,27977.2,8,24
160000,2,550,42.82,19.63,1.08,0.21,21.90,0.39,5.69,0.104,16,793967.2,131451.4,8,15
160000,0,101,14.17,1.18,0.50,0.01,12.48,0.15,1.29,0.040,3,1268.5,201.8,7,101
170000,8,1435,8.13,0.53,0.25,0.05,7.30,0.06,1.13,0.015,6,818256.6,45333.9,11,14
170000,2,644,35.97,8.39,0.61,1.49,25.48,0.20,2.83,0.053,21,818384.9,41740.3,9,17
170000,0,89,10.62,0.64,0.00,0.01,9.97,0.00,1.13,0.000,4,743.4,59.8,9,89
180000,8,1471,6.65,0.07,0.03,0.05,6.50,0.00,1.04,0.000,6,815103.6,1081.3,12,4
180000,2,837,25.60,3.10,0.84,1.67,20.00,0.04,1.78,0.018,20,812690.8,1237.0,10,7
180000,0,150,9.71,0.11,0.14,0.57,8.88,0.00,1.02,0.000,2,1036.9,6.4,13,149
190000,8,1584,6.28,0.05,0.02,0.05,6.16,0.00,1.03,0.000,7,817444.7,29.8,12,10
190000,2,1168,13.72,0.32,0.82,0.32,12.26,0.03,1.09,0.009,25,815572.8,1168.7,7,19
190000,0,80,7.00,0.10,0.01,0.26,6.62,0.00,1.03,0.000,2,1269.6,5.0,10,80
200000,8,1624,6.13,0.17,0.04,0.17,5.75,0.00,1.07,0.001,5,818243.6,14.9,12,2
200000,2,1281,11.93,0.19,0.48,0.23,11.03,0.02,1.06,0.005,28,812644.3,278.9,6,6
200000,0,69,8.45,0.52,0.22,0.20,7.51,0.07,1.17,0.014,1,1394.3,2.1,11,69
210000,8,1689,5.57,0.18,0.05,0.09,5.25,0.00,1.07,0.001,5,817767.3,28.6,10,35
210000,2,1102,15.79,0.83,0.72,0.75,13.48,0.05,1.30,0.014,24,809765.5,1038.4,5,24
210000,0,66,8.09,0.00,0.44,0.27,7.38,0.00,1.00,0.000,2,1311.8,20.0,10,66
220000,8,1675,5.48,0.09,0.05,0.10,5.24,0.00,1.04,0.001,5,809944.1,53.2,8,16
220000,2,1187,13.55,0.96,0.45,0.13,12.00,0.05,1.32,0.021,29,829267.9,976.4,6,15
220000,0,65,8.48,0.42,0.00,0.08,7.98,0.00,1.10,0.000,2,973.0,3.1,6,65
230000,8,1671,5.56,0.04,0.03,0.06,5.42,0.00,1.02,0.001,5,820519.8,95.5,11,1
230000,2,1172,14.49,0.91,0.64,0.47,12.46,0.01,1.35,0.006,27,817259.6,499.6,7,13
230000,0,87,7.25,0.13,0.06,0.33,6.74,0.00,1.03,0.000,2,1144.1,1.4,9,87
240000,8,1718,5.44,0.09,0.05,0.06,5.25,0.00,1.04,0.000,5,824160.2,25.0,11,0
240000,2,1199,14.03,0.14,0.21,0.58,13.11,0.00,1.06,0.000,29,812577.8,77.3,6,3
240000,0,87,7.38,0.10,0.00,0.18,7.09,0.00,1.05,0.000,5,1482.0,0.5,10,86
250000,8,1634,5.39,0.06,0.04,0.06,5.23,0.00,1.03,0.001,6,825842.9,2.2,9,0
250000,2,1306,11.70,0.38,0.49,0.46,10.37,0.02,1.10,0.011,37,813699.6,392.8,6,4
250000,0,93,8.29,0.33,0.11,0.41,7.44,0.02,1.09,0.011,2,1383.4,0.6,8,93
260000,8,1711,5.16,0.05,0.05,0.08,4.98,0.00,1.03,0.001,13,825079.7,57.3,8,0
260000,2,1334,9.71,2.54,0.69,0.02,6.46,0.28,1.60,0.085,29,834377.5,82619.8,4,2
260000,0,51,7.69,1.02,0.22,0.04,6.41,0.08,1.40,0.020,2,923.3,71.4,6,51
270000,8,1670,5.16,0.03,0.06,0.10,4.97,0.00,1.02,0.000,5,822913.2,61.8,10,0
270000,2,1261,11.98,2.62,0.85,0.12,8.39,0.31,1.62,0.102,34,825685.5,118084.6,3,1
270000,0,61,7.20,0.54,0.13,0.02,6.51,0.05,1.17,0.016,2,1328.0,90.4,10,61
280000,8,1729,5.50,0.11,0.08,0.15,5.16,0.00,1.05,0.001,5,822408.9,470.0,10,1
280000,2,1301,10.51,2.06,0.58,0.17,7.69,0.25,1.46,0.084,29,830665.6,144984.9,6,5
280000,0,69,8.68,1.26,0.86,0.09,6.48,0.28,1.25,0.087,2,1300.1,56.3,10,69
290000,8,1711,5.11,0.09,0.09,0.18,4.75,0.00,1.04,0.002,5,819383.6,552.7,9,0
290000,2,1301,11.43,1.97,0.75,0.15,8.56,0.26,1.42,0.088,27,827407.4,111509.8,7,4
290000,0,59,8.31,1.07,0.47,0.00,6.76,0.08,1.24,0.017,2,1682.0,121.5,9,59
300000,8,1674,5.61,0.18,0.22,0.25,4.97,0.02,1.07,0.004,6,821628.1,255.5,10,3
300000,2,1016,17.77,4.04,0.75,0.19,12.79,0.26,2.05,0.093,26,827511.1,98833.3,5,1
300000,0,61,9.08,0.52,0.87,0.03,7.66,0.18,1.17,0.033,4,1522.5,128.3,8,61
310000,8,1620,5.93,0.02,0.01,0.24,5.65,0.00,1.01,0.000,5,819721.2,7669.7,10,14
310000,2,988,17.15,4.58,1.07,0.18,11.31,0.43,2.09,0.117,22,818940.7,135761.7,8,9
310000,0,72,10.33,2.15,1.64,0.04,6.50,0.35,1.49,0.056,2,1273.7,203.6,7,70
320000,8,1611,5.93,0.10,0.04,0.19,5.60,0.00,1.06,0.000,6,819637.8,1573.5,10,34
320000,2,1069,15.31,2.59,0.55,0.09,12.09,0.25,1.62,0.094,28,826133.6,122244.9,9,26
320000,0,72,8.03,0.53,0.49,0.00,7.01,0.06,1.22,0.014,3,1111.5,42.5,6,72
330000,8,1551,6.73,0.15,0.11,0.26,6.22,0.00,1.05,0.002,5,799271.3,3471.2,13,33
330000,2,1080,15.73,2.66,1.79,0.62,10.65,0.37,1.63,0.090,26,837546.4,141159.9,10,26
330000,0,61,7.31,0.79,0.18,0.02,6.33,0.07,1.20,0.016,2,1026.4,56.9,6,60
340000,8,1484,7.32,0.13,0.11,0.05,7.04,0.01,1.04,0.002,6,810141.4,8936.2,10,51
340000,2,899,21.03,5.27,0.90,0.40,14.45,0.28,2.37,0.082,25,827110.6,141905.7,4,20
340000,0,77,8.78,0.86,0.26,0.04,7.62,0.08,1.20,0.013,1,765.4,99.0,6,77
350000,8,1578,6.50,0.18,0.19,0.19,5.94,0.02,1.05,0.004,6,810284.9,487.2,15,36
350000,2,1049,17.29,2.46,0.94,0.35,13.55,0.28,1.53,0.098,25,830672.8,107317.4,7,38
350000,0,66,10.05,1.50,0.71,0.03,7.80,0.21,1.33,0.045,2,863.6,68.4,9,66
360000,8,1545,6.73,0.26,0.12,0.18,6.18,0.01,1.09,0.002,7,817549.1,5432.6,14,24
360000,2,869,21.95,3.83,1.12,0.59,16.41,0.38,1.91,0.122,24,828180.8,112485.0,10,21
360000,0,67,10.51,0.21,0.06,0.19,10.04,0.00,1.06,0.000,2,836.2,51.8,8,67
370000,8,1477,7.29,0.08,0.07,0.24,6.89,0.01,1.03,0.003,5,819557.2,21223.0,10,7
370000,2,775,25.53,4.97,1.55,0.35,18.67,0.46,2.19,0.128,20,816085.8,138252.2,7,18
370000,0,90,7.31,0.06,0.00,0.02,7.23,0.00,1.02,0.000,3,783.3,169.2,7,90
380000,8,1661,6.24,0.09,0.07,0.31,5.76,0.01,1.02,0.003,6,815807.6,6514.1,10,29
380000,2,1210,13.44,1.63,0.69,0.07,11.05,0.23,1.36,0.058,29,826392.4,97804.6,7,19
380000,0,34,6.79,0.00,0.03,0.00,6.76,0.00,1.00,0.000,2,606.6,36.9,6,34
390000,8,1602,6.54,0.08,0.02,0.15,6.29,0.00,1.04,0.001,6,815828.5,6479.6,13,13
390000,2,1201,12.59,2.36,0.60,0.11,9.51,0.26,1.62,0.079,33,825709.6,86508.4,10,27
390000,0,67,6.72,0.09,0.03,0.01,6.58,0.00,1.04,0.000,1,835.7,29.4,10,67
400000,8,1672,5.85,0.06,0.02,0.17,5.61,0.00,1.03,0.000,6,817497.2,721.7,15,9
400000,2,998,16.73,3.15,0.98,0.21,12.39,0.41,1.81,0.131,26,828581.0,105752.1,5,4
400000,0,47,8.77,2.26,0.66,0.00,5.85,0.30,1.59,0.106,3,1123.0,44.0,8,47
410000,8,1666,6.12,0.09,0.05,0.19,5.79,0.00,1.03,0.001,5,819313.2,1606.1,12,17
410000,2,933,19.09,3.10,1.12,1.02,13.85,0.45,1.69,0.118,24,815122.6,137874.6,8,14
410000,0,47,7.19,0.00,0.02,0.28,6.89,0.00,1.00,0.000,2,911.2,106.3,7,46
420000,8,1566,6.38,0.12,0.13,0.17,5.95,0.02,1.03,0.003,6,818399.2,3388.5,9,18
420000,2,1071,16.02,1.87,0.75,0.41,12.99,0.21,1.48,0.074,34,823924.4,133905.6,9,32
420000,0,96,7.76,0.31,0.15,0.00,7.30,0.05,1.08,0.010,3,820.7,95.9,7,96
430000,8,1577,6.08,0.06,0.04,0.08,5.90,0.00,1.03,0.001,7,818657.4,2302.2,8,20
430000,2,903,20.14,5.51,1.59,0.36,12.67,0.66,2.46,0.199,22,816061.1,124494.9,5,9
430000,0,99,11.64,1.61,0.72,0.07,9.24,0.23,1.38,0.061,4,1077.1,233.4,6,99
440000,8,1656,5.69,0.06,0.03,0.17,5.44,0.00,1.03,0.000,8,816391.5,67.0,8,24
440000,2,711,25.99,6.92,2.18,0.06,16.83,0.78,2.59,0.252,27,812626.4,143415.9,5,5
440000,0,79,15.51,4.92,2.29,0.08,8.22,0.68,2.10,0.190,2,1225.5,133.4,8,79
450000,8,1637,5.59,0.06,0.02,0.11,5.41,0.00,1.02,0.000,7,817051.8,1.6,6,4
450000,2,561,37.47,11.55,3.30,0.24,22.37,1.12,3.64,0.317,20,792931.1,183079.2,4,0
450000,0,80,10.10,1.42,0.50,0.01,8.16,0.17,1.35,0.062,3,1351.8,180.4,8,80
460000,8,1658,5.76,0.05,0.01,0.17,5.53,0.00,1.02,0.000,8,816141.0,52.8,6,8
460000,2,631,33.29,8.72,2.44,0.63,21.50,0.92,2.98,0.288,19,808723.0,169974.8,6,8
460000,0,65,10.05,2.15,0.83,0.00,7.06,0.25,1.45,0.062,3,1028.9,128.3,6,65
470000,8,1632,5.99,0.04,0.03,0.28,5.64,0.00,1.01,0.000,6,818185.0,899.9,6,1
470000,2,829,25.60,9.11,0.78,0.16,15.55,0.25,3.31,0.088,24,814432.5,112268.5,6,6
470000,0,78,11.37,1.79,0.00,0.45,9.13,0.00,1.52,0.000,4,1099.9,175.2,6,78
480000,8,1638,5.83,0.11,0.04,0.18,5.50,0.00,1.03,0.001,6,818236.6,1310.8,11,14
480000,2,777,24.37,5.07,1.79,0.01,17.50,0.43,2.34,0.124,19,818627.2,88491.5,6,11
480000,0,115,10.20,1.54,0.79,0.08,7.79,0.24,1.33,0.061,7,1411.0,76.1,8,115
490000,8,1633,6.02,0.06,0.08,0.08,5.80,0.00,1.03,0.001,6,814876.8,1070.8,11,11
490000,2,834,21.55,3.12,0.91,0.12,17.40,0.28,1.80,0.096,26,823682.0,107090.2,7,15
490000,0,83,11.04,0.41,1.71,0.00,8.92,0.28,1.10,0.048,4,940.2,72.7,9,83
500000,8,1630,5.86,0.14,0.02,0.02,5.68,0.01,1.07,0.002,7,815760.5,70.8,8,6
500000,2,923,20.98,2.58,1.90,0.31,16.19,0.22,1.60,0.061,27,814911.6,85487.7,6,6
500000,0,80,7.90,0.95,0.17,0.00,6.78,0.08,1.26,0.025,3,1084.0,80.6,6,80
510000,8,1571,6.47,0.23,0.09,0.06,6.09,0.02,1.07,0.006,6,816938.4,1696.5,9,41
510000,2,761,25.63,4.33,1.46,0.03,19.81,0.37,2.01,0.112,21,815197.3,94549.9,5,20
510000,0,90,8.67,1.17,0.13,0.00,7.37,0.10,1.30,0.033,2,1090.5,52.5,6,90
520000,8,1553,6.93,0.55,0.27,0.10,6.00,0.06,1.15,0.012,5,812337.1,4952.7,8,36
520000,2,953,19.21,1.12,0.93,0.42,16.74,0.12,1.29,0.041,21,815019.6,89968.9,6,29
520000,0,43,9.79,0.37,1.02,0.00,8.40,0.16,1.08,0.023,3,807.5,25.8,8,43
530000,8,1757,5.39,0.11,0.03,0.10,5.15,0.00,1.04,0.000,6,794758.8,1056.4,8,69
530000,2,1148,14.55,0.92,0.24,0.08,13.33,0.05,1.31,0.024,25,853657.6,31433.7,6,18
530000,0,37,7.08,0.27,0.00,0.00,6.81,0.00,1.10,0.000,1,278.7,3.6,5,37
540000,8,1587,6.17,0.16,0.06,0.10,5.85,0.01,1.06,0.002,5,812699.2,3169.4,5,37
540000,2,999,19.09,1.33,0.61,0.24,16.91,0.16,1.37,0.033,25,825386.4,46637.5,6,50
540000,0,87,8.63,0.09,0.08,0.16,8.30,0.02,1.07,0.011,2,497.1,27.9,5,86
550000,8,1639,5.97,0.14,0.08,0.17,5.58,0.01,1.05,0.002,7,819054.0,887.9,8,7
550000,2,1001,16.93,1.65,0.73,0.24,14.30,0.21,1.46,0.088,22,821177.4,43485.9,6,14
550000,0,102,8.89,0.43,0.53,0.02,7.91,0.08,1.09,0.039,3,909.6,17.4,6,102
560000,8,1654,5.65,0.09,0.03,0.13,5.39,0.00,1.03,0.001,5,819400.0,1363.8,7,18
560000,2,946,20.39,1.13,0.44,0.19,18.63,0.12,1.33,0.049,25,815353.8,59765.5,8,28
560000,0,67,10.27,0.24,0.10,0.00,9.93,0.07,1.06,0.015,1,899.9,49.1,7,67
570000,8,1613,5.64,0.17,0.07,0.07,5.34,0.00,1.07,0.001,6,812604.6,2363.8,6,32
570000,2,727,31.06,11.93,1.94,0.22,16.97,0.76,3.93,0.220,17,809586.4,134353.3,6,32
570000,0,64,11.08,1.39,0.25,0.02,9.42,0.08,1.36,0.016,2,712.2,150.3,5,63
580000,8,1636,5.69,0.08,0.09,0.06,5.46,0.00,1.04,0.001,5,816952.9,5145.1,7,0
580000,2,853,21.98,4.75,1.21,0.15,15.87,0.55,2.23,0.143,23,818354.8,102845.1,6,11
580000,0,74,9.46,0.73,0.19,0.00,8.54,0.04,1.18,0.014,4,752.6,68.3,7,74
590000,8,1416,7.61,0.38,0.41,0.06,6.76,0.06,1.10,0.015,6,816720.7,8585.5,8,8
590000,2,804,25.18,7.14,1.90,0.59,15.55,0.76,2.74,0.187,30,795842.5,154023.6,6,40
590000,0,90,13.89,2.59,1.33,0.00,9.97,0.44,1.63,0.078,3,920.5,635.5,6,90
600000,8,1586,6.15,0.04,0.09,0.10,5.92,0.00,1.02,0.001,7,810734.2,6942.9,8,39
600000,2,987,19.40,5.86,0.76,0.62,12.17,0.30,2.40,0.077,33,822035.1,124409.1,7,37
600000,0,69,8.36,0.20,0.32,0.00,7.84,0.06,1.01,0.014,2,792.8,223.1,7,69
610000,8,1411,7.25,0.27,0.12,0.11,6.74,0.03,1.07,0.007,9,809869.3,9818.2,9,59
610000,2,637,36.60,16.52,1.63,0.47,17.98,0.75,5.18,0.168,14,821426.3,115945.2,8,60
610000,0,106,11.74,1.25,0.64,0.05,9.80,0.28,1.28,0.075,2,642.5,226.6,9,106
620000,8,1505,7.29,0.47,0.35,0.08,6.39,0.10,1.11,0.027,6,809917.3,9603.1,9,43
620000,2,550,42.29,15.67,2.16,0.36,24.11,0.95,4.73,0.215,17,808816.8,156948.0,3,38
620000,0,74,11.73,1.55,0.81,0.00,9.36,0.24,1.37,0.054,2,735.4,373.6,6,74
630000,8,1507,6.94,0.35,0.05,0.05,6.48,0.01,1.10,0.003,6,791589.2,20328.0,12,66
630000,2,725,31.03,13.88,0.86,0.58,15.71,0.39,4.50,0.084,16,843229.6,93814.2,7,54
630000,0,88,10.72,2.12,0.92,0.12,7.55,0.34,1.50,0.114,2,564.2,139.8,9,88
640000,8,1379,7.98,0.37,0.17,0.15,7.30,0.03,1.10,0.012,6,779957.9,15682.6,10,56
640000,2,739,32.38,13.95,1.08,0.52,16.84,0.49,4.34,0.138,22,848836.1,109773.3,7,34
640000,0,81,11.12,1.65,0.20,0.10,9.17,0.11,1.54,0.025,3,529.7,180.4,10,81
650000,8,1513,7.73,0.40,0.25,0.11,6.98,0.04,1.09,0.016,6,800797.2,12265.5,11,56
650000,2,927,20.35,6.63,0.91,0.58,12.23,0.32,2.75,0.098,24,838796.8,97052.9,9,35
650000,0,68,9.32,0.03,0.24,0.00,9.06,0.00,1.00,0.000,4,676.2,215.9,10,67
660000,8,1476,7.36,0.28,0.20,0.05,6.83,0.02,1.07,0.009,8,814845.4,33484.7,14,17
660000,2,1015,18.13,6.12,0.98,0.65,10.38,0.38,2.77,0.110,23,825676.1,89592.0,9,22
660000,0,76,10.49,0.70,0.51,0.05,9.22,0.09,1.13,0.039,2,707.3,301.9,12,76
670000,8,1514,7.16,0.23,0.15,0.08,6.70,0.03,1.06,0.012,6,816218.1,19634.0,13,20
670000,2,835,24.85,9.59,0.75,0.54,13.97,0.32,3.57,0.089,20,818176.9,79231.1,7,5
670000,0,57,10.75,0.56,0.47,0.04,9.68,0.09,1.11,0.035,2,990.0,254.6,11,57
680000,8,1443,8.06,0.41,0.05,0.04,7.56,0.01,1.14,0.002,6,816704.4,38925.0,12,29
680000,2,990,18.66,6.85,0.61,0.22,10.97,0.26,2.97,0.083,26,818258.8,76390.3,6,26
680000,0,99,9.12,0.53,0.00,0.21,8.38,0.00,1.20,0.000,4,801.7,317.7,8,99
690000,8,1628,6.20,0.07,0.02,0.01,6.10,0.00,1.03,0.001,6,817354.5,2477.4,10,6
690000,2,845,23.50,7.63,0.86,0.28,14.73,0.25,3.07,0.080,19,816549.1,66133.9,7,18
690000,0,65,7.34,0.14,0.00,0.17,7.03,0.00,1.03,0.000,2,1109.2,73.8,8,65
700000,8,1468,6.99,0.26,0.02,0.02,6.69,0.00,1.09,0.001,9,814958.4,29736.7,9,3
700000,2,957,19.77,6.93,0.64,0.54,11.65,0.24,3.04,0.066,21,814856.4,69307.7,3,3
700000,0,94,8.90,0.32,0.04,0.09,8.46,0.00,1.08,0.000,2,1181.8,157.3,8,94
710000,8,1336,9.36,0.64,0.34,0.07,8.31,0.05,1.15,0.026,6,817070.8,39383.8,9,38
710000,2,895,22.17,8.00,1.00,0.40,12.77,0.26,3.09,0.094,21,815830.4,75915.1,6,10
710000,0,74,12.47,0.74,0.35,0.50,10.88,0.03,1.18,0.014,2,1110.7,328.6,8,74
720000,8,1414,6.87,0.32,0.23,0.03,6.29,0.04,1.09,0.014,8,813020.4,17622.7,9,5
720000,2,900,22.10,6.74,0.62,1.44,13.30,0.23,2.84,0.067,21,816918.4,73852.1,3,0
720000,0,121,9.38,0.67,0.31,0.14,8.26,0.05,1.15,0.025,2,808.1,215.1,8,121
730000,8,1700,5.30,0.21,0.03,0.07,4.98,0.00,1.08,0.001,7,822642.4,4966.6,8,20
730000,2,854,23.19,8.44,1.27,0.72,12.77,0.42,3.21,0.090,20,809552.9,69284.4,5,11
730000,0,54,9.31,1.37,0.37,0.06,7.52,0.13,1.33,0.019,4,1323.4,180.3,5,54
740000,8,874,18.11,3.73,2.26,0.03,12.09,0.39,1.77,0.150,6,814251.1,35850.0,9,3
740000,2,922,22.00,7.56,0.80,1.14,12.50,0.26,3.04,0.067,27,819439.2,72830.8,6,32
740000,0,68,13.50,0.60,0.21,0.03,12.66,0.06,1.14,0.029,4,1121.0,190.3,7,68
750000,8,1196,10.45,0.45,0.14,0.07,9.79,0.04,1.13,0.007,8,807251.9,93253.5,6,30
750000,2,907,22.15,5.90,0.24,0.70,15.31,0.03,2.38,0.009,19,818773.1,23700.3,4,23
750000,0,106,9.40,0.25,0.00,0.01,9.13,0.00,1.10,0.000,2,854.9,147.8,4,106
760000,8,1375,8.03,0.27,0.01,0.10,7.66,0.00,1.09,0.003,8,809763.4,155.3,7,17
760000,2,941,20.28,2.72,0.37,1.88,15.31,0.01,1.74,0.005,19,814600.4,175.8,4,5
760000,0,101,8.03,0.01,0.00,0.33,7.69,0.00,1.00,0.000,2,466.4,0.0,6,101
770000,8,1509,7.01,0.14,0.03,0.02,6.83,0.00,1.05,0.000,7,811810.5,54.2,10,8
770000,2,963,20.46,3.01,0.04,0.94,16.47,0.01,1.78,0.006,21,814804.5,65.7,2,1
770000,0,62,10.40,0.97,0.03,0.02,9.39,0.00,1.28,0.000,2,1071.4,0.9,9,62
780000,8,1587,5.91,0.15,0.01,0.03,5.71,0.00,1.08,0.001,5,809798.8,29.5,11,2
780000,2,1113,15.18,0.70,0.20,0.27,14.02,0.03,1.22,0.008,32,816138.5,458.1,5,2
780000,0,84,7.88,0.38,0.24,0.12,7.14,0.00,1.15,0.000,2,1059.5,7.6,9,83
790000,8,1637,5.73,0.16,0.03,0.08,5.46,0.00,1.07,0.001,6,816958.4,11.2,10,3
790000,2,1223,12.54,0.15,0.53,0.54,11.31,0.00,1.06,0.001,28,814653.8,859.5,4,9
790000,0,66,8.71,0.08,0.03,0.58,8.03,0.00,1.03,0.000,2,1192.2,15.7,9,65
800000,8,1649,6.02,0.32,0.02,0.05,5.63,0.00,1.13,0.001,7,816402.6,12.3,7,0
800000,2,1170,14.54,0.05,0.27,0.53,13.69,0.00,1.02,0.002,33,814992.7,226.3,5,1
800000,0,64,7.77,0.45,0.00,0.06,7.25,0.00,1.19,0.000,3,1430.3,4.1,7,63
810000,8,1593,5.97,0.15,0.01,0.08,5.73,0.00,1.07,0.003,5,816528.6,101.4,7,6
810000,2,1148,14.81,0.17,0.39,0.42,13.84,0.00,1.06,0.001,29,816750.6,146.9,5,13
810000,0,76,8.71,1.05,0.00,0.21,7.45,0.00,1.36,0.000,5,1261.6,3.4,8,76
820000,8,1602,6.10,0.23,0.06,0.09,5.72,0.00,1.10,0.002,6,815522.2,187.1,13,1
820000,2,1080,16.85,0.29,0.21,0.34,16.01,0.00,1.04,0.001,25,813526.5,206.4,4,6
820000,0,66,7.94,0.02,0.17,0.08,7.68,0.00,1.00,0.000,3,1493.4,6.4,8,65
830000,8,1718,5.48,0.19,0.01,0.03,5.24,0.00,1.09,0.000,8,820080.4,35.5,15,0
830000,2,1163,14.47,0.67,0.48,0.47,12.85,0.02,1.16,0.004,28,811642.9,122.9,5,5
830000,0,63,10.03,0.29,0.00,0.62,9.13,0.00,1.06,0.000,2,1262.6,2.3,8,61
840000,8,1690,5.22,0.21,0.03,0.09,4.90,0.00,1.08,0.000,5,819206.0,34.0,13,4
840000,2,1127,15.33,1.02,0.24,0.12,13.96,0.03,1.33,0.012,24,814096.5,126.3,7,12
840000,0,75,9.63,0.36,0.00,0.08,9.19,0.00,1.14,0.000,2,1143.7,2.2,8,75
850000,8,1629,5.63,0.14,0.06,0.10,5.32,0.00,1.06,0.001,6,817683.2,9.7,16,12
