step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone
10000,22,79,9.1,0.2,0.1,0.8,8.1,0.0,1.06,17.3,18,252,19.25,0.00,71,0,8
10000,36,52,8.6,0.1,0.0,0.2,8.2,0.0,1.03,18.0,9,363,24.77,0.00,49,0,3
10000,18,33,6.9,0.0,0.0,0.0,6.9,0.0,1.00,20.7,6,223,13.66,0.00,33,0,0
10000,38,30,7.4,0.0,0.0,0.0,7.4,0.0,1.00,19.8,9,346,23.39,0.00,30,0,0
10000,7,21,8.5,0.0,0.5,0.0,8.0,0.0,1.00,17.5,7,605,37.96,0.00,19,0,2
11000,17,1107,13.1,0.1,0.0,0.3,12.7,0.0,1.04,16.1,285,222,23.15,0.05,869,160,78
11000,3,520,18.5,0.1,0.8,0.1,17.4,0.0,1.06,11.3,187,97,21.67,0.00,0,509,11
11000,2,169,8.8,0.0,0.1,0.1,8.6,0.0,1.01,18.5,58,270,17.70,0.00,167,0,2
11000,40,140,39.1,7.9,3.7,2.8,24.7,1.5,2.65,2.0,117,132,26.64,8.80,0,140,0
11000,36,68,8.3,0.0,0.0,0.0,8.3,0.0,1.00,18.2,14,241,16.19,0.00,65,0,3
11000,18,58,8.1,0.0,0.0,0.0,8.1,0.0,1.00,19.9,7,214,14.30,0.00,56,0,2
11000,38,51,7.7,0.0,0.0,0.0,7.7,0.0,1.00,19.3,9,230,15.20,0.00,49,0,2
11000,22,49,9.0,0.0,0.1,0.5,8.4,0.0,1.00,17.5,6,273,20.14,0.00,45,0,4
11000,7,17,7.5,0.0,0.5,0.0,6.9,0.0,1.00,18.5,6,781,49.79,0.00,16,0,1
12000,17,1124,15.4,1.3,0.4,0.4,13.4,0.1,1.34,14.8,343,226,25.65,2.15,714,327,83
12000,3,531,17.6,0.1,1.4,0.0,16.0,0.0,1.06,12.2,173,94,21.62,0.00,0,525,6
12000,36,136,8.9,0.0,0.2,0.2,8.5,0.0,1.00,18.1,32,241,16.44,0.00,124,0,12
12000,2,136,10.3,0.0,0.0,0.1,10.2,0.0,1.00,18.0,47,246,17.45,0.00,133,0,3
12000,18,87,7.9,0.2,0.0,0.0,7.7,0.0,1.10,19.9,16,243,16.79,0.00,85,0,2
12000,22,59,8.6,0.0,0.1,0.5,8.1,0.0,1.00,17.8,16,302,23.15,0.00,53,0,6
12000,38,24,7.3,0.0,0.0,0.0,7.3,0.0,1.00,18.8,4,223,15.32,0.00,23,0,1
12000,7,20,6.0,0.0,0.1,0.0,5.9,0.0,1.00,19.6,4,865,52.46,0.00,20,0,0
13000,17,1115,16.7,1.5,0.7,0.1,14.5,0.1,1.32,14.8,321,177,15.63,0.50,750,301,64
13000,3,494,19.2,0.0,0.7,0.1,18.3,0.0,1.02,11.7,201,91,23.01,0.00,0,483,11
13000,2,117,9.5,0.0,0.0,0.0,9.5,0.0,1.00,18.6,44,278,18.80,0.00,117,0,0
13000,36,93,8.2,0.0,0.0,0.1,8.1,0.0,1.00,18.3,17,324,21.60,0.00,83,0,10
13000,18,55,8.1,0.1,0.0,0.1,7.9,0.0,1.02,19.6,13,215,14.72,0.00,48,0,7
13000,22,53,9.8,0.0,0.0,0.9,8.9,0.0,1.00,16.9,17,216,16.96,0.00,50,0,3
13000,38,52,7.1,0.0,0.0,0.0,7.1,0.0,1.00,18.9,8,386,24.27,0.00,50,0,2
13000,7,17,5.6,0.0,0.0,0.3,5.3,0.0,1.00,19.3,3,597,35.48,0.00,17,0,0
14000,17,908,16.4,5.1,0.4,0.1,10.8,0.0,2.57,15.5,208,212,19.07,0.10,665,177,66
14000,3,460,22.4,0.1,1.0,0.6,20.7,0.0,1.05,10.4,199,70,18.58,0.00,0,448,12
14000,36,131,8.4,0.0,0.0,0.4,8.1,0.0,1.00,18.3,28,249,17.21,0.00,121,0,10
14000,38,56,7.1,0.0,0.0,0.0,7.1,0.0,1.00,19.2,13,442,27.39,0.00,54,0,2
14000,18,55,8.0,0.1,0.0,0.0,8.0,0.0,1.02,19.7,10,241,16.69,0.00,50,0,5
14000,2,52,10.0,0.0,0.0,0.1,9.8,0.0,1.00,17.8,22,295,19.23,0.00,49,0,3
14000,7,37,6.5,0.0,0.1,0.0,6.4,0.0,1.00,19.5,10,623,37.28,0.00,35,0,2
14000,22,32,9.3,0.0,0.1,0.8,8.5,0.0,1.00,17.1,8,185,14.15,0.00,28,0,4
15000,17,1003,16.8,5.4,0.0,0.2,11.2,0.0,2.61,15.1,236,197,20.05,0.05,679,266,58
15000,3,451,16.9,0.0,0.8,0.0,16.1,0.0,1.03,12.1,185,124,27.51,0.00,0,442,9
15000,36,94,9.0,0.0,0.4,0.2,8.5,0.0,1.00,18.0,22,261,17.72,0.00,91,0,3
15000,22,75,9.0,0.0,0.0,0.3,8.7,0.0,1.00,17.5,16,163,12.02,0.00,74,0,1
15000,38,56,7.0,0.0,0.0,0.0,7.0,0.0,1.00,19.2,9,407,26.51,0.00,54,0,2
15000,18,51,8.9,0.0,0.2,0.0,8.7,0.0,1.00,19.1,12,191,13.84,0.00,48,0,3
15000,7,44,5.9,0.0,0.4,0.0,5.5,0.0,1.00,19.5,7,722,43.46,0.00,43,0,1
15000,2,31,11.5,0.1,0.0,0.3,11.1,0.0,1.03,16.8,14,209,16.94,0.00,30,0,1
16000,17,976,18.0,5.8,0.6,0.0,11.6,0.1,2.55,15.0,212,217,21.52,0.07,680,247,49
16000,3,390,13.1,0.0,0.1,0.0,12.9,0.0,1.02,15.3,214,71,14.26,0.01,0,386,4
16000,36,137,9.1,0.0,0.0,0.0,9.1,0.0,1.00,18.0,26,252,17.77,0.00,134,0,3
16000,2,125,7.3,0.0,0.0,0.0,7.2,0.0,1.01,20.4,30,280,18.97,0.00,122,0,3
16000,7,37,6.2,0.1,0.1,0.0,6.1,0.0,1.03,19.3,8,674,38.78,0.00,37,0,0
16000,18,37,7.9,0.0,0.1,0.0,7.8,0.0,1.00,19.8,6,265,18.67,0.00,34,0,3
16000,38,36,7.1,0.0,0.0,0.0,7.1,0.0,1.00,19.2,6,311,19.45,0.00,34,0,2
16000,22,20,8.8,0.0,0.0,0.1,8.7,0.0,1.00,17.7,5,295,24.19,0.00,19,0,1
17000,17,467,8.4,0.0,0.0,0.1,8.3,0.0,1.01,18.8,92,227,16.11,0.00,406,12,49
17000,3,462,20.4,0.1,0.5,0.0,19.7,0.0,1.03,10.8,212,77,16.42,0.00,0,445,17
17000,2,95,7.1,0.0,0.0,0.0,7.1,0.0,1.00,20.6,25,266,17.51,0.00,87,0,8
17000,18,52,9.5,0.0,0.0,0.0,9.5,0.0,1.00,18.7,14,231,16.32,0.00,51,0,1
17000,36,40,8.9,0.0,0.0,0.0,8.9,0.0,1.00,18.5,18,194,14.43,0.00,36,0,4
17000,7,33,6.5,0.1,0.1,0.0,6.4,0.0,1.02,19.2,10,682,39.77,0.00,27,0,6
17000,38,13,6.3,0.0,0.0,0.0,6.3,0.0,1.00,19.7,2,549,32.91,0.00,13,0,0
17000,22,11,9.6,0.0,0.0,0.7,8.9,0.0,1.00,17.1,3,195,13.22,0.00,11,0,0
18000,3,401,23.1,0.2,0.4,0.0,22.5,0.0,1.06,10.3,189,83,21.79,0.01,0,385,16
18000,17,385,8.4,0.0,0.0,0.0,8.3,0.0,1.01,18.9,70,226,16.37,0.00,342,15,28
18000,55,157,11.5,0.2,0.1,0.1,11.1,0.0,1.06,16.1,114,185,15.74,0.00,140,1,16
18000,7,55,6.3,0.0,0.0,0.0,6.3,0.0,1.00,19.8,12,481,28.80,0.00,52,0,3
18000,2,53,7.2,0.0,0.0,0.0,7.2,0.0,1.00,20.4,16,270,18.77,0.00,47,0,6
18000,22,49,8.4,0.0,0.0,0.2,8.2,0.0,1.00,18.1,11,163,11.97,0.00,47,0,2
18000,56,39,43.1,9.0,13.7,0.0,20.3,4.6,3.42,3.5,36,128,10.92,15.82,39,0,0
18000,58,37,7.1,0.0,0.0,0.0,7.1,0.0,1.00,20.3,10,304,19.32,0.00,37,0,0
18000,18,31,7.3,0.0,0.1,0.2,7.0,0.0,1.00,20.1,5,225,13.72,0.00,29,0,2
18000,36,16,9.2,0.4,0.0,0.0,8.8,0.0,1.10,18.2,13,82,6.75,0.00,14,0,2
19000,3,403,23.5,0.5,0.5,0.0,22.4,0.1,1.18,9.7,186,76,18.86,0.01,0,389,14
19000,17,296,8.8,0.1,0.0,0.1,8.6,0.0,1.04,18.4,71,228,16.41,0.00,275,0,21
19000,55,88,13.2,0.0,0.1,0.0,13.1,0.0,1.00,14.5,58,116,11.11,0.00,77,0,11
19000,22,67,9.0,0.0,0.0,0.0,9.0,0.0,1.00,17.9,13,223,16.75,0.00,57,4,6
19000,2,49,7.9,0.1,0.0,0.0,7.8,0.0,1.03,19.9,21,193,12.17,0.00,49,0,0
19000,7,46,6.0,0.0,0.0,0.0,6.0,0.0,1.00,20.0,10,761,45.82,0.00,44,0,2
19000,58,28,7.0,0.0,0.0,0.0,7.0,0.0,1.00,20.4,9,408,23.67,0.00,28,0,0
19000,64,17,8.2,0.0,0.0,0.1,8.2,0.0,1.00,18.2,4,357,26.08,0.00,17,0,0
19000,18,15,7.6,0.0,0.0,0.0,7.6,0.0,1.00,20.3,3,322,20.34,0.00,14,0,1
19000,63,9,7.0,0.0,0.0,0.0,7.0,0.0,1.00,20.0,1,536,34.98,0.00,9,0,0
19000,38,7,7.6,0.0,0.0,0.0,7.6,0.0,1.00,18.9,5,211,13.74,0.00,7,0,0
19000,56,6,51.2,9.8,16.0,0.0,25.3,6.0,3.48,3.0,4,205,16.23,21.15,6,0,0
20000,3,373,30.5,0.1,0.5,0.0,29.8,0.0,1.04,7.0,125,89,35.61,0.00,0,369,4
20000,17,179,9.1,0.1,0.0,0.0,8.9,0.0,1.05,18.5,34,252,18.05,0.00,170,0,9
20000,55,151,11.2,0.0,0.1,0.0,11.1,0.0,1.00,15.8,95,175,14.99,0.00,135,0,16
20000,2,68,7.5,0.1,0.0,0.0,7.4,0.0,1.07,19.8,19,186,11.65,0.00,65,0,3
20000,58,50,6.6,0.0,0.0,0.0,6.6,0.0,1.00,20.9,11,267,15.87,0.00,47,0,3
20000,7,37,6.6,0.0,0.0,0.0,6.6,0.0,1.00,19.0,11,804,48.54,0.00,37,0,0
20000,22,34,10.0,0.0,0.0,0.0,10.0,0.0,1.00,17.4,8,317,26.15,0.00,31,0,3
20000,64,23,6.6,0.0,0.0,0.0,6.6,0.0,1.00,20.4,9,482,33.99,0.00,22,0,1
20000,56,17,48.6,6.5,17.2,0.0,25.0,4.4,2.41,1.4,16,118,8.48,17.67,17,0,0
20000,38,14,7.9,0.0,0.0,0.0,7.9,0.0,1.00,18.3,4,266,17.78,0.00,14,0,0
20000,63,13,6.9,0.0,0.0,0.0,6.9,0.0,1.00,20.0,2,456,29.71,0.00,11,0,2
20000,18,6,7.5,0.0,0.0,0.0,7.5,0.0,1.00,20.3,2,85,5.55,0.00,6,0,0
21000,3,433,24.7,0.5,0.6,0.0,23.6,0.1,1.15,9.5,174,70,23.09,0.01,0,422,11
21000,70,306,40.0,7.7,2.5,0.3,29.6,0.8,2.91,5.0,146,131,31.73,6.89,29,267,10
21000,74,231,8.7,0.0,0.0,0.1,8.6,0.0,1.00,14.9,41,199,14.26,0.00,211,0,20
21000,17,191,7.8,0.1,0.0,0.0,7.7,0.0,1.04,19.6,30,241,18.22,0.00,168,0,23
21000,2,106,9.0,0.0,0.0,0.2,8.7,0.0,1.02,18.8,31,321,21.93,0.00,101,0,5
21000,55,67,10.9,0.0,0.0,0.0,10.9,0.0,1.00,15.6,17,204,15.67,0.00,64,0,3
21000,75,49,7.3,0.0,0.7,0.2,6.5,0.0,1.00,19.7,17,493,31.31,0.00,47,0,2
21000,7,39,6.6,0.0,0.1,0.1,6.5,0.0,1.00,19.1,13,745,43.86,0.00,38,0,1
21000,38,23,9.0,0.0,0.0,0.0,9.0,0.0,1.00,17.8,6,277,17.70,0.00,22,0,1
21000,58,21,7.6,0.0,0.1,0.0,7.5,0.0,1.00,19.3,6,477,29.81,0.00,21,0,0
21000,64,19,7.1,0.0,0.0,0.0,7.1,0.0,1.00,19.6,3,448,33.32,0.00,18,0,1
21000,22,12,9.9,0.4,0.0,0.0,9.5,0.0,1.16,17.3,5,144,11.33,0.00,11,0,1
22000,3,465,22.5,1.1,0.6,0.1,20.8,0.0,1.48,10.2,175,84,23.32,0.00,0,460,5
22000,70,352,31.4,9.7,2.8,0.1,18.7,1.0,3.52,7.7,210,188,35.03,7.68,1,344,7
22000,74,260,9.3,0.0,0.0,0.2,9.1,0.0,1.00,14.1,37,209,15.49,0.00,223,0,37
22000,17,99,8.0,0.0,0.0,0.0,8.0,0.0,1.00,19.7,14,205,14.32,0.00,91,0,8
22000,75,90,7.8,0.0,0.9,0.1,6.8,0.0,1.00,19.7,32,364,24.70,0.00,90,0,0
22000,2,89,6.9,0.0,0.1,0.0,6.8,0.0,1.00,20.4,12,226,15.33,0.00,80,0,9
22000,7,57,7.0,0.2,0.2,0.0,6.5,0.1,1.08,19.1,20,685,42.05,0.00,57,0,0
22000,55,54,13.0,0.1,0.0,0.0,12.9,0.0,1.03,13.1,15,119,11.33,0.00,46,0,8
22000,58,30,6.7,0.0,0.0,0.0,6.7,0.0,1.00,20.4,7,287,16.67,0.00,30,0,0
22000,22,12,7.3,0.0,0.0,0.0,7.3,0.0,1.00,19.0,5,236,15.49,0.00,11,1,0
23000,3,461,21.2,0.2,0.4,0.0,20.6,0.0,1.10,11.2,160,97,29.72,0.00,0,448,13
23000,70,314,33.5,10.1,3.9,0.0,19.5,1.3,3.64,7.4,155,184,34.04,11.66,1,306,7
23000,74,258,9.3,0.1,0.0,0.2,9.1,0.0,1.02,14.4,34,202,15.23,0.00,229,0,29
23000,85,253,11.2,0.1,0.8,0.1,10.2,0.0,1.06,15.0,57,276,23.45,0.00,235,0,18
23000,75,195,6.7,0.0,0.5,0.0,6.1,0.0,1.01,20.6,55,464,34.73,0.00,195,0,0
23000,2,159,7.8,0.1,0.0,0.1,7.7,0.0,1.02,19.7,33,391,26.39,0.00,153,0,6
23000,17,105,9.1,0.0,0.0,0.1,9.0,0.0,1.00,18.6,21,160,13.18,0.00,72,19,14
23000,7,40,7.1,0.0,0.2,0.2,6.6,0.1,1.00,19.2,13,801,49.54,0.00,39,0,1
23000,58,27,7.9,0.0,0.0,0.0,7.9,0.0,1.00,19.1,8,418,25.88,0.00,25,0,2
23000,55,12,12.2,0.0,0.0,0.0,12.2,0.0,1.00,15.0,6,192,16.95,0.00,10,0,2
23000,22,7,8.9,0.0,0.0,0.4,8.4,0.0,1.00,18.3,5,200,14.62,0.00,7,0,0
24000,70,316,30.9,10.4,3.2,0.0,17.2,1.5,3.85,8.8,131,237,35.35,14.38,0,303,13
24000,74,305,8.9,0.0,0.0,0.1,8.8,0.0,1.00,14.7,45,255,18.62,0.00,272,0,33
24000,3,305,41.0,2.4,2.1,0.0,36.5,0.1,1.54,4.5,132,64,23.90,0.03,0,292,13
24000,75,231,7.2,0.0,0.8,0.0,6.3,0.0,1.00,20.2,62,815,59.75,0.00,230,0,1
24000,85,194,10.5,0.0,0.5,0.0,10.0,0.0,1.01,15.9,41,241,19.76,0.00,180,0,14
24000,89,182,7.4,0.1,0.0,0.1,7.2,0.0,1.02,20.1,31,372,26.41,0.00,164,0,18
24000,17,123,8.4,0.0,0.0,0.0,8.4,0.0,1.00,19.1,30,147,10.64,0.00,106,4,13
24000,2,53,6.7,0.0,0.0,0.0,6.7,0.0,1.00,20.3,11,559,39.85,0.00,49,0,4
24000,7,48,6.0,0.0,0.4,0.0,5.6,0.0,1.00,18.9,10,934,59.19,0.00,48,0,0
24000,58,17,6.2,0.0,0.0,0.0,6.2,0.0,1.00,20.8,4,434,25.88,0.00,17,0,0
25000,3,277,44.9,3.3,0.2,0.0,41.4,0.0,1.76,3.8,86,72,33.01,0.02,0,272,5
25000,74,274,8.9,0.0,0.0,0.2,8.7,0.0,1.00,15.1,44,226,16.26,0.00,248,0,26
25000,75,230,6.4,0.0,0.3,0.0,6.0,0.0,1.00,20.6,59,933,66.26,0.00,228,0,2
25000,85,181,11.3,0.0,0.6,0.0,10.6,0.0,1.00,14.5,27,203,19.38,0.00,173,0,8
25000,70,179,30.1,0.6,0.4,0.2,28.9,0.0,1.11,8.1,89,126,29.72,0.02,0,176,3
25000,17,129,8.4,0.1,0.0,0.1,8.2,0.0,1.04,18.9,27,202,14.79,0.00,117,1,11
25000,2,108,7.9,0.0,0.1,0.0,7.8,0.0,1.00,19.8,25,333,22.73,0.00,102,0,6
25000,89,108,6.8,0.1,0.0,0.0,6.7,0.0,1.04,20.8,23,641,45.29,0.00,102,0,6
25000,93,62,7.0,0.0,0.0,0.0,7.0,0.0,1.00,20.3,12,226,15.41,0.00,58,0,4
25000,94,57,13.7,0.0,0.0,0.3,13.4,0.0,1.00,13.4,17,115,11.56,0.00,52,0,5
25000,91,44,9.7,0.5,0.1,0.1,8.9,0.0,1.23,18.0,16,850,67.69,0.00,43,0,1
25000,7,19,5.8,0.0,0.3,0.0,5.5,0.0,1.00,19.2,7,1323,80.90,0.00,19,0,0
25000,58,17,8.9,0.0,0.0,0.0,8.9,0.0,1.00,18.8,3,377,22.50,0.00,17,0,0
26000,3,749,27.0,6.9,1.7,0.0,18.5,0.8,2.85,8.6,364,148,34.67,4.80,1,731,17
26000,75,290,7.3,0.0,0.6,0.1,6.6,0.0,1.00,20.2,71,701,49.92,0.00,289,0,1
26000,74,281,8.6,0.0,0.0,0.0,8.6,0.0,1.00,15.0,40,232,16.66,0.00,246,0,35
26000,85,199,10.8,0.0,0.6,0.2,9.9,0.0,1.00,15.0,44,244,21.99,0.00,184,0,15
26000,17,124,8.1,0.0,0.0,0.0,8.1,0.0,1.00,18.9,23,169,11.92,0.00,110,4,10
26000,89,109,7.3,0.0,0.0,0.1,7.1,0.0,1.00,20.2,21,494,33.18,0.00,98,7,4
26000,94,104,11.9,0.0,0.0,0.0,11.9,0.0,1.00,15.1,30,108,9.44,0.00,94,0,10
26000,2,65,7.2,0.0,0.0,0.1,7.2,0.0,1.00,20.2,18,568,40.54,0.00,62,0,3
26000,91,53,8.7,0.3,0.1,0.1,8.2,0.0,1.21,18.6,20,722,58.71,0.00,52,0,1
26000,93,51,6.7,0.0,0.0,0.0,6.7,0.0,1.00,20.2,13,238,15.93,0.00,49,0,2
26000,7,28,5.4,0.0,0.0,0.0,5.4,0.0,1.00,20.4,8,664,41.08,0.00,28,0,0
26000,58,7,7.0,0.0,0.0,0.0,7.0,0.0,1.00,20.0,1,552,33.90,0.00,7,0,0
27000,3,369,30.8,4.3,0.9,0.1,25.6,0.1,2.32,7.2,135,55,17.59,0.01,0,360,9
27000,75,324,7.0,0.0,0.7,0.0,6.3,0.0,1.00,20.4,86,803,58.33,0.00,324,0,0
27000,74,271,8.9,0.0,0.0,0.1,8.8,0.0,1.00,15.2,44,265,18.99,0.00,240,0,31
27000,85,243,10.5,0.0,0.6,0.1,9.8,0.0,1.00,15.0,28,202,17.55,0.00,225,0,18
27000,17,130,7.2,0.0,0.0,0.0,7.2,0.0,1.00,19.8,24,148,10.12,0.00,112,0,18
27000,2,105,6.8,0.0,0.0,0.2,6.6,0.0,1.00,20.7,23,449,30.88,0.00,103,0,2
27000,94,75,14.5,0.1,0.1,0.2,14.2,0.0,1.03,12.8,27,99,10.23,0.00,68,0,7
27000,93,52,7.4,0.1,0.0,0.1,7.3,0.0,1.03,19.0,14,218,15.29,0.00,45,0,7
27000,91,43,9.3,0.6,0.0,0.1,8.6,0.0,1.22,18.2,13,832,63.78,0.00,42,0,1
27000,89,35,8.2,0.0,0.0,0.0,8.2,0.0,1.00,19.5,6,977,66.74,0.00,35,0,0
27000,7,12,9.8,0.0,0.0,0.0,9.8,0.0,1.00,18.0,5,785,53.68,0.00,12,0,0
27000,58,10,6.6,0.0,0.0,0.0,6.6,0.0,1.00,20.4,4,459,28.29,0.00,10,0,0
28000,3,401,23.7,4.6,0.3,0.3,18.5,0.0,2.46,9.0,158,56,15.33,0.00,0,398,3
28000,75,316,6.7,0.0,0.4,0.0,6.2,0.0,1.00,20.7,73,726,52.70,0.00,315,0,1
28000,74,285,9.8,0.0,0.0,0.2,9.6,0.0,1.01,14.6,48,233,17.42,0.00,267,0,18
28000,17,245,7.6,0.3,0.0,0.0,7.3,0.0,1.11,19.2,41,179,12.72,0.00,195,24,26
28000,85,205,10.3,0.0,0.8,0.1,9.4,0.0,1.00,14.9,31,235,20.29,0.00,195,0,10
28000,94,93,13.0,0.0,0.0,0.0,13.0,0.0,1.00,14.0,23,121,11.14,0.00,78,0,15
28000,2,73,6.3,0.0,0.0,0.2,6.1,0.0,1.00,20.8,16,592,39.03,0.00,71,0,2
28000,93,60,7.1,0.0,0.0,0.0,7.1,0.0,1.00,19.7,13,224,15.60,0.00,50,0,10
28000,91,41,8.6,0.7,0.0,0.0,7.9,0.0,1.27,19.0,12,255,18.56,0.00,40,0,1
28000,89,19,8.8,0.0,0.0,0.0,8.8,0.0,1.00,18.7,5,628,46.62,0.00,19,0,0
28000,58,14,6.4,0.0,0.0,0.0,6.4,0.0,1.00,20.4,4,680,40.56,0.00,14,0,0
29000,3,404,26.9,3.1,0.8,0.2,22.8,0.0,1.78,7.5,166,94,29.50,0.00,0,399,5
29000,74,387,9.6,0.0,0.0,0.1,9.4,0.0,1.02,14.9,49,223,17.36,0.00,358,0,29
29000,17,316,7.5,0.0,0.0,0.0,7.4,0.0,1.01,19.2,53,193,14.24,0.00,263,26,27
29000,75,232,7.6,0.0,0.8,0.1,6.7,0.0,1.01,20.1,66,776,57.21,0.00,231,0,1
29000,85,184,10.9,0.1,0.8,0.4,9.6,0.0,1.01,14.8,36,205,17.22,0.00,168,0,16
29000,105,77,7.3,0.0,0.0,0.0,7.3,0.0,1.00,19.1,12,229,15.27,0.00,68,0,9
29000,93,64,8.1,0.0,0.0,0.0,8.1,0.0,1.00,18.6,24,158,10.79,0.00,61,0,3
29000,2,47,6.6,0.0,0.0,0.0,6.6,0.0,1.00,20.2,13,408,27.32,0.00,43,0,4
29000,91,27,8.1,0.5,0.1,0.0,7.6,0.0,1.15,19.9,8,591,44.00,0.00,26,0,1
29000,58,26,7.3,0.1,0.0,0.2,7.0,0.0,1.02,19.7,14,257,15.27,0.00,25,0,1
29000,89,21,8.2,0.2,0.0,0.4,7.6,0.0,1.08,19.2,8,635,51.78,0.00,21,0,0
30000,3,436,22.9,2.4,0.5,0.0,19.9,0.0,1.80,9.6,168,77,22.01,0.01,0,433,3
30000,74,423,9.6,0.1,0.0,0.2,9.2,0.0,1.06,15.3,63,175,13.86,0.00,375,15,33
30000,17,341,7.7,0.2,0.0,0.1,7.5,0.0,1.04,18.7,48,230,15.37,0.00,281,20,40
30000,75,299,6.7,0.0,0.6,0.0,6.1,0.0,1.01,20.6,66,693,50.06,0.00,297,0,2
30000,85,188,11.6,0.2,0.9,0.2,10.4,0.0,1.03,14.0,40,236,19.82,0.00,175,0,13
30000,105,52,8.2,0.0,0.1,0.0,8.1,0.0,1.00,18.2,6,312,21.78,0.00,46,0,6
30000,2,51,6.5,0.0,0.0,0.0,6.5,0.0,1.00,20.0,14,486,34.38,0.00,51,0,0
30000,93,28,8.7,0.0,0.0,0.0,8.7,0.0,1.00,16.9,15,147,10.20,0.00,25,0,3
30000,89,27,9.9,0.0,0.0,0.0,9.9,0.0,1.00,18.0,8,628,52.46,0.00,23,1,3
30000,91,20,6.6,0.0,0.0,0.0,6.6,0.0,1.00,21.2,2,715,52.68,0.00,19,0,1
30000,58,15,7.5,0.0,0.0,0.0,7.5,0.0,1.00,20.1,7,409,21.43,0.00,15,0,0
