step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone
12000,11,8,6.9,0.0,0.0,0.5,6.4,0.0,1.00,18.8,3,410,23.59,0.00,8,0,0
13000,2,1004,5.7,0.1,0.0,0.0,5.6,0.0,1.04,20.4,85,529,35.16,0.00,981,1,22
13000,1,567,30.7,1.7,0.5,1.1,27.4,0.0,1.47,5.5,249,104,37.60,0.02,10,539,18
13000,16,187,6.1,0.0,0.0,0.0,6.1,0.0,1.00,19.7,25,464,28.17,0.00,176,2,9
13000,11,18,4.7,0.0,0.3,0.0,4.4,0.0,1.00,21.2,2,541,29.87,0.00,18,0,0
14000,2,958,5.4,0.1,0.0,0.0,5.2,0.0,1.04,20.9,70,580,38.02,0.00,944,2,12
14000,1,920,20.4,1.5,0.3,0.8,17.7,0.1,1.41,10.6,346,166,31.92,0.01,262,611,47
14000,16,255,7.1,0.3,0.1,0.0,6.6,0.0,1.09,18.7,43,392,24.39,0.00,243,0,12
14000,11,11,4.2,0.0,0.0,0.0,4.2,0.0,1.00,21.8,5,891,50.10,0.00,11,0,0
14000,17,10,4.2,0.2,0.0,0.0,4.0,0.0,1.09,21.6,2,446,24.32,0.00,10,0,0
15000,2,914,5.5,0.0,0.0,0.0,5.4,0.0,1.01,20.9,80,568,36.95,0.00,905,0,9
15000,1,651,20.3,0.1,0.0,1.2,18.9,0.0,1.02,10.5,162,153,20.24,0.00,261,349,41
15000,16,123,6.4,0.2,0.0,0.1,6.1,0.0,1.06,19.7,25,483,29.16,0.00,121,0,2
15000,17,31,4.5,0.2,0.0,0.0,4.3,0.0,1.11,21.4,8,507,28.77,0.00,31,0,0
15000,11,7,3.4,0.0,0.0,0.0,3.4,0.0,1.00,23.1,2,963,52.32,0.00,7,0,0
16000,1,976,19.7,0.5,0.4,0.7,18.2,0.0,1.16,12.0,354,140,19.25,0.15,305,626,45
16000,2,922,5.2,0.0,0.0,0.0,5.1,0.0,1.02,21.2,65,614,39.90,0.00,907,2,13
16000,29,141,7.3,0.2,0.0,0.3,6.8,0.0,1.05,18.3,22,306,19.76,0.00,123,0,18
16000,16,102,6.0,0.0,0.0,0.0,5.9,0.0,1.01,20.0,15,431,26.25,0.00,95,0,7
16000,17,24,4.3,0.0,0.0,0.0,4.3,0.0,1.02,21.9,5,744,40.53,0.00,24,0,0
17000,1,934,20.4,0.7,0.5,0.6,18.6,0.1,1.20,11.4,361,159,27.20,0.35,202,698,34
17000,2,849,4.9,0.0,0.0,0.0,4.9,0.0,1.01,21.5,63,666,41.94,0.00,837,0,12
17000,16,274,6.1,0.0,0.1,0.0,6.0,0.0,1.00,19.8,27,279,17.72,0.00,265,0,9
17000,29,146,7.6,0.2,0.0,0.2,7.2,0.0,1.08,17.9,24,322,20.34,0.00,133,2,11
17000,32,104,6.3,0.0,0.0,0.0,6.2,0.0,1.00,19.7,7,215,13.65,0.00,98,0,6
17000,34,49,60.7,47.2,10.8,0.0,2.7,3.8,14.41,0.2,10,513,33.04,111.59,0,49,0
17000,17,14,3.9,0.0,0.0,0.0,3.9,0.0,1.00,22.3,2,643,33.11,0.00,14,0,0
17000,11,13,5.5,0.0,0.0,0.0,5.5,0.0,1.00,19.5,4,355,20.83,0.00,13,0,0
18000,1,1006,18.4,0.4,0.4,0.3,17.3,0.0,1.09,12.3,309,127,17.48,0.01,310,638,58
18000,2,934,4.8,0.0,0.0,0.0,4.7,0.0,1.01,21.7,64,587,36.09,0.00,928,0,6
18000,16,164,5.8,0.1,0.0,0.1,5.7,0.0,1.01,20.3,19,403,25.01,0.00,156,0,8
18000,29,131,7.1,0.1,0.0,0.2,6.8,0.0,1.04,18.4,20,293,18.48,0.00,125,0,6
18000,32,77,6.4,0.1,0.0,0.1,6.2,0.0,1.09,19.6,11,237,15.23,0.00,68,0,9
18000,34,63,50.3,37.9,8.1,0.0,4.3,2.8,11.67,2.7,31,472,33.09,94.83,0,63,0
19000,1,2068,11.9,0.4,0.3,0.2,11.0,0.0,1.12,17.1,414,415,31.18,0.20,1294,716,58
19000,29,165,7.3,0.2,0.0,0.1,7.0,0.0,1.09,18.3,22,224,14.71,0.00,148,1,16
19000,32,69,6.8,0.0,0.0,0.2,6.7,0.0,1.00,19.2,6,237,15.34,0.00,64,0,5
19000,16,62,5.8,0.1,0.0,0.1,5.6,0.0,1.03,20.2,10,911,55.40,0.00,59,0,3
19000,34,48,62.9,48.2,10.5,0.0,4.1,3.6,15.05,0.3,10,472,34.75,99.66,0,48,0
19000,17,11,3.4,0.0,0.0,0.0,3.4,0.0,1.00,23.3,4,701,36.42,0.00,10,0,1
19000,2,5,8.6,0.0,0.0,0.0,8.6,0.0,1.00,15.6,2,435,27.86,0.00,5,0,0
20000,1,981,4.7,0.0,0.1,0.1,4.6,0.0,1.02,21.8,65,765,48.61,0.00,978,0,3
20000,34,122,54.2,40.7,9.3,0.0,4.1,3.1,12.48,1.7,49,167,13.34,37.91,0,122,0
20000,32,99,6.4,0.1,0.0,0.0,6.3,0.0,1.03,19.5,9,273,17.83,0.00,90,0,9
20000,29,90,7.9,0.0,0.0,0.2,7.7,0.0,1.00,17.4,17,248,16.35,0.00,83,1,6
20000,16,31,6.4,0.0,0.0,0.0,6.4,0.0,1.00,19.2,5,920,57.35,0.00,30,0,1
20000,17,29,4.4,0.0,0.0,0.0,4.4,0.0,1.00,21.4,7,268,13.55,0.00,28,0,1
21000,1,936,4.9,0.0,0.0,0.0,4.8,0.0,1.01,21.5,63,679,42.57,0.00,933,0,3
21000,29,151,9.1,0.3,0.0,0.3,8.5,0.0,1.11,16.7,29,191,12.91,0.00,143,0,8
21000,34,115,58.2,44.8,9.1,0.0,4.3,3.2,13.78,1.3,36,325,24.85,73.12,2,110,3
21000,32,86,6.3,0.0,0.0,0.2,6.1,0.0,1.02,19.4,11,220,13.99,0.00,78,0,8
21000,16,30,6.0,0.0,0.0,0.0,6.0,0.0,1.00,19.9,3,374,23.00,0.00,30,0,0
21000,17,18,4.8,0.0,0.0,0.7,4.1,0.0,1.00,21.2,5,580,29.70,0.00,18,0,0
22000,1,986,5.2,0.0,0.1,0.1,5.0,0.0,1.01,21.2,83,738,46.44,0.00,984,0,2
22000,29,123,8.1,0.1,0.0,0.1,8.0,0.0,1.04,17.3,21,225,15.58,0.00,114,0,9
22000,34,118,57.0,43.4,9.4,0.0,4.1,3.2,13.42,1.4,45,355,33.72,68.38,0,117,1
22000,32,106,5.9,0.2,0.0,0.1,5.7,0.0,1.10,20.1,11,223,14.11,0.00,98,5,3
22000,16,31,6.3,0.0,0.0,0.0,6.3,0.0,1.00,19.5,8,483,31.22,0.00,31,0,0
22000,17,23,4.1,0.0,0.0,0.0,4.1,0.0,1.03,21.9,4,462,25.29,0.00,23,0,0
22000,54,16,3.6,0.0,0.0,0.0,3.6,0.0,1.00,23.4,3,793,39.50,0.00,15,0,1
23000,1,924,4.9,0.1,0.0,0.1,4.8,0.0,1.03,21.5,77,726,46.57,0.00,924,0,0
23000,32,149,6.0,0.0,0.0,0.0,5.9,0.0,1.00,20.0,9,198,12.89,0.00,138,3,8
23000,29,116,8.8,0.2,0.0,0.0,8.6,0.0,1.08,16.7,21,235,16.96,0.00,98,5,13
23000,34,82,60.8,46.5,11.1,0.0,3.2,3.7,14.32,0.4,20,321,23.59,68.88,0,80,2
23000,16,77,6.8,0.0,0.0,0.0,6.8,0.0,1.00,19.3,10,291,19.44,0.00,74,0,3
23000,54,20,4.7,0.0,0.0,0.0,4.7,0.0,1.00,22.2,5,593,30.68,0.00,20,0,0
23000,17,17,5.7,0.0,0.0,0.3,5.4,0.0,1.00,20.6,4,667,34.56,0.00,17,0,0
24000,56,1133,14.6,0.7,0.2,0.6,13.0,0.0,1.15,15.2,255,152,19.00,0.00,391,689,53
24000,1,908,4.9,0.0,0.0,0.1,4.8,0.0,1.02,21.3,69,696,45.85,0.00,906,0,2
24000,29,142,8.0,0.1,0.0,0.1,7.8,0.0,1.02,17.3,22,206,14.51,0.00,128,0,14
24000,32,121,6.4,0.2,0.0,0.1,6.1,0.0,1.05,19.8,12,240,14.98,0.00,113,0,8
24000,34,103,60.2,46.5,10.5,0.0,3.2,3.4,14.41,0.5,24,471,37.85,95.46,0,99,4
24000,16,48,6.1,0.0,0.0,0.0,6.1,0.0,1.00,19.8,6,314,20.01,0.00,46,0,2
24000,54,9,5.0,0.0,0.0,0.0,5.0,0.0,1.00,22.0,3,857,42.75,0.00,9,0,0
24000,17,5,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.0,3,889,49.41,0.00,5,0,0
25000,1,880,4.8,0.1,0.0,0.0,4.7,0.0,1.02,21.6,75,708,46.10,0.00,880,0,0
25000,56,616,18.2,0.4,0.2,0.2,17.4,0.0,1.10,14.2,190,96,19.67,0.01,0,593,23
25000,34,133,54.2,40.9,9.8,0.0,3.6,3.1,12.79,2.4,40,499,36.85,94.51,0,133,0
25000,32,127,6.4,0.1,0.0,0.0,6.3,0.0,1.04,19.7,14,203,12.94,0.00,118,0,9
25000,29,114,7.5,0.2,0.0,0.0,7.4,0.0,1.06,18.1,21,275,17.72,0.00,99,0,15
25000,16,51,6.2,0.0,0.0,0.0,6.2,0.0,1.00,19.9,5,317,20.80,0.00,50,0,1
25000,54,32,5.3,1.3,0.0,0.0,4.0,0.0,1.45,22.0,5,420,21.22,0.00,32,0,0
25000,61,11,3.0,0.1,0.0,0.0,2.9,0.0,1.18,24.0,3,951,48.70,0.00,11,0,0
26000,1,2002,9.0,0.1,0.1,0.2,8.6,0.0,1.04,19.2,340,465,34.28,0.00,1312,642,48
26000,32,181,7.1,0.4,0.0,0.2,6.5,0.0,1.15,19.2,31,232,14.92,0.00,163,0,18
26000,29,114,6.8,0.1,0.0,0.3,6.3,0.0,1.04,19.0,18,216,13.54,0.00,101,0,13
26000,34,106,56.6,41.1,10.2,0.0,5.3,3.2,12.72,1.3,40,408,33.14,80.37,0,102,4
26000,16,39,6.2,0.0,0.0,0.0,6.2,0.0,1.00,19.9,5,387,23.37,0.00,36,0,3
26000,54,31,4.2,0.1,0.0,0.0,4.1,0.0,1.03,22.3,6,633,32.79,0.00,31,0,0
27000,1,1111,11.1,0.4,0.1,0.2,10.4,0.0,1.12,17.6,288,170,19.01,0.01,441,626,44
27000,34,168,46.7,34.9,7.3,0.0,4.5,2.3,11.17,4.7,77,380,30.57,71.92,0,166,2
27000,32,115,6.1,0.1,0.0,0.0,5.9,0.0,1.09,19.9,11,243,15.47,0.00,105,0,10
27000,29,110,6.4,0.2,0.0,0.2,6.0,0.0,1.09,19.1,11,200,12.37,0.00,95,0,15
27000,16,65,7.2,0.1,0.0,0.0,7.1,0.0,1.04,18.6,12,296,19.01,0.00,63,0,2
27000,54,13,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.6,3,1152,63.36,0.00,11,0,2
28000,1,819,17.2,0.2,0.3,0.3,16.4,0.0,1.03,14.0,215,149,28.61,0.00,11,790,18
28000,32,192,6.4,0.2,0.0,0.1,6.2,0.0,1.07,19.5,20,234,14.95,0.00,177,0,15
28000,29,148,7.2,0.2,0.0,0.2,6.8,0.0,1.08,18.5,27,266,16.70,0.00,140,0,8
28000,34,98,55.6,41.5,8.7,0.0,5.4,2.9,12.97,2.5,30,652,65.48,111.08,0,97,1
28000,16,33,5.5,0.0,0.0,0.0,5.5,0.0,1.00,20.5,5,386,22.08,0.00,33,0,0
28000,54,8,4.0,0.0,0.0,0.0,4.0,0.0,1.00,22.5,3,753,41.26,0.00,8,0,0
29000,1,835,21.1,6.9,1.5,0.1,12.6,0.5,3.00,14.1,252,182,28.03,12.11,27,780,28
29000,32,142,6.7,0.1,0.0,0.1,6.5,0.0,1.06,19.1,18,291,18.67,0.00,123,0,19
29000,16,128,6.0,0.0,0.1,0.1,5.9,0.0,1.00,20.1,11,217,13.53,0.00,123,0,5
29000,29,109,7.7,0.1,0.0,0.2,7.4,0.0,1.03,18.5,19,368,22.43,0.00,98,0,11
29000,54,5,3.8,0.0,0.0,0.0,3.8,0.0,1.00,22.4,2,915,51.27,0.00,5,0,0
30000,1,596,19.4,0.1,0.1,0.4,18.8,0.0,1.03,13.8,233,87,19.25,0.00,0,572,24
30000,32,128,6.6,0.1,0.0,0.0,6.5,0.0,1.03,19.3,12,262,17.22,0.00,102,0,26
30000,29,103,6.8,0.4,0.0,0.2,6.2,0.0,1.13,18.8,17,239,14.79,0.00,95,0,8
30000,16,71,6.3,0.0,0.0,0.0,6.3,0.0,1.00,19.2,11,352,23.50,0.00,66,0,5
31000,71,1220,5.7,0.1,0.1,0.5,5.1,0.0,1.02,20.7,159,767,51.49,0.00,1219,0,1
31000,1,805,16.5,0.2,0.1,0.4,15.8,0.0,1.04,14.6,237,136,26.15,0.00,0,778,27
31000,72,176,8.0,0.1,0.1,0.1,7.8,0.0,1.02,17.7,30,240,16.56,0.00,164,0,12
31000,32,116,6.3,0.1,0.0,0.1,6.1,0.0,1.06,19.6,14,252,16.22,0.00,106,0,10
31000,29,83,6.3,0.0,0.0,0.1,6.2,0.0,1.02,19.3,12,311,19.00,0.00,77,0,6
31000,16,45,6.1,0.0,0.0,0.0,6.1,0.0,1.00,19.7,8,440,30.19,0.00,45,0,0
32000,71,1843,11.0,0.4,0.2,0.3,10.1,0.0,1.11,17.5,405,513,42.14,0.00,992,825,26
32000,72,167,7.5,0.1,0.7,0.2,6.5,0.0,1.03,18.5,35,186,14.41,0.00,163,0,4
32000,32,139,7.3,0.2,0.0,0.3,6.7,0.0,1.08,18.7,23,225,14.78,0.00,134,0,5
32000,29,135,7.1,0.1,0.0,0.2,6.7,0.0,1.07,18.2,19,272,17.48,0.00,125,0,10
32000,16,49,5.8,0.0,0.0,0.0,5.8,0.0,1.00,20.3,7,285,18.87,0.00,49,0,0
32000,75,40,4.7,0.0,0.0,0.0,4.7,0.0,1.00,22.2,8,320,18.61,0.00,40,0,0
33000,71,1860,10.1,0.4,0.1,0.2,9.4,0.0,1.11,18.1,381,505,41.61,0.01,1082,744,34
33000,72,193,8.1,0.0,0.7,0.4,7.0,0.0,1.00,17.9,36,240,16.42,0.00,184,0,9
33000,29,142,7.0,0.0,0.0,0.3,6.7,0.0,1.02,18.4,17,248,15.55,0.00,132,0,10
33000,32,69,6.7,0.2,0.0,0.2,6.3,0.0,1.05,19.1,13,231,15.08,0.00,64,0,5
33000,75,41,4.8,0.0,0.0,0.0,4.8,0.0,1.00,21.9,5,406,22.99,0.00,41,0,0
33000,16,20,5.8,0.0,0.0,0.2,5.6,0.0,1.00,20.3,6,590,38.48,0.00,19,0,1
34000,71,1122,6.1,0.1,0.1,0.4,5.5,0.0,1.04,20.2,151,746,53.08,0.00,1121,0,1
34000,72,149,8.6,0.0,0.8,0.4,7.3,0.0,1.00,17.1,33,299,21.49,0.00,143,0,6
34000,29,107,6.6,0.0,0.0,0.2,6.4,0.0,1.02,19.0,10,345,21.27,0.00,99,0,8
34000,77,73,58.9,44.4,11.4,0.0,3.1,3.7,13.73,1.4,20,499,29.25,109.43,0,68,5
34000,32,68,6.5,0.1,0.0,0.1,6.3,0.0,1.03,19.3,8,216,13.82,0.00,60,0,8
34000,75,36,4.8,0.0,0.0,0.1,4.8,0.0,1.00,21.5,8,590,35.77,0.00,35,0,1
34000,16,30,4.8,0.0,0.0,0.0,4.8,0.0,1.00,21.7,5,286,17.24,0.00,30,0,0
35000,71,1906,11.2,0.4,1.1,0.3,9.5,0.0,1.11,17.3,421,551,45.04,0.00,1128,744,34
35000,72,200,8.8,0.0,1.8,0.1,6.8,0.0,1.00,16.4,36,250,17.40,0.00,186,0,14
35000,29,110,6.7,0.0,0.0,0.1,6.5,0.0,1.02,18.7,10,310,19.12,0.00,100,0,10
35000,77,93,63.1,48.9,11.8,0.0,2.4,3.8,15.08,0.0,19,429,27.81,97.01,0,91,2
35000,32,43,5.8,0.0,0.0,0.0,5.8,0.0,1.00,20.3,4,250,16.06,0.00,40,0,3
35000,75,41,5.3,0.0,0.0,0.1,5.1,0.0,1.00,21.0,8,429,24.75,0.00,41,0,0
35000,16,18,4.8,0.0,0.0,0.0,4.8,0.0,1.00,21.3,5,486,29.81,0.00,18,0,0
36000,71,2101,9.8,0.2,0.1,0.2,9.2,0.0,1.07,18.4,388,478,37.27,0.01,1276,808,17
36000,72,226,7.6,0.0,0.9,0.2,6.5,0.0,1.00,17.8,38,342,22.59,0.00,218,0,8
36000,29,141,6.9,0.2,0.0,0.1,6.6,0.0,1.06,18.5,17,278,17.69,0.00,129,0,12
36000,77,88,59.8,46.1,10.3,0.0,3.4,3.6,14.05,0.4,27,450,31.85,96.58,0,85,3
36000,75,58,4.8,0.0,0.0,0.1,4.7,0.0,1.00,21.4,8,455,26.63,0.00,58,0,0
36000,32,16,6.0,0.0,0.0,0.1,5.9,0.0,1.00,20.0,2,186,11.80,0.00,13,0,3
37000,71,2068,9.8,0.4,0.2,0.2,9.0,0.0,1.10,18.4,459,461,37.51,0.01,1303,738,27
37000,29,141,7.2,0.4,0.0,0.1,6.7,0.0,1.08,18.6,19,282,18.22,0.00,121,0,20
37000,72,115,7.6,0.1,0.5,0.3,6.7,0.0,1.02,17.8,26,227,16.67,0.00,112,0,3
37000,77,101,57.8,45.0,9.6,0.0,3.2,3.4,13.93,1.1,33,411,27.60,88.91,0,100,1
37000,75,38,4.8,0.0,0.0,0.0,4.7,0.0,1.00,21.6,7,575,32.85,0.00,38,0,0
37000,32,38,6.1,0.0,0.0,0.0,6.1,0.0,1.00,20.1,5,226,15.01,0.00,34,0,4
38000,71,1000,14.1,0.3,0.3,1.3,12.2,0.0,1.09,16.0,235,157,21.43,0.00,175,771,54
38000,29,121,6.6,0.1,0.0,0.2,6.2,0.0,1.05,19.0,18,307,19.21,0.00,109,0,12
38000,77,96,56.3,41.7,9.8,0.0,4.9,3.3,12.86,2.1,24,624,47.43,127.15,0,93,3
38000,72,90,7.1,0.0,0.6,0.0,6.5,0.0,1.00,17.8,12,349,23.33,0.00,87,0,3
38000,75,28,4.2,0.0,0.0,0.0,4.2,0.0,1.00,22.1,6,565,30.60,0.00,27,0,1
38000,32,21,6.6,0.4,0.0,0.0,6.2,0.0,1.14,19.1,4,163,10.43,0.00,19,0,2
39000,71,2003,10.1,0.2,0.2,0.2,9.6,0.0,1.04,17.9,354,454,38.03,0.00,1185,789,29
39000,72,193,7.9,0.0,0.8,0.1,7.1,0.0,1.00,16.7,33,336,23.00,0.00,187,0,6
39000,29,139,7.7,0.2,0.0,0.2,7.3,0.0,1.07,17.6,19,275,17.51,0.00,122,0,17
39000,77,95,61.3,47.3,10.1,0.0,4.0,3.5,14.49,0.4,23,523,42.15,103.44,0,93,2
39000,75,43,4.6,0.0,0.0,0.0,4.5,0.0,1.00,21.4,7,367,19.65,0.00,41,0,2
39000,32,18,6.6,0.0,0.0,0.0,6.6,0.0,1.00,19.4,3,86,6.48,0.00,14,0,4
40000,71,2285,9.4,0.1,0.4,0.2,8.7,0.0,1.03,18.1,394,474,38.07,0.00,1376,867,42
40000,29,197,8.1,0.3,0.0,0.2,7.6,0.0,1.10,17.3,33,247,16.26,0.00,174,0,23
40000,77,90,53.0,40.4,9.1,0.0,3.5,3.2,12.57,2.7,33,433,34.37,85.53,0,86,4
40000,75,19,6.8,0.0,0.0,0.0,6.8,0.0,1.00,19.8,6,643,33.50,0.00,19,0,0
40000,32,8,6.8,0.0,0.0,0.0,6.8,0.0,1.00,18.8,2,171,11.30,0.00,8,0,0
41000,71,2253,9.5,0.1,0.4,0.2,8.8,0.0,1.02,18.1,435,429,32.76,0.01,1382,816,55
41000,29,161,7.9,0.6,0.0,0.1,7.2,0.0,1.18,17.6,30,257,16.63,0.00,139,0,22
41000,77,109,54.5,41.2,9.0,0.0,4.3,3.1,12.88,2.6,34,521,47.43,97.59,0,107,2
41000,75,7,4.6,0.0,0.0,0.0,4.6,0.0,1.00,21.4,2,902,47.19,0.00,7,0,0
42000,71,2091,9.7,0.3,0.3,0.3,8.8,0.0,1.10,18.3,410,467,34.76,0.01,1287,761,43
42000,29,188,7.2,0.1,0.0,0.0,7.1,0.0,1.04,18.0,26,274,17.00,0.00,171,0,17
42000,77,125,54.9,40.9,9.4,0.0,4.5,3.3,12.62,2.0,44,491,38.12,99.81,0,125,0
43000,71,2259,11.8,2.2,0.8,0.2,8.7,0.2,1.64,17.5,407,510,36.93,4.57,1370,833,56
43000,29,152,7.2,0.1,0.0,0.2,6.9,0.0,1.05,18.0,22,288,18.38,0.00,141,0,11
44000,71,2191,9.4,0.1,0.3,0.2,8.8,0.0,1.03,18.3,434,464,35.11,0.00,1431,717,43
44000,29,125,7.1,0.2,0.0,0.0,6.8,0.0,1.10,18.0,18,314,19.88,0.00,111,0,14
45000,71,1747,10.7,0.3,0.3,0.1,9.9,0.0,1.10,17.5,322,478,38.24,0.00,996,729,22
45000,29,180,7.6,0.2,0.0,0.2,7.2,0.0,1.06,17.5,34,244,15.66,0.00,158,0,22
45000,95,86,5.8,0.1,0.3,0.2,5.2,0.1,1.02,21.0,18,639,47.46,0.00,86,0,0
46000,71,2133,10.0,0.2,0.3,0.1,9.4,0.0,1.06,17.7,372,533,41.58,0.00,1318,770,45
46000,29,157,7.9,0.1,0.0,0.0,7.8,0.0,1.03,17.5,24,271,18.40,0.00,138,0,19
46000,95,87,5.8,0.1,0.1,0.3,5.3,0.0,1.04,20.9,18,870,65.62,0.00,87,0,0
47000,71,1045,13.0,0.2,0.3,0.2,12.3,0.0,1.06,16.1,254,211,26.74,0.00,207,811,27
47000,29,163,7.7,0.1,0.0,0.1,7.4,0.0,1.05,17.2,30,256,16.49,0.00,151,0,12
47000,95,122,6.3,0.2,0.1,0.2,5.8,0.0,1.05,20.3,24,698,49.59,0.00,122,0,0
48000,71,797,16.9,0.7,0.4,0.2,15.5,0.0,1.20,14.7,296,180,24.46,0.02,133,640,24
48000,29,190,7.6,0.1,0.0,0.2,7.3,0.0,1.05,17.2,40,311,19.99,0.00,182,0,8
48000,95,136,5.5,0.0,0.0,0.1,5.4,0.0,1.01,21.1,21,775,54.54,0.00,136,0,0
48000,101,120,59.1,45.2,10.5,0.0,3.4,3.5,13.92,1.1,34,392,28.17,82.56,0,116,4
48000,102,7,3.4,0.6,0.0,0.0,2.9,0.0,1.54,22.9,4,924,48.00,0.00,7,0,0
49000,71,1565,10.2,0.1,0.2,0.2,9.8,0.0,1.03,18.0,340,376,31.87,0.00,750,787,28
49000,29,214,7.8,0.1,0.0,0.2,7.5,0.0,1.03,17.1,39,251,16.33,0.00,190,0,24
49000,101,99,54.9,41.6,9.3,0.0,4.0,3.3,12.80,2.1,40,505,37.99,110.95,0,95,4
49000,95,52,5.1,0.0,0.0,0.0,5.1,0.0,1.08,21.7,10,1316,95.74,0.00,46,0,6
50000,71,1826,10.0,0.3,0.2,0.1,9.4,0.0,1.07,18.3,315,474,37.35,0.00,1035,756,35
50000,29,253,8.6,0.1,0.0,0.2,8.3,0.0,1.02,16.2,43,252,17.17,0.00,232,0,21
50000,101,81,57.7,44.6,9.4,0.0,3.6,3.3,13.49,1.1,29,481,43.91,91.09,0,73,8
50000,95,15,4.9,0.0,0.0,0.0,4.9,0.0,1.00,21.9,4,1503,102.36,0.00,15,0,0
51000,71,1783,10.3,0.1,0.2,0.1,10.0,0.0,1.03,18.1,291,438,35.37,0.00,969,770,44
51000,111,236,8.1,0.0,1.1,0.1,6.9,0.0,1.00,16.5,49,255,17.62,0.00,215,0,21
51000,29,218,7.4,0.1,0.0,0.2,7.1,0.0,1.02,17.6,31,255,16.55,0.00,206,0,12
51000,101,70,54.0,41.1,9.8,0.0,3.1,3.3,12.75,2.6,20,419,20.03,95.92,0,67,3
51000,95,31,5.5,0.0,0.0,0.3,5.2,0.0,1.00,21.2,8,436,25.66,0.00,31,0,0
52000,71,994,16.1,0.2,0.6,0.2,15.1,0.0,1.05,15.0,305,170,23.38,0.00,262,691,41
52000,29,195,8.2,0.0,0.0,0.0,8.1,0.0,1.02,17.5,34,130,9.67,0.00,162,0,33
52000,111,142,7.3,0.0,0.8,0.1,6.3,0.0,1.00,17.4,29,299,20.64,0.00,122,0,20
52000,95,68,4.8,0.0,0.1,0.0,4.7,0.0,1.03,22.0,10,512,36.99,0.00,68,0,0
52000,101,50,60.0,46.4,11.5,0.0,2.2,3.8,14.18,0.7,8,498,25.84,109.99,0,50,0
52000,115,7,4.3,0.0,0.0,0.0,4.3,0.0,1.00,22.3,2,977,60.96,0.00,7,0,0
53000,71,948,15.8,0.2,0.4,0.2,15.0,0.0,1.07,14.7,260,158,21.40,0.02,190,725,33
53000,29,242,7.0,0.0,0.0,0.0,7.0,0.0,1.00,18.4,32,173,11.94,0.00,213,0,29
