step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
290000,1,724,24.88,11.33,0.95,0.11,12.48,0.44,4.28,0.169,56,809426.9,153611.0,3,0
290000,0,70,12.43,1.69,0.34,0.03,10.37,0.16,1.48,0.057,3,679.4,237.2,9,70
300000,8,1718,5.22,0.06,0.02,0.07,5.06,0.00,1.04,0.000,6,822470.8,93.7,8,0
300000,1,737,27.06,10.87,1.23,0.08,14.89,0.48,4.16,0.172,44,809013.8,146413.0,2,0
300000,0,50,11.42,1.24,0.24,0.14,9.80,0.08,1.37,0.020,2,698.8,194.0,8,49
310000,8,1721,5.06,0.05,0.04,0.07,4.91,0.00,1.02,0.001,7,826889.1,49.6,8,0
310000,1,794,24.70,9.49,1.33,0.08,13.81,0.47,3.77,0.149,50,808134.4,153522.8,6,2
310000,0,55,12.87,1.25,2.16,0.00,9.45,0.20,1.31,0.036,3,710.2,174.0,9,53
320000,8,1716,5.46,0.10,0.02,0.06,5.28,0.00,1.04,0.001,8,822776.5,971.6,14,9
320000,1,782,23.48,9.56,1.11,0.02,12.79,0.38,3.75,0.128,66,808483.9,159365.2,5,8
320000,0,54,10.48,0.91,0.69,0.00,8.89,0.09,1.21,0.037,2,592.1,155.5,10,54
330000,8,1669,5.84,0.15,0.05,0.08,5.56,0.00,1.07,0.001,6,816081.0,2575.5,12,29
330000,1,848,22.37,9.89,0.80,0.01,11.68,0.32,3.77,0.119,62,814416.4,155811.4,6,5
330000,0,42,7.31,0.36,0.00,0.19,6.76,0.00,1.05,0.000,2,587.2,88.4,9,42
340000,8,1729,5.35,0.09,0.06,0.05,5.14,0.00,1.03,0.000,6,819494.2,1249.2,11,27
340000,1,705,26.97,12.59,1.59,0.02,12.77,0.50,4.55,0.174,61,806680.4,154138.5,6,8
340000,0,60,6.97,0.27,0.00,0.00,6.70,0.00,1.09,0.000,3,482.5,83.1,8,60
350000,8,1713,5.46,0.07,0.07,0.07,5.26,0.00,1.03,0.001,7,818473.4,1518.6,10,23
350000,1,728,27.07,11.20,1.42,0.15,14.30,0.47,4.26,0.172,51,802776.8,156321.6,7,9
350000,0,28,17.75,7.36,1.29,0.21,8.89,0.36,3.23,0.107,1,503.2,112.9,9,27
360000,8,1700,5.41,0.08,0.13,0.08,5.12,0.00,1.03,0.001,8,821466.0,600.5,10,9
360000,1,631,30.21,14.78,1.37,0.01,14.05,0.59,5.22,0.228,47,799473.8,152790.9,2,0
360000,0,40,13.10,1.73,0.03,0.10,11.25,0.00,1.49,0.000,1,417.8,156.6,7,40
370000,8,1722,5.22,0.07,0.08,0.05,5.02,0.00,1.03,0.001,6,821736.8,1227.9,11,1
370000,1,703,28.28,13.02,1.23,0.22,13.81,0.43,4.76,0.149,40,799572.9,149788.4,10,7
370000,0,54,12.02,1.57,0.31,0.11,10.02,0.02,1.48,0.019,3,559.9,197.2,11,54
380000,8,1763,5.05,0.06,0.03,0.07,4.88,0.00,1.02,0.001,6,827576.4,1053.0,9,2
380000,1,545,31.72,18.03,1.25,0.01,12.44,0.54,6.25,0.220,44,784702.9,148169.5,6,6
380000,0,46,20.57,8.24,1.30,0.07,10.96,0.54,3.15,0.196,3,423.6,201.8,9,45
390000,8,1822,4.98,0.05,0.06,0.10,4.77,0.01,1.02,0.002,7,822458.8,211.6,9,3
390000,1,652,28.47,15.09,1.21,0.00,12.18,0.46,5.28,0.187,55,785464.2,156888.9,4,1
390000,0,41,25.02,7.32,1.85,0.02,15.83,0.20,2.87,0.073,2,605.7,273.1,10,40
400000,8,1808,4.62,0.04,0.07,0.05,4.46,0.00,1.02,0.000,5,824340.2,92.1,9,1
400000,1,672,30.89,13.21,1.61,0.04,16.02,0.62,4.81,0.211,41,802740.6,155192.4,6,2
400000,0,40,12.60,3.60,0.90,0.05,8.05,0.30,2.05,0.075,1,761.5,196.1,7,40
410000,8,1768,4.94,0.08,0.05,0.04,4.77,0.01,1.03,0.002,6,824566.4,139.1,9,11
410000,1,756,25.70,11.86,1.23,0.36,12.24,0.46,4.46,0.175,49,805652.0,154700.2,7,2
410000,0,51,8.75,2.02,0.71,0.02,6.00,0.12,1.60,0.039,2,607.6,159.7,8,51
420000,8,1778,4.83,0.05,0.09,0.06,4.63,0.00,1.02,0.001,5,819803.6,446.3,13,6
420000,1,589,32.35,15.85,1.54,0.23,14.73,0.47,5.45,0.211,49,788803.3,148792.8,6,2
420000,0,45,11.33,1.07,0.49,0.09,9.69,0.09,1.31,0.022,2,462.6,150.9,9,45
430000,8,1700,4.78,0.11,0.07,0.03,4.57,0.00,1.03,0.001,5,822138.4,644.0,10,2
430000,1,579,34.33,17.01,1.82,0.27,15.23,0.61,5.71,0.230,45,767358.0,156551.8,4,0
430000,0,79,13.27,3.43,0.78,0.06,8.99,0.20,1.83,0.089,3,823.8,281.2,8,79
440000,8,1696,5.27,0.09,0.12,0.06,5.00,0.00,1.03,0.003,5,826920.2,6030.0,9,2
440000,1,427,44.71,27.83,2.03,0.02,14.84,0.65,8.29,0.279,37,671500.5,125974.4,4,2
440000,0,88,11.42,4.11,0.53,0.07,6.70,0.08,2.06,0.023,6,1011.1,571.8,7,88
450000,8,1468,6.84,0.29,0.13,0.21,6.20,0.02,1.08,0.003,6,824140.1,8341.0,8,1
450000,1,439,39.33,22.39,2.01,0.04,14.88,0.76,7.33,0.319,55,738786.8,123541.6,3,3
450000,0,133,23.40,9.28,1.60,0.16,12.36,0.47,3.26,0.143,16,976.1,305.0,6,132
460000,8,1746,5.06,0.06,0.15,0.06,4.79,0.00,1.02,0.001,5,827553.9,2569.1,7,5
460000,1,414,39.38,21.70,2.16,0.63,14.89,0.76,7.14,0.295,40,727205.1,123949.8,3,1
460000,0,66,14.26,1.21,0.64,0.52,11.89,0.05,1.30,0.015,2,915.8,523.9,7,66
470000,8,1715,4.89,0.08,0.10,0.07,4.65,0.00,1.05,0.000,7,828886.1,131.9,8,0
470000,1,502,39.04,18.52,1.98,0.15,18.38,0.56,6.19,0.213,46,750705.9,138087.1,2,0
470000,0,45,8.40,1.82,0.56,0.04,5.98,0.13,1.46,0.044,2,1088.3,278.7,7,45
480000,8,1670,5.33,0.12,0.06,0.06,5.09,0.00,1.05,0.001,7,829244.4,187.2,8,4
480000,1,498,37.56,18.15,1.80,0.22,17.38,0.71,6.20,0.255,43,781123.2,146431.1,8,3
480000,0,96,14.27,2.09,0.45,0.00,11.73,0.14,1.55,0.042,5,1028.9,285.2,8,96
490000,8,1765,4.95,0.10,0.05,0.03,4.76,0.00,1.05,0.000,5,826375.7,398.0,10,0
490000,1,640,29.43,12.02,1.63,0.07,15.71,0.64,4.49,0.211,44,809804.8,163704.6,9,2
490000,0,69,10.32,1.45,0.26,0.25,8.36,0.09,1.42,0.029,5,707.2,172.8,10,68
500000,8,1677,5.35,0.09,0.14,0.06,5.06,0.00,1.04,0.001,4,820206.6,126.9,8,0
500000,1,669,30.01,13.60,1.45,0.39,14.56,0.53,4.97,0.181,56,801702.6,168209.4,7,1
500000,0,52,13.15,1.92,0.52,0.00,10.71,0.13,1.58,0.038,2,758.6,291.5,9,52
510000,8,1713,5.46,0.07,0.16,0.02,5.21,0.01,1.03,0.002,8,819608.9,406.9,10,5
510000,1,655,29.62,14.88,0.96,0.45,13.32,0.39,5.26,0.169,48,759468.8,136093.6,8,5
510000,0,63,8.60,0.76,0.24,0.11,7.49,0.03,1.20,0.016,3,931.2,307.0,10,63
520000,8,1705,5.49,0.10,0.07,0.05,5.27,0.00,1.04,0.001,6,814294.2,845.0,13,19
520000,1,599,35.47,16.06,1.07,0.48,17.86,0.48,5.62,0.215,44,790226.4,135822.8,5,1
520000,0,42,13.50,2.67,1.76,0.10,8.98,0.10,1.74,0.048,3,624.4,124.1,11,42
530000,8,1688,6.03,0.24,0.14,0.08,5.58,0.02,1.08,0.005,7,809294.5,6663.3,10,48
530000,1,641,29.47,15.11,1.27,0.19,12.89,0.58,5.36,0.239,42,806026.6,135239.2,6,5
530000,0,43,10.44,3.23,1.16,0.05,6.00,0.30,1.81,0.070,2,236.2,24.5,6,43
540000,8,1661,5.69,0.11,0.11,0.07,5.40,0.00,1.04,0.001,6,817897.1,4787.3,13,10
540000,1,619,33.80,14.49,1.26,0.28,17.76,0.53,5.20,0.242,46,800566.5,148928.1,10,6
540000,0,49,8.12,0.02,0.20,0.04,7.86,0.00,1.01,0.000,1,429.0,68.2,8,49
550000,8,1637,5.85,0.05,0.19,0.04,5.57,0.00,1.02,0.001,5,818704.6,787.8,11,0
550000,1,571,36.01,15.33,1.40,0.26,19.01,0.55,5.45,0.217,43,799772.9,143606.1,6,1
550000,0,65,15.23,1.12,0.28,1.20,12.63,0.03,1.17,0.015,2,759.5,197.7,8,65
560000,8,1509,6.48,0.37,0.23,0.15,5.74,0.05,1.11,0.014,6,814820.8,1405.5,10,10
560000,1,589,34.49,15.37,1.70,0.49,16.94,0.64,5.47,0.228,35,802565.5,156181.1,6,5
560000,0,48,11.65,1.06,1.50,0.88,8.21,0.50,1.26,0.146,2,853.6,138.2,9,48
570000,8,1693,5.72,0.10,0.09,0.06,5.48,0.01,1.03,0.002,6,821034.4,7687.1,10,16
570000,1,599,31.96,16.19,1.78,0.12,13.87,0.64,5.68,0.244,58,791484.8,155589.8,7,7
570000,0,54,11.70,2.46,0.26,0.44,8.54,0.07,1.71,0.019,4,554.1,94.1,9,54
580000,8,1706,5.43,0.04,0.11,0.03,5.25,0.00,1.02,0.002,7,820997.9,2197.2,8,0
580000,1,574,33.30,17.67,1.70,0.00,13.93,0.58,6.23,0.240,54,797093.4,160843.7,4,0
580000,0,51,11.02,2.10,0.73,0.00,8.20,0.12,1.66,0.020,2,627.4,120.5,8,50
590000,8,1667,5.39,0.05,0.15,0.05,5.14,0.00,1.03,0.001,7,821628.3,385.9,10,1
590000,1,660,31.46,13.20,1.80,0.03,16.43,0.58,4.84,0.212,56,798267.9,155069.6,4,0
590000,0,52,14.87,1.85,0.31,0.02,12.69,0.04,1.53,0.019,4,851.2,167.5,10,52
600000,8,1674,5.71,0.35,0.15,0.03,5.17,0.02,1.11,0.007,7,819167.0,2334.8,12,30
600000,1,629,29.88,15.14,1.32,0.02,13.41,0.53,5.45,0.215,60,796639.2,157085.6,11,12
600000,0,42,13.79,1.50,0.36,0.00,11.93,0.14,1.39,0.048,1,583.6,191.3,10,41
610000,8,1647,5.65,0.24,0.06,0.04,5.32,0.00,1.09,0.002,5,812879.8,2082.2,12,23
610000,1,613,33.36,16.26,1.76,0.27,15.07,0.62,5.64,0.240,49,797121.9,159201.1,10,15
610000,0,51,8.41,1.06,0.06,0.20,7.10,0.00,1.34,0.000,2,533.2,139.8,8,51
620000,8,1664,5.51,0.10,0.17,0.07,5.17,0.00,1.04,0.002,5,816226.6,571.6,10,9
620000,1,572,36.68,16.74,1.55,0.10,18.29,0.65,5.89,0.259,39,803120.2,150515.3,5,6
620000,0,65,7.49,0.38,0.09,0.03,6.98,0.00,1.14,0.000,2,701.4,108.0,10,65
630000,8,1357,8.71,0.37,0.37,0.18,7.79,0.03,1.12,0.009,6,810299.6,24251.7,9,41
630000,1,597,33.10,16.26,1.56,0.50,14.77,0.61,5.71,0.226,55,803758.8,152065.2,3,12
630000,0,80,13.89,0.57,0.04,0.00,13.27,0.00,1.17,0.000,5,595.3,159.7,5,80
640000,8,1524,7.56,1.25,0.38,0.06,5.86,0.06,1.31,0.024,9,804414.6,7080.0,15,60
640000,1,601,31.83,15.41,1.76,0.10,14.54,0.57,5.34,0.221,43,815503.6,164879.7,7,22
640000,0,35,22.31,6.80,1.89,0.91,12.71,0.29,2.60,0.143,2,508.7,127.2,7,35
650000,8,956,15.85,1.44,0.56,0.24,13.61,0.12,1.35,0.030,7,807760.1,73071.0,4,35
650000,1,569,36.59,16.61,1.74,0.32,17.91,0.62,5.78,0.221,65,783444.1,163255.1,4,8
650000,0,76,13.62,0.16,0.11,0.13,13.22,0.00,1.03,0.000,2,462.7,234.5,3,76
660000,8,1201,10.27,0.07,0.05,0.03,10.11,0.00,1.03,0.001,6,814239.6,87766.3,5,1
660000,1,645,30.47,14.73,1.46,0.80,13.47,0.63,5.28,0.256,53,797432.2,175233.8,4,2
660000,0,98,13.19,0.04,0.00,0.49,12.66,0.00,1.02,0.000,4,509.7,329.2,4,98
670000,8,1471,7.36,0.13,0.17,0.02,7.04,0.00,1.04,0.001,6,810026.4,181.2,10,6
670000,1,759,24.79,11.73,0.79,0.69,11.57,0.35,4.39,0.149,55,785621.7,145199.7,4,2
670000,0,76,10.79,1.93,0.37,0.20,8.29,0.12,1.56,0.039,2,598.1,195.5,10,76
680000,8,1581,6.99,0.16,0.10,0.09,6.64,0.01,1.04,0.004,7,813550.8,97.1,18,25
680000,1,823,20.70,9.68,0.93,0.01,10.08,0.34,3.68,0.136,60,803511.3,131076.3,8,10
680000,0,76,12.55,1.14,0.92,0.18,10.30,0.00,1.28,0.000,4,530.6,156.3,12,76
690000,8,1626,6.01,0.21,0.07,0.14,5.58,0.00,1.08,0.001,6,817626.8,135.6,18,11
690000,1,769,23.25,10.45,1.11,0.01,11.67,0.39,4.02,0.143,59,789944.8,126615.8,5,4
690000,0,66,13.11,3.86,0.59,0.00,8.65,0.26,1.98,0.106,4,685.0,188.6,9,66
700000,8,1714,5.52,0.13,0.04,0.10,5.26,0.00,1.05,0.001,5,818286.2,104.6,15,0
700000,1,732,25.03,12.77,0.99,0.27,10.99,0.39,4.69,0.171,64,798719.8,136720.5,4,0
700000,0,54,15.24,3.74,0.37,0.04,11.09,0.13,2.10,0.056,4,569.1,135.9,11,54
710000,8,1678,5.79,0.14,0.05,0.04,5.55,0.00,1.06,0.002,6,819532.9,120.9,15,4
710000,1,716,27.48,13.49,1.17,0.26,12.56,0.48,4.87,0.184,70,793883.4,136320.4,5,1
710000,0,50,14.02,2.30,0.10,0.46,11.16,0.06,1.55,0.020,2,571.5,184.6,10,50
720000,8,1628,6.13,0.23,0.07,0.22,5.61,0.00,1.09,0.002,5,816703.1,316.8,14,0
720000,1,642,30.56,12.31,1.21,0.53,16.51,0.43,4.54,0.148,46,796272.8,143927.5,4,0
720000,0,62,10.90,0.81,0.10,0.71,9.29,0.06,1.24,0.016,2,515.7,120.7,10,62
730000,8,1706,5.57,0.20,0.03,0.11,5.23,0.00,1.10,0.001,6,817586.9,62.0,15,1
730000,1,724,24.62,9.84,0.93,0.02,13.83,0.30,3.83,0.120,63,792561.9,133636.0,6,2
730000,0,78,11.05,1.73,0.29,0.03,9.00,0.08,1.41,0.026,4,614.2,198.6,13,78
740000,8,1653,5.91,0.15,0.05,0.07,5.63,0.00,1.06,0.002,6,814793.4,371.9,14,1
740000,1,656,29.30,15.49,1.02,0.09,12.70,0.44,5.46,0.189,56,788155.2,133466.4,4,1
740000,0,43,14.60,0.86,0.14,0.65,12.95,0.00,1.10,0.000,2,579.1,116.8,10,42
750000,8,1663,6.37,0.25,0.08,0.08,5.96,0.01,1.09,0.002,6,811806.4,751.6,14,39
750000,1,656,30.04,13.23,1.45,0.04,15.33,0.60,4.79,0.227,48,802376.8,151329.9,10,12
750000,0,55,8.58,0.00,0.00,0.05,8.53,0.00,1.00,0.000,2,460.1,81.9,8,55
760000,8,1652,5.78,0.15,0.03,0.07,5.53,0.00,1.05,0.001,6,811981.4,364.5,12,4
760000,1,549,34.56,17.55,1.24,0.14,15.62,0.50,5.87,0.211,47,786935.2,148606.0,5,4
760000,0,52,15.13,2.21,0.33,0.06,12.54,0.10,1.48,0.038,1,423.8,96.3,8,52
770000,8,1664,5.64,0.07,0.08,0.03,5.47,0.00,1.02,0.001,5,813591.6,92.9,17,0
770000,1,609,33.96,19.27,1.47,0.22,13.00,0.56,6.66,0.250,44,777538.3,130543.0,5,0
770000,0,51,11.04,0.06,0.96,0.55,9.47,0.04,1.01,0.020,2,808.5,201.6,9,51
780000,8,1687,5.44,0.10,0.05,0.06,5.23,0.00,1.05,0.000,6,814739.4,169.2,14,3
780000,1,538,36.07,18.77,1.60,0.27,15.42,0.62,6.43,0.243,44,780970.8,136609.6,5,1
780000,0,59,11.39,1.68,0.63,0.29,8.80,0.14,1.45,0.034,2,909.0,227.8,11,59
790000,8,1650,5.65,0.14,0.11,0.04,5.35,0.01,1.05,0.004,5,819665.1,312.7,14,1
790000,1,599,34.94,18.45,1.75,0.15,14.60,0.61,6.30,0.220,36,752701.5,126977.3,3,0
790000,0,83,11.93,0.23,0.22,0.04,11.45,0.02,1.04,0.012,3,1117.4,268.1,9,83
800000,8,1664,5.72,0.07,0.05,0.05,5.55,0.00,1.03,0.001,6,816734.5,116.9,14,0
800000,1,583,36.15,17.20,2.22,0.12,16.61,0.61,5.96,0.244,49,795889.5,135370.8,3,0
800000,0,61,12.10,1.62,0.97,0.07,9.44,0.10,1.41,0.033,2,960.2,175.9,11,61
810000,8,1642,5.77,0.05,0.11,0.04,5.56,0.00,1.02,0.000,12,816833.5,209.8,14,0
810000,1,535,39.36,18.44,1.52,0.36,19.03,0.65,6.26,0.222,44,759551.5,122876.4,5,0
810000,0,63,12.43,0.62,0.22,0.22,11.37,0.06,1.15,0.016,2,959.4,251.2,8,63
820000,8,1701,5.32,0.06,0.07,0.03,5.16,0.00,1.02,0.001,7,817593.9,132.5,14,0
820000,1,620,30.47,14.50,1.01,0.30,14.67,0.45,5.06,0.174,49,793324.1,146623.8,6,3
820000,0,66,18.85,2.12,0.91,0.77,15.05,0.00,1.54,0.000,4,846.6,226.3,10,66
830000,8,1554,6.73,0.30,0.34,0.06,6.03,0.04,1.09,0.007,6,819054.1,3462.7,14,2
830000,1,623,32.13,15.00,1.10,0.14,15.89,0.43,5.28,0.181,55,797453.5,147300.9,3,0
830000,0,78,13.24,0.77,0.17,0.27,12.04,0.06,1.15,0.013,2,749.1,182.8,10,78
840000,8,1661,5.65,0.16,0.11,0.03,5.35,0.00,1.06,0.002,8,816269.1,509.3,10,0
840000,1,668,27.69,11.83,0.87,0.48,14.51,0.33,4.34,0.120,49,792351.7,138797.3,5,1
840000,0,67,14.13,1.25,0.18,0.54,12.16,0.10,1.32,0.030,3,842.7,158.5,7,67
850000,8,1692,5.78,0.10,0.20,0.03,5.45,0.00,1.04,0.001,5,817111.1,165.6,11,0
850000,1,653,31.23,15.10,1.04,0.19,14.91,0.44,5.43,0.170,62,802746.0,144253.3,4,0
