step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
180000,0,311,11.43,1.43,0.65,0.21,9.14,0.16,1.25,0.051,5,1882.2,1036.9,19,311
190000,8,6667,5.69,0.05,0.11,0.12,5.42,0.00,1.02,0.001,6,2240888.8,3000.0,25,33
190000,1,4030,16.24,4.81,1.40,0.15,9.89,0.43,1.92,0.123,100,3060122.5,763291.0,12,6
190000,0,319,10.36,1.34,0.78,0.27,7.96,0.10,1.35,0.022,5,2139.4,1257.6,22,316
200000,8,6627,5.57,0.07,0.11,0.12,5.27,0.00,1.03,0.001,8,2243505.5,2097.2,20,5
200000,1,4072,15.68,4.75,1.40,0.12,9.41,0.43,1.98,0.125,91,2983228.8,776230.7,12,4
200000,0,297,10.96,1.96,0.76,0.04,8.20,0.16,1.48,0.040,6,2154.8,1319.5,23,296
210000,8,6519,5.74,0.06,0.14,0.10,5.44,0.01,1.02,0.002,6,2250822.2,10268.9,21,27
210000,1,4069,15.79,4.83,1.50,0.08,9.38,0.45,1.96,0.133,88,2940597.8,842937.9,11,5
210000,0,257,10.95,0.86,0.65,0.18,9.26,0.13,1.15,0.027,3,1976.9,1382.2,16,255
220000,8,6650,5.77,0.06,0.16,0.09,5.47,0.01,1.02,0.002,9,2245718.5,8606.8,17,33
220000,1,4113,15.19,5.03,1.36,0.06,8.74,0.42,2.04,0.132,107,2965593.8,828735.1,12,7
220000,0,317,12.07,2.51,1.27,0.14,8.15,0.31,1.54,0.082,6,2030.4,1321.1,17,316
230000,8,6651,5.77,0.07,0.18,0.10,5.41,0.01,1.02,0.002,7,2246487.8,7351.2,17,78
230000,1,3919,16.50,4.84,1.33,0.10,10.24,0.43,1.92,0.129,88,2972073.5,866803.0,14,9
230000,0,281,10.29,1.09,0.63,0.14,8.43,0.10,1.26,0.032,8,2134.7,1370.2,18,278
240000,8,6765,5.61,0.08,0.18,0.07,5.29,0.01,1.02,0.002,7,2236895.2,9099.3,20,69
240000,1,3969,15.67,4.75,1.54,0.13,9.25,0.43,1.92,0.126,99,2975646.0,833937.2,18,26
240000,0,259,10.41,1.38,1.09,0.12,7.83,0.20,1.26,0.050,4,2177.5,1284.5,21,259
250000,8,6800,5.58,0.08,0.12,0.09,5.30,0.01,1.02,0.002,6,2223976.5,6612.2,25,55
250000,1,4159,14.86,4.30,1.38,0.15,9.03,0.40,1.89,0.119,81,3003550.5,810995.5,20,10
250000,0,248,10.08,0.57,0.37,0.18,8.96,0.07,1.11,0.016,4,1942.5,1102.0,22,247
260000,8,6570,6.10,0.09,0.15,0.13,5.73,0.01,1.02,0.003,7,2305440.8,28218.4,23,70
260000,1,4118,15.49,4.65,1.41,0.11,9.31,0.41,1.95,0.128,101,2969227.2,854308.5,16,22
260000,0,221,11.15,1.33,0.54,0.32,8.96,0.11,1.27,0.027,4,1807.7,1015.1,20,221
270000,8,6671,5.74,0.07,0.11,0.09,5.47,0.01,1.02,0.002,17,2239776.8,19302.3,20,109
270000,1,4317,14.13,4.03,1.27,0.10,8.73,0.37,1.79,0.112,109,2966600.0,790641.8,14,59
270000,0,224,10.99,1.05,0.87,0.40,8.67,0.17,1.18,0.040,5,1738.8,1027.8,21,224
280000,8,6455,6.27,0.13,0.13,0.16,5.86,0.02,1.03,0.006,8,2308092.8,39910.6,18,122
280000,1,3913,16.66,4.41,1.24,0.12,10.88,0.41,1.85,0.129,78,3047373.5,677015.7,12,37
280000,0,223,10.52,0.74,0.54,0.41,8.83,0.06,1.15,0.022,3,2392.9,1052.6,18,223
290000,8,6407,6.26,0.09,0.09,0.18,5.91,0.01,1.03,0.002,6,2313592.5,35655.9,27,43
290000,1,4247,14.61,4.57,1.38,0.08,8.57,0.39,1.96,0.117,84,3044259.5,723879.0,17,10
290000,0,255,13.17,1.96,1.49,0.18,9.54,0.22,1.43,0.051,4,1848.2,1307.8,23,254
300000,8,6635,5.73,0.04,0.13,0.13,5.43,0.01,1.01,0.002,13,2242994.5,13479.8,23,84
300000,1,4318,14.93,4.36,1.17,0.58,8.82,0.38,1.92,0.125,83,2994844.2,732967.8,14,27
300000,0,233,12.64,1.97,0.71,0.10,9.86,0.14,1.43,0.039,3,1784.4,1470.4,24,231
310000,8,6718,5.64,0.03,0.07,0.13,5.40,0.00,1.01,0.001,6,2237513.0,3340.0,22,55
310000,1,3836,17.78,5.13,1.51,0.51,10.63,0.43,2.04,0.130,73,2973398.0,719838.6,14,17
310000,0,259,11.79,1.34,0.61,0.23,9.62,0.13,1.29,0.035,5,1858.0,1227.3,24,258
320000,8,6666,5.82,0.08,0.09,0.13,5.51,0.01,1.02,0.001,20,2238784.0,3898.1,24,100
320000,1,4070,16.41,4.87,1.19,0.21,10.14,0.36,2.03,0.105,78,3022675.2,729930.2,14,39
320000,0,289,10.96,1.79,0.52,0.33,8.33,0.15,1.34,0.048,5,1882.5,988.1,19,289
330000,8,6575,6.02,0.06,0.10,0.12,5.73,0.01,1.02,0.002,13,2276260.2,3356.2,16,90
330000,1,4281,15.22,4.10,1.04,0.10,9.98,0.32,1.85,0.091,95,3006241.0,710086.4,10,14
330000,0,240,12.14,1.85,0.68,0.33,9.28,0.17,1.37,0.050,4,2054.9,1100.6,17,239
340000,8,6658,5.77,0.05,0.11,0.11,5.50,0.00,1.01,0.001,5,2245110.5,3441.5,20,81
340000,1,4115,15.93,4.86,1.28,0.14,9.66,0.42,1.94,0.122,84,2982435.2,724004.0,11,21
340000,0,242,10.53,1.21,0.83,0.19,8.30,0.11,1.18,0.029,5,1970.9,1081.2,16,241
350000,8,6661,5.65,0.07,0.09,0.18,5.31,0.01,1.02,0.002,18,2245011.8,7240.3,21,114
350000,1,4287,14.57,3.83,1.08,0.11,9.55,0.32,1.79,0.095,92,3001739.0,732948.7,10,34
350000,0,234,11.70,1.92,0.95,0.26,8.56,0.17,1.36,0.051,6,1874.0,985.1,19,233
360000,8,6663,5.66,0.04,0.13,0.14,5.35,0.00,1.02,0.001,7,2228681.8,5936.9,21,8
360000,1,4457,13.24,3.73,0.92,0.16,8.42,0.31,1.78,0.095,92,2964251.2,732707.2,9,3
360000,0,265,11.03,1.32,0.69,0.33,8.69,0.10,1.24,0.026,4,2193.2,1167.3,20,265
370000,8,6787,5.51,0.06,0.11,0.12,5.22,0.01,1.02,0.002,8,2233567.8,2946.1,19,12
370000,1,4391,13.99,4.14,0.96,0.08,8.81,0.30,1.87,0.093,102,2978497.5,703099.2,14,9
370000,0,225,13.18,2.26,1.04,0.33,9.54,0.20,1.42,0.053,5,2107.3,1137.2,18,225
380000,8,6730,5.93,0.11,0.20,0.16,5.47,0.01,1.03,0.003,8,2232173.2,5811.8,20,101
380000,1,4185,15.85,4.30,1.12,0.12,10.31,0.37,1.81,0.105,88,2950833.2,717513.9,17,16
380000,0,200,9.81,0.45,0.81,0.34,8.21,0.09,1.09,0.020,5,2017.1,852.7,15,198
390000,8,6618,6.38,0.15,0.23,0.16,5.85,0.02,1.03,0.005,10,2294943.0,15817.9,20,108
390000,1,4070,15.95,4.60,1.35,0.18,9.83,0.38,1.87,0.107,87,2971200.0,742962.7,15,39
390000,0,200,11.77,1.53,0.86,0.22,9.15,0.17,1.32,0.055,4,1981.5,957.7,13,199
400000,8,6643,6.19,0.07,0.13,0.20,5.79,0.01,1.02,0.003,7,2238183.5,11016.0,19,24
400000,1,3984,16.05,4.67,1.27,0.14,9.97,0.43,1.86,0.122,84,2989845.2,782056.2,18,17
400000,0,221,14.73,3.00,1.29,0.24,10.20,0.30,1.57,0.077,5,1882.2,1102.4,22,219
410000,8,6864,5.37,0.04,0.09,0.14,5.10,0.00,1.02,0.001,7,2186315.0,1220.2,16,1
410000,1,3882,17.33,5.02,1.47,0.18,10.66,0.44,1.99,0.127,85,2960558.0,792650.7,12,2
410000,0,218,13.91,2.34,2.03,0.14,9.40,0.28,1.43,0.069,3,2268.1,1359.9,21,214
420000,8,6847,5.56,0.08,0.12,0.16,5.20,0.01,1.02,0.002,7,2169763.0,2767.6,19,35
420000,1,4242,15.23,4.33,1.20,0.11,9.59,0.37,1.89,0.106,89,2984388.8,753793.2,13,11
420000,0,220,10.42,0.75,1.07,0.17,8.43,0.16,1.14,0.036,6,2078.0,1317.3,12,218
430000,8,6706,5.48,0.06,0.11,0.21,5.10,0.00,1.02,0.000,6,2197248.5,4922.9,16,11
430000,1,4028,16.03,4.88,1.25,0.21,9.68,0.41,1.93,0.117,87,3036507.5,678173.8,14,8
430000,0,270,10.60,1.95,0.80,0.40,7.45,0.21,1.42,0.056,6,1955.3,924.4,16,270
440000,8,6822,5.41,0.09,0.13,0.18,5.01,0.01,1.03,0.002,7,2199024.0,2827.4,18,28
440000,1,3949,16.52,4.97,1.31,0.12,10.13,0.44,1.98,0.125,94,2974226.0,714768.5,10,1
440000,0,195,13.55,2.23,1.12,0.18,10.03,0.21,1.35,0.056,4,2321.5,1271.2,15,193
450000,8,6812,5.61,0.11,0.15,0.19,5.16,0.01,1.03,0.003,13,2213125.8,2665.2,21,75
450000,1,4165,15.34,4.68,1.71,0.11,8.84,0.41,1.90,0.121,89,3032860.8,751385.1,9,31
450000,0,249,11.80,2.11,1.17,0.54,7.98,0.22,1.39,0.064,5,2149.3,1320.4,20,248
460000,8,6737,5.52,0.04,0.14,0.15,5.19,0.00,1.01,0.001,6,2241585.5,3777.3,15,12
460000,1,4095,16.10,4.41,1.25,0.15,10.29,0.40,1.84,0.112,110,2962971.5,749261.3,10,3
460000,0,247,13.03,1.97,0.89,0.55,9.62,0.19,1.31,0.049,4,2140.4,1246.4,16,245
470000,8,6825,5.54,0.04,0.12,0.18,5.19,0.00,1.02,0.001,8,2275966.0,1813.9,15,5
470000,1,4339,14.95,3.72,1.14,0.20,9.89,0.37,1.66,0.105,104,3004420.5,707676.7,10,2
470000,0,250,10.58,1.01,0.60,0.36,8.61,0.14,1.20,0.032,6,2206.3,1093.6,14,248
480000,8,6844,5.42,0.05,0.10,0.16,5.11,0.00,1.02,0.001,8,2227449.2,1358.6,15,3
480000,1,4181,15.78,4.38,1.29,0.24,9.88,0.43,1.77,0.126,88,3043452.2,683765.9,8,0
480000,0,272,11.28,0.92,0.67,0.30,9.39,0.17,1.11,0.040,4,2347.8,1177.2,18,270
490000,8,6820,5.48,0.04,0.10,0.18,5.17,0.00,1.01,0.000,8,2203180.5,750.5,17,2
490000,1,4096,15.73,4.14,1.21,0.11,10.27,0.40,1.74,0.119,85,3030834.8,651251.9,11,1
490000,0,221,12.57,1.63,0.71,0.31,9.92,0.19,1.28,0.050,5,2257.5,1098.3,19,221
500000,8,6895,5.45,0.05,0.14,0.20,5.06,0.00,1.01,0.001,6,2204868.0,2559.3,17,10
500000,1,4133,14.87,4.31,1.30,0.09,9.18,0.43,1.80,0.128,79,2979465.0,707034.6,12,10
500000,0,230,12.67,1.78,1.31,0.30,9.28,0.13,1.39,0.039,6,2094.0,1304.5,19,228
510000,8,6901,5.34,0.04,0.09,0.17,5.04,0.00,1.01,0.001,8,2221077.2,1510.3,15,7
510000,1,4120,15.87,4.88,1.48,0.17,9.34,0.47,1.92,0.142,83,2981349.0,765089.8,13,11
510000,0,232,12.84,1.58,0.82,0.28,10.15,0.17,1.29,0.056,5,2119.9,1225.4,14,229
520000,8,7146,4.88,0.05,0.08,0.13,4.63,0.00,1.02,0.001,10,2178676.2,2491.7,18,30
520000,1,3819,17.53,5.56,1.53,0.17,10.27,0.53,2.04,0.161,80,3007241.2,792952.7,13,7
520000,0,207,12.38,1.51,1.18,0.42,9.27,0.20,1.35,0.048,6,2296.0,1378.1,16,206
530000,8,6550,5.84,0.06,0.13,0.16,5.48,0.00,1.01,0.002,6,2217734.2,13234.4,18,77
530000,1,3969,15.89,5.17,1.82,0.26,8.64,0.48,2.03,0.144,74,2911307.0,882882.4,16,18
530000,0,228,11.46,0.80,1.81,0.41,8.44,0.14,1.12,0.031,4,2167.8,1553.3,17,228
540000,8,6582,5.94,0.16,0.18,0.16,5.44,0.03,1.03,0.009,6,2215152.5,10373.4,17,103
540000,1,4096,15.70,4.38,1.50,0.16,9.67,0.43,1.86,0.127,90,3015760.8,830685.4,12,47
540000,0,260,11.81,2.18,1.29,0.35,7.99,0.22,1.39,0.058,7,2312.8,1216.2,16,260
550000,8,6702,6.03,0.07,0.16,0.19,5.60,0.01,1.02,0.003,20,2235655.0,23795.9,20,138
550000,1,4021,16.05,4.73,1.46,0.22,9.64,0.44,1.96,0.130,89,2982308.0,814747.5,10,59
550000,0,233,12.00,1.36,0.82,0.24,9.57,0.18,1.24,0.043,3,2087.8,1395.9,16,231
560000,8,6716,5.79,0.15,0.14,0.17,5.33,0.02,1.03,0.004,12,2203857.2,14175.7,23,101
560000,1,3894,16.89,5.00,1.60,0.24,10.05,0.48,1.95,0.139,81,2890314.0,908868.6,13,28
560000,0,198,13.00,2.05,1.08,0.34,9.53,0.29,1.34,0.071,3,2116.6,1375.5,21,198
570000,8,6721,5.62,0.11,0.11,0.13,5.28,0.01,1.03,0.004,13,2198343.8,17726.0,21,93
570000,1,4058,15.67,5.55,1.46,0.12,8.54,0.48,2.18,0.149,88,2928929.5,918200.9,12,44
570000,0,210,12.80,1.30,0.71,0.30,10.48,0.14,1.23,0.038,6,2069.6,1097.5,18,210
580000,8,6675,5.94,0.15,0.16,0.18,5.45,0.03,1.03,0.008,8,2262658.5,33141.5,24,81
580000,1,3781,17.79,5.71,1.71,0.17,10.19,0.52,2.08,0.150,81,2937369.8,925518.1,11,14
580000,0,150,15.05,2.89,0.99,0.67,10.50,0.31,1.42,0.073,2,2117.8,1066.2,18,150
590000,8,6667,5.95,0.12,0.11,0.15,5.57,0.02,1.04,0.006,9,2290151.8,20458.0,23,84
590000,1,4068,16.40,5.05,1.51,0.34,9.51,0.44,1.98,0.131,84,2915285.8,896491.1,13,14
590000,0,201,10.81,1.39,0.53,0.45,8.44,0.14,1.26,0.040,4,1963.4,873.2,19,201
600000,8,6573,6.00,0.10,0.12,0.15,5.62,0.03,1.03,0.007,6,2272898.8,17530.8,24,43
600000,1,4059,16.12,5.35,1.47,0.17,9.12,0.49,2.09,0.148,97,2969790.2,878396.1,15,9
600000,0,246,11.69,1.20,1.17,0.20,9.13,0.16,1.22,0.041,4,2266.5,1207.3,23,246
610000,8,6611,6.02,0.14,0.11,0.18,5.59,0.03,1.04,0.010,7,2269538.8,16479.1,25,31
610000,1,3826,17.33,5.57,1.47,0.10,10.18,0.50,2.09,0.148,107,2945110.2,866100.1,14,8
610000,0,227,11.43,1.55,0.65,0.73,8.51,0.16,1.23,0.044,3,2353.8,1179.1,21,226
620000,8,6662,5.91,0.16,0.15,0.17,5.44,0.03,1.05,0.010,9,2254859.0,11269.1,27,112
620000,1,3912,16.68,5.27,1.49,0.19,9.73,0.51,2.02,0.157,98,2935401.8,871033.1,18,15
620000,0,234,11.03,1.83,0.70,0.24,8.26,0.15,1.42,0.043,6,2437.8,1290.8,23,234
630000,8,6658,5.91,0.13,0.14,0.16,5.48,0.02,1.04,0.007,9,2224683.5,10978.1,25,50
630000,1,3882,17.16,5.42,1.50,0.22,10.03,0.49,2.07,0.146,80,2920836.0,806866.1,11,5
630000,0,261,11.95,1.46,0.75,0.51,9.23,0.16,1.27,0.046,5,2324.3,1070.8,18,258
640000,8,6865,5.49,0.11,0.12,0.20,5.06,0.01,1.03,0.002,7,2210159.2,3761.2,27,15
640000,1,4159,15.69,4.70,1.30,0.19,9.49,0.46,1.91,0.138,89,2889975.0,804920.4,14,6
640000,0,229,13.91,1.74,1.14,0.65,10.38,0.20,1.34,0.061,5,2405.5,1251.4,22,229
650000,8,6742,5.67,0.08,0.12,0.19,5.27,0.01,1.02,0.002,6,2224844.0,4121.2,26,82
650000,1,4065,16.02,4.97,1.45,0.25,9.35,0.45,2.00,0.139,112,2926201.0,752181.1,17,15
650000,0,255,11.47,1.36,0.72,0.44,8.95,0.09,1.23,0.024,4,2232.9,1080.3,23,255
660000,8,6716,5.50,0.05,0.08,0.18,5.19,0.00,1.02,0.001,7,2224869.5,11627.0,24,19
660000,1,4430,13.91,4.27,1.26,0.24,8.14,0.40,1.82,0.125,96,2916371.5,806614.6,12,18
660000,0,250,10.01,1.34,0.69,0.45,7.53,0.18,1.26,0.044,4,2263.9,930.7,20,249
670000,8,6797,5.39,0.11,0.10,0.22,4.96,0.01,1.03,0.003,6,2211672.8,5830.0,19,32
670000,1,4127,15.65,5.58,1.47,0.17,8.43,0.46,2.17,0.140,85,2856917.5,871840.9,11,8
670000,0,280,9.79,1.04,0.38,0.34,8.04,0.08,1.25,0.025,4,2417.6,1352.7,17,277
680000,8,6742,5.65,0.05,0.13,0.25,5.21,0.00,1.02,0.001,7,2231029.5,19824.3,20,72
680000,1,4189,15.08,4.39,1.49,0.13,9.07,0.42,1.83,0.125,80,2886613.2,811032.1,14,19
680000,0,245,12.29,1.80,1.10,0.66,8.73,0.20,1.35,0.053,7,1984.3,1039.8,20,244
690000,8,6746,5.59,0.09,0.09,0.25,5.15,0.01,1.03,0.002,14,2211243.5,10480.0,17,66
690000,1,4369,13.92,3.92,1.23,0.22,8.56,0.39,1.74,0.115,80,2858912.8,851520.5,12,41
690000,0,217,10.29,0.73,0.48,0.40,8.68,0.08,1.12,0.018,3,1922.7,1195.0,16,215
700000,8,6806,5.42,0.09,0.11,0.16,5.07,0.01,1.02,0.002,7,2195336.5,9536.3,19,66
700000,1,4582,13.23,3.94,1.21,0.15,7.92,0.36,1.80,0.115,108,2956492.8,743843.1,13,14
700000,0,226,9.71,0.82,0.71,0.22,7.97,0.10,1.15,0.031,4,2014.8,1131.8,19,223
710000,8,6831,5.55,0.07,0.14,0.18,5.16,0.01,1.02,0.003,6,2197669.8,7071.4,21,88
710000,1,3957,16.42,4.79,1.55,0.17,9.92,0.47,1.86,0.136,71,2972596.0,775935.4,11,15
710000,0,205,11.65,1.27,0.73,0.48,9.17,0.15,1.23,0.034,4,1796.2,1148.6,19,205
720000,8,6841,5.51,0.07,0.11,0.19,5.13,0.00,1.02,0.001,7,2205755.0,22155.7,21,102
720000,1,4498,13.38,4.23,1.20,0.12,7.83,0.38,1.83,0.116,88,2919496.5,832670.9,12,21
720000,0,163,12.60,2.41,1.26,0.25,8.67,0.29,1.36,0.080,4,1778.6,974.4,18,163
730000,8,6748,5.62,0.10,0.08,0.20,5.25,0.01,1.03,0.003,10,2233467.5,13289.5,21,20
730000,1,4255,14.93,4.27,1.20,0.14,9.33,0.40,1.81,0.118,83,2961199.0,779471.2,14,23
730000,0,181,11.23,1.04,1.07,0.46,8.66,0.11,1.19,0.033,3,1715.9,947.8,19,181
740000,8,6769,5.56,0.08,0.08,0.25,5.15,0.00,1.02,0.002,7,2214716.8,4336.0,18,36
740000,1,4210,14.67,4.63,1.22,0.11,8.71,0.43,1.88,0.124,105,3017233.8,728130.5,8,7
740000,0,165,13.28,2.49,1.24,0.36,9.19,0.28,1.47,0.079,3,1794.8,1087.0,19,165
750000,8,6873,5.56,0.08,0.09,0.23,5.16,0.01,1.03,0.002,8,2218246.2,4816.3,24,48
750000,1,4020,16.12,5.16,1.54,0.24,9.19,0.48,1.97,0.137,87,2948291.8,770817.4,14,18
750000,0,166,14.27,3.30,1.43,0.28,9.26,0.40,1.55,0.108,7,1866.4,1340.6,22,166
760000,8,6882,5.52,0.11,0.10,0.22,5.09,0.01,1.03,0.002,7,2196910.5,5952.9,22,78
760000,1,3970,16.75,5.34,1.57,0.18,9.66,0.49,2.03,0.147,101,2959184.5,757309.7,11,26
760000,0,148,15.03,1.93,0.99,0.97,11.14,0.23,1.33,0.074,5,1969.8,1127.8,16,148
770000,8,6940,5.33,0.09,0.09,0.18,4.97,0.01,1.03,0.002,7,2166721.0,3299.6,22,26
770000,1,4270,15.08,4.47,1.22,0.32,9.06,0.38,1.92,0.117,94,2989545.8,729207.6,16,21
770000,0,186,16.01,2.69,1.49,1.19,10.63,0.24,1.47,0.070,4,1912.0,1030.2,22,186
780000,8,6771,5.75,0.19,0.10,0.17,5.29,0.01,1.05,0.004,9,2238407.2,23679.0,23,79
780000,1,3981,16.46,5.10,1.54,0.22,9.60,0.50,1.93,0.144,78,2969673.2,778441.8,15,48
780000,0,216,13.75,0.47,0.71,0.85,11.71,0.05,1.10,0.014,4,1865.2,1166.4,17,214
790000,8,6814,5.37,0.07,0.14,0.21,4.94,0.01,1.02,0.003,6,2187100.5,27483.5,24,45
790000,1,4276,15.08,4.08,1.15,0.21,9.64,0.37,1.79,0.103,81,3018036.0,683147.6,12,21
790000,0,220,13.19,1.96,0.89,0.77,9.56,0.19,1.39,0.050,4,2002.0,1099.3,16,218
800000,8,6945,5.50,0.09,0.09,0.24,5.07,0.01,1.03,0.002,15,2155663.0,3554.9,25,127
800000,1,4201,15.63,4.75,1.21,0.14,9.53,0.39,1.94,0.113,85,3039204.2,635470.6,11,46
800000,0,180,13.39,2.42,1.29,0.19,9.49,0.25,1.47,0.061,2,2034.1,1077.1,19,179
810000,8,6874,5.32,0.09,0.10,0.17,4.97,0.01,1.03,0.003,8,2145591.2,7843.9,23,47
810000,1,4072,16.09,4.22,1.06,0.18,10.63,0.32,1.86,0.099,94,2977877.5,698760.2,13,11
810000,0,211,13.71,2.66,1.45,0.72,8.87,0.30,1.40,0.085,6,2008.6,1199.6,19,211
820000,8,7030,5.15,0.07,0.10,0.18,4.80,0.00,1.02,0.001,8,2141507.8,1853.7,20,20
820000,1,4470,13.82,3.92,1.04,0.22,8.64,0.33,1.76,0.099,92,3017408.8,614017.0,12,5
820000,0,198,13.34,2.33,1.57,0.73,8.72,0.32,1.45,0.076,3,1907.2,1182.7,20,198
