step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
220000,11080,1.413,0.017,7.12,1269467,1224610,5921,4543,34158,11264836,4119107.0,838836.3,0.648,0.059,0.054,0.131,0.109,130,9.45,11.42,1.98,7.61,0.64,2.91,0.08,0.98,6.76,6.28,0.17,0.76,0.022,0.092,2548,0.052,0.782,0.079,0.005,0.134,1231908,1154831,21,0.600,0.077,0.016,2507325,0.072,0.087,0.000,649.80,347596,243,0.074,0.318,0.052,296288770,1.41,18.90,0.004,0.396,0.053,3,6,20,64,5080,107,3.95,0.0055,0.004,317
230000,10851,1.435,0.018,6.88,1247410,1203969,6026,5167,32477,11763528,4122756.2,875778.1,0.638,0.060,0.055,0.137,0.111,132,9.76,11.14,1.82,7.52,0.61,2.60,0.10,1.11,7.23,6.01,0.16,0.75,0.022,0.089,2395,0.039,0.768,0.063,0.005,0.164,1210350,1138085,24,0.616,0.042,0.022,2184101,0.076,0.088,0.000,649.17,354839,219,0.074,0.264,0.042,297244558,1.35,18.54,0.004,0.360,0.049,3,6,20,64,5121,88,4.59,0.0053,0.008,281
240000,10993,1.427,0.018,6.97,1288189,1239951,6140,6610,35346,10934440,4053915.5,844549.3,0.661,0.055,0.052,0.127,0.105,150,9.35,11.40,1.79,7.43,0.69,3.08,0.09,1.08,6.78,5.97,0.17,0.78,0.023,0.093,2380,0.062,0.781,0.066,0.005,0.148,1252426,1181079,28,0.619,0.024,0.018,2357766,0.088,0.118,0.000,649.09,356662,226,0.077,0.285,0.047,300816935,1.35,19.00,0.004,0.362,0.048,3,5,18,64,5082,99,4.66,0.0054,0.009,259
250000,11207,1.407,0.017,7.09,1319293,1265669,7029,7608,38773,10754939,4102291.2,818822.4,0.686,0.053,0.050,0.115,0.096,149,9.12,10.99,1.65,7.25,0.59,2.79,0.11,1.39,6.76,5.79,0.15,0.74,0.020,0.087,2449,0.048,0.765,0.069,0.004,0.162,1285846,1225150,34,0.633,0.001,0.022,1925755,0.083,0.110,0.000,648.89,352890,176,0.076,0.369,0.043,315649354,1.34,19.06,0.003,0.352,0.046,3,6,17,64,5165,81,4.86,0.0054,0.006,248
260000,10909,1.414,0.018,6.89,1285863,1232878,6150,10564,36569,11659708,4182424.2,883938.8,0.668,0.058,0.052,0.121,0.101,167,9.75,11.25,1.84,7.35,0.63,2.84,0.13,1.37,7.15,6.09,0.17,0.77,0.020,0.086,2743,0.061,0.761,0.072,0.004,0.163,1251644,1180730,32,0.642,0.036,0.025,2284555,0.096,0.097,0.000,648.13,365121,183,0.076,0.363,0.045,360965278,1.38,18.42,0.003,0.400,0.051,3,6,19,64,4660,101,5.62,0.0054,0.008,221
270000,11212,1.410,0.019,6.35,1306010,1253653,5875,9522,36657,10453667,4125793.2,811824.9,0.695,0.055,0.049,0.109,0.092,170,9.08,10.61,1.62,6.86,0.57,2.79,0.10,1.34,6.79,5.56,0.15,0.73,0.018,0.086,2357,0.051,0.767,0.063,0.006,0.165,1273521,1208886,27,0.701,0.055,0.016,2265402,0.085,0.103,0.000,647.57,368138,235,0.078,0.346,0.040,328967210,1.32,18.89,0.003,0.413,0.045,3,6,16,64,4827,109,6.18,0.0054,0.015,224
280000,10591,1.436,0.017,6.87,1299665,1248694,5243,10257,36092,9441534,4258854.0,719552.5,0.656,0.056,0.051,0.129,0.108,186,10.20,11.47,1.72,7.14,0.55,2.55,0.15,1.30,7.78,6.81,0.16,0.73,0.017,0.077,2428,0.051,0.765,0.068,0.006,0.161,1265237,1187223,24,0.601,0.101,0.034,2663859,0.095,0.093,0.000,645.15,354347,293,0.076,0.312,0.039,285275435,1.34,18.10,0.005,0.370,0.052,3,6,20,64,4919,78,8.61,0.0052,0.015,223
290000,10909,1.433,0.018,6.92,1278253,1230898,5204,7684,34149,10211619,4259804.5,762529.2,0.643,0.065,0.058,0.128,0.106,195,9.67,10.95,1.88,7.40,0.63,2.94,0.14,1.44,7.03,5.78,0.16,0.76,0.020,0.085,2608,0.041,0.775,0.072,0.005,0.147,1241358,1161833,35,0.593,0.031,0.025,3277266,0.133,0.104,0.000,649.80,343314,247,0.075,0.362,0.048,302754902,1.40,18.19,0.003,0.396,0.048,3,6,19,64,4975,84,3.96,0.0056,0.005,255
300000,11186,1.408,0.017,6.73,1299181,1247663,5941,8735,36565,9729826,4194387.0,748336.1,0.674,0.060,0.052,0.117,0.097,164,9.43,10.58,1.75,7.02,0.55,2.62,0.30,2.72,6.83,5.40,0.15,0.72,0.018,0.082,2623,0.064,0.759,0.068,0.005,0.168,1263070,1197204,30,0.696,0.029,0.035,2742274,0.113,0.096,0.000,648.26,352071,185,0.077,0.379,0.041,287104181,1.37,18.42,0.003,0.355,0.050,3,6,18,64,5057,83,5.50,0.0055,0.010,233
310000,10813,1.432,0.017,6.94,1290681,1240916,6390,5726,38022,9605061,4130929.2,724583.5,0.675,0.062,0.055,0.113,0.096,195,10.09,11.71,1.87,7.46,0.60,2.66,0.27,2.44,7.36,6.69,0.16,0.74,0.019,0.088,2357,0.052,0.768,0.066,0.004,0.161,1254286,1189617,28,0.602,0.022,0.037,3554698,0.106,0.092,0.000,648.35,354044,205,0.075,0.250,0.040,267274235,1.38,18.17,0.004,0.287,0.048,3,6,21,64,5090,73,5.41,0.0052,0.007,259
320000,11025,1.426,0.018,6.95,1272008,1225184,6130,3370,37112,10086990,4160542.2,735002.4,0.668,0.070,0.061,0.109,0.093,196,9.86,11.31,1.89,7.29,0.51,2.46,0.17,1.59,7.30,6.25,0.14,0.71,0.016,0.077,2471,0.045,0.764,0.063,0.006,0.166,1234729,1168806,28,0.630,0.001,0.031,3077894,0.110,0.102,0.000,649.84,352996,294,0.073,0.239,0.037,268014285,1.40,18.29,0.003,0.335,0.041,3,6,21,64,5029,78,3.92,0.0052,0.013,289
330000,11096,1.419,0.017,6.86,1267146,1216775,6216,5865,38219,9505143,4214690.0,714651.0,0.661,0.074,0.065,0.108,0.092,196,9.70,10.89,1.66,7.10,0.48,2.60,0.12,1.28,7.45,6.11,0.13,0.69,0.014,0.074,2250,0.048,0.761,0.054,0.007,0.177,1226134,1160856,21,0.614,0.084,0.026,3157186,0.111,0.076,0.000,649.55,363150,220,0.075,0.238,0.035,256414324,1.35,18.33,0.004,0.342,0.037,3,6,18,64,5048,95,4.21,0.0051,0.009,240
340000,11015,1.428,0.017,7.05,1273000,1225102,6182,4866,36931,9724035,4147061.0,728718.3,0.660,0.074,0.063,0.109,0.094,195,9.67,11.40,1.87,7.52,0.56,2.61,0.12,1.24,7.11,6.27,0.16,0.77,0.017,0.083,2409,0.047,0.779,0.062,0.004,0.154,1233199,1165093,25,0.581,0.081,0.027,3072663,0.105,0.091,0.000,649.67,358647,266,0.075,0.237,0.045,262651631,1.37,18.48,0.003,0.346,0.047,3,6,21,64,5137,84,4.08,0.0053,0.009,242
350000,11182,1.419,0.019,6.84,1280914,1233472,5936,4422,36917,9675538,4145916.5,741499.6,0.666,0.072,0.061,0.108,0.093,161,9.20,10.57,1.55,7.02,0.49,2.36,0.15,1.51,7.01,5.77,0.13,0.68,0.016,0.077,2252,0.059,0.775,0.049,0.004,0.172,1242643,1177751,27,0.642,0.058,0.033,3563751,0.090,0.097,0.000,649.84,369245,304,0.077,0.268,0.037,285766379,1.32,18.75,0.003,0.349,0.039,3,6,16,64,5064,92,3.91,0.0053,0.013,234
360000,11385,1.386,0.018,6.72,1281116,1233544,6273,4387,36709,9757087,4089862.2,740226.0,0.667,0.071,0.060,0.108,0.094,192,8.75,10.00,1.52,6.74,0.45,2.41,0.15,1.43,6.63,5.39,0.12,0.66,0.017,0.082,2122,0.048,0.777,0.055,0.004,0.164,1240978,1176452,27,0.694,0.014,0.037,3616682,0.099,0.099,0.000,648.73,357089,304,0.076,0.227,0.038,271129843,1.32,18.92,0.003,0.327,0.039,3,5,16,64,5090,92,5.02,0.0054,0.001,265
370000,11403,1.406,0.017,6.61,1319256,1270637,6336,4160,38105,9255943,4113645.5,707314.3,0.690,0.062,0.052,0.105,0.091,192,8.93,10.57,1.67,7.03,0.46,2.44,0.11,1.15,6.69,5.81,0.12,0.66,0.015,0.076,2283,0.055,0.761,0.062,0.006,0.171,1281505,1222441,25,0.664,0.041,0.026,3306539,0.099,0.108,0.000,649.89,354282,268,0.076,0.195,0.043,272707077,1.35,18.73,0.004,0.356,0.038,3,5,16,64,4873,102,3.87,0.0054,0.002,225
380000,11115,1.402,0.018,6.71,1335127,1287826,6422,4978,36189,9236582,4069167.2,724287.9,0.703,0.058,0.051,0.100,0.087,192,9.73,11.19,1.69,7.28,0.56,2.77,0.15,1.48,7.34,6.19,0.15,0.74,0.017,0.086,2264,0.070,0.746,0.053,0.005,0.196,1298695,1243805,25,0.699,0.030,0.028,2944714,0.094,0.091,0.000,649.44,354052,268,0.078,0.233,0.039,279490568,1.32,18.25,0.004,0.342,0.042,3,6,18,64,4826,88,4.32,0.0050,0.011,200
390000,10888,1.418,0.016,6.59,1320660,1273808,6054,5840,35185,9718730,4123381.0,760154.9,0.711,0.056,0.048,0.099,0.085,195,10.06,11.68,1.84,7.58,0.66,3.11,0.17,1.38,7.39,6.34,0.16,0.76,0.022,0.098,2580,0.044,0.740,0.057,0.007,0.196,1286618,1234655,27,0.716,0.055,0.032,3229544,0.079,0.094,0.000,648.82,347787,349,0.078,0.276,0.042,281835843,1.35,18.02,0.005,0.402,0.044,3,6,20,64,4620,87,4.93,0.0051,0.014,200
400000,10848,1.428,0.016,6.91,1275737,1234739,6130,4441,30467,10495928,4110465.8,794643.8,0.691,0.060,0.052,0.106,0.091,163,9.98,11.44,1.82,7.50,0.57,2.69,0.18,1.46,7.41,6.30,0.17,0.78,0.018,0.082,2332,0.072,0.751,0.059,0.005,0.185,1242573,1188262,28,0.671,0.020,0.050,3652462,0.073,0.095,0.000,648.74,361589,287,0.076,0.267,0.040,290480962,1.34,18.02,0.004,0.346,0.048,3,6,20,64,4884,84,5.02,0.0051,0.004,221
410000,10964,1.419,0.017,7.28,1263329,1220796,6975,4800,30642,10790902,3996958.8,795318.2,0.681,0.061,0.054,0.110,0.094,186,9.77,11.81,1.85,7.64,0.62,2.93,0.15,1.68,7.15,6.67,0.16,0.76,0.020,0.088,2188,0.091,0.772,0.061,0.005,0.162,1229248,1171057,26,0.633,0.061,0.032,4614344,0.083,0.090,0.000,648.75,357144,220,0.074,0.258,0.044,277384252,1.37,18.61,0.006,0.303,0.047,3,6,20,64,5065,85,5.00,0.0051,0.000,218
420000,11309,1.411,0.016,7.01,1276579,1234102,6644,4043,31445,10489838,3986230.8,758010.6,0.673,0.063,0.056,0.112,0.095,182,9.28,11.03,1.69,7.24,0.54,2.81,0.14,1.49,6.91,5.86,0.15,0.74,0.017,0.083,2207,0.059,0.751,0.055,0.005,0.189,1243680,1181629,24,0.676,0.051,0.037,4214679,0.079,0.091,0.000,648.97,373924,186,0.072,0.274,0.038,284188733,1.35,18.74,0.005,0.327,0.042,3,6,16,64,5193,89,4.78,0.0051,0.004,220
430000,11004,1.429,0.019,6.93,1313609,1270612,6498,2354,34450,9220110,4108879.5,684256.6,0.678,0.063,0.056,0.110,0.093,185,9.47,11.45,1.87,7.63,0.55,2.54,0.21,1.74,6.84,5.89,0.16,0.74,0.016,0.078,2275,0.060,0.774,0.063,0.004,0.159,1278467,1214060,23,0.655,0.062,0.043,4248094,0.078,0.108,0.000,649.85,370170,260,0.074,0.287,0.042,240107827,1.36,18.66,0.006,0.338,0.044,3,6,18,64,5077,87,3.91,0.0055,0.002,270
440000,10966,1.429,0.018,6.97,1321227,1276701,6319,3992,34253,9709295,4061306.0,719070.5,0.683,0.062,0.054,0.108,0.093,188,9.55,11.66,1.89,7.70,0.57,2.57,0.16,1.43,6.94,6.38,0.17,0.77,0.017,0.078,2220,0.043,0.769,0.061,0.005,0.164,1287611,1225565,24,0.674,0.038,0.037,4416051,0.078,0.125,0.000,649.38,362774,211,0.074,0.274,0.044,247844225,1.38,18.70,0.006,0.331,0.047,3,5,19,64,5081,94,4.38,0.0053,0.003,195
450000,11226,1.397,0.016,6.88,1323591,1278349,6890,3438,34654,10638061,4156469.8,755527.4,0.687,0.063,0.055,0.104,0.091,159,9.35,11.41,1.85,7.43,0.75,3.76,0.17,1.52,6.59,5.82,0.16,0.76,0.023,0.105,2372,0.051,0.767,0.062,0.005,0.166,1289130,1230687,25,0.685,0.023,0.034,4480190,0.081,0.110,0.000,649.81,373773,221,0.071,0.274,0.043,262148338,1.36,18.80,0.005,0.345,0.048,3,5,19,64,4866,89,3.95,0.0056,0.009,249
460000,11079,1.424,0.016,6.57,1337640,1288411,6659,5072,37645,10099788,4078032.8,754404.9,0.705,0.057,0.050,0.100,0.088,186,9.60,11.40,1.70,7.16,0.56,2.67,0.16,1.49,7.17,6.53,0.15,0.75,0.018,0.085,2115,0.063,0.745,0.055,0.005,0.195,1304548,1251652,22,0.728,0.039,0.032,3710735,0.084,0.099,0.000,648.91,364953,241,0.075,0.255,0.036,272211307,1.33,18.57,0.006,0.310,0.043,3,6,17,64,4901,110,4.84,0.0051,0.001,247
470000,11414,1.414,0.016,6.55,1403569,1353025,6870,3599,39740,9678945,4201972.5,710811.8,0.729,0.052,0.045,0.093,0.081,183,9.22,10.48,1.46,6.65,0.52,2.51,0.19,1.68,7.05,5.58,0.15,0.72,0.016,0.076,2154,0.063,0.737,0.048,0.005,0.210,1371808,1323978,22,0.736,0.025,0.039,3979161,0.076,0.125,0.000,649.52,385399,222,0.073,0.308,0.030,257515414,1.26,18.69,0.004,0.304,0.041,3,6,16,64,4917,104,4.24,0.0052,0.001,250
480000,11297,1.397,0.014,6.82,1382379,1335296,6977,3242,36981,9783102,4198050.0,686465.2,0.711,0.057,0.050,0.098,0.084,178,9.40,10.94,1.67,6.86,0.56,2.52,0.19,1.40,6.98,5.95,0.17,0.77,0.017,0.081,2247,0.059,0.736,0.064,0.007,0.194,1349764,1298534,21,0.706,0.051,0.047,4443910,0.080,0.091,0.000,650.19,401728,201,0.070,0.324,0.038,266000766,1.30,18.68,0.004,0.292,0.048,3,6,16,64,4895,88,3.56,0.0053,0.000,272
490000,11137,1.407,0.016,7.09,1365101,1316943,7205,3046,38067,8995798,4111907.5,653161.5,0.709,0.058,0.050,0.098,0.086,184,9.39,10.77,1.58,6.77,0.52,2.45,0.16,1.34,7.14,6.13,0.15,0.72,0.016,0.074,2094,0.065,0.756,0.054,0.005,0.185,1333725,1280318,26,0.659,0.007,0.036,4087823,0.080,0.097,0.000,650.14,377808,244,0.073,0.315,0.031,268994001,1.29,18.68,0.003,0.283,0.045,3,6,16,64,5082,85,3.62,0.0052,0.000,221
500000,11258,1.390,0.018,6.92,1307673,1260532,6511,4689,35820,9538843,4041067.0,711079.8,0.687,0.062,0.055,0.105,0.091,156,9.06,10.68,1.65,6.77,0.59,2.78,0.16,1.23,6.66,5.89,0.16,0.75,0.019,0.087,2412,0.058,0.762,0.063,0.004,0.171,1275638,1216026,23,0.692,0.018,0.043,4019904,0.088,0.131,0.000,649.37,375166,223,0.075,0.282,0.040,286125838,1.31,18.83,0.003,0.343,0.048,3,5,17,64,4940,79,4.38,0.0054,0.002,230
