step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone
5000,1,674,9.8,0.1,0.0,0.0,9.6,0.0,1.06,18.4,147,146,11.80,0.00,624,1,49
5000,2,502,20.4,6.7,2.6,0.3,10.7,1.1,2.56,11.0,211,141,16.82,7.00,94,391,17
5000,10,459,12.8,0.1,0.1,0.0,12.5,0.0,1.02,16.2,220,103,16.89,0.00,14,445,0
5000,3,139,7.4,0.1,0.0,0.1,7.1,0.0,1.06,20.5,63,498,37.19,0.00,138,0,1
6000,10,507,11.2,0.5,0.3,0.0,10.4,0.0,1.15,18.1,220,165,20.53,0.03,10,497,0
6000,1,484,9.2,0.2,0.0,0.0,9.1,0.0,1.05,18.7,131,154,12.08,0.00,439,7,38
6000,2,261,22.8,9.9,3.5,0.6,8.7,1.7,3.50,8.6,183,206,22.23,13.39,0,239,22
6000,3,127,8.7,0.8,0.0,0.0,7.9,0.0,1.36,19.1,63,272,18.86,0.00,125,0,2
7000,1,350,9.5,0.1,0.0,0.0,9.4,0.0,1.03,18.5,103,178,14.18,0.00,315,3,32
7000,10,291,18.8,2.2,2.9,0.0,13.7,0.2,1.63,13.2,211,162,23.18,0.06,8,283,0
7000,2,276,25.4,10.7,4.3,0.3,10.1,1.8,3.59,7.7,183,117,12.69,9.26,54,206,16
7000,16,51,12.1,0.0,0.0,0.0,12.1,0.0,1.00,13.9,23,139,12.28,0.00,39,0,12
7000,17,48,8.5,0.0,0.4,0.0,8.1,0.0,1.01,17.2,20,155,11.35,0.00,44,0,4
8000,2,357,27.9,11.5,3.9,0.3,12.3,1.9,3.48,7.2,161,97,10.53,6.48,163,178,16
8000,1,290,8.6,0.3,0.0,0.0,8.3,0.0,1.12,19.2,109,257,19.57,0.00,272,1,17
8000,10,220,16.1,1.2,0.3,0.1,14.5,0.0,1.40,14.2,128,105,14.77,0.06,11,209,0
8000,16,132,13.5,0.3,0.2,0.0,13.1,0.0,1.05,13.5,56,111,10.36,0.00,107,2,23
8000,24,85,8.4,0.0,0.0,0.0,8.4,0.0,1.00,18.8,58,211,17.56,0.00,69,0,16
8000,17,38,10.9,0.0,1.2,0.0,9.7,0.0,1.00,15.4,26,112,9.40,0.00,32,0,6
9000,29,856,10.3,0.4,0.0,0.0,9.9,0.0,1.12,17.3,261,183,14.75,0.00,789,6,61
9000,2,366,26.6,11.9,4.2,0.3,10.2,1.9,3.68,6.9,229,148,19.58,7.72,33,330,3
9000,10,265,17.4,2.6,0.2,0.3,14.4,0.0,1.91,13.5,180,141,20.86,0.11,17,245,3
9000,28,87,42.1,30.5,5.9,0.3,5.3,2.6,7.86,2.5,82,177,14.59,28.20,7,77,3
9000,1,61,10.8,0.0,0.0,0.0,10.7,0.0,1.02,17.5,33,178,14.77,0.00,56,0,5
9000,16,54,12.3,0.0,0.0,0.0,12.3,0.0,1.00,13.5,26,142,12.64,0.00,48,2,4
9000,17,8,11.1,0.0,0.6,0.0,10.5,0.0,1.00,15.8,7,134,11.32,0.00,6,0,2
10000,29,656,9.2,0.3,0.0,0.0,9.0,0.0,1.08,17.9,253,205,15.86,0.00,585,7,64
10000,2,227,32.6,14.1,5.3,0.3,12.9,2.5,4.02,5.1,141,154,19.63,13.56,49,170,8
10000,1,101,10.9,0.4,0.0,0.0,10.5,0.0,1.15,17.2,48,244,18.97,0.00,96,0,5
10000,16,91,11.5,0.0,0.0,0.0,11.5,0.0,1.01,13.8,42,127,10.19,0.00,83,4,4
10000,28,36,53.5,40.0,7.5,0.0,6.0,2.7,10.37,0.4,31,386,36.00,61.44,3,33,0
10000,10,26,20.5,0.1,0.0,3.7,16.7,0.0,1.02,11.4,14,293,30.09,0.00,21,5,0
11000,29,613,10.9,0.1,0.0,0.0,10.7,0.0,1.05,16.8,283,221,17.78,0.00,553,6,54
11000,2,239,31.4,15.8,5.2,0.1,10.3,2.3,4.61,5.9,148,334,41.05,20.08,18,211,10
11000,10,113,11.9,0.1,0.0,0.0,11.8,0.0,1.04,15.2,59,496,43.25,0.00,111,2,0
11000,16,75,10.1,0.0,0.2,0.0,10.0,0.0,1.00,15.3,34,164,12.34,0.00,64,1,10
11000,28,74,40.1,27.4,5.7,0.4,6.6,2.3,6.88,3.1,58,475,45.75,52.30,3,70,1
11000,1,48,10.8,0.0,0.0,0.0,10.7,0.0,1.01,17.9,24,404,33.23,0.00,47,0,1
12000,29,549,12.1,0.2,0.0,0.0,11.9,0.0,1.09,16.5,248,202,17.39,0.00,494,0,55
12000,42,198,21.3,5.5,0.2,0.1,15.5,0.1,2.45,8.5,106,174,32.09,0.37,0,196,2
12000,10,179,11.0,0.1,0.0,0.0,10.9,0.0,1.05,15.9,106,869,70.76,0.00,178,0,1
12000,2,108,31.3,16.6,6.2,0.3,8.2,2.4,4.34,6.2,71,313,34.36,21.99,0,107,1
12000,28,46,40.3,27.9,5.2,0.6,6.6,2.4,6.96,3.6,41,263,26.59,19.76,1,45,0
12000,16,39,9.8,0.0,0.1,0.0,9.8,0.0,1.00,14.4,24,326,24.25,0.00,31,0,8
12000,1,34,7.5,0.0,0.0,0.0,7.5,0.0,1.00,19.2,19,600,47.08,0.00,30,0,4
13000,29,364,11.6,0.1,0.0,0.0,11.4,0.0,1.04,17.0,125,162,13.91,0.00,317,0,47
13000,42,231,20.4,8.6,1.3,0.0,10.4,0.6,3.47,9.2,159,218,30.26,4.56,0,222,9
13000,46,209,16.8,0.7,0.1,0.1,15.9,0.0,1.28,15.1,132,508,47.73,0.05,49,156,4
13000,10,202,10.4,0.3,0.0,0.0,10.1,0.0,1.09,16.3,109,1172,92.45,0.00,202,0,0
13000,2,158,22.8,10.6,3.6,0.1,8.5,1.9,3.41,9.4,123,299,35.83,15.85,0,154,4
13000,45,119,7.3,0.4,0.0,0.0,6.8,0.0,1.18,16.2,13,174,11.54,0.00,114,0,5
13000,16,46,7.8,0.0,0.1,0.0,7.7,0.0,1.00,16.4,16,270,17.17,0.00,45,0,1
13000,28,40,35.6,24.5,5.2,0.0,5.8,2.7,5.76,4.8,34,226,21.70,26.77,0,40,0
13000,47,15,9.9,0.1,0.3,0.0,9.5,0.0,1.00,18.0,7,261,18.75,0.00,12,0,3
13000,1,13,8.3,0.0,0.0,0.0,8.3,0.0,1.00,17.7,8,486,37.21,0.00,12,0,1
14000,29,297,11.4,0.2,0.0,0.0,11.2,0.0,1.09,17.4,95,216,17.60,0.00,275,0,22
14000,46,267,20.7,0.9,0.0,0.1,19.6,0.0,1.25,13.4,144,217,29.48,0.02,31,232,4
14000,10,228,11.5,0.1,0.0,0.0,11.4,0.0,1.04,15.3,95,836,63.13,0.00,228,0,0
14000,42,158,25.5,9.0,0.4,0.4,15.7,0.1,3.35,6.8,88,170,31.20,0.51,0,154,4
14000,2,154,25.2,11.3,4.1,0.3,9.5,2.0,3.47,8.0,99,376,43.24,15.28,0,154,0
14000,45,123,7.3,0.7,0.0,0.0,6.6,0.0,1.23,16.7,15,205,13.16,0.00,115,0,8
14000,52,60,10.6,0.0,0.0,0.0,10.6,0.0,1.00,18.2,22,137,11.57,0.00,52,0,8
14000,16,54,7.2,0.0,0.1,0.0,7.1,0.0,1.00,17.7,20,334,21.11,0.00,50,0,4
14000,28,42,33.7,24.0,4.4,0.0,5.3,2.1,5.97,5.5,39,322,31.15,31.78,0,42,0
14000,47,31,7.6,0.2,0.0,0.0,7.5,0.0,1.18,19.1,12,206,13.91,0.00,28,0,3
14000,1,11,9.2,0.0,0.0,0.0,9.2,0.0,1.00,15.8,7,410,33.35,0.00,9,0,2
15000,46,285,17.0,0.4,0.1,0.1,16.5,0.0,1.13,15.0,144,200,28.20,0.02,23,257,5
15000,10,278,10.8,0.1,0.1,0.0,10.6,0.0,1.05,16.0,105,961,72.64,0.00,278,0,0
15000,42,193,19.2,4.9,0.2,0.2,13.9,0.0,2.37,9.4,94,169,27.52,0.52,0,175,18
15000,29,179,10.0,0.1,0.0,0.0,10.0,0.0,1.02,18.5,66,208,15.62,0.00,152,1,26
15000,2,119,30.1,13.8,5.5,0.1,10.7,2.4,4.07,6.4,96,276,34.22,17.20,0,115,4
15000,45,85,6.3,0.4,0.0,0.0,5.9,0.0,1.13,18.1,11,249,16.24,0.00,79,0,6
15000,52,77,10.1,0.2,0.0,0.0,9.9,0.0,1.07,17.6,23,96,8.10,0.00,68,1,8
15000,28,45,38.8,25.8,7.2,0.1,5.7,3.0,6.27,4.0,38,172,12.54,24.34,0,43,2
15000,16,22,6.1,0.0,0.0,0.0,6.1,0.0,1.00,19.6,7,466,27.30,0.00,21,0,1
15000,54,16,10.4,0.0,0.0,0.0,10.4,0.0,1.00,17.0,4,196,15.56,0.00,16,0,0
15000,47,15,7.2,0.0,0.0,0.0,7.2,0.0,1.00,19.3,9,266,18.15,0.00,14,0,1
15000,1,14,7.9,0.0,0.0,0.0,7.9,0.0,1.00,17.3,7,715,57.12,0.00,12,0,2
16000,10,525,16.9,1.7,0.2,0.3,14.8,0.1,1.46,14.1,278,589,50.53,0.03,291,226,8
16000,29,349,10.7,0.2,0.0,0.0,10.5,0.0,1.08,18.0,101,200,15.48,0.00,324,1,24
16000,42,192,16.8,2.4,0.2,0.3,13.9,0.0,1.72,10.7,103,151,26.54,0.20,0,183,9
16000,45,168,7.1,0.4,0.1,0.0,6.6,0.0,1.18,17.0,23,197,12.35,0.00,160,0,8
16000,2,123,26.8,12.8,5.5,0.1,8.4,2.2,3.62,8.3,82,479,61.15,29.65,0,123,0
16000,28,74,36.1,25.1,4.8,0.0,6.2,2.3,6.44,5.6,61,184,17.61,18.94,0,74,0
16000,52,63,10.2,0.1,0.0,0.0,10.1,0.0,1.04,17.6,30,122,10.21,0.00,52,0,11
16000,16,45,6.0,0.0,0.0,0.0,6.0,0.0,1.01,19.9,11,328,18.45,0.00,44,0,1
16000,1,41,10.0,0.5,0.2,0.0,9.3,0.1,1.10,15.3,13,207,17.34,0.00,41,0,0
16000,60,33,51.9,37.9,8.2,0.1,5.7,3.1,9.21,0.5,23,367,34.41,57.76,1,32,0
16000,47,10,7.7,0.0,0.0,0.0,7.7,0.0,1.00,18.8,6,725,50.81,0.00,10,0,0
16000,54,7,10.7,0.0,0.0,0.0,10.7,0.0,1.00,16.9,3,154,11.35,0.00,7,0,0
17000,10,667,23.0,3.9,0.9,0.5,17.7,0.3,2.05,10.1,433,135,24.94,1.61,43,615,9
17000,29,379,11.3,0.3,0.0,0.0,11.1,0.0,1.10,17.5,112,206,16.99,0.00,340,0,39
