step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
110000,2755,1.405,0.027,9.98,355608,342875,1356,4,11416,2119,1598006.6,127.9,0.704,0.057,0.061,0.087,0.091,457,9.94,10.64,0.41,1.94,0.05,0.83,0.20,1.93,9.28,9.59,0.00,0.08,0.002,0.025,417,0.111,0.736,0.001,0.000,0.262,346168,326819,10,0.351,0.014,0.025,830695,0.060,0.210,0.001,163.17,129402,439,0.060,0.750,0.000,2100123,1.12,17.63,0.003,0.003,0.001,3,6,24,64,1382,23,0.15,0.0062,0.001,50
120000,2893,1.391,0.024,10.10,366246,351964,1645,14,12485,5755,1585640.8,300.2,0.731,0.052,0.058,0.078,0.081,438,9.18,8.96,0.12,1.19,0.33,1.93,0.10,1.10,8.62,8.27,0.00,0.05,0.017,0.091,431,0.148,0.717,0.001,0.000,0.281,357187,339287,10,0.365,0.087,0.019,720966,0.050,0.128,0.000,163.21,132457,182,0.052,0.571,0.000,1951823,1.04,17.82,0.002,0.017,0.001,3,6,20,64,1416,24,0.10,0.0064,0.001,68
130000,2253,1.543,0.026,11.39,347784,331553,1214,3648,12009,502455,1598833.0,46149.1,0.680,0.065,0.075,0.090,0.090,365,14.48,15.60,1.99,7.50,0.48,2.29,0.37,2.09,11.65,12.26,0.18,0.80,0.013,0.058,976,0.069,0.804,0.066,0.005,0.125,338500,312564,8,0.148,0.327,0.076,1040541,0.065,0.199,0.001,163.17,144378,326,0.092,0.296,0.040,5429767,1.51,14.54,0.034,0.384,0.053,4,8,40,64,1222,22,0.15,0.0061,0.003,104
140000,2363,1.628,0.034,10.63,239071,219460,891,13731,4879,2643951,1604324.2,208958.3,0.499,0.118,0.130,0.126,0.126,480,12.96,16.25,3.53,10.10,0.81,2.94,0.31,1.95,8.31,9.43,0.31,1.01,0.020,0.072,692,0.088,0.770,0.108,0.003,0.118,229142,195637,12,0.350,0.256,0.066,1619165,0.096,0.263,0.001,161.41,100392,106,0.079,0.401,0.050,18037343,1.92,16.37,0.032,0.237,0.097,3,6,41,64,1354,19,1.90,0.0082,0.003,69
150000,2274,1.647,0.032,10.35,227432,211693,1027,10041,4760,2439771,1600579.6,190122.2,0.521,0.112,0.120,0.123,0.123,526,14.02,16.95,3.23,9.23,0.93,3.59,0.38,2.13,9.47,11.31,0.29,1.06,0.023,0.084,778,0.099,0.769,0.118,0.003,0.110,217116,189289,12,0.178,0.163,0.076,1589554,0.121,0.212,0.001,161.23,94147,125,0.078,0.441,0.044,17589170,1.85,15.82,0.038,0.303,0.079,4,6,45,64,1356,21,2.09,0.0074,0.002,63
160000,1911,1.819,0.032,10.61,218051,203796,519,10226,3873,1809898,1593258.0,159616.3,0.477,0.109,0.120,0.150,0.144,556,19.51,20.14,6.12,12.23,0.51,2.87,0.13,0.97,12.75,11.78,0.18,0.86,0.012,0.065,845,0.056,0.745,0.125,0.004,0.126,206329,174291,10,0.179,0.211,0.033,1034662,0.104,0.247,0.001,161.03,91894,171,0.088,0.411,0.021,15040476,2.48,12.62,0.101,0.417,0.045,4,10,64,64,1152,16,2.28,0.0065,0.020,101
170000,2168,1.679,0.021,10.60,204297,197387,259,2848,3546,888485,1603326.0,87135.6,0.392,0.102,0.106,0.199,0.201,594,16.50,20.03,2.87,8.07,0.35,2.40,0.47,2.65,12.81,13.64,0.10,0.67,0.008,0.058,685,0.046,0.776,0.027,0.000,0.197,193575,153491,13,0.173,0.112,0.062,1693763,0.053,0.087,0.000,163.07,88694,298,0.098,0.302,0.008,6623591,1.64,14.81,0.093,0.229,0.025,3,8,62,64,1228,21,0.25,0.0058,0.014,89
180000,2458,1.526,0.024,10.80,275156,265734,753,15,8364,23030,1615691.6,2324.7,0.536,0.074,0.079,0.156,0.155,544,13.29,14.52,1.11,4.75,0.31,2.07,0.63,2.86,11.24,11.84,0.01,0.21,0.011,0.073,556,0.077,0.766,0.014,0.002,0.218,264286,231430,14,0.176,0.079,0.100,1943961,0.027,0.126,0.000,163.17,109722,173,0.101,0.267,0.003,3104815,1.29,15.38,0.017,0.015,0.006,4,7,36,64,1331,20,0.15,0.0058,0.004,150
190000,2832,1.358,0.023,10.67,340065,326811,860,46,11974,13639,1611725.1,1203.5,0.605,0.063,0.066,0.134,0.132,449,9.37,7.70,0.16,1.49,0.35,1.65,0.17,1.46,8.69,6.67,0.01,0.26,0.022,0.092,547,0.162,0.735,0.003,0.000,0.262,329532,298029,13,0.195,0.055,0.020,1782373,0.028,0.158,0.000,163.28,136078,104,0.088,0.674,0.000,3088131,1.05,17.71,0.001,0.014,0.004,4,7,16,64,1331,25,0.04,0.0065,0.010,80
200000,2974,1.354,0.028,10.59,382157,365746,1022,20,15227,4387,1590735.8,295.9,0.683,0.047,0.053,0.107,0.110,375,8.68,7.42,0.19,1.71,0.24,1.92,0.20,1.84,8.06,6.37,0.01,0.20,0.012,0.076,538,0.119,0.715,0.001,0.000,0.283,371911,344765,13,0.224,0.024,0.024,769686,0.038,0.200,0.001,163.27,153130,111,0.067,0.750,0.000,2446004,1.07,18.66,0.002,0.013,0.003,3,6,16,64,1369,28,0.04,0.0066,0.003,69
210000,2857,1.395,0.023,10.55,376654,363365,1419,45,11942,17709,1583978.2,1087.0,0.715,0.031,0.045,0.101,0.108,413,9.57,9.60,0.43,2.70,0.32,2.51,0.35,2.48,8.47,7.58,0.02,0.30,0.013,0.089,557,0.147,0.724,0.006,0.000,0.269,366230,343168,11,0.219,0.023,0.041,1063986,0.032,0.141,0.000,163.27,148603,328,0.061,0.533,0.001,2005484,1.16,18.51,0.003,0.041,0.006,3,6,20,64,1425,24,0.05,0.0065,0.021,66
220000,2927,1.359,0.025,13.15,389411,375772,1526,43,12000,15068,1586537.4,1032.6,0.739,0.025,0.034,0.101,0.101,278,8.82,7.90,0.45,2.40,0.21,1.51,0.11,0.82,8.04,6.81,0.02,0.25,0.014,0.086,492,0.123,0.704,0.006,0.001,0.288,379705,357604,9,0.278,0.172,0.035,1444744,0.027,0.169,0.000,163.25,171532,298,0.069,0.535,0.001,2162108,1.15,18.33,0.006,0.021,0.009,3,6,16,64,1377,29,0.06,0.0067,0.011,65
230000,2930,1.366,0.026,11.48,399715,383624,1603,71,14414,6265,1590953.0,596.5,0.742,0.024,0.035,0.099,0.100,261,9.18,7.85,0.39,2.12,0.27,1.82,0.24,1.20,8.28,6.64,0.01,0.17,0.015,0.094,506,0.162,0.710,0.002,0.000,0.288,389363,364006,13,0.217,0.015,0.072,959350,0.018,0.170,0.000,163.27,182005,303,0.095,0.563,0.000,1767194,1.15,18.23,0.000,0.000,0.003,3,6,18,64,1404,27,0.05,0.0066,0.005,87
240000,3004,1.354,0.024,10.35,373749,358955,1398,0,13322,1741,1594030.8,102.9,0.714,0.028,0.039,0.108,0.112,362,8.93,7.36,0.11,0.98,0.11,1.16,0.27,1.61,8.44,6.99,0.00,0.00,0.008,0.064,447,0.145,0.708,0.002,0.000,0.290,362834,339402,13,0.207,0.012,0.077,1846861,0.015,0.142,0.000,163.25,154631,0,0.059,0.000,0.000,1813390,1.05,18.45,0.002,0.009,0.000,3,6,18,64,1393,29,0.07,0.0063,0.001,87
250000,3033,1.348,0.023,11.32,397791,383266,1624,0,12872,4251,1562943.5,395.5,0.742,0.025,0.035,0.101,0.098,332,8.20,6.49,0.21,1.54,0.23,1.36,0.24,1.53,7.51,5.35,0.01,0.17,0.014,0.078,471,0.169,0.725,0.004,0.004,0.267,387166,366631,11,0.299,0.169,0.054,2408590,0.013,0.125,0.000,163.26,161612,0,0.093,0.000,0.006,1950088,1.06,18.49,0.000,0.064,0.006,3,6,15,64,1358,37,0.05,0.0069,0.001,93
260000,3096,1.397,0.033,11.13,364248,350095,2079,669,11342,841682,1520130.2,82748.1,0.751,0.021,0.030,0.101,0.097,309,7.16,7.73,1.14,4.77,0.33,2.11,0.06,0.68,5.64,3.88,0.12,0.66,0.012,0.070,493,0.151,0.790,0.064,0.004,0.142,353885,333485,10,0.379,0.026,0.012,1031883,0.034,0.200,0.000,163.26,152886,478,0.098,0.425,0.029,20019253,1.28,19.31,0.000,0.369,0.037,3,5,13,64,1367,29,0.05,0.0087,0.001,51
270000,2992,1.357,0.028,10.46,358519,346331,1915,833,9544,1504804,1567252.9,118237.0,0.720,0.021,0.030,0.115,0.113,376,8.08,8.44,1.13,4.99,0.40,2.42,0.11,0.83,6.44,4.68,0.13,0.68,0.015,0.078,528,0.161,0.740,0.050,0.009,0.200,347746,326896,12,0.374,0.035,0.031,775287,0.021,0.164,0.000,163.22,136256,398,0.079,0.407,0.029,20733113,1.28,18.07,0.002,0.327,0.043,3,6,15,64,1374,34,0.10,0.0081,0.000,61
280000,3099,1.351,0.029,10.25,360870,348425,1666,666,10006,1966236,1568618.8,145511.0,0.704,0.023,0.031,0.122,0.120,390,7.67,7.98,0.95,4.71,0.31,2.07,0.16,1.71,6.25,4.29,0.11,0.62,0.013,0.060,488,0.125,0.780,0.037,0.005,0.178,349970,327836,12,0.377,0.038,0.033,781545,0.019,0.202,0.001,163.26,134195,498,0.074,0.395,0.029,25373955,1.23,18.47,0.001,0.353,0.038,3,6,14,64,1417,29,0.06,0.0081,0.002,69
290000,3071,1.354,0.031,10.46,369349,357034,1482,783,10078,1398123,1554746.4,112184.1,0.720,0.022,0.031,0.116,0.111,380,7.85,7.77,0.90,4.13,0.38,2.71,0.16,1.50,6.40,4.68,0.11,0.64,0.016,0.067,524,0.169,0.757,0.038,0.011,0.193,359027,336303,12,0.379,0.054,0.028,871313,0.021,0.234,0.001,163.20,137176,409,0.080,0.381,0.030,19733445,1.21,17.91,0.002,0.329,0.039,3,6,15,64,1411,27,0.11,0.0079,0.001,59
300000,2751,1.439,0.034,10.48,376369,363048,1572,1299,10770,1278063,1546845.6,99216.4,0.721,0.022,0.032,0.114,0.110,366,10.18,12.22,1.61,5.85,0.43,2.57,0.22,1.75,7.92,8.77,0.11,0.62,0.022,0.088,807,0.147,0.742,0.067,0.005,0.186,366409,344037,11,0.205,0.174,0.040,984106,0.022,0.223,0.001,163.16,139120,323,0.078,0.444,0.024,16731095,1.43,17.12,0.005,0.241,0.037,3,6,25,64,1378,26,0.15,0.0071,0.001,61
310000,2680,1.482,0.025,10.19,296130,283996,1018,4252,6935,2185360,1603977.1,143642.3,0.624,0.027,0.043,0.153,0.152,438,10.18,10.91,1.76,6.35,0.45,2.42,0.21,1.66,7.76,7.02,0.17,0.82,0.012,0.062,731,0.135,0.738,0.099,0.005,0.158,284720,258863,12,0.150,0.177,0.043,1047981,0.027,0.138,0.000,163.13,115398,292,0.066,0.377,0.031,18453113,1.42,16.78,0.004,0.326,0.045,3,6,24,64,1386,22,0.19,0.0077,0.009,72
320000,2752,1.435,0.023,10.72,339754,325228,1393,3233,9828,1753618,1585425.0,123861.8,0.671,0.026,0.039,0.132,0.132,410,9.63,10.25,1.08,5.15,0.25,1.70,0.15,1.13,8.16,8.13,0.10,0.53,0.008,0.051,717,0.081,0.769,0.048,0.007,0.177,328894,307553,14,0.152,0.237,0.041,997326,0.023,0.126,0.000,163.17,133033,239,0.071,0.336,0.027,17407866,1.28,17.24,0.003,0.267,0.037,3,6,19,64,1371,28,0.15,0.0071,0.022,72
330000,2692,1.489,0.023,10.30,326858,313645,1220,4469,7584,2258910,1598657.5,144706.7,0.664,0.022,0.034,0.138,0.142,392,10.36,11.98,1.17,5.72,0.79,3.06,0.40,2.91,8.00,8.83,0.15,0.80,0.031,0.113,736,0.076,0.786,0.058,0.004,0.152,316411,290533,15,0.168,0.158,0.064,1490190,0.016,0.139,0.000,162.84,134249,309,0.064,0.377,0.035,20110812,1.29,16.97,0.010,0.351,0.038,3,6,22,64,1349,26,0.47,0.0074,0.022,61
340000,2460,1.517,0.020,10.29,312000,300641,1097,4235,6259,2449174,1611378.5,150934.5,0.630,0.024,0.036,0.151,0.158,443,12.38,12.14,2.03,6.29,0.40,2.32,0.18,1.44,9.77,8.28,0.11,0.69,0.013,0.072,794,0.100,0.731,0.057,0.005,0.207,301039,273422,11,0.220,0.333,0.032,1067790,0.020,0.116,0.000,163.10,122443,253,0.062,0.421,0.025,14232430,1.53,15.25,0.005,0.313,0.032,4,7,30,64,1286,25,0.22,0.0067,0.029,77
350000,2693,1.418,0.017,10.69,309747,298869,1152,2149,7344,1541987,1608614.8,107873.0,0.643,0.036,0.048,0.136,0.138,426,10.79,11.21,1.10,4.59,0.49,2.24,0.25,1.50,8.95,8.72,0.12,0.63,0.020,0.085,841,0.131,0.751,0.045,0.006,0.198,299115,274735,16,0.206,0.135,0.048,1293014,0.021,0.093,0.000,163.08,122429,258,0.070,0.389,0.033,15074627,1.25,16.35,0.009,0.319,0.042,3,6,27,64,1323,25,0.24,0.0067,0.027,66
360000,2481,1.498,0.023,10.49,326862,314524,1403,3797,7350,1515213,1582224.9,117968.4,0.690,0.026,0.037,0.123,0.125,392,12.16,13.78,1.51,6.07,0.47,2.29,0.32,2.03,9.86,11.31,0.14,0.66,0.016,0.072,893,0.098,0.761,0.060,0.005,0.175,319015,294397,16,0.207,0.108,0.063,1503198,0.023,0.160,0.000,162.89,140236,331,0.078,0.370,0.033,17664675,1.38,15.83,0.017,0.370,0.044,3,7,27,64,1328,24,0.43,0.0065,0.018,67
370000,2342,1.559,0.020,10.43,264802,255446,547,4437,4511,2553480,1616850.0,159720.8,0.498,0.042,0.060,0.194,0.206,489,13.33,14.90,1.70,5.82,0.56,2.86,0.27,2.19,10.80,11.15,0.16,0.79,0.014,0.069,802,0.059,0.778,0.067,0.008,0.148,254821,218658,10,0.284,0.022,0.051,1532416,0.043,0.117,0.000,163.15,107002,387,0.063,0.319,0.026,17882989,1.41,15.77,0.025,0.345,0.044,4,7,33,64,1288,20,0.16,0.0064,0.011,90
380000,2905,1.393,0.017,9.88,314066,302779,1154,1522,8048,1682685,1604057.1,104356.4,0.623,0.025,0.037,0.155,0.160,448,9.24,9.76,0.73,4.40,0.33,2.09,0.21,1.50,7.98,6.98,0.10,0.67,0.010,0.055,727,0.090,0.740,0.025,0.007,0.227,305957,279638,11,0.294,0.017,0.052,1538391,0.030,0.119,0.000,163.22,125315,431,0.062,0.413,0.020,14540422,1.16,17.80,0.002,0.351,0.026,3,6,18,64,1359,29,0.10,0.0069,0.017,34
390000,2870,1.420,0.017,9.97,344626,331779,1332,1713,9837,1232025,1616043.2,93022.0,0.685,0.023,0.036,0.127,0.129,404,9.07,8.73,1.04,4.77,0.26,1.88,0.13,1.20,7.64,5.81,0.11,0.61,0.010,0.057,860,0.052,0.755,0.051,0.006,0.189,336655,313821,15,0.184,0.025,0.034,1112142,0.034,0.114,0.000,163.26,143357,542,0.076,0.370,0.023,15935199,1.28,17.31,0.002,0.338,0.033,3,6,16,64,1361,33,0.05,0.0074,0.014,67
400000,2717,1.444,0.022,10.11,350291,336307,1630,1352,11155,1405770,1604214.4,106518.8,0.697,0.025,0.038,0.120,0.121,368,9.90,11.13,1.23,5.18,0.38,2.35,0.18,1.46,8.11,8.75,0.16,0.73,0.012,0.062,808,0.066,0.764,0.053,0.007,0.176,340623,319269,17,0.226,0.021,0.040,1001699,0.028,0.153,0.000,163.27,149906,391,0.076,0.271,0.039,19655744,1.33,17.30,0.006,0.290,0.050,3,6,23,64,1399,26,0.04,0.0073,0.005,47
410000,2646,1.470,0.021,9.56,311784,297523,1416,4515,8401,2095444,1614860.9,139577.4,0.635,0.028,0.037,0.150,0.149,446,10.71,11.94,1.15,5.09,0.43,2.33,0.48,2.12,8.65,8.33,0.16,0.80,0.011,0.060,695,0.042,0.766,0.045,0.005,0.183,303810,277676,15,0.212,0.095,0.097,1195105,0.035,0.141,0.000,163.01,126863,191,0.067,0.398,0.024,18979627,1.26,16.69,0.009,0.293,0.042,3,6,22,64,1365,24,0.31,0.0071,0.012,47
420000,2733,1.430,0.022,9.13,309957,298398,1242,2064,8166,2204546,1593541.9,137397.5,0.622,0.029,0.039,0.154,0.156,487,10.21,12.60,0.81,4.15,0.38,2.28,0.26,2.10,8.76,10.43,0.09,0.60,0.016,0.075,750,0.049,0.782,0.043,0.003,0.173,301324,275180,11,0.343,0.093,0.048,1803306,0.029,0.123,0.000,163.17,111876,365,0.062,0.304,0.023,21834326,1.21,16.92,0.019,0.398,0.031,3,6,19,64,1352,34,0.14,0.0067,0.018,96
430000,2579,1.487,0.036,9.12,320048,305960,1325,3796,9121,2005706,1604779.5,127030.9,0.652,0.031,0.043,0.137,0.137,541,11.21,12.62,2.03,6.31,0.61,2.25,0.18,1.32,8.40,9.16,0.24,0.90,0.020,0.074,735,0.070,0.756,0.090,0.005,0.148,310460,288269,10,0.302,0.071,0.035,1043666,0.030,0.294,0.002,162.97,107159,300,0.063,0.322,0.052,14019843,1.54,16.37,0.008,0.300,0.073,3,6,29,64,1332,22,0.34,0.0074,0.011,99
440000,2446,1.533,0.027,9.37,292355,280409,1396,3469,7214,2538550,1615802.2,143616.9,0.623,0.032,0.044,0.148,0.153,544,11.91,14.74,2.21,7.19,0.73,2.96,0.14,1.21,8.84,10.08,0.25,0.92,0.018,0.072,655,0.089,0.759,0.082,0.006,0.153,282663,260115,10,0.215,0.045,0.030,805336,0.024,0.220,0.001,163.03,107402,149,0.057,0.396,0.057,13737106,1.52,16.80,0.016,0.251,0.079,3,6,34,64,1401,27,0.28,0.0075,0.012,79
450000,2278,1.603,0.034,9.50,265103,249945,1725,6874,6727,2915331,1584841.5,183261.3,0.576,0.031,0.045,0.172,0.177,564,13.60,17.25,2.94,8.88,0.84,3.20,0.14,1.74,9.68,12.45,0.28,1.01,0.019,0.071,569,0.068,0.753,0.090,0.004,0.153,254947,233979,9,0.222,0.094,0.023,597743,0.023,0.245,0.001,161.12,94058,71,0.063,0.587,0.047,19623569,1.68,16.51,0.035,0.203,0.080,3,6,47,64,1361,20,2.19,0.0072,0.002,80
460000,2354,1.612,0.023,9.80,269507,256129,1729,4488,7085,2789650,1603953.2,170155.6,0.590,0.026,0.040,0.171,0.172,557,13.26,16.44,2.43,7.49,0.69,2.85,0.29,1.84,9.86,11.89,0.25,0.92,0.016,0.068,685,0.096,0.790,0.085,0.006,0.119,259382,236667,9,0.201,0.130,0.054,1039054,0.018,0.149,0.000,162.45,99080,97,0.061,0.473,0.038,18265892,1.56,16.41,0.025,0.216,0.079,4,6,44,64,1363,19,0.86,0.0069,0.007,65
470000,2539,1.572,0.026,9.64,272743,261188,1458,2221,7691,1792422,1601580.8,113344.6,0.618,0.025,0.038,0.159,0.159,518,12.56,15.85,3.06,9.45,0.27,2.01,0.24,1.54,8.99,9.60,0.08,0.53,0.009,0.056,721,0.076,0.749,0.059,0.006,0.187,262237,240101,10,0.215,0.105,0.044,1005866,0.022,0.178,0.001,162.88,106639,185,0.063,0.415,0.016,17581510,1.78,16.37,0.040,0.182,0.029,3,6,36,64,1362,24,0.43,0.0070,0.003,78
480000,2530,1.487,0.028,10.00,324186,311145,1494,3008,8548,1234352,1593146.2,89879.0,0.679,0.024,0.038,0.129,0.130,454,11.72,14.03,1.70,7.29,0.61,3.06,0.12,0.90,9.29,10.65,0.15,0.75,0.019,0.093,738,0.065,0.786,0.041,0.008,0.166,313239,292121,12,0.196,0.161,0.040,1127649,0.025,0.181,0.000,162.83,125842,232,0.073,0.418,0.030,11895107,1.45,16.57,0.013,0.280,0.042,3,6,32,64,1379,19,0.49,0.0068,0.010,115
490000,2550,1.494,0.031,9.26,324318,311899,1398,1751,9250,1772400,1597269.5,108234.9,0.647,0.025,0.038,0.144,0.146,463,11.27,14.50,1.07,4.84,0.41,2.53,0.09,1.08,9.69,12.89,0.10,0.60,0.014,0.074,630,0.085,0.781,0.047,0.005,0.167,313306,290926,13,0.290,0.002,0.018,629195,0.026,0.260,0.001,163.04,125940,266,0.061,0.399,0.020,13537349,1.28,16.96,0.043,0.200,0.033,3,6,26,64,1371,26,0.28,0.0065,0.010,83
500000,2633,1.411,0.023,9.24,336935,324789,1422,501,10140,1547255,1603129.6,85638.7,0.665,0.026,0.040,0.133,0.136,488,11.22,13.38,1.02,5.60,0.69,3.26,0.12,1.44,9.40,10.73,0.08,0.56,0.024,0.104,625,0.087,0.748,0.023,0.001,0.227,325184,302428,9,0.208,0.130,0.016,673831,0.024,0.149,0.000,163.03,122770,234,0.055,0.437,0.017,8244279,1.26,16.46,0.025,0.179,0.023,3,6,23,64,1328,27,0.28,0.0065,0.005,80
510000,2422,1.531,0.024,9.64,317679,306097,1377,1722,8694,1637617,1586188.1,96298.9,0.658,0.027,0.041,0.135,0.139,489,12.57,15.01,1.55,6.67,0.52,2.78,0.05,0.72,10.45,12.22,0.13,0.68,0.016,0.077,890,0.099,0.800,0.043,0.004,0.154,306790,283243,9,0.263,0.016,0.013,371988,0.033,0.138,0.000,162.95,124843,269,0.059,0.402,0.024,8152542,1.37,16.32,0.025,0.332,0.040,3,6,35,64,1320,21,0.37,0.0063,0.025,90
